"pgnation","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"151","2001","Part Time","Urban Area","","","",""
"151","2001","Part Time","Rural Area","","","",""
"151","2001","Not Working","Urban Area","","","",""
"151","2001","Not Working","Rural Area","","","",""
"152","2001","Full Time","Urban Area","","","",""
"152","2001","Full Time","Rural Area","","","",""
"152","2001","Part Time","Urban Area","","","",""
"152","2001","Part Time","Rural Area","","","",""
"152","2001","Not Working","Urban Area","","","",""
"152","2001","Not Working","Rural Area","","","",""
"154","2001","Full Time","Urban Area","","","",""
"154","2001","Full Time","Rural Area","","","",""
"154","2001","Part Time","Urban Area","","","",""
"154","2001","Part Time","Rural Area","","","",""
"154","2001","Not Working","Urban Area","","","",""
"154","2001","Not Working","Rural Area","","","",""
"155","2001","Full Time","Urban Area","","","",""
"155","2001","Full Time","Rural Area","","","",""
"155","2001","Part Time","Urban Area","","","",""
"155","2001","Part Time","Rural Area","","","",""
"155","2001","Not Working","Urban Area","","","",""
"155","2001","Not Working","Rural Area","","","",""
"156","2001","Full Time","Urban Area","","","",""
"156","2001","Full Time","Rural Area","","","",""
"156","2001","Part Time","Urban Area","","","",""
"156","2001","Part Time","Rural Area","","","",""
"156","2001","Not Working","Urban Area","","","",""
"156","2001","Not Working","Rural Area","","","",""
"158","2001","Full Time","Urban Area","","","",""
"158","2001","Full Time","Rural Area","","","",""
"158","2001","Part Time","Urban Area","","","",""
"158","2001","Part Time","Rural Area","","","",""
"158","2001","Not Working","Urban Area","","","",""
"158","2001","Not Working","Rural Area","","","",""
"162","2001","Full Time","Urban Area","","","",""
"162","2001","Full Time","Rural Area","","","",""
"162","2001","Part Time","Urban Area","","","",""
"162","2001","Part Time","Rural Area","","","",""
"162","2001","Not Working","Urban Area","","","",""
"162","2001","Not Working","Rural Area","","","",""
"164","2001","Full Time","Urban Area","","","",""
"164","2001","Full Time","Rural Area","","","",""
"164","2001","Part Time","Urban Area","","","",""
"164","2001","Part Time","Rural Area","","","",""
"164","2001","Not Working","Urban Area","","","",""
"164","2001","Not Working","Rural Area","","","",""
"165","2001","Full Time","Urban Area","","","",""
"165","2001","Full Time","Rural Area","","","",""
"165","2001","Part Time","Urban Area","","","",""
"165","2001","Part Time","Rural Area","","","",""
"165","2001","Not Working","Urban Area","","","",""
"165","2001","Not Working","Rural Area","","","",""
"166","2001","Full Time","Urban Area","","","",""
"166","2001","Full Time","Rural Area","","","",""
"166","2001","Part Time","Urban Area","","","",""
"166","2001","Part Time","Rural Area","","","",""
"166","2001","Not Working","Urban Area","","","",""
"166","2001","Not Working","Rural Area","","","",""
"167","2001","Full Time","Urban Area","","","",""
"167","2001","Full Time","Rural Area","","","",""
"167","2001","Part Time","Urban Area","","","",""
"167","2001","Part Time","Rural Area","","","",""
"167","2001","Not Working","Urban Area","","","",""
"167","2001","Not Working","Rural Area","","","",""
"168","2001","Full Time","Urban Area","","","",""
"168","2001","Full Time","Rural Area","","","",""
"168","2001","Part Time","Urban Area","","","",""
"168","2001","Part Time","Rural Area","","","",""
"168","2001","Not Working","Urban Area","","","",""
"168","2001","Not Working","Rural Area","","","",""
"169","2001","Full Time","Urban Area","","","",""
"169","2001","Full Time","Rural Area","","","",""
"169","2001","Part Time","Urban Area","","","",""
"169","2001","Part Time","Rural Area","","","",""
"169","2001","Not Working","Urban Area","","","",""
"169","2001","Not Working","Rural Area","","","",""
"172","2001","Full Time","Urban Area","","","",""
"172","2001","Full Time","Rural Area","","","",""
"172","2001","Part Time","Urban Area","","","",""
"172","2001","Part Time","Rural Area","","","",""
"172","2001","Not Working","Urban Area","","","",""
"172","2001","Not Working","Rural Area","","","",""
"173","2001","Full Time","Urban Area","","","",""
"173","2001","Full Time","Rural Area","","","",""
"173","2001","Part Time","Urban Area","","","",""
"173","2001","Part Time","Rural Area","","","",""
"173","2001","Not Working","Urban Area","","","",""
"173","2001","Not Working","Rural Area","","","",""
"178","2001","Full Time","Urban Area","","","",""
"178","2001","Full Time","Rural Area","","","",""
"178","2001","Part Time","Urban Area","","","",""
"178","2001","Part Time","Rural Area","","","",""
"178","2001","Not Working","Urban Area","","","",""
"178","2001","Not Working","Rural Area","","","",""
"181","2001","Full Time","Urban Area","","","",""
"181","2001","Full Time","Rural Area","","","",""
"181","2001","Part Time","Urban Area","","","",""
"181","2001","Part Time","Rural Area","","","",""
"181","2001","Not Working","Urban Area","","","",""
"181","2001","Not Working","Rural Area","","","",""
"183","2001","Full Time","Urban Area","","","",""
"183","2001","Full Time","Rural Area","","","",""
"183","2001","Part Time","Urban Area","","","",""
"183","2001","Part Time","Rural Area","","","",""
"183","2001","Not Working","Urban Area","","","",""
"183","2001","Not Working","Rural Area","","","",""
"188","2001","Full Time","Urban Area","","","",""
"188","2001","Full Time","Rural Area","","","",""
"188","2001","Part Time","Urban Area","","","",""
"188","2001","Part Time","Rural Area","","","",""
"188","2001","Not Working","Urban Area","","","",""
"188","2001","Not Working","Rural Area","","","",""
"195","2001","Full Time","Urban Area","","","",""
"195","2001","Full Time","Rural Area","","","",""
"195","2001","Part Time","Urban Area","","","",""
"195","2001","Part Time","Rural Area","","","",""
"195","2001","Not Working","Urban Area","","","",""
"195","2001","Not Working","Rural Area","","","",""
"196","2001","Full Time","Urban Area","","","",""
"196","2001","Full Time","Rural Area","","","",""
"196","2001","Part Time","Urban Area","","","",""
"196","2001","Part Time","Rural Area","","","",""
"196","2001","Not Working","Urban Area","","","",""
"196","2001","Not Working","Rural Area","","","",""
"999","2001","Full Time","Urban Area","","","",""
"999","2001","Full Time","Rural Area","","","",""
"999","2001","Part Time","Urban Area","","","",""
"999","2001","Part Time","Rural Area","","","",""
"999","2001","Not Working","Urban Area","","","",""
"999","2001","Not Working","Rural Area","","","",""
"1","2002","Full Time","Urban Area","5737","0.891535647603224","0.883921878367637","0.899149416838812"
"1","2002","Full Time","Rural Area","3105","0.974943798881018","0.969517490603551","0.980370107158485"
"1","2002","Part Time","Urban Area","3204","0.885778414124095","0.875379315577939","0.896177512670251"
"1","2002","Part Time","Rural Area","1601","0.957234010221245","0.947497950657047","0.966970069785444"
"1","2002","Not Working","Urban Area","4872","0.904603968625785","0.89682979611865","0.91237814113292"
"1","2002","Not Working","Rural Area","2738","0.972192802817242","0.96612864417899","0.978256961455494"
"2","2002","Full Time","Urban Area","201","0.0302612638315492","0.026066980713849","0.0344555469492493"
"2","2002","Full Time","Rural Area","11","","",""
"2","2002","Part Time","Urban Area","125","0.0364060571694588","0.0302826532382423","0.0425294611006752"
"2","2002","Part Time","Rural Area","11","","",""
"2","2002","Not Working","Urban Area","261","0.0385871112813425","0.0334898619353443","0.0436843606273407"
"2","2002","Not Working","Rural Area","25","","",""
"3","2002","Full Time","Urban Area","38","0.00799754073452954","0.00581671258498937","0.0101783688840697"
"3","2002","Full Time","Rural Area","6","","",""
"3","2002","Part Time","Urban Area","32","0.00762852588339304","0.00478395668790912","0.010473095078877"
"3","2002","Part Time","Rural Area","1","","",""
"3","2002","Not Working","Urban Area","31","0.00383891183793692","0.00220236427763989","0.00547545939823396"
"3","2002","Not Working","Rural Area","4","","",""
"4","2002","Full Time","Urban Area","66","0.00548758423666827","0.00367881757748358","0.00729635089585296"
"4","2002","Full Time","Rural Area","10","","",""
"4","2002","Part Time","Urban Area","26","","",""
"4","2002","Part Time","Rural Area","8","","",""
"4","2002","Not Working","Urban Area","51","0.0033543630847608","0.00182420889784975","0.00488451727167185"
"4","2002","Not Working","Rural Area","6","","",""
"5","2002","Full Time","Urban Area","119","0.0146085912825941","0.0116709727827032","0.017546209782485"
"5","2002","Full Time","Rural Area","18","","",""
"5","2002","Part Time","Urban Area","57","0.0101818708110395","0.00689978034345543","0.0134639612786236"
"5","2002","Part Time","Rural Area","10","","",""
"5","2002","Not Working","Urban Area","91","0.0124372943932167","0.00950434160205976","0.0153702471843736"
"5","2002","Not Working","Rural Area","11","","",""
"6","2002","Full Time","Urban Area","34","0.00314368415125785","0.00177304676188295","0.00451432154063276"
"6","2002","Full Time","Rural Area","1","","",""
"6","2002","Part Time","Urban Area","17","","",""
"6","2002","Part Time","Rural Area","1","","",""
"6","2002","Not Working","Urban Area","15","","",""
"6","2002","Not Working","Rural Area","1","","",""
"10","2002","Full Time","Urban Area","19","","",""
"10","2002","Full Time","Rural Area","6","","",""
"10","2002","Part Time","Urban Area","8","","",""
"10","2002","Part Time","Rural Area","5","","",""
"10","2002","Not Working","Urban Area","14","","",""
"10","2002","Not Working","Rural Area","6","","",""
"11","2002","Full Time","Urban Area","9","","",""
"11","2002","Full Time","Rural Area","1","","",""
"11","2002","Part Time","Urban Area","5","","",""
"11","2002","Part Time","Rural Area","","","",""
"11","2002","Not Working","Urban Area","6","","",""
"11","2002","Not Working","Rural Area","","","",""
"12","2002","Full Time","Urban Area","","","",""
"12","2002","Full Time","Rural Area","","","",""
"12","2002","Part Time","Urban Area","","","",""
"12","2002","Part Time","Rural Area","","","",""
"12","2002","Not Working","Urban Area","","","",""
"12","2002","Not Working","Rural Area","","","",""
"13","2002","Full Time","Urban Area","1","","",""
"13","2002","Full Time","Rural Area","2","","",""
"13","2002","Part Time","Urban Area","","","",""
"13","2002","Part Time","Rural Area","","","",""
"13","2002","Not Working","Urban Area","","","",""
"13","2002","Not Working","Rural Area","","","",""
"14","2002","Full Time","Urban Area","9","","",""
"14","2002","Full Time","Rural Area","7","","",""
"14","2002","Part Time","Urban Area","3","","",""
"14","2002","Part Time","Rural Area","1","","",""
"14","2002","Not Working","Urban Area","4","","",""
"14","2002","Not Working","Rural Area","1","","",""
"15","2002","Full Time","Urban Area","","","",""
"15","2002","Full Time","Rural Area","","","",""
"15","2002","Part Time","Urban Area","","","",""
"15","2002","Part Time","Rural Area","","","",""
"15","2002","Not Working","Urban Area","2","","",""
"15","2002","Not Working","Rural Area","","","",""
"16","2002","Full Time","Urban Area","","","",""
"16","2002","Full Time","Rural Area","","","",""
"16","2002","Part Time","Urban Area","","","",""
"16","2002","Part Time","Rural Area","","","",""
"16","2002","Not Working","Urban Area","1","","",""
"16","2002","Not Working","Rural Area","","","",""
"17","2002","Full Time","Urban Area","1","","",""
"17","2002","Full Time","Rural Area","","","",""
"17","2002","Part Time","Urban Area","2","","",""
"17","2002","Part Time","Rural Area","","","",""
"17","2002","Not Working","Urban Area","1","","",""
"17","2002","Not Working","Rural Area","","","",""
"18","2002","Full Time","Urban Area","10","","",""
"18","2002","Full Time","Rural Area","2","","",""
"18","2002","Part Time","Urban Area","6","","",""
"18","2002","Part Time","Rural Area","1","","",""
"18","2002","Not Working","Urban Area","3","","",""
"18","2002","Not Working","Rural Area","2","","",""
"19","2002","Full Time","Urban Area","3","","",""
"19","2002","Full Time","Rural Area","","","",""
"19","2002","Part Time","Urban Area","2","","",""
"19","2002","Part Time","Rural Area","1","","",""
"19","2002","Not Working","Urban Area","1","","",""
"19","2002","Not Working","Rural Area","","","",""
"20","2002","Full Time","Urban Area","","","",""
"20","2002","Full Time","Rural Area","","","",""
"20","2002","Part Time","Urban Area","1","","",""
"20","2002","Part Time","Rural Area","","","",""
"20","2002","Not Working","Urban Area","","","",""
"20","2002","Not Working","Rural Area","","","",""
"21","2002","Full Time","Urban Area","6","","",""
"21","2002","Full Time","Rural Area","","","",""
"21","2002","Part Time","Urban Area","2","","",""
"21","2002","Part Time","Rural Area","","","",""
"21","2002","Not Working","Urban Area","1","","",""
"21","2002","Not Working","Rural Area","","","",""
"22","2002","Full Time","Urban Area","12","","",""
"22","2002","Full Time","Rural Area","2","","",""
"22","2002","Part Time","Urban Area","9","","",""
"22","2002","Part Time","Rural Area","4","","",""
"22","2002","Not Working","Urban Area","7","","",""
"22","2002","Not Working","Rural Area","3","","",""
"23","2002","Full Time","Urban Area","","","",""
"23","2002","Full Time","Rural Area","","","",""
"23","2002","Part Time","Urban Area","","","",""
"23","2002","Part Time","Rural Area","","","",""
"23","2002","Not Working","Urban Area","1","","",""
"23","2002","Not Working","Rural Area","","","",""
"24","2002","Full Time","Urban Area","3","","",""
"24","2002","Full Time","Rural Area","","","",""
"24","2002","Part Time","Urban Area","3","","",""
"24","2002","Part Time","Rural Area","","","",""
"24","2002","Not Working","Urban Area","4","","",""
"24","2002","Not Working","Rural Area","","","",""
"25","2002","Full Time","Urban Area","1","","",""
"25","2002","Full Time","Rural Area","","","",""
"25","2002","Part Time","Urban Area","2","","",""
"25","2002","Part Time","Rural Area","","","",""
"25","2002","Not Working","Urban Area","","","",""
"25","2002","Not Working","Rural Area","","","",""
"26","2002","Full Time","Urban Area","3","","",""
"26","2002","Full Time","Rural Area","","","",""
"26","2002","Part Time","Urban Area","4","","",""
"26","2002","Part Time","Rural Area","","","",""
"26","2002","Not Working","Urban Area","2","","",""
"26","2002","Not Working","Rural Area","","","",""
"27","2002","Full Time","Urban Area","","","",""
"27","2002","Full Time","Rural Area","","","",""
"27","2002","Part Time","Urban Area","","","",""
"27","2002","Part Time","Rural Area","","","",""
"27","2002","Not Working","Urban Area","1","","",""
"27","2002","Not Working","Rural Area","","","",""
"28","2002","Full Time","Urban Area","13","","",""
"28","2002","Full Time","Rural Area","","","",""
"28","2002","Part Time","Urban Area","3","","",""
"28","2002","Part Time","Rural Area","","","",""
"28","2002","Not Working","Urban Area","","","",""
"28","2002","Not Working","Rural Area","","","",""
"29","2002","Full Time","Urban Area","1","","",""
"29","2002","Full Time","Rural Area","","","",""
"29","2002","Part Time","Urban Area","","","",""
"29","2002","Part Time","Rural Area","","","",""
"29","2002","Not Working","Urban Area","","","",""
"29","2002","Not Working","Rural Area","1","","",""
"30","2002","Full Time","Urban Area","","","",""
"30","2002","Full Time","Rural Area","","","",""
"30","2002","Part Time","Urban Area","","","",""
"30","2002","Part Time","Rural Area","","","",""
"30","2002","Not Working","Urban Area","","","",""
"30","2002","Not Working","Rural Area","","","",""
"31","2002","Full Time","Urban Area","","","",""
"31","2002","Full Time","Rural Area","","","",""
"31","2002","Part Time","Urban Area","3","","",""
"31","2002","Part Time","Rural Area","1","","",""
"31","2002","Not Working","Urban Area","1","","",""
"31","2002","Not Working","Rural Area","","","",""
"32","2002","Full Time","Urban Area","7","","",""
"32","2002","Full Time","Rural Area","2","","",""
"32","2002","Part Time","Urban Area","3","","",""
"32","2002","Part Time","Rural Area","","","",""
"32","2002","Not Working","Urban Area","6","","",""
"32","2002","Not Working","Rural Area","2","","",""
"34","2002","Full Time","Urban Area","","","",""
"34","2002","Full Time","Rural Area","","","",""
"34","2002","Part Time","Urban Area","","","",""
"34","2002","Part Time","Rural Area","","","",""
"34","2002","Not Working","Urban Area","","","",""
"34","2002","Not Working","Rural Area","","","",""
"35","2002","Full Time","Urban Area","","","",""
"35","2002","Full Time","Rural Area","","","",""
"35","2002","Part Time","Urban Area","","","",""
"35","2002","Part Time","Rural Area","","","",""
"35","2002","Not Working","Urban Area","","","",""
"35","2002","Not Working","Rural Area","","","",""
"37","2002","Full Time","Urban Area","","","",""
"37","2002","Full Time","Rural Area","","","",""
"37","2002","Part Time","Urban Area","","","",""
"37","2002","Part Time","Rural Area","","","",""
"37","2002","Not Working","Urban Area","","","",""
"37","2002","Not Working","Rural Area","","","",""
"38","2002","Full Time","Urban Area","","","",""
"38","2002","Full Time","Rural Area","1","","",""
"38","2002","Part Time","Urban Area","2","","",""
"38","2002","Part Time","Rural Area","","","",""
"38","2002","Not Working","Urban Area","","","",""
"38","2002","Not Working","Rural Area","1","","",""
"39","2002","Full Time","Urban Area","","","",""
"39","2002","Full Time","Rural Area","","","",""
"39","2002","Part Time","Urban Area","","","",""
"39","2002","Part Time","Rural Area","","","",""
"39","2002","Not Working","Urban Area","","","",""
"39","2002","Not Working","Rural Area","","","",""
"40","2002","Full Time","Urban Area","1","","",""
"40","2002","Full Time","Rural Area","","","",""
"40","2002","Part Time","Urban Area","","","",""
"40","2002","Part Time","Rural Area","","","",""
"40","2002","Not Working","Urban Area","1","","",""
"40","2002","Not Working","Rural Area","","","",""
"41","2002","Full Time","Urban Area","","","",""
"41","2002","Full Time","Rural Area","","","",""
"41","2002","Part Time","Urban Area","","","",""
"41","2002","Part Time","Rural Area","","","",""
"41","2002","Not Working","Urban Area","","","",""
"41","2002","Not Working","Rural Area","","","",""
"42","2002","Full Time","Urban Area","","","",""
"42","2002","Full Time","Rural Area","","","",""
"42","2002","Part Time","Urban Area","","","",""
"42","2002","Part Time","Rural Area","","","",""
"42","2002","Not Working","Urban Area","","","",""
"42","2002","Not Working","Rural Area","","","",""
"43","2002","Full Time","Urban Area","","","",""
"43","2002","Full Time","Rural Area","","","",""
"43","2002","Part Time","Urban Area","","","",""
"43","2002","Part Time","Rural Area","","","",""
"43","2002","Not Working","Urban Area","1","","",""
"43","2002","Not Working","Rural Area","","","",""
"44","2002","Full Time","Urban Area","","","",""
"44","2002","Full Time","Rural Area","","","",""
"44","2002","Part Time","Urban Area","1","","",""
"44","2002","Part Time","Rural Area","","","",""
"44","2002","Not Working","Urban Area","1","","",""
"44","2002","Not Working","Rural Area","","","",""
"45","2002","Full Time","Urban Area","","","",""
"45","2002","Full Time","Rural Area","","","",""
"45","2002","Part Time","Urban Area","","","",""
"45","2002","Part Time","Rural Area","","","",""
"45","2002","Not Working","Urban Area","","","",""
"45","2002","Not Working","Rural Area","","","",""
"46","2002","Full Time","Urban Area","","","",""
"46","2002","Full Time","Rural Area","","","",""
"46","2002","Part Time","Urban Area","","","",""
"46","2002","Part Time","Rural Area","","","",""
"46","2002","Not Working","Urban Area","","","",""
"46","2002","Not Working","Rural Area","","","",""
"47","2002","Full Time","Urban Area","","","",""
"47","2002","Full Time","Rural Area","","","",""
"47","2002","Part Time","Urban Area","","","",""
"47","2002","Part Time","Rural Area","","","",""
"47","2002","Not Working","Urban Area","","","",""
"47","2002","Not Working","Rural Area","","","",""
"48","2002","Full Time","Urban Area","","","",""
"48","2002","Full Time","Rural Area","","","",""
"48","2002","Part Time","Urban Area","1","","",""
"48","2002","Part Time","Rural Area","","","",""
"48","2002","Not Working","Urban Area","","","",""
"48","2002","Not Working","Rural Area","","","",""
"49","2002","Full Time","Urban Area","1","","",""
"49","2002","Full Time","Rural Area","1","","",""
"49","2002","Part Time","Urban Area","","","",""
"49","2002","Part Time","Rural Area","","","",""
"49","2002","Not Working","Urban Area","1","","",""
"49","2002","Not Working","Rural Area","","","",""
"50","2002","Full Time","Urban Area","","","",""
"50","2002","Full Time","Rural Area","","","",""
"50","2002","Part Time","Urban Area","1","","",""
"50","2002","Part Time","Rural Area","","","",""
"50","2002","Not Working","Urban Area","","","",""
"50","2002","Not Working","Rural Area","","","",""
"51","2002","Full Time","Urban Area","","","",""
"51","2002","Full Time","Rural Area","","","",""
"51","2002","Part Time","Urban Area","","","",""
"51","2002","Part Time","Rural Area","","","",""
"51","2002","Not Working","Urban Area","","","",""
"51","2002","Not Working","Rural Area","1","","",""
"52","2002","Full Time","Urban Area","","","",""
"52","2002","Full Time","Rural Area","","","",""
"52","2002","Part Time","Urban Area","2","","",""
"52","2002","Part Time","Rural Area","","","",""
"52","2002","Not Working","Urban Area","","","",""
"52","2002","Not Working","Rural Area","","","",""
"53","2002","Full Time","Urban Area","","","",""
"53","2002","Full Time","Rural Area","","","",""
"53","2002","Part Time","Urban Area","","","",""
"53","2002","Part Time","Rural Area","","","",""
"53","2002","Not Working","Urban Area","","","",""
"53","2002","Not Working","Rural Area","","","",""
"54","2002","Full Time","Urban Area","1","","",""
"54","2002","Full Time","Rural Area","","","",""
"54","2002","Part Time","Urban Area","","","",""
"54","2002","Part Time","Rural Area","","","",""
"54","2002","Not Working","Urban Area","","","",""
"54","2002","Not Working","Rural Area","1","","",""
"55","2002","Full Time","Urban Area","1","","",""
"55","2002","Full Time","Rural Area","1","","",""
"55","2002","Part Time","Urban Area","1","","",""
"55","2002","Part Time","Rural Area","","","",""
"55","2002","Not Working","Urban Area","1","","",""
"55","2002","Not Working","Rural Area","1","","",""
"56","2002","Full Time","Urban Area","","","",""
"56","2002","Full Time","Rural Area","","","",""
"56","2002","Part Time","Urban Area","","","",""
"56","2002","Part Time","Rural Area","","","",""
"56","2002","Not Working","Urban Area","","","",""
"56","2002","Not Working","Rural Area","","","",""
"59","2002","Full Time","Urban Area","1","","",""
"59","2002","Full Time","Rural Area","","","",""
"59","2002","Part Time","Urban Area","","","",""
"59","2002","Part Time","Rural Area","","","",""
"59","2002","Not Working","Urban Area","","","",""
"59","2002","Not Working","Rural Area","1","","",""
"60","2002","Full Time","Urban Area","2","","",""
"60","2002","Full Time","Rural Area","","","",""
"60","2002","Part Time","Urban Area","1","","",""
"60","2002","Part Time","Rural Area","","","",""
"60","2002","Not Working","Urban Area","1","","",""
"60","2002","Not Working","Rural Area","","","",""
"61","2002","Full Time","Urban Area","2","","",""
"61","2002","Full Time","Rural Area","","","",""
"61","2002","Part Time","Urban Area","","","",""
"61","2002","Part Time","Rural Area","","","",""
"61","2002","Not Working","Urban Area","","","",""
"61","2002","Not Working","Rural Area","1","","",""
"64","2002","Full Time","Urban Area","","","",""
"64","2002","Full Time","Rural Area","","","",""
"64","2002","Part Time","Urban Area","","","",""
"64","2002","Part Time","Rural Area","","","",""
"64","2002","Not Working","Urban Area","","","",""
"64","2002","Not Working","Rural Area","","","",""
"65","2002","Full Time","Urban Area","1","","",""
"65","2002","Full Time","Rural Area","","","",""
"65","2002","Part Time","Urban Area","1","","",""
"65","2002","Part Time","Rural Area","","","",""
"65","2002","Not Working","Urban Area","1","","",""
"65","2002","Not Working","Rural Area","","","",""
"66","2002","Full Time","Urban Area","","","",""
"66","2002","Full Time","Rural Area","","","",""
"66","2002","Part Time","Urban Area","","","",""
"66","2002","Part Time","Rural Area","","","",""
"66","2002","Not Working","Urban Area","","","",""
"66","2002","Not Working","Rural Area","","","",""
"67","2002","Full Time","Urban Area","","","",""
"67","2002","Full Time","Rural Area","","","",""
"67","2002","Part Time","Urban Area","1","","",""
"67","2002","Part Time","Rural Area","","","",""
"67","2002","Not Working","Urban Area","","","",""
"67","2002","Not Working","Rural Area","","","",""
"68","2002","Full Time","Urban Area","","","",""
"68","2002","Full Time","Rural Area","","","",""
"68","2002","Part Time","Urban Area","1","","",""
"68","2002","Part Time","Rural Area","","","",""
"68","2002","Not Working","Urban Area","","","",""
"68","2002","Not Working","Rural Area","","","",""
"71","2002","Full Time","Urban Area","","","",""
"71","2002","Full Time","Rural Area","","","",""
"71","2002","Part Time","Urban Area","","","",""
"71","2002","Part Time","Rural Area","","","",""
"71","2002","Not Working","Urban Area","","","",""
"71","2002","Not Working","Rural Area","","","",""
"72","2002","Full Time","Urban Area","","","",""
"72","2002","Full Time","Rural Area","","","",""
"72","2002","Part Time","Urban Area","","","",""
"72","2002","Part Time","Rural Area","","","",""
"72","2002","Not Working","Urban Area","","","",""
"72","2002","Not Working","Rural Area","","","",""
"73","2002","Full Time","Urban Area","","","",""
"73","2002","Full Time","Rural Area","","","",""
"73","2002","Part Time","Urban Area","","","",""
"73","2002","Part Time","Rural Area","","","",""
"73","2002","Not Working","Urban Area","","","",""
"73","2002","Not Working","Rural Area","","","",""
"74","2002","Full Time","Urban Area","1","","",""
"74","2002","Full Time","Rural Area","","","",""
"74","2002","Part Time","Urban Area","3","","",""
"74","2002","Part Time","Rural Area","","","",""
"74","2002","Not Working","Urban Area","","","",""
"74","2002","Not Working","Rural Area","","","",""
"75","2002","Full Time","Urban Area","4","","",""
"75","2002","Full Time","Rural Area","","","",""
"75","2002","Part Time","Urban Area","1","","",""
"75","2002","Part Time","Rural Area","","","",""
"75","2002","Not Working","Urban Area","6","","",""
"75","2002","Not Working","Rural Area","","","",""
"76","2002","Full Time","Urban Area","","","",""
"76","2002","Full Time","Rural Area","","","",""
"76","2002","Part Time","Urban Area","1","","",""
"76","2002","Part Time","Rural Area","1","","",""
"76","2002","Not Working","Urban Area","1","","",""
"76","2002","Not Working","Rural Area","1","","",""
"77","2002","Full Time","Urban Area","","","",""
"77","2002","Full Time","Rural Area","","","",""
"77","2002","Part Time","Urban Area","","","",""
"77","2002","Part Time","Rural Area","","","",""
"77","2002","Not Working","Urban Area","","","",""
"77","2002","Not Working","Rural Area","","","",""
"78","2002","Full Time","Urban Area","1","","",""
"78","2002","Full Time","Rural Area","","","",""
"78","2002","Part Time","Urban Area","2","","",""
"78","2002","Part Time","Rural Area","1","","",""
"78","2002","Not Working","Urban Area","5","","",""
"78","2002","Not Working","Rural Area","3","","",""
"79","2002","Full Time","Urban Area","","","",""
"79","2002","Full Time","Rural Area","","","",""
"79","2002","Part Time","Urban Area","","","",""
"79","2002","Part Time","Rural Area","","","",""
"79","2002","Not Working","Urban Area","","","",""
"79","2002","Not Working","Rural Area","","","",""
"80","2002","Full Time","Urban Area","1","","",""
"80","2002","Full Time","Rural Area","","","",""
"80","2002","Part Time","Urban Area","","","",""
"80","2002","Part Time","Rural Area","","","",""
"80","2002","Not Working","Urban Area","","","",""
"80","2002","Not Working","Rural Area","","","",""
"81","2002","Full Time","Urban Area","1","","",""
"81","2002","Full Time","Rural Area","","","",""
"81","2002","Part Time","Urban Area","","","",""
"81","2002","Part Time","Rural Area","","","",""
"81","2002","Not Working","Urban Area","","","",""
"81","2002","Not Working","Rural Area","","","",""
"82","2002","Full Time","Urban Area","","","",""
"82","2002","Full Time","Rural Area","","","",""
"82","2002","Part Time","Urban Area","","","",""
"82","2002","Part Time","Rural Area","","","",""
"82","2002","Not Working","Urban Area","","","",""
"82","2002","Not Working","Rural Area","","","",""
"83","2002","Full Time","Urban Area","1","","",""
"83","2002","Full Time","Rural Area","","","",""
"83","2002","Part Time","Urban Area","1","","",""
"83","2002","Part Time","Rural Area","","","",""
"83","2002","Not Working","Urban Area","1","","",""
"83","2002","Not Working","Rural Area","","","",""
"84","2002","Full Time","Urban Area","","","",""
"84","2002","Full Time","Rural Area","","","",""
"84","2002","Part Time","Urban Area","","","",""
"84","2002","Part Time","Rural Area","","","",""
"84","2002","Not Working","Urban Area","","","",""
"84","2002","Not Working","Rural Area","","","",""
"85","2002","Full Time","Urban Area","","","",""
"85","2002","Full Time","Rural Area","","","",""
"85","2002","Part Time","Urban Area","","","",""
"85","2002","Part Time","Rural Area","","","",""
"85","2002","Not Working","Urban Area","2","","",""
"85","2002","Not Working","Rural Area","","","",""
"86","2002","Full Time","Urban Area","","","",""
"86","2002","Full Time","Rural Area","","","",""
"86","2002","Part Time","Urban Area","","","",""
"86","2002","Part Time","Rural Area","","","",""
"86","2002","Not Working","Urban Area","","","",""
"86","2002","Not Working","Rural Area","","","",""
"89","2002","Full Time","Urban Area","1","","",""
"89","2002","Full Time","Rural Area","","","",""
"89","2002","Part Time","Urban Area","1","","",""
"89","2002","Part Time","Rural Area","","","",""
"89","2002","Not Working","Urban Area","","","",""
"89","2002","Not Working","Rural Area","","","",""
"90","2002","Full Time","Urban Area","","","",""
"90","2002","Full Time","Rural Area","","","",""
"90","2002","Part Time","Urban Area","","","",""
"90","2002","Part Time","Rural Area","","","",""
"90","2002","Not Working","Urban Area","","","",""
"90","2002","Not Working","Rural Area","","","",""
"92","2002","Full Time","Urban Area","","","",""
"92","2002","Full Time","Rural Area","","","",""
"92","2002","Part Time","Urban Area","1","","",""
"92","2002","Part Time","Rural Area","","","",""
"92","2002","Not Working","Urban Area","","","",""
"92","2002","Not Working","Rural Area","","","",""
"94","2002","Full Time","Urban Area","","","",""
"94","2002","Full Time","Rural Area","","","",""
"94","2002","Part Time","Urban Area","","","",""
"94","2002","Part Time","Rural Area","","","",""
"94","2002","Not Working","Urban Area","","","",""
"94","2002","Not Working","Rural Area","","","",""
"95","2002","Full Time","Urban Area","","","",""
"95","2002","Full Time","Rural Area","","","",""
"95","2002","Part Time","Urban Area","","","",""
"95","2002","Part Time","Rural Area","","","",""
