"pgnation","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"133","1987","Not Employed","Rural Area","","","",""
"133","1987","Employed","Urban Area","","","",""
"133","1987","Employed","Rural Area","","","",""
"135","1987","Not Employed","Urban Area","","","",""
"135","1987","Not Employed","Rural Area","","","",""
"135","1987","Employed","Urban Area","","","",""
"135","1987","Employed","Rural Area","","","",""
"138","1987","Not Employed","Urban Area","","","",""
"138","1987","Not Employed","Rural Area","","","",""
"138","1987","Employed","Urban Area","","","",""
"138","1987","Employed","Rural Area","","","",""
"139","1987","Not Employed","Urban Area","","","",""
"139","1987","Not Employed","Rural Area","","","",""
"139","1987","Employed","Urban Area","","","",""
"139","1987","Employed","Rural Area","","","",""
"140","1987","Not Employed","Urban Area","","","",""
"140","1987","Not Employed","Rural Area","","","",""
"140","1987","Employed","Urban Area","","","",""
"140","1987","Employed","Rural Area","","","",""
"141","1987","Not Employed","Urban Area","","","",""
"141","1987","Not Employed","Rural Area","","","",""
"141","1987","Employed","Urban Area","","","",""
"141","1987","Employed","Rural Area","","","",""
"142","1987","Not Employed","Urban Area","","","",""
"142","1987","Not Employed","Rural Area","","","",""
"142","1987","Employed","Urban Area","","","",""
"142","1987","Employed","Rural Area","","","",""
"143","1987","Not Employed","Urban Area","","","",""
"143","1987","Not Employed","Rural Area","","","",""
"143","1987","Employed","Urban Area","","","",""
"143","1987","Employed","Rural Area","","","",""
"144","1987","Not Employed","Urban Area","","","",""
"144","1987","Not Employed","Rural Area","","","",""
"144","1987","Employed","Urban Area","","","",""
"144","1987","Employed","Rural Area","","","",""
"145","1987","Not Employed","Urban Area","","","",""
"145","1987","Not Employed","Rural Area","","","",""
"145","1987","Employed","Urban Area","","","",""
"145","1987","Employed","Rural Area","","","",""
"146","1987","Not Employed","Urban Area","","","",""
"146","1987","Not Employed","Rural Area","","","",""
"146","1987","Employed","Urban Area","","","",""
"146","1987","Employed","Rural Area","","","",""
"147","1987","Not Employed","Urban Area","","","",""
"147","1987","Not Employed","Rural Area","","","",""
"147","1987","Employed","Urban Area","","","",""
"147","1987","Employed","Rural Area","","","",""
"148","1987","Not Employed","Urban Area","","","",""
"148","1987","Not Employed","Rural Area","","","",""
"148","1987","Employed","Urban Area","","","",""
"148","1987","Employed","Rural Area","","","",""
"149","1987","Not Employed","Urban Area","","","",""
"149","1987","Not Employed","Rural Area","","","",""
"149","1987","Employed","Urban Area","","","",""
"149","1987","Employed","Rural Area","","","",""
"151","1987","Not Employed","Urban Area","","","",""
"151","1987","Not Employed","Rural Area","","","",""
"151","1987","Employed","Urban Area","","","",""
"151","1987","Employed","Rural Area","","","",""
"152","1987","Not Employed","Urban Area","","","",""
"152","1987","Not Employed","Rural Area","","","",""
"152","1987","Employed","Urban Area","","","",""
"152","1987","Employed","Rural Area","","","",""
"154","1987","Not Employed","Urban Area","","","",""
"154","1987","Not Employed","Rural Area","","","",""
"154","1987","Employed","Urban Area","","","",""
"154","1987","Employed","Rural Area","","","",""
"155","1987","Not Employed","Urban Area","","","",""
"155","1987","Not Employed","Rural Area","","","",""
"155","1987","Employed","Urban Area","","","",""
"155","1987","Employed","Rural Area","","","",""
"156","1987","Not Employed","Urban Area","","","",""
"156","1987","Not Employed","Rural Area","","","",""
"156","1987","Employed","Urban Area","","","",""
"156","1987","Employed","Rural Area","","","",""
"158","1987","Not Employed","Urban Area","","","",""
"158","1987","Not Employed","Rural Area","","","",""
"158","1987","Employed","Urban Area","","","",""
"158","1987","Employed","Rural Area","","","",""
"162","1987","Not Employed","Urban Area","","","",""
"162","1987","Not Employed","Rural Area","","","",""
"162","1987","Employed","Urban Area","","","",""
"162","1987","Employed","Rural Area","","","",""
"164","1987","Not Employed","Urban Area","","","",""
"164","1987","Not Employed","Rural Area","","","",""
"164","1987","Employed","Urban Area","","","",""
"164","1987","Employed","Rural Area","","","",""
"165","1987","Not Employed","Urban Area","","","",""
"165","1987","Not Employed","Rural Area","","","",""
"165","1987","Employed","Urban Area","","","",""
"165","1987","Employed","Rural Area","","","",""
"166","1987","Not Employed","Urban Area","","","",""
"166","1987","Not Employed","Rural Area","","","",""
"166","1987","Employed","Urban Area","","","",""
"166","1987","Employed","Rural Area","","","",""
"167","1987","Not Employed","Urban Area","","","",""
"167","1987","Not Employed","Rural Area","","","",""
"167","1987","Employed","Urban Area","","","",""
"167","1987","Employed","Rural Area","","","",""
"168","1987","Not Employed","Urban Area","","","",""
"168","1987","Not Employed","Rural Area","","","",""
"168","1987","Employed","Urban Area","","","",""
"168","1987","Employed","Rural Area","","","",""
"169","1987","Not Employed","Urban Area","","","",""
"169","1987","Not Employed","Rural Area","","","",""
"169","1987","Employed","Urban Area","","","",""
"169","1987","Employed","Rural Area","","","",""
"172","1987","Not Employed","Urban Area","","","",""
"172","1987","Not Employed","Rural Area","","","",""
"172","1987","Employed","Urban Area","","","",""
"172","1987","Employed","Rural Area","","","",""
"173","1987","Not Employed","Urban Area","","","",""
"173","1987","Not Employed","Rural Area","","","",""
"173","1987","Employed","Urban Area","","","",""
"173","1987","Employed","Rural Area","","","",""
"178","1987","Not Employed","Urban Area","","","",""
"178","1987","Not Employed","Rural Area","","","",""
"178","1987","Employed","Urban Area","","","",""
"178","1987","Employed","Rural Area","","","",""
"181","1987","Not Employed","Urban Area","","","",""
"181","1987","Not Employed","Rural Area","","","",""
"181","1987","Employed","Urban Area","","","",""
"181","1987","Employed","Rural Area","","","",""
"183","1987","Not Employed","Urban Area","","","",""
"183","1987","Not Employed","Rural Area","","","",""
"183","1987","Employed","Urban Area","","","",""
"183","1987","Employed","Rural Area","","","",""
"188","1987","Not Employed","Urban Area","","","",""
"188","1987","Not Employed","Rural Area","","","",""
"188","1987","Employed","Urban Area","","","",""
"188","1987","Employed","Rural Area","","","",""
"195","1987","Not Employed","Urban Area","","","",""
"195","1987","Not Employed","Rural Area","","","",""
"195","1987","Employed","Urban Area","","","",""
"195","1987","Employed","Rural Area","","","",""
"196","1987","Not Employed","Urban Area","","","",""
"196","1987","Not Employed","Rural Area","","","",""
"196","1987","Employed","Urban Area","","","",""
"196","1987","Employed","Rural Area","","","",""
"999","1987","Not Employed","Urban Area","","","",""
"999","1987","Not Employed","Rural Area","","","",""
"999","1987","Employed","Urban Area","","","",""
"999","1987","Employed","Rural Area","","","",""
"1","1988","Not Employed","Urban Area","2200","0.950476681619428","0.942532276548646","0.95842108669021"
"1","1988","Not Employed","Rural Area","628","0.97461759900895","0.962999228111117","0.986235969906784"
"1","1988","Employed","Urban Area","3569","0.914652832349639","0.906997517082273","0.922308147617004"
"1","1988","Employed","Rural Area","1102","0.963097559191108","0.95291591559227","0.973279202789946"
"2","1988","Not Employed","Urban Area","292","0.0212674598501562","0.0159845207723054","0.0265503989280071"
"2","1988","Not Employed","Rural Area","30","0.00791650314493533","0.00137010268917515","0.0144629036006955"
"2","1988","Employed","Urban Area","503","0.0291130751182819","0.0245065997927935","0.0337195504437704"
"2","1988","Employed","Rural Area","44","0.0080202138837163","0.00320295939697438","0.0128374683704582"
"3","1988","Not Employed","Urban Area","94","0.00789598563448289","0.00465507126708946","0.0111369000018763"
"3","1988","Not Employed","Rural Area","17","","",""
"3","1988","Employed","Urban Area","298","0.016498337244195","0.0130081556797732","0.0199885188086168"
"3","1988","Employed","Rural Area","50","0.0106588130053716","0.00511277719010482","0.0162048488206384"
"4","1988","Not Employed","Urban Area","76","0.00304597026204271","0.00102813283117538","0.00506380769291004"
"4","1988","Not Employed","Rural Area","12","","",""
"4","1988","Employed","Urban Area","222","0.0068814405818551","0.00461637587211204","0.00914650529159815"
"4","1988","Employed","Rural Area","35","0.00323980079242908","0.000170710247265047","0.00630889133759312"
"5","1988","Not Employed","Urban Area","111","0.00646874757582547","0.0035332167417735","0.00940427840987745"
"5","1988","Not Employed","Rural Area","8","","",""
"5","1988","Employed","Urban Area","304","0.0147417118542846","0.0114396181738704","0.0180438055346988"
"5","1988","Employed","Rural Area","52","0.00877324264286569","0.00373682446852291","0.0138096608172085"
"6","1988","Not Employed","Urban Area","66","0.00190654742314786","0.000309215440771527","0.0035038794055242"
"6","1988","Not Employed","Rural Area","4","","",""
"6","1988","Employed","Urban Area","167","0.00336076803713962","0.00177504023350065","0.00494649584077859"
"6","1988","Employed","Rural Area","29","","",""
"10","1988","Not Employed","Urban Area","4","","",""
"10","1988","Not Employed","Rural Area","","","",""
"10","1988","Employed","Urban Area","19","","",""
"10","1988","Employed","Rural Area","3","","",""
"11","1988","Not Employed","Urban Area","1","","",""
"11","1988","Not Employed","Rural Area","","","",""
"11","1988","Employed","Urban Area","7","","",""
"11","1988","Employed","Rural Area","","","",""
"12","1988","Not Employed","Urban Area","5","","",""
"12","1988","Not Employed","Rural Area","","","",""
"12","1988","Employed","Urban Area","5","","",""
"12","1988","Employed","Rural Area","","","",""
"13","1988","Not Employed","Urban Area","","","",""
"13","1988","Not Employed","Rural Area","","","",""
"13","1988","Employed","Urban Area","","","",""
"13","1988","Employed","Rural Area","","","",""
"14","1988","Not Employed","Urban Area","","","",""
"14","1988","Not Employed","Rural Area","","","",""
"14","1988","Employed","Urban Area","5","","",""
"14","1988","Employed","Rural Area","","","",""
"15","1988","Not Employed","Urban Area","","","",""
"15","1988","Not Employed","Rural Area","","","",""
"15","1988","Employed","Urban Area","","","",""
"15","1988","Employed","Rural Area","","","",""
"16","1988","Not Employed","Urban Area","","","",""
"16","1988","Not Employed","Rural Area","","","",""
"16","1988","Employed","Urban Area","","","",""
"16","1988","Employed","Rural Area","","","",""
"17","1988","Not Employed","Urban Area","","","",""
"17","1988","Not Employed","Rural Area","","","",""
"17","1988","Employed","Urban Area","1","","",""
"17","1988","Employed","Rural Area","","","",""
"18","1988","Not Employed","Urban Area","2","","",""
"18","1988","Not Employed","Rural Area","1","","",""
"18","1988","Employed","Urban Area","4","","",""
"18","1988","Employed","Rural Area","1","","",""
"19","1988","Not Employed","Urban Area","1","","",""
"19","1988","Not Employed","Rural Area","","","",""
"19","1988","Employed","Urban Area","1","","",""
"19","1988","Employed","Rural Area","","","",""
"20","1988","Not Employed","Urban Area","1","","",""
"20","1988","Not Employed","Rural Area","","","",""
"20","1988","Employed","Urban Area","","","",""
"20","1988","Employed","Rural Area","","","",""
"21","1988","Not Employed","Urban Area","1","","",""
"21","1988","Not Employed","Rural Area","","","",""
"21","1988","Employed","Urban Area","1","","",""
"21","1988","Employed","Rural Area","","","",""
"22","1988","Not Employed","Urban Area","2","","",""
"22","1988","Not Employed","Rural Area","1","","",""
"22","1988","Employed","Urban Area","3","","",""
"22","1988","Employed","Rural Area","","","",""
"23","1988","Not Employed","Urban Area","","","",""
"23","1988","Not Employed","Rural Area","","","",""
"23","1988","Employed","Urban Area","","","",""
"23","1988","Employed","Rural Area","","","",""
"24","1988","Not Employed","Urban Area","1","","",""
"24","1988","Not Employed","Rural Area","","","",""
"24","1988","Employed","Urban Area","","","",""
"24","1988","Employed","Rural Area","","","",""
"25","1988","Not Employed","Urban Area","","","",""
"25","1988","Not Employed","Rural Area","","","",""
"25","1988","Employed","Urban Area","","","",""
"25","1988","Employed","Rural Area","","","",""
"26","1988","Not Employed","Urban Area","","","",""
"26","1988","Not Employed","Rural Area","","","",""
"26","1988","Employed","Urban Area","2","","",""
"26","1988","Employed","Rural Area","","","",""
"27","1988","Not Employed","Urban Area","","","",""
"27","1988","Not Employed","Rural Area","","","",""
"27","1988","Employed","Urban Area","","","",""
"27","1988","Employed","Rural Area","","","",""
"28","1988","Not Employed","Urban Area","","","",""
"28","1988","Not Employed","Rural Area","","","",""
"28","1988","Employed","Urban Area","","","",""
"28","1988","Employed","Rural Area","","","",""
"29","1988","Not Employed","Urban Area","","","",""
"29","1988","Not Employed","Rural Area","","","",""
"29","1988","Employed","Urban Area","","","",""
"29","1988","Employed","Rural Area","","","",""
"30","1988","Not Employed","Urban Area","","","",""
"30","1988","Not Employed","Rural Area","","","",""
"30","1988","Employed","Urban Area","","","",""
"30","1988","Employed","Rural Area","","","",""
"31","1988","Not Employed","Urban Area","","","",""
"31","1988","Not Employed","Rural Area","","","",""
"31","1988","Employed","Urban Area","2","","",""
"31","1988","Employed","Rural Area","","","",""
"32","1988","Not Employed","Urban Area","","","",""
"32","1988","Not Employed","Rural Area","","","",""
"32","1988","Employed","Urban Area","","","",""
"32","1988","Employed","Rural Area","","","",""
"34","1988","Not Employed","Urban Area","","","",""
"34","1988","Not Employed","Rural Area","","","",""
"34","1988","Employed","Urban Area","1","","",""
"34","1988","Employed","Rural Area","","","",""
"35","1988","Not Employed","Urban Area","","","",""
"35","1988","Not Employed","Rural Area","","","",""
"35","1988","Employed","Urban Area","","","",""
"35","1988","Employed","Rural Area","","","",""
"37","1988","Not Employed","Urban Area","","","",""
"37","1988","Not Employed","Rural Area","","","",""
"37","1988","Employed","Urban Area","","","",""
"37","1988","Employed","Rural Area","","","",""
"38","1988","Not Employed","Urban Area","3","","",""
"38","1988","Not Employed","Rural Area","","","",""
"38","1988","Employed","Urban Area","","","",""
"38","1988","Employed","Rural Area","","","",""
"39","1988","Not Employed","Urban Area","","","",""
"39","1988","Not Employed","Rural Area","","","",""
"39","1988","Employed","Urban Area","1","","",""
"39","1988","Employed","Rural Area","","","",""
"40","1988","Not Employed","Urban Area","","","",""
"40","1988","Not Employed","Rural Area","","","",""
"40","1988","Employed","Urban Area","","","",""
"40","1988","Employed","Rural Area","","","",""
"41","1988","Not Employed","Urban Area","","","",""
"41","1988","Not Employed","Rural Area","","","",""
"41","1988","Employed","Urban Area","","","",""
"41","1988","Employed","Rural Area","1","","",""
"42","1988","Not Employed","Urban Area","","","",""
"42","1988","Not Employed","Rural Area","","","",""
"42","1988","Employed","Urban Area","","","",""
"42","1988","Employed","Rural Area","","","",""
"43","1988","Not Employed","Urban Area","","","",""
"43","1988","Not Employed","Rural Area","","","",""
"43","1988","Employed","Urban Area","","","",""
"43","1988","Employed","Rural Area","","","",""
"44","1988","Not Employed","Urban Area","","","",""
"44","1988","Not Employed","Rural Area","1","","",""
"44","1988","Employed","Urban Area","","","",""
"44","1988","Employed","Rural Area","","","",""
"45","1988","Not Employed","Urban Area","","","",""
"45","1988","Not Employed","Rural Area","","","",""
"45","1988","Employed","Urban Area","","","",""
"45","1988","Employed","Rural Area","","","",""
"46","1988","Not Employed","Urban Area","","","",""
"46","1988","Not Employed","Rural Area","","","",""
"46","1988","Employed","Urban Area","","","",""
"46","1988","Employed","Rural Area","","","",""
"47","1988","Not Employed","Urban Area","1","","",""
"47","1988","Not Employed","Rural Area","","","",""
"47","1988","Employed","Urban Area","","","",""
"47","1988","Employed","Rural Area","","","",""
"48","1988","Not Employed","Urban Area","1","","",""
"48","1988","Not Employed","Rural Area","","","",""
"48","1988","Employed","Urban Area","","","",""
"48","1988","Employed","Rural Area","","","",""
"49","1988","Not Employed","Urban Area","","","",""
"49","1988","Not Employed","Rural Area","","","",""
"49","1988","Employed","Urban Area","","","",""
"49","1988","Employed","Rural Area","","","",""
"50","1988","Not Employed","Urban Area","1","","",""
"50","1988","Not Employed","Rural Area","","","",""
"50","1988","Employed","Urban Area","","","",""
"50","1988","Employed","Rural Area","","","",""
"51","1988","Not Employed","Urban Area","","","",""
"51","1988","Not Employed","Rural Area","","","",""
"51","1988","Employed","Urban Area","","","",""
"51","1988","Employed","Rural Area","","","",""
"52","1988","Not Employed","Urban Area","","","",""
"52","1988","Not Employed","Rural Area","","","",""
"52","1988","Employed","Urban Area","","","",""
"52","1988","Employed","Rural Area","","","",""
"53","1988","Not Employed","Urban Area","","","",""
"53","1988","Not Employed","Rural Area","","","",""
"53","1988","Employed","Urban Area","","","",""
"53","1988","Employed","Rural Area","","","",""
"54","1988","Not Employed","Urban Area","","","",""
"54","1988","Not Employed","Rural Area","","","",""
"54","1988","Employed","Urban Area","","","",""
"54","1988","Employed","Rural Area","","","",""
"55","1988","Not Employed","Urban Area","","","",""
"55","1988","Not Employed","Rural Area","","","",""
"55","1988","Employed","Urban Area","","","",""
"55","1988","Employed","Rural Area","","","",""
"56","1988","Not Employed","Urban Area","","","",""
"56","1988","Not Employed","Rural Area","","","",""
"56","1988","Employed","Urban Area","","","",""
"56","1988","Employed","Rural Area","","","",""
"59","1988","Not Employed","Urban Area","","","",""
"59","1988","Not Employed","Rural Area","","","",""
"59","1988","Employed","Urban Area","","","",""
"59","1988","Employed","Rural Area","","","",""
"60","1988","Not Employed","Urban Area","","","",""
"60","1988","Not Employed","Rural Area","","","",""
"60","1988","Employed","Urban Area","","","",""
"60","1988","Employed","Rural Area","","","",""
"61","1988","Not Employed","Urban Area","","","",""
"61","1988","Not Employed","Rural Area","","","",""
"61","1988","Employed","Urban Area","","","",""
"61","1988","Employed","Rural Area","","","",""
"64","1988","Not Employed","Urban Area","","","",""
"64","1988","Not Employed","Rural Area","","","",""
"64","1988","Employed","Urban Area","","","",""
"64","1988","Employed","Rural Area","","","",""
"65","1988","Not Employed","Urban Area","","","",""
"65","1988","Not Employed","Rural Area","","","",""
"65","1988","Employed","Urban Area","","","",""
"65","1988","Employed","Rural Area","","","",""
"66","1988","Not Employed","Urban Area","","","",""
"66","1988","Not Employed","Rural Area","","","",""
"66","1988","Employed","Urban Area","","","",""
"66","1988","Employed","Rural Area","","","",""
"67","1988","Not Employed","Urban Area","","","",""
"67","1988","Not Employed","Rural Area","","","",""
"67","1988","Employed","Urban Area","","","",""
"67","1988","Employed","Rural Area","","","",""
"68","1988","Not Employed","Urban Area","","","",""
"68","1988","Not Employed","Rural Area","","","",""
"68","1988","Employed","Urban Area","","","",""
"68","1988","Employed","Rural Area","","","",""
"71","1988","Not Employed","Urban Area","","","",""
"71","1988","Not Employed","Rural Area","","","",""
"71","1988","Employed","Urban Area","","","",""
"71","1988","Employed","Rural Area","","","",""
"72","1988","Not Employed","Urban Area","","","",""
"72","1988","Not Employed","Rural Area","","","",""
"72","1988","Employed","Urban Area","","","",""
"72","1988","Employed","Rural Area","","","",""
"73","1988","Not Employed","Urban Area","","","",""
"73","1988","Not Employed","Rural Area","","","",""
"73","1988","Employed","Urban Area","","","",""
"73","1988","Employed","Rural Area","","","",""
"74","1988","Not Employed","Urban Area","","","",""
"74","1988","Not Employed","Rural Area","","","",""
"74","1988","Employed","Urban Area","","","",""
"74","1988","Employed","Rural Area","","","",""
"75","1988","Not Employed","Urban Area","","","",""
"75","1988","Not Employed","Rural Area","","","",""
"75","1988","Employed","Urban Area","","","",""
"75","1988","Employed","Rural Area","","","",""
"76","1988","Not Employed","Urban Area","","","",""
"76","1988","Not Employed","Rural Area","","","",""
"76","1988","Employed","Urban Area","","","",""
"76","1988","Employed","Rural Area","","","",""
"77","1988","Not Employed","Urban Area","","","",""
"77","1988","Not Employed","Rural Area","","","",""
"77","1988","Employed","Urban Area","","","",""
"77","1988","Employed","Rural Area","","","",""
"78","1988","Not Employed","Urban Area","","","",""
"78","1988","Not Employed","Rural Area","","","",""
"78","1988","Employed","Urban Area","","","",""
"78","1988","Employed","Rural Area","","","",""
"79","1988","Not Employed","Urban Area","","","",""
"79","1988","Not Employed","Rural Area","","","",""
"79","1988","Employed","Urban Area","","","",""
"79","1988","Employed","Rural Area","","","",""
"80","1988","Not Employed","Urban Area","","","",""
"80","1988","Not Employed","Rural Area","","","",""
"80","1988","Employed","Urban Area","","","",""
"80","1988","Employed","Rural Area","","","",""
"81","1988","Not Employed","Urban Area","","","",""
"81","1988","Not Employed","Rural Area","","","",""
"81","1988","Employed","Urban Area","","","",""
"81","1988","Employed","Rural Area","","","",""
"82","1988","Not Employed","Urban Area","","","",""
"82","1988","Not Employed","Rural Area","","","",""
"82","1988","Employed","Urban Area","","","",""
"82","1988","Employed","Rural Area","","","",""
"83","1988","Not Employed","Urban Area","","","",""
"83","1988","Not Employed","Rural Area","","","",""
"83","1988","Employed","Urban Area","","","",""
"83","1988","Employed","Rural Area","","","",""
"84","1988","Not Employed","Urban Area","","","",""
"84","1988","Not Employed","Rural Area","","","",""
"84","1988","Employed","Urban Area","","","",""
"84","1988","Employed","Rural Area","","","",""
"85","1988","Not Employed","Urban Area","","","",""
"85","1988","Not Employed","Rural Area","","","",""
"85","1988","Employed","Urban Area","","","",""
"85","1988","Employed","Rural Area","","","",""
"86","1988","Not Employed","Urban Area","","","",""
"86","1988","Not Employed","Rural Area","","","",""
"86","1988","Employed","Urban Area","","","",""
"86","1988","Employed","Rural Area","","","",""
"89","1988","Not Employed","Urban Area","","","",""
"89","1988","Not Employed","Rural Area","","","",""
"89","1988","Employed","Urban Area","","","",""
"89","1988","Employed","Rural Area","","","",""
"90","1988","Not Employed","Urban Area","","","",""
"90","1988","Not Employed","Rural Area","","","",""
"90","1988","Employed","Urban Area","","","",""
"90","1988","Employed","Rural Area","","","",""
"92","1988","Not Employed","Urban Area","","","",""
"92","1988","Not Employed","Rural Area","","","",""
"92","1988","Employed","Urban Area","","","",""
"92","1988","Employed","Rural Area","","","",""
"94","1988","Not Employed","Urban Area","","","",""
"94","1988","Not Employed","Rural Area","","","",""
"94","1988","Employed","Urban Area","","","",""
"94","1988","Employed","Rural Area","","","",""
"95","1988","Not Employed","Urban Area","","","",""
"95","1988","Not Employed","Rural Area","","","",""
"95","1988","Employed","Urban Area","","","",""
"95","1988","Employed","Rural Area","","","",""
"96","1988","Not Employed","Urban Area","","","",""
"96","1988","Not Employed","Rural Area","","","",""
"96","1988","Employed","Urban Area","","","",""
"96","1988","Employed","Rural Area","","","",""
"97","1988","Not Employed","Urban Area","","","",""
"97","1988","Not Employed","Rural Area","","","",""
"97","1988","Employed","Urban Area","","","",""
"97","1988","Employed","Rural Area","","","",""
"98","1988","Not Employed","Urban Area","2","","",""
"98","1988","Not Employed","Rural Area","2","","",""
"98","1988","Employed","Urban Area","2","","",""
"98","1988","Employed","Rural Area","","","",""
"101","1988","Not Employed","Urban Area","","","",""
"101","1988","Not Employed","Rural Area","","","",""
"101","1988","Employed","Urban Area","","","",""
"101","1988","Employed","Rural Area","","","",""
"102","1988","Not Employed","Urban Area","","","",""
"102","1988","Not Employed","Rural Area","","","",""
"102","1988","Employed","Urban Area","","","",""
"102","1988","Employed","Rural Area","","","",""
"103","1988","Not Employed","Urban Area","","","",""
"103","1988","Not Employed","Rural Area","","","",""
"103","1988","Employed","Urban Area","","","",""
"103","1988","Employed","Rural Area","","","",""
"105","1988","Not Employed","Urban Area","","","",""
"105","1988","Not Employed","Rural Area","","","",""
"105","1988","Employed","Urban Area","","","",""
"105","1988","Employed","Rural Area","","","",""
"108","1988","Not Employed","Urban Area","","","",""
"108","1988","Not Employed","Rural Area","","","",""
"108","1988","Employed","Urban Area","","","",""
"108","1988","Employed","Rural Area","","","",""
"110","1988","Not Employed","Urban Area","","","",""
"110","1988","Not Employed","Rural Area","","","",""
"110","1988","Employed","Urban Area","","","",""
"110","1988","Employed","Rural Area","","","",""
"111","1988","Not Employed","Urban Area","","","",""
"111","1988","Not Employed","Rural Area","","","",""
"111","1988","Employed","Urban Area","","","",""
"111","1988","Employed","Rural Area","","","",""
"113","1988","Not Employed","Urban Area","","","",""
"113","1988","Not Employed","Rural Area","","","",""
"113","1988","Employed","Urban Area","","","",""
"113","1988","Employed","Rural Area","","","",""
"116","1988","Not Employed","Urban Area","","","",""
"116","1988","Not Employed","Rural Area","","","",""
"116","1988","Employed","Urban Area","","","",""
"116","1988","Employed","Rural Area","","","",""
"117","1988","Not Employed","Urban Area","","","",""
"117","1988","Not Employed","Rural Area","","","",""
"117","1988","Employed","Urban Area","","","",""
"117","1988","Employed","Rural Area","","","",""
"118","1988","Not Employed","Urban Area","","","",""
"118","1988","Not Employed","Rural Area","","","",""
"118","1988","Employed","Urban Area","","","",""
"118","1988","Employed","Rural Area","","","",""
"119","1988","Not Employed","Urban Area","","","",""
"119","1988","Not Employed","Rural Area","","","",""
"119","1988","Employed","Urban Area","","","",""
"119","1988","Employed","Rural Area","","","",""
"120","1988","Not Employed","Urban Area","","","",""
"120","1988","Not Employed","Rural Area","","","",""
"120","1988","Employed","Urban Area","","","",""
"120","1988","Employed","Rural Area","","","",""
"121","1988","Not Employed","Urban Area","","","",""
"121","1988","Not Employed","Rural Area","","","",""
"121","1988","Employed","Urban Area","","","",""
"121","1988","Employed","Rural Area","","","",""
"122","1988","Not Employed","Urban Area","","","",""
"122","1988","Not Employed","Rural Area","","","",""
"122","1988","Employed","Urban Area","","","",""
"122","1988","Employed","Rural Area","","","",""
"123","1988","Not Employed","Urban Area","","","",""
"123","1988","Not Employed","Rural Area","","","",""
"123","1988","Employed","Urban Area","","","",""
"123","1988","Employed","Rural Area","","","",""
"124","1988","Not Employed","Urban Area","","","",""
"124","1988","Not Employed","Rural Area","","","",""
"124","1988","Employed","Urban Area","","","",""
"124","1988","Employed","Rural Area","","","",""
"125","1988","Not Employed","Urban Area","","","",""
"125","1988","Not Employed","Rural Area","","","",""
"125","1988","Employed","Urban Area","","","",""
"125","1988","Employed","Rural Area","","","",""
"127","1988","Not Employed","Urban Area","","","",""
"127","1988","Not Employed","Rural Area","","","",""
"127","1988","Employed","Urban Area","","","",""
"127","1988","Employed","Rural Area","","","",""
"128","1988","Not Employed","Urban Area","","","",""
"128","1988","Not Employed","Rural Area","","","",""
"128","1988","Employed","Urban Area","","","",""
"128","1988","Employed","Rural Area","","","",""
"129","1988","Not Employed","Urban Area","","","",""
"129","1988","Not Employed","Rural Area","","","",""
"129","1988","Employed","Urban Area","","","",""
"129","1988","Employed","Rural Area","","","",""
"130","1988","Not Employed","Urban Area","","","",""
"130","1988","Not Employed","Rural Area","","","",""
"130","1988","Employed","Urban Area","","","",""
"130","1988","Employed","Rural Area","","","",""
"131","1988","Not Employed","Urban Area","","","",""
"131","1988","Not Employed","Rural Area","","","",""
"131","1988","Employed","Urban Area","","","",""
"131","1988","Employed","Rural Area","","","",""
"132","1988","Not Employed","Urban Area","","","",""
"132","1988","Not Employed","Rural Area","","","",""
"132","1988","Employed","Urban Area","","","",""
"132","1988","Employed","Rural Area","","","",""
"133","1988","Not Employed","Urban Area","","","",""
"133","1988","Not Employed","Rural Area","","","",""
"133","1988","Employed","Urban Area","","","",""
"133","1988","Employed","Rural Area","","","",""
"135","1988","Not Employed","Urban Area","","","",""
"135","1988","Not Employed","Rural Area","","","",""
"135","1988","Employed","Urban Area","","","",""
"135","1988","Employed","Rural Area","","","",""
"138","1988","Not Employed","Urban Area","","","",""
"138","1988","Not Employed","Rural Area","","","",""
"138","1988","Employed","Urban Area","","","",""
"138","1988","Employed","Rural Area","","","",""
"139","1988","Not Employed","Urban Area","","","",""
"139","1988","Not Employed","Rural Area","","","",""
"139","1988","Employed","Urban Area","","","",""
"139","1988","Employed","Rural Area","","","",""
"140","1988","Not Employed","Urban Area","","","",""
"140","1988","Not Employed","Rural Area","","","",""
"140","1988","Employed","Urban Area","","","",""
"140","1988","Employed","Rural Area","","","",""
"141","1988","Not Employed","Urban Area","","","",""
"141","1988","Not Employed","Rural Area","","","",""
"141","1988","Employed","Urban Area","","","",""
"141","1988","Employed","Rural Area","","","",""
"142","1988","Not Employed","Urban Area","","","",""
"142","1988","Not Employed","Rural Area","","","",""
"142","1988","Employed","Urban Area","","","",""
"142","1988","Employed","Rural Area","","","",""
"143","1988","Not Employed","Urban Area","","","",""
"143","1988","Not Employed","Rural Area","","","",""
"143","1988","Employed","Urban Area","","","",""
"143","1988","Employed","Rural Area","","","",""
"144","1988","Not Employed","Urban Area","","","",""
"144","1988","Not Employed","Rural Area","","","",""
"144","1988","Employed","Urban Area","","","",""
"144","1988","Employed","Rural Area","","","",""
"145","1988","Not Employed","Urban Area","","","",""
"145","1988","Not Employed","Rural Area","","","",""
"145","1988","Employed","Urban Area","","","",""
"145","1988","Employed","Rural Area","","","",""
