"pgnation","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"181","1986","Not Employed","East Germany","","","",""
"181","1986","Employed","West Germany","","","",""
"181","1986","Employed","East Germany","","","",""
"183","1986","Not Employed","West Germany","","","",""
"183","1986","Not Employed","East Germany","","","",""
"183","1986","Employed","West Germany","","","",""
"183","1986","Employed","East Germany","","","",""
"188","1986","Not Employed","West Germany","","","",""
"188","1986","Not Employed","East Germany","","","",""
"188","1986","Employed","West Germany","","","",""
"188","1986","Employed","East Germany","","","",""
"195","1986","Not Employed","West Germany","","","",""
"195","1986","Not Employed","East Germany","","","",""
"195","1986","Employed","West Germany","","","",""
"195","1986","Employed","East Germany","","","",""
"196","1986","Not Employed","West Germany","","","",""
"196","1986","Not Employed","East Germany","","","",""
"196","1986","Employed","West Germany","","","",""
"196","1986","Employed","East Germany","","","",""
"999","1986","Not Employed","West Germany","","","",""
"999","1986","Not Employed","East Germany","","","",""
"999","1986","Employed","West Germany","","","",""
"999","1986","Employed","East Germany","","","",""
"1","1987","Not Employed","West Germany","3038","0.953746556562959","0.947067702240191","0.960425410885727"
"1","1987","Not Employed","East Germany","","","",""
"1","1987","Employed","West Germany","4867","0.919494218030556","0.912986249259658","0.926002186801455"
"1","1987","Employed","East Germany","","","",""
"2","1987","Not Employed","West Germany","317","0.0175751846900693","0.0133967554213389","0.0217536139587996"
"2","1987","Not Employed","East Germany","","","",""
"2","1987","Employed","West Germany","560","0.0263517748564868","0.0225203227916257","0.030183226921348"
"2","1987","Employed","East Germany","","","",""
"3","1987","Not Employed","West Germany","113","0.00731973396244319","0.0046091317600889","0.0100303361647975"
"3","1987","Not Employed","East Germany","","","",""
"3","1987","Employed","West Germany","362","0.0165455158370873","0.013494287487599","0.0195967441865757"
"3","1987","Employed","East Germany","","","",""
"4","1987","Not Employed","West Germany","96","0.00308258364174076","0.00131979407838078","0.00484537320510074"
"4","1987","Not Employed","East Germany","","","",""
"4","1987","Employed","West Germany","281","0.00710070056825176","0.00509225241929038","0.00910914871721315"
"4","1987","Employed","East Germany","","","",""
"5","1987","Not Employed","West Germany","128","0.0060017086704699","0.00354562182884028","0.00845779551209951"
"5","1987","Not Employed","East Germany","","","",""
"5","1987","Employed","West Germany","375","0.0146550408229683","0.011780654826311","0.0175294268196256"
"5","1987","Employed","East Germany","","","",""
"6","1987","Not Employed","West Germany","71","0.00152958031221042","0.000286877765586724","0.00277228285883411"
"6","1987","Not Employed","East Germany","","","",""
"6","1987","Employed","West Germany","208","0.00340204935228528","0.00200925267452119","0.00479484603004937"
"6","1987","Employed","East Germany","","","",""
"10","1987","Not Employed","West Germany","5","","",""
"10","1987","Not Employed","East Germany","","","",""
"10","1987","Employed","West Germany","21","","",""
"10","1987","Employed","East Germany","","","",""
"11","1987","Not Employed","West Germany","2","","",""
"11","1987","Not Employed","East Germany","","","",""
"11","1987","Employed","West Germany","6","","",""
"11","1987","Employed","East Germany","","","",""
"12","1987","Not Employed","West Germany","5","","",""
"12","1987","Not Employed","East Germany","","","",""
"12","1987","Employed","West Germany","5","","",""
"12","1987","Employed","East Germany","","","",""
"13","1987","Not Employed","West Germany","","","",""
"13","1987","Not Employed","East Germany","","","",""
"13","1987","Employed","West Germany","","","",""
"13","1987","Employed","East Germany","","","",""
"14","1987","Not Employed","West Germany","","","",""
"14","1987","Not Employed","East Germany","","","",""
"14","1987","Employed","West Germany","6","","",""
"14","1987","Employed","East Germany","","","",""
"15","1987","Not Employed","West Germany","","","",""
"15","1987","Not Employed","East Germany","","","",""
"15","1987","Employed","West Germany","","","",""
"15","1987","Employed","East Germany","","","",""
"16","1987","Not Employed","West Germany","","","",""
"16","1987","Not Employed","East Germany","","","",""
"16","1987","Employed","West Germany","","","",""
"16","1987","Employed","East Germany","","","",""
"17","1987","Not Employed","West Germany","1","","",""
"17","1987","Not Employed","East Germany","","","",""
"17","1987","Employed","West Germany","","","",""
"17","1987","Employed","East Germany","","","",""
"18","1987","Not Employed","West Germany","5","","",""
"18","1987","Not Employed","East Germany","","","",""
"18","1987","Employed","West Germany","5","","",""
"18","1987","Employed","East Germany","","","",""
"19","1987","Not Employed","West Germany","1","","",""
"19","1987","Not Employed","East Germany","","","",""
"19","1987","Employed","West Germany","2","","",""
"19","1987","Employed","East Germany","","","",""
"20","1987","Not Employed","West Germany","1","","",""
"20","1987","Not Employed","East Germany","","","",""
"20","1987","Employed","West Germany","","","",""
"20","1987","Employed","East Germany","","","",""
"21","1987","Not Employed","West Germany","1","","",""
"21","1987","Not Employed","East Germany","","","",""
"21","1987","Employed","West Germany","1","","",""
"21","1987","Employed","East Germany","","","",""
"22","1987","Not Employed","West Germany","4","","",""
"22","1987","Not Employed","East Germany","","","",""
"22","1987","Employed","West Germany","2","","",""
"22","1987","Employed","East Germany","","","",""
"23","1987","Not Employed","West Germany","","","",""
"23","1987","Not Employed","East Germany","","","",""
"23","1987","Employed","West Germany","","","",""
"23","1987","Employed","East Germany","","","",""
"24","1987","Not Employed","West Germany","4","","",""
"24","1987","Not Employed","East Germany","","","",""
"24","1987","Employed","West Germany","","","",""
"24","1987","Employed","East Germany","","","",""
"25","1987","Not Employed","West Germany","","","",""
"25","1987","Not Employed","East Germany","","","",""
"25","1987","Employed","West Germany","","","",""
"25","1987","Employed","East Germany","","","",""
"26","1987","Not Employed","West Germany","","","",""
"26","1987","Not Employed","East Germany","","","",""
"26","1987","Employed","West Germany","2","","",""
"26","1987","Employed","East Germany","","","",""
"27","1987","Not Employed","West Germany","","","",""
"27","1987","Not Employed","East Germany","","","",""
"27","1987","Employed","West Germany","","","",""
"27","1987","Employed","East Germany","","","",""
"28","1987","Not Employed","West Germany","","","",""
"28","1987","Not Employed","East Germany","","","",""
"28","1987","Employed","West Germany","","","",""
"28","1987","Employed","East Germany","","","",""
"29","1987","Not Employed","West Germany","","","",""
"29","1987","Not Employed","East Germany","","","",""
"29","1987","Employed","West Germany","","","",""
"29","1987","Employed","East Germany","","","",""
"30","1987","Not Employed","West Germany","","","",""
"30","1987","Not Employed","East Germany","","","",""
"30","1987","Employed","West Germany","","","",""
"30","1987","Employed","East Germany","","","",""
"31","1987","Not Employed","West Germany","","","",""
"31","1987","Not Employed","East Germany","","","",""
"31","1987","Employed","West Germany","2","","",""
"31","1987","Employed","East Germany","","","",""
"32","1987","Not Employed","West Germany","","","",""
"32","1987","Not Employed","East Germany","","","",""
"32","1987","Employed","West Germany","","","",""
"32","1987","Employed","East Germany","","","",""
"34","1987","Not Employed","West Germany","","","",""
"34","1987","Not Employed","East Germany","","","",""
"34","1987","Employed","West Germany","1","","",""
"34","1987","Employed","East Germany","","","",""
"35","1987","Not Employed","West Germany","","","",""
"35","1987","Not Employed","East Germany","","","",""
"35","1987","Employed","West Germany","","","",""
"35","1987","Employed","East Germany","","","",""
"36","1987","Not Employed","West Germany","","","",""
"36","1987","Not Employed","East Germany","","","",""
"36","1987","Employed","West Germany","","","",""
"36","1987","Employed","East Germany","","","",""
"37","1987","Not Employed","West Germany","","","",""
"37","1987","Not Employed","East Germany","","","",""
"37","1987","Employed","West Germany","","","",""
"37","1987","Employed","East Germany","","","",""
"38","1987","Not Employed","West Germany","2","","",""
"38","1987","Not Employed","East Germany","","","",""
"38","1987","Employed","West Germany","1","","",""
"38","1987","Employed","East Germany","","","",""
"39","1987","Not Employed","West Germany","","","",""
"39","1987","Not Employed","East Germany","","","",""
"39","1987","Employed","West Germany","1","","",""
"39","1987","Employed","East Germany","","","",""
"40","1987","Not Employed","West Germany","","","",""
"40","1987","Not Employed","East Germany","","","",""
"40","1987","Employed","West Germany","","","",""
"40","1987","Employed","East Germany","","","",""
"41","1987","Not Employed","West Germany","","","",""
"41","1987","Not Employed","East Germany","","","",""
"41","1987","Employed","West Germany","1","","",""
"41","1987","Employed","East Germany","","","",""
"42","1987","Not Employed","West Germany","","","",""
"42","1987","Not Employed","East Germany","","","",""
"42","1987","Employed","West Germany","","","",""
"42","1987","Employed","East Germany","","","",""
"43","1987","Not Employed","West Germany","","","",""
"43","1987","Not Employed","East Germany","","","",""
"43","1987","Employed","West Germany","","","",""
"43","1987","Employed","East Germany","","","",""
"44","1987","Not Employed","West Germany","1","","",""
"44","1987","Not Employed","East Germany","","","",""
"44","1987","Employed","West Germany","","","",""
"44","1987","Employed","East Germany","","","",""
