"pgnation","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"144","2005","Employed","Full Time","","","",""
"144","2005","Employed","Part Time","","","",""
"144","2005","Employed","Not Working","","","",""
"145","2005","Not Employed","Full Time","","","",""
"145","2005","Not Employed","Part Time","","","",""
"145","2005","Not Employed","Not Working","","","",""
"145","2005","Employed","Full Time","","","",""
"145","2005","Employed","Part Time","","","",""
"145","2005","Employed","Not Working","","","",""
"146","2005","Not Employed","Full Time","","","",""
"146","2005","Not Employed","Part Time","","","",""
"146","2005","Not Employed","Not Working","1","","",""
"146","2005","Employed","Full Time","","","",""
"146","2005","Employed","Part Time","","","",""
"146","2005","Employed","Not Working","","","",""
"147","2005","Not Employed","Full Time","","","",""
"147","2005","Not Employed","Part Time","","","",""
"147","2005","Not Employed","Not Working","","","",""
"147","2005","Employed","Full Time","","","",""
"147","2005","Employed","Part Time","","","",""
"147","2005","Employed","Not Working","","","",""
"148","2005","Not Employed","Full Time","","","",""
"148","2005","Not Employed","Part Time","","","",""
"148","2005","Not Employed","Not Working","","","",""
"148","2005","Employed","Full Time","","","",""
"148","2005","Employed","Part Time","","","",""
"148","2005","Employed","Not Working","","","",""
"149","2005","Not Employed","Full Time","","","",""
"149","2005","Not Employed","Part Time","","","",""
"149","2005","Not Employed","Not Working","","","",""
"149","2005","Employed","Full Time","","","",""
"149","2005","Employed","Part Time","1","","",""
"149","2005","Employed","Not Working","","","",""
"151","2005","Not Employed","Full Time","","","",""
"151","2005","Not Employed","Part Time","","","",""
"151","2005","Not Employed","Not Working","","","",""
"151","2005","Employed","Full Time","","","",""
"151","2005","Employed","Part Time","","","",""
"151","2005","Employed","Not Working","","","",""
"152","2005","Not Employed","Full Time","","","",""
"152","2005","Not Employed","Part Time","","","",""
"152","2005","Not Employed","Not Working","","","",""
"152","2005","Employed","Full Time","","","",""
"152","2005","Employed","Part Time","","","",""
"152","2005","Employed","Not Working","","","",""
"154","2005","Not Employed","Full Time","","","",""
"154","2005","Not Employed","Part Time","","","",""
"154","2005","Not Employed","Not Working","","","",""
"154","2005","Employed","Full Time","","","",""
"154","2005","Employed","Part Time","","","",""
"154","2005","Employed","Not Working","","","",""
"155","2005","Not Employed","Full Time","","","",""
"155","2005","Not Employed","Part Time","","","",""
"155","2005","Not Employed","Not Working","","","",""
"155","2005","Employed","Full Time","","","",""
"155","2005","Employed","Part Time","","","",""
"155","2005","Employed","Not Working","","","",""
"156","2005","Not Employed","Full Time","","","",""
"156","2005","Not Employed","Part Time","","","",""
"156","2005","Not Employed","Not Working","","","",""
"156","2005","Employed","Full Time","","","",""
"156","2005","Employed","Part Time","","","",""
"156","2005","Employed","Not Working","","","",""
"158","2005","Not Employed","Full Time","","","",""
"158","2005","Not Employed","Part Time","","","",""
"158","2005","Not Employed","Not Working","","","",""
"158","2005","Employed","Full Time","","","",""
"158","2005","Employed","Part Time","","","",""
"158","2005","Employed","Not Working","","","",""
"162","2005","Not Employed","Full Time","","","",""
"162","2005","Not Employed","Part Time","","","",""
"162","2005","Not Employed","Not Working","","","",""
"162","2005","Employed","Full Time","","","",""
"162","2005","Employed","Part Time","","","",""
"162","2005","Employed","Not Working","","","",""
"164","2005","Not Employed","Full Time","","","",""
"164","2005","Not Employed","Part Time","","","",""
"164","2005","Not Employed","Not Working","","","",""
"164","2005","Employed","Full Time","","","",""
"164","2005","Employed","Part Time","","","",""
"164","2005","Employed","Not Working","","","",""
"165","2005","Not Employed","Full Time","","","",""
"165","2005","Not Employed","Part Time","","","",""
"165","2005","Not Employed","Not Working","","","",""
"165","2005","Employed","Full Time","","","",""
"165","2005","Employed","Part Time","","","",""
"165","2005","Employed","Not Working","","","",""
"166","2005","Not Employed","Full Time","","","",""
"166","2005","Not Employed","Part Time","","","",""
"166","2005","Not Employed","Not Working","","","",""
"166","2005","Employed","Full Time","","","",""
"166","2005","Employed","Part Time","","","",""
"166","2005","Employed","Not Working","","","",""
"167","2005","Not Employed","Full Time","","","",""
"167","2005","Not Employed","Part Time","","","",""
"167","2005","Not Employed","Not Working","","","",""
"167","2005","Employed","Full Time","","","",""
"167","2005","Employed","Part Time","","","",""
"167","2005","Employed","Not Working","","","",""
"168","2005","Not Employed","Full Time","","","",""
"168","2005","Not Employed","Part Time","","","",""
"168","2005","Not Employed","Not Working","","","",""
"168","2005","Employed","Full Time","","","",""
"168","2005","Employed","Part Time","","","",""
"168","2005","Employed","Not Working","","","",""
"169","2005","Not Employed","Full Time","","","",""
"169","2005","Not Employed","Part Time","","","",""
"169","2005","Not Employed","Not Working","","","",""
"169","2005","Employed","Full Time","","","",""
"169","2005","Employed","Part Time","","","",""
"169","2005","Employed","Not Working","","","",""
"172","2005","Not Employed","Full Time","","","",""
"172","2005","Not Employed","Part Time","","","",""
"172","2005","Not Employed","Not Working","","","",""
"172","2005","Employed","Full Time","","","",""
"172","2005","Employed","Part Time","","","",""
"172","2005","Employed","Not Working","","","",""
"173","2005","Not Employed","Full Time","","","",""
"173","2005","Not Employed","Part Time","","","",""
"173","2005","Not Employed","Not Working","","","",""
"173","2005","Employed","Full Time","","","",""
"173","2005","Employed","Part Time","","","",""
"173","2005","Employed","Not Working","","","",""
"178","2005","Not Employed","Full Time","","","",""
"178","2005","Not Employed","Part Time","","","",""
"178","2005","Not Employed","Not Working","","","",""
"178","2005","Employed","Full Time","","","",""
"178","2005","Employed","Part Time","","","",""
"178","2005","Employed","Not Working","","","",""
"181","2005","Not Employed","Full Time","","","",""
"181","2005","Not Employed","Part Time","","","",""
"181","2005","Not Employed","Not Working","","","",""
"181","2005","Employed","Full Time","","","",""
"181","2005","Employed","Part Time","","","",""
"181","2005","Employed","Not Working","","","",""
"183","2005","Not Employed","Full Time","","","",""
"183","2005","Not Employed","Part Time","","","",""
"183","2005","Not Employed","Not Working","","","",""
"183","2005","Employed","Full Time","","","",""
"183","2005","Employed","Part Time","","","",""
"183","2005","Employed","Not Working","","","",""
"188","2005","Not Employed","Full Time","","","",""
"188","2005","Not Employed","Part Time","","","",""
"188","2005","Not Employed","Not Working","","","",""
"188","2005","Employed","Full Time","","","",""
"188","2005","Employed","Part Time","","","",""
"188","2005","Employed","Not Working","","","",""
"195","2005","Not Employed","Full Time","","","",""
"195","2005","Not Employed","Part Time","","","",""
"195","2005","Not Employed","Not Working","","","",""
"195","2005","Employed","Full Time","","","",""
"195","2005","Employed","Part Time","","","",""
"195","2005","Employed","Not Working","","","",""
"196","2005","Not Employed","Full Time","","","",""
"196","2005","Not Employed","Part Time","","","",""
"196","2005","Not Employed","Not Working","","","",""
"196","2005","Employed","Full Time","","","",""
"196","2005","Employed","Part Time","","","",""
"196","2005","Employed","Not Working","","","",""
"999","2005","Not Employed","Full Time","","","",""
"999","2005","Not Employed","Part Time","","","",""
"999","2005","Not Employed","Not Working","","","",""
"999","2005","Employed","Full Time","","","",""
"999","2005","Employed","Part Time","","","",""
"999","2005","Employed","Not Working","","","",""
"1","2006","Not Employed","Full Time","","","",""
"1","2006","Not Employed","Part Time","","","",""
"1","2006","Not Employed","Not Working","8269","0.911440570048556","0.905537424729255","0.917343715367856"
"1","2006","Employed","Full Time","7930","0.917565290754863","0.911700952942771","0.923429628566956"
"1","2006","Employed","Part Time","4699","0.912606845138505","0.904804678970406","0.920409011306604"
"1","2006","Employed","Not Working","","","",""
"2","2006","Not Employed","Full Time","","","",""
"2","2006","Not Employed","Part Time","","","",""
"2","2006","Not Employed","Not Working","252","0.0303797009761031","0.0268135930132499","0.0339458089389563"
"2","2006","Employed","Full Time","140","0.0204184746469928","0.0174028493591048","0.0234340999348809"
"2","2006","Employed","Part Time","95","0.0256918825349572","0.0213208831021814","0.0300628819677331"
"2","2006","Employed","Not Working","","","",""
"3","2006","Not Employed","Full Time","","","",""
"3","2006","Not Employed","Part Time","","","",""
"3","2006","Not Employed","Not Working","41","0.00512396435955106","0.00364045795576139","0.00660747076334074"
"3","2006","Employed","Full Time","32","0.00469077628974118","0.00323381903273252","0.00614773354674983"
"3","2006","Employed","Part Time","14","","",""
"3","2006","Employed","Not Working","","","",""
"4","2006","Not Employed","Full Time","","","",""
"4","2006","Not Employed","Part Time","","","",""
"4","2006","Not Employed","Not Working","39","0.00244097968552362","0.0014156742189403","0.00346628515210695"
"4","2006","Employed","Full Time","48","0.00412103596667068","0.00275503213411476","0.00548703979922661"
"4","2006","Employed","Part Time","34","0.00207845624396231","0.000820245851127544","0.00333666663679707"
"4","2006","Employed","Not Working","","","",""
"5","2006","Not Employed","Full Time","","","",""
"5","2006","Not Employed","Part Time","","","",""
"5","2006","Not Employed","Not Working","79","0.0111865700087305","0.00900128774490242","0.0133718522725585"
"5","2006","Employed","Full Time","95","0.0129824177994316","0.0105687045676477","0.0153961310312156"
"5","2006","Employed","Part Time","58","0.0110751503230256","0.00818386410792152","0.0139664365381297"
"5","2006","Employed","Not Working","","","",""
"6","2006","Not Employed","Full Time","","","",""
"6","2006","Not Employed","Part Time","","","",""
"6","2006","Not Employed","Not Working","18","","",""
"6","2006","Employed","Full Time","21","","",""
"6","2006","Employed","Part Time","6","","",""
"6","2006","Employed","Not Working","","","",""
"10","2006","Not Employed","Full Time","","","",""
"10","2006","Not Employed","Part Time","","","",""
"10","2006","Not Employed","Not Working","20","","",""
"10","2006","Employed","Full Time","21","","",""
"10","2006","Employed","Part Time","8","","",""
"10","2006","Employed","Not Working","","","",""
"11","2006","Not Employed","Full Time","","","",""
"11","2006","Not Employed","Part Time","","","",""
"11","2006","Not Employed","Not Working","5","","",""
"11","2006","Employed","Full Time","8","","",""
"11","2006","Employed","Part Time","6","","",""
"11","2006","Employed","Not Working","","","",""
"12","2006","Not Employed","Full Time","","","",""
"12","2006","Not Employed","Part Time","","","",""
"12","2006","Not Employed","Not Working","","","",""
"12","2006","Employed","Full Time","","","",""
"12","2006","Employed","Part Time","","","",""
"12","2006","Employed","Not Working","","","",""
"13","2006","Not Employed","Full Time","","","",""
"13","2006","Not Employed","Part Time","","","",""
"13","2006","Not Employed","Not Working","1","","",""
"13","2006","Employed","Full Time","3","","",""
"13","2006","Employed","Part Time","4","","",""
"13","2006","Employed","Not Working","","","",""
"14","2006","Not Employed","Full Time","","","",""
"14","2006","Not Employed","Part Time","","","",""
"14","2006","Not Employed","Not Working","10","","",""
"14","2006","Employed","Full Time","6","","",""
"14","2006","Employed","Part Time","3","","",""
"14","2006","Employed","Not Working","","","",""
"15","2006","Not Employed","Full Time","","","",""
"15","2006","Not Employed","Part Time","","","",""
"15","2006","Not Employed","Not Working","1","","",""
"15","2006","Employed","Full Time","","","",""
"15","2006","Employed","Part Time","","","",""
"15","2006","Employed","Not Working","","","",""
"16","2006","Not Employed","Full Time","","","",""
"16","2006","Not Employed","Part Time","","","",""
"16","2006","Not Employed","Not Working","","","",""
"16","2006","Employed","Full Time","","","",""
"16","2006","Employed","Part Time","","","",""
"16","2006","Employed","Not Working","","","",""
"17","2006","Not Employed","Full Time","","","",""
"17","2006","Not Employed","Part Time","","","",""
"17","2006","Not Employed","Not Working","1","","",""
"17","2006","Employed","Full Time","","","",""
"17","2006","Employed","Part Time","2","","",""
"17","2006","Employed","Not Working","","","",""
"18","2006","Not Employed","Full Time","","","",""
"18","2006","Not Employed","Part Time","","","",""
"18","2006","Not Employed","Not Working","6","","",""
"18","2006","Employed","Full Time","11","","",""
"18","2006","Employed","Part Time","9","","",""
"18","2006","Employed","Not Working","","","",""
"19","2006","Not Employed","Full Time","","","",""
"19","2006","Not Employed","Part Time","","","",""
"19","2006","Not Employed","Not Working","3","","",""
"19","2006","Employed","Full Time","3","","",""
"19","2006","Employed","Part Time","1","","",""
"19","2006","Employed","Not Working","","","",""
"20","2006","Not Employed","Full Time","","","",""
"20","2006","Not Employed","Part Time","","","",""
"20","2006","Not Employed","Not Working","1","","",""
"20","2006","Employed","Full Time","","","",""
"20","2006","Employed","Part Time","","","",""
"20","2006","Employed","Not Working","","","",""
"21","2006","Not Employed","Full Time","","","",""
"21","2006","Not Employed","Part Time","","","",""
"21","2006","Not Employed","Not Working","2","","",""
"21","2006","Employed","Full Time","3","","",""
"21","2006","Employed","Part Time","3","","",""
"21","2006","Employed","Not Working","","","",""
"22","2006","Not Employed","Full Time","","","",""
"22","2006","Not Employed","Part Time","","","",""
"22","2006","Not Employed","Not Working","7","","",""
"22","2006","Employed","Full Time","8","","",""
"22","2006","Employed","Part Time","6","","",""
"22","2006","Employed","Not Working","","","",""
"23","2006","Not Employed","Full Time","","","",""
"23","2006","Not Employed","Part Time","","","",""
"23","2006","Not Employed","Not Working","","","",""
"23","2006","Employed","Full Time","","","",""
"23","2006","Employed","Part Time","","","",""
"23","2006","Employed","Not Working","","","",""
"24","2006","Not Employed","Full Time","","","",""
"24","2006","Not Employed","Part Time","","","",""
"24","2006","Not Employed","Not Working","2","","",""
"24","2006","Employed","Full Time","","","",""
"24","2006","Employed","Part Time","","","",""
"24","2006","Employed","Not Working","","","",""
"25","2006","Not Employed","Full Time","","","",""
"25","2006","Not Employed","Part Time","","","",""
"25","2006","Not Employed","Not Working","","","",""
"25","2006","Employed","Full Time","1","","",""
"25","2006","Employed","Part Time","","","",""
"25","2006","Employed","Not Working","","","",""
"26","2006","Not Employed","Full Time","","","",""
"26","2006","Not Employed","Part Time","","","",""
"26","2006","Not Employed","Not Working","3","","",""
"26","2006","Employed","Full Time","3","","",""
"26","2006","Employed","Part Time","4","","",""
"26","2006","Employed","Not Working","","","",""
"27","2006","Not Employed","Full Time","","","",""
"27","2006","Not Employed","Part Time","","","",""
"27","2006","Not Employed","Not Working","3","","",""
"27","2006","Employed","Full Time","","","",""
"27","2006","Employed","Part Time","","","",""
"27","2006","Employed","Not Working","","","",""
"28","2006","Not Employed","Full Time","","","",""
"28","2006","Not Employed","Part Time","","","",""
"28","2006","Not Employed","Not Working","1","","",""
"28","2006","Employed","Full Time","7","","",""
"28","2006","Employed","Part Time","2","","",""
"28","2006","Employed","Not Working","","","",""
"29","2006","Not Employed","Full Time","","","",""
"29","2006","Not Employed","Part Time","","","",""
"29","2006","Not Employed","Not Working","","","",""
"29","2006","Employed","Full Time","","","",""
"29","2006","Employed","Part Time","2","","",""
"29","2006","Employed","Not Working","","","",""
"30","2006","Not Employed","Full Time","","","",""
"30","2006","Not Employed","Part Time","","","",""
"30","2006","Not Employed","Not Working","","","",""
"30","2006","Employed","Full Time","","","",""
"30","2006","Employed","Part Time","","","",""
"30","2006","Employed","Not Working","","","",""
"31","2006","Not Employed","Full Time","","","",""
"31","2006","Not Employed","Part Time","","","",""
"31","2006","Not Employed","Not Working","4","","",""
"31","2006","Employed","Full Time","","","",""
"31","2006","Employed","Part Time","1","","",""
"31","2006","Employed","Not Working","","","",""
"32","2006","Not Employed","Full Time","","","",""
"32","2006","Not Employed","Part Time","","","",""
"32","2006","Not Employed","Not Working","10","","",""
"32","2006","Employed","Full Time","7","","",""
"32","2006","Employed","Part Time","3","","",""
"32","2006","Employed","Not Working","","","",""
"34","2006","Not Employed","Full Time","","","",""
"34","2006","Not Employed","Part Time","","","",""
"34","2006","Not Employed","Not Working","","","",""
"34","2006","Employed","Full Time","","","",""
"34","2006","Employed","Part Time","","","",""
"34","2006","Employed","Not Working","","","",""
"35","2006","Not Employed","Full Time","","","",""
"35","2006","Not Employed","Part Time","","","",""
"35","2006","Not Employed","Not Working","","","",""
"35","2006","Employed","Full Time","","","",""
"35","2006","Employed","Part Time","","","",""
"35","2006","Employed","Not Working","","","",""
"36","2006","Not Employed","Full Time","","","",""
"36","2006","Not Employed","Part Time","","","",""
"36","2006","Not Employed","Not Working","","","",""
"36","2006","Employed","Full Time","","","",""
"36","2006","Employed","Part Time","","","",""
"36","2006","Employed","Not Working","","","",""
"37","2006","Not Employed","Full Time","","","",""
"37","2006","Not Employed","Part Time","","","",""
"37","2006","Not Employed","Not Working","","","",""
"37","2006","Employed","Full Time","","","",""
"37","2006","Employed","Part Time","","","",""
"37","2006","Employed","Not Working","","","",""
"38","2006","Not Employed","Full Time","","","",""
"38","2006","Not Employed","Part Time","","","",""
"38","2006","Not Employed","Not Working","3","","",""
"38","2006","Employed","Full Time","","","",""
"38","2006","Employed","Part Time","3","","",""
"38","2006","Employed","Not Working","","","",""
"39","2006","Not Employed","Full Time","","","",""
"39","2006","Not Employed","Part Time","","","",""
"39","2006","Not Employed","Not Working","","","",""
"39","2006","Employed","Full Time","","","",""
"39","2006","Employed","Part Time","","","",""
"39","2006","Employed","Not Working","","","",""
"40","2006","Not Employed","Full Time","","","",""
"40","2006","Not Employed","Part Time","","","",""
"40","2006","Not Employed","Not Working","","","",""
"40","2006","Employed","Full Time","1","","",""
"40","2006","Employed","Part Time","","","",""
"40","2006","Employed","Not Working","","","",""
"41","2006","Not Employed","Full Time","","","",""
"41","2006","Not Employed","Part Time","","","",""
"41","2006","Not Employed","Not Working","","","",""
"41","2006","Employed","Full Time","","","",""
"41","2006","Employed","Part Time","","","",""
"41","2006","Employed","Not Working","","","",""
"42","2006","Not Employed","Full Time","","","",""
"42","2006","Not Employed","Part Time","","","",""
"42","2006","Not Employed","Not Working","","","",""
"42","2006","Employed","Full Time","","","",""
"42","2006","Employed","Part Time","1","","",""
"42","2006","Employed","Not Working","","","",""
"43","2006","Not Employed","Full Time","","","",""
"43","2006","Not Employed","Part Time","","","",""
"43","2006","Not Employed","Not Working","1","","",""
"43","2006","Employed","Full Time","","","",""
"43","2006","Employed","Part Time","","","",""
"43","2006","Employed","Not Working","","","",""
"44","2006","Not Employed","Full Time","","","",""
"44","2006","Not Employed","Part Time","","","",""
"44","2006","Not Employed","Not Working","1","","",""
"44","2006","Employed","Full Time","","","",""
"44","2006","Employed","Part Time","","","",""
"44","2006","Employed","Not Working","","","",""
"45","2006","Not Employed","Full Time","","","",""
"45","2006","Not Employed","Part Time","","","",""
"45","2006","Not Employed","Not Working","","","",""
"45","2006","Employed","Full Time","","","",""
"45","2006","Employed","Part Time","","","",""
"45","2006","Employed","Not Working","","","",""
"46","2006","Not Employed","Full Time","","","",""
"46","2006","Not Employed","Part Time","","","",""
"46","2006","Not Employed","Not Working","","","",""
"46","2006","Employed","Full Time","","","",""
"46","2006","Employed","Part Time","","","",""
"46","2006","Employed","Not Working","","","",""
"47","2006","Not Employed","Full Time","","","",""
"47","2006","Not Employed","Part Time","","","",""
"47","2006","Not Employed","Not Working","","","",""
"47","2006","Employed","Full Time","","","",""
"47","2006","Employed","Part Time","","","",""
"47","2006","Employed","Not Working","","","",""
"48","2006","Not Employed","Full Time","","","",""
"48","2006","Not Employed","Part Time","","","",""
"48","2006","Not Employed","Not Working","","","",""
"48","2006","Employed","Full Time","","","",""
"48","2006","Employed","Part Time","1","","",""
"48","2006","Employed","Not Working","","","",""
"49","2006","Not Employed","Full Time","","","",""
"49","2006","Not Employed","Part Time","","","",""
"49","2006","Not Employed","Not Working","","","",""
"49","2006","Employed","Full Time","","","",""
"49","2006","Employed","Part Time","","","",""
"49","2006","Employed","Not Working","","","",""
"50","2006","Not Employed","Full Time","","","",""
"50","2006","Not Employed","Part Time","","","",""
"50","2006","Not Employed","Not Working","","","",""
"50","2006","Employed","Full Time","","","",""
"50","2006","Employed","Part Time","1","","",""
"50","2006","Employed","Not Working","","","",""
"51","2006","Not Employed","Full Time","","","",""
"51","2006","Not Employed","Part Time","","","",""
"51","2006","Not Employed","Not Working","1","","",""
"51","2006","Employed","Full Time","","","",""
"51","2006","Employed","Part Time","","","",""
"51","2006","Employed","Not Working","","","",""
"52","2006","Not Employed","Full Time","","","",""
"52","2006","Not Employed","Part Time","","","",""
"52","2006","Not Employed","Not Working","","","",""
"52","2006","Employed","Full Time","","","",""
"52","2006","Employed","Part Time","1","","",""
"52","2006","Employed","Not Working","","","",""
"53","2006","Not Employed","Full Time","","","",""
"53","2006","Not Employed","Part Time","","","",""
"53","2006","Not Employed","Not Working","","","",""
"53","2006","Employed","Full Time","","","",""
"53","2006","Employed","Part Time","","","",""
"53","2006","Employed","Not Working","","","",""
"54","2006","Not Employed","Full Time","","","",""
"54","2006","Not Employed","Part Time","","","",""
"54","2006","Not Employed","Not Working","","","",""
"54","2006","Employed","Full Time","1","","",""
"54","2006","Employed","Part Time","","","",""
"54","2006","Employed","Not Working","","","",""
"55","2006","Not Employed","Full Time","","","",""
"55","2006","Not Employed","Part Time","","","",""
"55","2006","Not Employed","Not Working","1","","",""
"55","2006","Employed","Full Time","1","","",""
"55","2006","Employed","Part Time","1","","",""
"55","2006","Employed","Not Working","","","",""
"56","2006","Not Employed","Full Time","","","",""
"56","2006","Not Employed","Part Time","","","",""
"56","2006","Not Employed","Not Working","","","",""
"56","2006","Employed","Full Time","","","",""
"56","2006","Employed","Part Time","","","",""
"56","2006","Employed","Not Working","","","",""
"59","2006","Not Employed","Full Time","","","",""
"59","2006","Not Employed","Part Time","","","",""
"59","2006","Not Employed","Not Working","1","","",""
"59","2006","Employed","Full Time","","","",""
"59","2006","Employed","Part Time","1","","",""
"59","2006","Employed","Not Working","","","",""
"60","2006","Not Employed","Full Time","","","",""
"60","2006","Not Employed","Part Time","","","",""
"60","2006","Not Employed","Not Working","5","","",""
"60","2006","Employed","Full Time","1","","",""
"60","2006","Employed","Part Time","3","","",""
"60","2006","Employed","Not Working","","","",""
"61","2006","Not Employed","Full Time","","","",""
"61","2006","Not Employed","Part Time","","","",""
"61","2006","Not Employed","Not Working","1","","",""
"61","2006","Employed","Full Time","1","","",""
"61","2006","Employed","Part Time","","","",""
"61","2006","Employed","Not Working","","","",""
"64","2006","Not Employed","Full Time","","","",""
"64","2006","Not Employed","Part Time","","","",""
"64","2006","Not Employed","Not Working","","","",""
"64","2006","Employed","Full Time","","","",""
"64","2006","Employed","Part Time","","","",""
"64","2006","Employed","Not Working","","","",""
"65","2006","Not Employed","Full Time","","","",""
"65","2006","Not Employed","Part Time","","","",""
"65","2006","Not Employed","Not Working","","","",""
"65","2006","Employed","Full Time","","","",""
"65","2006","Employed","Part Time","1","","",""
"65","2006","Employed","Not Working","","","",""
"66","2006","Not Employed","Full Time","","","",""
"66","2006","Not Employed","Part Time","","","",""
"66","2006","Not Employed","Not Working","","","",""
"66","2006","Employed","Full Time","","","",""
"66","2006","Employed","Part Time","","","",""
"66","2006","Employed","Not Working","","","",""
"67","2006","Not Employed","Full Time","","","",""
"67","2006","Not Employed","Part Time","","","",""
"67","2006","Not Employed","Not Working","3","","",""
"67","2006","Employed","Full Time","2","","",""
"67","2006","Employed","Part Time","","","",""
"67","2006","Employed","Not Working","","","",""
"68","2006","Not Employed","Full Time","","","",""
"68","2006","Not Employed","Part Time","","","",""
"68","2006","Not Employed","Not Working","1","","",""
"68","2006","Employed","Full Time","2","","",""
"68","2006","Employed","Part Time","1","","",""
"68","2006","Employed","Not Working","","","",""
"71","2006","Not Employed","Full Time","","","",""
"71","2006","Not Employed","Part Time","","","",""
"71","2006","Not Employed","Not Working","","","",""
"71","2006","Employed","Full Time","","","",""
"71","2006","Employed","Part Time","","","",""
"71","2006","Employed","Not Working","","","",""
"72","2006","Not Employed","Full Time","","","",""
"72","2006","Not Employed","Part Time","","","",""
"72","2006","Not Employed","Not Working","","","",""
"72","2006","Employed","Full Time","","","",""
"72","2006","Employed","Part Time","","","",""
"72","2006","Employed","Not Working","","","",""
"73","2006","Not Employed","Full Time","","","",""
"73","2006","Not Employed","Part Time","","","",""
"73","2006","Not Employed","Not Working","1","","",""
"73","2006","Employed","Full Time","","","",""
"73","2006","Employed","Part Time","","","",""
"73","2006","Employed","Not Working","","","",""
"74","2006","Not Employed","Full Time","","","",""
"74","2006","Not Employed","Part Time","","","",""
"74","2006","Not Employed","Not Working","1","","",""
"74","2006","Employed","Full Time","","","",""
"74","2006","Employed","Part Time","3","","",""
"74","2006","Employed","Not Working","","","",""
"75","2006","Not Employed","Full Time","","","",""
"75","2006","Not Employed","Part Time","","","",""
"75","2006","Not Employed","Not Working","3","","",""
"75","2006","Employed","Full Time","2","","",""
"75","2006","Employed","Part Time","1","","",""
"75","2006","Employed","Not Working","","","",""
"76","2006","Not Employed","Full Time","","","",""
"76","2006","Not Employed","Part Time","","","",""
"76","2006","Not Employed","Not Working","1","","",""
"76","2006","Employed","Full Time","","","",""
"76","2006","Employed","Part Time","","","",""
"76","2006","Employed","Not Working","","","",""
"77","2006","Not Employed","Full Time","","","",""
"77","2006","Not Employed","Part Time","","","",""
"77","2006","Not Employed","Not Working","","","",""
"77","2006","Employed","Full Time","","","",""
"77","2006","Employed","Part Time","","","",""
"77","2006","Employed","Not Working","","","",""
"78","2006","Not Employed","Full Time","","","",""
"78","2006","Not Employed","Part Time","","","",""
"78","2006","Not Employed","Not Working","8","","",""
"78","2006","Employed","Full Time","","","",""
"78","2006","Employed","Part Time","2","","",""
"78","2006","Employed","Not Working","","","",""
"79","2006","Not Employed","Full Time","","","",""
"79","2006","Not Employed","Part Time","","","",""
"79","2006","Not Employed","Not Working","","","",""
"79","2006","Employed","Full Time","1","","",""
"79","2006","Employed","Part Time","","","",""
"79","2006","Employed","Not Working","","","",""
"80","2006","Not Employed","Full Time","","","",""
"80","2006","Not Employed","Part Time","","","",""
"80","2006","Not Employed","Not Working","","","",""
"80","2006","Employed","Full Time","","","",""
"80","2006","Employed","Part Time","","","",""
"80","2006","Employed","Not Working","","","",""
"81","2006","Not Employed","Full Time","","","",""
"81","2006","Not Employed","Part Time","","","",""
"81","2006","Not Employed","Not Working","","","",""
"81","2006","Employed","Full Time","","","",""
"81","2006","Employed","Part Time","","","",""
"81","2006","Employed","Not Working","","","",""
"82","2006","Not Employed","Full Time","","","",""
"82","2006","Not Employed","Part Time","","","",""
"82","2006","Not Employed","Not Working","","","",""
"82","2006","Employed","Full Time","","","",""
"82","2006","Employed","Part Time","","","",""
"82","2006","Employed","Not Working","","","",""
"83","2006","Not Employed","Full Time","","","",""
"83","2006","Not Employed","Part Time","","","",""
"83","2006","Not Employed","Not Working","","","",""
"83","2006","Employed","Full Time","","","",""
"83","2006","Employed","Part Time","2","","",""
"83","2006","Employed","Not Working","","","",""
"84","2006","Not Employed","Full Time","","","",""
"84","2006","Not Employed","Part Time","","","",""
"84","2006","Not Employed","Not Working","","","",""
"84","2006","Employed","Full Time","","","",""
"84","2006","Employed","Part Time","","","",""
"84","2006","Employed","Not Working","","","",""
"85","2006","Not Employed","Full Time","","","",""
"85","2006","Not Employed","Part Time","","","",""
"85","2006","Not Employed","Not Working","","","",""
"85","2006","Employed","Full Time","1","","",""
"85","2006","Employed","Part Time","","","",""
"85","2006","Employed","Not Working","","","",""
"86","2006","Not Employed","Full Time","","","",""
"86","2006","Not Employed","Part Time","","","",""
"86","2006","Not Employed","Not Working","","","",""
"86","2006","Employed","Full Time","","","",""
"86","2006","Employed","Part Time","","","",""
"86","2006","Employed","Not Working","","","",""
"89","2006","Not Employed","Full Time","","","",""
"89","2006","Not Employed","Part Time","","","",""
"89","2006","Not Employed","Not Working","1","","",""
"89","2006","Employed","Full Time","","","",""
"89","2006","Employed","Part Time","1","","",""
"89","2006","Employed","Not Working","","","",""
"90","2006","Not Employed","Full Time","","","",""
"90","2006","Not Employed","Part Time","","","",""
"90","2006","Not Employed","Not Working","","","",""
"90","2006","Employed","Full Time","","","",""
"90","2006","Employed","Part Time","","","",""
"90","2006","Employed","Not Working","","","",""
"92","2006","Not Employed","Full Time","","","",""
"92","2006","Not Employed","Part Time","","","",""
"92","2006","Not Employed","Not Working","","","",""
"92","2006","Employed","Full Time","","","",""
"92","2006","Employed","Part Time","1","","",""
"92","2006","Employed","Not Working","","","",""
"94","2006","Not Employed","Full Time","","","",""
"94","2006","Not Employed","Part Time","","","",""
"94","2006","Not Employed","Not Working","","","",""
"94","2006","Employed","Full Time","","","",""
"94","2006","Employed","Part Time","","","",""
