"pgnation","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"56","2007","Couple + C. GT 16 ","Urban Area","","","",""
"56","2007","Couple + C. GT 16 ","Rural Area","","","",""
"56","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"56","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"59","2007","1-pers.-HH","Urban Area","","","",""
"59","2007","1-pers.-HH","Rural Area","","","",""
"59","2007","(Married) couple without C. ","Urban Area","","","",""
"59","2007","(Married) couple without C. ","Rural Area","","","",""
"59","2007","Single parent ","Urban Area","","","",""
"59","2007","Single parent ","Rural Area","","","",""
"59","2007","Couple + C. LE 16 ","Urban Area","","","",""
"59","2007","Couple + C. LE 16 ","Rural Area","1","","",""
"59","2007","Couple + C. GT 16 ","Urban Area","","","",""
"59","2007","Couple + C. GT 16 ","Rural Area","","","",""
"59","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"59","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"60","2007","1-pers.-HH","Urban Area","","","",""
"60","2007","1-pers.-HH","Rural Area","","","",""
"60","2007","(Married) couple without C. ","Urban Area","","","",""
"60","2007","(Married) couple without C. ","Rural Area","","","",""
"60","2007","Single parent ","Urban Area","","","",""
"60","2007","Single parent ","Rural Area","","","",""
"60","2007","Couple + C. LE 16 ","Urban Area","1","","",""
"60","2007","Couple + C. LE 16 ","Rural Area","","","",""
"60","2007","Couple + C. GT 16 ","Urban Area","","","",""
"60","2007","Couple + C. GT 16 ","Rural Area","","","",""
"60","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"60","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"61","2007","1-pers.-HH","Urban Area","","","",""
"61","2007","1-pers.-HH","Rural Area","","","",""
"61","2007","(Married) couple without C. ","Urban Area","1","","",""
"61","2007","(Married) couple without C. ","Rural Area","","","",""
"61","2007","Single parent ","Urban Area","","","",""
"61","2007","Single parent ","Rural Area","","","",""
"61","2007","Couple + C. LE 16 ","Urban Area","","","",""
"61","2007","Couple + C. LE 16 ","Rural Area","","","",""
"61","2007","Couple + C. GT 16 ","Urban Area","","","",""
"61","2007","Couple + C. GT 16 ","Rural Area","","","",""
"61","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"61","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"64","2007","1-pers.-HH","Urban Area","","","",""
"64","2007","1-pers.-HH","Rural Area","","","",""
"64","2007","(Married) couple without C. ","Urban Area","","","",""
"64","2007","(Married) couple without C. ","Rural Area","","","",""
"64","2007","Single parent ","Urban Area","","","",""
"64","2007","Single parent ","Rural Area","","","",""
"64","2007","Couple + C. LE 16 ","Urban Area","","","",""
"64","2007","Couple + C. LE 16 ","Rural Area","","","",""
"64","2007","Couple + C. GT 16 ","Urban Area","","","",""
"64","2007","Couple + C. GT 16 ","Rural Area","","","",""
"64","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"64","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"65","2007","1-pers.-HH","Urban Area","","","",""
"65","2007","1-pers.-HH","Rural Area","","","",""
"65","2007","(Married) couple without C. ","Urban Area","","","",""
"65","2007","(Married) couple without C. ","Rural Area","","","",""
"65","2007","Single parent ","Urban Area","","","",""
"65","2007","Single parent ","Rural Area","","","",""
"65","2007","Couple + C. LE 16 ","Urban Area","","","",""
"65","2007","Couple + C. LE 16 ","Rural Area","","","",""
"65","2007","Couple + C. GT 16 ","Urban Area","","","",""
"65","2007","Couple + C. GT 16 ","Rural Area","","","",""
"65","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"65","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"66","2007","1-pers.-HH","Urban Area","","","",""
"66","2007","1-pers.-HH","Rural Area","","","",""
"66","2007","(Married) couple without C. ","Urban Area","","","",""
"66","2007","(Married) couple without C. ","Rural Area","","","",""
"66","2007","Single parent ","Urban Area","","","",""
"66","2007","Single parent ","Rural Area","","","",""
"66","2007","Couple + C. LE 16 ","Urban Area","","","",""
"66","2007","Couple + C. LE 16 ","Rural Area","","","",""
"66","2007","Couple + C. GT 16 ","Urban Area","","","",""
"66","2007","Couple + C. GT 16 ","Rural Area","","","",""
"66","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"66","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"67","2007","1-pers.-HH","Urban Area","","","",""
"67","2007","1-pers.-HH","Rural Area","","","",""
"67","2007","(Married) couple without C. ","Urban Area","1","","",""
"67","2007","(Married) couple without C. ","Rural Area","","","",""
"67","2007","Single parent ","Urban Area","","","",""
"67","2007","Single parent ","Rural Area","","","",""
"67","2007","Couple + C. LE 16 ","Urban Area","","","",""
"67","2007","Couple + C. LE 16 ","Rural Area","","","",""
"67","2007","Couple + C. GT 16 ","Urban Area","","","",""
"67","2007","Couple + C. GT 16 ","Rural Area","","","",""
"67","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"67","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"68","2007","1-pers.-HH","Urban Area","","","",""
"68","2007","1-pers.-HH","Rural Area","","","",""
"68","2007","(Married) couple without C. ","Urban Area","2","","",""
"68","2007","(Married) couple without C. ","Rural Area","","","",""
"68","2007","Single parent ","Urban Area","","","",""
"68","2007","Single parent ","Rural Area","","","",""
"68","2007","Couple + C. LE 16 ","Urban Area","","","",""
"68","2007","Couple + C. LE 16 ","Rural Area","","","",""
"68","2007","Couple + C. GT 16 ","Urban Area","","","",""
"68","2007","Couple + C. GT 16 ","Rural Area","","","",""
"68","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"68","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"71","2007","1-pers.-HH","Urban Area","","","",""
"71","2007","1-pers.-HH","Rural Area","","","",""
"71","2007","(Married) couple without C. ","Urban Area","","","",""
"71","2007","(Married) couple without C. ","Rural Area","","","",""
"71","2007","Single parent ","Urban Area","","","",""
"71","2007","Single parent ","Rural Area","","","",""
"71","2007","Couple + C. LE 16 ","Urban Area","","","",""
"71","2007","Couple + C. LE 16 ","Rural Area","","","",""
"71","2007","Couple + C. GT 16 ","Urban Area","","","",""
"71","2007","Couple + C. GT 16 ","Rural Area","","","",""
"71","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"71","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"72","2007","1-pers.-HH","Urban Area","","","",""
"72","2007","1-pers.-HH","Rural Area","","","",""
"72","2007","(Married) couple without C. ","Urban Area","","","",""
"72","2007","(Married) couple without C. ","Rural Area","","","",""
"72","2007","Single parent ","Urban Area","","","",""
"72","2007","Single parent ","Rural Area","","","",""
"72","2007","Couple + C. LE 16 ","Urban Area","","","",""
"72","2007","Couple + C. LE 16 ","Rural Area","","","",""
"72","2007","Couple + C. GT 16 ","Urban Area","","","",""
"72","2007","Couple + C. GT 16 ","Rural Area","","","",""
"72","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"72","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"73","2007","1-pers.-HH","Urban Area","","","",""
"73","2007","1-pers.-HH","Rural Area","","","",""
"73","2007","(Married) couple without C. ","Urban Area","","","",""
"73","2007","(Married) couple without C. ","Rural Area","","","",""
"73","2007","Single parent ","Urban Area","","","",""
"73","2007","Single parent ","Rural Area","","","",""
"73","2007","Couple + C. LE 16 ","Urban Area","2","","",""
"73","2007","Couple + C. LE 16 ","Rural Area","","","",""
"73","2007","Couple + C. GT 16 ","Urban Area","","","",""
"73","2007","Couple + C. GT 16 ","Rural Area","","","",""
"73","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"73","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"74","2007","1-pers.-HH","Urban Area","","","",""
"74","2007","1-pers.-HH","Rural Area","","","",""
"74","2007","(Married) couple without C. ","Urban Area","","","",""
"74","2007","(Married) couple without C. ","Rural Area","","","",""
"74","2007","Single parent ","Urban Area","","","",""
"74","2007","Single parent ","Rural Area","","","",""
"74","2007","Couple + C. LE 16 ","Urban Area","1","","",""
"74","2007","Couple + C. LE 16 ","Rural Area","","","",""
"74","2007","Couple + C. GT 16 ","Urban Area","","","",""
"74","2007","Couple + C. GT 16 ","Rural Area","","","",""
"74","2007","Couple + C. LE and GT 16","Urban Area","1","","",""
"74","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"75","2007","1-pers.-HH","Urban Area","","","",""
"75","2007","1-pers.-HH","Rural Area","","","",""
"75","2007","(Married) couple without C. ","Urban Area","","","",""
"75","2007","(Married) couple without C. ","Rural Area","","","",""
"75","2007","Single parent ","Urban Area","","","",""
"75","2007","Single parent ","Rural Area","","","",""
"75","2007","Couple + C. LE 16 ","Urban Area","4","","",""
"75","2007","Couple + C. LE 16 ","Rural Area","","","",""
"75","2007","Couple + C. GT 16 ","Urban Area","","","",""
"75","2007","Couple + C. GT 16 ","Rural Area","","","",""
"75","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"75","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"76","2007","1-pers.-HH","Urban Area","","","",""
"76","2007","1-pers.-HH","Rural Area","","","",""
"76","2007","(Married) couple without C. ","Urban Area","","","",""
"76","2007","(Married) couple without C. ","Rural Area","","","",""
"76","2007","Single parent ","Urban Area","","","",""
"76","2007","Single parent ","Rural Area","","","",""
"76","2007","Couple + C. LE 16 ","Urban Area","","","",""
"76","2007","Couple + C. LE 16 ","Rural Area","","","",""
"76","2007","Couple + C. GT 16 ","Urban Area","","","",""
"76","2007","Couple + C. GT 16 ","Rural Area","","","",""
"76","2007","Couple + C. LE and GT 16","Urban Area","1","","",""
"76","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"77","2007","1-pers.-HH","Urban Area","","","",""
"77","2007","1-pers.-HH","Rural Area","","","",""
"77","2007","(Married) couple without C. ","Urban Area","","","",""
"77","2007","(Married) couple without C. ","Rural Area","","","",""
"77","2007","Single parent ","Urban Area","","","",""
"77","2007","Single parent ","Rural Area","","","",""
"77","2007","Couple + C. LE 16 ","Urban Area","1","","",""
"77","2007","Couple + C. LE 16 ","Rural Area","","","",""
"77","2007","Couple + C. GT 16 ","Urban Area","","","",""
"77","2007","Couple + C. GT 16 ","Rural Area","","","",""
"77","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"77","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"78","2007","1-pers.-HH","Urban Area","","","",""
"78","2007","1-pers.-HH","Rural Area","","","",""
"78","2007","(Married) couple without C. ","Urban Area","2","","",""
"78","2007","(Married) couple without C. ","Rural Area","1","","",""
"78","2007","Single parent ","Urban Area","","","",""
"78","2007","Single parent ","Rural Area","","","",""
"78","2007","Couple + C. LE 16 ","Urban Area","1","","",""
"78","2007","Couple + C. LE 16 ","Rural Area","","","",""
"78","2007","Couple + C. GT 16 ","Urban Area","","","",""
"78","2007","Couple + C. GT 16 ","Rural Area","","","",""
"78","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"78","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"79","2007","1-pers.-HH","Urban Area","","","",""
"79","2007","1-pers.-HH","Rural Area","","","",""
"79","2007","(Married) couple without C. ","Urban Area","","","",""
"79","2007","(Married) couple without C. ","Rural Area","","","",""
"79","2007","Single parent ","Urban Area","","","",""
"79","2007","Single parent ","Rural Area","","","",""
"79","2007","Couple + C. LE 16 ","Urban Area","","","",""
"79","2007","Couple + C. LE 16 ","Rural Area","1","","",""
"79","2007","Couple + C. GT 16 ","Urban Area","","","",""
"79","2007","Couple + C. GT 16 ","Rural Area","","","",""
"79","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"79","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"80","2007","1-pers.-HH","Urban Area","","","",""
"80","2007","1-pers.-HH","Rural Area","","","",""
"80","2007","(Married) couple without C. ","Urban Area","","","",""
"80","2007","(Married) couple without C. ","Rural Area","","","",""
"80","2007","Single parent ","Urban Area","","","",""
"80","2007","Single parent ","Rural Area","","","",""
"80","2007","Couple + C. LE 16 ","Urban Area","","","",""
"80","2007","Couple + C. LE 16 ","Rural Area","","","",""
"80","2007","Couple + C. GT 16 ","Urban Area","","","",""
"80","2007","Couple + C. GT 16 ","Rural Area","","","",""
"80","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"80","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"81","2007","1-pers.-HH","Urban Area","","","",""
"81","2007","1-pers.-HH","Rural Area","","","",""
"81","2007","(Married) couple without C. ","Urban Area","","","",""
"81","2007","(Married) couple without C. ","Rural Area","","","",""
"81","2007","Single parent ","Urban Area","","","",""
"81","2007","Single parent ","Rural Area","","","",""
"81","2007","Couple + C. LE 16 ","Urban Area","","","",""
"81","2007","Couple + C. LE 16 ","Rural Area","","","",""
"81","2007","Couple + C. GT 16 ","Urban Area","","","",""
"81","2007","Couple + C. GT 16 ","Rural Area","","","",""
"81","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"81","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"82","2007","1-pers.-HH","Urban Area","","","",""
"82","2007","1-pers.-HH","Rural Area","","","",""
"82","2007","(Married) couple without C. ","Urban Area","","","",""
"82","2007","(Married) couple without C. ","Rural Area","","","",""
"82","2007","Single parent ","Urban Area","","","",""
"82","2007","Single parent ","Rural Area","","","",""
"82","2007","Couple + C. LE 16 ","Urban Area","","","",""
"82","2007","Couple + C. LE 16 ","Rural Area","","","",""
"82","2007","Couple + C. GT 16 ","Urban Area","","","",""
"82","2007","Couple + C. GT 16 ","Rural Area","","","",""
"82","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"82","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"83","2007","1-pers.-HH","Urban Area","","","",""
"83","2007","1-pers.-HH","Rural Area","","","",""
"83","2007","(Married) couple without C. ","Urban Area","1","","",""
"83","2007","(Married) couple without C. ","Rural Area","","","",""
"83","2007","Single parent ","Urban Area","","","",""
"83","2007","Single parent ","Rural Area","","","",""
"83","2007","Couple + C. LE 16 ","Urban Area","","","",""
"83","2007","Couple + C. LE 16 ","Rural Area","","","",""
"83","2007","Couple + C. GT 16 ","Urban Area","","","",""
"83","2007","Couple + C. GT 16 ","Rural Area","","","",""
"83","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"83","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"84","2007","1-pers.-HH","Urban Area","","","",""
"84","2007","1-pers.-HH","Rural Area","","","",""
"84","2007","(Married) couple without C. ","Urban Area","","","",""
"84","2007","(Married) couple without C. ","Rural Area","","","",""
"84","2007","Single parent ","Urban Area","","","",""
"84","2007","Single parent ","Rural Area","","","",""
"84","2007","Couple + C. LE 16 ","Urban Area","","","",""
"84","2007","Couple + C. LE 16 ","Rural Area","","","",""
"84","2007","Couple + C. GT 16 ","Urban Area","","","",""
"84","2007","Couple + C. GT 16 ","Rural Area","","","",""
"84","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"84","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"85","2007","1-pers.-HH","Urban Area","","","",""
"85","2007","1-pers.-HH","Rural Area","","","",""
"85","2007","(Married) couple without C. ","Urban Area","","","",""
"85","2007","(Married) couple without C. ","Rural Area","","","",""
"85","2007","Single parent ","Urban Area","","","",""
"85","2007","Single parent ","Rural Area","","","",""
"85","2007","Couple + C. LE 16 ","Urban Area","","","",""
"85","2007","Couple + C. LE 16 ","Rural Area","","","",""
"85","2007","Couple + C. GT 16 ","Urban Area","","","",""
"85","2007","Couple + C. GT 16 ","Rural Area","","","",""
"85","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"85","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"86","2007","1-pers.-HH","Urban Area","","","",""
"86","2007","1-pers.-HH","Rural Area","","","",""
"86","2007","(Married) couple without C. ","Urban Area","","","",""
"86","2007","(Married) couple without C. ","Rural Area","","","",""
"86","2007","Single parent ","Urban Area","","","",""
"86","2007","Single parent ","Rural Area","","","",""
"86","2007","Couple + C. LE 16 ","Urban Area","","","",""
"86","2007","Couple + C. LE 16 ","Rural Area","","","",""
"86","2007","Couple + C. GT 16 ","Urban Area","","","",""
"86","2007","Couple + C. GT 16 ","Rural Area","","","",""
"86","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"86","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"89","2007","1-pers.-HH","Urban Area","","","",""
"89","2007","1-pers.-HH","Rural Area","","","",""
"89","2007","(Married) couple without C. ","Urban Area","","","",""
"89","2007","(Married) couple without C. ","Rural Area","","","",""
"89","2007","Single parent ","Urban Area","","","",""
"89","2007","Single parent ","Rural Area","","","",""
"89","2007","Couple + C. LE 16 ","Urban Area","1","","",""
"89","2007","Couple + C. LE 16 ","Rural Area","","","",""
"89","2007","Couple + C. GT 16 ","Urban Area","","","",""
"89","2007","Couple + C. GT 16 ","Rural Area","","","",""
"89","2007","Couple + C. LE and GT 16","Urban Area","1","","",""
"89","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"90","2007","1-pers.-HH","Urban Area","","","",""
"90","2007","1-pers.-HH","Rural Area","","","",""
"90","2007","(Married) couple without C. ","Urban Area","","","",""
"90","2007","(Married) couple without C. ","Rural Area","","","",""
"90","2007","Single parent ","Urban Area","","","",""
"90","2007","Single parent ","Rural Area","","","",""
"90","2007","Couple + C. LE 16 ","Urban Area","","","",""
"90","2007","Couple + C. LE 16 ","Rural Area","","","",""
"90","2007","Couple + C. GT 16 ","Urban Area","","","",""
"90","2007","Couple + C. GT 16 ","Rural Area","","","",""
"90","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"90","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"92","2007","1-pers.-HH","Urban Area","","","",""
"92","2007","1-pers.-HH","Rural Area","","","",""
"92","2007","(Married) couple without C. ","Urban Area","1","","",""
"92","2007","(Married) couple without C. ","Rural Area","","","",""
"92","2007","Single parent ","Urban Area","","","",""
"92","2007","Single parent ","Rural Area","","","",""
"92","2007","Couple + C. LE 16 ","Urban Area","","","",""
"92","2007","Couple + C. LE 16 ","Rural Area","","","",""
"92","2007","Couple + C. GT 16 ","Urban Area","","","",""
"92","2007","Couple + C. GT 16 ","Rural Area","","","",""
"92","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"92","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"94","2007","1-pers.-HH","Urban Area","","","",""
"94","2007","1-pers.-HH","Rural Area","","","",""
"94","2007","(Married) couple without C. ","Urban Area","","","",""
"94","2007","(Married) couple without C. ","Rural Area","","","",""
"94","2007","Single parent ","Urban Area","","","",""
"94","2007","Single parent ","Rural Area","","","",""
"94","2007","Couple + C. LE 16 ","Urban Area","","","",""
"94","2007","Couple + C. LE 16 ","Rural Area","","","",""
"94","2007","Couple + C. GT 16 ","Urban Area","","","",""
"94","2007","Couple + C. GT 16 ","Rural Area","","","",""
"94","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"94","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"95","2007","1-pers.-HH","Urban Area","","","",""
"95","2007","1-pers.-HH","Rural Area","","","",""
"95","2007","(Married) couple without C. ","Urban Area","","","",""
"95","2007","(Married) couple without C. ","Rural Area","","","",""
"95","2007","Single parent ","Urban Area","","","",""
"95","2007","Single parent ","Rural Area","","","",""
"95","2007","Couple + C. LE 16 ","Urban Area","","","",""
"95","2007","Couple + C. LE 16 ","Rural Area","","","",""
"95","2007","Couple + C. GT 16 ","Urban Area","","","",""
"95","2007","Couple + C. GT 16 ","Rural Area","","","",""
"95","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"95","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"96","2007","1-pers.-HH","Urban Area","","","",""
"96","2007","1-pers.-HH","Rural Area","","","",""
"96","2007","(Married) couple without C. ","Urban Area","","","",""
"96","2007","(Married) couple without C. ","Rural Area","","","",""
"96","2007","Single parent ","Urban Area","","","",""
"96","2007","Single parent ","Rural Area","","","",""
"96","2007","Couple + C. LE 16 ","Urban Area","","","",""
"96","2007","Couple + C. LE 16 ","Rural Area","","","",""
"96","2007","Couple + C. GT 16 ","Urban Area","","","",""
"96","2007","Couple + C. GT 16 ","Rural Area","","","",""
"96","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"96","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"97","2007","1-pers.-HH","Urban Area","","","",""
"97","2007","1-pers.-HH","Rural Area","","","",""
"97","2007","(Married) couple without C. ","Urban Area","","","",""
"97","2007","(Married) couple without C. ","Rural Area","","","",""
"97","2007","Single parent ","Urban Area","","","",""
"97","2007","Single parent ","Rural Area","","","",""
"97","2007","Couple + C. LE 16 ","Urban Area","","","",""
"97","2007","Couple + C. LE 16 ","Rural Area","","","",""
"97","2007","Couple + C. GT 16 ","Urban Area","","","",""
"97","2007","Couple + C. GT 16 ","Rural Area","","","",""
"97","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"97","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"98","2007","1-pers.-HH","Urban Area","","","",""
"98","2007","1-pers.-HH","Rural Area","","","",""
"98","2007","(Married) couple without C. ","Urban Area","","","",""
"98","2007","(Married) couple without C. ","Rural Area","","","",""
"98","2007","Single parent ","Urban Area","","","",""
"98","2007","Single parent ","Rural Area","","","",""
"98","2007","Couple + C. LE 16 ","Urban Area","","","",""
"98","2007","Couple + C. LE 16 ","Rural Area","1","","",""
"98","2007","Couple + C. GT 16 ","Urban Area","","","",""
"98","2007","Couple + C. GT 16 ","Rural Area","","","",""
"98","2007","Couple + C. LE and GT 16","Urban Area","1","","",""
"98","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"101","2007","1-pers.-HH","Urban Area","","","",""
"101","2007","1-pers.-HH","Rural Area","","","",""
"101","2007","(Married) couple without C. ","Urban Area","","","",""
"101","2007","(Married) couple without C. ","Rural Area","","","",""
"101","2007","Single parent ","Urban Area","","","",""
"101","2007","Single parent ","Rural Area","","","",""
"101","2007","Couple + C. LE 16 ","Urban Area","","","",""
"101","2007","Couple + C. LE 16 ","Rural Area","","","",""
"101","2007","Couple + C. GT 16 ","Urban Area","","","",""
"101","2007","Couple + C. GT 16 ","Rural Area","","","",""
"101","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"101","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"102","2007","1-pers.-HH","Urban Area","","","",""
"102","2007","1-pers.-HH","Rural Area","","","",""
"102","2007","(Married) couple without C. ","Urban Area","","","",""
"102","2007","(Married) couple without C. ","Rural Area","","","",""
"102","2007","Single parent ","Urban Area","","","",""
"102","2007","Single parent ","Rural Area","","","",""
"102","2007","Couple + C. LE 16 ","Urban Area","","","",""
"102","2007","Couple + C. LE 16 ","Rural Area","","","",""
"102","2007","Couple + C. GT 16 ","Urban Area","","","",""
"102","2007","Couple + C. GT 16 ","Rural Area","","","",""
"102","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"102","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"103","2007","1-pers.-HH","Urban Area","","","",""
"103","2007","1-pers.-HH","Rural Area","","","",""
"103","2007","(Married) couple without C. ","Urban Area","","","",""
"103","2007","(Married) couple without C. ","Rural Area","","","",""
"103","2007","Single parent ","Urban Area","","","",""
"103","2007","Single parent ","Rural Area","","","",""
"103","2007","Couple + C. LE 16 ","Urban Area","","","",""
"103","2007","Couple + C. LE 16 ","Rural Area","","","",""
"103","2007","Couple + C. GT 16 ","Urban Area","","","",""
"103","2007","Couple + C. GT 16 ","Rural Area","","","",""
"103","2007","Couple + C. LE and GT 16","Urban Area","1","","",""
"103","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"105","2007","1-pers.-HH","Urban Area","","","",""
"105","2007","1-pers.-HH","Rural Area","","","",""
"105","2007","(Married) couple without C. ","Urban Area","","","",""
"105","2007","(Married) couple without C. ","Rural Area","","","",""
"105","2007","Single parent ","Urban Area","","","",""
"105","2007","Single parent ","Rural Area","","","",""
"105","2007","Couple + C. LE 16 ","Urban Area","","","",""
"105","2007","Couple + C. LE 16 ","Rural Area","","","",""
"105","2007","Couple + C. GT 16 ","Urban Area","","","",""
"105","2007","Couple + C. GT 16 ","Rural Area","","","",""
"105","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"105","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"108","2007","1-pers.-HH","Urban Area","","","",""
"108","2007","1-pers.-HH","Rural Area","","","",""
"108","2007","(Married) couple without C. ","Urban Area","","","",""
"108","2007","(Married) couple without C. ","Rural Area","","","",""
"108","2007","Single parent ","Urban Area","1","","",""
"108","2007","Single parent ","Rural Area","","","",""
"108","2007","Couple + C. LE 16 ","Urban Area","","","",""
"108","2007","Couple + C. LE 16 ","Rural Area","1","","",""
"108","2007","Couple + C. GT 16 ","Urban Area","","","",""
"108","2007","Couple + C. GT 16 ","Rural Area","","","",""
"108","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"108","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"110","2007","1-pers.-HH","Urban Area","","","",""
"110","2007","1-pers.-HH","Rural Area","","","",""
"110","2007","(Married) couple without C. ","Urban Area","","","",""
"110","2007","(Married) couple without C. ","Rural Area","","","",""
"110","2007","Single parent ","Urban Area","","","",""
"110","2007","Single parent ","Rural Area","","","",""
"110","2007","Couple + C. LE 16 ","Urban Area","","","",""
"110","2007","Couple + C. LE 16 ","Rural Area","","","",""
"110","2007","Couple + C. GT 16 ","Urban Area","","","",""
"110","2007","Couple + C. GT 16 ","Rural Area","","","",""
"110","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"110","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"111","2007","1-pers.-HH","Urban Area","","","",""
"111","2007","1-pers.-HH","Rural Area","","","",""
"111","2007","(Married) couple without C. ","Urban Area","","","",""
"111","2007","(Married) couple without C. ","Rural Area","","","",""
"111","2007","Single parent ","Urban Area","","","",""
"111","2007","Single parent ","Rural Area","","","",""
"111","2007","Couple + C. LE 16 ","Urban Area","","","",""
"111","2007","Couple + C. LE 16 ","Rural Area","","","",""
"111","2007","Couple + C. GT 16 ","Urban Area","","","",""
"111","2007","Couple + C. GT 16 ","Rural Area","","","",""
"111","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"111","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"113","2007","1-pers.-HH","Urban Area","","","",""
"113","2007","1-pers.-HH","Rural Area","","","",""
"113","2007","(Married) couple without C. ","Urban Area","","","",""
"113","2007","(Married) couple without C. ","Rural Area","","","",""
"113","2007","Single parent ","Urban Area","","","",""
"113","2007","Single parent ","Rural Area","","","",""
"113","2007","Couple + C. LE 16 ","Urban Area","","","",""
"113","2007","Couple + C. LE 16 ","Rural Area","","","",""
"113","2007","Couple + C. GT 16 ","Urban Area","","","",""
"113","2007","Couple + C. GT 16 ","Rural Area","","","",""
"113","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"113","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"116","2007","1-pers.-HH","Urban Area","","","",""
"116","2007","1-pers.-HH","Rural Area","","","",""
"116","2007","(Married) couple without C. ","Urban Area","4","","",""
"116","2007","(Married) couple without C. ","Rural Area","","","",""
"116","2007","Single parent ","Urban Area","","","",""
"116","2007","Single parent ","Rural Area","","","",""
"116","2007","Couple + C. LE 16 ","Urban Area","","","",""
"116","2007","Couple + C. LE 16 ","Rural Area","","","",""
"116","2007","Couple + C. GT 16 ","Urban Area","","","",""
"116","2007","Couple + C. GT 16 ","Rural Area","","","",""
"116","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"116","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"117","2007","1-pers.-HH","Urban Area","1","","",""
