"pgnation","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"14","1984","Not Employed","Couple + C. LE 16 ","","","",""
"14","1984","Not Employed","Couple + C. GT 16 ","","","",""
"14","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"14","1984","Employed","1-pers.-HH","","","",""
"14","1984","Employed","(Married) couple without C. ","2","","",""
"14","1984","Employed","Single parent ","","","",""
"14","1984","Employed","Couple + C. LE 16 ","2","","",""
"14","1984","Employed","Couple + C. GT 16 ","1","","",""
"14","1984","Employed","Couple + C. LE and GT 16","","","",""
"15","1984","Not Employed","1-pers.-HH","","","",""
"15","1984","Not Employed","(Married) couple without C. ","","","",""
"15","1984","Not Employed","Single parent ","","","",""
"15","1984","Not Employed","Couple + C. LE 16 ","","","",""
"15","1984","Not Employed","Couple + C. GT 16 ","","","",""
"15","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"15","1984","Employed","1-pers.-HH","","","",""
"15","1984","Employed","(Married) couple without C. ","","","",""
"15","1984","Employed","Single parent ","","","",""
"15","1984","Employed","Couple + C. LE 16 ","","","",""
"15","1984","Employed","Couple + C. GT 16 ","","","",""
"15","1984","Employed","Couple + C. LE and GT 16","","","",""
"16","1984","Not Employed","1-pers.-HH","","","",""
"16","1984","Not Employed","(Married) couple without C. ","","","",""
"16","1984","Not Employed","Single parent ","","","",""
"16","1984","Not Employed","Couple + C. LE 16 ","","","",""
"16","1984","Not Employed","Couple + C. GT 16 ","","","",""
"16","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"16","1984","Employed","1-pers.-HH","","","",""
"16","1984","Employed","(Married) couple without C. ","","","",""
"16","1984","Employed","Single parent ","","","",""
"16","1984","Employed","Couple + C. LE 16 ","","","",""
"16","1984","Employed","Couple + C. GT 16 ","","","",""
"16","1984","Employed","Couple + C. LE and GT 16","","","",""
"17","1984","Not Employed","1-pers.-HH","","","",""
"17","1984","Not Employed","(Married) couple without C. ","","","",""
"17","1984","Not Employed","Single parent ","","","",""
"17","1984","Not Employed","Couple + C. LE 16 ","","","",""
"17","1984","Not Employed","Couple + C. GT 16 ","","","",""
"17","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"17","1984","Employed","1-pers.-HH","","","",""
"17","1984","Employed","(Married) couple without C. ","1","","",""
"17","1984","Employed","Single parent ","","","",""
"17","1984","Employed","Couple + C. LE 16 ","","","",""
"17","1984","Employed","Couple + C. GT 16 ","","","",""
"17","1984","Employed","Couple + C. LE and GT 16","","","",""
"18","1984","Not Employed","1-pers.-HH","1","","",""
"18","1984","Not Employed","(Married) couple without C. ","1","","",""
"18","1984","Not Employed","Single parent ","2","","",""
"18","1984","Not Employed","Couple + C. LE 16 ","3","","",""
"18","1984","Not Employed","Couple + C. GT 16 ","","","",""
"18","1984","Not Employed","Couple + C. LE and GT 16","2","","",""
"18","1984","Employed","1-pers.-HH","","","",""
"18","1984","Employed","(Married) couple without C. ","1","","",""
"18","1984","Employed","Single parent ","1","","",""
"18","1984","Employed","Couple + C. LE 16 ","3","","",""
"18","1984","Employed","Couple + C. GT 16 ","","","",""
"18","1984","Employed","Couple + C. LE and GT 16","1","","",""
"19","1984","Not Employed","1-pers.-HH","","","",""
"19","1984","Not Employed","(Married) couple without C. ","","","",""
"19","1984","Not Employed","Single parent ","1","","",""
"19","1984","Not Employed","Couple + C. LE 16 ","","","",""
"19","1984","Not Employed","Couple + C. GT 16 ","","","",""
"19","1984","Not Employed","Couple + C. LE and GT 16","1","","",""
"19","1984","Employed","1-pers.-HH","","","",""
"19","1984","Employed","(Married) couple without C. ","2","","",""
"19","1984","Employed","Single parent ","","","",""
"19","1984","Employed","Couple + C. LE 16 ","4","","",""
"19","1984","Employed","Couple + C. GT 16 ","","","",""
"19","1984","Employed","Couple + C. LE and GT 16","","","",""
"20","1984","Not Employed","1-pers.-HH","","","",""
"20","1984","Not Employed","(Married) couple without C. ","","","",""
"20","1984","Not Employed","Single parent ","","","",""
"20","1984","Not Employed","Couple + C. LE 16 ","","","",""
"20","1984","Not Employed","Couple + C. GT 16 ","1","","",""
"20","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"20","1984","Employed","1-pers.-HH","","","",""
"20","1984","Employed","(Married) couple without C. ","","","",""
"20","1984","Employed","Single parent ","","","",""
"20","1984","Employed","Couple + C. LE 16 ","","","",""
"20","1984","Employed","Couple + C. GT 16 ","1","","",""
"20","1984","Employed","Couple + C. LE and GT 16","","","",""
"21","1984","Not Employed","1-pers.-HH","","","",""
"21","1984","Not Employed","(Married) couple without C. ","1","","",""
"21","1984","Not Employed","Single parent ","","","",""
"21","1984","Not Employed","Couple + C. LE 16 ","","","",""
"21","1984","Not Employed","Couple + C. GT 16 ","","","",""
"21","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"21","1984","Employed","1-pers.-HH","","","",""
"21","1984","Employed","(Married) couple without C. ","","","",""
"21","1984","Employed","Single parent ","","","",""
"21","1984","Employed","Couple + C. LE 16 ","","","",""
"21","1984","Employed","Couple + C. GT 16 ","","","",""
"21","1984","Employed","Couple + C. LE and GT 16","","","",""
"22","1984","Not Employed","1-pers.-HH","2","","",""
"22","1984","Not Employed","(Married) couple without C. ","","","",""
"22","1984","Not Employed","Single parent ","","","",""
"22","1984","Not Employed","Couple + C. LE 16 ","3","","",""
"22","1984","Not Employed","Couple + C. GT 16 ","","","",""
"22","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"22","1984","Employed","1-pers.-HH","2","","",""
"22","1984","Employed","(Married) couple without C. ","","","",""
"22","1984","Employed","Single parent ","","","",""
"22","1984","Employed","Couple + C. LE 16 ","","","",""
"22","1984","Employed","Couple + C. GT 16 ","","","",""
"22","1984","Employed","Couple + C. LE and GT 16","","","",""
"23","1984","Not Employed","1-pers.-HH","","","",""
"23","1984","Not Employed","(Married) couple without C. ","","","",""
"23","1984","Not Employed","Single parent ","","","",""
"23","1984","Not Employed","Couple + C. LE 16 ","2","","",""
"23","1984","Not Employed","Couple + C. GT 16 ","","","",""
"23","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"23","1984","Employed","1-pers.-HH","","","",""
"23","1984","Employed","(Married) couple without C. ","","","",""
"23","1984","Employed","Single parent ","","","",""
"23","1984","Employed","Couple + C. LE 16 ","3","","",""
"23","1984","Employed","Couple + C. GT 16 ","","","",""
"23","1984","Employed","Couple + C. LE and GT 16","","","",""
"24","1984","Not Employed","1-pers.-HH","","","",""
"24","1984","Not Employed","(Married) couple without C. ","","","",""
"24","1984","Not Employed","Single parent ","","","",""
"24","1984","Not Employed","Couple + C. LE 16 ","2","","",""
"24","1984","Not Employed","Couple + C. GT 16 ","","","",""
"24","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"24","1984","Employed","1-pers.-HH","","","",""
"24","1984","Employed","(Married) couple without C. ","","","",""
"24","1984","Employed","Single parent ","","","",""
"24","1984","Employed","Couple + C. LE 16 ","","","",""
"24","1984","Employed","Couple + C. GT 16 ","","","",""
"24","1984","Employed","Couple + C. LE and GT 16","","","",""
"25","1984","Not Employed","1-pers.-HH","","","",""
"25","1984","Not Employed","(Married) couple without C. ","","","",""
"25","1984","Not Employed","Single parent ","","","",""
"25","1984","Not Employed","Couple + C. LE 16 ","1","","",""
"25","1984","Not Employed","Couple + C. GT 16 ","","","",""
"25","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"25","1984","Employed","1-pers.-HH","","","",""
"25","1984","Employed","(Married) couple without C. ","","","",""
"25","1984","Employed","Single parent ","","","",""
"25","1984","Employed","Couple + C. LE 16 ","1","","",""
"25","1984","Employed","Couple + C. GT 16 ","","","",""
"25","1984","Employed","Couple + C. LE and GT 16","","","",""
"26","1984","Not Employed","1-pers.-HH","","","",""
"26","1984","Not Employed","(Married) couple without C. ","","","",""
"26","1984","Not Employed","Single parent ","","","",""
"26","1984","Not Employed","Couple + C. LE 16 ","","","",""
"26","1984","Not Employed","Couple + C. GT 16 ","","","",""
"26","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"26","1984","Employed","1-pers.-HH","","","",""
"26","1984","Employed","(Married) couple without C. ","1","","",""
"26","1984","Employed","Single parent ","","","",""
"26","1984","Employed","Couple + C. LE 16 ","1","","",""
"26","1984","Employed","Couple + C. GT 16 ","","","",""
"26","1984","Employed","Couple + C. LE and GT 16","","","",""
"27","1984","Not Employed","1-pers.-HH","","","",""
"27","1984","Not Employed","(Married) couple without C. ","","","",""
"27","1984","Not Employed","Single parent ","","","",""
"27","1984","Not Employed","Couple + C. LE 16 ","","","",""
"27","1984","Not Employed","Couple + C. GT 16 ","","","",""
"27","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"27","1984","Employed","1-pers.-HH","","","",""
"27","1984","Employed","(Married) couple without C. ","","","",""
"27","1984","Employed","Single parent ","","","",""
"27","1984","Employed","Couple + C. LE 16 ","","","",""
"27","1984","Employed","Couple + C. GT 16 ","","","",""
"27","1984","Employed","Couple + C. LE and GT 16","","","",""
"28","1984","Not Employed","1-pers.-HH","","","",""
"28","1984","Not Employed","(Married) couple without C. ","","","",""
"28","1984","Not Employed","Single parent ","","","",""
"28","1984","Not Employed","Couple + C. LE 16 ","1","","",""
"28","1984","Not Employed","Couple + C. GT 16 ","","","",""
"28","1984","Not Employed","Couple + C. LE and GT 16","1","","",""
"28","1984","Employed","1-pers.-HH","","","",""
"28","1984","Employed","(Married) couple without C. ","","","",""
"28","1984","Employed","Single parent ","","","",""
"28","1984","Employed","Couple + C. LE 16 ","","","",""
"28","1984","Employed","Couple + C. GT 16 ","","","",""
"28","1984","Employed","Couple + C. LE and GT 16","2","","",""
"29","1984","Not Employed","1-pers.-HH","","","",""
"29","1984","Not Employed","(Married) couple without C. ","","","",""
"29","1984","Not Employed","Single parent ","","","",""
"29","1984","Not Employed","Couple + C. LE 16 ","","","",""
"29","1984","Not Employed","Couple + C. GT 16 ","","","",""
"29","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"29","1984","Employed","1-pers.-HH","","","",""
"29","1984","Employed","(Married) couple without C. ","","","",""
"29","1984","Employed","Single parent ","","","",""
"29","1984","Employed","Couple + C. LE 16 ","1","","",""
"29","1984","Employed","Couple + C. GT 16 ","","","",""
"29","1984","Employed","Couple + C. LE and GT 16","","","",""
"30","1984","Not Employed","1-pers.-HH","","","",""
"30","1984","Not Employed","(Married) couple without C. ","","","",""
"30","1984","Not Employed","Single parent ","","","",""
"30","1984","Not Employed","Couple + C. LE 16 ","","","",""
"30","1984","Not Employed","Couple + C. GT 16 ","","","",""
"30","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"30","1984","Employed","1-pers.-HH","","","",""
"30","1984","Employed","(Married) couple without C. ","","","",""
"30","1984","Employed","Single parent ","","","",""
"30","1984","Employed","Couple + C. LE 16 ","","","",""
"30","1984","Employed","Couple + C. GT 16 ","","","",""
"30","1984","Employed","Couple + C. LE and GT 16","","","",""
"31","1984","Not Employed","1-pers.-HH","1","","",""
"31","1984","Not Employed","(Married) couple without C. ","","","",""
"31","1984","Not Employed","Single parent ","","","",""
"31","1984","Not Employed","Couple + C. LE 16 ","","","",""
"31","1984","Not Employed","Couple + C. GT 16 ","","","",""
"31","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"31","1984","Employed","1-pers.-HH","","","",""
"31","1984","Employed","(Married) couple without C. ","","","",""
"31","1984","Employed","Single parent ","","","",""
"31","1984","Employed","Couple + C. LE 16 ","2","","",""
"31","1984","Employed","Couple + C. GT 16 ","","","",""
"31","1984","Employed","Couple + C. LE and GT 16","","","",""
"32","1984","Not Employed","1-pers.-HH","","","",""
"32","1984","Not Employed","(Married) couple without C. ","","","",""
"32","1984","Not Employed","Single parent ","","","",""
"32","1984","Not Employed","Couple + C. LE 16 ","","","",""
"32","1984","Not Employed","Couple + C. GT 16 ","","","",""
"32","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"32","1984","Employed","1-pers.-HH","","","",""
"32","1984","Employed","(Married) couple without C. ","","","",""
"32","1984","Employed","Single parent ","","","",""
"32","1984","Employed","Couple + C. LE 16 ","","","",""
"32","1984","Employed","Couple + C. GT 16 ","","","",""
"32","1984","Employed","Couple + C. LE and GT 16","","","",""
"34","1984","Not Employed","1-pers.-HH","","","",""
"34","1984","Not Employed","(Married) couple without C. ","","","",""
"34","1984","Not Employed","Single parent ","","","",""
"34","1984","Not Employed","Couple + C. LE 16 ","2","","",""
"34","1984","Not Employed","Couple + C. GT 16 ","","","",""
"34","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"34","1984","Employed","1-pers.-HH","","","",""
"34","1984","Employed","(Married) couple without C. ","","","",""
"34","1984","Employed","Single parent ","","","",""
"34","1984","Employed","Couple + C. LE 16 ","2","","",""
"34","1984","Employed","Couple + C. GT 16 ","","","",""
"34","1984","Employed","Couple + C. LE and GT 16","","","",""
"35","1984","Not Employed","1-pers.-HH","","","",""
"35","1984","Not Employed","(Married) couple without C. ","","","",""
"35","1984","Not Employed","Single parent ","","","",""
"35","1984","Not Employed","Couple + C. LE 16 ","","","",""
"35","1984","Not Employed","Couple + C. GT 16 ","","","",""
"35","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"35","1984","Employed","1-pers.-HH","","","",""
"35","1984","Employed","(Married) couple without C. ","","","",""
"35","1984","Employed","Single parent ","","","",""
"35","1984","Employed","Couple + C. LE 16 ","","","",""
"35","1984","Employed","Couple + C. GT 16 ","","","",""
"35","1984","Employed","Couple + C. LE and GT 16","","","",""
"36","1984","Not Employed","1-pers.-HH","","","",""
"36","1984","Not Employed","(Married) couple without C. ","","","",""
"36","1984","Not Employed","Single parent ","1","","",""
"36","1984","Not Employed","Couple + C. LE 16 ","","","",""
"36","1984","Not Employed","Couple + C. GT 16 ","","","",""
"36","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"36","1984","Employed","1-pers.-HH","","","",""
"36","1984","Employed","(Married) couple without C. ","","","",""
"36","1984","Employed","Single parent ","","","",""
"36","1984","Employed","Couple + C. LE 16 ","","","",""
"36","1984","Employed","Couple + C. GT 16 ","","","",""
"36","1984","Employed","Couple + C. LE and GT 16","","","",""
"37","1984","Not Employed","1-pers.-HH","","","",""
"37","1984","Not Employed","(Married) couple without C. ","","","",""
"37","1984","Not Employed","Single parent ","","","",""
"37","1984","Not Employed","Couple + C. LE 16 ","","","",""
"37","1984","Not Employed","Couple + C. GT 16 ","","","",""
"37","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"37","1984","Employed","1-pers.-HH","","","",""
"37","1984","Employed","(Married) couple without C. ","","","",""
"37","1984","Employed","Single parent ","","","",""
"37","1984","Employed","Couple + C. LE 16 ","","","",""
"37","1984","Employed","Couple + C. GT 16 ","","","",""
"37","1984","Employed","Couple + C. LE and GT 16","","","",""
"38","1984","Not Employed","1-pers.-HH","","","",""
"38","1984","Not Employed","(Married) couple without C. ","1","","",""
"38","1984","Not Employed","Single parent ","","","",""
"38","1984","Not Employed","Couple + C. LE 16 ","","","",""
"38","1984","Not Employed","Couple + C. GT 16 ","","","",""
"38","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"38","1984","Employed","1-pers.-HH","","","",""
"38","1984","Employed","(Married) couple without C. ","","","",""
"38","1984","Employed","Single parent ","","","",""
"38","1984","Employed","Couple + C. LE 16 ","1","","",""
"38","1984","Employed","Couple + C. GT 16 ","","","",""
"38","1984","Employed","Couple + C. LE and GT 16","","","",""
"39","1984","Not Employed","1-pers.-HH","","","",""
"39","1984","Not Employed","(Married) couple without C. ","","","",""
"39","1984","Not Employed","Single parent ","","","",""
"39","1984","Not Employed","Couple + C. LE 16 ","","","",""
"39","1984","Not Employed","Couple + C. GT 16 ","","","",""
"39","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"39","1984","Employed","1-pers.-HH","","","",""
"39","1984","Employed","(Married) couple without C. ","","","",""
"39","1984","Employed","Single parent ","","","",""
"39","1984","Employed","Couple + C. LE 16 ","1","","",""
"39","1984","Employed","Couple + C. GT 16 ","","","",""
"39","1984","Employed","Couple + C. LE and GT 16","","","",""
"40","1984","Not Employed","1-pers.-HH","","","",""
"40","1984","Not Employed","(Married) couple without C. ","1","","",""
"40","1984","Not Employed","Single parent ","","","",""
"40","1984","Not Employed","Couple + C. LE 16 ","","","",""
"40","1984","Not Employed","Couple + C. GT 16 ","","","",""
"40","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"40","1984","Employed","1-pers.-HH","","","",""
"40","1984","Employed","(Married) couple without C. ","","","",""
"40","1984","Employed","Single parent ","","","",""
"40","1984","Employed","Couple + C. LE 16 ","","","",""
"40","1984","Employed","Couple + C. GT 16 ","","","",""
"40","1984","Employed","Couple + C. LE and GT 16","","","",""
"41","1984","Not Employed","1-pers.-HH","","","",""
"41","1984","Not Employed","(Married) couple without C. ","","","",""
"41","1984","Not Employed","Single parent ","","","",""
"41","1984","Not Employed","Couple + C. LE 16 ","1","","",""
"41","1984","Not Employed","Couple + C. GT 16 ","","","",""
"41","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"41","1984","Employed","1-pers.-HH","","","",""
"41","1984","Employed","(Married) couple without C. ","","","",""
"41","1984","Employed","Single parent ","","","",""
"41","1984","Employed","Couple + C. LE 16 ","","","",""
"41","1984","Employed","Couple + C. GT 16 ","","","",""
"41","1984","Employed","Couple + C. LE and GT 16","","","",""
"42","1984","Not Employed","1-pers.-HH","","","",""
"42","1984","Not Employed","(Married) couple without C. ","","","",""
"42","1984","Not Employed","Single parent ","","","",""
"42","1984","Not Employed","Couple + C. LE 16 ","","","",""
"42","1984","Not Employed","Couple + C. GT 16 ","","","",""
"42","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"42","1984","Employed","1-pers.-HH","","","",""
"42","1984","Employed","(Married) couple without C. ","1","","",""
"42","1984","Employed","Single parent ","","","",""
"42","1984","Employed","Couple + C. LE 16 ","","","",""
"42","1984","Employed","Couple + C. GT 16 ","","","",""
"42","1984","Employed","Couple + C. LE and GT 16","","","",""
"43","1984","Not Employed","1-pers.-HH","","","",""
"43","1984","Not Employed","(Married) couple without C. ","","","",""
"43","1984","Not Employed","Single parent ","","","",""
"43","1984","Not Employed","Couple + C. LE 16 ","1","","",""
"43","1984","Not Employed","Couple + C. GT 16 ","","","",""
"43","1984","Not Employed","Couple + C. LE and GT 16","","","",""
"43","1984","Employed","1-pers.-HH","","","",""
"43","1984","Employed","(Married) couple without C. ","","","",""
"43","1984","Employed","Single parent ","","","",""
"43","1984","Employed","Couple + C. LE 16 ","1","","",""
"43","1984","Employed","Couple + C. GT 16 ","","","",""
"43","1984","Employed","Couple + C. LE and GT 16","","","",""
"44","1984","Not Employed","1-pers.-HH","","","",""
"44","1984","Not Employed","(Married) couple without C. ","","","",""
"44","1984","Not Employed","Single parent ","","","",""
"44","1984","Not Employed","Couple + C. LE 16 ","","","",""
"44","1984","Not Employed","Couple + C. GT 16 ","","","",""
