"pgnation","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"116","1994","Urban Area","Female","","","",""
"116","1994","Rural Area","Male","","","",""
"116","1994","Rural Area","Female","","","",""
"117","1994","Urban Area","Male","","","",""
"117","1994","Urban Area","Female","","","",""
"117","1994","Rural Area","Male","","","",""
"117","1994","Rural Area","Female","","","",""
"118","1994","Urban Area","Male","","","",""
"118","1994","Urban Area","Female","","","",""
"118","1994","Rural Area","Male","","","",""
"118","1994","Rural Area","Female","","","",""
"119","1994","Urban Area","Male","","","",""
"119","1994","Urban Area","Female","","","",""
"119","1994","Rural Area","Male","","","",""
"119","1994","Rural Area","Female","","","",""
"120","1994","Urban Area","Male","","","",""
"120","1994","Urban Area","Female","","","",""
"120","1994","Rural Area","Male","","","",""
"120","1994","Rural Area","Female","","","",""
"121","1994","Urban Area","Male","","","",""
"121","1994","Urban Area","Female","","","",""
"121","1994","Rural Area","Male","","","",""
"121","1994","Rural Area","Female","","","",""
"122","1994","Urban Area","Male","","","",""
"122","1994","Urban Area","Female","","","",""
"122","1994","Rural Area","Male","","","",""
"122","1994","Rural Area","Female","","","",""
"123","1994","Urban Area","Male","","","",""
"123","1994","Urban Area","Female","","","",""
"123","1994","Rural Area","Male","","","",""
"123","1994","Rural Area","Female","","","",""
"124","1994","Urban Area","Male","","","",""
"124","1994","Urban Area","Female","","","",""
"124","1994","Rural Area","Male","","","",""
"124","1994","Rural Area","Female","","","",""
"125","1994","Urban Area","Male","","","",""
"125","1994","Urban Area","Female","","","",""
"125","1994","Rural Area","Male","","","",""
"125","1994","Rural Area","Female","","","",""
"127","1994","Urban Area","Male","","","",""
"127","1994","Urban Area","Female","","","",""
"127","1994","Rural Area","Male","","","",""
"127","1994","Rural Area","Female","","","",""
"128","1994","Urban Area","Male","","","",""
"128","1994","Urban Area","Female","","","",""
"128","1994","Rural Area","Male","","","",""
"128","1994","Rural Area","Female","","","",""
"129","1994","Urban Area","Male","","","",""
"129","1994","Urban Area","Female","","","",""
"129","1994","Rural Area","Male","","","",""
"129","1994","Rural Area","Female","","","",""
"130","1994","Urban Area","Male","","","",""
"130","1994","Urban Area","Female","","","",""
"130","1994","Rural Area","Male","","","",""
"130","1994","Rural Area","Female","","","",""
"131","1994","Urban Area","Male","","","",""
"131","1994","Urban Area","Female","","","",""
"131","1994","Rural Area","Male","","","",""
"131","1994","Rural Area","Female","","","",""
"132","1994","Urban Area","Male","","","",""
"132","1994","Urban Area","Female","","","",""
"132","1994","Rural Area","Male","","","",""
"132","1994","Rural Area","Female","","","",""
"133","1994","Urban Area","Male","","","",""
"133","1994","Urban Area","Female","","","",""
"133","1994","Rural Area","Male","","","",""
"133","1994","Rural Area","Female","","","",""
"135","1994","Urban Area","Male","","","",""
"135","1994","Urban Area","Female","","","",""
"135","1994","Rural Area","Male","","","",""
"135","1994","Rural Area","Female","","","",""
"138","1994","Urban Area","Male","","","",""
"138","1994","Urban Area","Female","","","",""
"138","1994","Rural Area","Male","","","",""
"138","1994","Rural Area","Female","","","",""
"139","1994","Urban Area","Male","","","",""
"139","1994","Urban Area","Female","","","",""
"139","1994","Rural Area","Male","","","",""
"139","1994","Rural Area","Female","","","",""
"140","1994","Urban Area","Male","","","",""
"140","1994","Urban Area","Female","","","",""
"140","1994","Rural Area","Male","","","",""
"140","1994","Rural Area","Female","","","",""
"141","1994","Urban Area","Male","","","",""
"141","1994","Urban Area","Female","","","",""
"141","1994","Rural Area","Male","","","",""
"141","1994","Rural Area","Female","","","",""
"142","1994","Urban Area","Male","","","",""
"142","1994","Urban Area","Female","","","",""
"142","1994","Rural Area","Male","","","",""
"142","1994","Rural Area","Female","","","",""
"143","1994","Urban Area","Male","","","",""
"143","1994","Urban Area","Female","","","",""
"143","1994","Rural Area","Male","","","",""
"143","1994","Rural Area","Female","","","",""
"144","1994","Urban Area","Male","","","",""
"144","1994","Urban Area","Female","","","",""
"144","1994","Rural Area","Male","","","",""
"144","1994","Rural Area","Female","","","",""
"145","1994","Urban Area","Male","","","",""
"145","1994","Urban Area","Female","","","",""
"145","1994","Rural Area","Male","","","",""
"145","1994","Rural Area","Female","","","",""
"146","1994","Urban Area","Male","","","",""
"146","1994","Urban Area","Female","","","",""
"146","1994","Rural Area","Male","","","",""
"146","1994","Rural Area","Female","","","",""
"147","1994","Urban Area","Male","","","",""
"147","1994","Urban Area","Female","","","",""
"147","1994","Rural Area","Male","","","",""
"147","1994","Rural Area","Female","","","",""
"148","1994","Urban Area","Male","","","",""
"148","1994","Urban Area","Female","","","",""
"148","1994","Rural Area","Male","","","",""
"148","1994","Rural Area","Female","","","",""
"149","1994","Urban Area","Male","","","",""
"149","1994","Urban Area","Female","","","",""
"149","1994","Rural Area","Male","","","",""
"149","1994","Rural Area","Female","","","",""
"151","1994","Urban Area","Male","","","",""
"151","1994","Urban Area","Female","","","",""
"151","1994","Rural Area","Male","","","",""
"151","1994","Rural Area","Female","","","",""
"152","1994","Urban Area","Male","","","",""
"152","1994","Urban Area","Female","","","",""
"152","1994","Rural Area","Male","","","",""
"152","1994","Rural Area","Female","","","",""
"154","1994","Urban Area","Male","","","",""
"154","1994","Urban Area","Female","","","",""
"154","1994","Rural Area","Male","","","",""
"154","1994","Rural Area","Female","","","",""
"155","1994","Urban Area","Male","","","",""
"155","1994","Urban Area","Female","","","",""
"155","1994","Rural Area","Male","","","",""
"155","1994","Rural Area","Female","","","",""
"156","1994","Urban Area","Male","","","",""
"156","1994","Urban Area","Female","","","",""
"156","1994","Rural Area","Male","","","",""
"156","1994","Rural Area","Female","","","",""
"158","1994","Urban Area","Male","","","",""
"158","1994","Urban Area","Female","","","",""
"158","1994","Rural Area","Male","","","",""
"158","1994","Rural Area","Female","","","",""
"162","1994","Urban Area","Male","","","",""
"162","1994","Urban Area","Female","","","",""
"162","1994","Rural Area","Male","","","",""
"162","1994","Rural Area","Female","","","",""
"164","1994","Urban Area","Male","","","",""
"164","1994","Urban Area","Female","","","",""
"164","1994","Rural Area","Male","","","",""
"164","1994","Rural Area","Female","","","",""
"165","1994","Urban Area","Male","","","",""
"165","1994","Urban Area","Female","","","",""
"165","1994","Rural Area","Male","","","",""
"165","1994","Rural Area","Female","","","",""
"166","1994","Urban Area","Male","","","",""
"166","1994","Urban Area","Female","","","",""
"166","1994","Rural Area","Male","","","",""
"166","1994","Rural Area","Female","","","",""
"167","1994","Urban Area","Male","","","",""
"167","1994","Urban Area","Female","","","",""
"167","1994","Rural Area","Male","","","",""
"167","1994","Rural Area","Female","","","",""
"168","1994","Urban Area","Male","","","",""
"168","1994","Urban Area","Female","","","",""
"168","1994","Rural Area","Male","","","",""
"168","1994","Rural Area","Female","","","",""
"169","1994","Urban Area","Male","","","",""
"169","1994","Urban Area","Female","","","",""
"169","1994","Rural Area","Male","","","",""
"169","1994","Rural Area","Female","","","",""
"172","1994","Urban Area","Male","","","",""
"172","1994","Urban Area","Female","","","",""
"172","1994","Rural Area","Male","","","",""
"172","1994","Rural Area","Female","","","",""
"173","1994","Urban Area","Male","","","",""
"173","1994","Urban Area","Female","","","",""
"173","1994","Rural Area","Male","","","",""
"173","1994","Rural Area","Female","","","",""
"178","1994","Urban Area","Male","","","",""
"178","1994","Urban Area","Female","","","",""
"178","1994","Rural Area","Male","","","",""
"178","1994","Rural Area","Female","","","",""
"181","1994","Urban Area","Male","","","",""
"181","1994","Urban Area","Female","","","",""
"181","1994","Rural Area","Male","","","",""
"181","1994","Rural Area","Female","","","",""
"183","1994","Urban Area","Male","","","",""
"183","1994","Urban Area","Female","","","",""
"183","1994","Rural Area","Male","","","",""
"183","1994","Rural Area","Female","","","",""
"188","1994","Urban Area","Male","","","",""
"188","1994","Urban Area","Female","","","",""
"188","1994","Rural Area","Male","","","",""
"188","1994","Rural Area","Female","","","",""
"195","1994","Urban Area","Male","","","",""
"195","1994","Urban Area","Female","","","",""
"195","1994","Rural Area","Male","","","",""
"195","1994","Rural Area","Female","","","",""
"196","1994","Urban Area","Male","","","",""
"196","1994","Urban Area","Female","","","",""
"196","1994","Rural Area","Male","","","",""
"196","1994","Rural Area","Female","","","",""
"999","1994","Urban Area","Male","","","",""
"999","1994","Urban Area","Female","","","",""
"999","1994","Rural Area","Male","","","",""
"999","1994","Rural Area","Female","","","",""
"1","1995","Urban Area","Male","3219","0.881661555929264","0.871963019455269","0.891360092403259"
"1","1995","Urban Area","Female","3653","0.907507482015194","0.899143306347726","0.915871657682662"
"1","1995","Rural Area","Male","2021","0.967807033749763","0.960366653514573","0.975247413984953"
"1","1995","Rural Area","Female","2175","0.967761444456177","0.960555313766872","0.974967575145482"
"2","1995","Urban Area","Male","408","0.0414065286189777","0.0354245622305537","0.0473884950074016"
"2","1995","Urban Area","Female","367","0.032364360430005","0.0272553807026912","0.0374733401573188"
"2","1995","Rural Area","Male","26","","",""
"2","1995","Rural Area","Female","26","","",""
"3","1995","Urban Area","Male","197","0.0229329471178734","0.0184384154662648","0.0274274787694819"
"3","1995","Urban Area","Female","195","0.0185651092942675","0.0146681646313409","0.0224620539571941"
"3","1995","Rural Area","Male","41","0.00858490284517533","0.00469610199927998","0.0124737036910707"
"3","1995","Rural Area","Female","39","0.00815434047557931","0.00448534937930793","0.0118233315718507"
"4","1995","Urban Area","Male","127","0.0080334616459903","0.00535310739011982","0.0107138159018608"
"4","1995","Urban Area","Female","121","0.00621114224477364","0.0039429621425905","0.00847932234695677"
"4","1995","Rural Area","Male","25","","",""
"4","1995","Rural Area","Female","20","","",""
"5","1995","Urban Area","Male","171","0.0134261166956913","0.00997044608072154","0.016881787310661"
"5","1995","Urban Area","Female","139","0.00932418279751936","0.00654948360721528","0.0120988819878234"
"5","1995","Rural Area","Male","33","0.0047849103876202","0.00187609856521784","0.00769372221002255"
"5","1995","Rural Area","Female","29","","",""
"6","1995","Urban Area","Male","71","0.00302993282059074","0.00137968228138826","0.00468018335979322"
"6","1995","Urban Area","Female","55","0.00230741370883528","0.000922234884434624","0.00369259253323594"
"6","1995","Rural Area","Male","5","","",""
"6","1995","Rural Area","Female","4","","",""
"10","1995","Urban Area","Male","11","","",""
"10","1995","Urban Area","Female","7","","",""
"10","1995","Rural Area","Male","","","",""
"10","1995","Rural Area","Female","5","","",""
"11","1995","Urban Area","Male","3","","",""
"11","1995","Urban Area","Female","6","","",""
"11","1995","Rural Area","Male","1","","",""
"11","1995","Rural Area","Female","1","","",""
"12","1995","Urban Area","Male","5","","",""
"12","1995","Urban Area","Female","8","","",""
"12","1995","Rural Area","Male","","","",""
"12","1995","Rural Area","Female","","","",""
"13","1995","Urban Area","Male","","","",""
"13","1995","Urban Area","Female","","","",""
"13","1995","Rural Area","Male","","","",""
"13","1995","Rural Area","Female","","","",""
"14","1995","Urban Area","Male","7","","",""
"14","1995","Urban Area","Female","1","","",""
"14","1995","Rural Area","Male","","","",""
"14","1995","Rural Area","Female","","","",""
"15","1995","Urban Area","Male","","","",""
"15","1995","Urban Area","Female","","","",""
"15","1995","Rural Area","Male","","","",""
"15","1995","Rural Area","Female","","","",""
"16","1995","Urban Area","Male","","","",""
"16","1995","Urban Area","Female","","","",""
"16","1995","Rural Area","Male","","","",""
"16","1995","Rural Area","Female","","","",""
"17","1995","Urban Area","Male","","","",""
"17","1995","Urban Area","Female","","","",""
"17","1995","Rural Area","Male","","","",""
"17","1995","Rural Area","Female","","","",""
"18","1995","Urban Area","Male","1","","",""
"18","1995","Urban Area","Female","3","","",""
"18","1995","Rural Area","Male","","","",""
"18","1995","Rural Area","Female","","","",""
"19","1995","Urban Area","Male","1","","",""
"19","1995","Urban Area","Female","2","","",""
"19","1995","Rural Area","Male","1","","",""
"19","1995","Rural Area","Female","1","","",""
"20","1995","Urban Area","Male","","","",""
"20","1995","Urban Area","Female","1","","",""
"20","1995","Rural Area","Male","","","",""
"20","1995","Rural Area","Female","","","",""
"21","1995","Urban Area","Male","2","","",""
"21","1995","Urban Area","Female","4","","",""
"21","1995","Rural Area","Male","","","",""
"21","1995","Rural Area","Female","","","",""
"22","1995","Urban Area","Male","8","","",""
"22","1995","Urban Area","Female","11","","",""
"22","1995","Rural Area","Male","1","","",""
"22","1995","Rural Area","Female","3","","",""
"23","1995","Urban Area","Male","","","",""
"23","1995","Urban Area","Female","","","",""
"23","1995","Rural Area","Male","1","","",""
"23","1995","Rural Area","Female","","","",""
"24","1995","Urban Area","Male","1","","",""
"24","1995","Urban Area","Female","1","","",""
"24","1995","Rural Area","Male","","","",""
"24","1995","Rural Area","Female","","","",""
"25","1995","Urban Area","Male","","","",""
"25","1995","Urban Area","Female","","","",""
"25","1995","Rural Area","Male","","","",""
"25","1995","Rural Area","Female","","","",""
"26","1995","Urban Area","Male","1","","",""
"26","1995","Urban Area","Female","3","","",""
"26","1995","Rural Area","Male","1","","",""
"26","1995","Rural Area","Female","","","",""
"27","1995","Urban Area","Male","","","",""
"27","1995","Urban Area","Female","","","",""
"27","1995","Rural Area","Male","","","",""
"27","1995","Rural Area","Female","","","",""
"28","1995","Urban Area","Male","4","","",""
"28","1995","Urban Area","Female","4","","",""
"28","1995","Rural Area","Male","","","",""
"28","1995","Rural Area","Female","","","",""
"29","1995","Urban Area","Male","2","","",""
"29","1995","Urban Area","Female","1","","",""
"29","1995","Rural Area","Male","","","",""
"29","1995","Rural Area","Female","","","",""
"30","1995","Urban Area","Male","","","",""
"30","1995","Urban Area","Female","","","",""
"30","1995","Rural Area","Male","","","",""
"30","1995","Rural Area","Female","","","",""
"31","1995","Urban Area","Male","","","",""
"31","1995","Urban Area","Female","2","","",""
"31","1995","Rural Area","Male","1","","",""
"31","1995","Rural Area","Female","","","",""
"32","1995","Urban Area","Male","2","","",""
"32","1995","Urban Area","Female","1","","",""
"32","1995","Rural Area","Male","1","","",""
"32","1995","Rural Area","Female","3","","",""
"34","1995","Urban Area","Male","","","",""
"34","1995","Urban Area","Female","","","",""
"34","1995","Rural Area","Male","","","",""
"34","1995","Rural Area","Female","","","",""
"35","1995","Urban Area","Male","","","",""
"35","1995","Urban Area","Female","1","","",""
"35","1995","Rural Area","Male","","","",""
"35","1995","Rural Area","Female","","","",""
"37","1995","Urban Area","Male","","","",""
"37","1995","Urban Area","Female","","","",""
"37","1995","Rural Area","Male","","","",""
"37","1995","Rural Area","Female","","","",""
"38","1995","Urban Area","Male","","","",""
"38","1995","Urban Area","Female","1","","",""
"38","1995","Rural Area","Male","","","",""
"38","1995","Rural Area","Female","","","",""
"39","1995","Urban Area","Male","","","",""
"39","1995","Urban Area","Female","1","","",""
"39","1995","Rural Area","Male","","","",""
"39","1995","Rural Area","Female","","","",""
"40","1995","Urban Area","Male","","","",""
"40","1995","Urban Area","Female","1","","",""
"40","1995","Rural Area","Male","","","",""
"40","1995","Rural Area","Female","","","",""
"41","1995","Urban Area","Male","","","",""
"41","1995","Urban Area","Female","","","",""
"41","1995","Rural Area","Male","1","","",""
"41","1995","Rural Area","Female","","","",""
"42","1995","Urban Area","Male","","","",""
"42","1995","Urban Area","Female","","","",""
"42","1995","Rural Area","Male","","","",""
"42","1995","Rural Area","Female","","","",""
"43","1995","Urban Area","Male","","","",""
"43","1995","Urban Area","Female","","","",""
"43","1995","Rural Area","Male","","","",""
"43","1995","Rural Area","Female","","","",""
"44","1995","Urban Area","Male","","","",""
"44","1995","Urban Area","Female","","","",""
"44","1995","Rural Area","Male","","","",""
"44","1995","Rural Area","Female","","","",""
"45","1995","Urban Area","Male","","","",""
"45","1995","Urban Area","Female","","","",""
"45","1995","Rural Area","Male","","","",""
"45","1995","Rural Area","Female","","","",""
"46","1995","Urban Area","Male","","","",""
"46","1995","Urban Area","Female","","","",""
"46","1995","Rural Area","Male","","","",""
"46","1995","Rural Area","Female","","","",""
"47","1995","Urban Area","Male","","","",""
"47","1995","Urban Area","Female","","","",""
"47","1995","Rural Area","Male","","","",""
"47","1995","Rural Area","Female","","","",""
"48","1995","Urban Area","Male","","","",""
"48","1995","Urban Area","Female","","","",""
"48","1995","Rural Area","Male","","","",""
"48","1995","Rural Area","Female","","","",""
"49","1995","Urban Area","Male","","","",""
"49","1995","Urban Area","Female","","","",""
"49","1995","Rural Area","Male","","","",""
"49","1995","Rural Area","Female","","","",""
"50","1995","Urban Area","Male","","","",""
"50","1995","Urban Area","Female","","","",""
"50","1995","Rural Area","Male","","","",""
"50","1995","Rural Area","Female","","","",""
"51","1995","Urban Area","Male","1","","",""
"51","1995","Urban Area","Female","","","",""
"51","1995","Rural Area","Male","","","",""
"51","1995","Rural Area","Female","","","",""
"52","1995","Urban Area","Male","1","","",""
"52","1995","Urban Area","Female","","","",""
"52","1995","Rural Area","Male","","","",""
"52","1995","Rural Area","Female","","","",""
"53","1995","Urban Area","Male","","","",""
"53","1995","Urban Area","Female","1","","",""
"53","1995","Rural Area","Male","","","",""
"53","1995","Rural Area","Female","","","",""
"54","1995","Urban Area","Male","1","","",""
"54","1995","Urban Area","Female","","","",""
"54","1995","Rural Area","Male","","","",""
"54","1995","Rural Area","Female","","","",""
"55","1995","Urban Area","Male","","","",""
"55","1995","Urban Area","Female","2","","",""
"55","1995","Rural Area","Male","1","","",""
"55","1995","Rural Area","Female","","","",""
"56","1995","Urban Area","Male","","","",""
"56","1995","Urban Area","Female","","","",""
"56","1995","Rural Area","Male","","","",""
"56","1995","Rural Area","Female","","","",""
"59","1995","Urban Area","Male","","","",""
"59","1995","Urban Area","Female","","","",""
"59","1995","Rural Area","Male","","","",""
"59","1995","Rural Area","Female","","","",""
"60","1995","Urban Area","Male","2","","",""
"60","1995","Urban Area","Female","1","","",""
"60","1995","Rural Area","Male","","","",""
"60","1995","Rural Area","Female","","","",""
"61","1995","Urban Area","Male","","","",""
"61","1995","Urban Area","Female","","","",""
"61","1995","Rural Area","Male","","","",""
"61","1995","Rural Area","Female","","","",""
"64","1995","Urban Area","Male","","","",""
"64","1995","Urban Area","Female","","","",""
"64","1995","Rural Area","Male","","","",""
"64","1995","Rural Area","Female","","","",""
"65","1995","Urban Area","Male","","","",""
"65","1995","Urban Area","Female","","","",""
"65","1995","Rural Area","Male","","","",""
"65","1995","Rural Area","Female","","","",""
"66","1995","Urban Area","Male","","","",""
"66","1995","Urban Area","Female","","","",""
"66","1995","Rural Area","Male","","","",""
"66","1995","Rural Area","Female","","","",""
"67","1995","Urban Area","Male","","","",""
"67","1995","Urban Area","Female","","","",""
"67","1995","Rural Area","Male","","","",""
"67","1995","Rural Area","Female","","","",""
"68","1995","Urban Area","Male","1","","",""
"68","1995","Urban Area","Female","1","","",""
"68","1995","Rural Area","Male","","","",""
"68","1995","Rural Area","Female","","","",""
"71","1995","Urban Area","Male","","","",""
"71","1995","Urban Area","Female","","","",""
"71","1995","Rural Area","Male","","","",""
"71","1995","Rural Area","Female","","","",""
"72","1995","Urban Area","Male","","","",""
"72","1995","Urban Area","Female","","","",""
"72","1995","Rural Area","Male","","","",""
"72","1995","Rural Area","Female","","","",""
"73","1995","Urban Area","Male","","","",""
"73","1995","Urban Area","Female","","","",""
"73","1995","Rural Area","Male","","","",""
"73","1995","Rural Area","Female","","","",""
"74","1995","Urban Area","Male","","","",""
"74","1995","Urban Area","Female","2","","",""
"74","1995","Rural Area","Male","","","",""
"74","1995","Rural Area","Female","","","",""
"75","1995","Urban Area","Male","1","","",""
"75","1995","Urban Area","Female","1","","",""
"75","1995","Rural Area","Male","","","",""
"75","1995","Rural Area","Female","","","",""
"76","1995","Urban Area","Male","","","",""
"76","1995","Urban Area","Female","","","",""
"76","1995","Rural Area","Male","","","",""
"76","1995","Rural Area","Female","","","",""
"77","1995","Urban Area","Male","","","",""
"77","1995","Urban Area","Female","","","",""
"77","1995","Rural Area","Male","","","",""
"77","1995","Rural Area","Female","","","",""
"78","1995","Urban Area","Male","1","","",""
"78","1995","Urban Area","Female","1","","",""
"78","1995","Rural Area","Male","1","","",""
"78","1995","Rural Area","Female","1","","",""
"79","1995","Urban Area","Male","","","",""
"79","1995","Urban Area","Female","","","",""
"79","1995","Rural Area","Male","","","",""
"79","1995","Rural Area","Female","","","",""
"80","1995","Urban Area","Male","","","",""
"80","1995","Urban Area","Female","","","",""
"80","1995","Rural Area","Male","","","",""
"80","1995","Rural Area","Female","","","",""
"81","1995","Urban Area","Male","1","","",""
"81","1995","Urban Area","Female","","","",""
"81","1995","Rural Area","Male","","","",""
"81","1995","Rural Area","Female","","","",""
"82","1995","Urban Area","Male","","","",""
"82","1995","Urban Area","Female","","","",""
"82","1995","Rural Area","Male","","","",""
"82","1995","Rural Area","Female","","","",""
"83","1995","Urban Area","Male","2","","",""
"83","1995","Urban Area","Female","1","","",""
"83","1995","Rural Area","Male","1","","",""
"83","1995","Rural Area","Female","1","","",""
"84","1995","Urban Area","Male","","","",""
"84","1995","Urban Area","Female","","","",""
"84","1995","Rural Area","Male","","","",""
"84","1995","Rural Area","Female","","","",""
"85","1995","Urban Area","Male","","","",""
"85","1995","Urban Area","Female","","","",""
"85","1995","Rural Area","Male","","","",""
"85","1995","Rural Area","Female","","","",""
"86","1995","Urban Area","Male","","","",""
"86","1995","Urban Area","Female","","","",""
"86","1995","Rural Area","Male","","","",""
"86","1995","Rural Area","Female","","","",""
"89","1995","Urban Area","Male","3","","",""
"89","1995","Urban Area","Female","4","","",""
"89","1995","Rural Area","Male","","","",""
"89","1995","Rural Area","Female","","","",""
"90","1995","Urban Area","Male","","","",""
"90","1995","Urban Area","Female","1","","",""
"90","1995","Rural Area","Male","","","",""
"90","1995","Rural Area","Female","","","",""
"92","1995","Urban Area","Male","1","","",""
"92","1995","Urban Area","Female","","","",""
"92","1995","Rural Area","Male","","","",""
"92","1995","Rural Area","Female","","","",""
"94","1995","Urban Area","Male","2","","",""
"94","1995","Urban Area","Female","","","",""
"94","1995","Rural Area","Male","","","",""
"94","1995","Rural Area","Female","","","",""
"95","1995","Urban Area","Male","","","",""
"95","1995","Urban Area","Female","","","",""
"95","1995","Rural Area","Male","","","",""
"95","1995","Rural Area","Female","","","",""
"96","1995","Urban Area","Male","","","",""
"96","1995","Urban Area","Female","1","","",""
"96","1995","Rural Area","Male","","","",""
"96","1995","Rural Area","Female","","","",""
"97","1995","Urban Area","Male","","","",""
"97","1995","Urban Area","Female","","","",""
"97","1995","Rural Area","Male","","","",""
"97","1995","Rural Area","Female","","","",""
"98","1995","Urban Area","Male","1","","",""
"98","1995","Urban Area","Female","2","","",""
"98","1995","Rural Area","Male","","","",""
"98","1995","Rural Area","Female","","","",""
"101","1995","Urban Area","Male","","","",""
"101","1995","Urban Area","Female","","","",""
"101","1995","Rural Area","Male","","","",""
"101","1995","Rural Area","Female","","","",""
"102","1995","Urban Area","Male","1","","",""
"102","1995","Urban Area","Female","2","","",""
"102","1995","Rural Area","Male","","","",""
"102","1995","Rural Area","Female","","","",""
"103","1995","Urban Area","Male","1","","",""
"103","1995","Urban Area","Female","","","",""
"103","1995","Rural Area","Male","","","",""
"103","1995","Rural Area","Female","","","",""
"105","1995","Urban Area","Male","","","",""
"105","1995","Urban Area","Female","","","",""
"105","1995","Rural Area","Male","","","",""
"105","1995","Rural Area","Female","","","",""
"108","1995","Urban Area","Male","","","",""
"108","1995","Urban Area","Female","","","",""
"108","1995","Rural Area","Male","","","",""
"108","1995","Rural Area","Female","","","",""
"110","1995","Urban Area","Male","","","",""
"110","1995","Urban Area","Female","","","",""
"110","1995","Rural Area","Male","","","",""
"110","1995","Rural Area","Female","","","",""
"111","1995","Urban Area","Male","","","",""
"111","1995","Urban Area","Female","","","",""
"111","1995","Rural Area","Male","","","",""
"111","1995","Rural Area","Female","","","",""
"113","1995","Urban Area","Male","","","",""
"113","1995","Urban Area","Female","","","",""
"113","1995","Rural Area","Male","","","",""
"113","1995","Rural Area","Female","","","",""
"116","1995","Urban Area","Male","","","",""
"116","1995","Urban Area","Female","","","",""
"116","1995","Rural Area","Male","","","",""
"116","1995","Rural Area","Female","","","",""
"117","1995","Urban Area","Male","","","",""
"117","1995","Urban Area","Female","","","",""
"117","1995","Rural Area","Male","","","",""
"117","1995","Rural Area","Female","","","",""
"118","1995","Urban Area","Male","","","",""
"118","1995","Urban Area","Female","","","",""
"118","1995","Rural Area","Male","","","",""
"118","1995","Rural Area","Female","","","",""
"119","1995","Urban Area","Male","","","",""
"119","1995","Urban Area","Female","","","",""
"119","1995","Rural Area","Male","","","",""
"119","1995","Rural Area","Female","","","",""
"120","1995","Urban Area","Male","","","",""
"120","1995","Urban Area","Female","","","",""
"120","1995","Rural Area","Male","","","",""
"120","1995","Rural Area","Female","","","",""
"121","1995","Urban Area","Male","","","",""
"121","1995","Urban Area","Female","","","",""
"121","1995","Rural Area","Male","","","",""
"121","1995","Rural Area","Female","","","",""
"122","1995","Urban Area","Male","","","",""
"122","1995","Urban Area","Female","","","",""
"122","1995","Rural Area","Male","","","",""
"122","1995","Rural Area","Female","","","",""
"123","1995","Urban Area","Male","","","",""
"123","1995","Urban Area","Female","","","",""
"123","1995","Rural Area","Male","","","",""
"123","1995","Rural Area","Female","","","",""
"124","1995","Urban Area","Male","","","",""
"124","1995","Urban Area","Female","","","",""
"124","1995","Rural Area","Male","","","",""
"124","1995","Rural Area","Female","","","",""
"125","1995","Urban Area","Male","","","",""
"125","1995","Urban Area","Female","","","",""
"125","1995","Rural Area","Male","","","",""
"125","1995","Rural Area","Female","","","",""
"127","1995","Urban Area","Male","","","",""
"127","1995","Urban Area","Female","","","",""
"127","1995","Rural Area","Male","","","",""
"127","1995","Rural Area","Female","","","",""
"128","1995","Urban Area","Male","","","",""
"128","1995","Urban Area","Female","","","",""
"128","1995","Rural Area","Male","","","",""
"128","1995","Rural Area","Female","","","",""
"129","1995","Urban Area","Male","","","",""
"129","1995","Urban Area","Female","","","",""
"129","1995","Rural Area","Male","","","",""
"129","1995","Rural Area","Female","","","",""
"130","1995","Urban Area","Male","","","",""
"130","1995","Urban Area","Female","","","",""
"130","1995","Rural Area","Male","","","",""
"130","1995","Rural Area","Female","","","",""
"131","1995","Urban Area","Male","","","",""
"131","1995","Urban Area","Female","","","",""
"131","1995","Rural Area","Male","","","",""
"131","1995","Rural Area","Female","","","",""
"132","1995","Urban Area","Male","","","",""
"132","1995","Urban Area","Female","","","",""
"132","1995","Rural Area","Male","","","",""
"132","1995","Rural Area","Female","","","",""
"133","1995","Urban Area","Male","","","",""
"133","1995","Urban Area","Female","","","",""
"133","1995","Rural Area","Male","","","",""
"133","1995","Rural Area","Female","","","",""
"135","1995","Urban Area","Male","","","",""
"135","1995","Urban Area","Female","","","",""
"135","1995","Rural Area","Male","","","",""
"135","1995","Rural Area","Female","","","",""
"138","1995","Urban Area","Male","","","",""
"138","1995","Urban Area","Female","","","",""
"138","1995","Rural Area","Male","","","",""
"138","1995","Rural Area","Female","","","",""
"139","1995","Urban Area","Male","","","",""
"139","1995","Urban Area","Female","","","",""
"139","1995","Rural Area","Male","","","",""
"139","1995","Rural Area","Female","","","",""
"140","1995","Urban Area","Male","","","",""
"140","1995","Urban Area","Female","","","",""
"140","1995","Rural Area","Male","","","",""
"140","1995","Rural Area","Female","","","",""
"141","1995","Urban Area","Male","","","",""
"141","1995","Urban Area","Female","","","",""
"141","1995","Rural Area","Male","","","",""
"141","1995","Rural Area","Female","","","",""
"142","1995","Urban Area","Male","","","",""
"142","1995","Urban Area","Female","","","",""
"142","1995","Rural Area","Male","","","",""
"142","1995","Rural Area","Female","","","",""
"143","1995","Urban Area","Male","","","",""
"143","1995","Urban Area","Female","","","",""
"143","1995","Rural Area","Male","","","",""
"143","1995","Rural Area","Female","","","",""
"144","1995","Urban Area","Male","","","",""
"144","1995","Urban Area","Female","","","",""
"144","1995","Rural Area","Male","","","",""
"144","1995","Rural Area","Female","","","",""
"145","1995","Urban Area","Male","","","",""
"145","1995","Urban Area","Female","","","",""
