"pgnation","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"3","2000","West Germany","Male","62","0.00516095559114881","0.00366767766867009","0.00665423351362753"
"3","2000","West Germany","Female","61","0.00459081675965591","0.00323453028809062","0.0059471032312212"
"3","2000","East Germany","Male","","","",""
"3","2000","East Germany","Female","","","",""
"4","2000","West Germany","Male","115","0.00518350740129953","0.00368698741189129","0.00668002739070777"
"4","2000","West Germany","Female","101","0.00464597231481776","0.00328160053841491","0.0060103440912206"
"4","2000","East Germany","Male","","","",""
"4","2000","East Germany","Female","","","",""
"5","2000","West Germany","Male","207","0.0161784823869344","0.0135492666617141","0.0188076981121547"
"5","2000","West Germany","Female","159","0.0106176349611138","0.00856126331669798","0.0126740066055297"
"5","2000","East Germany","Male","","","",""
"5","2000","East Germany","Female","","","",""
"6","2000","West Germany","Male","50","0.00265228735846675","0.00158044045395165","0.00372413426298184"
"6","2000","West Germany","Female","39","0.0024116509318001","0.0014275525065226","0.0033957493570776"
"6","2000","East Germany","Male","","","",""
"6","2000","East Germany","Female","","","",""
"10","2000","West Germany","Male","23","","",""
"10","2000","West Germany","Female","24","","",""
"10","2000","East Germany","Male","","","",""
"10","2000","East Germany","Female","1","","",""
"11","2000","West Germany","Male","14","","",""
"11","2000","West Germany","Female","12","","",""
"11","2000","East Germany","Male","","","",""
"11","2000","East Germany","Female","","","",""
"12","2000","West Germany","Male","","","",""
"12","2000","West Germany","Female","","","",""
"12","2000","East Germany","Male","","","",""
"12","2000","East Germany","Female","","","",""
"13","2000","West Germany","Male","","","",""
"13","2000","West Germany","Female","2","","",""
"13","2000","East Germany","Male","","","",""
"13","2000","East Germany","Female","","","",""
"14","2000","West Germany","Male","20","","",""
"14","2000","West Germany","Female","6","","",""
"14","2000","East Germany","Male","","","",""
"14","2000","East Germany","Female","","","",""
"15","2000","West Germany","Male","1","","",""
"15","2000","West Germany","Female","1","","",""
"15","2000","East Germany","Male","","","",""
"15","2000","East Germany","Female","","","",""
"16","2000","West Germany","Male","1","","",""
"16","2000","West Germany","Female","","","",""
"16","2000","East Germany","Male","","","",""
"16","2000","East Germany","Female","","","",""
"17","2000","West Germany","Male","1","","",""
"17","2000","West Germany","Female","3","","",""
"17","2000","East Germany","Male","","","",""
"17","2000","East Germany","Female","","","",""
"18","2000","West Germany","Male","14","","",""
"18","2000","West Germany","Female","12","","",""
"18","2000","East Germany","Male","","","",""
"18","2000","East Germany","Female","","","",""
"19","2000","West Germany","Male","2","","",""
"19","2000","West Germany","Female","5","","",""
"19","2000","East Germany","Male","","","",""
"19","2000","East Germany","Female","","","",""
"20","2000","West Germany","Male","","","",""
"20","2000","West Germany","Female","1","","",""
"20","2000","East Germany","Male","","","",""
"20","2000","East Germany","Female","","","",""
"21","2000","West Germany","Male","5","","",""
"21","2000","West Germany","Female","4","","",""
"21","2000","East Germany","Male","","","",""
"21","2000","East Germany","Female","","","",""
"22","2000","West Germany","Male","13","","",""
"22","2000","West Germany","Female","26","","",""
"22","2000","East Germany","Male","","","",""
"22","2000","East Germany","Female","1","","",""
"23","2000","West Germany","Male","1","","",""
"23","2000","West Germany","Female","1","","",""
"23","2000","East Germany","Male","","","",""
"23","2000","East Germany","Female","","","",""
"24","2000","West Germany","Male","13","","",""
"24","2000","West Germany","Female","6","","",""
"24","2000","East Germany","Male","","","",""
"24","2000","East Germany","Female","","","",""
"25","2000","West Germany","Male","1","","",""
"25","2000","West Germany","Female","2","","",""
"25","2000","East Germany","Male","","","",""
"25","2000","East Germany","Female","","","",""
"26","2000","West Germany","Male","5","","",""
"26","2000","West Germany","Female","5","","",""
"26","2000","East Germany","Male","","","",""
"26","2000","East Germany","Female","","","",""
"27","2000","West Germany","Male","","","",""
"27","2000","West Germany","Female","","","",""
"27","2000","East Germany","Male","","","",""
"27","2000","East Germany","Female","","","",""
"28","2000","West Germany","Male","12","","",""
"28","2000","West Germany","Female","11","","",""
"28","2000","East Germany","Male","","","",""
"28","2000","East Germany","Female","","","",""
"29","2000","West Germany","Male","","","",""
"29","2000","West Germany","Female","1","","",""
"29","2000","East Germany","Male","","","",""
"29","2000","East Germany","Female","1","","",""
"30","2000","West Germany","Male","1","","",""
"30","2000","West Germany","Female","","","",""
"30","2000","East Germany","Male","","","",""
"30","2000","East Germany","Female","","","",""
"31","2000","West Germany","Male","1","","",""
"31","2000","West Germany","Female","5","","",""
"31","2000","East Germany","Male","","","",""
"31","2000","East Germany","Female","","","",""
"32","2000","West Germany","Male","11","","",""
"32","2000","West Germany","Female","10","","",""
"32","2000","East Germany","Male","2","","",""
"32","2000","East Germany","Female","4","","",""
"34","2000","West Germany","Male","","","",""
"34","2000","West Germany","Female","1","","",""
"34","2000","East Germany","Male","","","",""
"34","2000","East Germany","Female","","","",""
"35","2000","West Germany","Male","1","","",""
"35","2000","West Germany","Female","","","",""
"35","2000","East Germany","Male","","","",""
"35","2000","East Germany","Female","","","",""
"36","2000","West Germany","Male","","","",""
"36","2000","West Germany","Female","","","",""
"36","2000","East Germany","Male","","","",""
"36","2000","East Germany","Female","","","",""
"37","2000","West Germany","Male","","","",""
"37","2000","West Germany","Female","","","",""
"37","2000","East Germany","Male","","","",""
"37","2000","East Germany","Female","","","",""
"38","2000","West Germany","Male","2","","",""
"38","2000","West Germany","Female","4","","",""
"38","2000","East Germany","Male","","","",""
"38","2000","East Germany","Female","","","",""
"39","2000","West Germany","Male","","","",""
"39","2000","West Germany","Female","","","",""
"39","2000","East Germany","Male","","","",""
"39","2000","East Germany","Female","","","",""
"40","2000","West Germany","Male","","","",""
"40","2000","West Germany","Female","2","","",""
"40","2000","East Germany","Male","","","",""
"40","2000","East Germany","Female","","","",""
"41","2000","West Germany","Male","","","",""
"41","2000","West Germany","Female","","","",""
"41","2000","East Germany","Male","","","",""
"41","2000","East Germany","Female","","","",""
"42","2000","West Germany","Male","","","",""
"42","2000","West Germany","Female","","","",""
"42","2000","East Germany","Male","","","",""
"42","2000","East Germany","Female","","","",""
"43","2000","West Germany","Male","1","","",""
"43","2000","West Germany","Female","4","","",""
"43","2000","East Germany","Male","","","",""
"43","2000","East Germany","Female","","","",""
"44","2000","West Germany","Male","","","",""
"44","2000","West Germany","Female","3","","",""
"44","2000","East Germany","Male","","","",""
"44","2000","East Germany","Female","","","",""
"45","2000","West Germany","Male","","","",""
"45","2000","West Germany","Female","","","",""
"45","2000","East Germany","Male","","","",""
"45","2000","East Germany","Female","","","",""
"46","2000","West Germany","Male","","","",""
"46","2000","West Germany","Female","","","",""
"46","2000","East Germany","Male","","","",""
"46","2000","East Germany","Female","","","",""
"47","2000","West Germany","Male","","","",""
"47","2000","West Germany","Female","","","",""
"47","2000","East Germany","Male","","","",""
"47","2000","East Germany","Female","","","",""
"48","2000","West Germany","Male","1","","",""
"48","2000","West Germany","Female","","","",""
"48","2000","East Germany","Male","","","",""
"48","2000","East Germany","Female","","","",""
"49","2000","West Germany","Male","3","","",""
"49","2000","West Germany","Female","","","",""
"49","2000","East Germany","Male","","","",""
"49","2000","East Germany","Female","","","",""
"50","2000","West Germany","Male","","","",""
"50","2000","West Germany","Female","","","",""
"50","2000","East Germany","Male","","","",""
"50","2000","East Germany","Female","","","",""
"51","2000","West Germany","Male","1","","",""
"51","2000","West Germany","Female","","","",""
"51","2000","East Germany","Male","","","",""
"51","2000","East Germany","Female","","","",""
"52","2000","West Germany","Male","1","","",""
"52","2000","West Germany","Female","1","","",""
"52","2000","East Germany","Male","","","",""
"52","2000","East Germany","Female","","","",""
"53","2000","West Germany","Male","","","",""
"53","2000","West Germany","Female","","","",""
"53","2000","East Germany","Male","","","",""
"53","2000","East Germany","Female","","","",""
"54","2000","West Germany","Male","1","","",""
"54","2000","West Germany","Female","","","",""
"54","2000","East Germany","Male","","","",""
"54","2000","East Germany","Female","","","",""
"55","2000","West Germany","Male","2","","",""
"55","2000","West Germany","Female","2","","",""
"55","2000","East Germany","Male","","","",""
"55","2000","East Germany","Female","","","",""
"56","2000","West Germany","Male","","","",""
"56","2000","West Germany","Female","","","",""
"56","2000","East Germany","Male","","","",""
"56","2000","East Germany","Female","","","",""
"59","2000","West Germany","Male","","","",""
"59","2000","West Germany","Female","1","","",""
"59","2000","East Germany","Male","","","",""
"59","2000","East Germany","Female","","","",""
"60","2000","West Germany","Male","1","","",""
"60","2000","West Germany","Female","","","",""
"60","2000","East Germany","Male","1","","",""
"60","2000","East Germany","Female","","","",""
"61","2000","West Germany","Male","","","",""
"61","2000","West Germany","Female","4","","",""
"61","2000","East Germany","Male","","","",""
"61","2000","East Germany","Female","","","",""
"64","2000","West Germany","Male","","","",""
"64","2000","West Germany","Female","1","","",""
"64","2000","East Germany","Male","","","",""
"64","2000","East Germany","Female","","","",""
"65","2000","West Germany","Male","2","","",""
"65","2000","West Germany","Female","2","","",""
"65","2000","East Germany","Male","","","",""
"65","2000","East Germany","Female","","","",""
"66","2000","West Germany","Male","","","",""
"66","2000","West Germany","Female","","","",""
"66","2000","East Germany","Male","","","",""
"66","2000","East Germany","Female","","","",""
"67","2000","West Germany","Male","7","","",""
"67","2000","West Germany","Female","3","","",""
"67","2000","East Germany","Male","","","",""
"67","2000","East Germany","Female","","","",""
"68","2000","West Germany","Male","1","","",""
"68","2000","West Germany","Female","1","","",""
"68","2000","East Germany","Male","","","",""
"68","2000","East Germany","Female","","","",""
"71","2000","West Germany","Male","1","","",""
"71","2000","West Germany","Female","1","","",""
"71","2000","East Germany","Male","","","",""
"71","2000","East Germany","Female","","","",""
"72","2000","West Germany","Male","","","",""
"72","2000","West Germany","Female","","","",""
"72","2000","East Germany","Male","","","",""
"72","2000","East Germany","Female","","","",""
"73","2000","West Germany","Male","","","",""
"73","2000","West Germany","Female","","","",""
"73","2000","East Germany","Male","","","",""
"73","2000","East Germany","Female","","","",""
"74","2000","West Germany","Male","","","",""
"74","2000","West Germany","Female","3","","",""
"74","2000","East Germany","Male","","","",""
"74","2000","East Germany","Female","","","",""
"75","2000","West Germany","Male","7","","",""
"75","2000","West Germany","Female","5","","",""
"75","2000","East Germany","Male","","","",""
"75","2000","East Germany","Female","","","",""
"76","2000","West Germany","Male","4","","",""
"76","2000","West Germany","Female","4","","",""
"76","2000","East Germany","Male","","","",""
"76","2000","East Germany","Female","","","",""
"77","2000","West Germany","Male","1","","",""
"77","2000","West Germany","Female","","","",""
"77","2000","East Germany","Male","","","",""
"77","2000","East Germany","Female","","","",""
"78","2000","West Germany","Male","5","","",""
"78","2000","West Germany","Female","6","","",""
"78","2000","East Germany","Male","","","",""
"78","2000","East Germany","Female","1","","",""
"79","2000","West Germany","Male","","","",""
"79","2000","West Germany","Female","","","",""
"79","2000","East Germany","Male","1","","",""
"79","2000","East Germany","Female","","","",""
"80","2000","West Germany","Male","","","",""
"80","2000","West Germany","Female","","","",""
"80","2000","East Germany","Male","","","",""
"80","2000","East Germany","Female","","","",""
"81","2000","West Germany","Male","1","","",""
"81","2000","West Germany","Female","","","",""
"81","2000","East Germany","Male","","","",""
"81","2000","East Germany","Female","","","",""
"82","2000","West Germany","Male","","","",""
"82","2000","West Germany","Female","","","",""
"82","2000","East Germany","Male","","","",""
"82","2000","East Germany","Female","","","",""
"83","2000","West Germany","Male","2","","",""
"83","2000","West Germany","Female","3","","",""
"83","2000","East Germany","Male","5","","",""
"83","2000","East Germany","Female","5","","",""
"84","2000","West Germany","Male","","","",""
"84","2000","West Germany","Female","","","",""
"84","2000","East Germany","Male","","","",""
"84","2000","East Germany","Female","","","",""
"85","2000","West Germany","Male","1","","",""
"85","2000","West Germany","Female","1","","",""
"85","2000","East Germany","Male","","","",""
"85","2000","East Germany","Female","","","",""
"86","2000","West Germany","Male","","","",""
"86","2000","West Germany","Female","","","",""
"86","2000","East Germany","Male","","","",""
"86","2000","East Germany","Female","","","",""
"89","2000","West Germany","Male","1","","",""
"89","2000","West Germany","Female","2","","",""
"89","2000","East Germany","Male","","","",""
"89","2000","East Germany","Female","","","",""
"90","2000","West Germany","Male","1","","",""
"90","2000","West Germany","Female","","","",""
"90","2000","East Germany","Male","","","",""
"90","2000","East Germany","Female","","","",""
"92","2000","West Germany","Male","","","",""
"92","2000","West Germany","Female","","","",""
"92","2000","East Germany","Male","","","",""
"92","2000","East Germany","Female","","","",""
"94","2000","West Germany","Male","","","",""
"94","2000","West Germany","Female","","","",""
"94","2000","East Germany","Male","","","",""
"94","2000","East Germany","Female","","","",""
"95","2000","West Germany","Male","","","",""
"95","2000","West Germany","Female","","","",""
"95","2000","East Germany","Male","","","",""
"95","2000","East Germany","Female","","","",""
"96","2000","West Germany","Male","","","",""
"96","2000","West Germany","Female","","","",""
"96","2000","East Germany","Male","","","",""
"96","2000","East Germany","Female","","","",""
"97","2000","West Germany","Male","","","",""
"97","2000","West Germany","Female","","","",""
"97","2000","East Germany","Male","","","",""
"97","2000","East Germany","Female","","","",""
"98","2000","West Germany","Male","3","","",""
"98","2000","West Germany","Female","1","","",""
"98","2000","East Germany","Male","","","",""
"98","2000","East Germany","Female","","","",""
"101","2000","West Germany","Male","","","",""
"101","2000","West Germany","Female","","","",""
"101","2000","East Germany","Male","","","",""
"101","2000","East Germany","Female","","","",""
"102","2000","West Germany","Male","1","","",""
"102","2000","West Germany","Female","","","",""
"102","2000","East Germany","Male","","","",""
"102","2000","East Germany","Female","","","",""
"103","2000","West Germany","Male","1","","",""
"103","2000","West Germany","Female","","","",""
"103","2000","East Germany","Male","","","",""
"103","2000","East Germany","Female","","","",""
"105","2000","West Germany","Male","","","",""
"105","2000","West Germany","Female","","","",""
"105","2000","East Germany","Male","","","",""
"105","2000","East Germany","Female","","","",""
"108","2000","West Germany","Male","","","",""
"108","2000","West Germany","Female","","","",""
"108","2000","East Germany","Male","","","",""
"108","2000","East Germany","Female","","","",""
"110","2000","West Germany","Male","","","",""
"110","2000","West Germany","Female","","","",""
"110","2000","East Germany","Male","","","",""
"110","2000","East Germany","Female","","","",""
"111","2000","West Germany","Male","","","",""
"111","2000","West Germany","Female","","","",""
"111","2000","East Germany","Male","","","",""
"111","2000","East Germany","Female","","","",""
"113","2000","West Germany","Male","","","",""
"113","2000","West Germany","Female","","","",""
"113","2000","East Germany","Male","","","",""
"113","2000","East Germany","Female","","","",""
"116","2000","West Germany","Male","3","","",""
"116","2000","West Germany","Female","3","","",""
"116","2000","East Germany","Male","","","",""
"116","2000","East Germany","Female","","","",""
"117","2000","West Germany","Male","2","","",""
"117","2000","West Germany","Female","8","","",""
"117","2000","East Germany","Male","","","",""
"117","2000","East Germany","Female","","","",""
"118","2000","West Germany","Male","10","","",""
"118","2000","West Germany","Female","12","","",""
"118","2000","East Germany","Male","","","",""
"118","2000","East Germany","Female","","","",""
"119","2000","West Germany","Male","52","0.00393376852262589","0.00262925771560452","0.00523827932964726"
"119","2000","West Germany","Female","72","0.00564247987711345","0.0041396427354022","0.0071453170188247"
"119","2000","East Germany","Male","","","",""
"119","2000","East Germany","Female","","","",""
"120","2000","West Germany","Male","43","0.00442670915839272","0.00304321832688711","0.00581019998989833"
"120","2000","West Germany","Female","42","0.00363694800674188","0.00242918149800624","0.00484471451547751"
"120","2000","East Germany","Male","","","",""
"120","2000","East Germany","Female","","","",""
"121","2000","West Germany","Male","11","","",""
"121","2000","West Germany","Female","14","","",""
"121","2000","East Germany","Male","1","","",""
"121","2000","East Germany","Female","","","",""
"122","2000","West Germany","Male","6","","",""
"122","2000","West Germany","Female","5","","",""
"122","2000","East Germany","Male","","","",""
"122","2000","East Germany","Female","","","",""
"123","2000","West Germany","Male","","","",""
"123","2000","West Germany","Female","1","","",""
"123","2000","East Germany","Male","1","","",""
"123","2000","East Germany","Female","","","",""
"124","2000","West Germany","Male","","","",""
"124","2000","West Germany","Female","","","",""
"124","2000","East Germany","Male","","","",""
"124","2000","East Germany","Female","","","",""
"125","2000","West Germany","Male","","","",""
"125","2000","West Germany","Female","","","",""
"125","2000","East Germany","Male","","","",""
"125","2000","East Germany","Female","","","",""
"127","2000","West Germany","Male","","","",""
"127","2000","West Germany","Female","","","",""
"127","2000","East Germany","Male","","","",""
"127","2000","East Germany","Female","","","",""
"128","2000","West Germany","Male","","","",""
"128","2000","West Germany","Female","","","",""
"128","2000","East Germany","Male","","","",""
"128","2000","East Germany","Female","","","",""
"129","2000","West Germany","Male","","","",""
"129","2000","West Germany","Female","","","",""
"129","2000","East Germany","Male","","","",""
"129","2000","East Germany","Female","","","",""
"130","2000","West Germany","Male","","","",""
"130","2000","West Germany","Female","1","","",""
"130","2000","East Germany","Male","","","",""
"130","2000","East Germany","Female","","","",""
"131","2000","West Germany","Male","","","",""
"131","2000","West Germany","Female","","","",""
"131","2000","East Germany","Male","","","",""
"131","2000","East Germany","Female","","","",""
"132","2000","West Germany","Male","","","",""
"132","2000","West Germany","Female","2","","",""
"132","2000","East Germany","Male","","","",""
"132","2000","East Germany","Female","","","",""
"133","2000","West Germany","Male","","","",""
"133","2000","West Germany","Female","","","",""
"133","2000","East Germany","Male","","","",""
"133","2000","East Germany","Female","","","",""
"135","2000","West Germany","Male","","","",""
"135","2000","West Germany","Female","1","","",""
"135","2000","East Germany","Male","","","",""
"135","2000","East Germany","Female","","","",""
"138","2000","West Germany","Male","","","",""
"138","2000","West Germany","Female","1","","",""
"138","2000","East Germany","Male","","","",""
"138","2000","East Germany","Female","","","",""
"139","2000","West Germany","Male","","","",""
"139","2000","West Germany","Female","1","","",""
"139","2000","East Germany","Male","","","",""
"139","2000","East Germany","Female","","","",""
"140","2000","West Germany","Male","16","","",""
"140","2000","West Germany","Female","14","","",""
"140","2000","East Germany","Male","","","",""
"140","2000","East Germany","Female","","","",""
"141","2000","West Germany","Male","","","",""
"141","2000","West Germany","Female","","","",""
"141","2000","East Germany","Male","","","",""
"141","2000","East Germany","Female","","","",""
"142","2000","West Germany","Male","","","",""
"142","2000","West Germany","Female","","","",""
"142","2000","East Germany","Male","","","",""
"142","2000","East Germany","Female","","","",""
"143","2000","West Germany","Male","","","",""
"143","2000","West Germany","Female","1","","",""
"143","2000","East Germany","Male","","","",""
"143","2000","East Germany","Female","","","",""
"144","2000","West Germany","Male","1","","",""
"144","2000","West Germany","Female","1","","",""
"144","2000","East Germany","Male","","","",""
"144","2000","East Germany","Female","","","",""
"145","2000","West Germany","Male","1","","",""
"145","2000","West Germany","Female","","","",""
"145","2000","East Germany","Male","","","",""
"145","2000","East Germany","Female","","","",""
"146","2000","West Germany","Male","","","",""
"146","2000","West Germany","Female","","","",""
"146","2000","East Germany","Male","","","",""
"146","2000","East Germany","Female","","","",""
"147","2000","West Germany","Male","","","",""
"147","2000","West Germany","Female","","","",""
"147","2000","East Germany","Male","","","",""
"147","2000","East Germany","Female","","","",""
"148","2000","West Germany","Male","","","",""
"148","2000","West Germany","Female","1","","",""
"148","2000","East Germany","Male","","","",""
"148","2000","East Germany","Female","","","",""
"149","2000","West Germany","Male","","","",""
"149","2000","West Germany","Female","","","",""
"149","2000","East Germany","Male","","","",""
"149","2000","East Germany","Female","","","",""
"151","2000","West Germany","Male","","","",""
"151","2000","West Germany","Female","","","",""
"151","2000","East Germany","Male","","","",""
"151","2000","East Germany","Female","","","",""
"152","2000","West Germany","Male","","","",""
"152","2000","West Germany","Female","","","",""
"152","2000","East Germany","Male","","","",""
"152","2000","East Germany","Female","","","",""
"154","2000","West Germany","Male","","","",""
"154","2000","West Germany","Female","","","",""
"154","2000","East Germany","Male","","","",""
"154","2000","East Germany","Female","","","",""
"155","2000","West Germany","Male","","","",""
"155","2000","West Germany","Female","","","",""
"155","2000","East Germany","Male","","","",""
"155","2000","East Germany","Female","","","",""
"156","2000","West Germany","Male","","","",""
"156","2000","West Germany","Female","","","",""
"156","2000","East Germany","Male","","","",""
"156","2000","East Germany","Female","","","",""
"158","2000","West Germany","Male","","","",""
"158","2000","West Germany","Female","","","",""
"158","2000","East Germany","Male","","","",""
"158","2000","East Germany","Female","","","",""
"162","2000","West Germany","Male","","","",""
"162","2000","West Germany","Female","","","",""
"162","2000","East Germany","Male","","","",""
"162","2000","East Germany","Female","","","",""
"164","2000","West Germany","Male","","","",""
"164","2000","West Germany","Female","","","",""
"164","2000","East Germany","Male","","","",""
"164","2000","East Germany","Female","","","",""
"165","2000","West Germany","Male","","","",""
"165","2000","West Germany","Female","","","",""
"165","2000","East Germany","Male","","","",""
"165","2000","East Germany","Female","","","",""
"166","2000","West Germany","Male","","","",""
"166","2000","West Germany","Female","","","",""
"166","2000","East Germany","Male","","","",""
"166","2000","East Germany","Female","","","",""
"167","2000","West Germany","Male","","","",""
"167","2000","West Germany","Female","","","",""
"167","2000","East Germany","Male","","","",""
"167","2000","East Germany","Female","","","",""
"168","2000","West Germany","Male","","","",""
"168","2000","West Germany","Female","","","",""
"168","2000","East Germany","Male","","","",""
"168","2000","East Germany","Female","","","",""
"169","2000","West Germany","Male","","","",""
"169","2000","West Germany","Female","","","",""
"169","2000","East Germany","Male","","","",""
"169","2000","East Germany","Female","","","",""
"172","2000","West Germany","Male","","","",""
"172","2000","West Germany","Female","","","",""
"172","2000","East Germany","Male","","","",""
"172","2000","East Germany","Female","","","",""
"173","2000","West Germany","Male","","","",""
"173","2000","West Germany","Female","","","",""
"173","2000","East Germany","Male","","","",""
"173","2000","East Germany","Female","","","",""
"178","2000","West Germany","Male","","","",""
"178","2000","West Germany","Female","","","",""
"178","2000","East Germany","Male","","","",""
"178","2000","East Germany","Female","","","",""
"181","2000","West Germany","Male","","","",""
"181","2000","West Germany","Female","","","",""
"181","2000","East Germany","Male","","","",""
"181","2000","East Germany","Female","","","",""
"183","2000","West Germany","Male","","","",""
"183","2000","West Germany","Female","","","",""
"183","2000","East Germany","Male","","","",""
"183","2000","East Germany","Female","","","",""
"188","2000","West Germany","Male","","","",""
"188","2000","West Germany","Female","","","",""
"188","2000","East Germany","Male","","","",""
"188","2000","East Germany","Female","","","",""
"195","2000","West Germany","Male","","","",""
"195","2000","West Germany","Female","","","",""
"195","2000","East Germany","Male","","","",""
"195","2000","East Germany","Female","","","",""
"196","2000","West Germany","Male","","","",""
"196","2000","West Germany","Female","","","",""
"196","2000","East Germany","Male","","","",""
"196","2000","East Germany","Female","","","",""
"999","2000","West Germany","Male","","","",""
"999","2000","West Germany","Female","","","",""
"999","2000","East Germany","Male","","","",""
"999","2000","East Germany","Female","","","",""
"1","2001","West Germany","Male","6910","0.892262496548245","0.885445763953736","0.899079229142753"
"1","2001","West Germany","Female","7654","0.905647089430868","0.899487211814905","0.911806967046831"
"1","2001","East Germany","Male","2631","0.998807161379115","0.997489240158108","1.00012508260012"
"1","2001","East Germany","Female","2824","0.997077197455046","0.995088269720404","0.999066125189688"
"2","2001","West Germany","Male","361","0.0354391092507428","0.03137418265293","0.0395040358485556"
"2","2001","West Germany","Female","346","0.0286867700351265","0.0251692594495763","0.0322042806206768"
"2","2001","East Germany","Male","","","",""
"2","2001","East Germany","Female","","","",""
"3","2001","West Germany","Male","53","0.00501138026938735","0.00345887093282008","0.00656388960595462"
"3","2001","West Germany","Female","44","0.00353232479212357","0.00228213238407716","0.00478251720016997"
"3","2001","East Germany","Male","","","",""
"3","2001","East Germany","Female","","","",""
"4","2001","West Germany","Male","98","0.00457115108367225","0.00308807174763432","0.00605423041971018"
"4","2001","West Germany","Female","89","0.00465188711887634","0.00321799321761927","0.00608578102013341"
"4","2001","East Germany","Male","","","",""
"4","2001","East Germany","Female","","","",""
"5","2001","West Germany","Male","193","0.0159261075397058","0.0131736846458133","0.0186785304335982"
"5","2001","West Germany","Female","152","0.0110692619362991","0.00886452283117573","0.0132740010414226"
"5","2001","East Germany","Male","","","",""
"5","2001","East Germany","Female","","","",""
"6","2001","West Germany","Male","48","0.00244332569238392","0.00135788536039404","0.0035287660243738"
"6","2001","West Germany","Female","34","0.00233277182767044","0.00131618630822973","0.00334935734711115"
"6","2001","East Germany","Male","","","",""
"6","2001","East Germany","Female","","","",""
"10","2001","West Germany","Male","19","","",""
"10","2001","West Germany","Female","21","","",""
"10","2001","East Germany","Male","","","",""
"10","2001","East Germany","Female","1","","",""
"11","2001","West Germany","Male","9","","",""
"11","2001","West Germany","Female","13","","",""
"11","2001","East Germany","Male","","","",""
"11","2001","East Germany","Female","","","",""
"12","2001","West Germany","Male","","","",""
"12","2001","West Germany","Female","","","",""
"12","2001","East Germany","Male","","","",""
"12","2001","East Germany","Female","","","",""
"13","2001","West Germany","Male","","","",""
"13","2001","West Germany","Female","2","","",""
"13","2001","East Germany","Male","","","",""
"13","2001","East Germany","Female","","","",""
"14","2001","West Germany","Male","19","","",""
"14","2001","West Germany","Female","5","","",""
"14","2001","East Germany","Male","1","","",""
"14","2001","East Germany","Female","","","",""
"15","2001","West Germany","Male","1","","",""
"15","2001","West Germany","Female","1","","",""
"15","2001","East Germany","Male","","","",""
"15","2001","East Germany","Female","","","",""
"16","2001","West Germany","Male","1","","",""
"16","2001","West Germany","Female","","","",""
"16","2001","East Germany","Male","","","",""
"16","2001","East Germany","Female","","","",""
"17","2001","West Germany","Male","1","","",""
"17","2001","West Germany","Female","2","","",""
"17","2001","East Germany","Male","","","",""
"17","2001","East Germany","Female","","","",""
"18","2001","West Germany","Male","12","","",""
"18","2001","West Germany","Female","10","","",""
"18","2001","East Germany","Male","","","",""
"18","2001","East Germany","Female","","","",""
"19","2001","West Germany","Male","1","","",""
"19","2001","West Germany","Female","4","","",""
"19","2001","East Germany","Male","","","",""
"19","2001","East Germany","Female","","","",""
"20","2001","West Germany","Male","","","",""
"20","2001","West Germany","Female","1","","",""
"20","2001","East Germany","Male","","","",""
"20","2001","East Germany","Female","","","",""
"21","2001","West Germany","Male","4","","",""
"21","2001","West Germany","Female","6","","",""
"21","2001","East Germany","Male","","","",""
"21","2001","East Germany","Female","","","",""
"22","2001","West Germany","Male","11","","",""
"22","2001","West Germany","Female","21","","",""
"22","2001","East Germany","Male","","","",""
"22","2001","East Germany","Female","1","","",""
"23","2001","West Germany","Male","","","",""
"23","2001","West Germany","Female","","","",""
"23","2001","East Germany","Male","","","",""
"23","2001","East Germany","Female","","","",""
"24","2001","West Germany","Male","11","","",""
"24","2001","West Germany","Female","4","","",""
"24","2001","East Germany","Male","","","",""
"24","2001","East Germany","Female","","","",""
"25","2001","West Germany","Male","1","","",""
"25","2001","West Germany","Female","2","","",""
"25","2001","East Germany","Male","","","",""
"25","2001","East Germany","Female","","","",""
"26","2001","West Germany","Male","4","","",""
"26","2001","West Germany","Female","7","","",""
"26","2001","East Germany","Male","","","",""
"26","2001","East Germany","Female","","","",""
"27","2001","West Germany","Male","","","",""
"27","2001","West Germany","Female","","","",""
"27","2001","East Germany","Male","","","",""
"27","2001","East Germany","Female","","","",""
"28","2001","West Germany","Male","8","","",""
"28","2001","West Germany","Female","9","","",""
"28","2001","East Germany","Male","","","",""
"28","2001","East Germany","Female","","","",""
"29","2001","West Germany","Male","","","",""
"29","2001","West Germany","Female","1","","",""
"29","2001","East Germany","Male","","","",""
"29","2001","East Germany","Female","","","",""
"30","2001","West Germany","Male","","","",""
"30","2001","West Germany","Female","","","",""
"30","2001","East Germany","Male","","","",""
"30","2001","East Germany","Female","","","",""
"31","2001","West Germany","Male","1","","",""
"31","2001","West Germany","Female","3","","",""
"31","2001","East Germany","Male","","","",""
"31","2001","East Germany","Female","","","",""
"32","2001","West Germany","Male","10","","",""
"32","2001","West Germany","Female","7","","",""
"32","2001","East Germany","Male","","","",""
"32","2001","East Germany","Female","2","","",""
"34","2001","West Germany","Male","","","",""
"34","2001","West Germany","Female","1","","",""
"34","2001","East Germany","Male","","","",""
"34","2001","East Germany","Female","","","",""
"35","2001","West Germany","Male","","","",""
"35","2001","West Germany","Female","","","",""
"35","2001","East Germany","Male","","","",""
"35","2001","East Germany","Female","","","",""
