"pgnation","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"165","1991","Not Employed","Male","","","",""
"165","1991","Not Employed","Female","","","",""
"165","1991","Employed","Male","","","",""
"165","1991","Employed","Female","","","",""
"166","1991","Not Employed","Male","","","",""
"166","1991","Not Employed","Female","","","",""
"166","1991","Employed","Male","","","",""
"166","1991","Employed","Female","","","",""
"167","1991","Not Employed","Male","","","",""
"167","1991","Not Employed","Female","","","",""
"167","1991","Employed","Male","","","",""
"167","1991","Employed","Female","","","",""
"168","1991","Not Employed","Male","","","",""
"168","1991","Not Employed","Female","","","",""
"168","1991","Employed","Male","","","",""
"168","1991","Employed","Female","","","",""
"169","1991","Not Employed","Male","","","",""
"169","1991","Not Employed","Female","","","",""
"169","1991","Employed","Male","","","",""
"169","1991","Employed","Female","","","",""
"172","1991","Not Employed","Male","","","",""
"172","1991","Not Employed","Female","","","",""
"172","1991","Employed","Male","","","",""
"172","1991","Employed","Female","","","",""
"173","1991","Not Employed","Male","","","",""
"173","1991","Not Employed","Female","","","",""
"173","1991","Employed","Male","","","",""
"173","1991","Employed","Female","","","",""
"178","1991","Not Employed","Male","","","",""
"178","1991","Not Employed","Female","","","",""
"178","1991","Employed","Male","","","",""
"178","1991","Employed","Female","","","",""
"181","1991","Not Employed","Male","","","",""
"181","1991","Not Employed","Female","","","",""
"181","1991","Employed","Male","","","",""
"181","1991","Employed","Female","","","",""
"183","1991","Not Employed","Male","","","",""
"183","1991","Not Employed","Female","","","",""
"183","1991","Employed","Male","","","",""
"183","1991","Employed","Female","","","",""
"188","1991","Not Employed","Male","","","",""
"188","1991","Not Employed","Female","","","",""
"188","1991","Employed","Male","","","",""
"188","1991","Employed","Female","","","",""
"195","1991","Not Employed","Male","","","",""
"195","1991","Not Employed","Female","","","",""
"195","1991","Employed","Male","","","",""
"195","1991","Employed","Female","","","",""
"196","1991","Not Employed","Male","","","",""
"196","1991","Not Employed","Female","","","",""
"196","1991","Employed","Male","","","",""
"196","1991","Employed","Female","","","",""
"999","1991","Not Employed","Male","","","",""
"999","1991","Not Employed","Female","","","",""
"999","1991","Employed","Male","","","",""
"999","1991","Employed","Female","","","",""
"1","1992","Not Employed","Male","1138","0.937594610767698","0.924804528910367","0.95038469262503"
"1","1992","Not Employed","Female","2430","0.946819530918645","0.938655416685023","0.954983645152267"
"1","1992","Employed","Male","4077","0.911613971641202","0.903834232678707","0.919393710603696"
"1","1992","Employed","Female","3363","0.927192735090643","0.919138968027609","0.935246502153678"
"2","1992","Not Employed","Male","94","0.0243237810241001","0.0161781801368806","0.0324693819113195"
"2","1992","Not Employed","Female","244","0.0268164981780295","0.0209389284722338","0.0326940678838251"
"2","1992","Employed","Male","385","0.0323955440277901","0.0275431138185061","0.0372479742370741"
"2","1992","Employed","Female","181","0.0215102763243691","0.0170132251949429","0.0260073274537954"
"3","1992","Not Employed","Male","44","0.0155027717553796","0.00897046380930558","0.0220350797014536"
"3","1992","Not Employed","Female","51","0.00645787799349624","0.00354355658309974","0.00937219940389274"
"3","1992","Employed","Male","184","0.0160695769250512","0.0126232843432517","0.0195158695068507"
"3","1992","Employed","Female","166","0.0196105839668518","0.0153125359170678","0.0239086320166358"
"4","1992","Not Employed","Male","38","0.00582198399661572","0.00179924082745739","0.00984472716577406"
"4","1992","Not Employed","Female","58","0.00342962928161879","0.00130258289229156","0.00555667567094601"
"4","1992","Employed","Male","132","0.0071240952490571","0.00481904671835105","0.00942914377976315"
"4","1992","Employed","Female","100","0.00624688998297788","0.00380459636127329","0.00868918360468247"
"5","1992","Not Employed","Male","32","0.00648549523105482","0.00224112360289127","0.0107298668592184"
"5","1992","Not Employed","Female","75","0.00706730578246945","0.00401950740416361","0.0101151041607753"
"5","1992","Employed","Male","216","0.015807312941915","0.0123888032016977","0.0192258226821324"
"5","1992","Employed","Female","110","0.00884852463757621","0.00594562417726093","0.0117514250978915"
"6","1992","Not Employed","Male","21","","",""
"6","1992","Not Employed","Female","28","","",""
"6","1992","Employed","Male","86","0.003286946778762","0.00171821339685323","0.00485568016067076"
"6","1992","Employed","Female","48","0.00176180756104456","0.000461868416105056","0.00306174670598406"
"10","1992","Not Employed","Male","2","","",""
"10","1992","Not Employed","Female","3","","",""
"10","1992","Employed","Male","9","","",""
"10","1992","Employed","Female","10","","",""
"11","1992","Not Employed","Male","","","",""
"11","1992","Not Employed","Female","2","","",""
"11","1992","Employed","Male","3","","",""
"11","1992","Employed","Female","2","","",""
"12","1992","Not Employed","Male","","","",""
"12","1992","Not Employed","Female","1","","",""
"12","1992","Employed","Male","2","","",""
"12","1992","Employed","Female","1","","",""
"13","1992","Not Employed","Male","","","",""
"13","1992","Not Employed","Female","","","",""
"13","1992","Employed","Male","1","","",""
"13","1992","Employed","Female","","","",""
"14","1992","Not Employed","Male","","","",""
"14","1992","Not Employed","Female","","","",""
"14","1992","Employed","Male","4","","",""
"14","1992","Employed","Female","2","","",""
"15","1992","Not Employed","Male","","","",""
"15","1992","Not Employed","Female","","","",""
"15","1992","Employed","Male","","","",""
"15","1992","Employed","Female","","","",""
"16","1992","Not Employed","Male","","","",""
"16","1992","Not Employed","Female","","","",""
"16","1992","Employed","Male","","","",""
"16","1992","Employed","Female","","","",""
"17","1992","Not Employed","Male","","","",""
"17","1992","Not Employed","Female","","","",""
"17","1992","Employed","Male","","","",""
"17","1992","Employed","Female","","","",""
"18","1992","Not Employed","Male","","","",""
"18","1992","Not Employed","Female","","","",""
"18","1992","Employed","Male","2","","",""
"18","1992","Employed","Female","3","","",""
"19","1992","Not Employed","Male","1","","",""
"19","1992","Not Employed","Female","","","",""
"19","1992","Employed","Male","","","",""
"19","1992","Employed","Female","4","","",""
"20","1992","Not Employed","Male","","","",""
"20","1992","Not Employed","Female","1","","",""
"20","1992","Employed","Male","","","",""
"20","1992","Employed","Female","","","",""
"21","1992","Not Employed","Male","","","",""
"21","1992","Not Employed","Female","","","",""
"21","1992","Employed","Male","","","",""
"21","1992","Employed","Female","","","",""
"22","1992","Not Employed","Male","","","",""
"22","1992","Not Employed","Female","4","","",""
"22","1992","Employed","Male","2","","",""
"22","1992","Employed","Female","1","","",""
"23","1992","Not Employed","Male","","","",""
"23","1992","Not Employed","Female","","","",""
"23","1992","Employed","Male","","","",""
"23","1992","Employed","Female","","","",""
"24","1992","Not Employed","Male","","","",""
"24","1992","Not Employed","Female","1","","",""
"24","1992","Employed","Male","1","","",""
"24","1992","Employed","Female","","","",""
"25","1992","Not Employed","Male","","","",""
"25","1992","Not Employed","Female","","","",""
"25","1992","Employed","Male","","","",""
"25","1992","Employed","Female","","","",""
"26","1992","Not Employed","Male","","","",""
"26","1992","Not Employed","Female","","","",""
"26","1992","Employed","Male","2","","",""
"26","1992","Employed","Female","2","","",""
"27","1992","Not Employed","Male","","","",""
"27","1992","Not Employed","Female","","","",""
"27","1992","Employed","Male","","","",""
"27","1992","Employed","Female","","","",""
"28","1992","Not Employed","Male","","","",""
"28","1992","Not Employed","Female","","","",""
"28","1992","Employed","Male","","","",""
"28","1992","Employed","Female","","","",""
"29","1992","Not Employed","Male","1","","",""
"29","1992","Not Employed","Female","1","","",""
"29","1992","Employed","Male","1","","",""
"29","1992","Employed","Female","","","",""
"30","1992","Not Employed","Male","","","",""
"30","1992","Not Employed","Female","","","",""
"30","1992","Employed","Male","","","",""
"30","1992","Employed","Female","","","",""
"31","1992","Not Employed","Male","","","",""
"31","1992","Not Employed","Female","","","",""
"31","1992","Employed","Male","1","","",""
"31","1992","Employed","Female","2","","",""
"32","1992","Not Employed","Male","1","","",""
"32","1992","Not Employed","Female","1","","",""
"32","1992","Employed","Male","","","",""
"32","1992","Employed","Female","2","","",""
"34","1992","Not Employed","Male","","","",""
"34","1992","Not Employed","Female","","","",""
"34","1992","Employed","Male","","","",""
"34","1992","Employed","Female","","","",""
"35","1992","Not Employed","Male","","","",""
"35","1992","Not Employed","Female","","","",""
"35","1992","Employed","Male","","","",""
"35","1992","Employed","Female","","","",""
"36","1992","Not Employed","Male","","","",""
"36","1992","Not Employed","Female","","","",""
"36","1992","Employed","Male","","","",""
"36","1992","Employed","Female","","","",""
"37","1992","Not Employed","Male","","","",""
"37","1992","Not Employed","Female","","","",""
"37","1992","Employed","Male","","","",""
"37","1992","Employed","Female","","","",""
"38","1992","Not Employed","Male","","","",""
"38","1992","Not Employed","Female","1","","",""
"38","1992","Employed","Male","","","",""
"38","1992","Employed","Female","","","",""
"39","1992","Not Employed","Male","","","",""
"39","1992","Not Employed","Female","","","",""
"39","1992","Employed","Male","","","",""
"39","1992","Employed","Female","","","",""
"40","1992","Not Employed","Male","","","",""
"40","1992","Not Employed","Female","","","",""
"40","1992","Employed","Male","","","",""
"40","1992","Employed","Female","","","",""
"41","1992","Not Employed","Male","","","",""
"41","1992","Not Employed","Female","","","",""
"41","1992","Employed","Male","1","","",""
"41","1992","Employed","Female","","","",""
"42","1992","Not Employed","Male","","","",""
"42","1992","Not Employed","Female","","","",""
"42","1992","Employed","Male","","","",""
"42","1992","Employed","Female","","","",""
"43","1992","Not Employed","Male","","","",""
"43","1992","Not Employed","Female","","","",""
"43","1992","Employed","Male","","","",""
"43","1992","Employed","Female","","","",""
"44","1992","Not Employed","Male","","","",""
"44","1992","Not Employed","Female","","","",""
"44","1992","Employed","Male","","","",""
"44","1992","Employed","Female","","","",""
"45","1992","Not Employed","Male","","","",""
"45","1992","Not Employed","Female","","","",""
"45","1992","Employed","Male","","","",""
"45","1992","Employed","Female","","","",""
"46","1992","Not Employed","Male","","","",""
"46","1992","Not Employed","Female","","","",""
"46","1992","Employed","Male","","","",""
"46","1992","Employed","Female","","","",""
"47","1992","Not Employed","Male","","","",""
"47","1992","Not Employed","Female","","","",""
"47","1992","Employed","Male","","","",""
"47","1992","Employed","Female","","","",""
"48","1992","Not Employed","Male","","","",""
"48","1992","Not Employed","Female","","","",""
"48","1992","Employed","Male","","","",""
"48","1992","Employed","Female","","","",""
"49","1992","Not Employed","Male","","","",""
"49","1992","Not Employed","Female","","","",""
"49","1992","Employed","Male","1","","",""
"49","1992","Employed","Female","","","",""
"50","1992","Not Employed","Male","","","",""
"50","1992","Not Employed","Female","","","",""
"50","1992","Employed","Male","","","",""
"50","1992","Employed","Female","","","",""
"51","1992","Not Employed","Male","","","",""
"51","1992","Not Employed","Female","","","",""
"51","1992","Employed","Male","1","","",""
"51","1992","Employed","Female","","","",""
"52","1992","Not Employed","Male","","","",""
"52","1992","Not Employed","Female","","","",""
"52","1992","Employed","Male","1","","",""
"52","1992","Employed","Female","","","",""
"53","1992","Not Employed","Male","","","",""
"53","1992","Not Employed","Female","","","",""
"53","1992","Employed","Male","","","",""
"53","1992","Employed","Female","1","","",""
"54","1992","Not Employed","Male","1","","",""
"54","1992","Not Employed","Female","","","",""
"54","1992","Employed","Male","","","",""
"54","1992","Employed","Female","","","",""
"55","1992","Not Employed","Male","","","",""
"55","1992","Not Employed","Female","","","",""
"55","1992","Employed","Male","","","",""
"55","1992","Employed","Female","","","",""
"56","1992","Not Employed","Male","","","",""
"56","1992","Not Employed","Female","","","",""
"56","1992","Employed","Male","","","",""
"56","1992","Employed","Female","","","",""
"59","1992","Not Employed","Male","","","",""
"59","1992","Not Employed","Female","","","",""
"59","1992","Employed","Male","","","",""
"59","1992","Employed","Female","","","",""
"60","1992","Not Employed","Male","","","",""
"60","1992","Not Employed","Female","","","",""
"60","1992","Employed","Male","","","",""
"60","1992","Employed","Female","","","",""
"61","1992","Not Employed","Male","","","",""
"61","1992","Not Employed","Female","","","",""
"61","1992","Employed","Male","","","",""
"61","1992","Employed","Female","","","",""
"64","1992","Not Employed","Male","","","",""
"64","1992","Not Employed","Female","","","",""
"64","1992","Employed","Male","","","",""
"64","1992","Employed","Female","","","",""
"65","1992","Not Employed","Male","","","",""
"65","1992","Not Employed","Female","","","",""
"65","1992","Employed","Male","","","",""
"65","1992","Employed","Female","","","",""
"66","1992","Not Employed","Male","","","",""
"66","1992","Not Employed","Female","","","",""
"66","1992","Employed","Male","","","",""
"66","1992","Employed","Female","","","",""
"67","1992","Not Employed","Male","","","",""
"67","1992","Not Employed","Female","","","",""
"67","1992","Employed","Male","","","",""
"67","1992","Employed","Female","","","",""
"68","1992","Not Employed","Male","","","",""
"68","1992","Not Employed","Female","","","",""
"68","1992","Employed","Male","","","",""
"68","1992","Employed","Female","","","",""
"71","1992","Not Employed","Male","","","",""
"71","1992","Not Employed","Female","","","",""
"71","1992","Employed","Male","","","",""
"71","1992","Employed","Female","","","",""
"72","1992","Not Employed","Male","","","",""
"72","1992","Not Employed","Female","","","",""
"72","1992","Employed","Male","","","",""
"72","1992","Employed","Female","","","",""
"73","1992","Not Employed","Male","","","",""
"73","1992","Not Employed","Female","","","",""
"73","1992","Employed","Male","","","",""
"73","1992","Employed","Female","","","",""
"74","1992","Not Employed","Male","","","",""
"74","1992","Not Employed","Female","","","",""
"74","1992","Employed","Male","","","",""
"74","1992","Employed","Female","","","",""
"75","1992","Not Employed","Male","","","",""
"75","1992","Not Employed","Female","","","",""
"75","1992","Employed","Male","","","",""
"75","1992","Employed","Female","","","",""
"76","1992","Not Employed","Male","","","",""
"76","1992","Not Employed","Female","","","",""
"76","1992","Employed","Male","","","",""
"76","1992","Employed","Female","","","",""
"77","1992","Not Employed","Male","","","",""
"77","1992","Not Employed","Female","","","",""
"77","1992","Employed","Male","","","",""
"77","1992","Employed","Female","","","",""
"78","1992","Not Employed","Male","","","",""
"78","1992","Not Employed","Female","","","",""
"78","1992","Employed","Male","","","",""
"78","1992","Employed","Female","","","",""
"79","1992","Not Employed","Male","","","",""
"79","1992","Not Employed","Female","","","",""
"79","1992","Employed","Male","","","",""
"79","1992","Employed","Female","","","",""
"80","1992","Not Employed","Male","","","",""
"80","1992","Not Employed","Female","","","",""
"80","1992","Employed","Male","","","",""
"80","1992","Employed","Female","","","",""
"81","1992","Not Employed","Male","","","",""
"81","1992","Not Employed","Female","","","",""
"81","1992","Employed","Male","","","",""
"81","1992","Employed","Female","","","",""
"82","1992","Not Employed","Male","","","",""
"82","1992","Not Employed","Female","","","",""
"82","1992","Employed","Male","","","",""
"82","1992","Employed","Female","","","",""
"83","1992","Not Employed","Male","","","",""
"83","1992","Not Employed","Female","","","",""
"83","1992","Employed","Male","","","",""
"83","1992","Employed","Female","","","",""
"84","1992","Not Employed","Male","","","",""
"84","1992","Not Employed","Female","","","",""
"84","1992","Employed","Male","","","",""
"84","1992","Employed","Female","","","",""
"85","1992","Not Employed","Male","","","",""
"85","1992","Not Employed","Female","","","",""
"85","1992","Employed","Male","","","",""
"85","1992","Employed","Female","","","",""
"86","1992","Not Employed","Male","","","",""
"86","1992","Not Employed","Female","","","",""
"86","1992","Employed","Male","","","",""
"86","1992","Employed","Female","","","",""
"89","1992","Not Employed","Male","","","",""
"89","1992","Not Employed","Female","","","",""
"89","1992","Employed","Male","","","",""
"89","1992","Employed","Female","","","",""
"90","1992","Not Employed","Male","","","",""
"90","1992","Not Employed","Female","","","",""
"90","1992","Employed","Male","","","",""
"90","1992","Employed","Female","","","",""
"92","1992","Not Employed","Male","","","",""
"92","1992","Not Employed","Female","","","",""
"92","1992","Employed","Male","","","",""
"92","1992","Employed","Female","","","",""
"94","1992","Not Employed","Male","","","",""
"94","1992","Not Employed","Female","","","",""
"94","1992","Employed","Male","","","",""
"94","1992","Employed","Female","","","",""
"95","1992","Not Employed","Male","","","",""
"95","1992","Not Employed","Female","","","",""
"95","1992","Employed","Male","","","",""
"95","1992","Employed","Female","","","",""
"96","1992","Not Employed","Male","","","",""
"96","1992","Not Employed","Female","","","",""
"96","1992","Employed","Male","","","",""
"96","1992","Employed","Female","","","",""
"97","1992","Not Employed","Male","","","",""
"97","1992","Not Employed","Female","","","",""
"97","1992","Employed","Male","","","",""
"97","1992","Employed","Female","","","",""
"98","1992","Not Employed","Male","1","","",""
"98","1992","Not Employed","Female","1","","",""
"98","1992","Employed","Male","2","","",""
"98","1992","Employed","Female","","","",""
"101","1992","Not Employed","Male","","","",""
"101","1992","Not Employed","Female","","","",""
"101","1992","Employed","Male","","","",""
"101","1992","Employed","Female","","","",""
"102","1992","Not Employed","Male","","","",""
"102","1992","Not Employed","Female","","","",""
"102","1992","Employed","Male","","","",""
"102","1992","Employed","Female","","","",""
"103","1992","Not Employed","Male","","","",""
"103","1992","Not Employed","Female","","","",""
"103","1992","Employed","Male","","","",""
"103","1992","Employed","Female","","","",""
"105","1992","Not Employed","Male","","","",""
"105","1992","Not Employed","Female","","","",""
"105","1992","Employed","Male","","","",""
"105","1992","Employed","Female","","","",""
"108","1992","Not Employed","Male","","","",""
"108","1992","Not Employed","Female","","","",""
"108","1992","Employed","Male","","","",""
"108","1992","Employed","Female","","","",""
"110","1992","Not Employed","Male","","","",""
"110","1992","Not Employed","Female","","","",""
"110","1992","Employed","Male","","","",""
"110","1992","Employed","Female","","","",""
"111","1992","Not Employed","Male","","","",""
"111","1992","Not Employed","Female","","","",""
"111","1992","Employed","Male","","","",""
"111","1992","Employed","Female","","","",""
"113","1992","Not Employed","Male","","","",""
"113","1992","Not Employed","Female","","","",""
"113","1992","Employed","Male","","","",""
"113","1992","Employed","Female","","","",""
"116","1992","Not Employed","Male","","","",""
"116","1992","Not Employed","Female","","","",""
"116","1992","Employed","Male","","","",""
"116","1992","Employed","Female","","","",""
"117","1992","Not Employed","Male","","","",""
"117","1992","Not Employed","Female","","","",""
"117","1992","Employed","Male","","","",""
"117","1992","Employed","Female","","","",""
"118","1992","Not Employed","Male","","","",""
"118","1992","Not Employed","Female","","","",""
"118","1992","Employed","Male","","","",""
"118","1992","Employed","Female","","","",""
"119","1992","Not Employed","Male","","","",""
"119","1992","Not Employed","Female","","","",""
"119","1992","Employed","Male","","","",""
"119","1992","Employed","Female","","","",""
"120","1992","Not Employed","Male","","","",""
"120","1992","Not Employed","Female","","","",""
"120","1992","Employed","Male","","","",""
"120","1992","Employed","Female","","","",""
"121","1992","Not Employed","Male","","","",""
"121","1992","Not Employed","Female","","","",""
"121","1992","Employed","Male","","","",""
"121","1992","Employed","Female","","","",""
"122","1992","Not Employed","Male","","","",""
"122","1992","Not Employed","Female","","","",""
"122","1992","Employed","Male","","","",""
"122","1992","Employed","Female","","","",""
"123","1992","Not Employed","Male","","","",""
"123","1992","Not Employed","Female","","","",""
"123","1992","Employed","Male","","","",""
"123","1992","Employed","Female","","","",""
"124","1992","Not Employed","Male","","","",""
"124","1992","Not Employed","Female","","","",""
"124","1992","Employed","Male","","","",""
"124","1992","Employed","Female","","","",""
"125","1992","Not Employed","Male","","","",""
"125","1992","Not Employed","Female","","","",""
"125","1992","Employed","Male","","","",""
"125","1992","Employed","Female","","","",""
"127","1992","Not Employed","Male","","","",""
"127","1992","Not Employed","Female","","","",""
"127","1992","Employed","Male","","","",""
"127","1992","Employed","Female","","","",""
"128","1992","Not Employed","Male","","","",""
"128","1992","Not Employed","Female","","","",""
"128","1992","Employed","Male","","","",""
"128","1992","Employed","Female","","","",""
"129","1992","Not Employed","Male","","","",""
"129","1992","Not Employed","Female","","","",""
"129","1992","Employed","Male","","","",""
"129","1992","Employed","Female","","","",""
"130","1992","Not Employed","Male","","","",""
"130","1992","Not Employed","Female","","","",""
"130","1992","Employed","Male","","","",""
"130","1992","Employed","Female","","","",""
"131","1992","Not Employed","Male","","","",""
"131","1992","Not Employed","Female","","","",""
"131","1992","Employed","Male","","","",""
"131","1992","Employed","Female","","","",""
"132","1992","Not Employed","Male","","","",""
"132","1992","Not Employed","Female","","","",""
"132","1992","Employed","Male","","","",""
"132","1992","Employed","Female","","","",""
"133","1992","Not Employed","Male","","","",""
"133","1992","Not Employed","Female","","","",""
"133","1992","Employed","Male","","","",""
"133","1992","Employed","Female","","","",""
"135","1992","Not Employed","Male","","","",""
"135","1992","Not Employed","Female","","","",""
"135","1992","Employed","Male","","","",""
"135","1992","Employed","Female","","","",""
"138","1992","Not Employed","Male","","","",""
"138","1992","Not Employed","Female","","","",""
"138","1992","Employed","Male","","","",""
"138","1992","Employed","Female","","","",""
"139","1992","Not Employed","Male","","","",""
"139","1992","Not Employed","Female","","","",""
"139","1992","Employed","Male","","","",""
"139","1992","Employed","Female","","","",""
"140","1992","Not Employed","Male","","","",""
"140","1992","Not Employed","Female","","","",""
"140","1992","Employed","Male","","","",""
"140","1992","Employed","Female","","","",""
"141","1992","Not Employed","Male","","","",""
"141","1992","Not Employed","Female","","","",""
"141","1992","Employed","Male","","","",""
"141","1992","Employed","Female","","","",""
"142","1992","Not Employed","Male","","","",""
"142","1992","Not Employed","Female","","","",""
"142","1992","Employed","Male","","","",""
"142","1992","Employed","Female","","","",""
"143","1992","Not Employed","Male","","","",""
"143","1992","Not Employed","Female","","","",""
"143","1992","Employed","Male","","","",""
"143","1992","Employed","Female","","","",""
"144","1992","Not Employed","Male","","","",""
"144","1992","Not Employed","Female","","","",""
"144","1992","Employed","Male","","","",""
"144","1992","Employed","Female","","","",""
"145","1992","Not Employed","Male","","","",""
"145","1992","Not Employed","Female","","","",""
"145","1992","Employed","Male","","","",""
"145","1992","Employed","Female","","","",""
"146","1992","Not Employed","Male","","","",""
"146","1992","Not Employed","Female","","","",""
"146","1992","Employed","Male","","","",""
"146","1992","Employed","Female","","","",""
"147","1992","Not Employed","Male","","","",""
"147","1992","Not Employed","Female","","","",""
"147","1992","Employed","Male","","","",""
"147","1992","Employed","Female","","","",""
"148","1992","Not Employed","Male","","","",""
"148","1992","Not Employed","Female","","","",""
"148","1992","Employed","Male","","","",""
"148","1992","Employed","Female","","","",""
"149","1992","Not Employed","Male","","","",""
"149","1992","Not Employed","Female","","","",""
"149","1992","Employed","Male","","","",""
"149","1992","Employed","Female","","","",""
"151","1992","Not Employed","Male","","","",""
"151","1992","Not Employed","Female","","","",""
"151","1992","Employed","Male","","","",""
"151","1992","Employed","Female","","","",""
"152","1992","Not Employed","Male","","","",""
"152","1992","Not Employed","Female","","","",""
"152","1992","Employed","Male","","","",""
"152","1992","Employed","Female","","","",""
"154","1992","Not Employed","Male","","","",""
"154","1992","Not Employed","Female","","","",""
"154","1992","Employed","Male","","","",""
"154","1992","Employed","Female","","","",""
"155","1992","Not Employed","Male","","","",""
"155","1992","Not Employed","Female","","","",""
"155","1992","Employed","Male","","","",""
"155","1992","Employed","Female","","","",""
"156","1992","Not Employed","Male","","","",""
"156","1992","Not Employed","Female","","","",""
"156","1992","Employed","Male","","","",""
"156","1992","Employed","Female","","","",""
"158","1992","Not Employed","Male","","","",""
"158","1992","Not Employed","Female","","","",""
"158","1992","Employed","Male","","","",""
"158","1992","Employed","Female","","","",""
"162","1992","Not Employed","Male","","","",""
"162","1992","Not Employed","Female","","","",""
"162","1992","Employed","Male","","","",""
"162","1992","Employed","Female","","","",""
"164","1992","Not Employed","Male","","","",""
"164","1992","Not Employed","Female","","","",""
"164","1992","Employed","Male","","","",""
"164","1992","Employed","Female","","","",""
"165","1992","Not Employed","Male","","","",""
"165","1992","Not Employed","Female","","","",""
"165","1992","Employed","Male","","","",""
"165","1992","Employed","Female","","","",""
"166","1992","Not Employed","Male","","","",""
"166","1992","Not Employed","Female","","","",""
"166","1992","Employed","Male","","","",""
"166","1992","Employed","Female","","","",""
"167","1992","Not Employed","Male","","","",""
"167","1992","Not Employed","Female","","","",""
"167","1992","Employed","Male","","","",""
"167","1992","Employed","Female","","","",""
"168","1992","Not Employed","Male","","","",""
"168","1992","Not Employed","Female","","","",""
"168","1992","Employed","Male","","","",""
"168","1992","Employed","Female","","","",""
"169","1992","Not Employed","Male","","","",""
"169","1992","Not Employed","Female","","","",""
"169","1992","Employed","Male","","","",""
"169","1992","Employed","Female","","","",""
"172","1992","Not Employed","Male","","","",""
"172","1992","Not Employed","Female","","","",""
"172","1992","Employed","Male","","","",""
"172","1992","Employed","Female","","","",""
"173","1992","Not Employed","Male","","","",""
"173","1992","Not Employed","Female","","","",""
"173","1992","Employed","Male","","","",""
"173","1992","Employed","Female","","","",""
"178","1992","Not Employed","Male","","","",""
"178","1992","Not Employed","Female","","","",""
"178","1992","Employed","Male","","","",""
"178","1992","Employed","Female","","","",""
"181","1992","Not Employed","Male","","","",""
"181","1992","Not Employed","Female","","","",""
"181","1992","Employed","Male","","","",""
"181","1992","Employed","Female","","","",""
"183","1992","Not Employed","Male","","","",""
"183","1992","Not Employed","Female","","","",""
"183","1992","Employed","Male","","","",""
"183","1992","Employed","Female","","","",""
"188","1992","Not Employed","Male","","","",""
"188","1992","Not Employed","Female","","","",""
"188","1992","Employed","Male","","","",""
"188","1992","Employed","Female","","","",""
"195","1992","Not Employed","Male","","","",""
"195","1992","Not Employed","Female","","","",""
"195","1992","Employed","Male","","","",""
"195","1992","Employed","Female","","","",""
"196","1992","Not Employed","Male","","","",""
"196","1992","Not Employed","Female","","","",""
"196","1992","Employed","Male","","","",""
"196","1992","Employed","Female","","","",""
"999","1992","Not Employed","Male","","","",""
"999","1992","Not Employed","Female","","","",""
"999","1992","Employed","Male","","","",""
"999","1992","Employed","Female","","","",""
"1","1993","Not Employed","Male","1226","0.933132736137254","0.920367753047771","0.945897719226738"
"1","1993","Not Employed","Female","2503","0.943909561111787","0.935639909368878","0.952179212854697"
"1","1993","Employed","Male","3912","0.902822124261662","0.894547237037508","0.911097011485816"
"1","1993","Employed","Female","3190","0.919779344914824","0.911155249654976","0.928403440174672"
"2","1993","Not Employed","Male","108","0.029854907901217","0.0211579379806938","0.0385518778217402"
"2","1993","Not Employed","Female","232","0.0273321488457352","0.0214721601484565","0.033192137543014"
"2","1993","Employed","Male","370","0.0354506822207601","0.0302847131216053","0.0406166513199149"
"2","1993","Employed","Female","180","0.0241792698328044","0.0193024666636764","0.0290560730019324"
"3","1993","Not Employed","Male","44","0.0148211200944269","0.00864607953803533","0.0209961606508185"
"3","1993","Not Employed","Female","62","0.00807641414419864","0.00485959971781718","0.0112932285705801"
"3","1993","Employed","Male","190","0.019396274475425","0.0155434145830673","0.0232491343677826"
"3","1993","Employed","Female","163","0.0206144476636794","0.0161032556298588","0.0251256396975001"
"4","1993","Not Employed","Male","37","0.00432107558136225","0.000969127036107157","0.00767302412661735"
"4","1993","Not Employed","Female","51","0.00306595667647269","0.00107897515132323","0.00505293820162216"
"4","1993","Employed","Male","130","0.00846201144350152","0.00590302037892294","0.0110210025080801"
"4","1993","Employed","Female","103","0.00694488980583506","0.00430826719860602","0.00958151241306411"
"5","1993","Not Employed","Male","35","0.00719888847120733","0.00287867104197319","0.0115191059004415"
"5","1993","Not Employed","Female","83","0.00854234945324304","0.00523482274380416","0.0118498761626819"
"5","1993","Employed","Male","204","0.0161153954771199","0.012597605941606","0.0196331850126339"
"5","1993","Employed","Female","104","0.0103729851361309","0.0071562428697914","0.0135897274024703"
"6","1993","Not Employed","Male","14","","",""
"6","1993","Not Employed","Female","27","","",""
"6","1993","Employed","Male","84","0.00417376311477292","0.00237268326727113","0.00597484296227472"
"6","1993","Employed","Female","42","0.00204381134653848","0.000609957923587881","0.00347766476948909"
"10","1993","Not Employed","Male","2","","",""
"10","1993","Not Employed","Female","2","","",""
"10","1993","Employed","Male","10","","",""
"10","1993","Employed","Female","11","","",""
"11","1993","Not Employed","Male","","","",""
"11","1993","Not Employed","Female","2","","",""
"11","1993","Employed","Male","4","","",""
"11","1993","Employed","Female","3","","",""
"12","1993","Not Employed","Male","1","","",""
"12","1993","Not Employed","Female","2","","",""
"12","1993","Employed","Male","2","","",""
"12","1993","Employed","Female","1","","",""
"13","1993","Not Employed","Male","","","",""
"13","1993","Not Employed","Female","","","",""
"13","1993","Employed","Male","","","",""
"13","1993","Employed","Female","","","",""
"14","1993","Not Employed","Male","","","",""
"14","1993","Not Employed","Female","","","",""
"14","1993","Employed","Male","5","","",""
