"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","7.19","8","2273","5","6","9","10","10","7.1","7.28","0","10","8","8"
"1985","Urban Area","7.24","8","8774","5","6","9","10","10","7.2","7.28","0","10","8","8"
"1986","Rural Area","7.3","8","2176","5","6","8","10","10","7.22","7.38","0","10","8","8"
"1986","Urban Area","7.3","8","8432","5","6","9","10","10","7.26","7.34","0","10","8","8"
"1987","Rural Area","7.07","7","2153","5","6","8","10","10","6.99","7.15","0","10","7","8"
"1987","Urban Area","7.1","7.51","8326","5","6","8","9","10","7.06","7.14","0","10","7","8"
"1988","Rural Area","6.95","7","2016","4","6","8","9","10","6.86","7.04","0","10","7","8"
"1988","Urban Area","7.02","7","7963","4","6","8","9","10","6.98","7.06","0","10","7","8"
"1989","Rural Area","6.93","7","1914","4","6","8","9","10","6.84","7.02","0","10","7","8"
"1989","Urban Area","7.09","8","7764","5","6","8","9","10","7.05","7.13","0","10","8","8"
"1990","Rural Area","6.97","7","4713","5","6","8","9","10","6.92","7.02","0","10","7","7"
"1990","Urban Area","7.16","8","9101","5","6","8","9","10","7.12","7.2","0","10","7","8"
"1991","Rural Area","6.81","7","4610","5","5","8","9","10","6.75","6.87","0","10","7","7"
"1991","Urban Area","7.18","8","8835","5","6","8","9","10","7.14","7.22","0","10","7","8"
"1992","Rural Area","6.76","7","4405","4","5","8","9","10","6.71","6.81","0","10","7","7"
"1992","Urban Area","7.1","7","8777","5","6","8","9","10","7.06","7.14","0","10","7","7"
"1993","Rural Area","6.78","7","4380","4","5","8","9","10","6.72","6.84","0","10","7","7"
"1993","Urban Area","7.03","7","8732","5","6","8","9","10","6.99","7.07","0","10","7","7"
"1994","Rural Area","6.73","7","4288","5","6","8","9","10","6.67","6.79","0","10","7","7"
"1994","Urban Area","6.95","7","8584","5","6","8","9","10","6.91","6.99","0","10","7","7"
"1995","Rural Area","6.8","7","4460","5","5","8","9","10","6.75","6.85","0","10","7","7"
"1995","Urban Area","6.88","7","8841","5","6","8","9","10","6.84","6.92","0","10","7","7"
"1996","Rural Area","6.76","7","4429","5","5","8","9","10","6.71","6.81","0","10","7","7"
"1996","Urban Area","6.96","7","8674","5","6","8","9","10","6.92","7","0","10","7","7"
"1997","Rural Area","6.67","7","4358","4","5","8","9","10","6.62","6.72","0","10","7","7"
"1997","Urban Area","6.82","7","8530","4","6","8","9","10","6.78","6.86","0","10","7","7"
"1998","Rural Area","6.88","7","4877","5","6","8","9","10","6.83","6.93","0","10","7","7"
"1998","Urban Area","6.97","7","9412","5","6","8","9","10","6.93","7.01","0","10","7","7"
"1999","Rural Area","6.93","7","4720","5","6","8","9","10","6.88","6.98","0","10","7","7"
"1999","Urban Area","7.01","7","9018","5","6","8","9","10","6.97","7.05","0","10","7","7"
"2000","Rural Area","6.98","7","8286","5","6","8","9","10","6.94","7.02","0","10","7","7"
"2000","Urban Area","7.14","8","15917","5","6","8","9","10","7.11","7.17","0","10","7","8"
"2001","Rural Area","6.97","7","7518","5","6","8","9","10","6.93","7.01","0","10","7","7"
"2001","Urban Area","7.16","8","14493","5","6","8","9","10","7.13","7.19","0","10","8","8"
"2002","Rural Area","6.75","7","7661","5","6","8","9","10","6.71","6.79","0","10","7","7"
"2002","Urban Area","6.99","7","15451","5","6","8","9","10","6.96","7.02","0","10","7","8"
"2003","Rural Area","6.71","7","7337","4","5","8","9","10","6.67","6.75","0","10","7","7"
"2003","Urban Area","6.94","7","14917","5","6","8","9","10","6.91","6.97","0","10","7","7"
"2004","Rural Area","6.54","7","7175","4","5","8","9","10","6.5","6.58","0","10","7","7"
"2004","Urban Area","6.71","7","14503","4","5","8","9","10","6.68","6.74","0","10","7","7"
"2005","Rural Area","6.72","7","6858","4","5","8","9","10","6.68","6.76","0","10","7","7"
"2005","Urban Area","6.89","7","13890","4","6","8","9","10","6.86","6.92","0","10","7","7"
"2006","Rural Area","6.68","7","7395","4","5","8","9","10","6.64","6.72","0","10","7","7"
"2006","Urban Area","6.82","7","14610","4","6","8","9","10","6.79","6.85","0","10","7","7"
"2007","Rural Area","6.75","7","6972","4","6","8","9","10","6.71","6.79","0","10","7","7"
"2007","Urban Area","6.89","7","13602","5","6","8","9","10","6.86","6.92","0","10","7","7"
"2008","Rural Area","6.85","7","6559","5","6","8","9","10","6.81","6.89","0","10","7","7"
"2008","Urban Area","6.9","7","12831","5","6","8","9","10","6.87","6.93","0","10","7","7"
"2009","Rural Area","6.7","7","6242","4","5","8","9","10","6.66","6.74","0","10","7","7"
"2009","Urban Area","6.87","7","11828","4","6","8","9","10","6.84","6.9","0","10","7","7"
"2010","Rural Area","6.96","7","8227","5","6","8","9","10","6.92","7","0","10","7","8"
"2010","Urban Area","7.06","7","15804","5","6","8","9","10","7.03","7.09","0","10","8","8"
"2011","Rural Area","6.87","7","9122","5","6","8","9","10","6.83","6.91","0","10","7","7"
"2011","Urban Area","7.03","7","16767","5","6","8","9","10","7","7.06","0","10","8","8"
"2012","Rural Area","7.02","7","9493","5","6","8","9","10","6.98","7.06","0","10","7","8"
"2012","Urban Area","7.13","7","17001","5","6","8","9","10","7.1","7.16","0","10","8","8"
"2013","Rural Area","7.09","7","10309","5","6","8","9","10","7.06","7.12","0","10","8","8"
"2013","Urban Area","7.21","8","20379","5","6","8","9","10","7.19","7.23","0","10","8","8"
"2014","Rural Area","7.1","7","9277","5","6","8","9","10","7.06","7.14","0","10","8","8"
"2014","Urban Area","7.2","8","17842","5","6","8","9","10","7.17","7.23","0","10","8","8"
"2015","Rural Area","7.2","8","9170","5","6","8","9","10","7.16","7.24","0","10","8","8"
"2015","Urban Area","7.31","8","17728","5","7","8","9","10","7.28","7.34","0","10","8","8"
"2016","Rural Area","7.16","8","9757","5","6","8","9","10","7.12","7.2","0","10","8","8"
"2016","Urban Area","7.32","8","18967","5","7","8","9","10","7.29","7.35","0","10","8","8"
"2017","Rural Area","7.17","8","11011","5","6","8","9","10","7.14","7.2","0","10","8","8"
"2017","Urban Area","7.31","8","21203","5","7","8","9","10","7.29","7.33","0","10","8","8"
"2018","Rural Area","7.31","8","10205","5","7","8","9","10","7.28","7.34","0","10","8","8"
"2018","Urban Area","7.38","8","19848","5","7","8","9","10","7.36","7.4","0","10","8","8"
"2019","Rural Area","7.35","8","9898","5","7","8","9","10","7.32","7.38","0","10","8","8"
"2019","Urban Area","7.49","8","18100","5","7","9","9","10","7.47","7.51","0","10","8","8"
