"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1990","higher education","7.09","7","1693","5","6","8","9","7.01","7.17","7","7"
"1990","higher vocational","7.24","8","770","5","6","8","9","7.12","7.36","7","8"
"1990","in school","7.67","8","193","5","7","9","9","7.43","7.91","8","8"
"1990","inadequately","6.88","7","646","4","5","8","10","6.72","7.04","7","7"
"1990","middle vocational","7.12","7","7076","5","6","8","9","7.08","7.16","7","7"
"1990","vocational + Abi","7.33","8","375","5","7","8","9","7.15","7.51","7","8"
"1991","general elemantary","7.07","7","2852","5","6","8","9","7","7.14","7","8"
"1991","higher education","6.9","7","1675","5","6","8","9","6.81","6.99","7","7"
"1991","higher vocational","7.24","8","753","5","6","8","9","7.12","7.36","7","8"
"1991","in school","7.84","8","162","6","7","9","9","7.6","8.08","8","8"
"1991","inadequately","6.84","7","659","5","5","8","9","6.7","6.98","7","7"
"1991","middle vocational","7.06","7","6882","5","6","8","9","7.01","7.11","7","7"
"1991","vocational + Abi","7.08","7","377","5","7","8","9","6.89","7.27","7","8"
"1992","general elemantary","6.98","7","2793","5","6","8","9","6.91","7.05","7","7"
"1992","higher education","6.92","7","1652","5","6","8","9","6.84","7","7","7"
"1992","higher vocational","7.08","7","764","5","6","8","9","6.96","7.2","7","8"
"1992","in school","7.71","8","186","6","7","8","9","7.49","7.93","8","8"
"1992","inadequately","6.72","7","623","4","5","8","9","6.56","6.88","7","7"
"1992","middle vocational","6.99","7","6710","5","6","8","9","6.95","7.03","7","7"
"1992","vocational + Abi","7.11","7","386","5","6","8","9","6.94","7.28","7","8"
"1993","general elemantary","6.91","7","2699","5","5","8","9","6.84","6.98","7","7"
"1993","higher education","6.89","7","1636","5","6","8","9","6.8","6.98","7","7"
"1993","higher vocational","7","7","741","5","6","8","9","6.87","7.13","7","8"
"1993","in school","7.76","8","185","6","7","9","10","7.54","7.98","7","8"
"1993","inadequately","6.66","7","608","4","5","8","10","6.5","6.82","7","7"
"1993","middle vocational","6.96","7","6660","5","6","8","9","6.91","7.01","7","7"
"1993","vocational + Abi","7.27","8","385","5","6","8","9","7.1","7.44","7","8"
"1994","general elemantary","6.82","7","2504","4","5","8","9","6.74","6.9","7","7"
"1994","higher education","6.92","7","1648","5","6","8","9","6.84","7","7","7"
"1994","higher vocational","6.9","7","754","5","6","8","9","6.78","7.02","7","7"
"1994","in school","7.51","8","239","5","7","9","9","7.3","7.72","7","8"
"1994","inadequately","6.61","7","555","4","5","8","9","6.44","6.78","7","7"
"1994","middle vocational","6.88","7","6556","5","6","8","9","6.84","6.92","7","7"
"1994","vocational + Abi","7.03","7","392","5","6","8","9","6.87","7.19","7","8"
"1995","general elemantary","6.74","7","2506","4","5","8","9","6.66","6.82","7","7"
"1995","higher education","6.95","7","1757","5","6","8","9","6.87","7.03","7","7"
"1995","higher vocational","6.85","7","758","4","6","8","9","6.72","6.98","7","8"
"1995","in school","7.39","8","284","5","7","9","9","7.2","7.58","8","8"
"1995","inadequately","6.5","7","530","4","5","8","9","6.34","6.66","7","7"
"1995","middle vocational","6.85","7","6725","5","6","8","9","6.81","6.89","7","7"
"1995","vocational + Abi","6.99","7","476","5","6","8","9","6.83","7.15","7","7"
"1996","general elemantary","6.76","7","2403","4","5","8","9","6.68","6.84","7","7"
"1996","higher education","6.94","7","1768","5","6","8","9","6.86","7.02","7","7"
"1996","higher vocational","6.85","7","769","5","6","8","9","6.73","6.97","7","7"
"1996","in school","7.63","8","293","5","7","9","10","7.44","7.82","8","8"
"1996","inadequately","6.53","6","494","5","5","8","9","6.37","6.69","6","7"
"1996","middle vocational","6.92","7","6639","5","6","8","9","6.88","6.96","7","7"
"1996","vocational + Abi","7.06","7","478","5","6","8","9","6.92","7.2","7","8"
"1997","general elemantary","6.65","7","2343","4","5","8","9","6.57","6.73","7","7"
"1997","higher education","6.9","7","1770","5","6","8","9","6.82","6.98","7","7"
"1997","higher vocational","6.75","7","763","4","6","8","9","6.63","6.87","7","7"
"1997","in school","7.61","8","316","5","7","9","10","7.42","7.8","8","8"
"1997","inadequately","6.45","7","467","4","5","8","9","6.28","6.62","6","7"
"1997","middle vocational","6.76","7","6506","4","6","8","9","6.72","6.8","7","7"
"1997","vocational + Abi","6.98","7","457","5","6","8","9","6.83","7.13","7","7"
"1998","general elemantary","6.81","7","2549","5","5","8","9","6.74","6.88","7","7"
"1998","higher education","7.01","7","1973","5","6","8","9","6.94","7.08","7","7"
"1998","higher vocational","6.99","7","827","5","6","8","9","6.87","7.11","7","7"
"1998","in school","7.53","8","334","5","7","9","9","7.36","7.7","8","8"
"1998","inadequately","6.51","7","444","4","5","8","9","6.33","6.69","7","7"
"1998","middle vocational","6.92","7","7048","5","6","8","9","6.88","6.96","7","7"
"1998","vocational + Abi","7.14","7.67","511","5","6","8","9","7","7.28","7","8"
"1999","general elemantary","6.81","7","2451","4","6","8","9","6.73","6.89","7","7"
"1999","higher education","7.11","8","1969","5","6","8","9","7.04","7.18","7","8"
"1999","higher vocational","7.07","7","823","5","6","8","9","6.95","7.19","7","8"
"1999","in school","7.47","8","320","5","7","9","9","7.29","7.65","8","8"
"1999","inadequately","6.62","7","426","4","5","8","9","6.44","6.8","7","7"
"1999","middle vocational","6.97","7","6953","5","6","8","9","6.93","7.01","7","7"
"1999","vocational + Abi","7.25","8","510","5","6","8","9","7.12","7.38","7","8"
"2000","general elemantary","6.83","7","3566","4","5","8","9","6.77","6.89","7","7"
"2000","higher education","7.27","8","3834","5","7","8","9","7.22","7.32","8","8"
"2000","higher vocational","7.23","8","1886","5","6","8","9","7.15","7.31","7","8"
"2000","in school","7.49","8","496","5","7","8","9","7.35","7.63","8","8"
"2000","inadequately","6.52","7","403","4","5","8","9","6.33","6.71","6","7"
"2000","middle vocational","7.08","7","12853","5","6","8","9","7.05","7.11","7","7"
"2000","vocational + Abi","7.28","8","1127","5","7","8","9","7.18","7.38","7","8"
"2001","general elemantary","6.86","7","3109","5","6","8","9","6.79","6.93","7","7"
"2001","higher education","7.3","8","3560","5","7","8","9","7.25","7.35","8","8"
"2001","higher vocational","7.16","8","1678","5","6","8","9","7.08","7.24","7","8"
"2001","in school","7.72","8","547","6","7","9","9","7.59","7.85","8","8"
"2001","inadequately","6.48","7","309","4","5","8","9","6.26","6.7","6","7"
"2001","middle vocational","7.08","7","11636","5","6","8","9","7.05","7.11","7","7"
"2001","vocational + Abi","7.31","8","1078","5","7","8","9","7.21","7.41","7","8"
"2002","general elemantary","6.74","7","2918","4","5","8","9","6.67","6.81","7","7"
"2002","higher education","7.14","7","4567","5","6","8","9","7.09","7.19","8","8"
"2002","higher vocational","6.97","7","1749","5","6","8","9","6.89","7.05","7","7"
"2002","in school","7.67","8","614","6","7","9","9","7.56","7.78","8","8"
"2002","inadequately","6.33","6","282","4","5","8","9","6.1","6.56","6","7"
"2002","middle vocational","6.86","7","11634","5","6","8","9","6.83","6.89","7","7"
"2002","vocational + Abi","7.09","7","1178","5","6","8","9","7","7.18","7","8"
"2003","general elemantary","6.65","7","2757","4","5","8","9","6.58","6.72","7","7"
"2003","higher education","7.09","7","4362","5","6","8","9","7.04","7.14","8","8"
"2003","higher vocational","6.87","7","1693","5","6","8","9","6.79","6.95","7","7"
"2003","in school","7.74","8","616","6","7","9","10","7.62","7.86","8","8"
"2003","inadequately","6.11","6","267","3","5","8","9","5.85","6.37","6","7"
"2003","middle vocational","6.82","7","11161","5","6","8","9","6.79","6.85","7","7"
"2003","vocational + Abi","7.07","7","1162","5","6","8","9","6.97","7.17","7","8"
"2004","general elemantary","6.42","7","2593","4","5","8","9","6.34","6.5","7","7"
"2004","higher education","6.93","7","4302","4","6","8","9","6.88","6.98","7","8"
"2004","higher vocational","6.71","7","1643","4","6","8","9","6.62","6.8","7","7"
"2004","in school","7.31","8","638","5","7","8","9","7.2","7.42","8","8"
"2004","inadequately","6.26","7","252","3","5","8","9","6","6.52","6","7"
"2004","middle vocational","6.6","7","10823","4","5","8","9","6.57","6.63","7","7"
"2004","vocational + Abi","6.82","7","1165","5","6","8","9","6.72","6.92","7","7"
"2005","general elemantary","6.58","7","2406","4","5","8","9","6.5","6.66","7","7"
"2005","higher education","7.15","8","4174","5","6","8","9","7.1","7.2","8","8"
"2005","higher vocational","6.89","7","1561","5","6","8","9","6.8","6.98","7","8"
"2005","in school","7.55","8","648","5","7","9","9","7.43","7.67","8","8"
"2005","inadequately","6.17","6","239","3","5","7","9","5.89","6.45","6","6"
"2005","middle vocational","6.77","7","10279","4","5","8","9","6.73","6.81","7","7"
"2005","vocational + Abi","6.98","7","1135","5","6","8","9","6.88","7.08","7","8"
"2006","general elemantary","6.58","7","2493","4","5","8","9","6.5","6.66","7","7"
"2006","higher education","7.1","7","4577","5","6","8","9","7.05","7.15","8","8"
"2006","higher vocational","6.77","7","1651","4","6","8","9","6.68","6.86","7","7"
"2006","in school","7.67","8","396","6","7","8","9","7.54","7.8","8","8"
"2006","inadequately","6.02","6","236","3","5","8","8","5.74","6.3","6","7"
"2006","middle vocational","6.69","7","11107","4","5","8","9","6.66","6.72","7","7"
"2006","vocational + Abi","6.95","7","1218","5","6","8","9","6.86","7.04","7","7"
"2007","general elemantary","6.52","7","2215","4","5","8","9","6.44","6.6","7","7"
"2007","higher education","7.15","8","4397","5","6","8","9","7.1","7.2","8","8"
"2007","higher vocational","6.75","7","1535","4","6","8","9","6.66","6.84","7","7"
"2007","in school","7.64","8","341","6","7","9","9","7.5","7.78","8","8"
"2007","inadequately","6.27","6","218","4","5","8","9","6","6.54","6","7"
"2007","middle vocational","6.81","7","10360","5","6","8","9","6.78","6.84","7","7"
"2007","vocational + Abi","6.98","7","1171","5","6","8","9","6.89","7.07","7","7"
"2008","general elemantary","6.72","7","2032","4","5","8","9","6.64","6.8","7","7"
"2008","higher education","7.17","7","4200","5","6","8","9","7.12","7.22","8","8"
"2008","higher vocational","6.81","7","1418","5","6","8","9","6.72","6.9","7","7"
"2008","in school","7.42","8","354","5","7","8","9","7.27","7.57","7","8"
"2008","inadequately","6.24","6","187","4","5","7","8","5.97","6.51","6","7"
"2008","middle vocational","6.81","7","9765","4","6","8","9","6.77","6.85","7","7"
"2008","vocational + Abi","7.04","7","1099","5","6","8","9","6.94","7.14","7","8"
"2009","general elemantary","6.59","7","1805","4","5","8","9","6.5","6.68","7","7"
"2009","higher education","7.17","7","4036","5","6","8","9","7.12","7.22","8","8"
"2009","higher vocational","6.72","7","1331","4","6","8","9","6.62","6.82","7","7"
"2009","in school","7.38","8","311","6","7","8","9","7.23","7.53","8","8"
"2009","inadequately","5.8","6","168","3","4","7","8","5.47","6.13","6","7"
"2009","middle vocational","6.75","7","9089","4","5","8","9","6.71","6.79","7","7"
"2009","vocational + Abi","6.81","7","1001","4","6","8","9","6.7","6.92","7","7"
"2010","general elemantary","6.79","7","2466","4","5","8","9","6.71","6.87","7","7"
"2010","higher education","7.32","8","5382","5","7","8","9","7.28","7.36","8","8"
"2010","higher vocational","7.02","7","1613","5","6","8","9","6.93","7.11","8","8"
"2010","in school","7.72","8","416","6","7","9","9","7.58","7.86","8","8"
"2010","inadequately","6.24","6","344","3","5","8","9","6.01","6.47","7","7"
"2010","middle vocational","6.95","7","11779","5","6","8","9","6.92","6.98","7","8"
"2010","vocational + Abi","7.21","8","1713","5","7","8","9","7.13","7.29","8","8"
"2011","general elemantary","6.66","7","2595","4","5","8","9","6.59","6.73","7","7"
"2011","higher education","7.32","8","5770","5","7","8","9","7.28","7.36","8","8"
"2011","higher vocational","6.97","7","1701","5","6","8","9","6.89","7.05","7","8"
"2011","in school","7.86","8","431","6","7","9","9","7.72","8","8","8"
"2011","inadequately","6.35","6","356","4","5","8","9","6.13","6.57","7","7"
"2011","middle vocational","6.89","7","12630","5","6","8","9","6.86","6.92","7","7"
"2011","vocational + Abi","7.21","8","1844","5","7","8","9","7.14","7.28","8","8"
"2012","general elemantary","6.93","7","2772","5","6","8","9","6.86","7","7","7"
"2012","higher education","7.43","8","5932","5","7","8","9","7.39","7.47","8","8"
"2012","higher vocational","7.09","7","1743","5","6","8","9","7.01","7.17","7","8"
"2012","in school","7.68","8","452","6","7","9","9","7.56","7.8","8","8"
"2012","inadequately","6.6","7","367","4","5","8","9","6.37","6.83","7","7"
"2012","middle vocational","6.98","7","12937","5","6","8","9","6.95","7.01","7","7"
"2012","vocational + Abi","7.27","8","1876","5","7","8","9","7.2","7.34","8","8"
"2013","general elemantary","6.99","7","3715","5","6","8","9","6.93","7.05","7","8"
"2013","higher education","7.46","8","6864","5","7","8","9","7.42","7.5","8","8"
"2013","higher vocational","7.13","8","1733","5","6","8","9","7.05","7.21","8","8"
"2013","in school","7.55","8","626","6","7","8","9","7.43","7.67","8","8"
"2013","inadequately","6.62","7","634","4","5","8","10","6.45","6.79","7","7"
"2013","middle vocational","7.1","7","14185","5","6","8","9","7.07","7.13","8","8"
"2013","vocational + Abi","7.29","8","2373","5","7","8","9","7.23","7.35","8","8"
"2014","general elemantary","6.96","7","3114","5","6","8","9","6.89","7.03","7","8"
"2014","higher education","7.42","8","6217","5","7","8","9","7.38","7.46","8","8"
"2014","higher vocational","7.1","7","1598","5","6","8","9","7.02","7.18","8","8"
"2014","in school","7.84","8","447","6","7","9","10","7.7","7.98","8","8"
"2014","inadequately","6.18","6","504","3","5","8","9","5.98","6.38","7","7"
"2014","middle vocational","7.1","8","12560","5","6","8","9","7.07","7.13","8","8"
"2014","vocational + Abi","7.36","8","2056","5","7","8","9","7.29","7.43","8","8"
"2015","general elemantary","7.05","7","2977","5","6","8","9","6.98","7.12","8","8"
"2015","higher education","7.56","8","6443","6","7","9","9","7.52","7.6","8","8"
"2015","higher vocational","7.18","8","1539","5","6","8","9","7.1","7.26","8","8"
"2015","in school","7.67","8","378","6","7","9","9","7.5","7.84","8","8"
"2015","inadequately","6.57","7","537","3","5","8","10","6.38","6.76","7","8"
"2015","middle vocational","7.2","8","12209","5","6","8","9","7.17","7.23","8","8"
"2015","vocational + Abi","7.43","8","2166","5","7","8","9","7.36","7.5","8","8"
"2016","general elemantary","7.03","7","3428","5","6","8","9","6.96","7.1","8","8"
"2016","higher education","7.53","8","6668","5","7","9","9","7.49","7.57","8","8"
"2016","higher vocational","7.19","8","1407","5","6","8","9","7.1","7.28","8","8"
"2016","in school","7.89","8","364","6","7","9","9","7.73","8.05","8","8"
"2016","inadequately","6.64","7","2026","4","5","8","10","6.54","6.74","8","8"
"2016","middle vocational","7.19","8","11783","5","6","8","9","7.16","7.22","8","8"
"2016","vocational + Abi","7.44","8","2137","5","7","8","9","7.37","7.51","8","8"
"2017","general elemantary","7.08","8","3846","5","6","8","9","7.02","7.14","8","8"
"2017","higher education","7.55","8","7473","6","7","9","9","7.51","7.59","8","8"
"2017","higher vocational","7.16","8","1544","5","6","8","9","7.08","7.24","8","8"
"2017","in school","7.74","8","431","6","7","9","9","7.59","7.89","8","8"
"2017","inadequately","6.74","7","2607","4","5","8","10","6.65","6.83","8","8"
"2017","middle vocational","7.18","8","13010","5","6","8","9","7.15","7.21","8","8"
"2017","vocational + Abi","7.35","8","2357","5","7","8","9","7.29","7.41","8","8"
"2018","general elemantary","7.14","8","3526","5","6","8","9","7.08","7.2","8","8"
"2018","higher education","7.61","8","7045","6","7","8","9","7.57","7.65","8","8"
"2018","higher vocational","7.3","8","1454","5","7","8","9","7.22","7.38","8","8"
"2018","in school","7.57","8","361","5","7","9","9","7.4","7.74","8","8"
"2018","inadequately","6.78","7","2110","4","5","8","10","6.69","6.87","7","8"
"2018","middle vocational","7.29","8","12207","5","7","8","9","7.26","7.32","8","8"
"2018","vocational + Abi","7.42","8","2212","5","7","8","9","7.35","7.49","8","8"
"2019","general elemantary","7.15","8","3170","5","6","8","9","7.08","7.22","8","8"
"2019","higher education","7.7","8","7633","6","7","9","9","7.67","7.73","8","8"
"2019","higher vocational","7.48","8","1668","5","7","8","9","7.41","7.55","8","8"
"2019","in school","7.91","8","330","6","7","9","10","7.74","8.08","8","8"
"2019","inadequately","7.03","8","1885","4","5","9","10","6.93","7.13","7","8"
"2019","middle vocational","7.38","8","11711","5","7","8","9","7.35","7.41","8","8"
"2019","vocational + Abi","7.49","8","2259","5","7","8","9","7.43","7.55","8","8"
