"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1989","secondary school degree","Female","7.28","8","997","5","6","9","9","7.17","7.39","8","8"
"1989","secondary school degree","Male","7.26","8","715","5","6","8","9","7.13","7.39","8","8"
"1990","college entrance qualification","Female","7.15","8","693","5","6","8","9","7.01","7.29","7","8"
"1990","college entrance qualification","Male","7.22","8","1047","5","7","8","9","7.12","7.32","7","8"
"1990","lower secondary degree","Female","7","7","3339","5","6","8","10","6.93","7.07","7","7"
"1990","lower secondary degree","Male","7.15","7","2935","5","6","8","10","7.08","7.22","7","8"
"1990","no degree/no degree yet","Female","7.19","8","480","5","6","9","10","7.01","7.37","7","8"
"1990","no degree/no degree yet","Male","7.32","8","405","5","6","9","10","7.12","7.52","7","8"
"1990","Other degree","Female","7","7","442","5","5","8","10","6.83","7.17","7","8"
"1990","Other degree","Male","6.81","7","626","4","5","8","9","6.66","6.96","7","8"
"1990","secondary school degree","Female","7.13","8","2063","5","6","8","9","7.05","7.21","7","7"
"1990","secondary school degree","Male","7.1","7","1650","5","6","8","9","7.02","7.18","7","7"
"1991","college entrance qualification","Female","7.12","8","696","5","6","8","9","6.98","7.26","7","8"
"1991","college entrance qualification","Male","7.15","7.27","1042","5","6","8","9","7.05","7.25","7","8"
"1991","lower secondary degree","Female","7.06","7.89","3160","5","6","8","9","6.99","7.13","7","8"
"1991","lower secondary degree","Male","7.16","8","2843","5","6","8","9","7.09","7.23","7","8"
"1991","no degree/no degree yet","Female","7","7","483","5","6","8","9","6.84","7.16","7","7"
"1991","no degree/no degree yet","Male","7.37","8","378","5","7","9","9","7.18","7.56","7","8"
"1991","Other degree","Female","6.96","7","428","5","5","8","9","6.79","7.13","7","8"
"1991","Other degree","Male","6.88","7","614","4","5","8","10","6.73","7.03","7","8"
"1991","secondary school degree","Female","7.01","7","2030","5","6","8","9","6.92","7.1","7","7"
"1991","secondary school degree","Male","6.83","7","1610","5","6","8","9","6.74","6.92","7","7"
"1992","college entrance qualification","Female","7.13","7","712","5","6","8","9","7.01","7.25","7","8"
"1992","college entrance qualification","Male","7.17","8","1029","5","6","8","9","7.07","7.27","7","8"
"1992","lower secondary degree","Female","6.94","7","3066","5","6","8","9","6.87","7.01","7","7"
"1992","lower secondary degree","Male","7.05","7","2771","5","6","8","9","6.98","7.12","7","7"
"1992","no degree/no degree yet","Female","6.95","7","490","5","6","8","9","6.77","7.13","7","7"
"1992","no degree/no degree yet","Male","7.37","8","361","5","7","8","9","7.19","7.55","7","8"
"1992","Other degree","Female","6.69","7","427","5","5","8","9","6.51","6.87","7","7"
"1992","Other degree","Male","6.81","7","585","4","6","8","9","6.67","6.95","7","7"
"1992","secondary school degree","Female","6.95","7","2026","5","6","8","9","6.87","7.03","7","7"
"1992","secondary school degree","Male","6.86","7","1566","5","6","8","9","6.77","6.95","7","7"
"1993","college entrance qualification","Female","7.15","8","732","5","6","8","9","7.02","7.28","7","8"
"1993","college entrance qualification","Male","7.12","7","1038","5","6","8","9","7.02","7.22","7","8"
"1993","lower secondary degree","Female","6.91","7","2982","4","5","8","9","6.84","6.98","7","7"
"1993","lower secondary degree","Male","6.97","7","2696","5","6","8","9","6.9","7.04","7","7"
"1993","no degree/no degree yet","Female","7.03","7","474","5","6","8","10","6.86","7.2","7","7"
"1993","no degree/no degree yet","Male","7.06","7","359","5","6","8","9","6.86","7.26","7","7"
"1993","Other degree","Female","6.8","7","409","4","5","8","9","6.6","7","7","7"
"1993","Other degree","Male","6.68","7","570","4","5","8","9","6.52","6.84","7","7"
"1993","secondary school degree","Female","6.96","7","2006","5","6","8","9","6.88","7.04","7","7"
"1993","secondary school degree","Male","6.87","7","1561","5","6","8","9","6.78","6.96","7","7"
"1994","college entrance qualification","Female","7.06","7.68","758","5","6","8","9","6.93","7.19","7","8"
"1994","college entrance qualification","Male","7.03","7","1056","5","6","8","9","6.93","7.13","7","7"
"1994","lower secondary degree","Female","6.8","7","2896","4","5","8","9","6.73","6.87","7","7"
"1994","lower secondary degree","Male","6.88","7","2605","5","6","8","9","6.81","6.95","7","7"
"1994","no degree/no degree yet","Female","6.96","7","478","5","6","8","9","6.78","7.14","7","7"
"1994","no degree/no degree yet","Male","7.02","7","351","5","6","8","9","6.81","7.23","7","7"
"1994","Other degree","Female","6.88","7","385","5","6","8","9","6.71","7.05","7","7"
"1994","Other degree","Male","6.81","7","518","4","5","8","9","6.65","6.97","7","7"
"1994","secondary school degree","Female","6.87","7","1976","5","6","8","9","6.79","6.95","7","7"
"1994","secondary school degree","Male","6.85","7","1519","4","6","8","9","6.76","6.94","7","7"
"1995","college entrance qualification","Female","7.14","8","814","5","6","8","9","7.02","7.26","7","8"
"1995","college entrance qualification","Male","7.06","7","1095","5","6","8","9","6.96","7.16","7","7"
"1995","lower secondary degree","Female","6.69","7","2824","4","5","8","9","6.62","6.76","7","7"
"1995","lower secondary degree","Male","6.82","7","2574","5","6","8","9","6.75","6.89","7","7"
"1995","no degree/no degree yet","Female","6.81","7","478","4","5","8","9","6.64","6.98","7","7"
"1995","no degree/no degree yet","Male","7.09","8","379","5","6","8","9","6.9","7.28","7","8"
"1995","Other degree","Female","6.91","7","534","5","6","8","9","6.75","7.07","7","7"
"1995","Other degree","Male","6.73","7","645","4","5","8","9","6.59","6.87","7","7"
"1995","secondary school degree","Female","6.87","7","2039","5","6","8","9","6.79","6.95","7","7"
"1995","secondary school degree","Male","6.86","7","1540","5","6","8","9","6.77","6.95","7","7"
"1996","college entrance qualification","Female","7.15","8","826","5","6","8","9","7.04","7.26","7","8"
"1996","college entrance qualification","Male","7.09","7","1090","5","6","8","9","7","7.18","7","7"
"1996","lower secondary degree","Female","6.8","7","2759","5","5","8","9","6.73","6.87","7","7"
"1996","lower secondary degree","Male","6.84","7","2528","5","6","8","9","6.77","6.91","7","7"
"1996","no degree/no degree yet","Female","7.05","7","464","5","6","8","9","6.89","7.21","7","7"
"1996","no degree/no degree yet","Male","7.01","7","362","5","6","8","9","6.82","7.2","7","7"
"1996","Other degree","Female","6.74","7","499","5","5","8","9","6.58","6.9","7","7"
"1996","Other degree","Male","6.68","7","600","4","5","8","9","6.53","6.83","7","7"
"1996","secondary school degree","Female","7","7","2043","5","6","8","9","6.92","7.08","7","7"
"1996","secondary school degree","Male","6.89","7","1548","5","6","8","9","6.8","6.98","7","7"
"1997","college entrance qualification","Female","7.05","7","837","5","6","8","9","6.94","7.16","7","7"
"1997","college entrance qualification","Male","7.02","7","1102","5","6","8","9","6.92","7.12","7","7"
"1997","lower secondary degree","Female","6.62","7","2675","4","5","8","9","6.55","6.69","7","7"
"1997","lower secondary degree","Male","6.69","7","2492","4","5","8","9","6.62","6.76","7","7"
"1997","no degree/no degree yet","Female","7.14","7","455","5","6","8","10","6.97","7.31","7","7"
"1997","no degree/no degree yet","Male","6.94","7","366","4","6","8","9","6.75","7.13","7","8"
"1997","Other degree","Female","6.75","7","473","4","5","8","9","6.59","6.91","7","7"
"1997","Other degree","Male","6.65","7","551","4","5","8","8","6.5","6.8","7","7"
"1997","secondary school degree","Female","6.83","7","2015","5","6","8","9","6.76","6.9","7","7"
"1997","secondary school degree","Male","6.75","7","1530","5","6","8","9","6.66","6.84","7","7"
"1998","college entrance qualification","Female","7.19","8","986","5","7","8","9","7.09","7.29","7","8"
"1998","college entrance qualification","Male","7.07","7","1226","5","6","8","9","6.98","7.16","7","7"
"1998","lower secondary degree","Female","6.76","7","2917","5","5","8","9","6.69","6.83","7","7"
"1998","lower secondary degree","Male","6.83","7","2724","5","6","8","9","6.76","6.9","7","7"
"1998","no degree/no degree yet","Female","6.98","7","450","5","6","8","9","6.81","7.15","7","7"
"1998","no degree/no degree yet","Male","7.02","8","359","4","6","8","9","6.83","7.21","7","8"
"1998","Other degree","Female","7.15","7","461","5","6","8","10","6.99","7.31","7","7"
"1998","Other degree","Male","6.9","7","535","4","6","8","9","6.75","7.05","7","7"
"1998","secondary school degree","Female","7.04","7","2190","5","6","8","9","6.97","7.11","7","7"
"1998","secondary school degree","Male","6.99","7","1693","5","6","8","9","6.91","7.07","7","7"
"1999","college entrance qualification","Female","7.19","8","999","5","6","8","9","7.09","7.29","7","8"
"1999","college entrance qualification","Male","7.18","8","1231","5","7","8","9","7.09","7.27","7","8"
"1999","lower secondary degree","Female","6.87","7","2837","4","5","8","9","6.8","6.94","7","7"
"1999","lower secondary degree","Male","6.89","7","2681","5","6","8","9","6.82","6.96","7","7"
"1999","no degree/no degree yet","Female","7.18","7","429","5","6","8","9","7.01","7.35","7","8"
"1999","no degree/no degree yet","Male","6.93","8","349","4","5","8","9","6.73","7.13","7","8"
"1999","Other degree","Female","6.87","7","426","5","6","8","9","6.7","7.04","7","7"
"1999","Other degree","Male","6.82","7","503","5","5","8","9","6.66","6.98","7","7"
"1999","secondary school degree","Female","7.05","7","2184","5","6","8","9","6.98","7.12","7","7"
"1999","secondary school degree","Male","7.04","7","1675","5","6","8","9","6.96","7.12","7","7"
"2000","college entrance qualification","Female","7.35","8","2160","5","7","8","9","7.28","7.42","8","8"
"2000","college entrance qualification","Male","7.34","8","2579","5","7","8","9","7.28","7.4","8","8"
"2000","lower secondary degree","Female","6.96","7","5150","5","6","8","9","6.91","7.01","7","7"
"2000","lower secondary degree","Male","6.99","7","4811","5","6","8","9","6.94","7.04","7","7"
"2000","no degree/no degree yet","Female","7.04","7","499","5","6","8","9","6.88","7.2","7","8"
"2000","no degree/no degree yet","Male","6.96","7","422","5","5","8","9","6.78","7.14","7","8"
"2000","Other degree","Female","7.13","7","765","5","6","8","9","7","7.26","7","7"
"2000","Other degree","Male","6.91","7","776","5","5","8","9","6.77","7.05","7","7"
"2000","secondary school degree","Female","7.15","8","3967","5","6","8","9","7.1","7.2","7","8"
"2000","secondary school degree","Male","7.12","7","3021","5","6","8","9","7.06","7.18","7","7"
"2001","college entrance qualification","Female","7.38","8","2057","5","7","8","9","7.31","7.45","8","8"
"2001","college entrance qualification","Male","7.38","8","2395","5","7","8","9","7.32","7.44","8","8"
"2001","lower secondary degree","Female","6.98","7","4509","5","6","8","9","6.93","7.03","7","7"
"2001","lower secondary degree","Male","7.01","7","4254","5","6","8","9","6.96","7.06","7","7"
"2001","no degree/no degree yet","Female","7.16","7.69","464","5","6","8","9","7","7.32","7","8"
"2001","no degree/no degree yet","Male","7.39","8","406","5","6","9","9","7.22","7.56","8","8"
"2001","Other degree","Female","7.08","7","697","5","6","8","9","6.95","7.21","7","8"
"2001","Other degree","Male","6.78","7","673","4","5","8","9","6.64","6.92","7","7"
"2001","secondary school degree","Female","7.17","8","3664","5","6","8","9","7.11","7.23","7","8"
"2001","secondary school degree","Male","7","7","2779","5","6","8","9","6.94","7.06","7","7"
"2002","college entrance qualification","Female","7.27","8","2563","5","7","8","9","7.21","7.33","8","8"
"2002","college entrance qualification","Male","7.22","8","3045","5","7","8","9","7.16","7.28","8","8"
"2002","lower secondary degree","Female","6.78","7","4304","4","5","8","9","6.72","6.84","7","7"
"2002","lower secondary degree","Male","6.76","7","4059","4","5","8","9","6.7","6.82","7","7"
"2002","no degree/no degree yet","Female","7.17","8","482","5","6","8","9","7.01","7.33","7","8"
"2002","no degree/no degree yet","Male","7.17","8","429","5","6","8","9","7.01","7.33","8","8"
"2002","Other degree","Female","6.85","7","686","4","6","8","9","6.72","6.98","7","7"
"2002","Other degree","Male","6.64","7","640","4","5","8","9","6.5","6.78","7","7"
"2002","secondary school degree","Female","6.92","7","3821","5","6","8","9","6.87","6.97","7","7"
"2002","secondary school degree","Male","6.89","7","2884","5","6","8","9","6.83","6.95","7","7"
"2003","college entrance qualification","Female","7.21","8","2524","5","6","8","9","7.15","7.27","8","8"
"2003","college entrance qualification","Male","7.14","8","2912","5","6","8","9","7.08","7.2","8","8"
"2003","lower secondary degree","Female","6.75","7","4072","4","5","8","9","6.69","6.81","7","7"
"2003","lower secondary degree","Male","6.72","7","3866","4","5","8","9","6.66","6.78","7","7"
"2003","no degree/no degree yet","Female","7.07","8","474","5","6","8","9","6.9","7.24","7","8"
"2003","no degree/no degree yet","Male","7.21","7.7","422","5","6","8","9","7.05","7.37","7","8"
"2003","Other degree","Female","6.94","7","647","5","6","8","9","6.8","7.08","7","7"
"2003","Other degree","Male","6.47","7","600","3","5","8","9","6.31","6.63","7","7"
"2003","secondary school degree","Female","6.86","7","3681","5","6","8","9","6.8","6.92","7","7"
"2003","secondary school degree","Male","6.82","7","2782","5","6","8","9","6.76","6.88","7","7"
"2004","college entrance qualification","Female","7.06","7","2514","5","6","8","9","6.99","7.13","7","8"
"2004","college entrance qualification","Male","6.98","7","2864","5","6","8","9","6.92","7.04","7","8"
"2004","lower secondary degree","Female","6.54","7","3887","4","5","8","9","6.48","6.6","7","7"
"2004","lower secondary degree","Male","6.54","7","3686","4","5","8","8","6.48","6.6","7","7"
"2004","no degree/no degree yet","Female","6.79","7","486","4","5","8","9","6.63","6.95","7","8"
"2004","no degree/no degree yet","Male","7.02","7","422","5","6","8","9","6.87","7.17","7","8"
"2004","Other degree","Female","6.53","7","618","4","5","8","9","6.39","6.67","7","7"
"2004","Other degree","Male","6.44","7","579","4","5","8","9","6.28","6.6","7","7"
"2004","secondary school degree","Female","6.57","7","3607","4","5","8","9","6.51","6.63","7","7"
"2004","secondary school degree","Male","6.59","7","2689","4","5","8","8","6.52","6.66","7","7"
"2005","college entrance qualification","Female","7.23","8","2477","5","6","8","9","7.16","7.3","8","8"
"2005","college entrance qualification","Male","7.22","8","2723","5","7","8","9","7.16","7.28","8","8"
"2005","lower secondary degree","Female","6.76","7","3638","4","5","8","9","6.7","6.82","7","7"
"2005","lower secondary degree","Male","6.66","7","3466","4","5","8","9","6.6","6.72","7","7"
"2005","no degree/no degree yet","Female","7.05","7","483","5","6","8","9","6.88","7.22","7","8"
"2005","no degree/no degree yet","Male","7.16","7","419","5","6","8","9","6.99","7.33","8","8"
"2005","Other degree","Female","6.54","7","589","4","5","8","9","6.39","6.69","7","7"
"2005","Other degree","Male","6.4","7","536","4","5","8","9","6.23","6.57","7","7"
"2005","secondary school degree","Female","6.8","7","3453","4","6","8","9","6.74","6.86","7","7"
"2005","secondary school degree","Male","6.71","7","2573","4","6","8","9","6.64","6.78","7","7"
"2006","college entrance qualification","Female","7.12","8","2689","5","6","8","9","7.06","7.18","8","8"
"2006","college entrance qualification","Male","7.17","7","2925","5","7","8","9","7.11","7.23","8","8"
"2006","lower secondary degree","Female","6.66","7","3900","4","5","8","9","6.6","6.72","7","7"
"2006","lower secondary degree","Male","6.58","7","3709","4","5","8","9","6.52","6.64","7","7"
"2006","no degree/no degree yet","Female","6.87","7","346","5","6","8","9","6.67","7.07","7","8"
"2006","no degree/no degree yet","Male","6.97","8","307","4","6","8","9","6.77","7.17","7","8"
"2006","Other degree","Female","6.64","7","640","4","6","8","9","6.5","6.78","7","7"
"2006","Other degree","Male","6.45","7","559","4","5","8","9","6.29","6.61","7","7"
"2006","secondary school degree","Female","6.76","7","3726","4","6","8","9","6.7","6.82","7","7"
"2006","secondary school degree","Male","6.7","7","2751","4","6","8","9","6.63","6.77","7","7"
"2007","college entrance qualification","Female","7.3","8","2615","5","7","8","9","7.24","7.36","8","8"
"2007","college entrance qualification","Male","7.16","8","2824","5","7","8","9","7.1","7.22","8","8"
"2007","lower secondary degree","Female","6.73","7","3541","4","5","8","9","6.67","6.79","7","7"
"2007","lower secondary degree","Male","6.65","7","3407","4","5","8","9","6.59","6.71","7","7"
"2007","no degree/no degree yet","Female","6.95","7","313","5","6","8","9","6.75","7.15","7","8"
"2007","no degree/no degree yet","Male","7.08","7","247","5","6","8","9","6.87","7.29","7","8"
"2007","Other degree","Female","6.63","7","576","5","5","8","9","6.48","6.78","7","7"
"2007","Other degree","Male","6.26","7","501","4","5","8","8","6.1","6.42","7","7"
"2007","secondary school degree","Female","6.86","7","3488","5","6","8","9","6.8","6.92","7","7"
"2007","secondary school degree","Male","6.73","7","2573","4","6","8","9","6.66","6.8","7","7"
"2008","college entrance qualification","Female","7.18","7","2480","5","6","8","9","7.12","7.24","8","8"
"2008","college entrance qualification","Male","7.2","7","2664","5","7","8","9","7.14","7.26","8","8"
"2008","lower secondary degree","Female","6.75","7","3311","4","5","8","9","6.69","6.81","7","7"
"2008","lower secondary degree","Male","6.69","7","3173","4","5","8","9","6.63","6.75","7","7"
"2008","no degree/no degree yet","Female","6.7","7","296","5","5","8","9","6.5","6.9","7","7"
"2008","no degree/no degree yet","Male","7.12","7","255","5","6","8","9","6.92","7.32","7","8"
"2008","Other degree","Female","6.79","7","509","5","6","8","9","6.62","6.96","7","7"
"2008","Other degree","Male","6.43","7","437","4","5","8","8","6.25","6.61","7","7"
"2008","secondary school degree","Female","6.92","7","3308","4","6","8","9","6.86","6.98","7","7"
"2008","secondary school degree","Male","6.82","7","2454","5","6","8","9","6.75","6.89","7","7"
"2009","college entrance qualification","Female","7.18","8","2377","5","6","8","9","7.11","7.25","7","8"
"2009","college entrance qualification","Male","7.09","7","2520","5","6","8","9","7.03","7.15","8","8"
"2009","lower secondary degree","Female","6.76","7","3032","4","5","8","9","6.69","6.83","7","7"
"2009","lower secondary degree","Male","6.59","7","2918","4","5","8","9","6.52","6.66","7","7"
"2009","no degree/no degree yet","Female","6.62","7","240","4","5","8","9","6.39","6.85","7","8"
"2009","no degree/no degree yet","Male","6.81","7","247","4","6","8","9","6.58","7.04","7","8"
"2009","Other degree","Female","6.8","7","437","4","5","8","9","6.63","6.97","7","8"
"2009","Other degree","Male","6.35","7","374","4","5","8","8","6.16","6.54","7","7"
"2009","secondary school degree","Female","6.72","7","3125","4","5","8","9","6.66","6.78","7","7"
"2009","secondary school degree","Male","6.78","7","2292","4","6","8","9","6.71","6.85","7","7"
"2010","college entrance qualification","Female","7.38","8","3540","5","7","8","9","7.33","7.43","8","8"
"2010","college entrance qualification","Male","7.29","8","3271","5","7","8","9","7.24","7.34","8","8"
"2010","lower secondary degree","Female","6.92","7","3518","5","6","8","9","6.86","6.98","7","7"
"2010","lower secondary degree","Male","6.82","7","3355","5","6","8","9","6.76","6.88","7","7"
"2010","no degree/no degree yet","Female","7.01","7","398","4","6","8","9","6.82","7.2","7","8"
"2010","no degree/no degree yet","Male","7.24","8","380","5","6","8","9","7.07","7.41","8","8"
"2010","Other degree","Female","7.1","7","868","5","6","8","9","6.98","7.22","7","8"
"2010","Other degree","Male","6.71","7","723","5","6","8","9","6.58","6.84","7","8"
"2010","secondary school degree","Female","7.02","7","4502","5","6","8","9","6.97","7.07","8","8"
"2010","secondary school degree","Male","6.89","7","2955","5","6","8","9","6.83","6.95","7","8"
"2011","college entrance qualification","Female","7.39","8","3876","5","7","8","9","7.34","7.44","8","8"
"2011","college entrance qualification","Male","7.28","8","3483","5","7","8","9","7.23","7.33","8","8"
"2011","lower secondary degree","Female","6.75","7","3773","4","5","8","9","6.69","6.81","7","7"
"2011","lower secondary degree","Male","6.72","7","3514","5","5","8","9","6.66","6.78","7","7"
"2011","no degree/no degree yet","Female","6.97","7","427","4","6","8","9","6.77","7.17","7","8"
"2011","no degree/no degree yet","Male","7.32","8","382","5","6","8","9","7.16","7.48","8","8"
"2011","Other degree","Female","7.04","7","914","5","6","8","9","6.92","7.16","7","8"
"2011","Other degree","Male","6.8","7","732","4","5","8","9","6.67","6.93","7","8"
"2011","secondary school degree","Female","6.96","7","4878","5","6","8","9","6.91","7.01","7","8"
"2011","secondary school degree","Male","6.92","7","3113","5","6","8","9","6.86","6.98","7","8"
"2012","college entrance qualification","Female","7.47","8","3962","5","7","8","9","7.42","7.52","8","8"
"2012","college entrance qualification","Male","7.41","8","3570","5","7","8","9","7.36","7.46","8","8"
"2012","lower secondary degree","Female","6.86","7","3846","5","5","8","9","6.8","6.92","7","7"
"2012","lower secondary degree","Male","6.79","7","3679","4","5","8","9","6.73","6.85","7","7"
"2012","no degree/no degree yet","Female","6.82","7","455","4","5","8","9","6.63","7.01","7","8"
"2012","no degree/no degree yet","Male","7.44","8","397","5","6","9","9","7.27","7.61","8","8"
"2012","Other degree","Female","7.19","8","989","5","6","8","9","7.08","7.3","8","8"
"2012","Other degree","Male","7.13","7","774","5","6","8","9","7.01","7.25","7","8"
"2012","secondary school degree","Female","7.04","7","4903","5","6","8","9","6.99","7.09","7","8"
"2012","secondary school degree","Male","7.06","7","3243","5","6","8","9","7","7.12","7","8"
"2013","college entrance qualification","Female","7.5","8","4227","5","7","8","9","7.45","7.55","8","8"
"2013","college entrance qualification","Male","7.41","8","3865","5","7","8","9","7.36","7.46","8","8"
"2013","lower secondary degree","Female","6.98","7","3945","5","6","8","9","6.92","7.04","7","7"
"2013","lower secondary degree","Male","6.95","7","3826","5","6","8","9","6.89","7.01","7","8"
"2013","no degree/no degree yet","Female","6.88","7","697","4","5","8","10","6.73","7.03","7","8"
"2013","no degree/no degree yet","Male","7.27","8","630","5","6","8","9","7.12","7.42","8","8"
"2013","Other degree","Female","7.31","8","2277","5","6","9","9","7.23","7.39","8","8"
"2013","Other degree","Male","7.22","8","1867","5","6","8","9","7.14","7.3","8","8"
"2013","secondary school degree","Female","7.12","8","5081","5","6","8","9","7.07","7.17","8","8"
"2013","secondary school degree","Male","7.13","8","3409","5","6","8","9","7.07","7.19","8","8"
"2014","college entrance qualification","Female","7.46","8","3858","5","7","8","9","7.41","7.51","8","8"
"2014","college entrance qualification","Male","7.4","8","3568","5","7","8","9","7.35","7.45","8","8"
"2014","lower secondary degree","Female","6.97","7","3520","5","6","8","9","6.91","7.03","7","7"
"2014","lower secondary degree","Male","6.96","7","3392","5","6","8","9","6.9","7.02","7","8"
"2014","no degree/no degree yet","Female","6.69","7","546","4","5","8","9","6.52","6.86","7","8"
"2014","no degree/no degree yet","Male","7.13","8","460","4","6","8","10","6.95","7.31","8","8"
"2014","Other degree","Female","7.33","8","1806","5","6","8","9","7.25","7.41","8","8"
"2014","Other degree","Male","7.2","8","1500","5","6","8","9","7.11","7.29","8","8"
"2014","secondary school degree","Female","7.11","8","4481","5","6","8","9","7.06","7.16","8","8"
"2014","secondary school degree","Male","7.11","7","3059","5","6","8","9","7.05","7.17","7","8"
"2015","college entrance qualification","Female","7.56","8","3752","6","7","9","9","7.51","7.61","8","8"
"2015","college entrance qualification","Male","7.51","8","3460","6","7","8","9","7.46","7.56","8","8"
"2015","lower secondary degree","Female","7.08","8","3238","5","6","8","9","7.01","7.15","7","8"
"2015","lower secondary degree","Male","7.02","7","3165","5","6","8","9","6.96","7.08","7","8"
