"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","7.42","8","12178","5","6","9","10","10","7.38","7.46","0","10","8","8"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","7.23","8","11047","5","6","9","10","10","7.19","7.27","0","10","8","8"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","7.3","8","10608","5","6","9","10","10","7.26","7.34","0","10","8","8"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","7.09","7","10479","5","6","8","9","10","7.05","7.13","0","10","7","8"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","7.01","7","9979","4","6","8","9","10","6.97","7.05","0","10","7","8"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","7.05","7","9678","5","6","8","9","10","7.01","7.09","0","10","7","8"
"1990","East Germany","6.57","7","4424","5","5","8","9","10","6.51","6.63","0","10","7","7"
"1990","West Germany","7.23","8","9477","5","6","8","9","10","7.19","7.27","0","10","8","8"
"1991","East Germany","6.06","6","4115","3","5","8","8","10","6","6.12","0","10","6","6"
"1991","West Germany","7.32","8","9419","5","7","8","9","10","7.29","7.35","0","10","8","8"
"1992","East Germany","6.09","6","3959","4","5","7","8","10","6.03","6.15","0","10","6","6"
"1992","West Germany","7.23","8","9342","5","6","8","9","10","7.2","7.26","0","10","8","8"
"1993","East Germany","6.21","6","3815","4","5","8","8","10","6.15","6.27","0","10","6","7"
"1993","West Germany","7.14","8","9297","5","6","8","9","10","7.1","7.18","0","10","7","8"
"1994","East Germany","6.28","7","3772","4","5","8","8","10","6.22","6.34","0","10","6","7"
"1994","West Germany","7.03","7","9100","5","6","8","9","10","6.99","7.07","0","10","7","7"
"1995","East Germany","6.41","7","3691","4","5","8","8","10","6.35","6.47","0","10","7","7"
"1995","West Germany","6.96","7","9610","5","6","8","9","10","6.92","7","0","10","7","7"
