"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","7.38","8","4583","5","6","9","10","10","7.32","7.44","0","10","8","8"
"1984","35-65 y.","7.47","8","6323","5","6","9","10","10","7.42","7.52","0","10","8","8"
"1984","66 and older","7.38","8","1272","5","6","10","10","10","7.25","7.51","0","10","8","8"
"1985","16-34 y.","7.21","8","4166","5","6","8","10","10","7.15","7.27","0","10","8","8"
"1985","35-65 y.","7.22","8","5772","5","6","9","10","10","7.17","7.27","0","10","8","8"
"1985","66 and older","7.29","8","1109","5","6","9","10","10","7.16","7.42","0","10","8","8"
"1986","16-34 y.","7.32","8","4088","5","6","8","9","10","7.26","7.38","0","10","8","8"
"1986","35-65 y.","7.22","8","5477","5","6","8","10","10","7.17","7.27","0","10","8","8"
"1986","66 and older","7.48","8","1043","5","6","9","10","10","7.35","7.61","0","10","8","8"
"1987","16-34 y.","7.12","7","4025","5","6","8","9","10","7.06","7.18","0","10","8","8"
"1987","35-65 y.","7.05","7","5371","5","6","8","9","10","7","7.1","0","10","7","7"
"1987","66 and older","7.18","8","1083","5","6","9","10","10","7.05","7.31","0","10","7","8"
"1988","16-34 y.","7.07","7","3837","4","6","8","9","10","7.01","7.13","0","10","8","8"
"1988","35-65 y.","6.97","7","5093","5","6","8","9","10","6.92","7.02","0","10","7","7"
"1988","66 and older","6.97","7","1049","4","5","8","10","10","6.83","7.11","0","10","7","8"
"1989","16-34 y.","7.13","8","3761","5","6","8","9","10","7.07","7.19","0","10","8","8"
"1989","35-65 y.","7.01","7","4890","5","6","8","9","10","6.96","7.06","0","10","7","8"
"1989","66 and older","7.03","7","1027","5","5","8","10","10","6.9","7.16","0","10","7","8"
"1990","16-34 y.","7.19","8","5334","5","6","8","9","10","7.14","7.24","0","10","7","8"
"1990","35-65 y.","7.09","7","7080","5","6","8","9","10","7.05","7.13","0","10","7","7"
"1990","66 and older","6.95","7","1487","4","5","8","10","10","6.84","7.06","0","10","7","8"
"1991","16-34 y.","7.13","7","5114","5","6","8","9","10","7.08","7.18","0","10","7","7"
"1991","35-65 y.","7.01","7","6961","5","6","8","9","10","6.97","7.05","0","10","7","7"
"1991","66 and older","7.1","8","1459","5","6","8","10","10","6.99","7.21","0","10","7","8"
"1992","16-34 y.","7.12","7","4965","5","6","8","9","10","7.07","7.17","0","10","7","7"
"1992","35-65 y.","6.95","7","6870","5","6","8","9","10","6.91","6.99","0","10","7","7"
"1992","66 and older","6.93","7","1466","4","5","8","10","10","6.82","7.04","0","10","7","7"
"1993","16-34 y.","7.05","7","4897","5","6","8","9","10","7","7.1","0","10","7","7"
"1993","35-65 y.","6.87","7","6727","5","6","8","9","10","6.82","6.92","0","10","7","7"
"1993","66 and older","7.03","8","1488","4","6","8","10","10","6.92","7.14","0","10","7","8"
"1994","16-34 y.","7.04","7","4792","5","6","8","9","10","6.99","7.09","0","10","7","7"
"1994","35-65 y.","6.79","7","6576","5","6","8","9","10","6.75","6.83","0","10","7","7"
"1994","66 and older","6.87","7","1504","4","5","8","10","10","6.77","6.97","0","10","7","7"
"1995","16-34 y.","7.05","7","4937","5","6","8","9","10","7","7.1","0","10","7","7"
"1995","35-65 y.","6.77","7","6820","5","5","8","9","10","6.73","6.81","0","10","7","7"
"1995","66 and older","6.77","7","1544","4","5","8","9","10","6.67","6.87","0","10","7","7"
"1996","16-34 y.","7.08","7","4772","5","6","8","9","10","7.03","7.13","0","10","7","7"
"1996","35-65 y.","6.79","7","6758","5","6","8","9","10","6.75","6.83","0","10","7","7"
"1996","66 and older","6.94","7","1574","5","5","8","10","10","6.84","7.04","0","10","7","8"
"1997","16-34 y.","6.98","7","4628","5","6","8","9","10","6.93","7.03","0","10","7","7"
"1997","35-65 y.","6.65","7","6655","4","5","8","9","10","6.61","6.69","0","10","7","7"
"1997","66 and older","6.78","7","1606","4","5","8","9","10","6.69","6.87","0","10","7","7"
"1998","16-34 y.","7.14","7","4875","5","6","8","9","10","7.09","7.19","0","10","7","8"
"1998","35-65 y.","6.86","7","7533","5","6","8","9","10","6.82","6.9","0","10","7","7"
"1998","66 and older","6.86","7","1881","4","5","8","9","10","6.77","6.95","0","10","7","7"
"1999","16-34 y.","7.21","8","4609","5","6","8","9","10","7.16","7.26","0","10","7","8"
"1999","35-65 y.","6.89","7","7301","5","6","8","9","10","6.85","6.93","0","10","7","7"
"1999","66 and older","6.91","7","1828","4","6","8","9","10","6.82","7","0","10","7","7"
"2000","16-34 y.","7.27","8","7127","5","6","8","9","10","7.23","7.31","0","10","8","8"
"2000","35-65 y.","7.04","7","13448","5","6","8","9","10","7.01","7.07","0","10","7","7"
"2000","66 and older","7.01","7","3626","5","6","8","9","10","6.95","7.07","0","10","7","7"
"2001","16-34 y.","7.3","8","6286","5","7","8","9","10","7.26","7.34","0","10","8","8"
"2001","35-65 y.","7.03","7","12292","5","6","8","9","10","7","7.06","0","10","7","7"
"2001","66 and older","7.06","7","3433","5","6","8","9","10","7","7.12","0","10","7","8"
"2002","16-34 y.","7.1","7","6175","5","6","8","9","10","7.06","7.14","0","10","7","8"
"2002","35-65 y.","6.84","7","13304","5","6","8","9","10","6.81","6.87","0","10","7","7"
"2002","66 and older","6.88","7","3633","5","6","8","9","10","6.82","6.94","0","10","7","7"
"2003","16-34 y.","7.06","7","5874","5","6","8","9","10","7.02","7.1","0","10","7","8"
"2003","35-65 y.","6.77","7","12683","4","6","8","9","10","6.74","6.8","0","10","7","7"
"2003","66 and older","6.9","7","3697","5","6","8","9","10","6.84","6.96","0","10","7","7"
"2004","16-34 y.","6.83","7","5631","5","6","8","9","10","6.79","6.87","0","10","7","7"
"2004","35-65 y.","6.57","7","12251","4","5","8","9","10","6.54","6.6","0","10","7","7"
"2004","66 and older","6.69","7","3796","4","5","8","9","10","6.63","6.75","0","10","7","7"
"2005","16-34 y.","7.05","7","5326","5","6","8","9","10","7","7.1","0","10","7","8"
"2005","35-65 y.","6.72","7","11623","4","5","8","9","10","6.69","6.75","0","10","7","7"
"2005","66 and older","6.87","7","3799","5","6","8","9","10","6.81","6.93","0","10","7","7"
"2006","16-34 y.","7.03","7","5135","5","6","8","9","10","6.98","7.08","0","10","7","8"
"2006","35-65 y.","6.65","7","12410","4","5","8","9","10","6.62","6.68","0","10","7","7"
"2006","66 and older","6.8","7","4460","5","6","8","9","10","6.74","6.86","0","10","7","7"
"2007","16-34 y.","7.17","7","4712","5","6","8","9","10","7.12","7.22","0","10","7","8"
"2007","35-65 y.","6.71","7","11474","4","5","8","9","10","6.68","6.74","0","10","7","7"
"2007","66 and older","6.82","7","4388","5","6","8","9","10","6.77","6.87","0","10","7","7"
"2008","16-34 y.","7.13","7","4367","5","6","8","9","10","7.08","7.18","0","10","7","8"
"2008","35-65 y.","6.78","7","10678","4","6","8","9","10","6.75","6.81","0","10","7","7"
"2008","66 and older","6.87","7","4345","5","6","8","9","10","6.81","6.93","0","10","7","7"
"2009","16-34 y.","7.06","7","3993","5","6","8","9","10","7.01","7.11","0","10","7","7"
"2009","35-65 y.","6.67","7","9873","4","5","8","9","10","6.63","6.71","0","10","7","7"
"2009","66 and older","6.87","7","4204","5","6","8","9","10","6.81","6.93","0","10","7","7"
"2010","16-34 y.","7.33","8","6582","5","7","8","9","10","7.29","7.37","0","10","8","8"
"2010","35-65 y.","6.9","7","13382","5","6","8","9","10","6.87","6.93","0","10","8","8"
"2010","66 and older","7.03","7","4067","5","6","8","9","10","6.97","7.09","0","10","7","7"
"2011","16-34 y.","7.3","8","6329","5","7","8","9","10","7.26","7.34","0","10","8","8"
"2011","35-65 y.","6.89","7","15044","5","6","8","9","10","6.86","6.92","0","10","8","8"
"2011","66 and older","6.87","7","4516","5","6","8","9","10","6.82","6.92","0","10","7","7"
"2012","16-34 y.","7.4","8","6095","5","7","8","9","10","7.36","7.44","0","10","8","8"
"2012","35-65 y.","6.98","7","15446","5","6","8","9","10","6.95","7.01","0","10","7","8"
"2012","66 and older","7.06","7","4953","5","6","8","9","10","7.01","7.11","0","10","7","8"
"2013","16-34 y.","7.41","8","7878","5","7","8","9","10","7.37","7.45","0","10","8","8"
"2013","35-65 y.","7.08","7","17731","5","6","8","9","10","7.05","7.11","0","10","8","8"
"2013","66 and older","7.15","8","5079","5","6","8","9","10","7.1","7.2","0","10","8","8"
"2014","16-34 y.","7.42","8","6565","5","7","8","9","10","7.38","7.46","0","10","8","8"
"2014","35-65 y.","7.06","7","15570","5","6","8","9","10","7.03","7.09","0","10","8","8"
"2014","66 and older","7.16","8","4984","5","6","8","9","10","7.11","7.21","0","10","8","8"
"2015","16-34 y.","7.54","8","6708","5","7","9","9","10","7.5","7.58","0","10","8","8"
"2015","35-65 y.","7.19","8","15237","5","6","8","9","10","7.16","7.22","0","10","8","8"
"2015","66 and older","7.2","8","4953","5","6","8","9","10","7.15","7.25","0","10","8","8"
"2016","16-34 y.","7.61","8","8189","5","7","9","9","10","7.57","7.65","0","10","8","8"
"2016","35-65 y.","7.18","8","15756","5","6","8","9","10","7.15","7.21","0","10","8","8"
"2016","66 and older","7.11","8","4778","5","6","8","9","10","7.06","7.16","0","10","8","8"
"2017","16-34 y.","7.45","8","9466","5","7","8","9","10","7.41","7.49","0","10","8","8"
"2017","35-65 y.","7.18","8","17673","5","6","8","9","10","7.15","7.21","0","10","8","8"
"2017","66 and older","7.26","8","5075","5","6","8","9","10","7.21","7.31","0","10","8","8"
"2018","16-34 y.","7.45","8","8360","5","7","8","9","10","7.41","7.49","0","10","8","8"
"2018","35-65 y.","7.29","8","16609","5","7","8","9","10","7.26","7.32","0","10","8","8"
"2018","66 and older","7.39","8","5084","5","7","8","9","10","7.34","7.44","0","10","8","8"
"2019","16-34 y.","7.55","8","7334","5","7","9","9","10","7.51","7.59","0","10","8","8"
"2019","35-65 y.","7.4","8","17047","5","7","8","9","10","7.37","7.43","0","10","8","8"
"2019","66 and older","7.44","8","5269","5","7","9","9","10","7.39","7.49","0","10","8","8"
