"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","7.56","8","187","5","7","9","10","10","7.28","7.84","0","10","8","8"
"1984","(1a) inadequately completed","6.85","7","1110","3","5","9","10","10","6.71","6.99","0","10","7","8"
"1984","(1b) general elementary school","7.11","7","3004","4","5","9","10","10","7.03","7.19","0","10","7","8"
"1984","(1c) basic vocational qualification","7.45","8","4253","5","6","9","10","10","7.39","7.51","0","10","8","8"
"1984","(2a) intermediate vocational","7.77","8","1407","5","7","9","10","10","7.67","7.87","0","10","8","8"
"1984","(2b) intermediate general qualification","7.5","8","471","5","6","9","10","10","7.32","7.68","0","10","8","8"
"1984","(2c_gen) general maturity certificate","7.13","8","411","4","6","9","10","10","6.92","7.34","0","10","7","8"
"1984","(2c_voc) vocational maturity certificate","7.47","8","454","5","6","9","10","10","7.27","7.67","0","10","8","8"
"1984","(3a) lower tertiary education","7.85","8","266","5","7","9","10","10","7.63","8.07","0","10","8","8"
"1984","(3b) higher tertiary education","7.8","8","524","5","7","9","10","10","7.64","7.96","0","10","8","8"
"1985","(0) in school","7.57","8","187","5","7","9","9","10","7.33","7.81","2","10","8","8"
"1985","(1a) inadequately completed","6.94","7","910","4","5","9","10","10","6.8","7.08","0","10","7","8"
"1985","(1b) general elementary school","7.09","7","2623","4","5","9","10","10","7.01","7.17","0","10","7","8"
"1985","(1c) basic vocational qualification","7.18","8","3829","5","6","9","10","10","7.11","7.25","0","10","8","8"
"1985","(2a) intermediate vocational","7.46","8","1342","5","7","9","10","10","7.37","7.55","0","10","8","8"
"1985","(2b) intermediate general qualification","7.24","8","473","5","6","8","9","10","7.07","7.41","0","10","7","8"
"1985","(2c_gen) general maturity certificate","7.12","8","377","4","6","8","10","10","6.91","7.33","0","10","7","8"
"1985","(2c_voc) vocational maturity certificate","7.18","8","413","5","6","8","10","10","6.99","7.37","0","10","7","8"
"1985","(3a) lower tertiary education","7.56","8","248","5","7","9","10","10","7.34","7.78","0","10","8","8"
"1985","(3b) higher tertiary education","7.56","8","509","5","7","9","10","10","7.42","7.7","2","10","8","8"
"1986","(0) in school","7.66","8","189","5","7","9","10","10","7.43","7.89","0","10","8","8"
"1986","(1a) inadequately completed","6.77","7","849","4","5","8","10","10","6.62","6.92","0","10","7","7"
"1986","(1b) general elementary school","7.2","8","2474","5","6","9","10","10","7.12","7.28","0","10","8","8"
"1986","(1c) basic vocational qualification","7.28","8","3626","5","6","9","10","10","7.22","7.34","0","10","8","8"
"1986","(2a) intermediate vocational","7.44","8","1306","5","7","9","10","10","7.35","7.53","0","10","8","8"
"1986","(2b) intermediate general qualification","7.35","8","464","5","6","9","10","10","7.18","7.52","0","10","8","8"
"1986","(2c_gen) general maturity certificate","7.21","8","403","5","6","8","9","10","7.02","7.4","0","10","7","8"
"1986","(2c_voc) vocational maturity certificate","7.26","7","410","5","6","8","10","10","7.08","7.44","0","10","7","8"
"1986","(3a) lower tertiary education","7.41","8","247","5","7","9","10","10","7.17","7.65","0","10","8","8"
"1986","(3b) higher tertiary education","7.64","8","503","5","7","9","10","10","7.49","7.79","0","10","8","8"
"1987","(0) in school","7.24","8","190","5","6","9","9","10","6.97","7.51","1","10","8","8"
"1987","(1a) inadequately completed","6.63","7","822","4","5","8","9","10","6.48","6.78","0","10","7","8"
"1987","(1b) general elementary school","7","7","2445","5","6","8","10","10","6.92","7.08","0","10","7","8"
"1987","(1c) basic vocational qualification","7.1","7","3584","5","6","8","10","10","7.04","7.16","0","10","7","8"
"1987","(2a) intermediate vocational","7.24","8","1327","5","6","8","9","10","7.14","7.34","0","10","7","8"
"1987","(2b) intermediate general qualification","7.04","7","431","4","6","8","9","10","6.86","7.22","0","10","7","8"
"1987","(2c_gen) general maturity certificate","6.94","7","380","4","6","8","9","10","6.75","7.13","0","10","7","8"
"1987","(2c_voc) vocational maturity certificate","7.02","7.2","404","4","6","8","9","10","6.83","7.21","0","10","7","8"
"1987","(3a) lower tertiary education","7.25","8","249","5","7","8","9","10","7.02","7.48","0","10","7","8"
"1987","(3b) higher tertiary education","7.37","8","494","5","7","9","9","10","7.21","7.53","0","10","8","8"
"1988","(0) in school","7.42","8","162","5","7","9","9","10","7.14","7.7","0","10","8","8"
"1988","(1a) inadequately completed","6.66","7","751","4","5","8","9","10","6.51","6.81","0","10","7","7"
"1988","(1b) general elementary school","6.84","7","2336","4","5","8","10","10","6.75","6.93","0","10","7","7"
"1988","(1c) basic vocational qualification","7.01","7","3422","5","6","8","9","10","6.95","7.07","0","10","7","8"
"1988","(2a) intermediate vocational","7.13","8","1271","5","6","8","9","10","7.03","7.23","0","10","7","8"
"1988","(2b) intermediate general qualification","7.15","8","423","4","6","8","9","10","6.97","7.33","0","10","8","8"
"1988","(2c_gen) general maturity certificate","6.89","7","348","4","6","8","9","10","6.69","7.09","0","10","7","8"
"1988","(2c_voc) vocational maturity certificate","7.08","8","392","4","6","8","9","10","6.89","7.27","0","10","7","8"
"1988","(3a) lower tertiary education","7.15","8","233","4","6","8","9","10","6.9","7.4","1","10","8","8"
"1988","(3b) higher tertiary education","7.24","8","464","4","6","8","9","10","7.07","7.41","0","10","8","8"
"1989","(0) in school","7.41","8","175","5","6","9","10","10","7.12","7.7","1","10","8","8"
"1989","(1a) inadequately completed","6.77","7","719","4","5","8","10","10","6.62","6.92","0","10","7","7"
"1989","(1b) general elementary school","6.87","7","2213","4","5","8","10","10","6.78","6.96","0","10","7","7"
"1989","(1c) basic vocational qualification","6.99","7","3291","4","6","8","9","10","6.92","7.06","0","10","7","8"
"1989","(2a) intermediate vocational","7.24","8","1261","5","6","8","9","10","7.14","7.34","0","10","8","8"
"1989","(2b) intermediate general qualification","7.41","8","392","5","6","9","10","10","7.23","7.59","0","10","8","8"
"1989","(2c_gen) general maturity certificate","6.83","7","351","4","6","8","9","10","6.63","7.03","0","10","7","7"
"1989","(2c_voc) vocational maturity certificate","7.27","8","403","5","6","8","9","10","7.09","7.45","0","10","8","8"
"1989","(3a) lower tertiary education","7.35","8","233","5","7","9","9","10","7.11","7.59","0","10","8","8"
"1989","(3b) higher tertiary education","7.26","8","464","5","6","8","9","10","7.09","7.43","0","10","8","8"
"1990","(0) in school","7.67","8","162","5","7","9","9","10","7.41","7.93","1","10","8","8"
"1990","(1a) inadequately completed","7.01","7","730","5","6","8","10","10","6.86","7.16","0","10","7","7"
"1990","(1b) general elementary school","6.89","7","2473","5","5","8","10","10","6.81","6.97","0","10","7","7"
"1990","(1c) basic vocational qualification","7.14","7","4563","5","6","8","10","10","7.09","7.19","0","10","7","8"
"1990","(2a) intermediate vocational","7.12","7","2648","5","6","8","9","10","7.05","7.19","0","10","7","7"
"1990","(2b) intermediate general qualification","7.25","8","541","5","6","8","9","10","7.1","7.4","0","10","8","8"
"1990","(2c_gen) general maturity certificate","7.01","7","388","5","6","8","9","10","6.83","7.19","0","10","7","8"
"1990","(2c_voc) vocational maturity certificate","7.34","8","497","5","7","8","9","10","7.19","7.49","0","10","8","8"
