"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","Female","7.51","8","1642","5","6","9","10","10","7.41","7.61","0","10","8","8"
"1984","Full Time","Male","7.6","8","4016","5","7","9","10","10","7.54","7.66","0","10","8","8"
"1984","Not Working","Female","7.36","8","3326","5","6","9","10","10","7.28","7.44","0","10","8","8"
"1984","Not Working","Male","7.09","8","1308","4","6","9","10","10","6.95","7.23","0","10","7","8"
"1984","Part Time","Female","7.53","8","1237","5","6","9","10","10","7.42","7.64","0","10","8","8"
"1984","Part Time","Male","7.15","8","649","4","6","9","10","10","6.98","7.32","0","10","7","8"
"1985","Full Time","Female","7.31","8","1441","5","6","8","10","10","7.21","7.41","0","10","8","8"
"1985","Full Time","Male","7.36","8","3531","5","6","8","10","10","7.3","7.42","0","10","8","8"
"1985","Not Working","Female","7.2","8","2978","5","6","9","10","10","7.12","7.28","0","10","8","8"
"1985","Not Working","Male","7.03","8","1234","4","5","9","10","10","6.9","7.16","0","10","7","8"
"1985","Part Time","Female","7.24","8","1187","5","6","9","10","10","7.13","7.35","0","10","8","8"
"1985","Part Time","Male","7.09","7","676","5","6","9","10","10","6.92","7.26","0","10","7","8"
"1986","Full Time","Female","7.33","8","1411","5","6","8","10","10","7.23","7.43","0","10","8","8"
"1986","Full Time","Male","7.43","8","3439","5","7","8","10","10","7.37","7.49","0","10","8","8"
"1986","Not Working","Female","7.31","8","2749","5","6","9","10","10","7.23","7.39","0","10","8","8"
"1986","Not Working","Male","7.17","8","1180","4","6","9","10","10","7.04","7.3","0","10","7","8"
"1986","Part Time","Female","7.17","8","1201","5","6","8","10","10","7.06","7.28","0","10","7","8"
"1986","Part Time","Male","7.1","8","628","5","6","8","9","10","6.94","7.26","0","10","7","8"
"1987","Full Time","Female","7.13","7.64","1422","5","6","8","9","10","7.03","7.23","0","10","7","8"
"1987","Full Time","Male","7.19","7","3461","5","6","8","9","10","7.13","7.25","0","10","8","8"
"1987","Not Working","Female","7.08","8","2657","5","6","8","10","10","7","7.16","0","10","7","8"
"1987","Not Working","Male","7.07","7","1132","4","6","8","10","10","6.94","7.2","0","10","7","8"
"1987","Part Time","Female","6.99","7","1211","4","6","8","9","10","6.88","7.1","0","10","7","8"
"1987","Part Time","Male","6.81","7","596","4","5","8","9","10","6.64","6.98","0","10","7","7"
"1988","Full Time","Female","7.06","7","1327","5","6","8","9","10","6.96","7.16","0","10","7","8"
"1988","Full Time","Male","7.09","7","3260","5","6","8","9","10","7.03","7.15","0","10","7","8"
"1988","Not Working","Female","6.98","7","2473","4","5","8","10","10","6.9","7.06","0","10","7","8"
"1988","Not Working","Male","6.87","7","1080","4","5","8","10","10","6.74","7","0","10","7","7"
"1988","Part Time","Female","7.03","7.13","1242","5","6","8","9","10","6.92","7.14","0","10","7","8"
"1988","Part Time","Male","6.83","7","597","4","5","8","9","10","6.66","7","0","10","7","8"
"1989","Full Time","Female","7.16","8","1363","5","6","8","9","10","7.06","7.26","0","10","7","8"
"1989","Full Time","Male","7.14","8","3179","5","6","8","9","10","7.08","7.2","0","10","8","8"
"1989","Not Working","Female","6.99","7","2365","4","5","8","10","10","6.91","7.07","0","10","7","8"
"1989","Not Working","Male","6.95","7","1060","4","6","8","10","10","6.82","7.08","0","10","7","8"
"1989","Part Time","Female","7.02","8","1187","5","6","8","9","10","6.91","7.13","0","10","7","8"
"1989","Part Time","Male","6.96","7","524","4","6","8","9","10","6.77","7.15","0","10","7","8"
"1990","Full Time","Female","7.36","8","1321","5","6","8","9","10","7.27","7.45","0","10","8","8"
"1990","Full Time","Male","7.37","8","3101","5","7","8","9","10","7.31","7.43","0","10","8","8"
"1990","Not Working","Female","7.06","8","2262","5","6","8","10","10","6.98","7.14","0","10","8","8"
"1990","Not Working","Male","7.16","8","1065","5","6","8","10","10","7.04","7.28","0","10","7","8"
"1990","Part Time","Female","7.31","8","1221","5","7","8","9","10","7.21","7.41","0","10","8","8"
"1990","Part Time","Male","6.96","7","507","4","6","8","9","10","6.78","7.14","0","10","7","8"
"1991","Full Time","Female","7.41","8","1339","5","7","8","9","10","7.32","7.5","0","10","8","8"
"1991","Full Time","Male","7.39","8","3062","5","7","8","9","10","7.34","7.44","0","10","8","8"
"1991","Not Working","Female","7.21","8","2196","5","6","8","10","10","7.13","7.29","0","10","8","8"
"1991","Not Working","Male","7.25","8","1036","5","6","9","10","10","7.13","7.37","0","10","8","8"
"1991","Part Time","Female","7.4","8","1221","5","7","8","9","10","7.31","7.49","0","10","8","8"
"1991","Part Time","Male","7.25","8","527","5","6","8","9","10","7.09","7.41","0","10","8","8"
"1992","Full Time","Female","6.98","7","2250","5","6","8","9","10","6.91","7.05","0","10","7","7"
"1992","Full Time","Male","7.14","7","4318","5","6","8","9","10","7.09","7.19","0","10","7","7"
"1992","Not Working","Female","6.9","7","2880","5","5","8","9","10","6.83","6.97","0","10","7","7"
"1992","Not Working","Male","6.89","7","1357","4","6","8","9","10","6.78","7","0","10","7","7"
"1992","Part Time","Female","7.07","7","1730","5","6","8","9","10","6.99","7.15","0","10","7","7"
"1992","Part Time","Male","6.81","7","766","5","6","8","9","10","6.67","6.95","0","10","7","7"
"1993","Full Time","Female","7","7","2108","5","6","8","9","10","6.92","7.08","0","10","7","7"
"1993","Full Time","Male","7.04","7","4132","5","6","8","9","10","6.99","7.09","0","10","7","7"
"1993","Not Working","Female","6.89","7","2956","4","5","8","9","10","6.82","6.96","0","10","7","7"
