"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","Female","29560.38","28394.28","93","6391","18534","35542","45082","155894","25439.31","33681.45","0","155894","24337","31429"
"1984","(0) in school","Male","32913.52","31099.54","95","13176","20017","42079","54524","98905","29247.32","36579.72","0","98905","25427","33796"
"1984","(1a) inadequately completed","Female","19806.32","19007.2","620","0","11811","26741","37120","57060","18604.77","21007.87","0","197150","20912","22906"
"1984","(1a) inadequately completed","Male","20668.36","18613.8","495","1892","12833","27456","37989","66274","19095.68","22241.04","0","197150","19992","22874"
"1984","(1b) general elementary school","Female","14764.72","11964","2027","0","0","24238","35170","66223","13975.03","15554.41","0","280464","16770","18458"
"1984","(1b) general elementary school","Male","20253.03","19115.98","988","0","9510","28030","39114","74051","19127.65","21378.41","0","280464","20452","22154"
"1984","(1c) basic vocational qualification","Female","20642.23","19634","1736","0","1771","30268","41640","85171","19713.9","21570.56","0","280464","21423","23117"
"1984","(1c) basic vocational qualification","Male","22225.22","21289.01","2533","0","11095","30882","41650","75825","21515.79","22934.65","0","265258","21883","23117"
"1984","(2a) intermediate vocational","Female","24443.16","23622","803","0","7874","35356","47730","75646","22934.27","25952.05","0","265258","24901","27661"
"1984","(2a) intermediate vocational","Male","27716.84","26739.02","608","435","16873","37982","48982","85590","26301.56","29132.12","0","141730","26536","29399"
"1984","(2b) intermediate general qualification","Female","23917.86","23314.02","297","0","6442","34420","45229","98905","21684.04","26151.68","0","155894","22721","27123"
"1984","(2b) intermediate general qualification","Male","29974.08","28058.74","180","8385","18755","37478","49362","80031","27485.52","32462.64","0","98905","27559","31393"
"1984","(2c_gen) general maturity certificate","Female","19595.88","16528.74","177","0","4550","29256","42217","75058","17134.05","22057.71","0","78330","15993","22701"
"1984","(2c_gen) general maturity certificate","Male","24074.47","22359.2","238","1841","8078","33617","56342","79088","21802.14","26346.8","0","82829","18744","24849"
"1984","(2c_voc) vocational maturity certificate","Female","23533.12","21241.41","175","0","10134","33491","47550","81040","20813.47","26252.77","0","83136","19327","24542"
"1984","(2c_voc) vocational maturity certificate","Male","24166.59","22734.43","281","26","10277","34001","44891","152462","21200.61","27132.57","0","280464","20536","26076"
