"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1994","Male","33510.49","31020.02","6240","942","13114","48048","65612","110194","32877.02","34143.96","0","352605","32317","33801"
"1995","Female","27897.05","23774.07","6930","115","2894","42849","62336","109244","27276.65","28517.45","0","404250","28173","29549"
"1995","Male","33254.27","30383.07","6440","614","12405","47511","66064","117812","32608.83","33899.71","0","404250","31936","33209"
"1996","Female","28421.39","23775.58","6810","102","2486","43631","64123","119484","27760.83","29081.95","0","554455","28407","29974"
"1996","Male","34890.85","30940","6315","477","11570","50490","69862","123482","34178.03","35603.67","0","554455","32594","34063"
"1997","Female","28635.91","23705.26","6678","102","2408","44585","65445","117585","27967.57","29304.25","0","379427","28931","30370"
"1997","Male","34497.85","31291","6237","497","10587","50215","69958","122424","33811.93","35183.77","0","379427","32968","34405"
"1998","Female","28882.3","24239.01","7411","101","2064","44427","65554","117417","28226.36","29538.24","0","566257","28801","30368"
"1998","Male","34692.82","31418.24","6916","323","10286","49985","71047","122421","34017.92","35367.72","0","566257","32762","34352"
"1999","Female","30095.02","25109.56","7123","99","2556","46326","67449","126571","29418.82","30771.22","0","428635","29528","31235"
"1999","Male","35537.89","31476.09","6645","406","10942","51442","72840","129180","34829.9","36245.88","0","428635","33285","34801"
"2000","Female","31336.41","26192","12610","104","2692","47938","70113","135914","30757.48","31915.34","0","668273","29816","31179"
"2000","Male","36402.8","32206.63","11656","307","10456","52704","74967","142245","35799.53","37006.07","0","534522","33909","35119"
"2001","Female","31406.47","25897","11481","104","2759","47891","70542","140510","30800.48","32012.46","0","526806","30347","31796"
"2001","Male","36874.64","32798.88","10582","335","10186","52945","74714","149579","36222.96","37526.32","0","526806","34529","35934"
"2002","Female","31716.55","25404","11979","120","2884","46927","69611","157350","30844.35","32588.75","0","1022417","34152","35782"
"2002","Male","37247.6","31911.09","11178","500","9180","51809","74500","164322","36317.25","38177.95","0","1022417","38475","40000"
"2003","Female","32522.83","25595.39","11566","110","2504","49239","72515","162056","31655.29","33390.37","0","1147759","34500","36017"
"2003","Male","37905.75","32717.84","10731","271","8299","54650","77855","165007","36976.18","38835.32","0","1147759","38684","40134"
"2004","Female","31966.5","24704.33","11304","128","2722","48208","71861","154678","30873.43","33059.57","0","4126742","33574","35200"
"2004","Male","37731.29","32131","10429","283","7660","53158","76774","162000","36466.58","38996","0","4126742","38700","40300"
"2005","Female","32339.4","24619.01","10865","120","3021","48588","73164","150116","31149.29","33529.51","0","4678880","32750","34805"
"2005","Male","37612.43","32751.27","9947","300","8000","53450","77788","150979","36314.32","38910.54","0","4678880","38084","39878"
"2006","Female","31984.82","23532.75","11705","85","2240","48388","72657","160152","31079.63","32890.01","0","1564022","31653","33600"
"2006","Male","38380.23","32327.92","10676","225","7269","54400","79758","178740","37377.3","39383.16","0","1564022","37113","38648"
"2007","Female","32861.63","24926.04","10968","106","2620","49454","74600","162194","31958.32","33764.94","0","672085","32078","33928"
"2007","Male","39133.98","33315.54","9997","300","7500","55560","81193","173560","38156.43","40111.53","0","866704","37920","39600"
"2008","Female","34052.45","25478","10301","99","3000","51018","77238","170232","33025.83","35079.07","0","2401029","32377","34476"
"2008","Male","40802.96","35140.49","9385","410","8800","56746","82979","177379","39646.3","41959.62","0","2401029","38600","40329"
"2009","Female","34735.42","27100.82","9588","113","3600","51426","79210","167073","33743.08","35727.76","0","1220980","32650","34567"
"2009","Male","41956.86","35143.62","8775","460","9157","58375","85956","188808","40829.61","43084.11","0","1220980","39040","41080"
"2010","Female","35270.14","26625.14","13300","113","3724","52342","80964","173410","34521.45","36018.83","0","787002","30800","32226"
"2010","Male","41534.23","34808.82","11132","413","9360","58715","88569","179744","40661.12","42407.34","0","1001382","37561","39115"
"2011","Female","36712","27533.13","15835","100","3634","55266","83927","184346","35976.32","37447.68","0","976703","31364","32694"
"2011","Male","42790.25","35849.06","13180","253","9510","61515","89937","187388","41964.8","43615.7","0","976703","37310","38900"
"2012","Female","37693.98","28808.66","15416","102","3994","56052","86141","177935","36825.71","38562.25","0","2618321","32300","33650"
"2012","Male","44358.66","36312.16","12860","299","9073","62944","91916","193540","43367.53","45349.79","0","2618321","38072","39737"
"2013","Female","38120.83","27824","17007","104","4200","57280","88014","180463","37344.61","38897.05","0","1900539","32912","34404"
"2013","Male","44551.23","36246.72","14309","229","9414","64059","95321","191004","43692.83","45409.63","0","1900539","38234","39742"
"2014","Female","39020.98","28585.09","15004","91","4068","58509","88815","186700","38181.87","39860.09","0","2399132","33900","35500"
"2014","Male","45604.07","36894.02","12782","200","9069","65541","97021","199787","44689.76","46518.38","0","1292572","39024","40644"
"2015","Female","39472.16","29545.4","14844","100","4300","60287","92544","176656","38706.39","40237.93","0","1906349","34214","35826"
"2015","Male","45848.16","37569.87","12668","171","8735","66974","100408","185659","45003.3","46693.02","0","977034","39000","40896"
"2016","Female","41096.39","31274.93","13507","108","4875","61259","94739","197323","40157.77","42035.01","0","2962587","35520","37225"
"2016","Male","47790.32","39700","11450","198","9409","68249","101134","226718","46751.67","48828.97","0","1310270","40877","42770"
"2017","Female","42365.73","32400","15455","88","4950","63600","96473","193424","41515.34","43216.12","0","1464690","35680","37574"
"2017","Male","48480.98","39624.13","13997","161","9246","70454","103406","208303","47513.41","49448.55","0","1464690","37820","39727"
"2018","Female","43532.64","33287.59","15506","74","4770","65763","99029","204144","42657.01","44408.27","0","1389924","32789","34800"
"2018","Male","50184.11","40778.07","14384","175","9356","71850","106528","221717","49218.76","51149.46","0","1389924","32875","34940"
"2019","Female","45354.18","35700","15020","77","5250","67630","102100","202431","44174.76","46533.6","0","1770752","37750","39992"
"2019","Male","53592.15","43752.96","14638","203","10800","74708","112049","241901","51337.95","55846.35","0","10972493","41272","43443"
