"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","19948.55","18407","6232","0","511","30217","42217","78687","19452.54","20444.56","0","291128","21014","21842"
"1984","Male","24323.2","22752","5999","0","12757","33557","45403","82318","23826.37","24820.03","0","291128","23136","23928"
"1985","Female","20412.12","18713.35","5632","41","869","31036","43288","82318","19909.95","20914.29","0","271883","21718","22752"
"1985","Male","25266.71","23139.69","5455","201","12649","34426","48384","89145","24721.49","25811.93","0","362049","24210","25053"
"1986","Female","21355.16","19735.08","5377","82","2002","32443","44504","84704","20796.67","21913.65","0","448962","23165","24286"
"1986","Male","26054.5","23949","5266","486","12943","35636","49110","87355","25493.49","26615.51","0","448962","25329","26490"
"1987","Female","22045.64","20423.87","5307","77","2556","33566","46491","90652","21513.32","22577.96","0","208437","24179","25360"
"1987","Male","26877.92","24995.78","5206","511","13537","37388","50944","96385","26342.9","27412.94","0","208437","26523","27623"
"1988","Female","22791.82","20925.57","5068","97","2765","34604","47902","85840","22221.7","23361.94","0","311142","24646","25899"
"1988","Male","27890.95","25927.4","4954","697","14658","38692","51903","93797","27330.58","28451.32","0","199278","27047","28201"
"1989","Female","24176.67","21924.85","4928","97","2545","36340","50932","96804","23542.91","24810.43","0","301825","26059","27427"
"1989","Male","29635.92","27125.67","4781","643","15318","40392","54884","113788","28991.1","30280.74","0","301825","28663","29808"
"1990","Female","25534.16","23032.3","4827","103","3242","37970","52714","101087","24830.51","26237.81","0","473661","27387","28686"
"1990","Male","31158.76","28855.39","4690","913","16013","42111","57168","113578","30434","31883.52","0","473661","30113","31240"
"1991","Female","26656.45","23846.04","4807","131","3620","39797","56152","111871","25966.1","27346.8","0","344950","28021","29706"
"1991","Male","32005.25","29721","4659","1157","16975","44078","60352","108086","31335.98","32674.52","0","344950","31479","32807"
"1992","Female","25683.67","22119.16","6901","122","3844","38500","56204","99551","25131.93","26235.41","0","518807","24828","26127"
"1992","Male","30977.78","27931.07","6490","1023","13628","43441","60777","104663","30414.12","31541.44","0","518807","28503","29685"
"1993","Female","27040.43","23512","6785","133","3569","40653","58950","107811","26445.54","27635.32","0","425113","26532","27780"
"1993","Male","32864.27","30084.17","6393","1019","14031","46241","63687","112195","32258.86","33469.68","0","425113","30614","31824"
"1994","Female","27917.57","24330.74","6704","115","3709","42399","60810","107267","27303.68","28531.46","0","352605","28056","29511"
