"year","hgtyp1hh","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(Married) couple without C.","Rural Area","14470.68","9919.59","499","18","162","25545","37000","60436","13023.63","15917.73","0","68206","13670","17815"
"1985","(Married) couple without C.","Urban Area","18463.34","16991.56","1936","52","377","29783","41330","75669","17672.81","19253.87","0","111838","18775","20362"
"1985","1-pers.-HH","Rural Area","7476.65","262.52","179","0","51","8385","19685","76593","3237.62","11715.68","0","362049","307","5215"
"1985","1-pers.-HH","Urban Area","8257.49","604.65","1002","0","51","14869","22640","55982","7214.59","9300.39","0","358957","3262","8045"
"1985","Couple + C. GT 16 ","Rural Area","34525.19","29384","386","13771","21599","43179","54417","94191","31887.29","37163.09","82","266885","28619","32365"
"1985","Couple + C. GT 16 ","Urban Area","34993.52","33199","1643","13651","22752","44963","59744","89587","34142.45","35844.59","0","106694","32953","35054"
"1985","Couple + C. LE 16","Rural Area","24163.89","22032","547","10674","16550","29091","35691","108851","22873.85","25453.93","0","132454","21167","22561"
"1985","Couple + C. LE 16","Urban Area","29082.04","25585","2135","14249","18653","34359","44631","114495","28288.35","29875.73","0","271883","23527","24732"
"1985","Couple + C. LE and GT 16","Rural Area","32274.99","31110.21","333","15970","23757","38621","51347","76548","30964.06","33585.92","11162","76548","29886","31668"
"1985","Couple + C. LE and GT 16","Urban Area","36758.49","33095.31","1160","18151","24347","45554","58032","95462","35628.85","37888.13","0","258723","28695","30395"
"1985","Single parent","Rural Area","14705.93","14688","115","102","3732","22377","28080","39426","12215.64","17196.22","0","58914","13333","18016"
"1985","Single parent","Urban Area","16847.62","16036.44","431","92","4640","23928","32365","72860","15523.61","18171.63","0","72860","15288","17322"
"1986","(Married) couple without C.","Rural Area","15997.41","12426.96","443","59","216","27645","39503","66862","14388.18","17606.64","0","72936","15339","20285"
