"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Rural Area","29732.43","26753","1367","11561","18029","35011","48158","108851","28552.6","30912.26","1125","362049","26494","27968"
"1985","Employed","Urban Area","30569","27291.48","5487","12399","18611","37981","52532","91112","30079.19","31058.81","178","358957","27610","28465"
"1985","Not Employed","Rural Area","12085.17","2385","917","0","108","21526","32453","58750","11026.13","13144.21","0","181782","12066","15288"
"1985","Not Employed","Urban Area","13138.46","2790.09","3316","0","102","22323","35784","72860","12527.36","13749.56","0","271883","14793","16003"
"1986","Employed","Rural Area","31153.33","27613.25","1371","12271","19736","37829","50647","86161","29781.43","32525.23","393","448962","27497","28867"
"1986","Employed","Urban Area","31472.26","28912","5327","12731","19635","39311","53261","90600","30990.75","31953.77","358","348575","29260","30268"
"1986","Not Employed","Rural Area","13286.11","4066.2","814","37","162","22257","34266","75440","11663.59","14908.63","0","448962","12020","16861"
"1986","Not Employed","Urban Area","13223.76","4021.2","3131","18","152","22386","36449","80113","12583.76","13863.76","0","178185","14911","16543"
"1987","Employed","Rural Area","30981.95","28192","1390","12373","19525","39211","51845","83992","30050.27","31913.63","188","208437","28500","30121"
"1987","Employed","Urban Area","32596.99","29479","5324","13401","20349","40767","54742","101031","32104.49","33089.49","153","201751","30015","31010"
"1987","Not Employed","Rural Area","12067.68","3324.73","770","36","176","21326","33816","62180","10896.46","13238.9","0","96385","11044","15705"
"1987","Not Employed","Urban Area","13641.39","4168","3029","0","153","23065","37559","74077","12952.17","14330.61","0","200459","15826","17532"
"1988","Employed","Rural Area","31727.73","28949.14","1320","13191","20431","41442","53430","81573","30819.59","32635.87","409","147855","28983","31072"
"1988","Employed","Urban Area","33894.39","30565","5130","14112","21193","42519","55475","100059","33364.94","34423.84","468","311142","30626","31627"
"1988","Not Employed","Rural Area","12480.26","3284","704","25","177","21444","36116","60903","11203.59","13756.93","0","147855","11850","16711"
"1988","Not Employed","Urban Area","13919.93","4266.08","2868","16","180","23515","38568","77979","13192.93","14646.93","0","199278","15455","17435"
"1989","Employed","Rural Area","34818.96","30803","1251","14827","22839","42602","57850","90601","33692.45","35945.47","666","301825","30984","33747"
"1989","Employed","Urban Area","35634.94","31810","5019","14367","21558","44451","59360","127873","35040.96","36228.92","224","300001","32051","33180"
"1989","Not Employed","Rural Area","12666.08","2536.22","672","7","177","22778","36781","67534","11299.32","14032.84","0","126613","10041","16307"
"1989","Not Employed","Urban Area","14899.13","4671.23","2767","6","190","24850","39712","96407","14067.86","15730.4","0","300001","16341","18278"
"1990","Employed","Rural Area","35528.5","31965","1251","15058","22269","44376","60242","89565","34411.28","36645.72","809","226636","32096","33749"
"1990","Employed","Urban Area","37345.62","33293.2","4921","15189","22945","46105","60457","129106","36634.24","38057","291","473661","33612","34778"
"1990","Not Employed","Rural Area","13683.61","3370.27","667","19","167","23062","39421","71227","12186.4","15180.82","0","167593","9682","16871"
"1990","Not Employed","Urban Area","15470.17","4563.63","2678","16","182","25642","41364","96153","14614.78","16325.56","0","242757","15850","18507"
"1991","Employed","Rural Area","36651.43","33556","1280","16183","22863","46703","62792","92665","35576.86","37726","738","278848","33796","36263"
"1991","Employed","Urban Area","38762.96","34990.98","4917","15707","23545","48621","63545","127212","38123.8","39402.12","256","344950","35495","36634"
"1991","Not Employed","Rural Area","14034.42","3516","672","26","216","23380","39163","73761","12413.45","15655.39","0","278848","9943","18093"
"1991","Not Employed","Urban Area","15776.32","4937.54","2597","10","191","25938","43535","91386","14917.57","16635.07","0","188273","15927","18637"
"1992","Employed","Rural Area","32183.28","27688.12","3096","10778","18519","41599","58299","97943","31561.54","32805.02","143","129795","25926","27336"
"1992","Employed","Urban Area","38777.06","34414.6","5927","14668","22933","48916","66155","113903","38170.54","39383.58","322","518807","34156","35514"
"1992","Not Employed","Rural Area","11540.27","3190","1345","36","179","19352","34426","69676","10644.82","12435.72","0","129795","7127","10262"
"1992","Not Employed","Urban Area","15790.66","4393.58","2904","6","207","26111","44065","98111","14963.64","16617.68","0","251250","12353","16668"
"1993","Employed","Rural Area","35313.4","30803.84","2906","12445","20785","44869","61329","98961","34571.1","36055.7","469","269239","29916","31530"
