"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","(Married) couple without C.","27767.87","26716","647","11913","18744","34001","44247","66686","26392.44","29143.3","0","225173","25367","27569"
"1984","16-34 y.","1-pers.-HH","13052.34","12853.22","355","0","4003","17435","23346","61355","11442.59","14662.09","0","197844","11504","13754"
"1984","16-34 y.","Couple + C. GT 16 ","34827.16","33086.29","795","14725","23761","43460","57265","87124","33575.85","36078.47","0","155894","31598","34305"
"1984","16-34 y.","Couple + C. LE 16","25088.38","22701.64","1511","12349","16873","30217","37189","75646","24220.88","25955.88","0","265258","21167","22395"
"1984","16-34 y.","Couple + C. LE and GT 16","34471.82","30749","707","18125","23673","41773","55680","93311","33234.18","35709.46","0","197150","28351","30739"
"1984","16-34 y.","Single parent","17525.97","16259","287","0","5522","22216","31956","78564","15602.77","19449.17","0","95612","15467","17323"
"1984","35-65 y.","(Married) couple without C.","20496.45","19173","1481","0","2454","30520","42591","81040","19525.72","21467.18","0","222577","19531","21091"
"1984","35-65 y.","1-pers.-HH","12638.67","12207.64","516","0","0","19562","27610","55610","11567.72","13709.62","0","118978","12629","14930"
"1984","35-65 y.","Couple + C. GT 16 ","32829.96","31472.66","1150","13370","22292","42060","53952","78687","31860.42","33799.5","0","155894","29982","32002"
"1984","35-65 y.","Couple + C. LE 16","29501.98","26237.2","1568","14163","19526","34717","45761","122897","28509.03","30494.93","0","291128","24164","25846"
"1984","35-65 y.","Couple + C. LE and GT 16","32898.83","29962","1013","17550","22957","39344","50622","93311","31868.36","33929.3","0","197150","27570","29292"
"1984","35-65 y.","Single parent","15172.49","13703.33","264","0","5277","20498","27993","75058","13527.54","16817.44","0","95612","13447","16259"
"1984","66 and older","(Married) couple without C.","1903.4","0","577","0","0","266","5317","23622","1342.5","2464.3","0","81040","0","0"
"1984","66 and older","1-pers.-HH","668.45","0","464","0","0","5","767","10891","267.39","1069.51","0","62378","0","0"
"1984","66 and older","Couple + C. GT 16 ","14195.37","12785.57","48","256","5399","17997","33029","47433","10930.72","17460.02","0","47433","9858","16770"
"1984","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1984","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1984","66 and older","Single parent","","","","","","","","","","","","","",""
"1985","16-34 y.","(Married) couple without C.","28403.77","27436.01","592","13189","19027","35739","46016","62622","27340.82","29466.72","17","89885","26451","28550"
"1985","16-34 y.","1-pers.-HH","13855.42","13324.26","327","501","5905","18074","22193","61759","11468.7","16242.14","0","358957","12570","14522"
"1985","16-34 y.","Couple + C. GT 16 ","36660.76","33679.38","837","15390","24340","47381","60803","90712","35333.69","37987.83","0","266885","33132","35806"
"1985","16-34 y.","Couple + C. LE 16","24407.7","22329.8","1249","12527","16851","30550","36813","75080","23663.43","25151.97","0","162591","20959","22472"
"1985","16-34 y.","Couple + C. LE and GT 16","35948.35","32989","627","17806","24739","42422","57839","87477","34531.93","37364.77","0","258723","29454","31916"
"1985","16-34 y.","Single parent","16888.78","16238.44","280","124","4640","23727","31658","72860","15149.43","18628.13","0","72860","15277","17844"
"1985","35-65 y.","(Married) couple without C.","20949.2","19656.77","1345","77","2582","30604","44328","76674","20015.44","21882.96","0","111838","19767","21605"
"1985","35-65 y.","1-pers.-HH","14187.56","12273.43","450","0","187","20963","28172","61408","12185.7","16189.42","0","362049","12782","14827"
"1985","35-65 y.","Couple + C. GT 16 ","34692.49","32402.32","1144","14175","22448","43829","56729","92333","33566.26","35818.72","0","266885","32018","33836"
"1985","35-65 y.","Couple + C. LE 16","30881.21","26991","1431","14579","19223","35765","49228","132454","29788.65","31973.77","0","271883","24542","26638"
"1985","35-65 y.","Couple + C. LE and GT 16","35005.04","31074.01","866","17101","23882","40926","54024","95462","33781.44","36228.64","0","258723","28561","30302"
"1985","35-65 y.","Single parent","16150.88","15844.06","238","102","4418","23727","31535","52854","14507.61","17794.15","0","72860","15277","17530"
"1985","66 and older","(Married) couple without C.","2664.03","203","498","0","57","995","6800","33387","1785.58","3542.48","0","94005","182","229"
"1985","66 and older","1-pers.-HH","1229.56","85","404","0","5","237","1534","31037","584.32","1874.8","0","71581","67","112"
"1985","66 and older","Couple + C. GT 16 ","15856.18","15952.85","48","1202","6682","22334","31809","45053","12563.68","19148.68","38","45053","9970","20065"
"1985","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"1985","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","66 and older","Single parent","","","","","","","","","","","","","",""
"1986","16-34 y.","(Married) couple without C.","30300.59","29583","642","14086","20068","38147","47490","66862","29226.77","31374.41","0","145190","27763","30059"
"1986","16-34 y.","1-pers.-HH","12841.51","13454.37","324","1342","4924","18417","23576","38442","11821.23","13861.79","0","58360","11274","14493"
"1986","16-34 y.","Couple + C. GT 16 ","38617.62","34389","874","14152","24378","48061","65297","100281","36779.57","40455.67","0","448962","34383","37575"
"1986","16-34 y.","Couple + C. LE 16","25139.87","23304.63","1148","13670","18166","31689","38313","61647","24448.67","25831.07","0","139327","22144","23468"
"1986","16-34 y.","Couple + C. LE and GT 16","38167.08","34292.62","588","19819","25331","43525","62531","97535","36642.39","39691.77","0","217978","31466","34023"
"1986","16-34 y.","Single parent","18192.4","14891.32","258","186","6136","26322","34359","82823","16167.65","20217.15","0","90499","14004","18992"
"1986","35-65 y.","(Married) couple without C.","22533.72","20868","1272","150","5108","32387","45812","75945","21336.87","23730.57","0","348575","21082","23242"
"1986","35-65 y.","1-pers.-HH","13298.39","13172.31","428","18","248","20981","28408","50966","12146","14450.78","0","71176","13703","16360"
