"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","21624.3","20262","2284","77","4538","30761","41517","76601","20747.22","22501.38","0","362049","21850","22738"
"1985","Urban Area","23026.48","21040","8803","81","5138","33387","47381","85585","22618.13","23434.83","0","358957","23425","24212"
"1986","Rural Area","23475.45","21829.96","2185","153","6187","32825","44795","86161","22383.9","24567","0","448962","23801","25279"
"1986","Urban Area","23606.48","21892","8458","131","5915","34071","47397","86977","23194.48","24018.48","0","348575","24444","25422"
"1987","Rural Area","23145.91","22220","2160","170","6698","33944","47174","79107","22347.2","23944.62","0","208437","24524","26056"
"1987","Urban Area","24683.58","22982.74","8353","139","6579","35739","49113","97161","24254.44","25112.72","0","201751","25718","26536"
"1988","Rural Area","23879.29","22853.19","2024","170","6161","36116","48278","80146","23067.1","24691.48","0","147855","24872","27152"
"1988","Urban Area","25604.5","23672.74","7998","170","6862","37183","50345","93797","25146.4","26062.6","0","311142","26061","26897"
"1989","Rural Area","25575.33","24412.73","1923","153","6489","36848","51573","83933","24616.31","26534.35","0","301825","26509","28811"
"1989","Urban Area","27114.18","24666","7786","183","7383","39004","53478","114013","26601.31","27627.05","0","300001","27584","28560"
"1990","Rural Area","26546.31","24662.78","1918","159","7587","39082","53541","88150","25561.07","27531.55","0","226636","28020","29956"
"1990","Urban Area","28702.51","26672","7599","186","8181","40651","55672","113578","28119.83","29285.19","0","473661","29208","30055"
"1991","Rural Area","27559.55","25829","1952","209","8212","40106","55402","89164","26571.14","28547.96","0","278848","28779","30781"
"1991","Urban Area","29687.01","26982","7514","200","9021","42369","59049","116062","29136.81","30237.21","0","344950","30243","31524"
"1992","Rural Area","24482.28","21881.14","4441","198","7417","36098","52604","94837","23926.07","25038.49","0","129795","22733","23698"
"1992","Urban Area","29892.04","27027","8831","224","9089","43401","61410","107419","29370.24","30413.84","0","518807","29450","30489"
"1993","Rural Area","26016.08","23613","4400","223","6488","38143","55493","93131","25362.52","26669.64","0","269239","24933","26064"
"1993","Urban Area","31501.26","28888","8778","230","8519","46096","64190","115125","30957.92","32044.6","0","425113","30826","32011"
"1994","Rural Area","27351.02","24173.37","4317","196","7158","40976","56847","95685","26640.57","28061.47","0","352605","27220","28671"
"1994","Urban Area","31986.79","29506.88","8627","191","7874","47143","65798","113761","31429.64","32543.94","0","335606","31965","33248"
"1995","Rural Area","27838.68","24233","4478","167","6117","42844","57665","96239","27113.54","28563.82","0","392067","27874","29563"
"1995","Urban Area","31605.86","28173.6","8892","191","6267","46782","66647","117812","31040.87","32170.85","0","404250","31105","32248"
"1996","Rural Area","28711.32","24337","4434","169","4233","43924","62736","105848","27920.14","29502.5","0","447532","28366","30004"
"1996","Urban Area","32712.87","28849","8690","166","6698","48258","68576","127088","32100.75","33324.99","0","554455","31640","33121"
"1997","Rural Area","28215.19","24455","4366","169","4130","43303","61957","105192","27417.03","29013.35","0","379427","28927","30544"
"1997","Urban Area","32821.77","29164","8548","177","6176","49271","68907","127157","32223.63","33419.91","0","363043","32247","33500"
"1998","Rural Area","28488.02","24699.5","4885","156","3272","44282","63836","100683","27752.5","29223.54","0","269711","28914","30447"
"1998","Urban Area","33055.81","29440.15","9442","177","5726","48710","70345","123456","32451.39","33660.23","0","566257","32012","33260"
"1999","Rural Area","28756.73","24699.67","4728","136","3068","44124","63728","112182","27981.28","29532.18","0","428635","28856","30943"
"1999","Urban Area","34426.04","29795","9040","179","6452","51183","74101","141799","33801.94","35050.14","0","330654","32723","33978"
"2000","Rural Area","30572.66","26035.49","8307","128","3477","46348","65278","123493","29887.08","31258.24","0","668273","29112","30775"
"2000","Urban Area","35228.15","30729.33","15959","188","6136","52077","75045","143520","34703.12","35753.18","0","533987","33316","34328"
"2001","Rural Area","30361.26","26873","7533","131","3272","47053","66287","118654","29678.33","31044.19","0","526806","29671","31189"
"2001","Urban Area","35704.69","31047.08","14530","183","6224","52417","75455","156396","35131.98","36277.4","0","507020","34068","35358"
"2002","Rural Area","30672.43","26507.45","7670","136","3660","45007","65621","132873","29834.62","31510.24","0","423441","32118","33889"
"2002","Urban Area","36080.26","30200","15487","229","5577","51352","74472","172024","35227.54","36932.98","0","1022417","38646","40054"
"2003","Rural Area","31610.09","27144.48","7350","128","3586","49022","69973","138000","30752.76","32467.42","0","530810","32131","34000"
"2003","Urban Area","36712.53","30667","14947","193","5487","53363","78141","176518","35868.66","37556.4","0","1147759","38910","40148"
"2004","Rural Area","31851.45","26479.05","7194","137","3374","47930","67670","138340","30011.98","33690.92","0","4126742","31631","33388"
"2004","Urban Area","36076.61","30045.88","14539","200","5400","52261","77264","166130","35231.6","36921.62","0","1772709","38609","40100"
"2005","Rural Area","32198.4","26400","6880","139","3544","48032","70515","129246","30143.11","34253.69","0","4678880","31072","33107"
"2005","Urban Area","36114.9","30628.24","13932","193","5354","52688","77763","160216","35286.18","36943.62","0","1151966","37801","39474"
"2006","Rural Area","31784.95","24496.16","7540","114","2800","47100","70468","156410","30769.65","32800.25","0","1511578","29768","32008"
"2006","Urban Area","36618.91","30000","14841","150","4675","53913","79638","172696","35748.11","37489.71","0","1564022","36931","38380"
"2007","Rural Area","31743.01","26743","7104","123","3509","48539","70272","145054","30868.66","32617.36","0","452449","30374","32561"
"2007","Urban Area","37843.83","30298.9","13861","192","4867","54801","82479","179660","36950.26","38737.4","0","866704","38000","39500"
"2008","Rural Area","34198.64","28412.65","6659","145","4160","50678","73503","163191","32823.15","35574.13","0","2401029","31235","33039"
"2008","Urban Area","38779.96","31631","13027","191","5620","56317","84415","183946","37856.83","39703.09","0","1204898","38363","39730"
"2009","Rural Area","34878.57","29510","6323","127","4804","50958","75898","154202","33774.99","35982.15","0","1220980","31800","33886"
"2009","Urban Area","39828.35","32400","12040","216","6013","56905","86004","185020","38850.1","40806.6","0","1147658","38400","40201"
"2010","Rural Area","34163.02","28810.28","8374","145","4832","50626","73785","153408","33385.73","34940.31","0","515293","30392","32141"
"2010","Urban Area","40205.65","32129.37","16058","201","6123","58303","90330","187289","39442.45","40968.85","0","1001382","36000","37328"
"2011","Rural Area","36107.58","30000","10258","120","5007","53410","77836","180565","35364.87","36850.29","0","511036","31200","32833"
"2011","Urban Area","41315.98","32991","18757","180","6264","61100","91234","184840","40571.62","42060.34","0","976703","36024","37250"
"2012","Rural Area","35906.7","30344.03","10159","119","4874","52976","77060","166692","35165.66","36647.74","0","524667","32050","33756"
"2012","Urban Area","43296.02","33699.71","18117","193","6535","62914","93680","196900","42367.12","44224.92","0","2618321","36943","38301"
"2013","Rural Area","36376.57","29780","10560","114","4995","54954","79761","156090","35627.79","37125.35","0","633368","32908","34690"
"2013","Urban Area","43541.19","33277.36","20756","173","6538","64450","97233","198856","42762.12","44320.26","0","1900539","36951","38010"
"2014","Rural Area","36729.51","30165.51","9508","100","4780","55593","79520","171000","35921.87","37537.15","0","658050","32855","34624"
"2014","Urban Area","44794.69","34800","18278","150","6440","65460","99265","197896","43956.47","45632.91","0","2399132","38260","39657"
"2015","Rural Area","37611.64","30504","9381","99","4816","57280","84281","166064","36851.2","38372.08","0","439338","33342","35106"
"2015","Urban Area","44864.85","35425.23","18131","140","6380","66566","101591","193696","44100.96","45628.74","0","1906349","38100","39670"
"2016","Rural Area","39969.82","31916","8598","114","5653","58305","85372","208106","38924.59","41015.05","0","983711","34766","36808"
"2016","Urban Area","46363.3","36874.16","16359","154","6736","68100","102781","211405","45455.68","47270.92","0","2962587","40147","41800"
"2017","Rural Area","41200.37","32578.59","10278","94","5144","60807","89898","194080","40286.15","42114.59","0","1148919","33412","35600"
"2017","Urban Area","47274.92","37820.51","19174","120","7020","70483","104667","206207","46423.54","48126.3","0","1464690","38558","40138"
"2018","Rural Area","41610.04","33792.63","10156","88","5000","62562","92295","204144","40740.31","42479.77","0","876499","32196","34122"
"2018","Urban Area","49172.2","38527.14","19734","119","7300","72007","107640","215748","48296.95","50047.45","0","1389924","33304","35300"
"2019","Rural Area","43683.07","36000.04","9910","95","5600","64634","92820","202431","42249.76","45116.38","0","1414526","37350","39576"
"2019","Urban Area","52759.63","42826.73","18091","150","8161","76719","114786","230243","50880.39","54638.87","0","10972493","41559","43513"
