"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","19099.36","17987.41","1161","51","853","28661","38889","68206","18000.24","20198.48","0","266885","20565","22292"
"1985","Rural Area","Male","24414.9","22030.43","1123","167","11103","32554","45587","94191","23046.8","25783","0","362049","22292","24951"
"1985","Urban Area","Female","20811.6","18811.32","4471","41","889","31746","44749","83484","20247.44","21375.76","0","271883","21859","23171"
"1985","Urban Area","Male","25532.02","23663.27","4332","206","13294","35104","49576","87477","24944.08","26119.96","0","358957","24361","25421"
"1986","Rural Area","Female","21444.74","20307.39","1115","98","1968","31163","42618","84704","19944.36","22945.12","0","448962","22348","24990"
"1986","Rural Area","Male","25739.71","23526.93","1070","511","12360","34092","47747","86161","24153.32","27326.1","0","448962","24133","26224"
"1986","Urban Area","Female","21327.95","19685","4262","75","2043","32570","44872","84592","20742.46","21913.44","0","348575","23063","24382"
"1986","Urban Area","Male","26150.22","24126.57","4196","468","13157","35917","49415","90375","25573.59","26726.85","0","348575","25436","26762"
"1987","Rural Area","Female","21161.83","19903.97","1110","102","2725","31608","44343","77324","20055.05","22268.61","0","208437","23008","25734"
"1987","Rural Area","Male","25359.11","23724.8","1050","409","12056","35942","49190","79204","24211.27","26506.95","0","208437","24872","27245"
"1987","Urban Area","Female","22309.34","20527.04","4197","71","2469","33941","47235","94232","21703.25","22915.43","0","201751","24213","25554"
"1987","Urban Area","Male","27330.87","25290.96","4156","603","14226","37727","51555","97566","26726.73","27935.01","0","201751","26611","27935"
"1988","Rural Area","Female","21798.06","20413.39","1033","91","2849","33725","46950","77870","20659.26","22936.86","0","147855","23299","26627"
"1988","Rural Area","Male","26149.82","24286.28","991","716","13498","37491","50586","81573","24995.88","27303.76","0","147855","25922","28190"
"1988","Urban Area","Female","23080.87","21159.25","4035","102","2667","34935","48125","92799","22426.9","23734.84","0","311142","24681","25962"
"1988","Urban Area","Male","28406.34","26225","3963","697","14879","39081","52129","98577","27768.21","29044.47","0","199278","27058","28474"
"1989","Rural Area","Female","23169.26","22103","971","86","1892","35155","48875","83683","21808.71","24529.81","0","301825","25127","27953"
"1989","Rural Area","Male","28145.29","26417.55","952","366","13667","39265","53211","87297","26799.34","29491.24","0","301825","27740","30172"
"1989","Urban Area","Female","24458.89","21899.99","3957","102","2863","36519","51544","107250","23743.64","25174.14","0","300001","26052","27549"
"1989","Urban Area","Male","30071.33","27371.67","3829","692","15481","40713","55130","122820","29338.96","30803.7","0","300001","28632","30046"
"1990","Rural Area","Female","23846.37","21647.04","978","97","3068","35834","51561","87172","22458.4","25234.34","0","226636","25232","28680"
"1990","Rural Area","Male","29438.02","28239.78","940","308","15058","41345","56809","89565","28046.95","30829.09","0","226636","29169","31503"
"1990","Urban Area","Female","26011.5","23630.99","3849","105","3323","38380","53356","109653","25202.72","26820.28","0","473661","27539","29011"
"1990","Urban Area","Male","31657.76","29209.73","3750","1023","16617","42413","57265","122537","30821.04","32494.48","0","473661","30103","31402"
"1991","Rural Area","Female","24500.36","22595","989","104","2647","37646","51837","81498","23097.66","25903.06","0","278848","26215","29450"
"1991","Rural Area","Male","30844.31","28920.81","963","944","17282","42028","57347","92665","29460.22","32228.4","0","278848","29721","33102"
"1991","Urban Area","Female","27290.33","24098.83","3818","135","3979","40515","57089","123683","26501.02","28079.64","0","344950","28170","30117"
"1991","Urban Area","Male","32359.74","30063.65","3696","1169","16885","44644","60441","113859","31597.01","33122.47","0","344950","31635","33180"
"1992","Rural Area","Female","21987.04","18844.1","2299","118","3433","33084","49751","86462","21223.5","22750.58","0","129795","21268","22669"
"1992","Rural Area","Male","27151.86","24142.35","2142","791","11493","38467","54348","97943","26346.57","27957.15","0","129795","23879","25021"
"1992","Urban Area","Female","27328.9","23729.49","4539","123","4079","40869","58921","105264","26595.93","28061.87","0","518807","27422","28855"
"1992","Urban Area","Male","32717.19","29987.25","4292","1139","15615","45582","63208","108361","31978.58","33455.8","0","518807","31051","32373"
"1993","Rural Area","Female","23337.7","19643.56","2283","147","2802","35689","52808","91644","22423.12","24252.28","0","269239","22764","24847"
"1993","Rural Area","Male","28933.98","25946","2117","914","11789","40464","58042","94400","28006.5","29861.46","0","269239","26243","28153"
"1993","Urban Area","Female","28660.15","25074.31","4502","129","4227","43166","61428","112976","27899.9","29420.4","0","425113","28780","30312"
"1993","Urban Area","Male","34567.41","31924.01","4276","1169","15820","48138","66676","118221","33795.08","35339.74","0","425113","32590","34359"
"1994","Rural Area","Female","24430.38","20529.59","2235","102","2454","37836","54282","90601","23461.22","25399.54","0","352605","24647","26713"
"1994","Rural Area","Male","30490.1","27607.79","2082","819","12550","43860","59560","103350","29454.92","31525.28","0","352605","28884","31413"
"1994","Urban Area","Female","29400.5","26032.17","4469","121","4221","44647","64418","113456","28621.81","30179.19","0","335606","29672","31474"
"1994","Urban Area","Male","34819.29","32541.01","4158","986","13805","49643","67064","113761","34026.19","35612.39","0","335606","33676","35580"
"1995","Rural Area","Female","25053.25","21287.95","2309","102","2125","39907","55729","88709","24053.37","26053.13","0","392067","25215","27957"
"1995","Rural Area","Male","30800.95","27836.71","2169","308","11882","44535","60077","97306","29754.56","31847.34","0","392067","29563","32058"
"1995","Urban Area","Female","29118.29","25095.09","4621","118","3146","44304","64426","111194","28335.92","29900.66","0","404250","28961","30909"
