"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","22797.31","20362.71","1601","0","12476","30422","40162","78290","21872.5","23722.12","0","280464","21781","23264"
"1984","direct migration background","Male","23519.84","20579","1816","3115","14265","30933","40699","66223","22646.3","24393.38","0","291128","22088","23315"
"1984","indirect migration background","Female","20223.37","18611","66","0","12433","28827","37606","48752","16494.47","23952.27","0","67644","19838","28653"
"1984","indirect migration background","Male","19749.98","20451.23","62","0","6723","29297","35991","59518","16080.55","23419.41","0","67644","21628","32174"
"1984","no migration background","Female","19674.83","18171.24","4565","0","230","30217","42361","78687","19084.19","20265.47","0","291128","20349","21474"
"1984","no migration background","Male","24434.37","23059","4121","0","12271","33848","46093","82318","23824.26","25044.48","0","265258","23519","24440"
"1985","direct migration background","Female","22047.6","20622.81","1374","211","11402","30835","40337","76548","21299.31","22795.89","0","117492","22165","24133"
"1985","direct migration background","Male","23380.47","20932.03","1571","2465","14572","31779","42020","68141","22663.81","24097.13","0","214216","22619","24340"
"1985","indirect migration background","Female","19478.35","17973.75","78","97","5317","31907","38858","50754","16468.02","22488.68","41","57116","20733","30993"
"1985","indirect migration background","Male","18921.07","20568.55","66","41","8385","27690","36711","53455","15684.92","22157.22","0","54928","22658","29214"
"1985","no migration background","Female","20261.74","18300.85","4180","38","537","31053","43829","82430","19634.17","20889.31","0","271883","21128","22452"
"1985","no migration background","Male","25519.68","23582.5","3818","188","12281","34664","49576","89885","24801.12","26238.24","0","362049","24630","25868"
"1986","direct migration background","Female","22314","21692.13","1317","166","12015","32291","40801","71837","21557.39","23070.61","0","80273","23264","25360"
"1986","direct migration background","Male","24076.37","22075.32","1539","2595","15383","32518","42588","71837","23379.09","24773.65","0","121709","23718","25796"
"1986","indirect migration background","Female","20879.73","20941.61","83","230","7414","32723","37544","59763","17262.03","24497.43","227","94794","21595","29041"
"1986","indirect migration background","Male","22760.51","21903.35","73","170","11636","31426","42156","69751","18671.61","26849.41","64","94794","23980","33503"
"1986","no migration background","Female","21261.83","19380.18","3977","76","1432","32447","44866","84717","20553.44","21970.22","0","448962","22855","24129"
"1986","no migration background","Male","26317.95","24352","3654","380","12527","35991","50206","90499","25569.41","27066.49","0","448962","25660","27012"
"1987","direct migration background","Female","23516.66","22971.97","1321","211","12681","33856","43629","68548","22717.84","24315.48","0","112932","24668","26536"
"1987","direct migration background","Male","25404.94","23744.01","1522","3681","16138","34928","44738","69264","24634.25","26175.63","0","116581","25554","27578"
"1987","indirect migration background","Female","21271.11","20392.28","94","5011","12936","30575","38255","53644","18321.26","24220.96","127","78376","21014","28527"
"1987","indirect migration background","Male","26158.79","25654.4","83","1918","17780","33588","48698","62770","22617.56","29700.02","62","78376","23365","33588"
"1987","no migration background","Female","21895.88","20091.82","3892","76","1908","33566","47207","94232","21226.39","22565.37","0","208437","23490","25094"
"1987","no migration background","Male","27072.86","25133.89","3601","363","13242","37745","51797","97161","26375.79","27769.93","0","208437","26628","27941"
"1988","direct migration background","Female","24117.08","23294.01","1268","190","12414","33520","45973","78360","23222.15","25012.01","0","128079","24721","26492"
"1988","direct migration background","Male","25703","24181.31","1422","2173","16173","36261","46499","68873","24884.94","26521.06","0","128079","25360","27311"
"1988","indirect migration background","Female","22638.75","21623.53","116","97","12508","35243","41153","74739","19107.29","26170.21","0","128079","22207","27731"
"1988","indirect migration background","Male","23520.92","23313.53","108","0","10758","32499","40195","71819","20287.37","26754.47","0","79057","23525","32499"
"1988","no migration background","Female","22654.27","20435.5","3684","95","2271","34679","48125","87463","21941.46","23367.08","0","311142","24319","25922"
"1988","no migration background","Male","28195.7","26331.81","3424","647","14355","39149","52546","95477","27466.59","28924.81","0","199278","27578","28892"
"1989","direct migration background","Female","25729.04","24256.73","1249","329","13821","35276","44886","96804","24777.74","26680.34","0","160167","26628","28510"
"1989","direct migration background","Male","27350.43","24840.21","1357","688","16106","36046","46888","74755","26379.2","28321.66","0","272876","27441","29541"
"1989","indirect migration background","Female","24806.76","25336.11","137","227","14741","33146","46014","64991","21832.56","27780.96","0","97737","27421","31820"
"1989","indirect migration background","Male","26287.94","26896","123","559","15808","33454","46888","74682","23032.57","29543.31","0","97737","27768","33296"
