"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","22004.35","20661.83","12231","0","5248","31956","43639","81040","21652.44","22356.26","0","291128","22196","22855"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","22696.57","20908.9","11087","80","5072","32764","45924","85585","22325.27","23067.87","0","362049","23072","23935"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","23575.94","21875.73","10643","136","6076","33729","46425","86161","23179.26","23972.62","0","448962","24414","25258"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","24330.29","22801.6","10513","150","6588","35487","48752","94232","23951.79","24708.79","0","208437","25615","26331"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","25213.25","23434","10022","170","6621","36927","49924","92799","24812.44","25614.06","0","311142","26061","26831"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","26772.13","24641.41","9709","177","7178","38557","52905","111850","26319.06","27225.2","0","301825","27584","28491"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","28222.67","26177.53","9517","180","8105","40071","54881","109653","27716.73","28728.61","0","473661","29104","29904"
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","29196.86","26716.87","9466","203","8941","41623","57950","108659","28714.77","29678.95","0","344950","30066","31089"
"1992","East Germany","17561.08","16579.92","3993","202","7100","25973","33909","55835","17146.53","17975.63","0","71919","19599","20694"
"1992","West Germany","30887.88","28503","9398","216","9121","44903","62754","107190","30375.01","31400.75","0","518807","31879","32884"
"1993","East Germany","20086.1","18069.11","3840","200","6941","29788","40545","65650","19545.95","20626.25","0","217736","21067","22758"
"1993","West Germany","32246.18","29863","9338","240","7948","47200","65241","115037","31704.28","32788.08","0","425113","32367","33562"
"1994","East Germany","22270.39","19018","3788","168","6008","34291","47862","76602","21621.78","22919","0","188359","23261","25083"
"1994","West Germany","32638.82","30154","9156","210","8295","48061","66243","113761","32084.8","33192.84","0","352605","33419","34673"
"1995","East Germany","23076.76","19698","3705","132","3302","35611","49761","88272","22391.99","23761.53","0","204517","24757","26601"
"1995","West Germany","32221.45","28965","9665","210","6647","47427","66815","119182","31665.76","32777.14","0","404250","32196","33254"
"1996","East Germany","23080","19964","3696","114","1007","35642","52457","85818","22364.39","23795.61","0","212690","25080","26993"
"1996","West Germany","33489.42","29501.02","9429","196","6851","49555","70047","127088","32880.89","34097.95","0","554455","32978","34293"
"1997","East Germany","23576.53","19990.69","3651","118","952","36271","53672","89203","22751.49","24401.57","0","379427","25193","27081"
"1997","West Germany","33283","29917.91","9264","209","6438","49844","70098","126064","32704.86","33861.14","0","363043","33336","34633"
"1998","East Germany","23313.5","19801.58","3885","102","696","37037","53723","89127","22551.7","24075.3","0","269711","25201","27285"
"1998","West Germany","33662.25","30161","10442","205","6197","49666","71438","123456","33086.55","34237.95","0","566257","32789","34422"
"1999","East Germany","24002.52","20426.57","3803","102","862","38425","53738","95546","23209.26","24795.78","0","330654","25432","27399"
"1999","West Germany","34738.54","30678","9965","198","6847","51605","73717","135008","34140.1","35336.98","0","428635","33781","35135"
"2000","East Germany","24692.73","19683","5878","84","737","38435","57981","108701","23919.62","25465.84","0","668273","24210","25810"
