"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","20950.67","20847.06","348","237","11785","28489","37853","76548","19443.13","22458.21","0","107714","20844","23969"
"1985","direct migration background","Urban Area","23025.45","20783.51","2597","1186","13498","31572","41082","70254","22474.01","23576.89","0","214216","22817","24160"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","20204.04","19662.16","127","97","10223","28519","37821","50754","17870.93","22537.15","41","57116","22874","29214"
"1985","no migration background","Rural Area","21693.57","20254.79","1919","75","3733","30806","42130","83192","20687.1","22700.04","0","362049","21773","22738"
"1985","no migration background","Urban Area","23045.43","21106.99","6079","72","3598","33559","48019","87477","22505.12","23585.74","0","358957","23443","24492"
"1986","direct migration background","Rural Area","22266.33","22347.91","357","1333","13667","30002","40885","57111","20888.05","23644.61","0","62878","22848","25360"
"1986","direct migration background","Urban Area","23395.92","21758.5","2499","1008","14004","32518","41880","71837","22843.74","23948.1","0","121709","23936","25555"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","20824.28","20812.24","137","230","8951","30115","40006","66524","17850.1","23798.46","170","94794","22752","30422"
"1986","no migration background","Rural Area","23545.97","21610","1809","150","5701","32863","44937","86161","22256.99","24834.95","0","448962","23743","25373"
"1986","no migration background","Urban Area","23653.74","22008","5822","124","4924","34359","48067","87355","23108.51","24198.97","0","348575","24352","25605"
"1987","direct migration background","Rural Area","24290.83","23981.32","363","2624","12404","36159","42182","68548","22498.8","26082.86","0","112932","25712","29420"
"1987","direct migration background","Urban Area","24527.64","23313.24","2480","1008","15083","34212","44433","69264","23947.53","25107.75","0","116581","25179","26548"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","23151.06","22612.14","156","1918","13600","30847","40109","62770","20678.82","25623.3","62","78376","23039","28300"
"1987","no migration background","Rural Area","23063.9","22169.58","1776","153","6136","33816","47355","79204","22169.26","23958.54","0","208437","23625","25734"
"1987","no migration background","Urban Area","24716.63","22944.6","5717","128","5241","36008","49895","100530","24146.13","25287.13","0","201751","25708","26734"
"1988","direct migration background","Rural Area","23676.61","23090.27","334","2173","14710","33088","43104","61899","21957.41","25395.81","0","80763","23864","28208"
