"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(Married) couple without C.","29096.28","27073.03","1494","12026","18952","36813","47039","83136","28197.87","29994.69","665","225173","26689","28172"
"1984","Employed","1-pers.-HH","17196.5","15441","678","4052","10737","20912","28123","61355","16179.6","18213.4","307","197844","15082","16310"
"1984","Employed","Couple + C. GT 16 ","35815.49","34379","1301","16939","24670","44706","56232","80031","34934.18","36696.8","358","155894","33150","35501"
"1984","Employed","Couple + C. LE 16","29767.77","26334.66","2191","15594","20043","34227","43715","100622","28969.59","30565.95","982","291128","25207","26332"
"1984","Employed","Couple + C. LE and GT 16","34839.64","31428.71","1115","18755","24261","41721","55185","93311","33875","35804.28","844","197150","29890","31381"
"1984","Employed","Single parent","20040.85","17179","350","5317","11913","24542","34205","95612","18468.89","21612.81","286","95612","16770","19276"
"1984","Not Employed","(Married) couple without C.","5351.57","0","1211","0","0","6545","19940","44416","4668.06","6035.08","0","222577","0","102"
"1984","Not Employed","1-pers.-HH","435.21","0","657","0","0","0","460","6136","216.77","653.65","0","62378","0","0"
"1984","Not Employed","Couple + C. GT 16 ","27971.05","25224.8","692","3567","15799","38194","52581","78687","26593.73","29348.37","0","155894","23928","27123"
"1984","Not Employed","Couple + C. LE 16","21351.09","19480.9","891","8","14649","26383","34768","68321","20248.12","22454.06","0","265258","18176","19173"
"1984","Not Employed","Couple + C. LE and GT 16","31121.44","28072.62","605","16260","21474","37369","50234","98905","29777.55","32465.33","0","197150","23863","25625"
"1984","Not Employed","Single parent","10830.59","5944.49","229","0","0","17051","25596","78564","9107.14","12554.04","0","78564","4908","10514"
"1985","Employed","(Married) couple without C.","30014.06","27725.4","1344","13866","19783","37071","50055","84577","29234.39","30793.73","894","111838","27106","28450"
"1985","Employed","1-pers.-HH","18517.84","15942.44","608","5171","10587","21474","27647","74224","16670.04","20365.64","178","362049","15181","16486"
"1985","Employed","Couple + C. GT 16 ","38018.88","35185","1336","18100","25955","47453","60195","94191","36967.93","39069.83","1202","266885","35054","36577"
"1985","Employed","Couple + C. LE 16","30032.06","26651.23","1906","14981","19531","34558","44891","114495","29218.77","30845.35","199","271883","25338","26761"
"1985","Employed","Couple + C. LE and GT 16","37610.03","33284","960","20135","26662","43354","57839","95462","36381.26","38838.8","3598","258723","30761","32928"
