"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Rural Area","26778.06","25009","831","9442","16269","33510","46490","76548","25544.61","28011.51","0","266885","23963","26906"
"1985","16-34 y.","Urban Area","27270.55","24633.97","3352","7357","16083","35138","49303","85585","26656.71","27884.39","0","358957","24570","25695"
"1985","35-65 y.","Rural Area","25285.16","22561","1172","363","14366","32554","45434","94191","23985.38","26584.94","0","362049","22561","25359"
"1985","35-65 y.","Urban Area","26794.5","24725.33","4614","251","14937","35957","50280","91112","26230.9","27358.1","0","271883","24915","26076"
"1985","66 and older","Rural Area","3891.14","178.03","281","0","43","1211","14725","42392","2194.09","5588.19","0","181782","167","358"
"1985","66 and older","Urban Area","3774.44","154","837","0","36","1017","15089","53932","2963.44","4585.44","0","94005","171","215"
"1986","16-34 y.","Rural Area","29015.64","25946.61","815","8191","17011","35739","48272","86161","27163.72","30867.56","0","448962","25493","27785"
"1986","16-34 y.","Urban Area","28215.32","25703.98","3283","7086","16736","36681","49739","90499","27614.62","28816.02","0","178185","26199","27434"
"1986","35-65 y.","Rural Area","27247.63","24761","1109","2764","15958","35381","48088","88013","25734.35","28760.91","0","448962","24770","26705"
"1986","35-65 y.","Urban Area","27258.87","25456","4389","849","14869","37085","51006","90375","26682.57","27835.17","0","348575","26076","27089"
"1986","66 and older","Rural Area","4483.69","228","261","24","85","1962","17486","46408","2892.64","6074.74","0","84704","223","716"
"1986","66 and older","Urban Area","4244.13","215","786","0","72","3093","14342","44410","3401.51","5086.75","0","87215","236","610"
"1987","16-34 y.","Rural Area","28652.58","26938","815","10347","17385","37870","49036","83992","27514.32","29790.84","0","96385","26303","28683"
"1987","16-34 y.","Urban Area","29480.04","26468.54","3229","8736","17675","37912","51873","101031","28829.68","30130.4","0","201751","26764","28181"
"1987","35-65 y.","Rural Area","27150.06","25156","1081","3071","15402","36646","50643","79204","26021.33","28278.79","0","208437","25912","27941"
"1987","35-65 y.","Urban Area","28848.11","26902","4303","1426","16248","38968","52471","97477","28269.27","29426.95","0","200459","27578","28735"
"1987","66 and older","Rural Area","4235.29","256.22","264","12","83","2360","14149","44960","2682.43","5788.15","0","96385","257","920"
