"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","19948.55","18407","6232","0","511","30217","42217","78687","19452.54","20444.56","0","291128","21014","21842"
"1984","West Germany","Male","24323.2","22752","5999","0","12757","33557","45403","82318","23826.37","24820.03","0","291128","23136","23928"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","20412.12","18713.35","5632","41","869","31036","43288","82318","19909.95","20914.29","0","271883","21718","22752"
"1985","West Germany","Male","25266.71","23138.91","5455","201","12649","34426","48384","89145","24721.49","25811.93","0","362049","24210","25053"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","21355.16","19735.08","5377","82","2002","32443","44504","84704","20796.67","21913.65","0","448962","23165","24286"
"1986","West Germany","Male","26054.5","23949","5266","486","12943","35636","49110","87355","25493.49","26615.51","0","448962","25329","26490"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","22045.64","20423.87","5307","77","2556","33566","46491","90652","21513.32","22577.96","0","208437","24179","25360"
"1987","West Germany","Male","26877.92","24995.78","5206","511","13537","37388","50944","96385","26342.9","27412.94","0","208437","26523","27623"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","22791.82","20925.57","5068","97","2765","34604","47902","85840","22221.7","23361.94","0","311142","24646","25899"
"1988","West Germany","Male","27890.95","25927.4","4954","697","14658","38692","51903","93797","27330.58","28451.32","0","199278","27047","28201"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","24176.67","21924.85","4928","97","2545","36340","50932","96804","23542.91","24810.43","0","301825","26059","27427"
"1989","West Germany","Male","29635.92","27125.67","4781","643","15318","40392","54884","113788","28991.1","30280.74","0","301825","28663","29808"
"1990","East Germany","Female","","","","","","","","","","","","","",""
"1990","East Germany","Male","","","","","","","","","","","","","",""
"1990","West Germany","Female","25534.16","23032.3","4827","103","3242","37970","52714","101087","24830.51","26237.81","0","473661","27387","28686"
"1990","West Germany","Male","31158.76","28855.39","4690","913","16013","42111","57168","113578","30434","31883.52","0","473661","30113","31240"
"1991","East Germany","Female","","","","","","","","","","","","","",""
"1991","East Germany","Male","","","","","","","","","","","","","",""
"1991","West Germany","Female","26656.45","23846.04","4807","131","3620","39797","56152","111871","25966.1","27346.8","0","344950","28021","29706"
"1991","West Germany","Male","32005.25","29721","4659","1157","16975","44078","60352","108086","31335.98","32674.52","0","344950","31479","32807"
"1992","East Germany","Female","15996.78","14731.26","2097","123","3847","24409","32687","54654","15425.65","16567.91","0","71919","17997","19632"
"1992","East Germany","Male","19263.43","18310.58","1896","675","9857","27333","35625","56624","18666.39","19860.47","0","71919","20694","21882"
"1992","West Germany","Female","28109.75","24865.58","4804","119","3844","42387","60330","105264","27386.09","28833.41","0","518807","29757","31496"
"1992","West Germany","Male","33926.83","31552","4594","1098","17580","47042","64783","108361","33204.43","34649.23","0","518807","33387","34865"
"1993","East Germany","Female","18294.97","15763.36","2019","124","2518","28229","39497","64650","17537.08","19052.86","0","217736","19095","21060"
"1993","East Germany","Male","22030.99","20071.97","1821","858","10216","32123","42292","65650","21268.55","22793.43","0","217736","22906","24741"
"1993","West Germany","Female","29205.13","25769.62","4766","135","3683","44526","62659","112976","28442.59","29967.67","0","425113","30166","31482"
"1993","West Germany","Male","35534.83","32857.13","4572","1074","17704","49448","67966.75","117934","34769.06","36300.6","0","425113","34366","36132"
"1994","East Germany","Female","20283.76","16651.8","1989","102","844","32360","45668","74958","19382.36","21185.16","0","188359","21227","23460"
"1994","East Germany","Male","24393.23","21384.85","1799","511","9761","35902","49474","80801","23466.32","25320.14","0","188359","24998","27360"
"1994","West Germany","Female","29770.8","26525.03","4715","121","4295","45437","64517","110194","28999.08","30542.52","0","352605","31021","32815"
"1994","West Germany","Male","35776.76","33651.89","4441","1053","16587","50491","67600","115677","34985.38","36568.14","0","352605","35496","37099"
"1995","East Germany","Female","21018.1","17313.69","1951","88","484","34067","48841","91431","20071.37","21964.83","0","204517","22627","25094"
"1995","East Germany","Male","25330.39","22676.62","1754","228","9173","37604","51487","85437","24344.76","26316.02","0","204517","26445","28628"
