"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","29327.91","26380.41","7568","12029","18396","36583","48138","93125","28899.39","29756.43","286","291128","26376","27247"
"1984","Not Employed","12647.66","2775.43","4663","0","0","21840","34001","66892","12129.69","13165.63","0","265258","13498","14858"
"1985","Employed","30379.34","27145.29","6854","12248","18458","37133","51761","92333","29922.09","30836.59","178","362049","27456","28126"
"1985","Not Employed","12879.09","2728.03","4233","0","102","22133","35075","69292","12348.02","13410.16","0","271883","14418","15594"
"1986","Employed","31397.79","28434.27","6698","12578","19666","38950","52900","90499","30923.09","31872.49","358","448962","28912","29637"
"1986","Not Employed","13238.25","4052.79","3945","23","153","22327","35923","78032","12630.22","13846.28","0","448962","14725","16242"
"1987","Employed","32224.36","29084.97","6714","13140","20254","40342","53958","97477","31788.78","32659.94","153","208437","29783","30733"
"1987","Not Employed","13281.94","4013.39","3799","0","153","22727","36915","71712","12682.85","13881.03","0","200459","15339","16873"
"1988","Employed","33398.32","30154.62","6450","14075","21056","42369","54831","95477","32937.9","33858.74","409","311142","30465","31432"
"1988","Not Employed","13597.86","4031.71","3572","18","179","23222","37825","74583","12961.87","14233.85","0","199278","15443","17048"
"1989","Employed","35455.09","31626.52","6270","14419","21925","44024","59210","122820","34929.28","35980.9","224","301825","31967","33106"
"1989","Not Employed","14396.84","4237.84","3439","6","188","24232","39180","83683","13675.88","15117.8","0","300001","15952","17631"
"1990","Employed","36949.64","32952.88","6172","15189","22767","45926","60457","116613","36338.93","37560.35","291","473661","33459","34359"
"1990","Not Employed","15060.12","4126.75","3345","17","179","24950","41159","89565","14312.47","15807.77","0","242757","15398","17909"
"1991","Employed","38280.92","34592.35","6197","15773","23380","47852","63313","120264","37727.28","38834.56","256","344950","35330","36402"
"1991","Not Employed","15369.42","4539.46","3269","18","200","25595","42752","82870","14609.8","16129.04","0","278848","15560","18247"
"1992","Employed","36682.1","32280.89","9115","12975","21507","47086","64405","105264","36226.26","37137.94","143","518807","31419","32213"
"1992","Not Employed","14498.72","3908.95","4276","17","198","23928","41492","90897","13864.21","15133.23","0","251250","10574","12631"
"1993","Employed","39672.72","35690.38","8733","14955","23635","50808","68096","115125","39188.8","40156.64","409","425113","34768","35750"
"1993","Not Employed","14677.31","4085.15","4445","22","224","24174","41057","90688","14007.97","15346.65","0","269239","10226","12273"
"1994","Employed","41268.12","37473.85","8355","15346","24767","52520","68897","120446","40759.93","41776.31","496","352605","37146","38221"
"1994","Not Employed","15212.48","4432.09","4589","20","205","25028","43611","89333","14546.64","15878.32","0","352605","11095","12977"
"1995","Employed","41564.62","37913","8532","14773","24580","52868","71628","122180","41041","42088.24","383","404250","37275","38142"
"1995","Not Employed","15164.34","3850.24","4838","2","203","24250","44278","93047","14504.61","15824.07","0","392067","10468","12910"
"1996","Employed","43177.57","38437","8454","14612","24756","55311","74627","127654","42604.86","43750.28","56","554455","38151","39346"
"1996","Not Employed","15235.17","3147.01","4671","6","185","24090","45769","98192","14526.02","15944.32","0","447532","8498","11050"
"1997","Employed","43328.19","39012","8163","13903","25109","55894","74784","131965","42773.09","43883.29","194","379427","38811","40019"
"1997","Not Employed","15416.84","3322.52","4752","5","196","24604","47243","97728","14706.46","16127.22","0","379427","8290","10973"
