"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","21624.3","20262","2284","77","4538","30761","41517","76601","20747.22","22501.38","0","362049","21850","22738"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","23026.48","21040","8803","81","5138","33387","47381","85585","22618.13","23434.83","0","358957","23425","24212"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","23475.45","21829.96","2185","153","6187","32825","44795","86161","22383.9","24567","0","448962","23801","25279"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","23606.48","21892","8458","131","5915","34071","47397","86977","23194.48","24018.48","0","348575","24444","25422"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","23145.91","22220","2160","170","6698","33944","47174","79107","22347.2","23944.62","0","208437","24524","26056"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","24683.58","22982.74","8353","139","6579","35739","49113","97161","24254.44","25112.72","0","201751","25718","26536"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","23879.29","22853.19","2024","170","6161","36116","48278","80146","23067.1","24691.48","0","147855","24872","27152"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","25604.5","23672.74","7998","170","6862","37183","50345","93797","25146.4","26062.6","0","311142","26061","26897"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","25575.33","24412.73","1923","153","6489","36848","51573","83933","24616.31","26534.35","0","301825","26509","28811"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","27114.18","24666","7786","183","7383","39004","53478","114013","26601.31","27627.05","0","300001","27584","28560"
"1990","Rural Area","East Germany","","","","","","","","","","","","","",""
"1990","Rural Area","West Germany","26546.31","24662.78","1918","159","7587","39082","53541","88150","25561.07","27531.55","0","226636","28020","29956"
"1990","Urban Area","East Germany","","","","","","","","","","","","","",""
"1990","Urban Area","West Germany","28702.51","26672","7599","186","8181","40651","55672","113578","28119.83","29285.19","0","473661","29208","30055"
"1991","Rural Area","East Germany","","","","","","","","","","","","","",""
"1991","Rural Area","West Germany","27559.55","25829","1952","209","8212","40106","55402","89164","26571.14","28547.96","0","278848","28779","30781"
"1991","Urban Area","East Germany","","","","","","","","","","","","","",""
"1991","Urban Area","West Germany","29687.01","26982","7514","200","9021","42369","59049","116062","29136.81","30237.21","0","344950","30243","31524"
"1992","Rural Area","East Germany","16882.92","15922","2498","202","6801","24659","32690","54654","16372.73","17393.11","0","71919","18645","19952"
"1992","Rural Area","West Germany","29474.1","26950","1943","180","8687","43577","60777","97943","28475.53","30472.67","0","129795","30562","33395"
"1992","Urban Area","East Germany","18519.51","17467.38","1389","200","8105","27210","36306","59505","17789.02","19250","0","71592","20344","21655"
"1992","Urban Area","West Germany","31294.32","28810","7442","229","9264","45167","63127","110546","30702.35","31886.29","0","518807","31988","32995"
"1993","Rural Area","East Germany","19154.58","17251","2459","196","6136","28680","38927","61934","18494.05","19815.11","0","217736","20165","21870"
"1993","Rural Area","West Germany","30696.64","27275","1941","247","7103","45019","62693","98961","29540.84","31852.44","0","269239","30607","32781"
"1993","Urban Area","East Germany","21612.42","19064","1381","228","8577","32283","43388","75480","20682.98","22541.86","0","110225","22320","24369"
"1993","Urban Area","West Germany","32695.77","30268","7397","236","8447","47401","66451","118221","32082.6","33308.94","0","425113","32753","34020"
"1994","Rural Area","East Germany","21209.79","18461","2421","179","5000","32815","44745","73488","20427.16","21992.42","0","188359","22484","24644"
"1994","Rural Area","West Germany","31552.89","28682.88","1896","219","9216","47300","64067","105423","30329.83","32775.95","0","352605","32635","35604"
"1994","Urban Area","East Germany","23991.83","19690.59","1367","153","7069","35932","51052","81239","22850.57","25133.09","0","179051","23673","26802"
"1994","Urban Area","West Germany","32948.79","30640","7260","208","7894","48392","66892","115859","32327.23","33570.35","0","335606","33351","34836"
"1995","Rural Area","East Germany","22287.41","19487.17","2430","127","2894","34712","48139","82172","21461.24","23113.58","0","204517","24150","26601"
"1995","Rural Area","West Germany","31568.09","28882.75","2048","211","7544","46886","63948","107775","30351.02","32785.16","0","392067","32568","34690"
"1995","Urban Area","East Germany","24446.5","20786","1275","148","5006","38067","53165","93421","23230.58","25662.42","0","192953","24944","27730"
"1995","Urban Area","West Germany","32411.31","29026","7617","210","6392","47672","67888","119637","31786.6","33036.02","0","404250","32007","33142"
"1996","Rural Area","East Germany","22412.1","19784.12","2397","102","780","34665","50729","87154","21535.8","23288.4","0","212690","25120","27303"
"1996","Rural Area","West Germany","32782.76","28432","2037","256","6277","49890","69020","116274","31439.13","34126.39","0","447532","32001","36018"
"1996","Urban Area","East Germany","24159.16","20605.51","1299","129","1925","38374","54417","84603","22921.27","25397.05","0","139398","23983","27610"
"1996","Urban Area","West Germany","33697.82","29943","7391","171","6925","49304","71669","127654","33015.42","34380.22","0","554455","32746","34226"
"1997","Rural Area","East Germany","23195.83","19650","2376","132","920","36041","51834","90141","22141.93","24249.73","0","379427","24916","27355"
"1997","Rural Area","West Germany","31492.55","27917","1990","223","6006","48113","68339","107006","30299.53","32685.57","0","236289","32440","35404"
"1997","Urban Area","East Germany","24201.46","20097.63","1275","102","1800","36753","55902","86920","22886.46","25516.46","0","196399","25049","27405"
"1997","Urban Area","West Germany","33801.47","30326","7273","201","6517","50219","70320","130354","33141.3","34461.64","0","363043","33353","34731"
"1998","Rural Area","East Germany","22937.32","19807.24","2568","102","698","36560","53118","90307","22006.36","23868.28","0","269711","25191","27584"
"1998","Rural Area","West Germany","32284.49","28914","2317","246","6155","48118","70490","102654","31150.69","33418.29","0","252890","31833","35009"
"1998","Urban Area","East Germany","23978.49","19703.9","1317","104","678","37744","55043","87482","22652.24","25304.74","0","211986","24309","27952"
"1998","Urban Area","West Germany","34053.72","30545","8125","198","6197","50106","71837","125880","33388.13","34719.31","0","566257","32789","34465"
"1999","Rural Area","East Germany","22795","19683","2505","86","754","36758","52258","91266","21884.63","23705.37","0","116881","24817","26787"
"1999","Rural Area","West Germany","32719.27","29000","2223","189","6194","49225","68560","126571","31457.7","33980.84","0","428635","33656","36660"
"1999","Urban Area","East Germany","26137.92","21783.04","1298","123","1281","39360","58722","105405","24618.4","27657.44","0","330654","26165","30125"
"1999","Urban Area","West Germany","35314.37","30818","7742","201","6937","52360","74858","145360","34634.49","35994.25","0","325578","33429","35042"
"2000","Rural Area","East Germany","24007.17","19157","3948","72","639","37708","56412","97320","23085.61","24928.73","0","668273","23519","25871"
"2000","Rural Area","West Germany","35048.27","30724.95","4359","216","8464","50887","74575","139377","34062.8","36033.74","0","534522","33414","35586"
"2000","Urban Area","East Germany","26046.26","20532","1930","113","976","40106","59666","124133","24636.17","27456.35","0","498120","24179","26638"
"2000","Urban Area","West Germany","36162.32","31842.04","14029","206","6819","53292","76684","146959","35599.66","36724.98","0","533987","34299","35586"
"2001","Rural Area","East Germany","23615.53","19232.8","3645","77","614","38641","56752","94469","22803.53","24427.53","0","141537","24082","26247"
"2001","Rural Area","West Germany","34847.35","31444","3888","216","8334","51569","70609","131463","33790.21","35904.49","0","526806","33848","36077"
"2001","Urban Area","East Germany","25940.91","19724.13","1820","119","1494","41146","60047","112268","24616.91","27264.91","0","221110","24411","27354"
"2001","Urban Area","West Germany","36714.59","32102","12710","201","6874","53743","77154","158296","36090.75","37338.43","0","507020","35302","36560"
"2002","Rural Area","East Germany","23464.91","18777","3611","60","642","37618","55877","111788","22458.05","24471.77","0","252439","25140","27825"
"2002","Rural Area","West Germany","35407.47","31375","4059","315","7960","50340","73371","140742","34136.96","36677.98","0","423441","37335","39655"
"2002","Urban Area","East Germany","25589.14","18519.52","1847","92","964","39590","61290","124170","23836.4","27341.88","0","508876","24714","27998"
"2002","Urban Area","West Germany","37170.5","31026.99","13640","293","6268","52300","75748","175523","36236.04","38104.96","0","1022417","40419","42003"
"2003","Rural Area","East Germany","24446.7","19248.24","3534","65","562","38540","58800","107790","23407.27","25486.13","0","295567","24854","27590"
"2003","Rural Area","West Germany","36395.91","32131","3816","358","8639","54178","73707","147549","35089.87","37701.95","0","530810","37988","40996"
"2003","Urban Area","East Germany","25045.54","18918.74","1838","123","996","40271","59220","117710","23280.72","26810.36","0","372481","24981","28915"
