"plh0107","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","Urban Area","299","0.387955656021427","0.35248562436252","0.423425687680333","2"
"Important","1990","1-pers.-HH","Rural Area","57","0.33173909064095","0.257615987005904","0.405862194275997","2"
"Important","1990","(Married) couple without C. ","Urban Area","714","0.461861027210109","0.436606451757178","0.487115602663039","2"
"Important","1990","(Married) couple without C. ","Rural Area","168","0.409224035001148","0.360045628256594","0.458402441745702","2"
"Important","1990","Single parent ","Urban Area","159","0.551334146490111","0.494288091026097","0.608380201954125","2"
"Important","1990","Couple + C. LE 16 ","Rural Area","168","0.51842039350923","0.4642640546302","0.572576732388259","2"
"Important","1990","Single parent ","Rural Area","37","0.449109953094953","0.344590466536522","0.553629439653383","2"
"Important","1990","Couple + C. LE 16 ","Urban Area","604","0.549636934381309","0.520341661449152","0.578932207313467","2"
"Important","1990","Couple + C. GT 16 ","Rural Area","213","0.570320121335586","0.520416271968138","0.620223970703034","2"
"Important","1990","Couple + C. LE and GT 16","Rural Area","56","0.451198957265586","0.361793069911888","0.540604844619284","2"
"Important","1990","Couple + C. GT 16 ","Urban Area","553","0.512113919311157","0.482521169803706","0.541706668818608","2"
"Important","1990","Couple + C. LE and GT 16","Urban Area","174","0.554068511022668","0.498735659859382","0.609401362185954","2"
"Less important","1990","Couple + C. LE and GT 16","Urban Area","47","0.144280524063409","0.105166111886568","0.183394936240251","3"
"Less important","1990","Couple + C. GT 16 ","Rural Area","52","0.143984695257562","0.108593019896158","0.179376370618966","3"
"Less important","1990","1-pers.-HH","Rural Area","23","","","","3"
"Less important","1990","(Married) couple without C. ","Urban Area","224","0.1518475447079","0.133668207740918","0.170026881674882","3"
"Less important","1990","1-pers.-HH","Urban Area","114","0.160388381836033","0.133676483054373","0.187100280617693","3"
"Less important","1990","(Married) couple without C. ","Rural Area","64","0.170891685407353","0.133243107133668","0.208540263681038","3"
"Less important","1990","Single parent ","Urban Area","43","0.145815942313875","0.105336464592495","0.186295420035255","3"
"Less important","1990","Single parent ","Rural Area","16","","","","3"
"Less important","1990","Couple + C. LE 16 ","Urban Area","210","0.18712413206179","0.164159725570865","0.210088538552715","3"
"Less important","1990","Couple + C. LE 16 ","Rural Area","66","0.207149415708715","0.163224418121947","0.251074413295483","3"
"Less important","1990","Couple + C. GT 16 ","Urban Area","149","0.130529385709365","0.110584827747083","0.150473943671648","3"
"Less important","1990","Couple + C. LE and GT 16","Rural Area","12","","","","3"
"Quite unimportant","1990","(Married) couple without C. ","Rural Area","82","0.249954044316373","0.206647203887249","0.293260884745496","4"
"Quite unimportant","1990","1-pers.-HH","Urban Area","188","0.287568922916098","0.254621496937743","0.320516348894454","4"
"Quite unimportant","1990","1-pers.-HH","Rural Area","50","0.360054187019935","0.284486213558477","0.435622160481393","4"
"Quite unimportant","1990","(Married) couple without C. ","Urban Area","260","0.196796113335669","0.176656165098523","0.216936061572816","4"
"Quite unimportant","1990","Single parent ","Rural Area","9","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","Urban Area","41","0.0373161993883564","0.0261560824510619","0.0484763163256509","4"
"Quite unimportant","1990","Single parent ","Urban Area","27","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","Rural Area","10","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","Urban Area","77","0.0711511066729239","0.0559314036716442","0.0863708096742036","4"
"Quite unimportant","1990","Couple + C. GT 16 ","Rural Area","20","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","Urban Area","14","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","Rural Area","3","","","","4"
"Very important","1990","1-pers.-HH","Urban Area","124","0.164087039226442","0.137128475124697","0.191045603328187","1"
"Very important","1990","1-pers.-HH","Rural Area","25","","","","1"
"Very important","1990","(Married) couple without C. ","Urban Area","299","0.189495314746322","0.169642860948383","0.209347768544261","1"
"Very important","1990","(Married) couple without C. ","Rural Area","70","0.169930235275126","0.132365952108446","0.207494518441807","1"
"Very important","1990","Single parent ","Urban Area","63","0.212040379967865","0.165157105850815","0.258923654084915","1"
"Very important","1990","Single parent ","Rural Area","25","","","","1"
"Very important","1990","Couple + C. LE 16 ","Urban Area","253","0.225922734168544","0.20129920293059","0.250546265406499","1"
"Very important","1990","Couple + C. LE 16 ","Rural Area","83","0.238586758442861","0.19239041561242","0.284783101273303","1"
