"plh0107","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Important","2010","Employed","Part Time","1419","0.573035901324199","0.553421595030572","0.592650207617825","2"
"Less important","2010","Not Employed","Full Time","","","","","3"
"Less important","2010","Not Employed","Part Time","","","","","3"
"Less important","2010","Employed","Full Time","360","0.12298904731405","0.110795913669968","0.135182180958133","3"
"Less important","2010","Not Employed","Not Working","590","0.251063010171244","0.23241900023946","0.269707020103027","3"
"Less important","2010","Employed","Not Working","","","","","3"
"Less important","2010","Employed","Part Time","597","0.230010040248222","0.21332211730817","0.246697963188273","3"
"Quite unimportant","2010","Not Employed","Full Time","","","","","4"
"Quite unimportant","2010","Not Employed","Part Time","","","","","4"
"Quite unimportant","2010","Not Employed","Not Working","117","0.0562164784965954","0.0463128729791962","0.0661200840139946","4"
"Quite unimportant","2010","Employed","Full Time","21","","","","4"
"Quite unimportant","2010","Employed","Part Time","37","0.0184512162254348","0.0131147372676538","0.0237876951832157","4"
"Quite unimportant","2010","Employed","Not Working","","","","","4"
"Very important","2010","Not Employed","Full Time","","","","","1"
"Very important","2010","Not Employed","Part Time","","","","","1"
"Very important","2010","Not Employed","Not Working","377","0.206378657018023","0.188978050761834","0.223779263274212","1"
"Very important","2010","Employed","Full Time","691","0.268175376201921","0.251728153801915","0.284622598601926","1"
"Very important","2010","Employed","Part Time","390","0.178502842202145","0.163317941444005","0.193687742960284","1"
"Very important","2010","Employed","Not Working","","","","","1"
"Important","2011","Not Employed","Full Time","","","","","2"
"Important","2011","Not Employed","Part Time","","","","","2"
"Important","2011","Not Employed","Not Working","","","","","2"
"Important","2011","Employed","Full Time","","","","","2"
"Important","2011","Employed","Part Time","","","","","2"
"Important","2011","Employed","Not Working","","","","","2"
"Less important","2011","Not Employed","Full Time","","","","","3"
"Less important","2011","Not Employed","Part Time","","","","","3"
"Less important","2011","Employed","Full Time","","","","","3"
"Less important","2011","Not Employed","Not Working","","","","","3"
"Less important","2011","Employed","Part Time","","","","","3"
"Less important","2011","Employed","Not Working","","","","","3"
"Quite unimportant","2011","Not Employed","Full Time","","","","","4"
"Quite unimportant","2011","Not Employed","Part Time","","","","","4"
"Quite unimportant","2011","Not Employed","Not Working","","","","","4"
"Quite unimportant","2011","Employed","Full Time","","","","","4"
"Quite unimportant","2011","Employed","Part Time","","","","","4"
"Quite unimportant","2011","Employed","Not Working","","","","","4"
"Very important","2011","Not Employed","Full Time","","","","","1"
"Very important","2011","Not Employed","Part Time","","","","","1"
"Very important","2011","Not Employed","Not Working","","","","","1"
"Very important","2011","Employed","Full Time","","","","","1"
"Very important","2011","Employed","Part Time","","","","","1"
"Very important","2011","Employed","Not Working","","","","","1"
"Important","2012","Not Employed","Full Time","","","","","2"
"Important","2012","Not Employed","Part Time","","","","","2"
"Important","2012","Employed","Full Time","6331","0.600495105823996","0.591086213155502","0.609903998492489","2"
"Important","2012","Not Employed","Not Working","3154","0.366289486136756","0.355864716158171","0.376714256115341","2"
"Important","2012","Employed","Part Time","4158","0.555652563028292","0.544311349556717","0.566993776499866","2"
"Important","2012","Employed","Not Working","","","","","2"
"Less important","2012","Not Employed","Full Time","","","","","3"
"Less important","2012","Not Employed","Part Time","","","","","3"
"Less important","2012","Not Employed","Not Working","1572","0.182792414211125","0.174429568635328","0.191155259786921","3"
"Less important","2012","Employed","Full Time","1378","0.140668793808407","0.133989940580542","0.147347647036272","3"
"Less important","2012","Employed","Part Time","1585","0.199668156648108","0.190544141932664","0.208792171363552","3"
"Less important","2012","Employed","Not Working","","","","","3"
"Quite unimportant","2012","Not Employed","Full Time","","","","","4"
"Quite unimportant","2012","Not Employed","Part Time","","","","","4"
"Quite unimportant","2012","Not Employed","Not Working","2185","0.31081833259548","0.300803839540258","0.320832825650702","4"
"Quite unimportant","2012","Employed","Full Time","91","0.00959808058951499","0.00772515441518318","0.0114710067638468","4"
"Quite unimportant","2012","Employed","Part Time","223","0.0388392381645865","0.0344293264795671","0.0432491498496059","4"
"Quite unimportant","2012","Employed","Not Working","","","","","4"
"Very important","2012","Not Employed","Full Time","","","","","1"
"Very important","2012","Not Employed","Part Time","","","","","1"
"Very important","2012","Not Employed","Not Working","1294","0.140099767056639","0.132589566440973","0.147609967672306","1"
"Very important","2012","Employed","Full Time","2610","0.249238019778082","0.240928402763256","0.257547636792909","1"
"Very important","2012","Employed","Part Time","1408","0.205840042159013","0.196611875092664","0.215068209225363","1"
"Very important","2012","Employed","Not Working","","","","","1"
"Important","2013","Not Employed","Full Time","","","","","2"
"Important","2013","Not Employed","Part Time","","","","","2"
"Important","2013","Not Employed","Not Working","","","","","2"
"Important","2013","Employed","Full Time","","","","","2"
"Important","2013","Employed","Not Working","","","","","2"
"Important","2013","Employed","Part Time","","","","","2"
"Less important","2013","Not Employed","Full Time","","","","","3"
"Less important","2013","Not Employed","Part Time","","","","","3"
"Less important","2013","Not Employed","Not Working","","","","","3"
"Less important","2013","Employed","Full Time","","","","","3"
"Less important","2013","Employed","Part Time","","","","","3"
"Less important","2013","Employed","Not Working","","","","","3"
"Quite unimportant","2013","Not Employed","Full Time","","","","","4"
"Quite unimportant","2013","Not Employed","Part Time","","","","","4"
"Quite unimportant","2013","Not Employed","Not Working","","","","","4"
"Quite unimportant","2013","Employed","Full Time","","","","","4"
"Quite unimportant","2013","Employed","Part Time","","","","","4"
"Quite unimportant","2013","Employed","Not Working","","","","","4"
"Very important","2013","Not Employed","Full Time","","","","","1"
"Very important","2013","Not Employed","Part Time","","","","","1"
"Very important","2013","Not Employed","Not Working","","","","","1"
"Very important","2013","Employed","Full Time","","","","","1"
"Very important","2013","Employed","Part Time","","","","","1"
"Very important","2013","Employed","Not Working","","","","","1"
"Important","2014","Not Employed","Full Time","","","","","2"
"Important","2014","Not Employed","Part Time","","","","","2"
"Important","2014","Not Employed","Not Working","","","","","2"
"Important","2014","Employed","Full Time","","","","","2"
"Important","2014","Employed","Part Time","","","","","2"
"Important","2014","Employed","Not Working","","","","","2"
"Less important","2014","Not Employed","Full Time","","","","","3"
"Less important","2014","Not Employed","Part Time","","","","","3"
"Less important","2014","Not Employed","Not Working","","","","","3"
"Less important","2014","Employed","Full Time","","","","","3"
"Less important","2014","Employed","Not Working","","","","","3"
"Less important","2014","Employed","Part Time","","","","","3"
"Quite unimportant","2014","Not Employed","Full Time","","","","","4"
"Quite unimportant","2014","Not Employed","Part Time","","","","","4"
"Quite unimportant","2014","Not Employed","Not Working","","","","","4"
"Quite unimportant","2014","Employed","Full Time","","","","","4"
"Quite unimportant","2014","Employed","Part Time","","","","","4"
"Quite unimportant","2014","Employed","Not Working","","","","","4"
"Very important","2014","Not Employed","Full Time","","","","","1"
"Very important","2014","Not Employed","Part Time","","","","","1"
"Very important","2014","Not Employed","Not Working","","","","","1"
"Very important","2014","Employed","Full Time","","","","","1"
"Very important","2014","Employed","Part Time","","","","","1"
"Very important","2014","Employed","Not Working","","","","","1"
"Important","2015","Not Employed","Full Time","","","","","2"
"Important","2015","Not Employed","Part Time","","","","","2"
"Important","2015","Not Employed","Not Working","","","","","2"
"Important","2015","Employed","Full Time","","","","","2"
"Important","2015","Employed","Part Time","","","","","2"
"Important","2015","Employed","Not Working","","","","","2"
"Less important","2015","Not Employed","Full Time","","","","","3"
"Less important","2015","Not Employed","Part Time","","","","","3"
"Less important","2015","Not Employed","Not Working","","","","","3"
"Less important","2015","Employed","Full Time","","","","","3"
"Less important","2015","Employed","Not Working","","","","","3"
"Less important","2015","Employed","Part Time","","","","","3"
"Quite unimportant","2015","Not Employed","Full Time","","","","","4"
"Quite unimportant","2015","Not Employed","Part Time","","","","","4"
"Quite unimportant","2015","Not Employed","Not Working","","","","","4"
"Quite unimportant","2015","Employed","Full Time","","","","","4"
"Quite unimportant","2015","Employed","Part Time","","","","","4"
"Quite unimportant","2015","Employed","Not Working","","","","","4"
"Very important","2015","Not Employed","Full Time","","","","","1"
"Very important","2015","Not Employed","Part Time","","","","","1"
"Very important","2015","Not Employed","Not Working","","","","","1"
"Very important","2015","Employed","Full Time","","","","","1"
"Very important","2015","Employed","Not Working","","","","","1"
"Very important","2015","Employed","Part Time","","","","","1"
"Important","2016","Not Employed","Full Time","","","","","2"
"Important","2016","Not Employed","Part Time","","","","","2"
"Important","2016","Employed","Full Time","5411","0.59338379379779","0.583326856713385","0.603440730882195","2"
"Important","2016","Employed","Not Working","","","","","2"
"Important","2016","Employed","Part Time","3811","0.542268238604339","0.530509463807187","0.554027013401491","2"
"Important","2016","Not Employed","Not Working","2648","0.35947459811086","0.348196573704777","0.370752622516942","2"
"Less important","2016","Not Employed","Full Time","","","","","3"
"Less important","2016","Not Employed","Part Time","","","","","3"
"Less important","2016","Employed","Full Time","1499","0.173094512743729","0.165348554741182","0.180840470746276","3"
"Less important","2016","Not Employed","Not Working","1380","0.201540334454323","0.192111929518181","0.210968739390464","3"
"Less important","2016","Employed","Part Time","1659","0.243225029069569","0.233099051136273","0.253351007002865","3"
"Less important","2016","Employed","Not Working","","","","","3"
"Quite unimportant","2016","Not Employed","Full Time","","","","","4"
"Quite unimportant","2016","Not Employed","Part Time","","","","","4"
"Quite unimportant","2016","Not Employed","Not Working","1840","0.309089981376495","0.298228627665401","0.319951335087588","4"
"Quite unimportant","2016","Employed","Full Time","106","0.011988815088992","0.00976051020461476","0.0142171199733693","4"
"Quite unimportant","2016","Employed","Part Time","244","0.0402896068606374","0.0356485586650699","0.0449306550562048","4"
"Quite unimportant","2016","Employed","Not Working","","","","","4"
"Very important","2016","Not Employed","Full Time","","","","","1"
"Very important","2016","Not Employed","Part Time","","","","","1"
"Very important","2016","Not Employed","Not Working","1086","0.129895086058323","0.121993524652358","0.137796647464288","1"
"Very important","2016","Employed","Full Time","2148","0.221532878369489","0.21303041472924","0.230035342009738","1"
"Very important","2016","Employed","Part Time","1182","0.174217125465455","0.165264965736518","0.183169285194391","1"
"Very important","2016","Employed","Not Working","","","","","1"
