"plh0107","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","(Married) couple without C. ","499","0.568978886869411","0.536203664866341","0.601754108872481","2"
"Important","1990","Full Time","Couple + C. LE 16 ","417","0.558984928299553","0.523450917961485","0.594518938637621","2"
"Important","1990","Full Time","1-pers.-HH","199","0.580354637131655","0.528128371336065","0.632580902927246","2"
"Important","1990","Full Time","Single parent ","98","0.592398504563508","0.518093457896283","0.666703551230734","2"
"Important","1990","Part Time","1-pers.-HH","48","0.458818260476906","0.358084260737224","0.559552260216589","2"
"Important","1990","Part Time","(Married) couple without C. ","150","0.557981107868105","0.497730976158487","0.618231239577723","2"
"Important","1990","Part Time","Couple + C. LE and GT 16","66","0.533165328771218","0.443528370294264","0.622802287248172","2"
"Important","1990","Not Working","Couple + C. GT 16 ","179","0.418769243652613","0.372353543199896","0.465184944105329","2"
"Important","1990","Not Working","Couple + C. LE and GT 16","60","0.489402475686768","0.40106032485576","0.577744626517775","2"
"Important","1990","Part Time","Single parent ","49","0.576698064893916","0.471038742304962","0.68235738748287","2"
"Important","1990","Full Time","Couple + C. GT 16 ","412","0.585302028965465","0.54919007066949","0.621413987261439","2"
"Important","1990","Full Time","Couple + C. LE and GT 16","104","0.542013317123329","0.470603373316541","0.613423260930117","2"
"Important","1990","Not Working","Single parent ","49","0.399927893248164","0.314728049528583","0.485127736967744","2"
"Important","1990","Not Working","Couple + C. LE 16 ","146","0.434558551142902","0.380416073529125","0.48870102875668","2"
"Important","1990","Part Time","Couple + C. LE 16 ","209","0.605612407349923","0.555337210192538","0.655887604507307","2"
"Important","1990","Part Time","Couple + C. GT 16 ","175","0.544602266769588","0.490459360360175","0.598745173179001","2"
"Important","1990","Not Working","1-pers.-HH","109","0.227816131301147","0.188759136262053","0.266873126340241","2"
"Important","1990","Not Working","(Married) couple without C. ","233","0.303503399303811","0.270443999509108","0.336562799098515","2"
"Less important","1990","Full Time","1-pers.-HH","47","0.134425205217828","0.098326328703655","0.170524081732001","3"
"Less important","1990","Full Time","(Married) couple without C. ","111","0.127854409165525","0.105753983224148","0.149954835106901","3"
"Less important","1990","Full Time","Single parent ","16","","","","3"
"Less important","1990","Full Time","Couple + C. LE 16 ","80","0.109722721382627","0.0873546577567985","0.132090785008455","3"
"Less important","1990","Full Time","Couple + C. GT 16 ","63","0.0863936400733008","0.0658008347622707","0.106986445384331","3"
"Less important","1990","Full Time","Couple + C. LE and GT 16","21","","","","3"
"Less important","1990","Part Time","1-pers.-HH","14","","","","3"
"Less important","1990","Part Time","(Married) couple without C. ","49","0.194181613870272","0.146191644068835","0.242171583671709","3"
"Less important","1990","Part Time","Single parent ","20","","","","3"
"Less important","1990","Part Time","Couple + C. LE and GT 16","14","","","","3"
"Less important","1990","Not Working","1-pers.-HH","76","0.177742277029592","0.142142639317051","0.213341914742133","3"
"Less important","1990","Not Working","Couple + C. GT 16 ","77","0.174518641098665","0.138809634151353","0.210227648045976","3"
"Less important","1990","Not Working","(Married) couple without C. ","128","0.171602601741639","0.14449226067704","0.198712942806238","3"
"Less important","1990","Not Working","Single parent ","23","","","","3"
"Less important","1990","Not Working","Couple + C. LE 16 ","101","0.333851950941431","0.282343024945882","0.38536087693698","3"
"Less important","1990","Not Working","Couple + C. LE and GT 16","24","","","","3"
"Less important","1990","Part Time","Couple + C. LE 16 ","95","0.237651957017522","0.193865266575364","0.281438647459681","3"
"Less important","1990","Part Time","Couple + C. GT 16 ","61","0.182660118164397","0.140652348593629","0.224667887735165","3"
"Quite unimportant","1990","Full Time","1-pers.-HH","2","","","","4"
"Quite unimportant","1990","Full Time","(Married) couple without C. ","10","","","","4"
"Quite unimportant","1990","Full Time","Single parent ","2","","","","4"
"Quite unimportant","1990","Full Time","Couple + C. LE 16 ","3","","","","4"
"Quite unimportant","1990","Full Time","Couple + C. GT 16 ","5","","","","4"
"Quite unimportant","1990","Full Time","Couple + C. LE and GT 16","1","","","","4"
"Quite unimportant","1990","Part Time","Single parent ","1","","","","4"
"Quite unimportant","1990","Part Time","Couple + C. LE 16 ","10","","","","4"
"Quite unimportant","1990","Part Time","1-pers.-HH","7","","","","4"
"Quite unimportant","1990","Part Time","(Married) couple without C. ","17","","","","4"
"Quite unimportant","1990","Part Time","Couple + C. GT 16 ","6","","","","4"
"Quite unimportant","1990","Part Time","Couple + C. LE and GT 16","5","","","","4"
"Quite unimportant","1990","Not Working","1-pers.-HH","229","0.534394727436521","0.48794467003473","0.580844784838312","4"
"Quite unimportant","1990","Not Working","(Married) couple without C. ","315","0.437673476940316","0.402001836417763","0.473345117462869","4"
"Quite unimportant","1990","Not Working","Single parent ","33","0.2664621987894","0.189571238691328","0.343353158887471","4"
"Quite unimportant","1990","Not Working","Couple + C. LE 16 ","38","0.124478146812019","0.0884202652803801","0.160536028343657","4"
"Quite unimportant","1990","Not Working","Couple + C. GT 16 ","86","0.197339442667172","0.159895968635742","0.234782916698602","4"
"Quite unimportant","1990","Not Working","Couple + C. LE and GT 16","11","","","","4"
"Very important","1990","Full Time","1-pers.-HH","95","0.278824559268191","0.231369009665846","0.326280108870535","1"
"Very important","1990","Full Time","(Married) couple without C. ","257","0.289439259937556","0.259425001483065","0.319453518392046","1"
"Very important","1990","Full Time","Single parent ","52","0.317346706620257","0.24696487854789","0.387728534692624","1"
"Very important","1990","Full Time","Couple + C. LE 16 ","250","0.32790033544401","0.294302969548098","0.361497701339922","1"
"Very important","1990","Full Time","Couple + C. GT 16 ","235","0.321538582499661","0.287303278057717","0.355773886941605","1"
"Very important","1990","Full Time","Couple + C. LE and GT 16","61","0.338394070888524","0.270577105174325","0.406211036602723","1"
"Very important","1990","Part Time","1-pers.-HH","25","","","","1"
