"plh0107","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","Male","686","0.515195930150716","0.488255675052869","0.542136185248563","2"
"Important","1990","16-34 y.","Female","704","0.555149965771681","0.527989352016947","0.582310579526416","2"
"Important","1990","35-65 y.","Female","847","0.50612822257616","0.482142251557115","0.530114193595205","2"
"Important","1990","35-65 y.","Male","926","0.557934090033776","0.534014546563131","0.581853633504421","2"
"Important","1990","66 and older","Male","110","0.304909683922981","0.256610298417256","0.353209069428706","2"
"Important","1990","66 and older","Female","109","0.177031264045453","0.14547420031625","0.208588327774655","2"
"Less important","1990","35-65 y.","Female","379","0.222340048857797","0.202390933673243","0.242289164042351","3"
"Less important","1990","16-34 y.","Female","237","0.173937409180076","0.153220231883658","0.194654586476494","3"
"Less important","1990","16-34 y.","Male","101","0.0767485866185943","0.0623993912983456","0.091097781938843","3"
"Less important","1990","35-65 y.","Male","214","0.130553923303209","0.114327073565794","0.146780773040625","3"
"Less important","1990","66 and older","Male","53","0.157326501890564","0.119126270941499","0.195526732839628","3"
"Less important","1990","66 and older","Female","107","0.190975302648478","0.158477841999615","0.223472763297342","3"
"Quite unimportant","1990","16-34 y.","Male","14","","","","4"
"Quite unimportant","1990","16-34 y.","Female","38","0.0304620747782573","0.0210693899968872","0.0398547595596275","4"
"Quite unimportant","1990","35-65 y.","Male","91","0.0640486419253537","0.0522563145639016","0.0758409692868058","4"
"Quite unimportant","1990","35-65 y.","Female","231","0.146055467735711","0.129112336931945","0.162998598539477","4"
"Quite unimportant","1990","66 and older","Male","145","0.428483490921486","0.376565627165681","0.480401354677292","4"
"Quite unimportant","1990","66 and older","Female","315","0.578375568719296","0.537548538786359","0.619202598652233","4"
"Very important","1990","16-34 y.","Male","521","0.398187530438754","0.371799511791839","0.424575549085669","1"
"Very important","1990","16-34 y.","Female","307","0.240450550269986","0.217093471729882","0.26380762881009","1"
"Very important","1990","35-65 y.","Male","425","0.247463344737661","0.226678959018422","0.2682477304569","1"
"Very important","1990","35-65 y.","Female","212","0.125476260830331","0.109583969844018","0.141368551816645","1"
"Very important","1990","66 and older","Male","41","0.109280323264969","0.0765479958842879","0.14201265064565","1"
"Very important","1990","66 and older","Female","31","0.053617864586773","0.0349940792654238","0.0722416499081222","1"
"Important","1991","16-34 y.","Female","","","","","2"
