"plh0107","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","1-pers.-HH","109","0.227816131301147","0.188759136262053","0.266873126340241","2"
"Important","1990","Not Employed","(Married) couple without C. ","233","0.303503399303811","0.270443999509108","0.336562799098515","2"
"Important","1990","Not Employed","Single parent ","49","0.399927893248164","0.314728049528583","0.485127736967744","2"
"Important","1990","Not Employed","Couple + C. LE 16 ","146","0.434558551142902","0.380416073529125","0.48870102875668","2"
"Important","1990","Not Employed","Couple + C. GT 16 ","179","0.418769243652613","0.372353543199896","0.465184944105329","2"
"Important","1990","Employed","(Married) couple without C. ","649","0.566383905081355","0.537591024983447","0.595176785179262","2"
"Important","1990","Not Employed","Couple + C. LE and GT 16","60","0.489402475686768","0.40106032485576","0.577744626517775","2"
"Important","1990","Employed","1-pers.-HH","247","0.553325929991187","0.50671441114095","0.599937448841424","2"
"Important","1990","Employed","Couple + C. LE 16 ","626","0.573813898294375","0.54476125299867","0.602866543590079","2"
"Important","1990","Employed","Couple + C. LE and GT 16","170","0.538581625786076","0.482726814787959","0.594436436784193","2"
"Important","1990","Employed","Single parent ","147","0.587057455106549","0.526267343687081","0.647847566526016","2"
"Important","1990","Employed","Couple + C. GT 16 ","587","0.572392211928822","0.542324451405322","0.602459972452322","2"
"Less important","1990","Employed","Couple + C. GT 16 ","124","0.116929017969045","0.0973995514710228","0.136458484467067","3"
"Less important","1990","Employed","Couple + C. LE 16 ","175","0.150408146272122","0.129407079391181","0.171409213153064","3"
"Less important","1990","Not Employed","(Married) couple without C. ","128","0.171602601741639","0.14449226067704","0.198712942806238","3"
"Less important","1990","Not Employed","Single parent ","23","","","","3"
"Less important","1990","Not Employed","1-pers.-HH","76","0.177742277029592","0.142142639317051","0.213341914742133","3"
"Less important","1990","Not Employed","Couple + C. LE 16 ","101","0.333851950941431","0.282343024945882","0.38536087693698","3"
"Less important","1990","Not Employed","Couple + C. GT 16 ","77","0.174518641098665","0.138809634151353","0.210227648045976","3"
"Less important","1990","Not Employed","Couple + C. LE and GT 16","24","","","","3"
"Less important","1990","Employed","1-pers.-HH","61","0.142230629158782","0.109482295594817","0.174978962722747","3"
"Less important","1990","Employed","(Married) couple without C. ","160","0.14350464984058","0.123135521177997","0.163873778503163","3"
"Less important","1990","Employed","Single parent ","36","0.141898902914578","0.0988158402992375","0.184981965529918","3"
"Less important","1990","Employed","Couple + C. LE and GT 16","35","0.119444267512707","0.0831073186351724","0.155781216390243","3"
"Quite unimportant","1990","Not Employed","Couple + C. LE 16 ","38","0.124478146812019","0.0884202652803801","0.160536028343657","4"
"Quite unimportant","1990","Not Employed","1-pers.-HH","229","0.534394727436521","0.48794467003473","0.580844784838312","4"
"Quite unimportant","1990","Not Employed","(Married) couple without C. ","315","0.437673476940316","0.402001836417763","0.473345117462869","4"
"Quite unimportant","1990","Not Employed","Single parent ","33","0.2664621987894","0.189571238691328","0.343353158887471","4"
"Quite unimportant","1990","Not Employed","Couple + C. LE and GT 16","11","","","","4"
"Quite unimportant","1990","Employed","1-pers.-HH","9","","","","4"
"Quite unimportant","1990","Not Employed","Couple + C. GT 16 ","86","0.197339442667172","0.159895968635742","0.234782916698602","4"
"Quite unimportant","1990","Employed","(Married) couple without C. ","27","","","","4"
"Quite unimportant","1990","Employed","Single parent ","3","","","","4"
"Quite unimportant","1990","Employed","Couple + C. LE 16 ","13","","","","4"
"Quite unimportant","1990","Employed","Couple + C. GT 16 ","11","","","","4"
"Quite unimportant","1990","Employed","Couple + C. LE and GT 16","6","","","","4"
"Very important","1990","Not Employed","1-pers.-HH","29","","","","1"
"Very important","1990","Not Employed","(Married) couple without C. ","67","0.0872205220142335","0.0669322079770539","0.107508836051413","1"
"Very important","1990","Not Employed","Single parent ","22","","","","1"
"Very important","1990","Not Employed","Couple + C. LE 16 ","37","0.107111351103648","0.0733331470530971","0.140889555154198","1"
"Very important","1990","Not Employed","Couple + C. GT 16 ","92","0.20937267258155","0.171094681643545","0.247650663519555","1"
"Very important","1990","Not Employed","Couple + C. LE and GT 16","28","","","","1"
"Very important","1990","Employed","1-pers.-HH","120","0.277472107343988","0.235491922403842","0.319452292284134","1"
"Very important","1990","Employed","(Married) couple without C. ","302","0.262432329984143","0.236870816529275","0.28799384343901","1"
"Very important","1990","Employed","Single parent ","66","0.262296991328532","0.207986309818872","0.316607672838191","1"
"Very important","1990","Employed","Couple + C. LE 16 ","299","0.264253805706782","0.238349309748685","0.290158301664879","1"
"Very important","1990","Employed","Couple + C. GT 16 ","318","0.299098974720726","0.271271920696947","0.326926028744504","1"
"Very important","1990","Employed","Couple + C. LE and GT 16","95","0.320967559865695","0.268660150712385","0.373274969019005","1"
"Important","1991","Not Employed","1-pers.-HH","","","","","2"
"Important","1991","Not Employed","(Married) couple without C. ","","","","","2"
"Important","1991","Not Employed","Single parent ","","","","","2"
"Important","1991","Not Employed","Couple + C. LE 16 ","","","","","2"
"Important","1991","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Important","1991","Employed","1-pers.-HH","","","","","2"
"Important","1991","Employed","(Married) couple without C. ","","","","","2"
"Important","1991","Not Employed","Couple + C. GT 16 ","","","","","2"
"Important","1991","Employed","Couple + C. LE 16 ","","","","","2"
"Important","1991","Employed","Single parent ","","","","","2"
"Important","1991","Employed","Couple + C. LE and GT 16","","","","","2"
"Important","1991","Employed","Couple + C. GT 16 ","","","","","2"
"Less important","1991","Employed","Couple + C. LE 16 ","","","","","3"
"Less important","1991","Employed","Couple + C. GT 16 ","","","","","3"
"Less important","1991","Employed","Couple + C. LE and GT 16","","","","","3"
"Less important","1991","Not Employed","(Married) couple without C. ","","","","","3"
"Less important","1991","Not Employed","Single parent ","","","","","3"
"Less important","1991","Not Employed","Couple + C. GT 16 ","","","","","3"
"Less important","1991","Not Employed","1-pers.-HH","","","","","3"
"Less important","1991","Not Employed","Couple + C. LE 16 ","","","","","3"
"Less important","1991","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Less important","1991","Employed","1-pers.-HH","","","","","3"
"Less important","1991","Employed","(Married) couple without C. ","","","","","3"
"Less important","1991","Employed","Single parent ","","","","","3"
"Quite unimportant","1991","Not Employed","(Married) couple without C. ","","","","","4"
"Quite unimportant","1991","Not Employed","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1991","Not Employed","1-pers.-HH","","","","","4"
"Quite unimportant","1991","Not Employed","Single parent ","","","","","4"
"Quite unimportant","1991","Not Employed","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1991","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Quite unimportant","1991","Employed","1-pers.-HH","","","","","4"
"Quite unimportant","1991","Employed","(Married) couple without C. ","","","","","4"
"Quite unimportant","1991","Employed","Single parent ","","","","","4"
"Quite unimportant","1991","Employed","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1991","Employed","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1991","Employed","Couple + C. LE and GT 16","","","","","4"
"Very important","1991","Not Employed","1-pers.-HH","","","","","1"
"Very important","1991","Not Employed","(Married) couple without C. ","","","","","1"
"Very important","1991","Not Employed","Single parent ","","","","","1"
"Very important","1991","Not Employed","Couple + C. LE 16 ","","","","","1"
"Very important","1991","Not Employed","Couple + C. GT 16 ","","","","","1"
"Very important","1991","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Very important","1991","Employed","1-pers.-HH","","","","","1"
"Very important","1991","Employed","(Married) couple without C. ","","","","","1"
"Very important","1991","Employed","Single parent ","","","","","1"
"Very important","1991","Employed","Couple + C. LE 16 ","","","","","1"
"Very important","1991","Employed","Couple + C. GT 16 ","","","","","1"
"Very important","1991","Employed","Couple + C. LE and GT 16","","","","","1"
"Important","1992","Not Employed","1-pers.-HH","116","0.21267778205007","0.179687071800322","0.245668492299819","2"
"Important","1992","Not Employed","(Married) couple without C. ","284","0.257949185718679","0.232188221497077","0.28371014994028","2"
"Important","1992","Not Employed","Single parent ","53","0.318460558706862","0.243148807382527","0.393772310031196","2"
"Important","1992","Not Employed","Couple + C. LE 16 ","190","0.424617808461601","0.377844643795029","0.471390973128172","2"
"Important","1992","Not Employed","Couple + C. LE and GT 16","75","0.47552026667751","0.39837948697603","0.55266104637899","2"
"Important","1992","Employed","1-pers.-HH","304","0.544623299430709","0.503302900762555","0.585943698098862","2"
"Important","1992","Employed","(Married) couple without C. ","910","0.56147270468628","0.5375880774714","0.585357331901159","2"
"Important","1992","Not Employed","Couple + C. GT 16 ","209","0.361182552099595","0.322023160323879","0.40034194387531","2"
"Important","1992","Employed","Couple + C. LE 16 ","1201","0.534958748499488","0.514503444996062","0.555414052002914","2"
"Important","1992","Employed","Single parent ","223","0.612731832485782","0.563946437458098","0.661517227513466","2"
