"plh0107","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","West Germany","149","0.160049793035504","0.135824943731491","0.184274642339517"
"Very important","1990","1-pers.-HH","East Germany","","","",""
"Very important","1990","(Married) couple without C. ","West Germany","369","0.185370270764455","0.167809083945596","0.202931457583313"
"Very important","1990","(Married) couple without C. ","East Germany","","","",""
"Very important","1990","Single parent ","West Germany","88","0.23402670515924","0.191401350116087","0.276652060202393"
"Very important","1990","Single parent ","East Germany","","","",""
"Very important","1990","Couple + C. LE 16 ","West Germany","336","0.228844412369073","0.207109229335028","0.250579595403118"
"Very important","1990","Couple + C. LE 16 ","East Germany","","","",""
"Very important","1990","Couple + C. GT 16 ","West Germany","410","0.272562673525001","0.249831056505238","0.295294290544764"
"Very important","1990","Couple + C. GT 16 ","East Germany","","","",""
"Very important","1990","Couple + C. LE and GT 16","West Germany","123","0.298319855224294","0.255025615402319","0.341614095046269"
"Very important","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Important","1990","1-pers.-HH","West Germany","356","0.377531650792813","0.34550274697363","0.409560554611996"
"Important","1990","1-pers.-HH","East Germany","","","",""
"Important","1990","(Married) couple without C. ","West Germany","882","0.450763198128718","0.428277429695529","0.473248966561907"
"Important","1990","(Married) couple without C. ","East Germany","","","",""
"Important","1990","Single parent ","West Germany","196","0.525370889878907","0.475097441653258","0.575644338104556"
"Important","1990","Single parent ","East Germany","","","",""
"Important","1990","Couple + C. LE 16 ","West Germany","772","0.54243506197596","0.516658654620218","0.568211469331703"
"Important","1990","Couple + C. LE 16 ","East Germany","","","",""
"Important","1990","Couple + C. GT 16 ","West Germany","766","0.526958651650861","0.501470568762593","0.552446734539129"
"Important","1990","Couple + C. GT 16 ","East Germany","","","",""
"Important","1990","Couple + C. LE and GT 16","West Germany","230","0.524607113372392","0.477350469845575","0.571863756899208"
"Important","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Less important","1990","1-pers.-HH","West Germany","137","0.16140899050372","0.137101187020718","0.185716793986722"
"Less important","1990","1-pers.-HH","East Germany","","","",""
"Less important","1990","(Married) couple without C. ","West Germany","288","0.155862755486766","0.139470776096709","0.172254734876823"
"Less important","1990","(Married) couple without C. ","East Germany","","","",""
"Less important","1990","Single parent ","West Germany","59","0.146900780802364","0.111260566205908","0.182540995398821"
"Less important","1990","Single parent ","East Germany","","","",""
"Less important","1990","Couple + C. LE 16 ","West Germany","276","0.191744103835635","0.171375672172483","0.212112535498786"
"Less important","1990","Couple + C. LE 16 ","East Germany","","","",""
"Less important","1990","Couple + C. GT 16 ","West Germany","201","0.133960986841956","0.116572681952445","0.151349291731467"
"Less important","1990","Couple + C. GT 16 ","East Germany","","","",""
"Less important","1990","Couple + C. LE and GT 16","West Germany","59","0.135544456689735","0.103152912142204","0.167936001237266"
"Less important","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Quite unimportant","1990","1-pers.-HH","West Germany","238","0.301009565667963","0.27070329345825","0.331315837877676"
"Quite unimportant","1990","1-pers.-HH","East Germany","","","",""
"Quite unimportant","1990","(Married) couple without C. ","West Germany","342","0.208003775620062","0.189661599551925","0.226345951688199"
"Quite unimportant","1990","(Married) couple without C. ","East Germany","","","",""
"Quite unimportant","1990","Single parent ","West Germany","36","0.0937016241594888","0.0643631416898683","0.123040106629109"
"Quite unimportant","1990","Single parent ","East Germany","","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","West Germany","51","0.0369764218193318","0.0272129777685814","0.0467398658700822"
"Quite unimportant","1990","Couple + C. LE 16 ","East Germany","","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","West Germany","97","0.0665176879821817","0.053796696299516","0.0792386796648474"
"Quite unimportant","1990","Couple + C. GT 16 ","East Germany","","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","West Germany","17","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Very important","1991","1-pers.-HH","West Germany","","","",""
"Very important","1991","1-pers.-HH","East Germany","","","",""
"Very important","1991","(Married) couple without C. ","West Germany","","","",""
"Very important","1991","(Married) couple without C. ","East Germany","","","",""
"Very important","1991","Single parent ","West Germany","","","",""
"Very important","1991","Single parent ","East Germany","","","",""
"Very important","1991","Couple + C. LE 16 ","West Germany","","","",""
"Very important","1991","Couple + C. LE 16 ","East Germany","","","",""
"Very important","1991","Couple + C. GT 16 ","West Germany","","","",""
"Very important","1991","Couple + C. GT 16 ","East Germany","","","",""
"Very important","1991","Couple + C. LE and GT 16","West Germany","","","",""
"Very important","1991","Couple + C. LE and GT 16","East Germany","","","",""
"Important","1991","1-pers.-HH","West Germany","","","",""
"Important","1991","1-pers.-HH","East Germany","","","",""
"Important","1991","(Married) couple without C. ","West Germany","","","",""
"Important","1991","(Married) couple without C. ","East Germany","","","",""
"Important","1991","Single parent ","West Germany","","","",""
"Important","1991","Single parent ","East Germany","","","",""
"Important","1991","Couple + C. LE 16 ","West Germany","","","",""
"Important","1991","Couple + C. LE 16 ","East Germany","","","",""
"Important","1991","Couple + C. GT 16 ","West Germany","","","",""
"Important","1991","Couple + C. GT 16 ","East Germany","","","",""
"Important","1991","Couple + C. LE and GT 16","West Germany","","","",""
"Important","1991","Couple + C. LE and GT 16","East Germany","","","",""
"Less important","1991","1-pers.-HH","West Germany","","","",""
"Less important","1991","1-pers.-HH","East Germany","","","",""
"Less important","1991","(Married) couple without C. ","West Germany","","","",""
"Less important","1991","(Married) couple without C. ","East Germany","","","",""
"Less important","1991","Single parent ","West Germany","","","",""
"Less important","1991","Single parent ","East Germany","","","",""
"Less important","1991","Couple + C. LE 16 ","West Germany","","","",""
"Less important","1991","Couple + C. LE 16 ","East Germany","","","",""
"Less important","1991","Couple + C. GT 16 ","West Germany","","","",""
"Less important","1991","Couple + C. GT 16 ","East Germany","","","",""
"Less important","1991","Couple + C. LE and GT 16","West Germany","","","",""
"Less important","1991","Couple + C. LE and GT 16","East Germany","","","",""
"Quite unimportant","1991","1-pers.-HH","West Germany","","","",""
"Quite unimportant","1991","1-pers.-HH","East Germany","","","",""
"Quite unimportant","1991","(Married) couple without C. ","West Germany","","","",""
"Quite unimportant","1991","(Married) couple without C. ","East Germany","","","",""
"Quite unimportant","1991","Single parent ","West Germany","","","",""
"Quite unimportant","1991","Single parent ","East Germany","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","West Germany","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","East Germany","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","West Germany","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","East Germany","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","West Germany","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","East Germany","","","",""
"Very important","1992","1-pers.-HH","West Germany","158","0.177938453056944","0.152568010592005","0.203308895521882"
"Very important","1992","1-pers.-HH","East Germany","54","0.202736732753532","0.15530591098444","0.250167554522624"
"Very important","1992","(Married) couple without C. ","West Germany","378","0.176946090237551","0.15999056296679","0.193901617508312"
"Very important","1992","(Married) couple without C. ","East Germany","217","0.254604895052831","0.224787629881562","0.284422160224099"
"Very important","1992","Single parent ","West Germany","65","0.187807989930432","0.147407441985031","0.228208537875834"
"Very important","1992","Single parent ","East Germany","72","0.404650994881435","0.331085161670503","0.478216828092367"
"Very important","1992","Couple + C. LE 16 ","West Germany","368","0.248007019000923","0.226188828938481","0.269825209063364"
"Very important","1992","Couple + C. LE 16 ","East Germany","518","0.446907901793371","0.418871494040984","0.474944309545758"
"Very important","1992","Couple + C. GT 16 ","West Germany","393","0.274973252948134","0.251517427917936","0.298429077978333"
"Very important","1992","Couple + C. GT 16 ","East Germany","318","0.414568063233606","0.379473787993489","0.449662338473724"
"Very important","1992","Couple + C. LE and GT 16","West Germany","109","0.289632165218668","0.245069455124503","0.334194875312834"
"Very important","1992","Couple + C. LE and GT 16","East Germany","145","0.46239478615176","0.407681733085728","0.517107839217792"
"Important","1992","1-pers.-HH","West Germany","352","0.382061392199339","0.349829914922197","0.414292869476482"
"Important","1992","1-pers.-HH","East Germany","68","0.267168098067363","0.21496599102491","0.319370205109817"
"Important","1992","(Married) couple without C. ","West Germany","895","0.444966482967382","0.422886439323546","0.467046526611217"
"Important","1992","(Married) couple without C. ","East Germany","299","0.352880748144924","0.32017325133204","0.385588244957807"
"Important","1992","Single parent ","West Germany","196","0.535048968722154","0.483454726284805","0.586643211159503"
"Important","1992","Single parent ","East Germany","80","0.476259546312558","0.401402972971818","0.551116119653299"
