"plh0107","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","828","0.321730762217499","0.303802357324971","0.339659167110028"
"Very important","1990","35-65 y.","637","0.187316406626224","0.174054654043077","0.200578159209371"
"Very important","1990","66 and older","72","0.0724734820596075","0.0556373767357639","0.089309587383451"
"Important","1990","16-34 y.","1390","0.534562070149767","0.515418441830226","0.553705698469308"
"Important","1990","35-65 y.","1773","0.532390694749816","0.515431350073931","0.549350039425701"
"Important","1990","66 and older","219","0.220349985954259","0.193434931572668","0.24726504033585"
"Less important","1990","16-34 y.","338","0.123857027976666","0.111214261516865","0.136499794436467"
"Less important","1990","35-65 y.","593","0.175809980226533","0.162871367784217","0.188748592668849"
"Less important","1990","66 and older","160","0.17957679581681","0.154651921378792","0.204501670254829"
"Quite unimportant","1990","16-34 y.","52","0.0198501396560673","0.0144968305350004","0.0252034487771343"
"Quite unimportant","1990","35-65 y.","322","0.104482918397427","0.0940858272643063","0.114880009530548"
"Quite unimportant","1990","66 and older","460","0.527599736169324","0.495180987080603","0.560018485258044"
"Very important","1991","16-34 y.","","","",""
"Very important","1991","35-65 y.","","","",""
"Very important","1991","66 and older","","","",""
"Important","1991","16-34 y.","","","",""
"Important","1991","35-65 y.","","","",""
"Important","1991","66 and older","","","",""
"Less important","1991","16-34 y.","","","",""
"Less important","1991","35-65 y.","","","",""
"Less important","1991","66 and older","","","",""
"Quite unimportant","1991","16-34 y.","","","",""
"Quite unimportant","1991","35-65 y.","","","",""
"Quite unimportant","1991","66 and older","","","",""
"Very important","1992","16-34 y.","1450","0.350851795597954","0.335942596033123","0.365760995162786"
"Very important","1992","35-65 y.","1419","0.234219560830944","0.222986050600101","0.245453071061788"
"Very important","1992","66 and older","79","0.059609700027332","0.0466087252546122","0.0726106748000517"
"Important","1992","16-34 y.","2000","0.51746324974632","0.501852437534601","0.533074061958039"
"Important","1992","35-65 y.","2720","0.499309459517252","0.486047082801453","0.512571836233051"
"Important","1992","66 and older","248","0.207017884452965","0.18476947306122","0.22926629584471"
