"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","12.02","10","5416","2","4","18","27","41","11.78","12.26","0","59","8","9"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","7.49","4","1495","1","1","11","18","38","7.09","7.89","0","57","4","4"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","2.61","0","181","0","0","1","6","37","1.61","3.61","0","50","0","0"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","11.62","9","4665","2","4","17","26","39","11.37","11.87","0","58","8","9"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","7.55","4","1456","1","1","12","20","37","7.13","7.97","0","67","4","4"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","5.27","0","152","0","0","4","16","67","3.77","6.77","0","67","0","1"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","4.6","1","542","0","1","6","14","28","4.07","5.13","0","44","1","2"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","1.55","1","320","0","1","1","1","20","1.16","1.94","0","43","1","1"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","0.88","0","47","0","0","0","1","27","-0.31","2.07","0","27","0","0"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","4.09","1","641","0","1","5","13","30","3.61","4.57","0","41","1","1"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","1.17","1","507","0","1","1","1","13","1","1.34","0","20","1","1"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","0.52","0","74","0","0","0","1","19","-0.03","1.07","0","19","0","0"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","11.85","9","4346","2","3","18","27","40","11.57","12.13","0","50","8","9"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","7.49","4","1352","1","1","12","18","39","7.07","7.91","0","55","3","4"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","2.47","0","103","0","0","1","7","35","1.35","3.59","0","35","0","0"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","","","","","","","","","","","","","",""
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","","","","","","","","","","","","","",""
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","","","","","","","","","","","","","",""
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","11.82","9","4166","1","3","18","27","40","11.53","12.11","0","53","8","9"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","7.32","3","1253","1","1","11","20","35","6.89","7.75","0","46","3","3"
"1990","Not Employed","Full Time","","","","","","","","","","","","","",""
"1990","Not Employed","Not Working","2.77","0","87","0","0","2","5","44","1.63","3.91","0","44","0","0"
"1990","Not Employed","Part Time","","","","","","","","","","","","","",""
"1991","Employed","Full Time","11.62","9","4297","1","3","18","27","40","11.33","11.91","0","53","8","9"
"1991","Employed","Not Working","","","","","","","","","","","","","",""
"1991","Employed","Part Time","7.28","3","1363","1","1","11","20","40","6.86","7.7","0","58","2","3"
"1991","Not Employed","Full Time","","","","","","","","","","","","","",""
"1991","Not Employed","Not Working","2.94","0","134","0","0","1","8","37","1.74","4.14","0","42","0","0"
"1991","Not Employed","Part Time","","","","","","","","","","","","","",""
"1992","Employed","Full Time","11.17","7","6226","1","2","18","27","40","10.92","11.42","0","52","6","7"
"1992","Employed","Not Working","","","","","","","","","","","","","",""
"1992","Employed","Part Time","7","3","1756","1","1","11","20","39","6.63","7.37","0","54","2","3"
"1992","Not Employed","Full Time","","","","","","","","","","","","","",""
"1992","Not Employed","Not Working","2.91","1","130","0","0","2","6","37","1.9","3.92","0","38","0","1"
"1992","Not Employed","Part Time","","","","","","","","","","","","","",""
"1993","Employed","Full Time","10.82","7","5990","1","3","17","26","39","10.58","11.06","0","48","6","6"
"1993","Employed","Not Working","","","","","","","","","","","","","",""
"1993","Employed","Part Time","7.37","3","1698","1","1","11","21","36","6.99","7.75","0","42","2","3"
"1993","Not Employed","Full Time","","","","","","","","","","","","","",""
"1993","Not Employed","Not Working","2.24","1","187","0","0","2","7","26","1.61","2.87","0","29","0","1"
"1993","Not Employed","Part Time","","","","","","","","","","","","","",""
"1994","Employed","Full Time","11.12","7","5717","2","3","18","26","39","10.87","11.37","0","49","6","7"
"1994","Employed","Not Working","","","","","","","","","","","","","",""
"1994","Employed","Part Time","7.44","4","1688","1","1","11","21","36","7.06","7.82","0","50","3","3"
"1994","Not Employed","Full Time","","","","","","","","","","","","","",""
"1994","Not Employed","Not Working","2.39","0","161","0","0","2","6","39","1.56","3.22","0","44","0","1"
"1994","Not Employed","Part Time","","","","","","","","","","","","","",""
"1995","Employed","Full Time","10.9","7","5684","2","3","17","26","40","10.65","11.15","0","46","5","6"
"1995","Employed","Not Working","","","","","","","","","","","","","",""
"1995","Employed","Part Time","7.19","3","1978","1","1","10","20","37","6.85","7.53","0","51","2","3"
"1995","Not Employed","Full Time","","","","","","","","","","","","","",""
"1995","Not Employed","Not Working","3.65","1","186","0","0","3","12","36","2.71","4.59","0","40","0","1"
"1995","Not Employed","Part Time","","","","","","","","","","","","","",""
"1996","Employed","Full Time","10.91","7","5489","1","3","17","26","39","10.66","11.16","0","51","6","6"
"1996","Employed","Not Working","","","","","","","","","","","","","",""
"1996","Employed","Part Time","7.47","4","2011","1","1","11","21","35","7.12","7.82","0","43","3","4"
"1996","Not Employed","Full Time","","","","","","","","","","","","","",""
"1996","Not Employed","Not Working","2.65","1","156","0","0","2","8","38","1.82","3.48","0","39","0","1"
"1996","Not Employed","Part Time","","","","","","","","","","","","","",""
"1997","Employed","Full Time","10.98","7","5358","2","3","17","26","40","10.73","11.23","0","49","6","7"
"1997","Employed","Not Working","","","","","","","","","","","","","",""
"1997","Employed","Part Time","7.66","4","1911","1","1","11","22","39","7.28","8.04","0","50","3","4"
"1997","Not Employed","Full Time","","","","","","","","","","","","","",""
"1997","Not Employed","Not Working","1.36","0","130","0","0","1","3","21","0.83","1.89","0","21","0","0"
"1997","Not Employed","Part Time","","","","","","","","","","","","","",""
"1998","Employed","Full Time","11.28","8","5753","2","3","18","27","39","11.04","11.52","0","50","7","7"
"1998","Employed","Not Working","","","","","","","","","","","","","",""
"1998","Employed","Part Time","7.72","4","2234","1","1","11","21","37","7.36","8.08","0","53","3","4"
"1998","Not Employed","Full Time","","","","","","","","","","","","","",""
