"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2000","indirect migration background","Male","3.58","2","279","1","1","5","9","18","3.15","4.01","0","23","2","2"
"2000","no migration background","Female","9.03","6","5130","1","2","13","23","36","8.79","9.27","0","52","6","6"
"2000","no migration background","Male","11.37","8","6324","1","3","18","28","42","11.11","11.63","0","58","8","8"
"2001","direct migration background","Female","7.06","4","688","1","1","10","19","31","6.47","7.65","0","37","4","6"
"2001","direct migration background","Male","8.72","6","934","1","2","12","23","35","8.15","9.29","0","42","6","7"
"2001","indirect migration background","Female","4.46","2","201","1","1","6","12","22","3.75","5.17","0","24","2","4"
"2001","indirect migration background","Male","3.61","2","265","0","1","4","8","18","3.13","4.09","0","24","2","3"
"2001","no migration background","Female","9.17","6","4803","1","2","13","23","37","8.92","9.42","0","51","6","6"
"2001","no migration background","Male","11.5","8","5718","1","3","18","28","42","11.23","11.77","0","59","8","9"
"2002","direct migration background","Female","7.23","4","655","1","2","10","20","32","6.61","7.85","0","38","4","6"
"2002","direct migration background","Male","8.52","5","876","1","2","12","23","34","7.91","9.13","0","43","6","8"
"2002","indirect migration background","Female","4.77","2.95","218","0","1","7","13","23","3.98","5.56","0","35","2","4"
"2002","indirect migration background","Male","4.38","3","259","1","1","5","10","23","3.78","4.98","0","35","2","3"
"2002","no migration background","Female","9.3","6","5249","1","2","13","23","38","9.05","9.55","0","51","6","7"
"2002","no migration background","Male","11.84","9","6129","1","3","18","29","42","11.57","12.11","0","58","9","10"
"2003","direct migration background","Female","7.62","5","626","1","2","11","19","33","6.97","8.27","0","39","5","6"
"2003","direct migration background","Male","8.83","6","768","1","3","13","23","35","8.18","9.48","0","44","7","8"
"2003","indirect migration background","Female","4.75","2","228","1","1","7","12","24","4.04","5.46","0","27","2","4"
"2003","indirect migration background","Male","4.49","3","253","1","1","6","11","21","3.85","5.13","0","36","3","4"
"2003","no migration background","Female","9.73","6","4996","1","2","14","24","39","9.47","9.99","0","52","6","7"
"2003","no migration background","Male","11.93","9","5773","1","3","19","29","42","11.65","12.21","0","57","9","10"
"2004","direct migration background","Female","7.98","5","579","1","2","12","19","31","7.32","8.64","0","38","5","7"
"2004","direct migration background","Male","8.87","6","732","1","3","12","23","35","8.2","9.54","0","42","6","8"
"2004","indirect migration background","Female","5.09","2","220","1","1","7","13","25","4.31","5.87","0","37","2","4"
"2004","indirect migration background","Male","4.76","3","253","1","2","6","11","23","4.06","5.46","0","38","3","3"
"2004","no migration background","Female","9.81","7","4898","1","2","14","24","38","9.55","10.07","0","53","7","8"
"2004","no migration background","Male","12.22","9","5555","1","3","19","29","43","11.94","12.5","0","56","9","10"
"2005","direct migration background","Female","7.81","5","565","1","2","12","20","32","7.12","8.5","0","39","5","7"
"2005","direct migration background","Male","9.09","6","652","1","2","13","23","35","8.36","9.82","0","42","7","9"
"2005","indirect migration background","Female","5.78","3.46","219","1","2","9","13","23","4.98","6.58","0","38","3","4"
"2005","indirect migration background","Male","4.59","3","257","1","1","6","11","23","3.9","5.28","0","39","3","4"
"2005","no migration background","Female","9.88","7","4662","1","3","15","24","37","9.61","10.15","0","47","7","8"
"2005","no migration background","Male","11.91","9","5235","1","3","18","28","41","11.62","12.2","0","57","9","10"
"2006","direct migration background","Female","8.23","6","574","1","2","12","21","36","7.53","8.93","0","40","6","7"
"2006","direct migration background","Male","9.49","6","665","1","2","14","24","37","8.75","10.23","0","53","7","9"
"2006","indirect migration background","Female","5.04","3","233","1","1","8","12","26","4.24","5.84","0","39","3","4"
"2006","indirect migration background","Male","5.34","3","254","1","1","8","12","24","4.64","6.04","0","39","3","5"
"2006","no migration background","Female","10.17","7","4968","1","3","15","25","39","9.9","10.44","0","51","7","8"
"2006","no migration background","Male","11.94","8.54","5502","1","3","18","29","42","11.65","12.23","0","60","9","10"
"2007","direct migration background","Female","8.38","6","511","1","2","12","19","37","7.66","9.1","0","37","6","7"
"2007","direct migration background","Male","9.7","7","583","1","3","15","22","37","8.93","10.47","0","45","7","9"
"2007","indirect migration background","Female","5.51","3","243","0","1","9","14","25","4.71","6.31","0","40","3","5"
"2007","indirect migration background","Male","4.7","3","263","1","1","6","12","25","4","5.4","0","40","2","4"
"2007","no migration background","Female","10.08","7","4762","1","2","16","25","39","9.81","10.35","0","52","7","8"
"2007","no migration background","Male","12.03","9","5258","1","3","18","29","41","11.73","12.33","0","59","9","10"
"2008","direct migration background","Female","8.18","6","498","1","2","12","18","35","7.42","8.94","0","38","6","7"
"2008","direct migration background","Male","9.35","7","531","1","2","14","22","38","8.54","10.16","0","43","7","9"
"2008","indirect migration background","Female","5.57","3","239","0","1","9","15","26","4.71","6.43","0","41","3","4"
"2008","indirect migration background","Male","4.9","2","269","0","1","8","12","26","4.18","5.62","0","41","2","4"
"2008","no migration background","Female","10.24","7","4579","1","2","16","25","40","9.95","10.53","0","53","8","8"
"2008","no migration background","Male","12.16","9","4955","1","3","19","29","41","11.85","12.47","0","59","9","10"
"2009","direct migration background","Female","8.06","5","447","1","1","11","20","36","7.24","8.88","0","39","6","8"
"2009","direct migration background","Male","10.05","8","441","1","3","15","22","38","9.17","10.93","0","44","7","10"
"2009","indirect migration background","Female","6.34","4","220","1","2","10","16","27","5.41","7.27","0","42","3","5"
"2009","indirect migration background","Male","4.94","2","243","1","1","6","13","27","4.15","5.73","0","42","2","4"
"2009","no migration background","Female","10.43","7","4349","1","2","16","25","40","10.13","10.73","0","51","8","9"
"2009","no migration background","Male","12.38","9","4609","1","3","19","30","42","12.06","12.7","0","64","9","10"
"2010","direct migration background","Female","7.9","5","613","1","2","11","20","34","7.27","8.53","0","38","4","6"
"2010","direct migration background","Male","9.96","8","868","1","3","15","21","36","9.43","10.49","0","41","5","7"
"2010","indirect migration background","Female","6.51","3","301","1","1","10","17","28","5.69","7.33","0","43","3","5"
"2010","indirect migration background","Male","5.72","3","370","1","2","9","13","28","5.08","6.36","0","43","4","5"
"2010","no migration background","Female","10.41","7","5745","1","2","17","25","39","10.16","10.66","0","52","7","7"
"2010","no migration background","Male","12.8","10","6074","1","3","20","30","42","12.53","13.07","0","61","9","10"
"2011","direct migration background","Female","8.1","5","824","1","2","12","19","35","7.58","8.62","0","45","4","5"
"2011","direct migration background","Male","9.29","6","946","1","2","15","21","35","8.75","9.83","0","42","5","7"
"2011","indirect migration background","Female","6.3","4","409","0","1","9","17","26","5.59","7.01","0","44","3","4"
"2011","indirect migration background","Male","5.56","3","425","0","1","8","13","27","4.92","6.2","0","44","4","5"
"2011","no migration background","Female","10.67","7","7185","1","2","17","26","41","10.44","10.9","0","56","7","7"
"2011","no migration background","Male","12.46","9","7058","1","3","20","30","43","12.21","12.71","0","62","9","10"
"2012","direct migration background","Female","7.99","5","842","1","2","12","20","36","7.47","8.51","0","39","4","5"
"2012","direct migration background","Male","8.87","6","940","1","2","14","21","33","8.34","9.4","0","45","5","7"
"2012","indirect migration background","Female","5.98","3","411","0","1","9","17","27","5.25","6.71","0","45","3","5"
"2012","indirect migration background","Male","6.18","3","441","1","1","10","15","30","5.51","6.85","0","45","3","5"
"2012","no migration background","Female","10.85","7","7154","1","2","17","26","40","10.62","11.08","0","55","7","7"
"2012","no migration background","Male","12.55","9","6847","1","3","20","30","42","12.29","12.81","0","63","9","10"
"2013","direct migration background","Female","6.82","4","1960","1","1","10","17","32","6.55","7.09","0","44","3","4"
"2013","direct migration background","Male","7.93","5","2072","1","2","12","20","32","7.62","8.24","0","44","4","5"
"2013","indirect migration background","Female","6.04","3","659","0","1","9","16","29","5.52","6.56","0","46","2","3"
"2013","indirect migration background","Male","5.59","3","743","0","1","7","15","31","5.12","6.06","0","46","3","4"
"2013","no migration background","Female","10.79","7","6968","1","2","17","26","41","10.56","11.02","0","56","6","7"
"2013","no migration background","Male","12.69","9","6559","1","3","21","30","43","12.42","12.96","0","64","9","10"
"2014","direct migration background","Female","7.11","4","1557","1","1","11","18","38","6.79","7.43","0","46","3","4"
"2014","direct migration background","Male","8.21","5","1668","1","2","13","20","33","7.85","8.57","0","45","4","5"
"2014","indirect migration background","Female","5.8","3","601","1","1","8","16","27","5.28","6.32","0","37","2","3"
"2014","indirect migration background","Male","5.76","3","599","1","1","7","15","32","5.2","6.32","0","47","3","4"
"2014","no migration background","Female","10.96","7","6310","1","2","17","26","41","10.71","11.21","0","57","6","7"
"2014","no migration background","Male","12.76","9","5967","1","3","21","31","44","12.48","13.04","0","61","9","10"
"2015","direct migration background","Female","6.3","4","1776","0","1","9","15","39","6.03","6.57","0","42","3","3"
"2015","direct migration background","Male","8.03","5","1980","0","2","12","21","35","7.71","8.35","0","46","3","4"
"2015","indirect migration background","Female","5.89","3","548","0","1","8","17","29","5.3","6.48","0","48","3","3"
"2015","indirect migration background","Male","5.9","3","568","0","1","8","15","33","5.31","6.49","0","48","3","4"
"2015","no migration background","Female","11.14","7","6014","1","2","17","27","42","10.88","11.4","0","58","6","7"
"2015","no migration background","Male","12.53","9","5614","1","3","20","30","44","12.24","12.82","0","56","9","10"
"2016","direct migration background","Female","6.75","4","1634","1","1","10","17","34","6.45","7.05","0","42","3","3"
"2016","direct migration background","Male","7.72","4","1995","1","2","12","21","31","7.41","8.03","0","48","2","3"
"2016","indirect migration background","Female","5.62","3.52","548","1","1","7","15","26","5.06","6.18","0","39","2","3"
"2016","indirect migration background","Male","6.19","4","521","0","1","8","16","34","5.56","6.82","0","49","3","5"
"2016","no migration background","Female","11.3","7","5657","1","2","18","27","42","11.03","11.57","0","59","7","7"
"2016","no migration background","Male","12.43","9","5193","1","3","20","30","44","12.12","12.74","0","62","9","10"
"2017","direct migration background","Female","6.71","4","1616","1","1","10","17","29","6.4","7.02","0","37","3","3"
"2017","direct migration background","Male","8.5","5","2221","0","2","13","23","35","8.2","8.8","0","45","2","2"
"2017","indirect migration background","Female","5.53","3","607","1","1","7","16","27","4.96","6.1","0","40","2","3"
"2017","indirect migration background","Male","6.18","4","570","1","1","8","16","34","5.56","6.8","0","50","3","4"
"2017","no migration background","Female","11.33","7","6590","1","2","18","28","44","11.07","11.59","0","60","7","7"
"2017","no migration background","Male","12.4","9","6155","1","3","19","30","44","12.12","12.68","0","57","9","10"
"2018","direct migration background","Female","6.96","5","1609","1","2","10","17","28","6.65","7.27","0","42","3","3"
"2018","direct migration background","Male","7.86","4","2371","0","1","11","21","36","7.57","8.15","0","46","1","2"
"2018","indirect migration background","Female","5.55","3","612","1","1","7","15","28","4.98","6.12","0","41","2","3"
"2018","indirect migration background","Male","6.32","3","575","0","1","9","17","36","5.66","6.98","0","51","3","4"
"2018","no migration background","Female","11.4","7","6299","1","2","18","28","43","11.13","11.67","0","61","7","7"
"2018","no migration background","Male","12.41","8","5859","1","3","20","30","44","12.12","12.7","0","55","8","9"
"2019","direct migration background","Female","7.09","5","1466","1","2","10","18","27","6.73","7.45","0","44","3","4"
"2019","direct migration background","Male","7.68","4","2326","0","1","11","21","34","7.38","7.98","0","55","2","2"
"2019","indirect migration background","Female","6.1","3","627","1","1","8","19","29","5.47","6.73","0","42","3","4"
"2019","indirect migration background","Male","7.02","3.87","604","1","1","10","20","37","6.29","7.75","0","44","4","5"
"2019","no migration background","Female","11.57","7","6496","1","2","19","29","44","11.3","11.84","0","68","8","8"
"2019","no migration background","Male","12.57","8","6608","1","3","20","31","45","12.29","12.85","0","65","10","11"
