"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Female","8.7","6","2558","1","3","12","20","39","8.4","9","0","58","5","6"
"1984","Employed","Male","12.34","10","4353","1","4","19","28","41","12.06","12.62","0","59","9","10"
"1984","Not Employed","Female","3.14","0","87","0","0","1","18","33","1.74","4.54","0","33","0","0"
"1984","Not Employed","Male","2.16","0","94","0","0","1","6","37","0.7","3.62","0","50","0","0"
"1985","Employed","Female","8.32","6","2334","1","2","12","19","36","8.02","8.62","0","45","6","6"
"1985","Employed","Male","12.08","10","3787","1","4","18","27","40","11.78","12.38","0","67","9","10"
"1985","Not Employed","Female","6.01","0","88","0","0","4","21","67","3.76","8.26","0","67","0","1"
"1985","Not Employed","Male","4.05","0","64","0","0","1","11","44","2.27","5.83","0","44","0","1"
"1986","Employed","Female","2.74","1","324","0","1","2","8","28","2.24","3.24","0","44","1","1"
"1986","Employed","Male","3.91","1","538","0","1","5","14","28","3.39","4.43","0","43","1","1"
"1986","Not Employed","Female","","","","","","","","","","","","","",""
"1986","Not Employed","Male","","","","","","","","","","","","","",""
"1987","Employed","Female","2.07","1","473","0","1","1","6","19","1.73","2.41","0","36","1","1"
"1987","Employed","Male","3.36","1","675","0","1","2","12","29","2.93","3.79","0","41","1","1"
"1987","Not Employed","Female","0.64","0","51","0","0","0","1","19","-0.14","1.42","0","19","0","0"
"1987","Not Employed","Male","","","","","","","","","","","","","",""
"1988","Employed","Female","8.64","6","2236","1","2","13","20","38","8.31","8.97","0","55","5","6"
"1988","Employed","Male","12.26","10","3462","1","3","19","28","40","11.94","12.58","0","54","9","9"
"1988","Not Employed","Female","1.52","0","59","0","0","1","2","31","0.41","2.63","0","31","0","0"
"1988","Not Employed","Male","3.69","0","44","0","0","2","7","35","1.49","5.89","0","35","0","0"
"1989","Employed","Female","","","","","","","","","","","","","",""
"1989","Employed","Male","","","","","","","","","","","","","",""
"1989","Not Employed","Female","","","","","","","","","","","","","",""
"1989","Not Employed","Male","","","","","","","","","","","","","",""
"1990","Employed","Female","8.43","5","2173","1","2","13","20","36","8.1","8.76","0","53","5","5"
"1990","Employed","Male","12.32","10","3246","1","3","20","28","42","11.98","12.66","0","47","9","10"
"1990","Not Employed","Female","3.6","0","50","0","0","3","5","44","1.71","5.49","0","44","0","0"
"1990","Not Employed","Male","1.71","0","37","0","0","2","3","15","0.83","2.59","0","15","0","1"
"1991","Employed","Female","8.41","5","2297","1","2","13","21","36","8.08","8.74","0","58","4","5"
"1991","Employed","Male","12.03","9","3363","1","3","19","28","41","11.69","12.37","0","53","8","9"
"1991","Not Employed","Female","2.31","0","72","0","0","1","12","25","1.12","3.5","0","25","0","0"
"1991","Not Employed","Male","3.57","0","62","0","0","1","8","42","1.36","5.78","0","42","0","1"
"1992","Employed","Female","8.52","5","3349","1","2","13","21","36","8.23","8.81","0","52","4","5"
"1992","Employed","Male","11.38","7","4633","1","2","19","28","41","11.08","11.68","0","54","6","7"
"1992","Not Employed","Female","3.76","1","76","0","0","3","12","37","2.4","5.12","0","37","0","1"
"1992","Not Employed","Male","1.59","0","54","0","0","1","2","38","0.07","3.11","0","38","0","1"
"1993","Employed","Female","8.38","5","3243","1","2","13","21","36","8.1","8.66","0","48","4","4"
"1993","Employed","Male","11.16","7","4445","1","2","18","27","39","10.87","11.45","0","48","6","7"
"1993","Not Employed","Female","1.96","0.17","125","0","0","1","7","22","1.23","2.69","0","29","0","1"
"1993","Not Employed","Male","2.86","0.77","62","0","0","2","7","26","1.65","4.07","0","26","0","1"
"1994","Employed","Female","8.43","5","3153","1","2","13","22","35","8.15","8.71","0","44","4","4"
"1994","Employed","Male","11.53","8","4252","1","3","19","28","41","11.23","11.83","0","50","6","7"
"1994","Not Employed","Female","3.57","1","92","0","0","2","10","44","2.19","4.95","0","44","0","1"
"1994","Not Employed","Male","1.24","0","69","0","0","2","3","13","0.64","1.84","0","13","0","1"
"1995","Employed","Female","8.37","5","3259","1","2","12","22","36","8.09","8.65","0","45","4","5"
"1995","Employed","Male","10.97","7","4403","1","3","17","27","41","10.68","11.26","0","51","5","6"
"1995","Not Employed","Female","3.44","1","111","0","0","3","12","40","2.26","4.62","0","40","0","1"
"1995","Not Employed","Male","3.92","1","75","0","0","3","10","30","2.34","5.5","0","30","0","2"
"1996","Employed","Female","8.52","5","3221","1","2","12","22","34","8.24","8.8","0","48","5","5"
