"year","e11103","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","Female","9.36","6","1539","2","3","13","22","40","8.97","9.75","0","58","6","7"
"1984","Full Time","Male","13.07","11","3877","2","4","19","28","41","12.78","13.36","0","59","10","11"
"1984","Not Working","Female","3.14","0","87","0","0","1","18","33","1.74","4.54","0","33","0","0"
"1984","Not Working","Male","2.16","0","94","0","0","1","6","37","0.7","3.62","0","50","0","0"
"1984","Part Time","Female","7.82","5","1019","1","2","12","18","35","7.38","8.26","0","57","4","5"
"1984","Part Time","Male","6.74","1","476","0","1","9","22","41","5.94","7.54","0","45","1","2"
"1985","Full Time","Female","8.96","6","1357","2","3","13","20","36","8.57","9.35","0","43","6","7"
"1985","Full Time","Male","12.73","11","3308","2","5","19","27","40","12.42","13.04","0","58","10","11"
"1985","Not Working","Female","6.01","0","88","0","0","4","21","67","3.76","8.26","0","67","0","1"
"1985","Not Working","Male","4.05","0","64","0","0","1","11","44","2.27","5.83","0","44","0","1"
"1985","Part Time","Female","7.51","5","977","1","1","12","18","36","7.06","7.96","0","45","4","5"
"1985","Part Time","Male","7.64","2","479","0","1","12","25","40","6.78","8.5","0","67","1","3"
"1986","Full Time","Female","3.87","1","172","0","1","5","10","44","3.04","4.7","0","44","1","2"
"1986","Full Time","Male","4.93","1","370","0","1","6","15","28","4.25","5.61","0","32","1","2"
"1986","Not Working","Female","","","","","","","","","","","","","",""
"1986","Not Working","Male","","","","","","","","","","","","","",""
"1986","Part Time","Female","1.51","1","152","0","1","1","2","13","1.07","1.95","0","23","1","1"
"1986","Part Time","Male","1.6","1","168","0","0","1","1","20","0.96","2.24","0","43","1","1"
"1987","Full Time","Female","3.14","1","207","0","1","3","8","36","2.45","3.83","0","36","1","1"
"1987","Full Time","Male","4.6","1","434","0","1","6","16","30","3.97","5.23","0","41","1","1"
"1987","Not Working","Female","0.64","0","51","0","0","0","1","19","-0.14","1.42","0","19","0","0"
"1987","Not Working","Male","","","","","","","","","","","","","",""
"1987","Part Time","Female","1.21","1","266","0","1","1","1","13","0.98","1.44","0","18","1","1"
"1987","Part Time","Male","1.12","1","241","0","1","1","1","8","0.87","1.37","0","20","1","1"
"1988","Full Time","Female","9.34","7","1267","1","3","14","22","38","8.89","9.79","0","43","6","7"
"1988","Full Time","Male","12.91","10","3079","2","4","20","28","40","12.57","13.25","0","50","9","10"
"1988","Not Working","Female","1.52","0","59","0","0","1","2","31","0.41","2.63","0","31","0","0"
"1988","Not Working","Male","3.69","0","44","0","0","2","7","35","1.49","5.89","0","35","0","0"
"1988","Part Time","Female","7.77","5","969","1","1","12","18","39","7.29","8.25","0","55","4","5"
"1988","Part Time","Male","6.66","2","383","1","1","9","20","43","5.84","7.48","0","54","1","2"
"1989","Full Time","Female","","","","","","","","","","","","","",""
"1989","Full Time","Male","","","","","","","","","","","","","",""
"1989","Not Working","Female","","","","","","","","","","","","","",""
"1989","Not Working","Male","","","","","","","","","","","","","",""
"1989","Part Time","Female","","","","","","","","","","","","","",""
"1989","Part Time","Male","","","","","","","","","","","","","",""
"1990","Full Time","Female","9.07","6","1223","1","2","14","21","37","8.61","9.53","0","53","5","6"
"1990","Full Time","Male","12.96","10","2943","2","4","20","29","42","12.6","13.32","0","47","10","10"
"1990","Not Working","Female","3.6","0","50","0","0","3","5","44","1.71","5.49","0","44","0","0"
