"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","13.25","10","1369","2","4","20","31","45","12.69","13.81","0","59","9","10"
"1984","1-pers.-HH","10","7","623","1","3","14","24","45","9.3","10.7","0","58","6","8"
"1984","Couple + C. GT 16 ","11.27","8","1232","1","3","18","27","41","10.71","11.83","0","51","7","8"
"1984","Couple + C. LE 16","9.47","8","2068","1","4","14","20","32","9.17","9.77","0","40","7","8"
"1984","Couple + C. LE and GT 16","9.97","6","1071","1","2","16","25","36","9.44","10.5","0","46","5","6"
"1984","Single parent","7.59","5","318","1","2","11","19","30","6.8","8.38","0","36","4","6"
"1985","(Married) couple without C.","12.56","10","1219","1","4","19","29","41","12","13.12","0","58","8","10"
"1985","1-pers.-HH","9","6","552","1","2","13","20","37","8.33","9.67","0","43","6","8"
"1985","Couple + C. GT 16 ","10.97","7","1233","1","2","17","27","42","10.41","11.53","0","67","6","8"
"1985","Couple + C. LE 16","9.47","8","1756","1","4","14","20","31","9.14","9.8","0","41","7","8"
"1985","Couple + C. LE and GT 16","9.99","7","877","1","2","16","24","36","9.43","10.55","0","40","6","7"
"1985","Single parent","7.83","5","305","1","2","12","20","34","6.98","8.68","0","37","4","6"
"1986","(Married) couple without C.","4.59","1","211","0","1","6","13","28","3.81","5.37","0","31","1","3"
"1986","1-pers.-HH","2.7","1","75","0","0","1","6","44","1.32","4.08","0","44","1","1"
"1986","Couple + C. GT 16 ","2.23","1","208","0","1","1","5","27","1.57","2.89","0","43","1","1"
"1986","Couple + C. LE 16","4.48","1","188","0","1","7","14","27","3.56","5.4","0","32","1","1"
"1986","Couple + C. LE and GT 16","2.99","1","130","0","1","1","9","25","2.15","3.83","0","31","1","1"
"1986","Single parent","1.81","1","48","0","1","1","7","11","1.06","2.56","0","11","1","1"
"1987","(Married) couple without C.","2.98","1","239","0","1","2","9","24","2.29","3.67","0","29","1","1"
"1987","1-pers.-HH","2.19","1","96","0","1","1","4","36","1.19","3.19","0","36","1","1"
"1987","Couple + C. GT 16 ","2.75","1","273","0","1","1","8","27","2.18","3.32","0","30","1","1"
"1987","Couple + C. LE 16","3.38","1","262","0","1","1","12","30","2.71","4.05","0","31","1","1"
"1987","Couple + C. LE and GT 16","1.92","1","177","0","1","1","4","23","1.45","2.39","0","23","1","1"
