"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","4.43","3","1237","1","1","6","11","17","4.2","4.66","0","26","3","4"
"1984","16-34 y.","Male","5.07","4","1673","1","1","8","12","18","4.86","5.28","0","34","3","4"
"1984","35-65 y.","Female","11.59","10","1389","2","4","16","24","39","11.15","12.03","0","55","9","10"
"1984","35-65 y.","Male","16.19","15","2746","3","8","23","31","42","15.83","16.55","0","49","13","14"
"1984","66 and older","Female","","","","","","","","","","","","","",""
"1984","66 and older","Male","","","","","","","","","","","","","",""
"1985","16-34 y.","Female","4.21","3","1127","1","1","6","10","16","3.99","4.43","0","21","3","3"
"1985","16-34 y.","Male","5","4","1481","1","1","8","12","18","4.78","5.22","0","20","3","4"
"1985","35-65 y.","Female","11.59","10","1279","2","5","16","24","37","11.15","12.03","0","45","9","10"
"1985","35-65 y.","Male","16.27","15","2352","3","8","23","31","41","15.89","16.65","0","49","13","14"
"1985","66 and older","Female","","","","","","","","","","","","","",""
"1985","66 and older","Male","","","","","","","","","","","","","",""
"1986","16-34 y.","Female","1.82","1","266","0","1","1","6","12","1.5","2.14","0","16","1","1"
"1986","16-34 y.","Male","2.1","1","415","0","0","2","6","14","1.81","2.39","0","20","1","1"
"1986","35-65 y.","Female","5.7","1","76","0","1","9","14","44","3.83","7.57","0","44","1","3"
"1986","35-65 y.","Male","7.94","1","152","0","1","15","21","32","6.45","9.43","0","43","1","8"
"1986","66 and older","Female","","","","","","","","","","","","","",""
"1986","66 and older","Male","","","","","","","","","","","","","",""
"1987","16-34 y.","Female","1.33","1","395","0","1","1","2","10","1.12","1.54","0","13","1","1"
"1987","16-34 y.","Male","1.9","1","507","0","1","1","5","13","1.65","2.15","0","18","1","1"
"1987","35-65 y.","Female","3.74","1","129","0","1","2","15","36","2.66","4.82","0","36","1","1"
"1987","35-65 y.","Male","6.3","1","191","0","1","12","21","31","5.04","7.56","0","41","1","1"
"1987","66 and older","Female","","","","","","","","","","","","","",""
"1987","66 and older","Male","","","","","","","","","","","","","",""
"1988","16-34 y.","Female","4.17","3","1068","1","1","6","10","16","3.94","4.4","0","19","2","3"
"1988","16-34 y.","Male","4.93","3","1442","1","1","8","12","18","4.7","5.16","0","22","3","3"
"1988","35-65 y.","Female","11.9","10","1215","1","4","17","25","39","11.41","12.39","0","43","9","11"
"1988","35-65 y.","Male","16.75","16","2050","3","8","24","31","42","16.33","17.17","0","50","15","16"
"1988","66 and older","Female","","","","","","","","","","","","","",""
"1988","66 and older","Male","","","","","","","","","","","","","",""
"1989","16-34 y.","Female","","","","","","","","","","","","","",""
"1989","16-34 y.","Male","","","","","","","","","","","","","",""
"1989","35-65 y.","Female","","","","","","","","","","","","","",""
"1989","35-65 y.","Male","","","","","","","","","","","","","",""
"1989","66 and older","Female","","","","","","","","","","","","","",""
"1989","66 and older","Male","","","","","","","","","","","","","",""
"1990","16-34 y.","Female","4.35","3","1683","1","1","6","11","17","4.15","4.55","0","19","3","3"
"1990","16-34 y.","Male","4.87","3","2058","1","1","7","12","18","4.67","5.07","0","24","3","4"
"1990","35-65 y.","Female","12.86","12","2141","1","4","19","26","39","12.45","13.27","0","53","11","13"
"1990","35-65 y.","Male","16.87","17","2991","3","8","25","32","42","16.49","17.25","0","48","16","17"
"1990","66 and older","Female","","","","","","","","","","","","","",""
"1990","66 and older","Male","","","","","","","","","","","","","",""
"1991","16-34 y.","Female","4.18","3","1616","1","1","6","11","17","3.97","4.39","0","20","2","3"
"1991","16-34 y.","Male","4.44","3","2051","0","1","6","11","17","4.25","4.63","0","20","2","3"
"1991","35-65 y.","Female","11.83","10","2056","1","3","19","25","39","11.41","12.25","0","49","10","11"
"1991","35-65 y.","Male","16.15","16","2881","1","6","24","32","41","15.75","16.55","0","48","15","16"
"1991","66 and older","Female","","","","","","","","","","","","","",""
"1991","66 and older","Male","","","","","","","","","","","","","",""
"1992","16-34 y.","Female","3.88","3","1486","1","1","5","10","16","3.69","4.07","0","21","2","3"
"1992","16-34 y.","Male","4.3","3","1927","1","1","6","11","18","4.12","4.48","0","22","2","3"
"1992","35-65 y.","Female","11.48","10","1932","1","3","19","25","38","11.06","11.9","0","47","8","10"
"1992","35-65 y.","Male","15.5","15","2743","1","5","23","31","41","15.09","15.91","0","49","13","15"
"1992","66 and older","Female","","","","","","","","","","","","","",""
"1992","66 and older","Male","","","","","","","","","","","","","",""
"1993","16-34 y.","Female","3.8","2","1474","1","1","5","10","15","3.61","3.99","0","32","2","2"
"1993","16-34 y.","Male","4.3","3","1875","1","1","6","11","17","4.12","4.48","0","33","3","3"
"1993","35-65 y.","Female","10.99","8.09","1884","1","3","18","24","38","10.57","11.41","0","48","7","9"
"1993","35-65 y.","Male","15.28","14","2615","1","5","23","30","40","14.87","15.69","0","47","13","14"
"1993","66 and older","Female","","","","","","","","","","","","","",""
"1993","66 and older","Male","","","","","","","","","","","","","",""
"1994","16-34 y.","Female","4.22","3","1422","1","1","6","10","16","4.03","4.41","0","18","3","3"
"1994","16-34 y.","Male","4.48","3","1771","1","2","6","11","17","4.3","4.66","0","25","3","3"
"1994","35-65 y.","Female","11.01","8","1815","1","3","18","25","37","10.58","11.44","0","44","6","8"
"1994","35-65 y.","Male","15.29","15","2533","2","5","23","30","41","14.87","15.71","0","47","13","15"
"1994","66 and older","Female","","","","","","","","","","","","","",""
"1994","66 and older","Male","","","","","","","","","","","","","",""
"1995","16-34 y.","Female","4.14","3","1439","1","1","6","10","16","3.95","4.33","0","19","3","3"
"1995","16-34 y.","Male","4.39","3","1851","1","1","6","10","16","4.22","4.56","0","19","3","3"
"1995","35-65 y.","Female","10.69","7","1919","1","3","17","25","37","10.28","11.1","0","44","5","7"
"1995","35-65 y.","Male","14.62","14","2608","2","4","23","30","41","14.2","15.04","0","51","11","13"
"1995","66 and older","Female","","","","","","","","","","","","","",""
"1995","66 and older","Male","","","","","","","","","","","","","",""
"1996","16-34 y.","Female","4.21","3","1375","1","1","6","10","16","4.02","4.4","0","18","3","3"
"1996","16-34 y.","Male","4.57","3","1762","1","1","6","11","17","4.39","4.75","0","19","3","3"
"1996","35-65 y.","Female","10.74","7","1932","1","3","17","25","38","10.33","11.15","0","48","6","6"
"1996","35-65 y.","Male","14.32","12","2549","1","5","23","30","40","13.9","14.74","0","48","10","11"
"1996","66 and older","Female","","","","","","","","","","","","","",""
"1996","66 and older","Male","","","","","","","","","","","","","",""
"1997","16-34 y.","Female","4.15","3","1310","1","1","6","10","15","3.95","4.35","0","18","3","3"
"1997","16-34 y.","Male","4.61","3","1703","1","1","7","11","17","4.42","4.8","0","19","3","4"
"1997","35-65 y.","Female","10.77","7","1882","1","3","17","25","36","10.36","11.18","0","43","6","7"
"1997","35-65 y.","Male","14.57","12","2467","2","5","23","30","42","14.15","14.99","0","49","10","11"
"1997","66 and older","Female","","","","","","","","","","","","","",""
"1997","66 and older","Male","","","","","","","","","","","","","",""
"1998","16-34 y.","Female","4.15","3","1354","1","1","6","10","15","3.95","4.35","0","18","3","3"
"1998","16-34 y.","Male","4.48","3","1790","1","1","7","11","18","4.29","4.67","0","19","3","3"
"1998","35-65 y.","Female","11.04","8","2146","1","4","18","25","35","10.66","11.42","0","44","7","8"
"1998","35-65 y.","Male","14.45","12","2792","2","5","23","30","41","14.05","14.85","0","50","10","11"
"1998","66 and older","Female","","","","","","","","","","","","","",""
"1998","66 and older","Male","","","","","","","","","","","","","",""
"1999","16-34 y.","Female","3.95","3","1382","1","1","6","9","16","3.75","4.15","0","24","3","3"
"1999","16-34 y.","Male","4.26","3","1728","1","1","6","10","17","4.07","4.45","0","19","3","3"
"1999","35-65 y.","Female","11.08","8","2158","1","3","18","26","36","10.7","11.46","0","45","7","8"
"1999","35-65 y.","Male","13.87","11","2759","1","4","22","30","42","13.47","14.27","0","49","9","10"
"1999","66 and older","Female","","","","","","","","","","","","","",""
"1999","66 and older","Male","14.58","9","30","1","6","24","47","57","8.31","20.85","1","57","6","15"
"2000","16-34 y.","Female","3.91","2","2125","0","1","6","10","16","3.75","4.07","0","19","2","3"
"2000","16-34 y.","Male","4.11","3","2556","1","1","6","10","17","3.95","4.27","0","19","3","3"
"2000","35-65 y.","Female","10.91","8","3942","1","3","17","26","36","10.62","11.2","0","46","8","9"
"2000","35-65 y.","Male","13.93","11","5043","1","5","22","30","41","13.64","14.22","0","50","10","11"
"2000","66 and older","Female","","","","","","","","","","","","","",""
"2000","66 and older","Male","24.18","21.66","57","5","9","40","47","54","19.53","28.83","1","58","10","35"
"2001","16-34 y.","Female","3.83","2","1908","1","1","5","10","17","3.65","4.01","0","23","2","3"
"2001","16-34 y.","Male","4.06","3","2224","1","1","6","10","17","3.9","4.22","0","19","3","3"
"2001","35-65 y.","Female","11.02","9","3759","1","3","17","26","37","10.72","11.32","0","47","8","9"
"2001","35-65 y.","Male","13.88","11","4628","1","5","22","30","41","13.57","14.19","0","51","11","11"
"2001","66 and older","Female","","","","","","","","","","","","","",""
"2001","66 and older","Male","23","15.78","65","2","7","40","48","54","18.55","27.45","0","59","10","29"
"2002","16-34 y.","Female","3.74","2","1865","1","1","5","10","15","3.57","3.91","0","22","2","2"
"2002","16-34 y.","Male","4.25","3","2076","1","1","6","10","16","4.08","4.42","0","19","3","3"
"2002","35-65 y.","Female","11.08","9","4225","1","3","17","25","37","10.79","11.37","0","42","9","10"
"2002","35-65 y.","Male","14.2","12","5103","2","5","22","30","42","13.9","14.5","0","52","12","12"
"2002","66 and older","Female","21.95","15.85","32","3","10","38","44","51","16.48","27.42","0","51","10","30"
"2002","66 and older","Male","17.29","10","85","0","3","32","47","52","13.71","20.87","0","58","9","20"
"2003","16-34 y.","Female","3.69","2","1765","1","1","5","9","16","3.51","3.87","0","30","2","3"
"2003","16-34 y.","Male","4.12","3","1900","1","1","5","10","16","3.94","4.3","0","29","3","3"
"2003","35-65 y.","Female","11.53","9","4047","1","3","17","26","38","11.23","11.83","0","43","9","10"
"2003","35-65 y.","Male","14.16","12","4803","2","5","22","30","40","13.86","14.46","0","49","12","13"
"2003","66 and older","Female","23.5","18.28","38","1","9","40","48","52","18.22","28.78","1","52","12","29"
"2003","66 and older","Male","23.09","21.22","91","2","6","38","50","57","19.58","26.6","0","57","11","25"
"2004","16-34 y.","Female","3.88","3","1660","1","1","5","9","15","3.7","4.06","0","18","2","3"
"2004","16-34 y.","Male","4.15","3","1783","1","1","6","10","16","3.97","4.33","0","19","3","3"
"2004","35-65 y.","Female","11.71","10","3995","1","4","17","26","38","11.41","12.01","0","44","10","11"
"2004","35-65 y.","Male","14.28","12.47","4650","2","5","22","30","41","13.98","14.58","0","49","12","13"
"2004","66 and older","Female","17.86","14","42","2","7","25","40","53","13.23","22.49","0","53","7","19"
"2004","66 and older","Male","23.8","16.63","107","1","5","43","51","56","20.39","27.21","0","56","11","29"
"2005","16-34 y.","Female","3.87","3","1548","1","1","5","9","15","3.69","4.05","0","19","2","3"
"2005","16-34 y.","Male","4.09","3","1644","1","1","6","10","16","3.9","4.28","0","19","3","3"
"2005","35-65 y.","Female","11.76","10","3853","2","4","17","26","37","11.46","12.06","0","45","10","11"
"2005","35-65 y.","Male","14.13","12","4407","2","5","22","30","41","13.82","14.44","0","50","13","13"
"2005","66 and older","Female","16.46","13","45","3","5","22","42","47","12.89","20.03","0","47","7","15"
"2005","66 and older","Male","20.16","10","93","1","3","37","51","56","16.54","23.78","0","57","9","22"
"2006","16-34 y.","Female","3.79","3","1538","1","1","5","9","16","3.61","3.97","0","18","2","3"
"2006","16-34 y.","Male","3.88","3","1629","1","1","6","10","15","3.69","4.07","0","19","2","3"
"2006","35-65 y.","Female","11.88","10","4175","1","4","17","26","38","11.59","12.17","0","45","10","11"
"2006","35-65 y.","Male","14.08","12","4668","2","5","21","30","41","13.77","14.39","0","50","13","14"
"2006","66 and older","Female","21.82","20.21","62","4","6","37","48","51","18.05","25.59","0","51","9","25"
"2006","66 and older","Male","23.44","21.72","124","2","7","38","47","56","20.35","26.53","1","60","13","28"
"2007","16-34 y.","Female","3.54","2","1468","0","1","5","9","15","3.35","3.73","0","18","2","3"
"2007","16-34 y.","Male","3.91","3","1558","1","1","6","9","16","3.72","4.1","0","18","2","3"
"2007","35-65 y.","Female","11.92","10","3990","1","4","17","27","38","11.62","12.22","0","45","10","11"
"2007","35-65 y.","Male","14.25","12","4425","1","5","22","30","41","13.93","14.57","0","51","13","14"
"2007","66 and older","Female","20.22","17","58","5","7","29","47","52","16.58","23.86","1","52","10","22"
"2007","66 and older","Male","19.91","16","121","2","5","34","42","57","16.92","22.9","0","59","10","24"
"2008","16-34 y.","Female","3.7","2","1394","0","1","5","10","16","3.5","3.9","0","19","2","3"
"2008","16-34 y.","Male","3.74","2","1467","1","1","5","9","16","3.55","3.93","0","19","2","3"
"2008","35-65 y.","Female","11.85","9","3854","1","4","17","27","38","11.54","12.16","0","46","10","11"
"2008","35-65 y.","Male","14.26","12","4159","1","5","22","30","41","13.93","14.59","0","51","13","14"
"2008","66 and older","Female","23.85","20.01","68","3","8","40","45","53","20.19","27.51","1","53","10","24"
"2008","66 and older","Male","21.81","18","129","3","5","38","46","58","18.84","24.78","0","59","11","22"
"2009","16-34 y.","Female","3.7","2","1315","1","1","5","10","16","3.5","3.9","0","18","2","2"
"2009","16-34 y.","Male","3.73","2","1301","1","1","5","10","15","3.53","3.93","0","18","2","3"
"2009","35-65 y.","Female","12.31","10","3623","1","3","18","28","39","11.98","12.64","0","47","10","11"
"2009","35-65 y.","Male","14.53","13","3846","2","5","22","30","41","14.19","14.87","0","48","13","14"
"2009","66 and older","Female","22.78","19","78","4","9","36","46","51","19.54","26.02","0","51","9","25"
"2009","66 and older","Male","21.22","14.74","146","2","5","37","49","59","18.46","23.98","0","64","12","19"
"2010","16-34 y.","Female","3.8","2","1790","0","1","5","10","16","3.62","3.98","0","18","2","3"
"2010","16-34 y.","Male","4.03","3","1964","1","1","6","10","15","3.86","4.2","0","19","3","3"
