"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1995","35-65 y.","13.01","10","4527","1","4","21","29","40","12.71","13.31","0","51","8","10"
"1995","66 and older","17.83","11.83","31","1","1","33","43","50","11.54","24.12","0","50","3","31"
"1996","16-34 y.","4.41","3","3137","1","1","6","10","16","4.28","4.54","0","19","3","3"
"1996","35-65 y.","12.83","10","4481","1","4","21","28","39","12.53","13.13","0","48","8","9"
"1996","66 and older","19.84","17","38","5","6","34","42","51","14.61","25.07","0","51","6","26"
"1997","16-34 y.","4.41","3","3013","1","1","6","10","17","4.27","4.55","0","19","3","3"
"1997","35-65 y.","12.99","10","4349","2","4","21","28","40","12.69","13.29","0","49","8","9"
"1997","66 and older","23.65","21.34","37","5","7","36","41","50","18.08","29.22","1","50","7","35"
"1998","16-34 y.","4.35","3","3144","1","1","7","10","17","4.21","4.49","0","19","3","3"
"1998","35-65 y.","13.02","10","4938","2","4","20","28","39","12.74","13.3","0","50","8","9"
"1998","66 and older","22.96","23.2","40","2","6","38","43","53","17.34","28.58","0","53","6","33"
"1999","16-34 y.","4.13","3","3110","1","1","6","10","16","3.99","4.27","0","24","3","3"
"1999","35-65 y.","12.69","9","4917","1","4","20","29","40","12.41","12.97","0","49","8","9"
"1999","66 and older","17.14","9.86","44","1","7","27","38","57","12.14","22.14","1","57","7","18"
"2000","16-34 y.","4.02","3","4681","0","1","6","10","16","3.91","4.13","0","19","2","3"
"2000","35-65 y.","12.63","10","8985","1","4","20","28","39","12.42","12.84","0","50","9","10"
"2000","66 and older","22.84","16.48","84","5","9","39","47","53","19.13","26.55","0","58","12","30"
"2001","16-34 y.","3.96","2","4132","1","1","6","10","17","3.84","4.08","0","23","2","3"
"2001","35-65 y.","12.63","10","8387","1","4","20","28","39","12.41","12.85","0","51","10","10"
"2001","66 and older","22.29","16","90","1","6","40","48","54","18.62","25.96","0","59","10","24"
"2002","16-34 y.","4.02","3","3941","1","1","6","10","16","3.9","4.14","0","22","3","3"
"2002","35-65 y.","12.83","10","9328","1","4","20","29","40","12.62","13.04","0","52","10","11"
"2002","66 and older","18.95","12","117","1","6","34","44","52","15.99","21.91","0","58","10","19"
"2003","16-34 y.","3.93","3","3665","1","1","5","10","16","3.8","4.06","0","30","3","3"
"2003","35-65 y.","13","11","8850","2","4","20","29","39","12.79","13.21","0","49","11","11"
"2003","66 and older","23.24","20","129","2","8","39","48","57","20.35","26.13","0","57","12","25"
"2004","16-34 y.","4.03","3","3443","1","1","6","10","16","3.9","4.16","0","19","3","3"
"2004","35-65 y.","13.14","11","8645","2","4","20","28","40","12.92","13.36","0","49","11","12"
"2004","66 and older","21.76","14","149","2","6","36","48","56","18.98","24.54","0","56","12","22"
"2005","16-34 y.","3.99","3","3192","1","1","6","10","16","3.86","4.12","0","19","3","3"
"2005","35-65 y.","13.07","11","8260","2","5","20","29","40","12.85","13.29","0","50","11","12"
"2005","66 and older","18.65","13","138","2","5","30","46","55","15.93","21.37","0","57","10","15"
"2006","16-34 y.","3.84","3","3167","1","1","6","10","16","3.71","3.97","0","19","2","3"
"2006","35-65 y.","13.1","11","8843","2","5","20","29","40","12.89","13.31","0","50","11","12"
"2006","66 and older","22.81","21","186","2","6","37","47","56","20.41","25.21","0","60","14","24"
"2007","16-34 y.","3.74","2","3026","0","1","5","9","16","3.61","3.87","0","18","2","3"
"2007","35-65 y.","13.21","11","8415","1","5","20","29","40","12.99","13.43","0","51","12","12"
"2007","66 and older","20.04","17","179","2","6","33","46","57","17.71","22.37","0","59","12","17"
"2008","16-34 y.","3.72","2","2861","1","1","5","10","16","3.58","3.86","0","19","2","3"
"2008","35-65 y.","13.17","11","8013","1","4","20","29","40","12.94","13.4","0","51","12","12"
"2008","66 and older","22.68","18","197","3","7","38","46","58","20.38","24.98","0","59","12","21"
"2009","16-34 y.","3.72","2","2616","1","1","5","10","16","3.58","3.86","0","18","2","2"
"2009","35-65 y.","13.52","11","7469","1","4","20","29","40","13.28","13.76","0","48","12","13"
"2009","66 and older","21.81","19","224","2","5","37","47","59","19.7","23.92","0","64","12","19"
"2010","16-34 y.","3.92","3","3754","1","1","6","10","16","3.79","4.05","0","19","3","3"
"2010","35-65 y.","13.71","11","10010","1","4","20","30","40","13.51","13.91","0","49","10","11"
"2010","66 and older","19.52","14","207","2","6","31","42","60","17.36","21.68","0","61","10","19"
"2011","16-34 y.","3.72","3","4176","0","1","5","9","15","3.6","3.84","0","20","2","3"
"2011","35-65 y.","13.66","12","12448","1","4","21","30","41","13.48","13.84","0","48","11","11"
"2011","66 and older","20.88","17","223","2","6","33","48","56","18.76","23","0","62","12","19"
"2012","16-34 y.","3.72","2","3979","1","1","5","9","16","3.6","3.84","0","19","2","2"
"2012","35-65 y.","13.81","12","12373","1","4","21","30","41","13.63","13.99","0","51","11","11"
"2012","66 and older","17.34","12","283","2","5","28","42","51","15.65","19.03","0","63","11","14"
"2013","16-34 y.","3.64","2","4994","0","1","5","9","15","3.54","3.74","0","19","2","2"
"2013","35-65 y.","13.53","11","13671","1","4","21","29","41","13.36","13.7","0","50","9","10"
"2013","66 and older","18.12","12","296","2","6","30","41","53","16.38","19.86","0","64","10","15"
"2014","16-34 y.","3.52","2","4225","0","1","5","9","15","3.41","3.63","0","19","2","2"
"2014","35-65 y.","13.76","12","12150","1","4","21","30","42","13.58","13.94","0","50","10","10"
"2014","66 and older","18.29","13.93","327","2","5","31","41","54","16.61","19.97","0","61","11","16"
"2015","16-34 y.","3.45","2","4297","0","1","5","8","15","3.35","3.55","0","19","2","2"
"2015","35-65 y.","13.52","11","11875","1","4","21","30","43","13.33","13.71","0","50","9","10"
"2015","66 and older","17.75","13","328","2","5","31","42","52","16.15","19.35","0","58","11","15"
"2016","16-34 y.","3.36","2","3962","0","1","5","8","16","3.26","3.46","0","18","2","2"
"2016","35-65 y.","13.51","11","11254","1","4","21","30","43","13.32","13.7","0","51","9","9"
"2016","66 and older","16.9","12","332","2","5","26","41","55","15.38","18.42","0","62","11","15"
"2017","16-34 y.","3.38","2","4677","0","1","5","8","15","3.29","3.47","0","19","2","2"
"2017","35-65 y.","13.58","11","12680","1","4","21","30","43","13.39","13.77","0","50","9","10"
"2017","66 and older","17.64","13","402","1","6","27","41","54","16.2","19.08","0","60","11","15"
"2018","16-34 y.","3.33","2","4683","0","1","4","8","15","3.24","3.42","0","18","2","2"
"2018","35-65 y.","13.45","11","12215","1","4","21","30","43","13.26","13.64","0","51","9","9"
"2018","66 and older","17.13","12","427","2","5","28","41","55","15.76","18.5","0","61","10","14"
"2019","16-34 y.","3.37","2","4422","0","1","5","8","15","3.28","3.46","0","19","2","2"
"2019","35-65 y.","13.6","11","13066","1","4","21","30","43","13.41","13.79","0","50","10","11"
"2019","66 and older","18.74","15","644","2","5","29","44","58","17.49","19.99","0","68","17","21"
