"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","direct migration background","7.96","5","1531","1","2","11","22","33","7.52","8.4","0","43","6","7"
"2002","indirect migration background","4.56","3","477","1","1","6","12","23","4.08","5.04","0","35","3","3"
"2002","no migration background","10.72","7","11378","1","2","16","27","40","10.53","10.91","0","58","8","8"
"2003","direct migration background","8.28","5","1394","1","2","12","22","34","7.81","8.75","0","44","6","7"
"2003","indirect migration background","4.61","3","481","1","1","6","11","22","4.13","5.09","0","36","3","4"
"2003","no migration background","10.96","8","10769","1","3","17","27","40","10.77","11.15","0","57","8","8"
"2004","direct migration background","8.47","6","1311","1","2","12","21","34","8","8.94","0","42","6","8"
"2004","indirect migration background","4.91","3","473","1","1","7","12","23","4.39","5.43","0","38","3","3"
"2004","no migration background","11.14","8","10453","1","3","17","27","41","10.94","11.34","0","56","8","9"
"2005","direct migration background","8.47","6","1217","1","2","12","21","34","7.96","8.98","0","42","6","8"
"2005","indirect migration background","5.13","3","476","1","1","7","12","23","4.61","5.65","0","39","3","4"
"2005","no migration background","11.01","8","9897","1","3","16","27","40","10.81","11.21","0","57","8","9"
"2006","direct migration background","8.92","6","1239","1","2","12","22","36","8.4","9.44","0","53","7","8"
"2006","indirect migration background","5.2","3","487","1","1","8","12","24","4.67","5.73","0","39","3","4"
"2006","no migration background","11.15","8","10470","1","3","17","27","40","10.95","11.35","0","60","8","9"
"2007","direct migration background","9.09","7","1094","1","2","13","22","37","8.56","9.62","0","45","7","8"
"2007","indirect migration background","5.08","3","506","1","1","7","13","25","4.55","5.61","0","40","3","4"
"2007","no migration background","11.16","8","10020","1","3","17","27","40","10.96","11.36","0","59","8","9"
"2008","direct migration background","8.8","6.75","1029","1","2","13","21","37","8.24","9.36","0","43","7","8"
"2008","indirect migration background","5.2","3","508","0","1","8","14","26","4.65","5.75","0","41","3","4"
"2008","no migration background","11.29","8","9534","1","2","17","28","41","11.08","11.5","0","59","8","9"
"2009","direct migration background","9.04","6","888","1","2","14","21","38","8.44","9.64","0","44","6","8"
"2009","indirect migration background","5.57","3","463","1","1","7","15","27","4.96","6.18","0","42","3","4"
"2009","no migration background","11.49","8","8958","1","2","18","28","41","11.27","11.71","0","64","9","9"
"2010","direct migration background","8.94","6.67","1481","1","2","13","21","36","8.53","9.35","0","41","5","6"
"2010","indirect migration background","6.09","3","671","1","1","9","16","28","5.58","6.6","0","43","3","5"
"2010","no migration background","11.7","9","11819","1","3","19","28","41","11.52","11.88","0","61","8","9"
"2011","direct migration background","8.72","6","1770","1","2","13","21","35","8.34","9.1","0","45","5","6"
"2011","indirect migration background","5.89","3.18","834","0","1","9","15","27","5.41","6.37","0","44","4","4"
"2011","no migration background","11.63","8","14243","1","3","19","28","42","11.46","11.8","0","62","8","9"
"2012","direct migration background","8.46","5","1782","1","2","13","21","35","8.09","8.83","0","45","5","6"
"2012","indirect migration background","6.09","3","852","1","1","10","16","30","5.6","6.58","0","45","3","5"
"2012","no migration background","11.75","8","14001","1","3","19","28","42","11.58","11.92","0","63","8","8"
"2013","direct migration background","7.41","5","4032","1","2","11","19","32","7.2","7.62","0","44","4","4"
"2013","indirect migration background","5.78","3","1402","0","1","8","15","31","5.43","6.13","0","46","3","3"
"2013","no migration background","11.8","8","13527","1","3","19","28","42","11.62","11.98","0","64","8","8"
"2014","direct migration background","7.71","5","3225","1","2","12","20","35","7.47","7.95","0","46","4","4"
"2014","indirect migration background","5.78","3","1200","1","1","7","16","30","5.4","6.16","0","47","3","3"
"2014","no migration background","11.91","8","12277","1","3","19","29","42","11.72","12.1","0","61","8","8"
"2015","direct migration background","7.22","4","3756","0","1","11","19","37","7","7.44","0","46","3","3"
"2015","indirect migration background","5.89","3","1116","0","1","8","15","31","5.47","6.31","0","48","3","4"
"2015","no migration background","11.87","8","11628","1","3","19","29","43","11.67","12.07","0","58","8","8"
"2016","direct migration background","7.26","4","3629","1","2","11","19","33","7.04","7.48","0","48","3","3"
"2016","indirect migration background","5.93","4","1069","1","1","8","15","32","5.51","6.35","0","49","3","4"
"2016","no migration background","11.9","8","10850","1","2","19","29","43","11.7","12.1","0","62","8","8"
"2017","direct migration background","7.62","5","3837","1","2","12","19","32","7.4","7.84","0","45","2","3"
"2017","indirect migration background","5.88","3","1177","1","1","8","16","32","5.46","6.3","0","50","3","3"
"2017","no migration background","11.9","8","12745","1","2","19","29","44","11.71","12.09","0","60","8","8"
"2018","direct migration background","7.44","4","3980","1","1","11","19","34","7.23","7.65","0","46","2","2"
"2018","indirect migration background","5.97","3","1187","1","1","8","16","34","5.54","6.4","0","51","3","3"
"2018","no migration background","11.94","8","12158","1","3","19","29","44","11.74","12.14","0","61","7","8"
"2019","direct migration background","7.4","4","3792","1","1","11","19","33","7.17","7.63","0","55","2","2"
"2019","indirect migration background","6.58","3","1232","1","1","9","19","35","6.1","7.06","0","44","3","4"
"2019","no migration background","12.1","8","13108","1","3","19","30","44","11.9","12.3","0","68","9","10"
