"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","Rural Area","12.05","9","897","2","4","18","27","39","11.43","12.67","0","45","8","10"
"1985","Full Time","Urban Area","11.5","9","3768","2","4","17","25","39","11.22","11.78","0","58","8","9"
"1985","Not Working","Rural Area","13.09","1.91","30","0","0","20","39","67","6.96","19.22","0","67","0","11"
"1985","Not Working","Urban Area","2.53","0","122","0","0","1","10","32","1.54","3.52","0","32","0","0"
"1985","Part Time","Rural Area","8.53","5","287","1","1","13","22","43","7.42","9.64","0","67","3","5"
"1985","Part Time","Urban Area","7.28","4","1169","1","1","11","19","36","6.84","7.72","0","41","3","4"
"1986","Full Time","Rural Area","6.7","2","97","0","1","11","20","32","5.14","8.26","0","32","1","3"
"1986","Full Time","Urban Area","4.12","1","445","0","1","6","12","27","3.57","4.67","0","44","1","2"
"1986","Not Working","Rural Area","","","","","","","","","","","","","",""
"1986","Not Working","Urban Area","1.06","0","35","0","0","0","1","27","-0.53","2.65","0","27","0","0"
"1986","Part Time","Rural Area","1.26","1","63","0","0","1","1","13","0.64","1.88","0","13","1","1"
"1986","Part Time","Urban Area","1.63","1","257","0","1","1","1","23","1.16","2.1","0","43","1","1"
"1987","Full Time","Rural Area","4.83","1","141","0","0","4","16","36","3.54","6.12","0","41","1","1"
"1987","Full Time","Urban Area","3.88","1","500","0","1","5","13","24","3.38","4.38","0","30","1","1"
"1987","Not Working","Rural Area","","","","","","","","","","","","","",""
"1987","Not Working","Urban Area","0.25","0","58","0","0","0","1","4","-0.03","0.53","0","6","0","0"
"1987","Part Time","Rural Area","1.05","1","126","0","1","1","1","11","0.75","1.35","0","16","1","1"
"1987","Part Time","Urban Area","1.21","1","381","0","1","1","1","16","1.01","1.41","0","20","1","1"
"1988","Full Time","Rural Area","12.47","9","827","2","3","19","29","40","11.8","13.14","0","50","8","10"
"1988","Full Time","Urban Area","11.69","9","3519","2","3","18","26","39","11.39","11.99","0","47","8","9"
"1988","Not Working","Rural Area","","","","","","","","","","","","","",""
"1988","Not Working","Urban Area","2.99","0","80","0","0","1","7","35","1.56","4.42","0","35","0","0"
"1988","Part Time","Rural Area","7.87","4","292","1","1","12","20","41","6.94","8.8","0","54","3","4"
"1988","Part Time","Urban Area","7.37","4","1060","1","1","11","18","39","6.9","7.84","0","55","3","4"
"1989","Full Time","Rural Area","","","","","","","","","","","","","",""
"1989","Full Time","Urban Area","","","","","","","","","","","","","",""
"1989","Not Working","Rural Area","","","","","","","","","","","","","",""
"1989","Not Working","Urban Area","","","","","","","","","","","","","",""
"1989","Part Time","Rural Area","","","","","","","","","","","","","",""
"1989","Part Time","Urban Area","","","","","","","","","","","","","",""
"1990","Full Time","Rural Area","12.33","10","829","1","3","19","29","42","11.63","13.03","0","45","8","10"
"1990","Full Time","Urban Area","11.68","9","3337","1","3","18","26","40","11.36","12","0","53","8","9"
"1990","Not Working","Rural Area","","","","","","","","","","","","","",""
"1990","Not Working","Urban Area","1.83","0","74","0","0","2","5","15","1.18","2.48","0","15","0","0"
"1990","Part Time","Rural Area","7.62","4","267","1","1","11","20","35","6.63","8.61","0","40","2","5"
"1990","Part Time","Urban Area","7.23","3","986","1","1","11","19","36","6.76","7.7","0","46","3","3"
"1991","Full Time","Rural Area","12.3","10","854","1","3","20","29","41","11.6","13","0","46","7","10"
"1991","Full Time","Urban Area","11.43","9","3443","1","3","18","26","40","11.12","11.74","0","53","7","9"
"1991","Not Working","Rural Area","","","","","","","","","","","","","",""
"1991","Not Working","Urban Area","3.3","0","110","0","0","1","12","34","2.01","4.59","0","42","0","0"
"1991","Part Time","Rural Area","7.36","4","302","1","1","10","21","37","6.38","8.34","0","43","2","5"
"1991","Part Time","Urban Area","7.26","3","1061","1","1","11","19","40","6.79","7.73","0","58","2","3"
"1992","Full Time","Rural Area","11.31","7","2022","1","2","19","29","41","10.85","11.77","0","47","5","6"
