"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","11.2","8","1214","1","3","17","27","41","10.65","11.75","0","67","7","8"
"1985","Urban Area","10.27","7","5059","1","3","15","24","38","10.03","10.51","0","58","7","8"
"1986","Rural Area","4.18","1","172","0","1","3","15","31","3.22","5.14","0","32","1","1"
"1986","Urban Area","3.13","1","737","0","1","3","10","27","2.74","3.52","0","44","1","1"
"1987","Rural Area","2.88","1","283","0","0","1","8","36","2.18","3.58","0","41","1","1"
"1987","Urban Area","2.57","1","939","0","1","1","8","22","2.28","2.86","0","30","1","1"
"1988","Rural Area","11.02","8","1142","1","2","17","27","40","10.46","11.58","0","54","7","8"
"1988","Urban Area","10.54","8","4659","1","2","16","25","39","10.28","10.8","0","55","7","8"
"1989","Rural Area","","","","","","","","","","","","","",""
"1989","Urban Area","","","","","","","","","","","","","",""
"1990","Rural Area","11.84","9","3262","1","3","18","29","42","11.48","12.2","0","54","9","10"
"1990","Urban Area","10.76","8","5590","1","2","17","25","40","10.51","11.01","0","53","7","8"
"1991","Rural Area","10.81","7","2972","1","2","18","27","41","10.44","11.18","0","55","6","7"
"1991","Urban Area","10.27","7","5608","1","2","16","25","40","10.02","10.52","0","58","6","6"
"1992","Rural Area","9.95","5","2661","1","2","16","27","40","9.57","10.33","0","47","4","5"
"1992","Urban Area","10.21","7","5370","1","2","16","25","40","9.96","10.46","0","54","5","6"
"1993","Rural Area","9.35","5","2593","1","2","14","25","39","8.98","9.72","0","48","3","4"
"1993","Urban Area","10.04","6","5282","1","2","16","24","38","9.79","10.29","0","44","5","6"
"1994","Rural Area","9.64","5","2521","1","2","14","25","39","9.27","10.01","0","49","4","4"
"1994","Urban Area","10.27","7","5045","1","3","16","25","38","10.01","10.53","0","50","5","6"
"1995","Rural Area","9.33","5","2658","1","2","14","25","41","8.97","9.69","0","50","4","5"
"1995","Urban Area","9.94","6","5190","1","2","16","25","38","9.69","10.19","0","51","5","5"
"1996","Rural Area","9.33","5","2588","1","2","13","25","41","8.98","9.68","0","51","5","5"
"1996","Urban Area","10.01","6","5068","1","2","16","25","38","9.76","10.26","0","48","5","6"
"1997","Rural Area","9.2","6","2514","1","2","14","24","39","8.85","9.55","0","47","5","6"
"1997","Urban Area","10.23","7","4885","1","2","16","25","39","9.97","10.49","0","50","6","6"
"1998","Rural Area","9.46","6","2757","1","2","14","24","38","9.13","9.79","0","48","6","6"
"1998","Urban Area","10.32","7","5365","1","2","17","26","38","10.07","10.57","0","53","6","7"
"1999","Rural Area","9.17","6","2780","1","2","13","24","38","8.83","9.51","0","49","5","6"
"1999","Urban Area","10.09","7","5291","1","2","15","26","38","9.84","10.34","0","57","6","7"
"2000","Rural Area","9.4","6","4686","1","2","13","25","39","9.13","9.67","0","53","6","7"
"2000","Urban Area","10.12","7","9065","1","2","15","26","39","9.92","10.32","0","58","6","7"
"2001","Rural Area","9.6","6","4225","1","2","13","25","39","9.32","9.88","0","51","6","7"
"2001","Urban Area","10.14","7","8384","1","2","15","26","40","9.93","10.35","0","59","6","7"
"2002","Rural Area","9.82","7","4318","1","2","13","25","40","9.53","10.11","0","51","7","7"
"2002","Urban Area","10.32","7","9068","1","2","16","26","38","10.12","10.52","0","58","7","8"
"2003","Rural Area","10.23","7","4097","1","3","14","26","39","9.93","10.53","0","49","7","8"
"2003","Urban Area","10.48","7","8547","1","2","16","26","39","10.27","10.69","0","57","7","8"
"2004","Rural Area","10.39","7","3961","1","3","14","26","40","10.08","10.7","0","54","7","8"
"2004","Urban Area","10.66","7","8276","1","3","16","26","40","10.44","10.88","0","56","7","8"
"2005","Rural Area","10.49","7","3736","1","3","15","26","41","10.17","10.81","0","55","7","9"
"2005","Urban Area","10.44","7","7854","1","3","15","26","39","10.22","10.66","0","57","7","8"
"2006","Rural Area","10.49","7","4023","1","2","16","27","39","10.18","10.8","0","56","7","8"
"2006","Urban Area","10.66","7","8173","1","3","16","26","40","10.44","10.88","0","60","8","8"
"2007","Rural Area","10.62","7","3878","1","2","16","27","39","10.3","10.94","0","52","7","8"
"2007","Urban Area","10.6","7","7742","1","2","16","26","39","10.37","10.83","0","59","8","9"
"2008","Rural Area","10.8","8","3674","1","2","17","27","41","10.47","11.13","0","52","8","9"
"2008","Urban Area","10.58","7","7397","1","2","17","26","40","10.34","10.82","0","59","8","8"
"2009","Rural Area","11.26","8","3507","1","2","17","28","42","10.91","11.61","0","55","8","9"
"2009","Urban Area","10.65","7","6802","1","2","17","26","40","10.4","10.9","0","64","8","9"
"2010","Rural Area","11.45","9","4821","1","2","18","28","42","11.17","11.73","0","52","7","8"
"2010","Urban Area","10.91","8","9150","1","2","17","27","40","10.71","11.11","0","61","7","8"
"2011","Rural Area","11.43","8","5979","1","3","18","28","41","11.17","11.69","0","60","7","8"
"2011","Urban Area","10.77","7","10868","1","2","17","26","41","10.58","10.96","0","62","7","8"
"2012","Rural Area","11.69","8","5954","1","3","19","28","41","11.43","11.95","0","55","7","8"
"2012","Urban Area","10.69","7","10681","1","2","17","26","40","10.5","10.88","0","63","7","8"
"2013","Rural Area","11.54","8","6301","1","3","18","28","41","11.29","11.79","0","56","6","7"
"2013","Urban Area","10.5","7","12660","1","2","16","26","41","10.33","10.67","0","64","6","6"
"2014","Rural Area","11.67","8","5679","1","2","18","29","43","11.4","11.94","0","58","7","7"
"2014","Urban Area","10.62","7","11023","1","2","16","26","42","10.43","10.81","0","61","6","6"
"2015","Rural Area","11.5","7","5616","1","2","18","28","42","11.23","11.77","0","58","6","7"
"2015","Urban Area","10.48","6","10884","1","2","16","26","42","10.29","10.67","0","53","5","6"
"2016","Rural Area","11.71","8","5325","1","2","19","29","43","11.43","11.99","0","59","6","6"
"2016","Urban Area","10.38","6","10223","1","2","16","26","42","10.18","10.58","0","62","5","6"
"2017","Rural Area","11.75","8","6214","1","2","18","28","44","11.48","12.02","0","60","6","7"
"2017","Urban Area","10.42","6","11545","1","2","16","27","42","10.23","10.61","0","55","5","6"
"2018","Rural Area","11.82","8","5969","1","2","19","29","44","11.55","12.09","0","61","6","6"
"2018","Urban Area","10.32","6","11356","1","2","16","27","42","10.13","10.51","0","56","5","5"
"2019","Rural Area","12.04","8","6072","1","2","19","29","45","11.76","12.32","0","68","7","8"
"2019","Urban Area","10.62","6","11012","1","2","17","28","42","10.41","10.83","0","65","6","7"
