"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","12.02","10","5416","2","4","18","27","41","11.78","12.26","0","59","8","9"
"1984","Not Working","2.61","0","181","0","0","1","6","37","1.61","3.61","0","50","0","0"
"1984","Part Time","7.49","4","1495","1","1","11","18","38","7.09","7.89","0","57","4","4"
"1985","Full Time","11.62","9","4665","2","4","17","26","39","11.37","11.87","0","58","8","9"
"1985","Not Working","5.27","0","152","0","0","4","16","67","3.77","6.77","0","67","0","1"
"1985","Part Time","7.55","4","1456","1","1","12","20","37","7.13","7.97","0","67","4","4"
"1986","Full Time","4.6","1","542","0","1","6","14","28","4.07","5.13","0","44","1","2"
"1986","Not Working","0.88","0","47","0","0","0","1","27","-0.31","2.07","0","27","0","0"
"1986","Part Time","1.55","1","320","0","1","1","1","20","1.16","1.94","0","43","1","1"
"1987","Full Time","4.09","1","641","0","1","5","13","30","3.61","4.57","0","41","1","1"
"1987","Not Working","0.52","0","74","0","0","0","1","19","-0.03","1.07","0","19","0","0"
"1987","Part Time","1.17","1","507","0","1","1","1","13","1","1.34","0","20","1","1"
"1988","Full Time","11.85","9","4346","2","3","18","27","40","11.57","12.13","0","50","8","9"
"1988","Not Working","2.47","0","103","0","0","1","7","35","1.35","3.59","0","35","0","0"
"1988","Part Time","7.49","4","1352","1","1","12","18","39","7.07","7.91","0","55","3","4"
"1989","Full Time","","","","","","","","","","","","","",""
"1989","Not Working","","","","","","","","","","","","","",""
"1989","Part Time","","","","","","","","","","","","","",""
"1990","Full Time","11.82","9","4166","1","3","18","27","40","11.53","12.11","0","53","8","9"
"1990","Not Working","2.77","0","87","0","0","2","5","44","1.63","3.91","0","44","0","0"
"1990","Part Time","7.32","3","1253","1","1","11","20","35","6.89","7.75","0","46","3","3"
"1991","Full Time","11.62","9","4297","1","3","18","27","40","11.33","11.91","0","53","8","9"
"1991","Not Working","2.94","0","134","0","0","1","8","37","1.74","4.14","0","42","0","0"
"1991","Part Time","7.28","3","1363","1","1","11","20","40","6.86","7.7","0","58","2","3"
"1992","Full Time","11.17","7","6226","1","2","18","27","40","10.92","11.42","0","52","6","7"
"1992","Not Working","2.91","1","130","0","0","2","6","37","1.9","3.92","0","38","0","1"
"1992","Part Time","7","3","1756","1","1","11","20","39","6.63","7.37","0","54","2","3"
"1993","Full Time","10.82","7","5990","1","3","17","26","39","10.58","11.06","0","48","6","6"
"1993","Not Working","2.24","1","187","0","0","2","7","26","1.61","2.87","0","29","0","1"
"1993","Part Time","7.37","3","1698","1","1","11","21","36","6.99","7.75","0","42","2","3"
"1994","Full Time","11.12","7","5717","2","3","18","26","39","10.87","11.37","0","49","6","7"
"1994","Not Working","2.39","0","161","0","0","2","6","39","1.56","3.22","0","44","0","1"
"1994","Part Time","7.44","4","1688","1","1","11","21","36","7.06","7.82","0","50","3","3"
"1995","Full Time","10.9","7","5684","2","3","17","26","40","10.65","11.15","0","46","5","6"
"1995","Not Working","3.65","1","186","0","0","3","12","36","2.71","4.59","0","40","0","1"
"1995","Part Time","7.19","3","1978","1","1","10","20","37","6.85","7.53","0","51","2","3"
"1996","Full Time","10.91","7","5489","1","3","17","26","39","10.66","11.16","0","51","6","6"
"1996","Not Working","2.65","1","156","0","0","2","8","38","1.82","3.48","0","39","0","1"
"1996","Part Time","7.47","4","2011","1","1","11","21","35","7.12","7.82","0","43","3","4"
"1997","Full Time","10.98","7","5358","2","3","17","26","40","10.73","11.23","0","49","6","7"
"1997","Not Working","1.36","0","130","0","0","1","3","21","0.83","1.89","0","21","0","0"
"1997","Part Time","7.66","4","1911","1","1","11","22","39","7.28","8.04","0","50","3","4"
"1998","Full Time","11.28","8","5753","2","3","18","27","39","11.04","11.52","0","50","7","7"
"1998","Not Working","0.41","0","135","0","0","0","1","7","0.13","0.69","0","12","0","0"
"1998","Part Time","7.72","4","2234","1","1","11","21","37","7.36","8.08","0","53","3","4"
"1999","Full Time","11","8","5635","1","3","17","26","39","10.76","11.24","0","57","7","7"
"1999","Not Working","2.48","0","143","0","0","1","9","27","1.54","3.42","0","45","0","0"
"1999","Part Time","7.47","4","2293","1","1","10","21","37","7.13","7.81","0","51","3","4"
"2000","Full Time","11.01","8","9687","1","3","17","27","39","10.82","11.2","0","58","8","8"
"2000","Not Working","1.55","0","264","0","0","0","3","25","0.95","2.15","0","36","0","0"
"2000","Part Time","7.72","4","3799","1","1","11","21","38","7.44","8","0","53","4","4"
"2001","Full Time","11.12","8","8761","1","3","16","27","40","10.92","11.32","0","59","8","8"
"2001","Not Working","1.86","0","229","0","0","1","5","29","1.17","2.55","0","47","0","0"
"2001","Part Time","7.7","4","3619","1","1","11","21","38","7.42","7.98","0","48","3","4"
"2002","Full Time","11.35","8","9244","2","3","17","27","40","11.15","11.55","0","58","9","9"
"2002","Not Working","2.27","0","211","0","0","2","6","28","1.63","2.91","0","42","0","0"
"2002","Part Time","7.84","4","3931","1","1","12","21","36","7.56","8.12","0","51","4","5"
"2003","Full Time","11.56","8","8621","2","3","17","28","40","11.35","11.77","0","57","9","9"
"2003","Not Working","2","0","183","0","0","2","4","27","1.13","2.87","0","48","0","1"
"2003","Part Time","8.23","4","3840","1","1","12","22","38","7.94","8.52","0","52","4","5"
"2004","Full Time","11.72","9","8199","2","3","17","27","40","11.5","11.94","0","56","9","10"
"2004","Not Working","2.26","0","178","0","0","1","4","37","1.29","3.23","0","48","0","1"
