"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","10.96","8","6911","1","3","16","25","40","10.75","11.17","0","59","7","8"
"1984","Not Employed","2.61","0","181","0","0","1","6","37","1.61","3.61","0","50","0","0"
"1985","Employed","10.59","8","6121","1","3","16","25","39","10.37","10.81","0","67","7","8"
"1985","Not Employed","5.27","0","152","0","0","4","16","67","3.77","6.77","0","67","0","1"
"1986","Employed","3.46","1","862","0","1","3","12","28","3.08","3.84","0","44","1","1"
"1986","Not Employed","0.88","0","47","0","0","0","1","27","-0.31","2.07","0","27","0","0"
"1987","Employed","2.79","1","1148","0","1","1","8","27","2.5","3.08","0","41","1","1"
"1987","Not Employed","0.52","0","74","0","0","0","1","19","-0.03","1.07","0","19","0","0"
"1988","Employed","10.79","8","5698","1","3","16","26","40","10.55","11.03","0","55","7","8"
"1988","Not Employed","2.47","0","103","0","0","1","7","35","1.35","3.59","0","35","0","0"
"1989","Employed","","","","","","","","","","","","","",""
"1989","Not Employed","","","","","","","","","","","","","",""
"1990","Employed","10.74","8","5419","1","2","17","25","40","10.49","10.99","0","53","7","8"
"1990","Not Employed","2.77","0","87","0","0","2","5","44","1.63","3.91","0","44","0","0"
"1991","Employed","10.53","7","5660","1","2","17","25","40","10.28","10.78","0","58","6","7"
"1991","Not Employed","2.94","0","134","0","0","1","8","37","1.74","4.14","0","42","0","0"
"1992","Employed","10.2","6","7982","1","2","16","26","40","9.99","10.41","0","54","5","6"
"1992","Not Employed","2.91","1","130","0","0","2","6","37","1.9","3.92","0","38","0","1"
"1993","Employed","10.01","6","7688","1","2","16","25","39","9.8","10.22","0","48","5","5"
"1993","Not Employed","2.24","1","187","0","0","2","7","26","1.61","2.87","0","29","0","1"
"1994","Employed","10.24","6","7405","1","3","16","25","39","10.03","10.45","0","50","5","5"
"1994","Not Employed","2.39","0","161","0","0","2","6","39","1.56","3.22","0","44","0","1"
"1995","Employed","9.9","6","7662","1","2","15","25","39","9.69","10.11","0","51","5","5"
"1995","Not Employed","3.65","1","186","0","0","3","12","36","2.71","4.59","0","40","0","1"
"1996","Employed","9.96","6","7500","1","2","16","25","39","9.75","10.17","0","51","5","6"
"1996","Not Employed","2.65","1","156","0","0","2","8","38","1.82","3.48","0","39","0","1"
"1997","Employed","10.08","6","7269","1","2","16","25","39","9.87","10.29","0","50","6","6"
"1997","Not Employed","1.36","0","130","0","0","1","3","21","0.83","1.89","0","21","0","0"
"1998","Employed","10.25","7","7987","1","3","16","26","39","10.05","10.45","0","53","6","7"
"1998","Not Employed","0.41","0","135","0","0","0","1","7","0.13","0.69","0","12","0","0"
"1999","Employed","9.95","7","7928","1","2","15","25","38","9.75","10.15","0","57","6","6"
"1999","Not Employed","2.48","0","143","0","0","1","9","27","1.54","3.42","0","45","0","0"
"2000","Employed","10.08","7","13486","1","2","15","26","39","9.92","10.24","0","58","7","7"
"2000","Not Employed","1.55","0","264","0","0","0","3","25","0.95","2.15","0","36","0","0"
"2001","Employed","10.12","7","12380","1","2","15","26","39","9.95","10.29","0","59","7","7"
"2001","Not Employed","1.86","0","229","0","0","1","5","29","1.17","2.55","0","47","0","0"
"2002","Employed","10.31","7","13175","1","2","15","26","39","10.14","10.48","0","58","7","8"
"2002","Not Employed","2.27","0","211","0","0","2","6","28","1.63","2.91","0","42","0","0"
"2003","Employed","10.53","7","12461","1","3","16","26","39","10.35","10.71","0","57","7","8"
"2003","Not Employed","2","0","183","0","0","2","4","27","1.13","2.87","0","48","0","1"
"2004","Employed","10.71","7","12059","1","3","16","26","40","10.53","10.89","0","56","8","8"
"2004","Not Employed","2.26","0","178","0","0","1","4","37","1.29","3.23","0","48","0","1"
"2005","Employed","10.59","7","11419","1","3","15","26","39","10.41","10.77","0","57","8","8"
"2005","Not Employed","1.68","0","171","0","0","1","3","26","0.9","2.46","0","46","0","0"
"2006","Employed","10.78","7","11999","1","3","16","26","40","10.6","10.96","0","60","8","8"
"2006","Not Employed","1.17","0","197","0","0","0","2","17","0.45","1.89","0","51","0","0"
"2007","Employed","10.8","7","11405","1","3","16","27","39","10.61","10.99","0","59","8","9"
"2007","Not Employed","1.86","0","215","0","0","1","3","52","0.9","2.82","0","52","0","0"
"2008","Employed","10.84","8","10871","1","2","17","27","40","10.64","11.04","0","59","8","9"
"2008","Not Employed","1.73","0","200","0","0","1","3","31","0.73","2.73","0","46","0","0"
"2009","Employed","10.98","8","10167","1","2","17","27","40","10.78","11.18","0","64","8","9"
"2009","Not Employed","1.76","0","142","0","0","1","4","25","0.81","2.71","0","35","0","0"
"2010","Employed","11.24","8","13623","1","2","18","27","40","11.07","11.41","0","61","8","8"
"2010","Not Employed","2.04","0","348","0","0","1","10","19","1.47","2.61","0","32","0","0"
"2011","Employed","11.17","8","16421","1","3","18","27","41","11.02","11.32","0","62","8","8"
"2011","Not Employed","1.22","0","426","0","0","0","2","19","0.78","1.66","0","22","0","0"
"2012","Employed","11.14","8","16186","1","2","18","27","41","10.98","11.3","0","63","7","8"
"2012","Not Employed","4.83","0","449","0","0","4","20","38","4.08","5.58","0","41","0","0"
"2013","Employed","11.52","8","15311","1","3","18","28","41","11.36","11.68","0","64","7","8"
"2013","Not Employed","5.12","3","3650","0","1","7","13","28","4.91","5.33","0","58","3","3"
"2014","Employed","11.13","7","16092","1","2","17","27","42","10.97","11.29","0","61","7","7"
"2014","Not Employed","4.83","1","610","0","0","5","16","41","4.26","5.4","0","44","0","1"
"2015","Employed","11.21","7","14996","1","2","17","27","42","11.05","11.37","0","58","7","7"
"2015","Not Employed","2.52","1","1504","0","0","3","6","30","2.32","2.72","0","41","1","1"
"2016","Employed","11.04","7","14639","1","2","17","27","42","10.87","11.21","0","62","6","7"
"2016","Not Employed","1.83","0","906","0","0","1","5","21","1.6","2.06","0","54","0","0"
"2017","Employed","11.1","7","16616","1","2","17","27","43","10.94","11.26","0","60","6","7"
"2017","Not Employed","2.19","0","1143","0","0","1","6","36","1.98","2.4","0","36","0","0"
"2018","Employed","11","7","16197","1","2","17","28","43","10.84","11.16","0","61","6","6"
"2018","Not Employed","2.34","0","1128","0","0","1","6","38","2.14","2.54","0","56","0","0"
"2019","Employed","11.09","7","16883","1","2","18","28","43","10.92","11.26","0","68","7","8"
"2019","Not Employed","7.67","2","1249","0","0","12","24","44","7.17","8.17","0","56","0","0"
