"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","10.11","6","803","1","2","15","26","39","9.43","10.79","0","57","5","7"
"1984","lower secondary degree","11.85","9","3271","1","4","18","27","42","11.51","12.19","0","59","8","9"
"1984","no degree/no degree yet","7.99","7","668","1","3","12","16","22","7.54","8.44","0","30","8","10"
"1984","Other degree","8.09","7","1081","1","3","12","15","23","7.73","8.45","0","40","7","9"
"1984","secondary school degree","9.1","6","1219","1","2","13","24","38","8.6","9.6","0","51","5","6"
"1985","college entrance qualification","9.75","6","748","1","2","15","25","39","9.06","10.44","0","58","5","7"
"1985","lower secondary degree","11.59","9","2883","1","4","17","26","40","11.23","11.95","0","67","7","8"
"1985","no degree/no degree yet","8.8","8","519","1","4","13","16","23","8.29","9.31","0","38","9","11"
"1985","Other degree","8.19","6","895","1","3","12","16","25","7.78","8.6","0","41","8","9"
"1985","secondary school degree","8.95","6","1150","1","2","13","23","36","8.45","9.45","0","49","5","6"
"1986","college entrance qualification","2.82","1","165","0","0","2","9","22","2.09","3.55","0","31","1","1"
"1986","lower secondary degree","3.83","1","419","0","1","4","13","32","3.23","4.43","0","44","1","1"
"1986","no degree/no degree yet","2.8","1","38","0","1","1","12","23","0.96","4.64","0","23","1","1"
"1986","Other degree","2.1","1","57","0","0","1","3","25","0.67","3.53","0","25","1","1"
"1986","secondary school degree","3.16","1","216","0","1","3","10","28","2.49","3.83","0","28","1","1"
"1987","college entrance qualification","2.63","1","202","0","1","1","7","20","1.99","3.27","0","25","1","1"
"1987","lower secondary degree","2.66","1","550","0","0","1","8","30","2.23","3.09","0","41","1","1"
"1987","no degree/no degree yet","3.16","1","49","0","0","1","14","20","1.63","4.69","0","20","1","1"
"1987","Other degree","2.42","1","105","0","0","1","6","23","1.38","3.46","0","23","1","1"
"1987","secondary school degree","2.76","1","283","0","1","1","8","23","2.19","3.33","0","27","1","1"
"1988","college entrance qualification","9.35","6","760","1","2","15","25","38","8.68","10.02","0","43","5","6"
"1988","lower secondary degree","11.79","9","2637","1","3","18","27","41","11.4","12.18","0","54","7","8"
"1988","no degree/no degree yet","9.62","9","403","1","3","15","19","25","8.93","10.31","0","31","9","12"
"1988","Other degree","9.97","9","750","1","3","15","19","26","9.47","10.47","0","44","9","10"
"1988","secondary school degree","9.48","7","1131","1","2","15","23","38","8.97","9.99","0","55","5","7"
"1989","college entrance qualification","","","","","","","","","","","","","",""
"1989","lower secondary degree","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","Other degree","","","","","","","","","","","","","",""
"1989","secondary school degree","","","","","","","","","","","","","",""
"1990","college entrance qualification","9.24","5","1215","1","2","15","24","40","8.71","9.77","0","46","5","6"
