"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-W?rttemberg","10.62","8","1436","1","3","15","25","41","10.17","11.07","0","58","7","8"
"1984","Bavaria","11.17","8","1256","1","3","16","26","43","10.65","11.69","0","49","7","9"
"1984","Berlin","9.3","6","264","1","2","15","23","32","8.35","10.25","0","39","5","8"
"1984","Brandenburg","","","","","","","","","","","","","",""
"1984","Bremen","11.19","9","54","1","2","13","29","39","8.55","13.83","0","39","2","11"
"1984","Hamburg","10.01","7","177","1","3","15","25","42","8.79","11.23","0","42","5","8"
"1984","Hesse","10.74","7","744","1","3","16","26","41","10.08","11.4","0","56","6","7"
"1984","Lower Saxony","10.72","8","670","1","3","15","25","39","10.03","11.41","0","59","7","9"
"1984","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","10.93","8","1814","1","3","16","25","40","10.52","11.34","0","57","7","8"
"1984","Rhineland-Palatinate,Saarland","10.8","7","452","1","3","15","25","41","9.94","11.66","0","51","7","9"
"1984","Saxony","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","","","","","","","","","","","","","",""
"1984","Schleswig-Holstein","9.87","6","225","1","3","16","23","42","8.72","11.02","0","43","5","8"
"1984","Thuringia","","","","","","","","","","","","","",""
"1985","Baden-W?rttemberg","10.35","7","1277","1","3","15","25","39","9.88","10.82","0","44","7","8"
"1985","Bavaria","10.69","7","1136","1","3","15","26","41","10.14","11.24","0","67","6","8"
"1985","Berlin","9.09","5.12","221","1","3","15","21","30","8.05","10.13","0","33","5","7"
"1985","Brandenburg","","","","","","","","","","","","","",""
"1985","Bremen","9.94","7.8","40","0","1","13","28","40","6.69","13.19","0","40","3","11"
"1985","Hamburg","9.69","6","157","1","2","16","25","43","8.28","11.1","0","43","5","8"
"1985","Hesse","10.52","7","649","1","3","15","27","38","9.83","11.21","0","45","6","7"
"1985","Lower Saxony","10.23","8","556","1","3","15","24","37","9.49","10.97","0","44","7","8"
"1985","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","10.74","8","1640","1","3","16","25","38","10.31","11.17","0","58","7","9"
"1985","Rhineland-Palatinate,Saarland","10.51","7","405","1","3","14","25","38","9.63","11.39","0","67","7","8"
"1985","Saxony","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","10.46","7","192","1","3","16","23","32","9.27","11.65","0","42","6","10"
"1985","Thuringia","","","","","","","","","","","","","",""
"1986","Baden-W?rttemberg","2.99","1","193","0","1","1","7","31","2.13","3.85","0","43","1","1"
"1986","Bavaria","3.66","1","143","0","1","2","14","28","2.62","4.7","0","32","1","1"
"1986","Berlin","2.25","1","48","0","1","1","8","17","0.93","3.57","0","18","1","1"
"1986","Brandenburg","","","","","","","","","","","","","",""
"1986","Bremen","","","","","","","","","","","","","",""
"1986","Hamburg","","","","","","","","","","","","","",""
"1986","Hesse","3.64","1","98","0","1","4","14","28","2.66","4.62","0","28","1","1"
"1986","Lower Saxony","2.98","1","94","0","0","2","11","20","1.9","4.06","0","31","1","1"
"1986","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","3.12","1","212","0","1","4","10","18","2.46","3.78","0","25","1","1"
"1986","Rhineland-Palatinate,Saarland","3.34","1","67","0","1","4","12","21","2.17","4.51","0","21","1","2"
"1986","Saxony","","","","","","","","","","","","","",""
"1986","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","","","","","","","","","","","","","",""
"1986","Thuringia","","","","","","","","","","","","","",""
"1987","Baden-W?rttemberg","2.04","1","204","0","0","1","5","20","1.5","2.58","0","23","1","1"
"1987","Bavaria","2.33","1","229","0","0","1","4","27","1.72","2.94","0","31","1","1"
"1987","Berlin","4.24","1","60","0","1","4","18","24","2.62","5.86","0","24","1","2"
"1987","Brandenburg","","","","","","","","","","","","","",""
"1987","Bremen","","","","","","","","","","","","","",""
"1987","Hamburg","","","","","","","","","","","","","",""
"1987","Hesse","3.52","1","129","0","0","2","12","30","2.5","4.54","0","30","1","1"
"1987","Lower Saxony","3.07","1","138","0","1","1","11","36","2.18","3.96","0","36","1","1"
"1987","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1987","North Rhine-Westphalia","2.41","1","314","0","1","1","8","20","1.93","2.89","0","25","1","1"
"1987","Rhineland-Palatinate,Saarland","3","1","69","0","1","1","7","41","1.57","4.43","0","41","1","1"
"1987","Saxony","","","","","","","","","","","","","",""
"1987","Saxony-Anhalt","","","","","","","","","","","","","",""
"1987","Schleswig-Holstein","3.22","1","39","0","1","1","12","29","1.02","5.42","0","29","1","1"
"1987","Thuringia","","","","","","","","","","","","","",""
