"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","9","6","471","1","2","13","23","37","8.22","9.78","0","67","5","6"
"1985","Rural Area","Male","12.64","10","743","1","4","19","29","43","11.9","13.38","0","67","8","10"
"1985","Urban Area","Female","8.03","6","1951","1","2","12","19","36","7.71","8.35","0","43","5","6"
"1985","Urban Area","Male","11.77","9","3108","1","3","18","27","40","11.44","12.1","0","58","8","9"
"1986","Rural Area","Female","2.5","1","69","0","0","1","9","28","1.35","3.65","0","28","1","1"
"1986","Rural Area","Male","5.33","1","103","0","1","8","20","32","3.92","6.74","0","32","1","2"
"1986","Urban Area","Female","2.71","1","273","0","1","2","7","27","2.15","3.27","0","44","1","1"
"1986","Urban Area","Male","3.38","1","464","0","1","4","12","27","2.86","3.9","0","43","1","1"
"1987","Rural Area","Female","2.37","1","130","0","0","1","8","36","1.53","3.21","0","36","1","1"
"1987","Rural Area","Male","3.35","1","153","0","0","1","12","31","2.27","4.43","0","41","1","1"
"1987","Urban Area","Female","1.79","1","394","0","1","1","4","19","1.47","2.11","0","22","1","1"
"1987","Urban Area","Male","3.19","1","545","0","1","2","11","24","2.75","3.63","0","30","1","1"
"1988","Rural Area","Female","8.62","6","466","1","2","12","22","38","7.85","9.39","0","42","4","7"
"1988","Rural Area","Male","12.68","10","676","1","3","20","29","42","11.91","13.45","0","54","8","10"
"1988","Urban Area","Female","8.42","6","1829","1","2","13","19","39","8.06","8.78","0","55","5","6"
"1988","Urban Area","Male","12","9","2830","1","3","19","27","40","11.65","12.35","0","47","8","9"
"1989","Rural Area","Female","","","","","","","","","","","","","",""
"1989","Rural Area","Male","","","","","","","","","","","","","",""
"1989","Urban Area","Female","","","","","","","","","","","","","",""
"1989","Urban Area","Male","","","","","","","","","","","","","",""
"1990","Rural Area","Female","10.38","7","1467","1","2","16","25","39","9.89","10.87","0","44","7","9"
"1990","Rural Area","Male","12.96","10","1795","1","3","20","30","43","12.46","13.46","0","54","9","11"
"1990","Urban Area","Female","8.81","6","2340","1","2","14","21","37","8.46","9.16","0","53","5","6"
"1990","Urban Area","Male","12.16","10","3250","1","3","19","28","40","11.81","12.51","0","47","9","10"
"1991","Rural Area","Female","9.47","6","1290","1","2","15","24","40","8.95","9.99","0","43","5","7"
"1991","Rural Area","Male","11.76","9","1682","1","2","20","29","41","11.24","12.28","0","55","6","9"
"1991","Urban Area","Female","8.41","5","2367","1","2","13","21","35","8.08","8.74","0","58","4","5"
"1991","Urban Area","Male","11.64","9","3241","1","2","19","27","41","11.29","11.99","0","53","7","8"
"1992","Rural Area","Female","8.46","4","1132","1","1","13","23","40","7.92","9","0","42","3","5"
"1992","Rural Area","Male","10.95","6","1529","1","2","19","29","40","10.41","11.49","0","47","4","6"
"1992","Urban Area","Female","8.45","5","2257","1","2","13","21","35","8.12","8.78","0","52","4","5"
"1992","Urban Area","Male","11.48","8","3113","1","2","19","27","41","11.13","11.83","0","54","6","7"
"1993","Rural Area","Female","8.11","4","1121","1","2","12","22","37","7.6","8.62","0","48","3","4"
"1993","Rural Area","Male","10.23","5","1472","1","2","16","28","41","9.71","10.75","0","48","3","5"
"1993","Urban Area","Female","8.16","5","2247","1","2","13","21","35","7.83","8.49","0","42","4","4"
"1993","Urban Area","Male","11.42","8","3035","1","3","19","27","39","11.07","11.77","0","44","7","8"
"1994","Rural Area","Female","8.27","4","1096","1","2","12","21","38","7.76","8.78","0","44","4","4"
"1994","Rural Area","Male","10.62","5","1425","1","2","17","28","41","10.09","11.15","0","49","4","5"
"1994","Urban Area","Female","8.34","5","2149","1","2","13","21","32","8.01","8.67","0","44","4","5"
"1994","Urban Area","Male","11.66","8","2896","1","3","19","27","40","11.29","12.03","0","50","7","8"
"1995","Rural Area","Female","8.04","4","1156","1","2","12","22","39","7.55","8.53","0","45","4","4"
"1995","Rural Area","Male","10.23","5","1502","1","2","16","28","42","9.72","10.74","0","50","4","5"
"1995","Urban Area","Female","8.29","5","2214","1","2","13","21","33","7.96","8.62","0","43","4","5"
"1995","Urban Area","Male","11.12","7","2976","1","3","18","27","39","10.77","11.47","0","51","6","7"
"1996","Rural Area","Female","8.13","5","1131","1","2","12","21","39","7.65","8.61","0","45","4","5"
"1996","Rural Area","Male","10.17","6","1457","1","2","16","26","42","9.67","10.67","0","51","5","5"
"1996","Urban Area","Female","8.43","5","2187","1","2","12","21","34","8.1","8.76","0","48","5","5"
"1996","Urban Area","Male","11.16","7","2881","1","3","18","27","39","10.8","11.52","0","47","6","7"
"1997","Rural Area","Female","8.01","5","1087","1","2","11","21","35","7.53","8.49","0","43","5","6"
"1997","Rural Area","Male","10.04","6","1427","1","2","15","26","40","9.54","10.54","0","47","5","6"
"1997","Urban Area","Female","8.64","5","2118","1","2","13","22","34","8.3","8.98","0","50","5","5"
"1997","Urban Area","Male","11.39","8","2767","1","3","18","27","40","11.02","11.76","0","49","6","7"
"1998","Rural Area","Female","8.36","6","1198","1","2","12","20","34","7.9","8.82","0","44","5","6"
"1998","Rural Area","Male","10.23","7","1559","1","2","16","27","40","9.76","10.7","0","48","6","6"
"1998","Urban Area","Female","8.94","6","2316","1","2","13","23","35","8.61","9.27","0","49","5","6"
"1998","Urban Area","Male","11.31","8","3049","1","2","19","28","41","10.95","11.67","0","53","7","7"
