"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","Female","10.09","7","580","2","4","14","22","38","9.42","10.76","0","49","6","8"
"1984","(Married) couple without C.","Male","15.52","12","789","2","4","25","34","48","14.7","16.34","0","59","10","12"
"1984","1-pers.-HH","Female","10.96","7","249","1","3","15","25","57","9.7","12.22","0","58","5","10"
"1984","1-pers.-HH","Male","9.14","6","374","1","3","13","21","39","8.33","9.95","0","43","6","8"
"1984","Couple + C. GT 16 ","Female","7.58","5","457","1","2","12","16","34","6.91","8.25","0","49","5","6"
"1984","Couple + C. GT 16 ","Male","13.31","10","775","1","3","22","31","43","12.54","14.08","0","51","8","11"
"1984","Couple + C. LE 16","Female","7.01","5","643","1","2","10","15","24","6.58","7.44","0","28","5","6"
"1984","Couple + C. LE 16","Male","10.51","9","1425","1","4","15","21","34","10.14","10.88","0","40","8","10"
"1984","Couple + C. LE and GT 16","Female","5.75","3","366","1","2","8","15","26","5.13","6.37","0","34","3","4"
"1984","Couple + C. LE and GT 16","Male","12.16","10","705","1","3","20","28","37","11.46","12.86","0","46","7","10"
"1984","Single parent","Female","7.13","4","186","1","2","11","18","30","6.15","8.11","0","36","4","6"
"1984","Single parent","Male","8.23","5.43","132","0","2","13","20","30","6.9","9.56","0","33","4","7"
"1985","(Married) couple without C.","Female","9.74","7","528","1","4","14","21","36","9.06","10.42","0","41","6","8"
"1985","(Married) couple without C.","Male","14.66","12","691","1","5","23","32","43","13.84","15.48","0","58","11","13"
"1985","1-pers.-HH","Female","9.29","6","233","1","3","14","21","42","8.2","10.38","0","43","5","7"
"1985","1-pers.-HH","Male","8.73","6","319","1","2","13","20","37","7.88","9.58","0","40","6","8"
"1985","Couple + C. GT 16 ","Female","7.57","5","486","1","2","11","17","31","6.93","8.21","0","37","5","6"
"1985","Couple + C. GT 16 ","Male","13.13","9","747","1","3","22","30","44","12.33","13.93","0","67","7","10"
"1985","Couple + C. LE 16","Female","6.92","5","567","1","2","10","16","26","6.44","7.4","0","29","5","6"
"1985","Couple + C. LE 16","Male","10.65","9","1189","1","5","15","21","34","10.24","11.06","0","41","8","10"
"1985","Couple + C. LE and GT 16","Female","6.18","4","283","1","1","9","16","27","5.46","6.9","0","33","4","6"
"1985","Couple + C. LE and GT 16","Male","11.86","10","594","1","3","18","27","37","11.13","12.59","0","40","7","10"
"1985","Single parent","Female","6.98","4","193","1","2","10","17","30","5.98","7.98","0","37","3","6"
"1985","Single parent","Male","9.26","6.97","112","1","1","14","24","35","7.68","10.84","0","35","3","8"
"1986","(Married) couple without C.","Female","3.71","1","96","0","1","4","10","28","2.67","4.75","0","28","1","2"
"1986","(Married) couple without C.","Male","5.24","1","115","0","1","8","14","31","4.09","6.39","0","31","1","3"
"1986","1-pers.-HH","Female","3.59","1","32","0","1","1","8","44","0.67","6.51","0","44","1","1"
"1986","1-pers.-HH","Male","1.98","1","43","0","0","1","6","18","0.82","3.14","0","18","0","1"
"1986","Couple + C. GT 16 ","Female","2.07","1","83","0","1","1","6","14","1.23","2.91","0","27","1","1"
"1986","Couple + C. GT 16 ","Male","2.34","1","125","0","0","1","5","27","1.38","3.3","0","43","1","1"
"1986","Couple + C. LE 16","Female","2.99","1","41","0","1","2","12","13","1.48","4.5","0","19","1","1"
"1986","Couple + C. LE 16","Male","4.83","1","147","0","1","7","16","27","3.73","5.93","0","32","1","1"
"1986","Couple + C. LE and GT 16","Female","1.02","1","47","0","1","1","1","9","0.64","1.4","0","9","1","1"
"1986","Couple + C. LE and GT 16","Male","4.34","1","83","0","1","4","15","25","3.06","5.62","0","31","1","1"
"1986","Single parent","Female","","","","","","","","","","","","","",""
"1986","Single parent","Male","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","Female","2.34","1","110","0","1","2","8","18","1.56","3.12","0","22","1","1"
"1987","(Married) couple without C.","Male","3.53","1","129","0","0","4","12","25","2.43","4.63","0","29","1","2"
