"transab_cat","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1992","Not Employed","no migration background","1107","0.290713300502387","0.274797535823372","0.306629065181402","1"
"Very low transfer dependency","1992","Not Employed","direct migration background","353","0.352975106363653","0.318773225235266","0.38717698749204","1"
"Very low transfer dependency","1992","Employed","direct migration background","1016","0.538012891515798","0.513810094507776","0.56221568852382","1"
"Very low transfer dependency","1992","Employed","indirect migration background","113","0.466520372970486","0.40204729567843","0.530993450262542","1"
"Complete transfer dependency","1993","Not Employed","direct migration background","18","","","","5"
"Complete transfer dependency","1993","Not Employed","no migration background","37","0.0128418780162504","0.00903541629767628","0.0166483397348244","5"
"Complete transfer dependency","1993","Not Employed","indirect migration background","2","","","","5"
"Complete transfer dependency","1993","Employed","no migration background","","","","","5"
"Complete transfer dependency","1993","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1993","Employed","indirect migration background","","","","","5"
"High transfer dependency","1993","Not Employed","no migration background","70","0.0170211595559833","0.0126481493507765","0.0213941697611902","3"
"High transfer dependency","1993","Not Employed","direct migration background","34","0.0258214087776263","0.0147686903489394","0.0368741272063132","3"
"High transfer dependency","1993","Not Employed","indirect migration background","5","","","","3"
"High transfer dependency","1993","Employed","no migration background","81","0.0116396349108","0.00901984649006049","0.0142594233315394","3"
"High transfer dependency","1993","Employed","direct migration background","16","","","","3"
"High transfer dependency","1993","Employed","indirect migration background","6","","","","3"
"Low transfer dependency","1993","Not Employed","no migration background","268","0.0463169544365614","0.0392115980964507","0.053422310776672","2"
"Low transfer dependency","1993","Not Employed","direct migration background","74","0.0623789768283146","0.0455253784298114","0.0792325752268179","2"
"Low transfer dependency","1993","Not Employed","indirect migration background","9","","","","2"
"Low transfer dependency","1993","Employed","no migration background","376","0.0404087565904781","0.0355990369708002","0.045218476210156","2"
"Low transfer dependency","1993","Employed","direct migration background","45","0.023143095341991","0.0157687778703736","0.0305174128136083","2"
"Low transfer dependency","1993","Employed","indirect migration background","12","","","","2"
"No transfer dependency","1993","Not Employed","no migration background","1784","0.62622793617013","0.609871696228443","0.642584176111817","0"
"No transfer dependency","1993","Not Employed","direct migration background","275","0.488324925691868","0.453490277703715","0.523159573680022","0"
"No transfer dependency","1993","Not Employed","indirect migration background","13","","","","0"
"No transfer dependency","1993","Employed","no migration background","2459","0.469636747987961","0.457446665989532","0.481826829986389","0"
"No transfer dependency","1993","Employed","direct migration background","537","0.424194969121074","0.399955889947575","0.448434048294574","0"
"No transfer dependency","1993","Employed","indirect migration background","110","0.397364824219515","0.340551839002371","0.454177809436658","0"
"Very high transfer dependency","1993","Not Employed","no migration background","59","0.0173766884487856","0.0129590428345962","0.0217943340629751","4"
"Very high transfer dependency","1993","Employed","no migration background","27","","","","4"
"Very high transfer dependency","1993","Not Employed","indirect migration background","2","","","","4"
"Very high transfer dependency","1993","Not Employed","direct migration background","25","","","","4"
"Very high transfer dependency","1993","Employed","indirect migration background","4","","","","4"
"Very high transfer dependency","1993","Employed","direct migration background","3","","","","4"
"Very low transfer dependency","1993","Not Employed","indirect migration background","134","0.797400070523826","0.736071350786124","0.858728790261528","1"
"Very low transfer dependency","1993","Employed","no migration background","3496","0.47519584676854","0.4629982624695","0.48739343106758","1"
"Very low transfer dependency","1993","Not Employed","direct migration background","365","0.378062483564878","0.344270396281063","0.411854570848694","1"
"Very low transfer dependency","1993","Not Employed","no migration background","1143","0.280215383372289","0.265032260665568","0.29539850607901","1"
"Very low transfer dependency","1993","Employed","direct migration background","996","0.543315149222214","0.518884790557991","0.567745507886438","1"
"Very low transfer dependency","1993","Employed","indirect migration background","153","0.527956834164461","0.469998522461421","0.585915145867501","1"
"Complete transfer dependency","1994","Not Employed","no migration background","48","0.0165395159076175","0.0122898978781051","0.0207891339371299","5"
"Complete transfer dependency","1994","Not Employed","direct migration background","26","","","","5"
"Complete transfer dependency","1994","Not Employed","indirect migration background","2","","","","5"
"Complete transfer dependency","1994","Employed","no migration background","","","","","5"
"Complete transfer dependency","1994","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1994","Employed","indirect migration background","","","","","5"
"High transfer dependency","1994","Not Employed","no migration background","89","0.018922913550046","0.0143829160825553","0.0234629110175368","3"
"High transfer dependency","1994","Not Employed","direct migration background","34","0.0371859585581908","0.0242270973574292","0.0501448197589523","3"
"High transfer dependency","1994","Not Employed","indirect migration background","3","","","","3"
"High transfer dependency","1994","Employed","no migration background","83","0.0127820975303299","0.00998707847690327","0.0155771165837565","3"
"High transfer dependency","1994","Employed","direct migration background","16","","","","3"
"High transfer dependency","1994","Employed","indirect migration background","4","","","","3"
"Low transfer dependency","1994","Not Employed","direct migration background","85","0.0669134957569568","0.0498005823099984","0.0840264092039151","2"
"Low transfer dependency","1994","Not Employed","no migration background","255","0.04293856289231","0.036183899634578","0.0496932261500421","2"
"Low transfer dependency","1994","Not Employed","indirect migration background","13","","","","2"
"Low transfer dependency","1994","Employed","direct migration background","65","0.0436603849036178","0.0332217420447423","0.0540990277624933","2"
"Low transfer dependency","1994","Employed","indirect migration background","23","","","","2"
"Low transfer dependency","1994","Employed","no migration background","336","0.0394419478572024","0.0345989064313172","0.0442849892830876","2"
"No transfer dependency","1994","Not Employed","no migration background","1872","0.638513529012389","0.622505380030851","0.654521677993926","0"
"No transfer dependency","1994","Not Employed","direct migration background","291","0.469640129519963","0.43545997138527","0.503820287654656","0"
"No transfer dependency","1994","Not Employed","indirect migration background","18","","","","0"
"No transfer dependency","1994","Employed","no migration background","2408","0.468142634179364","0.455727143606316","0.480558124752413","0"
"No transfer dependency","1994","Employed","direct migration background","506","0.440107542614586","0.414748906004625","0.465466179224547","0"
"No transfer dependency","1994","Employed","indirect migration background","117","0.397529762381501","0.343051923949084","0.452007600813918","0"
"Very high transfer dependency","1994","Employed","no migration background","32","0.00588101561238365","0.00397852488817303","0.00778350633659426","4"
"Very high transfer dependency","1994","Not Employed","no migration background","63","0.0167334158046856","0.0124593817016648","0.0210074499077064","4"
"Very high transfer dependency","1994","Not Employed","indirect migration background","3","","","","4"
"Very high transfer dependency","1994","Not Employed","direct migration background","23","","","","4"
"Very high transfer dependency","1994","Employed","indirect migration background","1","","","","4"
"Very high transfer dependency","1994","Employed","direct migration background","5","","","","4"
"Very low transfer dependency","1994","Not Employed","direct migration background","360","0.369299089940371","0.336246386448762","0.402351793431981","1"
"Very low transfer dependency","1994","Not Employed","indirect migration background","125","0.706594385079847","0.636908396027965","0.77628037413173","1"
"Very low transfer dependency","1994","Employed","no migration background","3346","0.47375230482072","0.461328690250281","0.486175919391159","1"
"Very low transfer dependency","1994","Not Employed","no migration background","1133","0.266352062832952","0.25162276905515","0.281081356610754","1"
"Very low transfer dependency","1994","Employed","direct migration background","880","0.500712564497981","0.475170044073272","0.526255084922689","1"
"Very low transfer dependency","1994","Employed","indirect migration background","165","0.521705121339522","0.466098352585185","0.57731189009386","1"
"Complete transfer dependency","1995","Not Employed","no migration background","52","0.0189037520455552","0.0143428828539555","0.0234646212371549","5"
"Complete transfer dependency","1995","Not Employed","direct migration background","68","0.0865836403607971","0.0697411747517928","0.103426105969801","5"
"Complete transfer dependency","1995","Not Employed","indirect migration background","2","","","","5"
"Complete transfer dependency","1995","Employed","no migration background","","","","","5"
"Complete transfer dependency","1995","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1995","Employed","indirect migration background","","","","","5"
"High transfer dependency","1995","Not Employed","no migration background","87","0.0209757259300497","0.0161764796936033","0.0257749721664962","3"
"High transfer dependency","1995","Not Employed","direct migration background","52","0.0378019014790528","0.0263798943810282","0.0492239085770774","3"
"High transfer dependency","1995","Not Employed","indirect migration background","6","","","","3"
"High transfer dependency","1995","Employed","no migration background","70","0.00993980570358076","0.00746431982381306","0.0124152915833485","3"
"High transfer dependency","1995","Employed","direct migration background","25","","","","3"
"High transfer dependency","1995","Employed","indirect migration background","8","","","","3"
"Low transfer dependency","1995","Not Employed","direct migration background","88","0.0505885999572796","0.0374633704280826","0.0637138294864766","2"
"Low transfer dependency","1995","Not Employed","no migration background","247","0.0440078834390632","0.0371386195675445","0.0508771473105818","2"
"Low transfer dependency","1995","Not Employed","indirect migration background","14","","","","2"
"Low transfer dependency","1995","Employed","direct migration background","96","0.0597202307308446","0.0483310823541454","0.0711093791075438","2"
"Low transfer dependency","1995","Employed","indirect migration background","19","","","","2"
"Low transfer dependency","1995","Employed","no migration background","303","0.0396476645864504","0.0347783839027204","0.0445169452701803","2"
"No transfer dependency","1995","Not Employed","no migration background","1890","0.651227734303782","0.635266913622353","0.667188554985211","0"
"No transfer dependency","1995","Not Employed","direct migration background","358","0.446529183419145","0.416755974646383","0.476302392191907","0"
"No transfer dependency","1995","Not Employed","indirect migration background","22","","","","0"
"No transfer dependency","1995","Employed","no migration background","2485","0.47932310606812","0.466856763953895","0.491789448182346","0"
"No transfer dependency","1995","Employed","direct migration background","528","0.403295209305801","0.379717953239362","0.42687246537224","0"
"No transfer dependency","1995","Employed","indirect migration background","122","0.459065426970119","0.404720814905609","0.513410039034629","0"
"Very high transfer dependency","1995","Not Employed","no migration background","94","0.0233237089999228","0.0182690491787108","0.0283783688211347","4"
"Very high transfer dependency","1995","Not Employed","direct migration background","41","0.0387741633993894","0.02721204821821","0.0503362785805687","4"
"Very high transfer dependency","1995","Not Employed","indirect migration background","4","","","","4"
"Very high transfer dependency","1995","Employed","no migration background","27","","","","4"
"Very high transfer dependency","1995","Employed","indirect migration background","1","","","","4"
"Very high transfer dependency","1995","Employed","direct migration background","12","","","","4"
"Very low transfer dependency","1995","Not Employed","no migration background","1055","0.241561195281627","0.227226394535981","0.255895996027273","1"
"Very low transfer dependency","1995","Not Employed","direct migration background","464","0.339722511384336","0.31135777419863","0.368087248570043","1"
"Very low transfer dependency","1995","Not Employed","indirect migration background","122","0.628675722493507","0.556046123307447","0.701305321679567","1"
"Very low transfer dependency","1995","Employed","no migration background","3284","0.467288620126005","0.454838335055161","0.479738905196848","1"
"Very low transfer dependency","1995","Employed","direct migration background","1002","0.512256629995329","0.488232844151047","0.536280415839611","1"
"Very low transfer dependency","1995","Employed","indirect migration background","173","0.478164332984218","0.423688698313314","0.532639967655122","1"
"Complete transfer dependency","1996","Not Employed","direct migration background","53","0.0760329194075131","0.0594637623583162","0.09260207645671","5"
"Complete transfer dependency","1996","Not Employed","no migration background","52","0.0163567373178739","0.0120595193274393","0.0206539553083086","5"
"Complete transfer dependency","1996","Not Employed","indirect migration background","1","","","","5"
"Complete transfer dependency","1996","Employed","no migration background","","","","","5"
"Complete transfer dependency","1996","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1996","Employed","indirect migration background","","","","","5"
"High transfer dependency","1996","Not Employed","no migration background","126","0.029127640763224","0.0234305392475308","0.0348247422789171","3"
"High transfer dependency","1996","Not Employed","direct migration background","43","0.0318956147447865","0.0209106690498054","0.0428805604397676","3"
"High transfer dependency","1996","Not Employed","indirect migration background","4","","","","3"
"High transfer dependency","1996","Employed","no migration background","95","0.0136665527000333","0.0107867812995943","0.0165463241004723","3"
"High transfer dependency","1996","Employed","direct migration background","30","0.0185476960943697","0.0118156867043504","0.025279705484389","3"
"High transfer dependency","1996","Employed","indirect migration background","8","","","","3"
"Low transfer dependency","1996","Not Employed","no migration background","292","0.058986012464712","0.0510043603759032","0.0669676645535209","2"
"Low transfer dependency","1996","Not Employed","direct migration background","99","0.0610387610551502","0.0460730271407799","0.0760044949695204","2"
"Low transfer dependency","1996","Not Employed","indirect migration background","9","","","","2"
"Low transfer dependency","1996","Employed","no migration background","329","0.0431987623922117","0.0381560620609438","0.0482414627234795","2"
"Low transfer dependency","1996","Employed","direct migration background","80","0.0489613017727394","0.0381944012493823","0.0597282022960965","2"
"Low transfer dependency","1996","Employed","indirect migration background","27","","","","2"
"No transfer dependency","1996","Not Employed","no migration background","1711","0.626963811549499","0.610579924157943","0.643347698941055","0"
"No transfer dependency","1996","Not Employed","direct migration background","361","0.477820066706298","0.446594263839862","0.509045869572734","0"
"No transfer dependency","1996","Not Employed","indirect migration background","17","","","","0"
"No transfer dependency","1996","Employed","no migration background","2405","0.455415436494846","0.443062984327487","0.467767888662205","0"
"No transfer dependency","1996","Employed","indirect migration background","150","0.458201907983727","0.405777861996524","0.51062595397093","0"
"No transfer dependency","1996","Employed","direct migration background","495","0.377863382533787","0.353671179772611","0.402055585294963","0"
"Very high transfer dependency","1996","Employed","no migration background","17","","","","4"
"Very high transfer dependency","1996","Not Employed","indirect migration background","10","","","","4"
"Very high transfer dependency","1996","Not Employed","no migration background","102","0.0226527301804321","0.0176118663847966","0.0276935939760677","4"
"Very high transfer dependency","1996","Not Employed","direct migration background","41","0.0327477180161908","0.0216219055666479","0.0438735304657337","4"
"Very high transfer dependency","1996","Employed","indirect migration background","4","","","","4"
"Very high transfer dependency","1996","Employed","direct migration background","11","","","","4"
"Very low transfer dependency","1996","Not Employed","no migration background","1064","0.245913067724259","0.231324194642992","0.260501940805526","1"
"Very low transfer dependency","1996","Not Employed","direct migration background","386","0.320464920070062","0.291292831675141","0.349637008464982","1"
"Very low transfer dependency","1996","Not Employed","indirect migration background","135","0.727575411806724","0.661801463062726","0.793349360550721","1"
"Very low transfer dependency","1996","Employed","no migration background","3398","0.486002148108589","0.473605154130773","0.498399142086404","1"
"Very low transfer dependency","1996","Employed","direct migration background","927","0.54416191066931","0.519311446592283","0.569012374746338","1"
"Very low transfer dependency","1996","Employed","indirect migration background","158","0.458973505531477","0.406542712270325","0.511404298792629","1"
"Complete transfer dependency","1997","Not Employed","no migration background","50","0.0184081481599242","0.0139252647153745","0.0228910316044739","5"
"Complete transfer dependency","1997","Not Employed","direct migration background","49","0.0691949843323133","0.0534101462316615","0.0849798224329651","5"
"Complete transfer dependency","1997","Not Employed","indirect migration background","5","","","","5"
"Complete transfer dependency","1997","Employed","no migration background","","","","","5"
"Complete transfer dependency","1997","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1997","Employed","indirect migration background","","","","","5"
"High transfer dependency","1997","Not Employed","no migration background","134","0.0305455227293562","0.0248066787797692","0.0362843666789433","3"
"High transfer dependency","1997","Not Employed","direct migration background","49","0.0460625234124394","0.0330246342350642","0.0591004125898145","3"
"High transfer dependency","1997","Not Employed","indirect migration background","3","","","","3"
"High transfer dependency","1997","Employed","no migration background","105","0.0170171292124742","0.0138104246335142","0.0202238337914341","3"
"High transfer dependency","1997","Employed","direct migration background","21","","","","3"
"High transfer dependency","1997","Employed","indirect migration background","8","","","","3"
"Low transfer dependency","1997","Not Employed","no migration background","297","0.0593294237756304","0.0514509740243276","0.0672078735269332","2"
"Low transfer dependency","1997","Not Employed","direct migration background","121","0.0907420891943098","0.0728763332136258","0.108607845174994","2"
"Low transfer dependency","1997","Not Employed","indirect migration background","27","","","","2"
"Low transfer dependency","1997","Employed","no migration background","388","0.0537361359363421","0.0481452301563129","0.0593270417163712","2"
"Low transfer dependency","1997","Employed","direct migration background","125","0.0789510366809468","0.065133004318812","0.0927690690430815","2"
"Low transfer dependency","1997","Employed","indirect migration background","33","0.07934300177155","0.0517291223222404","0.10695688122086","2"
"No transfer dependency","1997","Not Employed","no migration background","1741","0.606229427168107","0.589935451629138","0.622523402707076","0"
"No transfer dependency","1997","Not Employed","direct migration background","363","0.452235934168343","0.421279368780464","0.483192499556223","0"
"No transfer dependency","1997","Not Employed","indirect migration background","16","","","","0"
"No transfer dependency","1997","Employed","no migration background","2242","0.419471077268805","0.407236026655631","0.431706127881979","0"
"No transfer dependency","1997","Employed","indirect migration background","132","0.391033630181931","0.341176429430432","0.440890830933429","0"
"No transfer dependency","1997","Employed","direct migration background","458","0.376692675898579","0.35186302399288","0.401522327804278","0"
"Very high transfer dependency","1997","Employed","no migration background","30","0.00451138913895487","0.00284982878378715","0.0061729494941226","4"
"Very high transfer dependency","1997","Not Employed","no migration background","107","0.0294469295624111","0.0238090398360272","0.0350848192887949","4"
"Very high transfer dependency","1997","Not Employed","indirect migration background","6","","","","4"
"Very high transfer dependency","1997","Not Employed","direct migration background","40","0.0297980760012253","0.0192226311630501","0.0403735208394006","4"
"Very high transfer dependency","1997","Employed","indirect migration background","7","","","","4"
"Very high transfer dependency","1997","Employed","direct migration background","14","","","","4"
"Very low transfer dependency","1997","Not Employed","no migration background","1125","0.256040548604571","0.241485423867434","0.270595673341708","1"
"Very low transfer dependency","1997","Not Employed","direct migration background","371","0.311966392891369","0.283150492220476","0.340782293562262","1"
"Very low transfer dependency","1997","Not Employed","indirect migration background","141","0.666837426001615","0.601184576020272","0.732490275982957","1"
"Very low transfer dependency","1997","Employed","no migration background","3484","0.505264268443424","0.492868063123622","0.517660473763226","1"
"Very low transfer dependency","1997","Employed","direct migration background","845","0.523700189783696","0.49810799704461","0.549292382522782","1"
"Very low transfer dependency","1997","Employed","indirect migration background","188","0.493098566395423","0.442018340245109","0.544178792545738","1"
"Complete transfer dependency","1998","Not Employed","no migration background","89","0.0241631248166622","0.0194929591497041","0.0288332904836202","5"
"Complete transfer dependency","1998","Not Employed","direct migration background","48","0.0656369855439779","0.0502649052207185","0.0810090658672372","5"
"Complete transfer dependency","1998","Not Employed","indirect migration background","3","","","","5"
"Complete transfer dependency","1998","Employed","no migration background","","","","","5"
"Complete transfer dependency","1998","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1998","Employed","indirect migration background","","","","","5"
"High transfer dependency","1998","Not Employed","no migration background","118","0.0223803606019866","0.0178816751939359","0.0268790460100373","3"
"High transfer dependency","1998","Not Employed","direct migration background","46","0.0353924789020812","0.0239233264732116","0.0468616313309509","3"
"High transfer dependency","1998","Not Employed","indirect migration background","9","","","","3"
"High transfer dependency","1998","Employed","no migration background","102","0.0140331305137034","0.0112789622129755","0.0167872988144313","3"
"High transfer dependency","1998","Employed","direct migration background","33","0.0214396438520073","0.0138442118503187","0.0290350758536959","3"
"High transfer dependency","1998","Employed","indirect migration background","15","","","","3"
"Low transfer dependency","1998","Not Employed","direct migration background","140","0.113573842579765","0.0938786172780625","0.133269067881468","2"
"Low transfer dependency","1998","Not Employed","no migration background","346","0.0555815074676496","0.0486134050176239","0.0625496099176753","2"
"Low transfer dependency","1998","Not Employed","indirect migration background","24","","","","2"
"Low transfer dependency","1998","Employed","no migration background","406","0.0489201622711469","0.0438696612383582","0.0539706633039356","2"
"Low transfer dependency","1998","Employed","direct migration background","108","0.065387879841232","0.0524246201805897","0.0783511395018743","2"
"Low transfer dependency","1998","Employed","indirect migration background","27","","","","2"
"No transfer dependency","1998","Not Employed","no migration background","2220","0.622117160543474","0.607370903459735","0.636863417627214","0"
"No transfer dependency","1998","Not Employed","direct migration background","350","0.42881878595277","0.398098562457967","0.459539009447573","0"
"No transfer dependency","1998","Not Employed","indirect migration background","23","","","","0"
"No transfer dependency","1998","Employed","no migration background","2531","0.416769623956386","0.405225788472076","0.428313459440696","0"
"No transfer dependency","1998","Employed","indirect migration background","124","0.356194232232526","0.308789037986764","0.403599426478287","0"
"No transfer dependency","1998","Employed","direct migration background","409","0.379271745756568","0.353828302127219","0.404715189385917","0"
"Very high transfer dependency","1998","Not Employed","no migration background","134","0.0289152283266484","0.0238188810949896","0.0340115755583072","4"
"Very high transfer dependency","1998","Not Employed","direct migration background","32","0.0389070446878","0.0269038367207284","0.0509102526548717","4"
"Very high transfer dependency","1998","Not Employed","indirect migration background","10","","","","4"
"Very high transfer dependency","1998","Employed","no migration background","35","0.00470195617653228","0.00310019450936853","0.00630371784369603","4"
"Very high transfer dependency","1998","Employed","indirect migration background","5","","","","4"
"Very high transfer dependency","1998","Employed","direct migration background","10","","","","4"
"Very low transfer dependency","1998","Not Employed","no migration background","1246","0.246842618243579","0.233729074595717","0.25995616189144","1"
"Very low transfer dependency","1998","Not Employed","direct migration background","381","0.317670862333605","0.288771639644728","0.346570085022483","1"
"Very low transfer dependency","1998","Not Employed","indirect migration background","136","0.626798846557544","0.56059141450933","0.693006278605757","1"
"Very low transfer dependency","1998","Employed","no migration background","3933","0.515575127082231","0.503873635406058","0.527276618758404","1"
"Very low transfer dependency","1998","Employed","direct migration background","837","0.527389901639647","0.501210043352313","0.553569759926981","1"
"Very low transfer dependency","1998","Employed","indirect migration background","221","0.518013757081086","0.46854932517601","0.567478188986162","1"
"Complete transfer dependency","1999","Not Employed","direct migration background","38","0.0417220670048253","0.0286002397633463","0.0548438942463044","5"
"Complete transfer dependency","1999","Not Employed","no migration background","69","0.0214661099392944","0.0168610491148743","0.0260711707637145","5"
"Complete transfer dependency","1999","Not Employed","indirect migration background","2","","","","5"
"Complete transfer dependency","1999","Employed","no migration background","","","","","5"
"Complete transfer dependency","1999","Employed","direct migration background","","","","","5"
"Complete transfer dependency","1999","Employed","indirect migration background","","","","","5"
"High transfer dependency","1999","Not Employed","no migration background","121","0.0195716539973221","0.0151702376243901","0.023973070370254","3"
"High transfer dependency","1999","Not Employed","direct migration background","33","0.0439910390459257","0.0305330938529404","0.057448984238911","3"
"High transfer dependency","1999","Not Employed","indirect migration background","8","","","","3"
"High transfer dependency","1999","Employed","no migration background","124","0.0154941339724004","0.012601464346606","0.0183868035981947","3"
"High transfer dependency","1999","Employed","direct migration background","19","","","","3"
"High transfer dependency","1999","Employed","indirect migration background","11","","","","3"
"Low transfer dependency","1999","Not Employed","direct migration background","133","0.117669319275677","0.0965240619407632","0.138814576610591","2"
"Low transfer dependency","1999","Not Employed","no migration background","271","0.0484702306114634","0.0416465373921152","0.0552939238308117","2"
"Low transfer dependency","1999","Not Employed","indirect migration background","23","","","","2"
"Low transfer dependency","1999","Employed","no migration background","409","0.0490159373853292","0.043959305911733","0.0540725688589253","2"
"Low transfer dependency","1999","Employed","direct migration background","113","0.0702715607767417","0.0563178572927936","0.0842252642606898","2"
"Low transfer dependency","1999","Employed","indirect migration background","29","","","","2"
"No transfer dependency","1999","Not Employed","no migration background","2091","0.64126505754538","0.626025358558561","0.656504756532198","0"
"No transfer dependency","1999","Not Employed","direct migration background","341","0.482012551443483","0.449221566961164","0.514803535925802","0"
"No transfer dependency","1999","Not Employed","indirect migration background","22","","","","0"
"No transfer dependency","1999","Employed","no migration background","2480","0.404765660422256","0.39326952563139","0.416261795213122","0"
"No transfer dependency","1999","Employed","indirect migration background","132","0.340985080880217","0.295322207904505","0.386647953855928","0"
"No transfer dependency","1999","Employed","direct migration background","380","0.370770611773218","0.344402515042777","0.397138708503658","0"
"Very high transfer dependency","1999","Not Employed","no migration background","103","0.0246179789521339","0.0196943611697812","0.0295415967344866","4"
"Very high transfer dependency","1999","Not Employed","direct migration background","23","","","","4"
"Very high transfer dependency","1999","Not Employed","indirect migration background","8","","","","4"
"Very high transfer dependency","1999","Employed","no migration background","28","","","","4"
"Very high transfer dependency","1999","Employed","direct migration background","6","","","","4"
"Very high transfer dependency","1999","Employed","indirect migration background","5","","","","4"
"Very low transfer dependency","1999","Not Employed","no migration background","1150","0.244608968954407","0.230950788040593","0.25826714986822","1"
"Very low transfer dependency","1999","Not Employed","direct migration background","324","0.29894070123366","0.268898236132286","0.328983166335035","1"
"Very low transfer dependency","1999","Not Employed","indirect migration background","126","0.601245824865372","0.531439327474706","0.671052322256037","1"
"Very low transfer dependency","1999","Employed","indirect migration background","237","0.565984631624859","0.51824239137911","0.613726871870608","1"
"Very low transfer dependency","1999","Employed","direct migration background","771","0.538347909745923","0.511132771105368","0.565563048386478","1"
"Very low transfer dependency","1999","Employed","no migration background","3962","0.526658153666004","0.514964293824826","0.538352013507181","1"
"Complete transfer dependency","2000","Not Employed","direct migration background","92","0.0699532101057864","0.0562036568695149","0.0837027633420578","5"
"Complete transfer dependency","2000","Not Employed","no migration background","138","0.0172945632690454","0.0143143910718142","0.0202747354662766","5"
"Complete transfer dependency","2000","Not Employed","indirect migration background","4","","","","5"
"Complete transfer dependency","2000","Employed","no migration background","","","","","5"
"Complete transfer dependency","2000","Employed","direct migration background","","","","","5"
"Complete transfer dependency","2000","Employed","indirect migration background","","","","","5"
"High transfer dependency","2000","Not Employed","no migration background","182","0.0188918728159901","0.0157796489922755","0.0220040966397046","3"
"High transfer dependency","2000","Employed","no migration background","157","0.0117435680063272","0.0098571320007739","0.0136300040118805","3"
"High transfer dependency","2000","Not Employed","direct migration background","56","0.0376575994057944","0.0273958007408467","0.0479193980707421","3"
"High transfer dependency","2000","Not Employed","indirect migration background","10","","","","3"
"High transfer dependency","2000","Employed","direct migration background","51","0.0264231722873672","0.0193116364342643","0.03353470814047","3"
"High transfer dependency","2000","Employed","indirect migration background","12","","","","3"
"Low transfer dependency","2000","Not Employed","no migration background","470","0.0482819199508751","0.0433816353333507","0.0531822045683996","2"
"Low transfer dependency","2000","Not Employed","direct migration background","173","0.114434594987108","0.097274434189901","0.131594755784316","2"
"Low transfer dependency","2000","Not Employed","indirect migration background","26","","","","2"
"Low transfer dependency","2000","Employed","no migration background","677","0.0456588408522098","0.0420035538101162","0.0493141278943034","2"
"Low transfer dependency","2000","Employed","direct migration background","168","0.0787250641895917","0.0667841672230996","0.0906659611560839","2"
"Low transfer dependency","2000","Employed","indirect migration background","40","0.0648472674527481","0.0447192369229858","0.0849752979825105","2"
"No transfer dependency","2000","Not Employed","no migration background","4472","0.679229557112652","0.668559165967953","0.68989994825735","0"
"No transfer dependency","2000","Not Employed","direct migration background","476","0.423328180864533","0.396694246938991","0.449962114790075","0"
"No transfer dependency","2000","Not Employed","indirect migration background","29","","","","0"
"No transfer dependency","2000","Employed","no migration background","4662","0.431911645938177","0.423237781727691","0.440585510148662","0"
"No transfer dependency","2000","Employed","indirect migration background","207","0.386133132005405","0.346338930062259","0.42592733394855","0"
"No transfer dependency","2000","Employed","direct migration background","603","0.365998013458995","0.344639526458652","0.387356500459338","0"
"Very high transfer dependency","2000","Not Employed","no migration background","152","0.0181473782812228","0.0150959372773831","0.0211988192850626","4"
"Very high transfer dependency","2000","Not Employed","direct migration background","47","0.0395489226558064","0.0290429245976833","0.0500549207139296","4"
"Very high transfer dependency","2000","Not Employed","indirect migration background","7","","","","4"
"Very high transfer dependency","2000","Employed","no migration background","73","0.00574670826444605","0.00442308219369978","0.00707033433519231","4"
"Very high transfer dependency","2000","Employed","indirect migration background","3","","","","4"
"Very high transfer dependency","2000","Employed","direct migration background","20","","","","4"
"Very low transfer dependency","2000","Not Employed","no migration background","1937","0.218154708570215","0.208713717481755","0.227595699658675","1"
"Very low transfer dependency","2000","Not Employed","direct migration background","478","0.315077491980971","0.290035909371089","0.340119074590854","1"
"Very low transfer dependency","2000","Not Employed","indirect migration background","164","0.630674856134157","0.569615859074881","0.691733853193433","1"
"Very low transfer dependency","2000","Employed","direct migration background","1112","0.514008412283519","0.491847619102273","0.536169205464765","1"
"Very low transfer dependency","2000","Employed","indirect migration background","313","0.521155177112469","0.480323699637384","0.561986654587553","1"
"Very low transfer dependency","2000","Employed","no migration background","6959","0.50493923693884","0.496184239329794","0.513694234547886","1"
"Complete transfer dependency","2001","Not Employed","direct migration background","49","0.0577953275213659","0.0440735601309647","0.071517094911767","5"
"Complete transfer dependency","2001","Not Employed","no migration background","127","0.0179178712395603","0.0147291269389948","0.0211066155401258","5"
"Complete transfer dependency","2001","Not Employed","indirect migration background","11","","","","5"
"Complete transfer dependency","2001","Employed","no migration background","","","","","5"
"Complete transfer dependency","2001","Employed","direct migration background","","","","","5"
"Complete transfer dependency","2001","Employed","indirect migration background","","","","","5"
"High transfer dependency","2001","Not Employed","no migration background","162","0.0175090403992724","0.0143562286560055","0.0206618521425393","3"
"High transfer dependency","2001","Not Employed","direct migration background","49","0.0452706632047175","0.0330459234111839","0.0574954029982511","3"
"High transfer dependency","2001","Not Employed","indirect migration background","8","","","","3"
"High transfer dependency","2001","Employed","no migration background","173","0.0138845382086756","0.0117394034501779","0.0160296729671732","3"
