"transab_cat","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1987","Lower Saxony","West Germany","12","","","","4"
"Very high transfer dependency","1987","Schleswig-Holstein","West Germany","4","","","","4"
"Very high transfer dependency","1987","Hamburg","West Germany","2","","","","4"
"Very high transfer dependency","1987","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","1987","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","1987","Bremen","West Germany","1","","","","4"
"Very high transfer dependency","1987","Bremen","East Germany","","","","","4"
"Very high transfer dependency","1987","Saxony","West Germany","","","","","4"
"Very high transfer dependency","1987","Saxony","East Germany","","","","","4"
"Very high transfer dependency","1987","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","1987","Saxony-Anhalt","East Germany","","","","","4"
"Very high transfer dependency","1987","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","1987","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Very high transfer dependency","1987","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","1987","Bavaria","West Germany","7","","","","4"
"Very high transfer dependency","1987","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","1987","Berlin","West Germany","","","","","4"
"Very high transfer dependency","1987","Berlin","East Germany","","","","","4"
"Very high transfer dependency","1987","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","1987","Brandenburg","East Germany","","","","","4"
"Very high transfer dependency","1987","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","1987","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Very high transfer dependency","1987","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","1987","Hesse","West Germany","9","","","","4"
"Very high transfer dependency","1987","Hesse","East Germany","","","","","4"
"Very high transfer dependency","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","1987","Baden-Württemberg","West Germany","3","","","","4"
"Very high transfer dependency","1987","Thuringia","East Germany","","","","","4"
"Very high transfer dependency","1987","North Rhine-Westphalia","West Germany","26","","","","4"
"Very low transfer dependency","1987","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","1987","Baden-Württemberg","West Germany","1057","0.438219850986496","0.415809319883786","0.460630382089207","1"
"Very low transfer dependency","1987","Berlin","West Germany","158","0.306242059606779","0.257674481921209","0.354809637292348","1"
"Very low transfer dependency","1987","Berlin","East Germany","","","","","1"
"Very low transfer dependency","1987","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","1987","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","1987","Rhineland-Palatinate,Saarland","West Germany","355","0.404133143374593","0.368800523888315","0.43946576286087","1"
"Very low transfer dependency","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","1987","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","1987","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","1987","Schleswig-Holstein","West Germany","165","0.45555493022694","0.40073154229947","0.51037831815441","1"
"Very low transfer dependency","1987","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","1987","Hamburg","West Germany","91","0.305151107224924","0.242573481202315","0.367728733247532","1"
"Very low transfer dependency","1987","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","1987","Lower Saxony","West Germany","566","0.460818282823163","0.430668383181035","0.49096818246529","1"
"Very low transfer dependency","1987","Bremen","East Germany","","","","","1"
"Very low transfer dependency","1987","North Rhine-Westphalia","West Germany","1535","0.463992820936108","0.445223689214687","0.48276195265753","1"
"Very low transfer dependency","1987","Hesse","West Germany","532","0.401234005962983","0.370990652968962","0.431477358957004","1"
"Very low transfer dependency","1987","Hesse","East Germany","","","","","1"
"Very low transfer dependency","1987","Bavaria","West Germany","894","0.451196169664755","0.427090732041951","0.475301607287558","1"
"Very low transfer dependency","1987","Bremen","West Germany","32","0.276627013729178","0.188510170318369","0.364743857139988","1"
"Very low transfer dependency","1987","Brandenburg","East Germany","","","","","1"
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Very low transfer dependency","1987","Saxony","West Germany","","","","","1"
"Very low transfer dependency","1987","Saxony","East Germany","","","","","1"
"Very low transfer dependency","1987","Saxony-Anhalt","West Germany","","","","","1"
"Very low transfer dependency","1987","Saxony-Anhalt","East Germany","","","","","1"
"Very low transfer dependency","1987","Thuringia","West Germany","","","","","1"
"Very low transfer dependency","1987","Thuringia","East Germany","","","","","1"
"Complete transfer dependency","1988","Hamburg","West Germany","3","","","","5"
"Complete transfer dependency","1988","Hamburg","East Germany","","","","","5"
"Complete transfer dependency","1988","Bremen","East Germany","","","","","5"
"Complete transfer dependency","1988","North Rhine-Westphalia","West Germany","23","","","","5"
"Complete transfer dependency","1988","North Rhine-Westphalia","East Germany","","","","","5"
"Complete transfer dependency","1988","Hesse","West Germany","10","","","","5"
"Complete transfer dependency","1988","Hesse","East Germany","","","","","5"
"Complete transfer dependency","1988","Rhineland-Palatinate,Saarland","West Germany","5","","","","5"
"Complete transfer dependency","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Complete transfer dependency","1988","Baden-Württemberg","West Germany","2","","","","5"
"Complete transfer dependency","1988","Baden-Württemberg","East Germany","","","","","5"
"Complete transfer dependency","1988","Bavaria","West Germany","2","","","","5"
"Complete transfer dependency","1988","Schleswig-Holstein","West Germany","2","","","","5"
"Complete transfer dependency","1988","Schleswig-Holstein","East Germany","","","","","5"
"Complete transfer dependency","1988","Lower Saxony","West Germany","12","","","","5"
"Complete transfer dependency","1988","Lower Saxony","East Germany","","","","","5"
"Complete transfer dependency","1988","Bremen","West Germany","1","","","","5"
"Complete transfer dependency","1988","Bavaria","East Germany","","","","","5"
"Complete transfer dependency","1988","Berlin","West Germany","7","","","","5"
"Complete transfer dependency","1988","Berlin","East Germany","","","","","5"
"Complete transfer dependency","1988","Brandenburg","West Germany","","","","","5"
"Complete transfer dependency","1988","Brandenburg","East Germany","","","","","5"
"Complete transfer dependency","1988","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Complete transfer dependency","1988","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Complete transfer dependency","1988","Saxony","West Germany","","","","","5"
"Complete transfer dependency","1988","Saxony","East Germany","","","","","5"
"Complete transfer dependency","1988","Saxony-Anhalt","West Germany","","","","","5"
"Complete transfer dependency","1988","Saxony-Anhalt","East Germany","","","","","5"
"Complete transfer dependency","1988","Thuringia","West Germany","","","","","5"
"Complete transfer dependency","1988","Thuringia","East Germany","","","","","5"
"High transfer dependency","1988","Schleswig-Holstein","West Germany","","","","","3"
"High transfer dependency","1988","Schleswig-Holstein","East Germany","","","","","3"
"High transfer dependency","1988","Hamburg","West Germany","6","","","","3"
"High transfer dependency","1988","Hamburg","East Germany","","","","","3"
"High transfer dependency","1988","Brandenburg","West Germany","","","","","3"
"High transfer dependency","1988","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"High transfer dependency","1988","Saxony","West Germany","","","","","3"
"High transfer dependency","1988","Saxony-Anhalt","East Germany","","","","","3"
"High transfer dependency","1988","Thuringia","West Germany","","","","","3"
"High transfer dependency","1988","Thuringia","East Germany","","","","","3"
"High transfer dependency","1988","Lower Saxony","West Germany","15","","","","3"
"High transfer dependency","1988","Lower Saxony","East Germany","","","","","3"
"High transfer dependency","1988","Bremen","West Germany","5","","","","3"
"High transfer dependency","1988","Bremen","East Germany","","","","","3"
"High transfer dependency","1988","North Rhine-Westphalia","West Germany","29","","","","3"
"High transfer dependency","1988","North Rhine-Westphalia","East Germany","","","","","3"
"High transfer dependency","1988","Baden-Württemberg","West Germany","15","","","","3"
"High transfer dependency","1988","Baden-Württemberg","East Germany","","","","","3"
"High transfer dependency","1988","Bavaria","East Germany","","","","","3"
"High transfer dependency","1988","Berlin","West Germany","","","","","3"
"High transfer dependency","1988","Berlin","East Germany","","","","","3"
"High transfer dependency","1988","Brandenburg","East Germany","","","","","3"
"High transfer dependency","1988","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"High transfer dependency","1988","Saxony","East Germany","","","","","3"
"High transfer dependency","1988","Saxony-Anhalt","West Germany","","","","","3"
"High transfer dependency","1988","Hesse","West Germany","5","","","","3"
"High transfer dependency","1988","Hesse","East Germany","","","","","3"
"High transfer dependency","1988","Rhineland-Palatinate,Saarland","West Germany","1","","","","3"
"High transfer dependency","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"High transfer dependency","1988","Bavaria","West Germany","9","","","","3"
"Low transfer dependency","1988","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","1988","Schleswig-Holstein","West Germany","21","","","","2"
"Low transfer dependency","1988","Hamburg","West Germany","2","","","","2"
"Low transfer dependency","1988","Hamburg","East Germany","","","","","2"
"Low transfer dependency","1988","Lower Saxony","West Germany","31","0.0355547636746906","0.0239551258507592","0.0471544014986219","2"
"Low transfer dependency","1988","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","1988","Bremen","West Germany","","","","","2"
"Low transfer dependency","1988","North Rhine-Westphalia","West Germany","117","0.038538535787116","0.0310848329470369","0.0459922386271951","2"
"Low transfer dependency","1988","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","1988","Hesse","West Germany","28","","","","2"
"Low transfer dependency","1988","Hesse","East Germany","","","","","2"
"Low transfer dependency","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","1988","Bremen","East Germany","","","","","2"
"Low transfer dependency","1988","Rhineland-Palatinate,Saarland","West Germany","14","","","","2"
"Low transfer dependency","1988","Baden-Württemberg","West Germany","43","0.0175631666034986","0.0114505801855262","0.023675753021471","2"
"Low transfer dependency","1988","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","1988","Bavaria","West Germany","28","","","","2"
"Low transfer dependency","1988","Bavaria","East Germany","","","","","2"
"Low transfer dependency","1988","Berlin","West Germany","19","","","","2"
"Low transfer dependency","1988","Berlin","East Germany","","","","","2"
"Low transfer dependency","1988","Brandenburg","West Germany","","","","","2"
"Low transfer dependency","1988","Brandenburg","East Germany","","","","","2"
"Low transfer dependency","1988","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Low transfer dependency","1988","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","1988","Saxony-Anhalt","East Germany","","","","","2"
"Low transfer dependency","1988","Thuringia","West Germany","","","","","2"
"Low transfer dependency","1988","Thuringia","East Germany","","","","","2"
"Low transfer dependency","1988","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Low transfer dependency","1988","Saxony","West Germany","","","","","2"
"Low transfer dependency","1988","Saxony","East Germany","","","","","2"
"No transfer dependency","1988","Schleswig-Holstein","West Germany","136","0.496895074315832","0.441854863281136","0.551935285350529","0"
"No transfer dependency","1988","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","1988","Hamburg","West Germany","103","0.706959393971001","0.643075420289688","0.770843367652314","0"
"No transfer dependency","1988","Hamburg","East Germany","","","","","0"
"No transfer dependency","1988","Lower Saxony","West Germany","399","0.500932527661817","0.469612221831343","0.532252833492291","0"
"No transfer dependency","1988","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","1988","Bremen","West Germany","42","0.508468476242687","0.408980653094668","0.607956299390706","0"
"No transfer dependency","1988","Bremen","East Germany","","","","","0"
"No transfer dependency","1988","North Rhine-Westphalia","West Germany","958","0.483510724320556","0.46416022223558","0.502861226405532","0"
"No transfer dependency","1988","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","1988","Hesse","West Germany","391","0.573956726620937","0.542395150992522","0.605518302249352","0"
"No transfer dependency","1988","Hesse","East Germany","","","","","0"
"No transfer dependency","1988","Rhineland-Palatinate,Saarland","West Germany","343","0.564903481392068","0.528589697087273","0.601217265696864","0"
"No transfer dependency","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","1988","Baden-Württemberg","West Germany","713","0.535163704670124","0.511954266659677","0.558373142680571","0"
"No transfer dependency","1988","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","1988","Bavaria","West Germany","670","0.530511006214452","0.505816717227279","0.555205295201624","0"
"No transfer dependency","1988","Bavaria","East Germany","","","","","0"
"No transfer dependency","1988","Berlin","West Germany","152","0.646057558692592","0.593908225836617","0.698206891548567","0"
"No transfer dependency","1988","Berlin","East Germany","","","","","0"
"No transfer dependency","1988","Brandenburg","West Germany","","","","","0"
"No transfer dependency","1988","Brandenburg","East Germany","","","","","0"
"No transfer dependency","1988","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","1988","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"No transfer dependency","1988","Saxony","West Germany","","","","","0"
"No transfer dependency","1988","Saxony","East Germany","","","","","0"
"No transfer dependency","1988","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","1988","Saxony-Anhalt","East Germany","","","","","0"
"No transfer dependency","1988","Thuringia","West Germany","","","","","0"
"No transfer dependency","1988","Thuringia","East Germany","","","","","0"
"Very high transfer dependency","1988","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","1988","Hamburg","West Germany","3","","","","4"
"Very high transfer dependency","1988","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","1988","Schleswig-Holstein","West Germany","5","","","","4"
"Very high transfer dependency","1988","Lower Saxony","West Germany","10","","","","4"
"Very high transfer dependency","1988","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","1988","Bremen","West Germany","8","","","","4"
"Very high transfer dependency","1988","Bremen","East Germany","","","","","4"
"Very high transfer dependency","1988","Saxony","West Germany","","","","","4"
"Very high transfer dependency","1988","Saxony","East Germany","","","","","4"
"Very high transfer dependency","1988","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","1988","Saxony-Anhalt","East Germany","","","","","4"
"Very high transfer dependency","1988","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","1988","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","1988","Bavaria","West Germany","5","","","","4"
"Very high transfer dependency","1988","Berlin","West Germany","4","","","","4"
"Very high transfer dependency","1988","Berlin","East Germany","","","","","4"
"Very high transfer dependency","1988","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","1988","Brandenburg","East Germany","","","","","4"
"Very high transfer dependency","1988","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","1988","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Very high transfer dependency","1988","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","1988","Hesse","West Germany","6","","","","4"
"Very high transfer dependency","1988","Hesse","East Germany","","","","","4"
"Very high transfer dependency","1988","Rhineland-Palatinate,Saarland","West Germany","4","","","","4"
"Very high transfer dependency","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","1988","Baden-Württemberg","West Germany","4","","","","4"
"Very high transfer dependency","1988","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","1988","Thuringia","East Germany","","","","","4"
"Very high transfer dependency","1988","North Rhine-Westphalia","West Germany","27","","","","4"
"Very low transfer dependency","1988","Brandenburg","East Germany","","","","","1"
"Very low transfer dependency","1988","Schleswig-Holstein","West Germany","153","0.424848236522175","0.370432238635076","0.479264234409275","1"
"Very low transfer dependency","1988","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","1988","Hamburg","West Germany","78","0.259223052919526","0.197717925123548","0.320728180715504","1"
"Very low transfer dependency","1988","North Rhine-Westphalia","West Germany","1408","0.443234604640448","0.423998750489286","0.462470458791609","1"
"Very low transfer dependency","1988","Hesse","East Germany","","","","","1"
"Very low transfer dependency","1988","Rhineland-Palatinate,Saarland","West Germany","349","0.406521423162168","0.370543522212597","0.442499324111739","1"
"Very low transfer dependency","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","1988","Bavaria","West Germany","855","0.43802740012323","0.413477777033049","0.46257702321341","1"
"Very low transfer dependency","1988","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","1988","Berlin","West Germany","141","0.311083279732586","0.260597562900201","0.361568996564971","1"
"Very low transfer dependency","1988","Berlin","East Germany","","","","","1"
"Very low transfer dependency","1988","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","1988","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","1988","Lower Saxony","West Germany","512","0.430334688539189","0.399319829607954","0.461349547470425","1"
"Very low transfer dependency","1988","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","1988","Bremen","West Germany","41","0.367128479704762","0.27120409148063","0.463052867928895","1"
"Very low transfer dependency","1988","Bremen","East Germany","","","","","1"
"Very low transfer dependency","1988","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","1988","Hesse","West Germany","503","0.396600747360331","0.365377980029351","0.427823514691312","1"
"Very low transfer dependency","1988","Baden-Württemberg","West Germany","997","0.434244534005029","0.411179566727409","0.457309501282648","1"
"Very low transfer dependency","1988","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","1988","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","1988","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Very low transfer dependency","1988","Saxony","West Germany","","","","","1"
"Very low transfer dependency","1988","Thuringia","East Germany","","","","","1"
"Very low transfer dependency","1988","Saxony","East Germany","","","","","1"
"Very low transfer dependency","1988","Saxony-Anhalt","East Germany","","","","","1"
"Very low transfer dependency","1988","Thuringia","West Germany","","","","","1"
"Very low transfer dependency","1988","Saxony-Anhalt","West Germany","","","","","1"
"Complete transfer dependency","1989","Baden-Württemberg","West Germany","4","","","","5"
"Complete transfer dependency","1989","Baden-Württemberg","East Germany","","","","","5"
"Complete transfer dependency","1989","Bavaria","West Germany","4","","","","5"
"Complete transfer dependency","1989","Hesse","East Germany","","","","","5"
"Complete transfer dependency","1989","Rhineland-Palatinate,Saarland","West Germany","8","","","","5"
"Complete transfer dependency","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Complete transfer dependency","1989","North Rhine-Westphalia","West Germany","37","0.0174858017882474","0.0123041366350106","0.0226674669414842","5"
"Complete transfer dependency","1989","Hesse","West Germany","2","","","","5"
"Complete transfer dependency","1989","North Rhine-Westphalia","East Germany","","","","","5"
"Complete transfer dependency","1989","Schleswig-Holstein","West Germany","3","","","","5"
"Complete transfer dependency","1989","Schleswig-Holstein","East Germany","","","","","5"
"Complete transfer dependency","1989","Hamburg","West Germany","1","","","","5"
"Complete transfer dependency","1989","Hamburg","East Germany","","","","","5"
"Complete transfer dependency","1989","Lower Saxony","East Germany","","","","","5"
"Complete transfer dependency","1989","Bremen","West Germany","1","","","","5"
"Complete transfer dependency","1989","Bremen","East Germany","","","","","5"
"Complete transfer dependency","1989","Lower Saxony","West Germany","18","","","","5"
"Complete transfer dependency","1989","Bavaria","East Germany","","","","","5"
"Complete transfer dependency","1989","Berlin","West Germany","3","","","","5"
"Complete transfer dependency","1989","Berlin","East Germany","","","","","5"
"Complete transfer dependency","1989","Brandenburg","West Germany","","","","","5"
"Complete transfer dependency","1989","Brandenburg","East Germany","","","","","5"
"Complete transfer dependency","1989","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Complete transfer dependency","1989","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Complete transfer dependency","1989","Saxony","West Germany","","","","","5"
"Complete transfer dependency","1989","Saxony","East Germany","","","","","5"
"Complete transfer dependency","1989","Saxony-Anhalt","West Germany","","","","","5"
"Complete transfer dependency","1989","Saxony-Anhalt","East Germany","","","","","5"
"Complete transfer dependency","1989","Thuringia","West Germany","","","","","5"
"Complete transfer dependency","1989","Thuringia","East Germany","","","","","5"
"High transfer dependency","1989","Schleswig-Holstein","West Germany","8","","","","3"
"High transfer dependency","1989","Schleswig-Holstein","East Germany","","","","","3"
"High transfer dependency","1989","Hamburg","West Germany","","","","","3"
"High transfer dependency","1989","Thuringia","East Germany","","","","","3"
"High transfer dependency","1989","Hamburg","East Germany","","","","","3"
"High transfer dependency","1989","Lower Saxony","West Germany","11","","","","3"
"High transfer dependency","1989","Lower Saxony","East Germany","","","","","3"
"High transfer dependency","1989","Bremen","West Germany","7","","","","3"
"High transfer dependency","1989","Bremen","East Germany","","","","","3"
"High transfer dependency","1989","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"High transfer dependency","1989","Saxony","West Germany","","","","","3"
"High transfer dependency","1989","Saxony-Anhalt","West Germany","","","","","3"
"High transfer dependency","1989","Saxony-Anhalt","East Germany","","","","","3"
"High transfer dependency","1989","Thuringia","West Germany","","","","","3"
"High transfer dependency","1989","North Rhine-Westphalia","West Germany","29","","","","3"
"High transfer dependency","1989","North Rhine-Westphalia","East Germany","","","","","3"
"High transfer dependency","1989","Hesse","West Germany","17","","","","3"
"High transfer dependency","1989","Hesse","East Germany","","","","","3"
"High transfer dependency","1989","Rhineland-Palatinate,Saarland","West Germany","3","","","","3"
"High transfer dependency","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"High transfer dependency","1989","Baden-Württemberg","West Germany","7","","","","3"
"High transfer dependency","1989","Bavaria","East Germany","","","","","3"
"High transfer dependency","1989","Berlin","West Germany","12","","","","3"
"High transfer dependency","1989","Berlin","East Germany","","","","","3"
"High transfer dependency","1989","Brandenburg","West Germany","","","","","3"
"High transfer dependency","1989","Brandenburg","East Germany","","","","","3"
"High transfer dependency","1989","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"High transfer dependency","1989","Saxony","East Germany","","","","","3"
"High transfer dependency","1989","Baden-Württemberg","East Germany","","","","","3"
"High transfer dependency","1989","Bavaria","West Germany","8","","","","3"
"Low transfer dependency","1989","Hamburg","West Germany","8","","","","2"
"Low transfer dependency","1989","Hamburg","East Germany","","","","","2"
"Low transfer dependency","1989","Schleswig-Holstein","West Germany","12","","","","2"
"Low transfer dependency","1989","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","1989","Lower Saxony","West Germany","17","","","","2"
"Low transfer dependency","1989","North Rhine-Westphalia","West Germany","108","0.0328104641819378","0.0257680894011984","0.0398528389626773","2"
"Low transfer dependency","1989","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","1989","Bremen","West Germany","1","","","","2"
"Low transfer dependency","1989","Bremen","East Germany","","","","","2"
"Low transfer dependency","1989","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","1989","Hesse","West Germany","27","","","","2"
"Low transfer dependency","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","1989","Hesse","East Germany","","","","","2"
"Low transfer dependency","1989","Rhineland-Palatinate,Saarland","West Germany","32","0.0297543200033835","0.0168984135223564","0.0426102264844107","2"
"Low transfer dependency","1989","Baden-Württemberg","West Germany","45","0.0185584033032379","0.0121896258131442","0.0249271807933316","2"
"Low transfer dependency","1989","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","1989","Bavaria","East Germany","","","","","2"
"Low transfer dependency","1989","Bavaria","West Germany","31","0.0211201693248848","0.0139248710962467","0.0283154675535229","2"
"Low transfer dependency","1989","Berlin","West Germany","9","","","","2"
"Low transfer dependency","1989","Berlin","East Germany","","","","","2"
"Low transfer dependency","1989","Brandenburg","West Germany","","","","","2"
"Low transfer dependency","1989","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","1989","Saxony-Anhalt","East Germany","","","","","2"
"Low transfer dependency","1989","Thuringia","East Germany","","","","","2"
"Low transfer dependency","1989","Brandenburg","East Germany","","","","","2"
"Low transfer dependency","1989","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Low transfer dependency","1989","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Low transfer dependency","1989","Saxony","West Germany","","","","","2"
"Low transfer dependency","1989","Saxony","East Germany","","","","","2"
"Low transfer dependency","1989","Thuringia","West Germany","","","","","2"
"No transfer dependency","1989","Schleswig-Holstein","West Germany","108","0.439699212131652","0.383249942568415","0.496148481694888","0"
"No transfer dependency","1989","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","1989","Hamburg","West Germany","105","0.731677660883201","0.667655917990094","0.795699403776307","0"
"No transfer dependency","1989","Hamburg","East Germany","","","","","0"
"No transfer dependency","1989","Lower Saxony","West Germany","419","0.53378838727385","0.501931837052593","0.565644937495107","0"
"No transfer dependency","1989","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","1989","Bremen","West Germany","49","0.551758370299222","0.457085462191445","0.646431278406999","0"
"No transfer dependency","1989","Bremen","East Germany","","","","","0"
"No transfer dependency","1989","North Rhine-Westphalia","West Germany","924","0.488905552247399","0.469144038085016","0.508667066409783","0"
"No transfer dependency","1989","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","1989","Hesse","West Germany","405","0.566530993025024","0.534969033120205","0.598092952929843","0"
"No transfer dependency","1989","Hesse","East Germany","","","","","0"
"No transfer dependency","1989","Rhineland-Palatinate,Saarland","West Germany","311","0.552044761901504","0.514418481530632","0.589671042272377","0"
"No transfer dependency","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","1989","Baden-Württemberg","West Germany","706","0.531359021845262","0.507810280413589","0.554907763276935","0"
"No transfer dependency","1989","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","1989","Bavaria","West Germany","697","0.546090608417645","0.521176098467777","0.571005118367513","0"
"No transfer dependency","1989","Bavaria","East Germany","","","","","0"
"No transfer dependency","1989","Berlin","West Germany","145","0.63340800341306","0.580445586713401","0.686370420112719","0"
"No transfer dependency","1989","Berlin","East Germany","","","","","0"
"No transfer dependency","1989","Brandenburg","West Germany","","","","","0"
"No transfer dependency","1989","Brandenburg","East Germany","","","","","0"
"No transfer dependency","1989","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","1989","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"No transfer dependency","1989","Saxony","West Germany","","","","","0"
"No transfer dependency","1989","Saxony","East Germany","","","","","0"
"No transfer dependency","1989","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","1989","Saxony-Anhalt","East Germany","","","","","0"
"No transfer dependency","1989","Thuringia","West Germany","","","","","0"
"No transfer dependency","1989","Thuringia","East Germany","","","","","0"
"Very high transfer dependency","1989","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","1989","Hamburg","West Germany","5","","","","4"
"Very high transfer dependency","1989","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","1989","Lower Saxony","West Germany","6","","","","4"
"Very high transfer dependency","1989","Schleswig-Holstein","West Germany","1","","","","4"
"Very high transfer dependency","1989","Bremen","West Germany","","","","","4"
"Very high transfer dependency","1989","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","1989","Bremen","East Germany","","","","","4"
"Very high transfer dependency","1989","Berlin","East Germany","","","","","4"
"Very high transfer dependency","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","1989","Baden-Württemberg","West Germany","4","","","","4"
"Very high transfer dependency","1989","Bavaria","West Germany","9","","","","4"
"Very high transfer dependency","1989","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","1989","Berlin","West Germany","2","","","","4"
"Very high transfer dependency","1989","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","1989","Saxony-Anhalt","East Germany","","","","","4"
"Very high transfer dependency","1989","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","1989","Thuringia","East Germany","","","","","4"
"Very high transfer dependency","1989","North Rhine-Westphalia","West Germany","18","","","","4"
