"transab_cat","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2004","Couple + C. LE 16 ","Female","48","0.0205545007939719","0.0143685204102375","0.0267404811777063","3"
"High transfer dependency","2004","Couple + C. LE and GT 16","Male","26","","","","3"
"High transfer dependency","2004","Couple + C. LE and GT 16","Female","24","","","","3"
"High transfer dependency","2004","Couple + C. GT 16 ","Male","40","0.0235797505361164","0.0169214310082395","0.0302380700639933","3"
"High transfer dependency","2004","Couple + C. GT 16 ","Female","33","0.0197723500866832","0.0133938999285957","0.0261508002447707","3"
"Low transfer dependency","2004","1-pers.-HH","Male","51","0.0420138985140883","0.0307747482583312","0.0532530487698454","2"
"Low transfer dependency","2004","1-pers.-HH","Female","59","0.0341746034602513","0.0255000087922876","0.0428491981282149","2"
"Low transfer dependency","2004","(Married) couple without C. ","Male","110","0.0312119728993145","0.0255134327434208","0.0369105130552082","2"
"Low transfer dependency","2004","(Married) couple without C. ","Female","112","0.032076219347288","0.02635444570548","0.037797992989096","2"
"Low transfer dependency","2004","Single parent ","Male","27","","","","2"
"Low transfer dependency","2004","Single parent ","Female","97","0.135442101428459","0.110481595990666","0.160402606866251","2"
"Low transfer dependency","2004","Couple + C. LE 16 ","Male","198","0.0999354169687493","0.0866748111812942","0.113196022756204","2"
"Low transfer dependency","2004","Couple + C. LE 16 ","Female","215","0.118909633032815","0.104797791848728","0.133021474216901","2"
"Low transfer dependency","2004","Couple + C. GT 16 ","Male","117","0.0739261631136297","0.0624446657208556","0.0854076605064039","2"
"Low transfer dependency","2004","Couple + C. GT 16 ","Female","119","0.0819664852634909","0.0693983753323763","0.0945345951946055","2"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Male","117","0.130271921039115","0.108145337336352","0.152398504741879","2"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Female","111","0.138538382678963","0.115516382127441","0.161560383230485","2"
"No transfer dependency","2004","1-pers.-HH","Female","1338","0.808210683554027","0.789412207757791","0.827009159350262","0"
"No transfer dependency","2004","(Married) couple without C. ","Male","2644","0.762563094080516","0.748618668640693","0.776507519520338","0"
"No transfer dependency","2004","(Married) couple without C. ","Female","2675","0.756320112178886","0.742379521583186","0.770260702774586","0"
"No transfer dependency","2004","1-pers.-HH","Male","910","0.754058108567235","0.729932624076873","0.778183593057597","0"
"No transfer dependency","2004","Single parent ","Male","86","0.238394572182181","0.193102537698712","0.283686606665649","0"
"No transfer dependency","2004","Single parent ","Female","93","0.130683728715829","0.106098222478945","0.155269234952712","0"
"No transfer dependency","2004","Couple + C. LE 16 ","Male","11","","","","0"
"No transfer dependency","2004","Couple + C. LE 16 ","Female","12","","","","0"
"No transfer dependency","2004","Couple + C. GT 16 ","Male","378","0.195047289070241","0.17766000362565","0.212434574514832","0"
"No transfer dependency","2004","Couple + C. GT 16 ","Female","288","0.179026936160739","0.161462015605123","0.196591856716355","0"
"No transfer dependency","2004","Couple + C. LE and GT 16","Male","7","","","","0"
"No transfer dependency","2004","Couple + C. LE and GT 16","Female","3","","","","0"
"Very high transfer dependency","2004","1-pers.-HH","Male","36","0.0279627045290108","0.018726608638677","0.0371988004193445","4"
"Very high transfer dependency","2004","1-pers.-HH","Female","32","0.0187701795173251","0.012290288216653","0.0252500708179973","4"
"Very high transfer dependency","2004","(Married) couple without C. ","Male","25","","","","4"
"Very high transfer dependency","2004","(Married) couple without C. ","Female","25","","","","4"
"Very high transfer dependency","2004","Single parent ","Male","12","","","","4"
"Very high transfer dependency","2004","Single parent ","Female","50","0.058433051855033","0.0413236676271229","0.0755424360829431","4"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Male","37","0.0260461582121007","0.0190039665898857","0.0330883498343156","4"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Female","39","0.0278013003967595","0.0206336798232832","0.0349689209702358","4"
"Very high transfer dependency","2004","Couple + C. GT 16 ","Male","19","","","","4"
"Very high transfer dependency","2004","Couple + C. GT 16 ","Female","15","","","","4"
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Male","15","","","","4"
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Female","23","","","","4"
"Very low transfer dependency","2004","1-pers.-HH","Male","140","0.108630984053478","0.0911983503056858","0.126063617801271","1"
"Very low transfer dependency","2004","1-pers.-HH","Female","200","0.110477961050064","0.0955099422495991","0.125445979850529","1"
"Very low transfer dependency","2004","(Married) couple without C. ","Male","748","0.178242288372697","0.165700314557571","0.190784262187823","1"
"Very low transfer dependency","2004","(Married) couple without C. ","Female","782","0.182346809857733","0.16980812006554","0.194885499649927","1"
"Very low transfer dependency","2004","Single parent ","Male","192","0.58513129079449","0.532760318822834","0.637502262766147","1"
"Very low transfer dependency","2004","Single parent ","Female","381","0.523980186288068","0.487551002589006","0.560409369987129","1"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Male","1653","0.830152596811429","0.813550030072405","0.846755163550453","1"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Female","1688","0.813805595215992","0.796834550293057","0.830776640138928","1"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Male","1436","0.688398061231506","0.668074653232144","0.708721469230869","1"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Female","1371","0.701664062313916","0.68070171323749","0.722626411390342","1"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Female","702","0.783730506180555","0.75629449033363","0.811166522027479","1"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Male","720","0.781901370390564","0.754755756593173","0.809046984187956","1"
"Complete transfer dependency","2005","1-pers.-HH","Female","25","","","","5"
"Complete transfer dependency","2005","(Married) couple without C. ","Male","14","","","","5"
"Complete transfer dependency","2005","(Married) couple without C. ","Female","14","","","","5"
"Complete transfer dependency","2005","1-pers.-HH","Male","48","0.0430798859195102","0.031765308063537","0.0543944637754834","5"
"Complete transfer dependency","2005","Single parent ","Male","5","","","","5"
"Complete transfer dependency","2005","Single parent ","Female","34","0.0542930737330669","0.0379115263985435","0.0706746210675904","5"
"Complete transfer dependency","2005","Couple + C. LE 16 ","Male","21","","","","5"
"Complete transfer dependency","2005","Couple + C. LE 16 ","Female","21","","","","5"
"Complete transfer dependency","2005","Couple + C. GT 16 ","Male","9","","","","5"
"Complete transfer dependency","2005","Couple + C. GT 16 ","Female","7","","","","5"
"Complete transfer dependency","2005","Couple + C. LE and GT 16","Male","6","","","","5"
"Complete transfer dependency","2005","Couple + C. LE and GT 16","Female","9","","","","5"
"High transfer dependency","2005","1-pers.-HH","Male","31","0.0251988208954587","0.0164648573683263","0.0339327844225911","3"
"High transfer dependency","2005","1-pers.-HH","Female","34","0.0163356121513232","0.0103062630663775","0.0223649612362689","3"
"High transfer dependency","2005","(Married) couple without C. ","Male","42","0.0109549018503722","0.00748855958780906","0.0144212441129353","3"
"High transfer dependency","2005","(Married) couple without C. ","Female","41","0.0104361918563643","0.00708047972249545","0.0137919039902332","3"
"High transfer dependency","2005","Single parent ","Male","24","","","","3"
"High transfer dependency","2005","Couple + C. LE 16 ","Male","47","0.0275756324147241","0.0199854014562218","0.0351658633732264","3"
"High transfer dependency","2005","Single parent ","Female","67","0.103603178606289","0.0815718283278042","0.125634528884775","3"
"High transfer dependency","2005","Couple + C. LE 16 ","Female","52","0.034929989086845","0.0265927875729288","0.0432671906007612","3"
"High transfer dependency","2005","Couple + C. GT 16 ","Male","33","0.0218131136347158","0.0152206613380585","0.0284055659313732","3"
"High transfer dependency","2005","Couple + C. LE and GT 16","Male","25","","","","3"
"High transfer dependency","2005","Couple + C. GT 16 ","Female","32","0.0251561174293052","0.0177272831127488","0.0325849517458615","3"
"High transfer dependency","2005","Couple + C. LE and GT 16","Female","24","","","","3"
"Low transfer dependency","2005","1-pers.-HH","Male","51","0.0443736720201949","0.0328982153132088","0.055849128727181","2"
"Low transfer dependency","2005","1-pers.-HH","Female","66","0.0424751668321063","0.0328828874858816","0.052067446178331","2"
"Low transfer dependency","2005","(Married) couple without C. ","Male","124","0.035100218517092","0.0289717047862696","0.0412287322479143","2"
"Low transfer dependency","2005","(Married) couple without C. ","Female","131","0.0413356092534209","0.0347622519587639","0.0479089665480779","2"
"Low transfer dependency","2005","Single parent ","Male","30","0.0785732327740133","0.049759905605568","0.107386559942459","2"
"Low transfer dependency","2005","Single parent ","Female","103","0.146741735856871","0.121160501335246","0.172322970378496","2"
"Low transfer dependency","2005","Couple + C. LE 16 ","Male","184","0.102189518013362","0.0881497528075172","0.116229283219207","2"
"Low transfer dependency","2005","Couple + C. LE 16 ","Female","199","0.103690182036807","0.0898468843260161","0.117533479747598","2"
"Low transfer dependency","2005","Couple + C. GT 16 ","Male","124","0.0755548216038157","0.0636273354826185","0.0874823077250129","2"
"Low transfer dependency","2005","Couple + C. GT 16 ","Female","103","0.073270891572753","0.0609093261773833","0.0856324569681228","2"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Female","103","0.125423097490554","0.102850418834908","0.1479957761462","2"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Male","119","0.159958684834259","0.135301216653177","0.18461615301534","2"
"No transfer dependency","2005","1-pers.-HH","Male","894","0.72196189992903","0.696994544899288","0.746929254958773","0"
"No transfer dependency","2005","1-pers.-HH","Female","1315","0.789159373189869","0.76975771911493","0.808561027264808","0"
"No transfer dependency","2005","(Married) couple without C. ","Male","2593","0.764211796409543","0.750075779539561","0.778347813279526","0"
"No transfer dependency","2005","(Married) couple without C. ","Female","2620","0.753265024844926","0.739029252675758","0.767500797014094","0"
"No transfer dependency","2005","Single parent ","Male","80","0.1757870675056","0.135026627789242","0.216547507221958","0"
"No transfer dependency","2005","Single parent ","Female","94","0.108110043320368","0.0856612460006768","0.13055884064006","0"
"No transfer dependency","2005","Couple + C. LE 16 ","Male","16","","","","0"
"No transfer dependency","2005","Couple + C. LE 16 ","Female","18","","","","0"
"No transfer dependency","2005","Couple + C. GT 16 ","Male","350","0.186421563657481","0.168845361680684","0.203997765634277","0"
"No transfer dependency","2005","Couple + C. GT 16 ","Female","267","0.175038645707057","0.157011992462484","0.193065298951629","0"
"No transfer dependency","2005","Couple + C. LE and GT 16","Male","","","","","0"
"No transfer dependency","2005","Couple + C. LE and GT 16","Female","1","","","","0"
"Very high transfer dependency","2005","1-pers.-HH","Male","50","0.0501246885627947","0.0379650018765567","0.0622843752490328","4"
"Very high transfer dependency","2005","1-pers.-HH","Female","45","0.0237524815922887","0.0165095611537244","0.030995402030853","4"
"Very high transfer dependency","2005","(Married) couple without C. ","Male","24","","","","4"
"Very high transfer dependency","2005","(Married) couple without C. ","Female","24","","","","4"
"Very high transfer dependency","2005","Single parent ","Male","8","","","","4"
"Very high transfer dependency","2005","Single parent ","Female","59","0.0762396766210771","0.0570541114751773","0.0954252417669769","4"
"Very high transfer dependency","2005","Couple + C. LE 16 ","Male","26","","","","4"
"Very high transfer dependency","2005","Couple + C. LE 16 ","Female","26","","","","4"
"Very high transfer dependency","2005","Couple + C. GT 16 ","Male","11","","","","4"
"Very high transfer dependency","2005","Couple + C. GT 16 ","Female","13","","","","4"
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Male","20","","","","4"
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Female","29","","","","4"
"Very low transfer dependency","2005","1-pers.-HH","Male","163","0.115261032673011","0.0974654557482771","0.133056609597745","1"
"Very low transfer dependency","2005","1-pers.-HH","Female","213","0.11612399242495","0.100885714153405","0.131362270696495","1"
"Very low transfer dependency","2005","(Married) couple without C. ","Male","667","0.176100416517607","0.163415825105003","0.188785007930211","1"
"Very low transfer dependency","2005","(Married) couple without C. ","Female","693","0.180734956044497","0.168028481790676","0.193441430298319","1"
"Very low transfer dependency","2005","Single parent ","Male","188","0.615820176587119","0.563734306815482","0.667906046358756","1"
"Very low transfer dependency","2005","Single parent ","Female","378","0.511012291862327","0.474873879764786","0.547150703959868","1"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Male","1494","0.827813895222128","0.810314229999404","0.845313560444852","1"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Female","1547","0.823646977131011","0.806340699273652","0.840953254988371","1"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Male","1359","0.702917651784087","0.682293889434672","0.723541414133502","1"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Female","661","0.777317853964983","0.748962350893544","0.805673357036422","1"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Male","679","0.773447884560668","0.745290401289132","0.801605367832204","1"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Female","1285","0.709956908844282","0.688430152862015","0.73148366482655","1"
"Complete transfer dependency","2006","1-pers.-HH","Male","61","0.0501676721544942","0.0387290245148539","0.0616063197941345","5"
"Complete transfer dependency","2006","1-pers.-HH","Female","36","0.0225182919687931","0.0158664826697065","0.0291701012678797","5"
"Complete transfer dependency","2006","(Married) couple without C. ","Male","15","","","","5"
"Complete transfer dependency","2006","(Married) couple without C. ","Female","14","","","","5"
"Complete transfer dependency","2006","Single parent ","Male","5","","","","5"
"Complete transfer dependency","2006","Single parent ","Female","53","0.062220844172248","0.0456875496595715","0.0787541386849245","5"
"Complete transfer dependency","2006","Couple + C. LE 16 ","Male","20","","","","5"
"Complete transfer dependency","2006","Couple + C. LE 16 ","Female","21","","","","5"
"Complete transfer dependency","2006","Couple + C. GT 16 ","Male","5","","","","5"
"Complete transfer dependency","2006","Couple + C. GT 16 ","Female","4","","","","5"
"Complete transfer dependency","2006","Couple + C. LE and GT 16","Male","7","","","","5"
"Complete transfer dependency","2006","Couple + C. LE and GT 16","Female","15","","","","5"
"High transfer dependency","2006","1-pers.-HH","Male","48","0.0304165927368408","0.0214177408756831","0.0394154445979986","3"
"High transfer dependency","2006","1-pers.-HH","Female","42","0.021603669526535","0.0150853008900227","0.0281220381630473","3"
"High transfer dependency","2006","(Married) couple without C. ","Male","40","0.0111120840146684","0.00780899696486006","0.0144151710644768","3"
"High transfer dependency","2006","(Married) couple without C. ","Female","42","0.0133093951177451","0.00973206155919972","0.0168867286762905","3"
"High transfer dependency","2006","Single parent ","Male","14","","","","3"
"High transfer dependency","2006","Single parent ","Female","81","0.114737566053185","0.09292383275798","0.136551299348389","3"
"High transfer dependency","2006","Couple + C. LE 16 ","Male","60","0.0338735448868371","0.0257134650592602","0.0420336247144139","3"
"High transfer dependency","2006","Couple + C. LE 16 ","Female","66","0.0368525103550247","0.0285351653621161","0.0451698553479333","3"
"High transfer dependency","2006","Couple + C. GT 16 ","Male","51","0.0291310757623007","0.0216839371985423","0.0365782143260592","3"
"High transfer dependency","2006","Couple + C. GT 16 ","Female","41","0.0248032448975171","0.017582290278808","0.0320241995162261","3"
"High transfer dependency","2006","Couple + C. LE and GT 16","Male","29","","","","3"
"High transfer dependency","2006","Couple + C. LE and GT 16","Female","30","0.0701934365476387","0.0521253551930416","0.0882615179022358","3"
"Low transfer dependency","2006","1-pers.-HH","Female","68","0.0339017441659123","0.0257876616931427","0.042015826638682","2"
"Low transfer dependency","2006","1-pers.-HH","Male","59","0.0394962566286255","0.0292899941587435","0.0497025190985075","2"
"Low transfer dependency","2006","(Married) couple without C. ","Male","133","0.034043475463453","0.0283294198694083","0.0397575310574978","2"
"Low transfer dependency","2006","(Married) couple without C. ","Female","134","0.0355943949743066","0.0298106324680097","0.0413781574806036","2"
"Low transfer dependency","2006","Single parent ","Male","39","0.115443896392409","0.0816257958506756","0.149261996934142","2"
"Low transfer dependency","2006","Single parent ","Female","87","0.10895329692186","0.0876271897733483","0.130279404070372","2"
"Low transfer dependency","2006","Couple + C. LE 16 ","Male","196","0.118288529520687","0.103721142522119","0.132855916519255","2"
"Low transfer dependency","2006","Couple + C. LE 16 ","Female","210","0.122462304432603","0.107989960223711","0.136934648641495","2"
"Low transfer dependency","2006","Couple + C. GT 16 ","Male","115","0.0654510366157435","0.0544991190123995","0.0764029542190875","2"
"Low transfer dependency","2006","Couple + C. GT 16 ","Female","87","0.0525308108663593","0.0421726216182408","0.0628890001144779","2"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Male","95","0.136304709086559","0.112646704230915","0.159962713942203","2"
"Low transfer dependency","2006","Couple + C. LE and GT 16","Female","82","0.115091870029124","0.0925214886854009","0.137662251372846","2"
"No transfer dependency","2006","1-pers.-HH","Male","1027","0.742857534419575","0.719955244825018","0.765759824014132","0"
"No transfer dependency","2006","1-pers.-HH","Female","1500","0.786849966243364","0.768488539865837","0.805211392620892","0"
"No transfer dependency","2006","(Married) couple without C. ","Male","2938","0.756913982024213","0.743397863864729","0.770430100183697","0"
"No transfer dependency","2006","(Married) couple without C. ","Female","2964","0.749220249669746","0.735688910895366","0.762751588444126","0"
"No transfer dependency","2006","Single parent ","Male","74","0.181258664412782","0.140490254095758","0.222027074729806","0"
"No transfer dependency","2006","Single parent ","Female","89","0.103685408686688","0.0828198402806587","0.124550977092718","0"
"No transfer dependency","2006","Couple + C. LE 16 ","Male","8","","","","0"
"No transfer dependency","2006","Couple + C. LE 16 ","Female","9","","","","0"
"No transfer dependency","2006","Couple + C. GT 16 ","Male","367","0.192060976915569","0.174617231799545","0.209504722031593","0"
"No transfer dependency","2006","Couple + C. GT 16 ","Female","296","0.18561868154394","0.167566945097783","0.203670417990098","0"
"No transfer dependency","2006","Couple + C. LE and GT 16","Male","4","","","","0"
"No transfer dependency","2006","Couple + C. LE and GT 16","Female","3","","","","0"
"Very high transfer dependency","2006","1-pers.-HH","Male","45","0.0380730753547026","0.0280449615613066","0.0481011891480986","4"
"Very high transfer dependency","2006","1-pers.-HH","Female","49","0.0286792107188422","0.0211960911093411","0.0361623303283433","4"
"Very high transfer dependency","2006","(Married) couple without C. ","Female","27","","","","4"
"Very high transfer dependency","2006","Single parent ","Male","21","","","","4"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Male","47","0.0309922840644026","0.0231753309760614","0.0388092371527437","4"
"Very high transfer dependency","2006","Couple + C. LE 16 ","Female","48","0.0275233090452854","0.0203006901036275","0.0347459279869432","4"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Male","23","","","","4"
"Very high transfer dependency","2006","(Married) couple without C. ","Male","23","","","","4"
"Very high transfer dependency","2006","Single parent ","Female","77","0.104047744476501","0.0831499750344482","0.124945513918553","4"
"Very high transfer dependency","2006","Couple + C. GT 16 ","Female","22","","","","4"
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Male","16","","","","4"
"Very high transfer dependency","2006","Couple + C. LE and GT 16","Female","14","","","","4"
"Very low transfer dependency","2006","(Married) couple without C. ","Male","720","0.18485910661596","0.172627444053005","0.197090769178914","1"
"Very low transfer dependency","2006","(Married) couple without C. ","Female","761","0.188768752703864","0.17655280487012","0.200984700537609","1"
"Very low transfer dependency","2006","1-pers.-HH","Male","159","0.0989888687057619","0.0833394758713592","0.114638261540165","1"
"Very low transfer dependency","2006","1-pers.-HH","Female","216","0.106447117376553","0.0926195803477771","0.120274654405328","1"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Male","1557","0.800256338215217","0.782222085094231","0.818290591336202","1"
"Very low transfer dependency","2006","Single parent ","Male","190","0.580823388101182","0.528605223793477","0.633041552408887","1"
"Very low transfer dependency","2006","Single parent ","Female","433","0.506355139689519","0.472135448505092","0.540574830873945","1"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Female","1617","0.792999917145378","0.775113365967644","0.810886468323111","1"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Male","1398","0.694082960112452","0.673677875572691","0.714488044652212","1"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Female","1332","0.713919035161669","0.69293624667054","0.734901823652797","1"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Female","624","0.757653080169044","0.727347581839477","0.787958578498611","1"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","Male","657","0.76843907397995","0.739353357296667","0.797524790663232","1"
"Complete transfer dependency","2007","1-pers.-HH","Male","61","0.0444992090018711","0.0333287777818525","0.0556696402218897","5"
"Complete transfer dependency","2007","1-pers.-HH","Female","38","0.0222388775471854","0.0154827885728181","0.0289949665215527","5"
"Complete transfer dependency","2007","(Married) couple without C. ","Male","14","","","","5"
"Complete transfer dependency","2007","(Married) couple without C. ","Female","12","","","","5"
"Complete transfer dependency","2007","Single parent ","Male","6","","","","5"
"Complete transfer dependency","2007","Single parent ","Female","56","0.0745808802051765","0.0562727987660411","0.0928889616443118","5"
"Complete transfer dependency","2007","Couple + C. LE 16 ","Male","19","","","","5"
"Complete transfer dependency","2007","Couple + C. LE 16 ","Female","20","","","","5"
"Complete transfer dependency","2007","Couple + C. GT 16 ","Male","6","","","","5"
"Complete transfer dependency","2007","Couple + C. GT 16 ","Female","5","","","","5"
"Complete transfer dependency","2007","Couple + C. LE and GT 16","Male","7","","","","5"
"Complete transfer dependency","2007","Couple + C. LE and GT 16","Female","7","","","","5"
"High transfer dependency","2007","1-pers.-HH","Male","34","0.0334834026219451","0.0237380464018252","0.043228758842065","3"
"High transfer dependency","2007","1-pers.-HH","Female","42","0.0190914592866614","0.0128216206042129","0.0253612979691098","3"
"High transfer dependency","2007","(Married) couple without C. ","Male","51","0.0145193607951372","0.0106366275369366","0.0184020940533379","3"
"High transfer dependency","2007","(Married) couple without C. ","Female","51","0.0131340927280103","0.00945373993333825","0.0168144455226823","3"
"High transfer dependency","2007","Single parent ","Male","22","","","","3"
"High transfer dependency","2007","Single parent ","Female","79","0.113020580062774","0.0909560141960716","0.135085145929477","3"
"High transfer dependency","2007","Couple + C. LE 16 ","Male","48","0.0327199929831089","0.0243198213657711","0.0411201646004468","3"
"High transfer dependency","2007","Couple + C. LE 16 ","Female","51","0.0359232662756116","0.0273569737908549","0.0444895587603684","3"
"High transfer dependency","2007","Couple + C. GT 16 ","Female","32","0.0302023308794731","0.0220835255335378","0.0383211362254085","3"
"High transfer dependency","2007","Couple + C. LE and GT 16","Male","17","","","","3"
"High transfer dependency","2007","Couple + C. GT 16 ","Male","38","0.0343420976631019","0.0261709329556791","0.0425132623705246","3"
"High transfer dependency","2007","Couple + C. LE and GT 16","Female","12","","","","3"
"Low transfer dependency","2007","1-pers.-HH","Female","65","0.0338698361937394","0.0255818901501869","0.042157782237292","2"
"Low transfer dependency","2007","1-pers.-HH","Male","56","0.0413818878986582","0.0305922658288632","0.0521715099684531","2"
"Low transfer dependency","2007","(Married) couple without C. ","Male","117","0.0351329629577594","0.0291566837030343","0.0411092422124846","2"
"Low transfer dependency","2007","(Married) couple without C. ","Female","126","0.0429822740598174","0.0364258803481986","0.0495386677714362","2"
"Low transfer dependency","2007","Single parent ","Male","37","0.0750266922013388","0.0468590203719851","0.103194364030692","2"
"Low transfer dependency","2007","Single parent ","Female","114","0.140763000161386","0.116527019817444","0.164998980505329","2"
"Low transfer dependency","2007","Couple + C. LE 16 ","Male","152","0.0907493673823916","0.0771859520299016","0.104312782734882","2"
"Low transfer dependency","2007","Couple + C. LE 16 ","Female","161","0.090295697832779","0.0771030234755893","0.103488372189969","2"
"Low transfer dependency","2007","Couple + C. GT 16 ","Male","115","0.067910177198011","0.0566211837570402","0.0791991706389819","2"
"Low transfer dependency","2007","Couple + C. GT 16 ","Female","90","0.0585487044003137","0.0474111739664164","0.069686234834211","2"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Male","76","0.121787024048734","0.0981920043580131","0.145382043739455","2"
"Low transfer dependency","2007","Couple + C. LE and GT 16","Female","75","0.140016850014231","0.114705540487801","0.165328159540661","2"
"No transfer dependency","2007","1-pers.-HH","Male","959","0.728304965090549","0.704207256175316","0.752402674005782","0"
"No transfer dependency","2007","1-pers.-HH","Female","1424","0.791353798415698","0.772736651190976","0.809970945640419","0"
"No transfer dependency","2007","(Married) couple without C. ","Male","2775","0.766985667066128","0.753263436860498","0.780707897271759","0"
"No transfer dependency","2007","(Married) couple without C. ","Female","2777","0.759218175014676","0.74539666513054","0.773039684898813","0"
"No transfer dependency","2007","Single parent ","Male","67","0.167576688702315","0.127641350061825","0.207512027342806","0"
"No transfer dependency","2007","Single parent ","Female","85","0.0971741345283836","0.0765328278524832","0.117815441204284","0"
"No transfer dependency","2007","Couple + C. LE 16 ","Male","26","","","","0"
"No transfer dependency","2007","Couple + C. LE 16 ","Female","30","0.0153618918723232","0.00970067410512617","0.0210231096395203","0"
"No transfer dependency","2007","Couple + C. GT 16 ","Male","370","0.186611642543086","0.16913020070986","0.204093084376312","0"
"No transfer dependency","2007","Couple + C. GT 16 ","Female","285","0.155869720473647","0.138662253359006","0.173077187588288","0"
"No transfer dependency","2007","Couple + C. LE and GT 16","Male","1","","","","0"
"No transfer dependency","2007","Couple + C. LE and GT 16","Female","3","","","","0"
"Very high transfer dependency","2007","1-pers.-HH","Male","42","0.0318875103554723","0.022369383568093","0.0414056371428516","4"
"Very high transfer dependency","2007","1-pers.-HH","Female","52","0.0273646954479667","0.0198900108749922","0.0348393800209411","4"
"Very high transfer dependency","2007","(Married) couple without C. ","Male","20","","","","4"
"Very high transfer dependency","2007","(Married) couple without C. ","Female","27","","","","4"
"Very high transfer dependency","2007","Single parent ","Male","23","","","","4"
"Very high transfer dependency","2007","Single parent ","Female","70","0.0960298028887237","0.0754973930596276","0.11656221271782","4"
"Very high transfer dependency","2007","Couple + C. LE 16 ","Male","30","0.0227886253343367","0.0157423635659389","0.0298348871027346","4"
"Very high transfer dependency","2007","Couple + C. LE 16 ","Female","31","0.0220196489967677","0.0152647408239542","0.0287745571695812","4"
"Very high transfer dependency","2007","Couple + C. GT 16 ","Male","24","","","","4"
"Very high transfer dependency","2007","Couple + C. GT 16 ","Female","19","","","","4"
"Very high transfer dependency","2007","Couple + C. LE and GT 16","Male","22","","","","4"
"Very high transfer dependency","2007","Couple + C. LE and GT 16","Female","26","","","","4"
"Very low transfer dependency","2007","(Married) couple without C. ","Male","669","0.172319684383802","0.16006115090569","0.184578217861914","1"
"Very low transfer dependency","2007","(Married) couple without C. ","Female","683","0.173746325337846","0.161498052393443","0.185994598282249","1"
"Very low transfer dependency","2007","1-pers.-HH","Male","157","0.120443025031504","0.102811045072057","0.138075004990952","1"
"Very low transfer dependency","2007","1-pers.-HH","Female","209","0.10608133310875","0.0919725020322893","0.12019016418521","1"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Male","1448","0.823669926259246","0.805675199705275","0.841664652813217","1"
"Very low transfer dependency","2007","Couple + C. LE 16 ","Female","1520","0.822730120420394","0.805151071997371","0.840309168843416","1"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Male","615","0.773820376059971","0.743637075416355","0.804003676703587","1"
"Very low transfer dependency","2007","Single parent ","Male","181","0.589842958599166","0.537250710215933","0.6424352069824","1"
"Very low transfer dependency","2007","Single parent ","Female","387","0.478431602153556","0.443619887639508","0.513243316667603","1"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Male","1355","0.697562372786925","0.676952830817525","0.718171914756326","1"
"Very low transfer dependency","2007","Couple + C. GT 16 ","Female","1276","0.740004708769389","0.719196662095218","0.760812755443561","1"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","Female","599","0.749427573167773","0.717818557938634","0.781036588396911","1"
"Complete transfer dependency","2008","(Married) couple without C. ","Female","17","","","","5"
"Complete transfer dependency","2008","1-pers.-HH","Female","39","0.0264501567326164","0.0189102376103475","0.0339900758548853","5"
"Complete transfer dependency","2008","1-pers.-HH","Male","50","0.0486139785408845","0.0368370377484267","0.0603909193333423","5"
"Complete transfer dependency","2008","(Married) couple without C. ","Male","15","","","","5"
"Complete transfer dependency","2008","Single parent ","Male","6","","","","5"
"Complete transfer dependency","2008","Single parent ","Female","43","0.0736280744503282","0.0551934066501806","0.0920627422504758","5"
"Complete transfer dependency","2008","Couple + C. LE 16 ","Male","13","","","","5"
