"transab_cat","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2010","college entrance qualification","(2c_voc) vocational maturity certificate","13","","",""
"Complete transfer dependency","2010","college entrance qualification","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","2010","college entrance qualification","(3b) higher tertiary education","2","","",""
"Complete transfer dependency","2010","Other degree","(0) in school","","","",""
"Complete transfer dependency","2010","Other degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2010","Other degree","(1b) general elementary school","28","","",""
"Complete transfer dependency","2010","Other degree","(1c) basic vocational qualification","20","","",""
"Complete transfer dependency","2010","Other degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2010","Other degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2010","Other degree","(2c_gen) general maturity certificate","19","","",""
"Complete transfer dependency","2010","Other degree","(2c_voc) vocational maturity certificate","9","","",""
"Complete transfer dependency","2010","Other degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2010","Other degree","(3b) higher tertiary education","18","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(0) in school","14","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(1a) inadequately completed","42","0.100996103152631","0.0692001653171939","0.132792040988068"
"Complete transfer dependency","2010","no degree/no degree yet","(1b) general elementary school","","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2010","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No transfer dependency","2011","lower secondary degree","(0) in school","","","",""
"No transfer dependency","2011","lower secondary degree","(1a) inadequately completed","","","",""
"No transfer dependency","2011","lower secondary degree","(1b) general elementary school","781","0.562122225827537","0.539215525872272","0.585028925782803"
"No transfer dependency","2011","lower secondary degree","(1c) basic vocational qualification","3212","0.648553623508816","0.63657380996759","0.660533437050043"
"No transfer dependency","2011","lower secondary degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2011","lower secondary degree","(2a) intermediate vocational","5","","",""
"No transfer dependency","2011","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"No transfer dependency","2011","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"No transfer dependency","2011","lower secondary degree","(3a) lower tertiary education","110","0.861153644859683","0.802164963331857","0.920142326387509"
"No transfer dependency","2011","lower secondary degree","(3b) higher tertiary education","25","","",""
"No transfer dependency","2011","secondary school degree","(0) in school","","","",""
"No transfer dependency","2011","secondary school degree","(1a) inadequately completed","","","",""
"No transfer dependency","2011","secondary school degree","(1b) general elementary school","","","",""
"No transfer dependency","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"No transfer dependency","2011","secondary school degree","(2b) intermediate general qualification","159","0.30752521389324","0.275567612168845","0.339482815617636"
"No transfer dependency","2011","secondary school degree","(2a) intermediate vocational","2278","0.491819664960355","0.480139866949697","0.503499462971012"
"No transfer dependency","2011","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"No transfer dependency","2011","secondary school degree","(2c_voc) vocational maturity certificate","16","","",""
"No transfer dependency","2011","secondary school degree","(3a) lower tertiary education","295","0.631009726780532","0.591603728392686","0.670415725168378"
"No transfer dependency","2011","secondary school degree","(3b) higher tertiary education","78","0.639740366069343","0.564405595357892","0.715075136780793"
"No transfer dependency","2011","college entrance qualification","(0) in school","","","",""
"No transfer dependency","2011","college entrance qualification","(1a) inadequately completed","","","",""
"No transfer dependency","2011","college entrance qualification","(1b) general elementary school","","","",""
"No transfer dependency","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"No transfer dependency","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"No transfer dependency","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"No transfer dependency","2011","college entrance qualification","(2c_gen) general maturity certificate","177","0.243408106498547","0.215662853063719","0.271153359933375"
"No transfer dependency","2011","college entrance qualification","(2c_voc) vocational maturity certificate","597","0.493798333328266","0.472801405833246","0.514795260823286"
"No transfer dependency","2011","college entrance qualification","(3a) lower tertiary education","548","0.555210647114608","0.529693953470541","0.580727340758674"
"No transfer dependency","2011","college entrance qualification","(3b) higher tertiary education","1316","0.575563217728963","0.558743125302919","0.592383310155006"
"No transfer dependency","2011","Other degree","(0) in school","","","",""
"No transfer dependency","2011","Other degree","(1a) inadequately completed","","","",""
"No transfer dependency","2011","Other degree","(1b) general elementary school","145","0.454015544131924","0.409288508549735","0.498742579714113"
"No transfer dependency","2011","Other degree","(1c) basic vocational qualification","162","0.412919734368302","0.369892279358777","0.455947189377827"
"No transfer dependency","2011","Other degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2011","Other degree","(2a) intermediate vocational","","","",""
"No transfer dependency","2011","Other degree","(2c_gen) general maturity certificate","33","0.301228645502037","0.233639471518681","0.368817819485394"
"No transfer dependency","2011","Other degree","(2c_voc) vocational maturity certificate","56","0.324166590719119","0.267163006430874","0.381170175007363"
"No transfer dependency","2011","Other degree","(3a) lower tertiary education","12","","",""
"No transfer dependency","2011","Other degree","(3b) higher tertiary education","92","0.360794483431552","0.312573528711093","0.409015438152012"
"No transfer dependency","2011","no degree/no degree yet","(0) in school","6","","",""
"No transfer dependency","2011","no degree/no degree yet","(1a) inadequately completed","104","0.414568630814386","0.366940515827418","0.462196745801353"
"No transfer dependency","2011","no degree/no degree yet","(1b) general elementary school","","","",""
"No transfer dependency","2011","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No transfer dependency","2011","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No transfer dependency","2011","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No transfer dependency","2011","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","2011","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","2011","no degree/no degree yet","(3a) lower tertiary education","2","","",""
"No transfer dependency","2011","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Very low transfer dependency","2011","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","2011","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2011","lower secondary degree","(1b) general elementary school","462","0.233954937966869","0.214408664776107","0.253501211157631"
"Very low transfer dependency","2011","lower secondary degree","(1c) basic vocational qualification","1972","0.256279128371665","0.245324209076778","0.267234047666552"
"Very low transfer dependency","2011","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2011","lower secondary degree","(2a) intermediate vocational","5","","",""
"Very low transfer dependency","2011","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Very low transfer dependency","2011","lower secondary degree","(2c_voc) vocational maturity certificate","7","","",""
"Very low transfer dependency","2011","lower secondary degree","(3a) lower tertiary education","20","","",""
"Very low transfer dependency","2011","lower secondary degree","(3b) higher tertiary education","9","","",""
"Very low transfer dependency","2011","secondary school degree","(0) in school","","","",""
"Very low transfer dependency","2011","secondary school degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2011","secondary school degree","(1b) general elementary school","","","",""
"Very low transfer dependency","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2011","secondary school degree","(2b) intermediate general qualification","405","0.491348368770842","0.456727591573652","0.525969145968032"
"Very low transfer dependency","2011","secondary school degree","(2a) intermediate vocational","3505","0.399233434194744","0.387791754397668","0.41067511399182"
"Very low transfer dependency","2011","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","2011","secondary school degree","(2c_voc) vocational maturity certificate","12","","",""
"Very low transfer dependency","2011","secondary school degree","(3a) lower tertiary education","233","0.315112949353307","0.277174510836754","0.35305138786986"
"Very low transfer dependency","2011","secondary school degree","(3b) higher tertiary education","67","0.316534041510987","0.243545539993281","0.389522543028693"
"Very low transfer dependency","2011","college entrance qualification","(0) in school","","","",""
"Very low transfer dependency","2011","college entrance qualification","(1a) inadequately completed","","","",""
"Very low transfer dependency","2011","college entrance qualification","(1b) general elementary school","","","",""
"Very low transfer dependency","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2011","college entrance qualification","(2c_gen) general maturity certificate","561","0.57637597747086","0.544428721528572","0.608323233413149"
"Very low transfer dependency","2011","college entrance qualification","(2c_voc) vocational maturity certificate","1235","0.406964386864421","0.386332557199945","0.427596216528897"
"Very low transfer dependency","2011","college entrance qualification","(3a) lower tertiary education","789","0.399370157660129","0.374221803189465","0.424518512130792"
"Very low transfer dependency","2011","college entrance qualification","(3b) higher tertiary education","1774","0.384577699939853","0.368021753275923","0.401133646603784"
"Very low transfer dependency","2011","Other degree","(0) in school","","","",""
"Very low transfer dependency","2011","Other degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2011","Other degree","(1b) general elementary school","157","0.288117179036464","0.247432260757108","0.32880209731582"
"Very low transfer dependency","2011","Other degree","(1c) basic vocational qualification","178","0.334099994137402","0.292880102867594","0.375319885407211"
"Very low transfer dependency","2011","Other degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2011","Other degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2011","Other degree","(2c_gen) general maturity certificate","60","0.378502266396723","0.30705008787666","0.449954444916786"
"Very low transfer dependency","2011","Other degree","(2c_voc) vocational maturity certificate","123","0.500956635652756","0.440063628983527","0.561849642321986"
"Very low transfer dependency","2011","Other degree","(3a) lower tertiary education","14","","",""
"Very low transfer dependency","2011","Other degree","(3b) higher tertiary education","189","0.427632587652345","0.377955234368272","0.477309940936419"
"Very low transfer dependency","2011","no degree/no degree yet","(0) in school","661","0.817149620636608","0.791596003825428","0.842703237447788"
"Very low transfer dependency","2011","no degree/no degree yet","(1a) inadequately completed","94","0.203547434662703","0.164621418875734","0.242473450449671"
"Very low transfer dependency","2011","no degree/no degree yet","(1b) general elementary school","","","",""
"Very low transfer dependency","2011","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","2011","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","2011","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2011","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","2011","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","2011","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very low transfer dependency","2011","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Low transfer dependency","2011","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","2011","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2011","lower secondary degree","(1b) general elementary school","213","0.0776047356078414","0.0652517099967319","0.089957761218951"
"Low transfer dependency","2011","lower secondary degree","(1c) basic vocational qualification","486","0.0474133219821456","0.0420805867366741","0.0527460572276172"
"Low transfer dependency","2011","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","2011","lower secondary degree","(2a) intermediate vocational","3","","",""
"Low transfer dependency","2011","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","2011","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","2011","lower secondary degree","(3a) lower tertiary education","1","","",""
"Low transfer dependency","2011","lower secondary degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","2011","secondary school degree","(0) in school","","","",""
"Low transfer dependency","2011","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2011","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2011","secondary school degree","(2b) intermediate general qualification","82","0.0705462734733111","0.0528132512524834","0.0882792956941388"
"Low transfer dependency","2011","secondary school degree","(2a) intermediate vocational","719","0.057107354473875","0.0516860898735662","0.0625286190741838"
"Low transfer dependency","2011","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2011","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","2011","secondary school degree","(3a) lower tertiary education","28","","",""
"Low transfer dependency","2011","secondary school degree","(3b) higher tertiary education","4","","",""
"Low transfer dependency","2011","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","2011","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","2011","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","2011","college entrance qualification","(2c_gen) general maturity certificate","84","0.07529286836378","0.0582332480912398","0.0923524886363201"
"Low transfer dependency","2011","college entrance qualification","(2c_voc) vocational maturity certificate","214","0.051572792305329","0.0422845940151384","0.0608609905955195"
"Low transfer dependency","2011","college entrance qualification","(3a) lower tertiary education","87","0.0328052544376393","0.0236589219539246","0.041951586921354"
"Low transfer dependency","2011","college entrance qualification","(3b) higher tertiary education","167","0.0253765386160063","0.0200246141196971","0.0307284631123154"
"Low transfer dependency","2011","Other degree","(0) in school","","","",""
"Low transfer dependency","2011","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2011","Other degree","(1b) general elementary school","69","0.11847427990324","0.0894424675876589","0.147506092218822"
"Low transfer dependency","2011","Other degree","(1c) basic vocational qualification","75","0.119993058607293","0.0915952250640826","0.148390892150503"
"Low transfer dependency","2011","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2011","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","2011","Other degree","(2c_gen) general maturity certificate","33","0.0930708820219143","0.0502697707023434","0.135871993341485"
"Low transfer dependency","2011","Other degree","(2c_voc) vocational maturity certificate","40","0.0807072424492206","0.0475344995537977","0.113879985344643"
"Low transfer dependency","2011","Other degree","(3a) lower tertiary education","6","","",""
"Low transfer dependency","2011","Other degree","(3b) higher tertiary education","48","0.0904025727979007","0.0616086649755772","0.119196480620224"
"Low transfer dependency","2011","no degree/no degree yet","(0) in school","110","0.0777840128586081","0.0600782293757369","0.0954897963414792"
"Low transfer dependency","2011","no degree/no degree yet","(1a) inadequately completed","67","0.106568717159073","0.0767373864646483","0.136400047853498"
"Low transfer dependency","2011","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","2011","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2011","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2011","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","2011","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2011","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","2011","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","2011","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"High transfer dependency","2011","lower secondary degree","(0) in school","","","",""
"High transfer dependency","2011","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","2011","lower secondary degree","(1b) general elementary school","160","0.0554175071343373","0.0448538538966802","0.0659811603719943"
"High transfer dependency","2011","lower secondary degree","(1c) basic vocational qualification","193","0.0232823269410946","0.0194983777759863","0.027066276106203"
"High transfer dependency","2011","lower secondary degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","2011","lower secondary degree","(2a) intermediate vocational","2","","",""
"High transfer dependency","2011","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","2011","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","2011","lower secondary degree","(3a) lower tertiary education","1","","",""
"High transfer dependency","2011","lower secondary degree","(3b) higher tertiary education","1","","",""
"High transfer dependency","2011","secondary school degree","(0) in school","","","",""
"High transfer dependency","2011","secondary school degree","(1a) inadequately completed","","","",""
"High transfer dependency","2011","secondary school degree","(1b) general elementary school","","","",""
"High transfer dependency","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"High transfer dependency","2011","secondary school degree","(2b) intermediate general qualification","74","0.0641505691742139","0.0471823962974595","0.0811187420509683"
"High transfer dependency","2011","secondary school degree","(2a) intermediate vocational","283","0.0254991323528309","0.0218163396292302","0.0291819250764316"
"High transfer dependency","2011","secondary school degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2011","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","2011","secondary school degree","(3a) lower tertiary education","13","","",""
"High transfer dependency","2011","secondary school degree","(3b) higher tertiary education","3","","",""
"High transfer dependency","2011","college entrance qualification","(0) in school","","","",""
"High transfer dependency","2011","college entrance qualification","(1a) inadequately completed","","","",""
"High transfer dependency","2011","college entrance qualification","(1b) general elementary school","","","",""
"High transfer dependency","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"High transfer dependency","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"High transfer dependency","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"High transfer dependency","2011","college entrance qualification","(2c_gen) general maturity certificate","53","0.0660336812741859","0.0499776318153379","0.0820897307330339"
"High transfer dependency","2011","college entrance qualification","(2c_voc) vocational maturity certificate","70","0.0250307885346035","0.0184700630000903","0.0315915140691168"
"High transfer dependency","2011","college entrance qualification","(3a) lower tertiary education","18","","",""
"High transfer dependency","2011","college entrance qualification","(3b) higher tertiary education","35","0.00793017993902198","0.00491170207591219","0.0109486578021318"
"High transfer dependency","2011","Other degree","(0) in school","","","",""
"High transfer dependency","2011","Other degree","(1a) inadequately completed","","","",""
"High transfer dependency","2011","Other degree","(1b) general elementary school","41","0.0518663355955108","0.0319448289332323","0.0717878422577893"
"High transfer dependency","2011","Other degree","(1c) basic vocational qualification","37","0.0549026714734499","0.0349959791175853","0.0748093638293146"
"High transfer dependency","2011","Other degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","2011","Other degree","(2a) intermediate vocational","","","",""
"High transfer dependency","2011","Other degree","(2c_gen) general maturity certificate","22","","",""
"High transfer dependency","2011","Other degree","(2c_voc) vocational maturity certificate","14","","",""
"High transfer dependency","2011","Other degree","(3a) lower tertiary education","1","","",""
"High transfer dependency","2011","Other degree","(3b) higher tertiary education","19","","",""
"High transfer dependency","2011","no degree/no degree yet","(0) in school","47","0.0521160144698734","0.037422799099575","0.0668092298401717"
"High transfer dependency","2011","no degree/no degree yet","(1a) inadequately completed","53","0.107190680979278","0.0772828407153168","0.137098521243239"
"High transfer dependency","2011","no degree/no degree yet","(1b) general elementary school","","","",""
"High transfer dependency","2011","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"High transfer dependency","2011","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"High transfer dependency","2011","no degree/no degree yet","(2a) intermediate vocational","","","",""
"High transfer dependency","2011","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","2011","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","2011","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","2011","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2011","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","2011","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2011","lower secondary degree","(1b) general elementary school","101","0.032191702883917","0.0240420831726556","0.0403413225951784"
"Very high transfer dependency","2011","lower secondary degree","(1c) basic vocational qualification","141","0.00975151898802182","0.0072857305813272","0.0122173073947164"
"Very high transfer dependency","2011","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2011","lower secondary degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2011","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2011","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2011","lower secondary degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2011","lower secondary degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","2011","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","2011","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2011","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2011","secondary school degree","(2b) intermediate general qualification","53","0.0380757217919865","0.0248223509995954","0.0513290925843777"
"Very high transfer dependency","2011","secondary school degree","(2a) intermediate vocational","190","0.0157162409156209","0.0128104928448241","0.0186219889864178"
"Very high transfer dependency","2011","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2011","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2011","secondary school degree","(3a) lower tertiary education","6","","",""
"Very high transfer dependency","2011","secondary school degree","(3b) higher tertiary education","4","","",""
"Very high transfer dependency","2011","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","2011","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","2011","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2011","college entrance qualification","(2c_gen) general maturity certificate","34","0.0308226595461881","0.0196481874385416","0.0419971316538346"
"Very high transfer dependency","2011","college entrance qualification","(2c_voc) vocational maturity certificate","35","0.00790159683198857","0.00418321519247264","0.0116199784715045"
"Very high transfer dependency","2011","college entrance qualification","(3a) lower tertiary education","13","","",""
"Very high transfer dependency","2011","college entrance qualification","(3b) higher tertiary education","16","","",""
"Very high transfer dependency","2011","Other degree","(0) in school","","","",""
"Very high transfer dependency","2011","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","2011","Other degree","(1b) general elementary school","33","0.0448120859421417","0.0262260572129982","0.0633981146712852"
"Very high transfer dependency","2011","Other degree","(1c) basic vocational qualification","33","0.0496187805787407","0.0306414088450594","0.0685961523124221"
"Very high transfer dependency","2011","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2011","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2011","Other degree","(2c_gen) general maturity certificate","19","","",""
"Very high transfer dependency","2011","Other degree","(2c_voc) vocational maturity certificate","16","","",""
"Very high transfer dependency","2011","Other degree","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","2011","Other degree","(3b) higher tertiary education","16","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(0) in school","38","0.0284376455518626","0.0174492113690956","0.0394260797346295"
"Very high transfer dependency","2011","no degree/no degree yet","(1a) inadequately completed","46","0.0807004129050754","0.0543678220676815","0.107033003742469"
"Very high transfer dependency","2011","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2011","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2011","lower secondary degree","(0) in school","","","",""
"Complete transfer dependency","2011","lower secondary degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2011","lower secondary degree","(1b) general elementary school","85","0.0387088905794981","0.029802463372339","0.0476153177866573"
"Complete transfer dependency","2011","lower secondary degree","(1c) basic vocational qualification","97","0.0147200802082569","0.0116981635502853","0.0177419968662285"
"Complete transfer dependency","2011","lower secondary degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2011","lower secondary degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2011","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2011","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2011","lower secondary degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2011","lower secondary degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2011","secondary school degree","(0) in school","","","",""
"Complete transfer dependency","2011","secondary school degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2011","secondary school degree","(1b) general elementary school","","","",""
"Complete transfer dependency","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2011","secondary school degree","(2b) intermediate general qualification","28","","",""
"Complete transfer dependency","2011","secondary school degree","(2a) intermediate vocational","63","0.0106241731025745","0.00822891853811829","0.0130194276670307"
"Complete transfer dependency","2011","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2011","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2011","secondary school degree","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","2011","secondary school degree","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2011","college entrance qualification","(0) in school","","","",""
"Complete transfer dependency","2011","college entrance qualification","(1a) inadequately completed","","","",""
"Complete transfer dependency","2011","college entrance qualification","(1b) general elementary school","","","",""
"Complete transfer dependency","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2011","college entrance qualification","(2c_gen) general maturity certificate","10","","",""
"Complete transfer dependency","2011","college entrance qualification","(2c_voc) vocational maturity certificate","27","","",""
"Complete transfer dependency","2011","college entrance qualification","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","2011","college entrance qualification","(3b) higher tertiary education","9","","",""
"Complete transfer dependency","2011","Other degree","(0) in school","","","",""
"Complete transfer dependency","2011","Other degree","(1a) inadequately completed","","","",""
"Complete transfer dependency","2011","Other degree","(1b) general elementary school","31","0.0427145753907192","0.0245488232310613","0.0608803275503771"
"Complete transfer dependency","2011","Other degree","(1c) basic vocational qualification","18","","",""
"Complete transfer dependency","2011","Other degree","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2011","Other degree","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2011","Other degree","(2c_gen) general maturity certificate","10","","",""
"Complete transfer dependency","2011","Other degree","(2c_voc) vocational maturity certificate","10","","",""
"Complete transfer dependency","2011","Other degree","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2011","Other degree","(3b) higher tertiary education","17","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(0) in school","17","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(1a) inadequately completed","47","0.0874241234794848","0.0601169143985283","0.114731332560441"
"Complete transfer dependency","2011","no degree/no degree yet","(1b) general elementary school","","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(2a) intermediate vocational","","","",""
