"transab_cat","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2009","16-34 y.","West Germany","87","0.0271942879202232","0.0215007630755105","0.0328878127649358","3"
"High transfer dependency","2009","16-34 y.","East Germany","56","0.0531343447048895","0.0395283690926255","0.0667403203171536","3"
"High transfer dependency","2009","35-65 y.","East Germany","64","0.0290755697626324","0.0222795305490723","0.0358716089761925","3"
"High transfer dependency","2009","66 and older","East Germany","2","","","","3"
"High transfer dependency","2009","66 and older","West Germany","12","","","","3"
"Low transfer dependency","2009","16-34 y.","West Germany","237","0.0827677104807155","0.073122772112066","0.0924126488493651","2"
"Low transfer dependency","2009","16-34 y.","East Germany","142","0.169685457237842","0.146916587342431","0.192454327133253","2"
"Low transfer dependency","2009","35-65 y.","West Germany","336","0.0528720189872346","0.0477792821787763","0.0579647557956929","2"
"Low transfer dependency","2009","35-65 y.","East Germany","188","0.0935108619179035","0.0817344936859696","0.105287230149837","2"
"Low transfer dependency","2009","66 and older","West Germany","77","0.0286427098701015","0.0227481486932818","0.0345372710469212","2"
"Low transfer dependency","2009","66 and older","East Germany","22","","","","2"
"No transfer dependency","2009","16-34 y.","West Germany","899","0.304153613454823","0.288049660364722","0.320257566544924","0"
"No transfer dependency","2009","16-34 y.","East Germany","206","0.233691650043933","0.208021924924891","0.259361375162975","0"
"No transfer dependency","2009","35-65 y.","West Germany","2812","0.422588585396597","0.411346794185677","0.433830376607517","0"
"No transfer dependency","2009","35-65 y.","East Germany","873","0.395885276470391","0.376104495686393","0.415666057254388","0"
"No transfer dependency","2009","66 and older","West Germany","2665","0.86310980446773","0.850962662077516","0.875256946857945","0"
"No transfer dependency","2009","66 and older","East Germany","988","0.879410429933675","0.860364205730331","0.898456654137018","0"
"Very high transfer dependency","2009","16-34 y.","West Germany","68","0.0275965546359661","0.0218622601124442","0.033330849159488","4"
"Very high transfer dependency","2009","16-34 y.","East Germany","52","0.0694389993295532","0.0540194389363601","0.0848585597227463","4"
"Very high transfer dependency","2009","66 and older","East Germany","","","","","4"
"Very high transfer dependency","2009","35-65 y.","West Germany","74","0.0100964200492508","0.00782124873077625","0.0123715913677253","4"
"Very high transfer dependency","2009","35-65 y.","East Germany","69","0.0389796414281915","0.0311510386319299","0.0468082442244531","4"
"Very high transfer dependency","2009","66 and older","West Germany","8","","","","4"
"Very low transfer dependency","2009","16-34 y.","East Germany","556","0.434637290504908","0.40456788001458","0.464706700995235","1"
"Very low transfer dependency","2009","16-34 y.","West Germany","1810","0.540696022549744","0.523251623653227","0.558140421446262","1"
"Very low transfer dependency","2009","66 and older","West Germany","313","0.0973312724401067","0.0868564824526936","0.10780606242752","1"
"Very low transfer dependency","2009","35-65 y.","East Germany","1121","0.418218126281821","0.398266396065584","0.438169856498059","1"
"Very low transfer dependency","2009","66 and older","East Germany","111","0.101426090186491","0.0837693731378001","0.119082807235182","1"
"Very low transfer dependency","2009","35-65 y.","West Germany","4004","0.47596811110634","0.46460226587701","0.48733395633567","1"
"Complete transfer dependency","2010","16-34 y.","West Germany","136","0.0191269557416317","0.0154080353591051","0.0228458761241583","5"
"Complete transfer dependency","2010","16-34 y.","East Germany","70","0.0367244287075924","0.0273061506946576","0.0461427067205272","5"
"Complete transfer dependency","2010","35-65 y.","West Germany","156","0.018327319473949","0.0157404601972657","0.0209141787506323","5"
"Complete transfer dependency","2010","35-65 y.","East Germany","47","0.0217615915304448","0.0163563597178669","0.0271668233430227","5"
"Complete transfer dependency","2010","66 and older","West Germany","2","","","","5"
"Complete transfer dependency","2010","66 and older","East Germany","","","","","5"
"High transfer dependency","2010","16-34 y.","West Germany","313","0.0416249642755027","0.0362020562643664","0.047047872286639","3"
"High transfer dependency","2010","16-34 y.","East Germany","133","0.0766743561336473","0.0633507671735629","0.0899979450937317","3"
"High transfer dependency","2010","35-65 y.","West Germany","345","0.0224042185471088","0.0195500176650057","0.025258419429212","3"
"High transfer dependency","2010","35-65 y.","East Germany","138","0.0414215993907757","0.03403960189922","0.0488035968823314","3"
"High transfer dependency","2010","66 and older","West Germany","14","","","","3"
"High transfer dependency","2010","66 and older","East Germany","2","","","","3"
"Low transfer dependency","2010","16-34 y.","West Germany","626","0.0801318618527418","0.0727604112536241","0.0875033124518594","2"
"Low transfer dependency","2010","16-34 y.","East Germany","294","0.1336626173062","0.116622710460333","0.150702524152068","2"
"Low transfer dependency","2010","35-65 y.","West Germany","858","0.0580110810551436","0.0535027234958225","0.0625194386144647","2"
"Low transfer dependency","2010","35-65 y.","East Germany","334","0.0865793348422427","0.0761612190358943","0.0969974506485911","2"
"Low transfer dependency","2010","66 and older","West Germany","70","0.0262530183215575","0.0205220873173629","0.031983949325752","2"
"Low transfer dependency","2010","66 and older","East Germany","21","","","","2"
"No transfer dependency","2010","16-34 y.","West Germany","956","0.308142605956316","0.295606238212119","0.320678973700514","0"
"No transfer dependency","2010","16-34 y.","East Germany","209","0.243293161622747","0.221807561491994","0.264778761753499","0"
"No transfer dependency","2010","35-65 y.","West Germany","2565","0.408115286222916","0.398636560225327","0.417594012220504","0"
"No transfer dependency","2010","35-65 y.","East Germany","802","0.388505036143485","0.370448210249711","0.406561862037259","0"
"No transfer dependency","2010","66 and older","East Germany","905","0.84526316439383","0.82356321562235","0.866963113165309","0"
"No transfer dependency","2010","66 and older","West Germany","2500","0.832625375406562","0.819244573970072","0.846006176843051","0"
"Very high transfer dependency","2010","16-34 y.","West Germany","262","0.0324229760229178","0.0276139540042642","0.0372319980415714","4"
"Very high transfer dependency","2010","16-34 y.","East Germany","124","0.0692274375331856","0.0565164403387378","0.0819384347276334","4"
"Very high transfer dependency","2010","66 and older","East Germany","1","","","","4"
"Very high transfer dependency","2010","66 and older","West Germany","2","","","","4"
"Very high transfer dependency","2010","35-65 y.","West Germany","223","0.0167732693475635","0.0142965563949125","0.0192499823002145","4"
"Very high transfer dependency","2010","35-65 y.","East Germany","113","0.0393498798770553","0.0321470863111833","0.0465526734429272","4"
"Very low transfer dependency","2010","16-34 y.","East Germany","702","0.440417998696628","0.415559030054842","0.465276967338413","1"
"Very low transfer dependency","2010","16-34 y.","West Germany","2918","0.51855063615089","0.504984428861461","0.532116843440318","1"
"Very low transfer dependency","2010","66 and older","West Germany","402","0.132798358738418","0.120634569228451","0.144962148248384","1"
"Very low transfer dependency","2010","35-65 y.","East Germany","1365","0.422382558215997","0.404083877506737","0.440681238925256","1"
"Very low transfer dependency","2010","35-65 y.","West Germany","6181","0.476368825353319","0.466736649785852","0.486001000920787","1"
"Very low transfer dependency","2010","66 and older","East Germany","138","0.128313428178375","0.108246443764755","0.148380412591995","1"
"Complete transfer dependency","2011","16-34 y.","West Germany","132","0.0179156661466629","0.0144315762690321","0.0213997560242936","5"
"Complete transfer dependency","2011","35-65 y.","East Germany","66","0.0242881134395834","0.0191113537293297","0.0294648731498371","5"
"Complete transfer dependency","2011","66 and older","West Germany","3","","","","5"
"Complete transfer dependency","2011","16-34 y.","East Germany","76","0.0512646661624219","0.0404921598445043","0.0620371724803395","5"
"Complete transfer dependency","2011","35-65 y.","West Germany","224","0.0184478240665636","0.0161124623645569","0.0207831857685703","5"
"Complete transfer dependency","2011","66 and older","East Germany","","","","","5"
"High transfer dependency","2011","16-34 y.","West Germany","364","0.0500558949091656","0.0443282627503944","0.0557835270679369","3"
"High transfer dependency","2011","16-34 y.","East Germany","166","0.0850991839917474","0.0714695291358154","0.0987288388476794","3"
"High transfer dependency","2011","35-65 y.","West Germany","444","0.0282391583635177","0.02536420730138","0.0311141094256555","3"
"High transfer dependency","2011","35-65 y.","East Germany","187","0.0472891504738841","0.040151395600979","0.0544269053467891","3"
"High transfer dependency","2011","66 and older","West Germany","36","0.0124632865181044","0.00898144738411312","0.0159451256520957","3"
"High transfer dependency","2011","66 and older","East Germany","10","","","","3"
"Low transfer dependency","2011","35-65 y.","West Germany","1071","0.0500273073767042","0.0462438921300328","0.0538107226233756","2"
"Low transfer dependency","2011","35-65 y.","East Germany","410","0.0858923182694509","0.0764696010218705","0.0953150355170313","2"
"Low transfer dependency","2011","66 and older","West Germany","86","0.0256688930831889","0.0207055689027229","0.0306322172636549","2"
"Low transfer dependency","2011","16-34 y.","West Germany","768","0.0891412606360748","0.0816567505443232","0.0966257707278264","2"
"Low transfer dependency","2011","16-34 y.","East Germany","295","0.118877398445688","0.103068450485698","0.134686346405678","2"
"Low transfer dependency","2011","66 and older","East Germany","30","0.0262600014324795","0.0175338626948328","0.0349861401701262","2"
"No transfer dependency","2011","16-34 y.","West Germany","1020","0.329113452589262","0.316771160026735","0.34145574515179","0"
"No transfer dependency","2011","16-34 y.","East Germany","227","0.265208387958765","0.2436453039013","0.28677147201623","0"
"No transfer dependency","2011","35-65 y.","West Germany","3503","0.441846082711187","0.43322746975798","0.450464695664393","0"
"No transfer dependency","2011","35-65 y.","East Germany","1069","0.414900459591079","0.398331808441912","0.431469110740246","0"
"No transfer dependency","2011","66 and older","West Germany","3433","0.868036605793837","0.857414477408074","0.878658734179601","0"
"No transfer dependency","2011","66 and older","East Germany","1132","0.866433523495587","0.84786960751038","0.884997439480794","0"
"Very high transfer dependency","2011","16-34 y.","West Germany","249","0.0263896506985045","0.022179400650506","0.0305999007465029","4"
"Very high transfer dependency","2011","16-34 y.","East Germany","153","0.055590996928232","0.0443987458684549","0.0667832479880091","4"
"Very high transfer dependency","2011","66 and older","West Germany","9","","","","4"
"Very high transfer dependency","2011","66 and older","East Germany","","","","","4"
"Very high transfer dependency","2011","35-65 y.","East Germany","142","0.0293969725341026","0.0237166572507083","0.035077287817497","4"
"Very high transfer dependency","2011","35-65 y.","West Germany","279","0.0157790043554867","0.0136162310759145","0.0179417776350589","4"
"Very low transfer dependency","2011","16-34 y.","West Germany","3035","0.48738407502033","0.474255119044377","0.500513030996283","1"
"Very low transfer dependency","2011","16-34 y.","East Germany","693","0.423959366513146","0.399820113323664","0.448098619702628","1"
"Very low transfer dependency","2011","35-65 y.","East Germany","1523","0.3982329856919","0.381770965817417","0.414695005566383","1"
"Very low transfer dependency","2011","66 and older","West Germany","333","0.0876553893097306","0.0787800583977629","0.0965307202216983","1"
"Very low transfer dependency","2011","35-65 y.","West Germany","7233","0.445660623126541","0.437034515331737","0.454286730921345","1"
"Very low transfer dependency","2011","66 and older","East Germany","118","0.0996025342933668","0.0832605208947637","0.11594454769197","1"
"Complete transfer dependency","2012","16-34 y.","West Germany","107","0.0139884192573512","0.010821528272315","0.0171553102423873","5"
"Complete transfer dependency","2012","16-34 y.","East Germany","65","0.0486163513113441","0.0375733445658332","0.0596593580568549","5"
"Complete transfer dependency","2012","35-65 y.","West Germany","196","0.0189662468462768","0.0165720218932611","0.0213604717992926","5"
"Complete transfer dependency","2012","35-65 y.","East Germany","81","0.0278791386903837","0.0223625403858577","0.0333957369949098","5"
"Complete transfer dependency","2012","66 and older","West Germany","1","","","","5"
"Complete transfer dependency","2012","66 and older","East Germany","","","","","5"
"High transfer dependency","2012","16-34 y.","West Germany","330","0.0432437140918878","0.0377587985895652","0.0487286295942105","3"
"High transfer dependency","2012","16-34 y.","East Germany","159","0.0914500902673772","0.0766493042733494","0.106250876261405","3"
"High transfer dependency","2012","35-65 y.","West Germany","411","0.0247479235299202","0.0220210807230046","0.0274747663368358","3"
"High transfer dependency","2012","35-65 y.","East Germany","172","0.0381268042961074","0.0317096029225122","0.0445440056697026","3"
"High transfer dependency","2012","66 and older","West Germany","36","0.017211943429937","0.0131518626814874","0.0212720241783865","3"
"High transfer dependency","2012","66 and older","East Germany","10","","","","3"
"Low transfer dependency","2012","35-65 y.","West Germany","890","0.0508590924950024","0.047002693796007","0.0547154911939978","2"
"Low transfer dependency","2012","35-65 y.","East Germany","395","0.0810250789286257","0.0718811442463384","0.0901690136109131","2"
"Low transfer dependency","2012","66 and older","West Germany","68","0.0164607491906135","0.0124887383232237","0.0204327600580033","2"
"Low transfer dependency","2012","16-34 y.","East Germany","255","0.138662780235218","0.120917417792808","0.156408142677627","2"
"Low transfer dependency","2012","66 and older","East Germany","37","0.0263536444470502","0.017652756787483","0.0350545321066173","2"
"Low transfer dependency","2012","16-34 y.","West Germany","582","0.0785406646390915","0.0712864039411536","0.0857949253370294","2"
"No transfer dependency","2012","16-34 y.","West Germany","1037","0.330461055977704","0.317777067164272","0.343145044791135","0"
"No transfer dependency","2012","16-34 y.","East Germany","233","0.292917033105778","0.269548803228855","0.316285262982702","0"
"No transfer dependency","2012","35-65 y.","West Germany","3545","0.44697477477208","0.438248150929154","0.455701398615005","0"
"No transfer dependency","2012","35-65 y.","East Germany","1152","0.436478795000349","0.419859665948751","0.453097924051947","0"
"No transfer dependency","2012","66 and older","West Germany","3501","0.87360030694118","0.863226953398492","0.883973660483869","0"
"No transfer dependency","2012","66 and older","East Germany","1134","0.868175086501792","0.849799339369943","0.88655083363364","0"
"Very high transfer dependency","2012","16-34 y.","West Germany","192","0.0207248714135883","0.0168833251276064","0.0245664176995701","4"
"Very high transfer dependency","2012","16-34 y.","East Germany","127","0.0620875455690618","0.0496966780833852","0.0744784130547384","4"
"Very high transfer dependency","2012","66 and older","West Germany","11","","","","4"
"Very high transfer dependency","2012","66 and older","East Germany","","","","","4"
"Very high transfer dependency","2012","35-65 y.","East Germany","141","0.0393736507833599","0.0328565919164977","0.0458907096502222","4"
"Very high transfer dependency","2012","35-65 y.","West Germany","248","0.0138047637959301","0.0117567719706625","0.0158527556211978","4"
"Very low transfer dependency","2012","16-34 y.","West Germany","3035","0.513041274620378","0.499563133023632","0.526519416217124","1"
"Very low transfer dependency","2012","16-34 y.","East Germany","618","0.366266199511221","0.341527881293182","0.39100451772926","1"
"Very low transfer dependency","2012","66 and older","West Germany","325","0.0882147633064464","0.0793614324264651","0.0970680941864276","1"
"Very low transfer dependency","2012","35-65 y.","East Germany","1480","0.377116532301174","0.360875533216385","0.393357531385964","1"
"Very low transfer dependency","2012","35-65 y.","West Germany","7179","0.444647198560791","0.435925028657197","0.453369368464385","1"
"Very low transfer dependency","2012","66 and older","East Germany","121","0.0973411090430127","0.0812401192011766","0.113442098884849","1"
"Complete transfer dependency","2013","16-34 y.","West Germany","178","0.0215513549526265","0.0181082624660285","0.0249944474392246","5"
"Complete transfer dependency","2013","66 and older","West Germany","7","","","","5"
"Complete transfer dependency","2013","35-65 y.","East Germany","98","0.0289568106193893","0.0233751194147541","0.0345385018240246","5"
"Complete transfer dependency","2013","35-65 y.","West Germany","308","0.0226692875163556","0.0202057915918189","0.0251327834408923","5"
"Complete transfer dependency","2013","16-34 y.","East Germany","60","0.0410179939376379","0.0307023496917843","0.0513336381834915","5"
"Complete transfer dependency","2013","66 and older","East Germany","","","","","5"
"High transfer dependency","2013","16-34 y.","West Germany","447","0.0411073149269762","0.0363998516738199","0.0458147781801325","3"
"High transfer dependency","2013","16-34 y.","East Germany","151","0.0947940535106438","0.0795581516952636","0.110029955326024","3"
"High transfer dependency","2013","35-65 y.","West Germany","559","0.026203972016886","0.0235601652955692","0.0288477787382027","3"
"High transfer dependency","2013","35-65 y.","East Germany","185","0.0400928446029759","0.0335627538038869","0.0466229354020648","3"
"High transfer dependency","2013","66 and older","West Germany","27","","","","3"
"High transfer dependency","2013","66 and older","East Germany","11","","","","3"
"Low transfer dependency","2013","35-65 y.","West Germany","1040","0.053894162942288","0.0501569067860664","0.0576314190985096","2"
"Low transfer dependency","2013","35-65 y.","East Germany","333","0.070617026064617","0.0620894964133743","0.0791445557158597","2"
"Low transfer dependency","2013","16-34 y.","West Germany","781","0.0861005539960006","0.0794494374091781","0.0927516705828231","2"
"Low transfer dependency","2013","16-34 y.","East Germany","201","0.11250094768616","0.0960660896028421","0.128935805769477","2"
"Low transfer dependency","2013","66 and older","West Germany","92","0.021638862095608","0.0170380317710292","0.0262396924201868","2"
"Low transfer dependency","2013","66 and older","East Germany","30","0.0211939880590703","0.013219051952577","0.0291689241655637","2"
"No transfer dependency","2013","16-34 y.","East Germany","228","0.294480297817126","0.270772751167961","0.318187844466291","0"
"No transfer dependency","2013","35-65 y.","West Germany","3804","0.447815192171054","0.439585117456444","0.456045266885665","0"
"No transfer dependency","2013","66 and older","East Germany","1082","0.863477451537941","0.844466657822133","0.882488245253749","0"
"No transfer dependency","2013","16-34 y.","West Germany","1418","0.334184025145055","0.32299963446447","0.34536841582564","0"
"No transfer dependency","2013","66 and older","West Germany","3382","0.884965674097544","0.87487671527392","0.895054632921169","0"
"No transfer dependency","2013","35-65 y.","East Germany","1178","0.474962873562059","0.458340386290087","0.491585360834031","0"
"Very high transfer dependency","2013","16-34 y.","West Germany","265","0.0264687514378887","0.0226626175921917","0.0302748852835858","4"
"Very high transfer dependency","2013","16-34 y.","East Germany","135","0.0641333926249856","0.0513909407563699","0.0768758444936014","4"
"Very high transfer dependency","2013","66 and older","West Germany","17","","","","4"
"Very high transfer dependency","2013","66 and older","East Germany","4","","","","4"
"Very high transfer dependency","2013","35-65 y.","East Germany","160","0.035637670478671","0.0294668069373429","0.0418085340199991","4"
"Very high transfer dependency","2013","35-65 y.","West Germany","310","0.0149132587959948","0.0129072369718236","0.016919280620166","4"
"Very low transfer dependency","2013","16-34 y.","West Germany","3744","0.490587999541453","0.478734804606941","0.502441194475964","1"
"Very low transfer dependency","2013","16-34 y.","East Germany","645","0.393073314423447","0.36766892182007","0.418477707026823","1"
"Very low transfer dependency","2013","35-65 y.","West Germany","8003","0.434504126557421","0.426300161305726","0.442708091809116","1"
"Very low transfer dependency","2013","35-65 y.","East Germany","1513","0.349732774672288","0.333858815112198","0.365606734232379","1"
"Very low transfer dependency","2013","66 and older","West Germany","317","0.0805793352716857","0.0719726012630952","0.0891860692802762","1"
"Very low transfer dependency","2013","66 and older","East Germany","126","0.104096191297371","0.0871870845123608","0.121005298082381","1"
"Complete transfer dependency","2014","16-34 y.","West Germany","124","0.0187949238663738","0.0152915611130155","0.022298286619732","5"
"Complete transfer dependency","2014","35-65 y.","East Germany","84","0.0325326582515678","0.0263184687977494","0.0387468477053863","5"
"Complete transfer dependency","2014","66 and older","West Germany","8","","","","5"
"Complete transfer dependency","2014","16-34 y.","East Germany","53","0.0437842062942248","0.0324184036079342","0.0551500089805153","5"
"Complete transfer dependency","2014","35-65 y.","West Germany","217","0.0212341737729357","0.0186770759565648","0.0237912715893066","5"
"Complete transfer dependency","2014","66 and older","East Germany","","","","","5"
"High transfer dependency","2014","16-34 y.","West Germany","359","0.0439107514392958","0.0386248436634756","0.049196659215116","3"
"High transfer dependency","2014","16-34 y.","East Germany","153","0.110352374238762","0.0929478054382093","0.127756943039315","3"
"High transfer dependency","2014","35-65 y.","West Germany","426","0.0251141251232319","0.0223387213470664","0.0278895288993975","3"
"High transfer dependency","2014","35-65 y.","East Germany","159","0.0422798449560281","0.0352314121512516","0.0493282777608046","3"
"High transfer dependency","2014","66 and older","West Germany","30","0.00843357294956306","0.00550984867879794","0.0113572972203282","3"
"High transfer dependency","2014","66 and older","East Germany","10","","","","3"
"Low transfer dependency","2014","35-65 y.","West Germany","898","0.0550358286445826","0.0509908085338783","0.0590808487552869","2"
"Low transfer dependency","2014","35-65 y.","East Germany","307","0.071812888009222","0.0627696175323079","0.0808561584861361","2"
"Low transfer dependency","2014","16-34 y.","West Germany","684","0.0957211441050484","0.0881311741223147","0.103311114087782","2"
"Low transfer dependency","2014","16-34 y.","East Germany","186","0.120982246710522","0.102867883929387","0.139096609491656","2"
"Low transfer dependency","2014","66 and older","West Germany","76","0.0196321402667324","0.01519658433739","0.0240676961960747","2"
"Low transfer dependency","2014","66 and older","East Germany","32","0.0215577212870844","0.0134413002680827","0.0296741423060862","2"
"No transfer dependency","2014","35-65 y.","West Germany","3340","0.442572930765951","0.433762914502261","0.451382947029641","0"
"No transfer dependency","2014","16-34 y.","East Germany","221","0.298758135111734","0.273333355136424","0.324182915087044","0"
"No transfer dependency","2014","66 and older","East Germany","1073","0.872587338245013","0.8539533300135","0.891221346476525","0"
"No transfer dependency","2014","66 and older","West Germany","3284","0.88249193600364","0.872196164123433","0.892787707883848","0"
"No transfer dependency","2014","16-34 y.","West Germany","1151","0.328405997607805","0.316290426962041","0.340521568253569","0"
"No transfer dependency","2014","35-65 y.","East Germany","1127","0.473244632704024","0.455756079180458","0.49073318622759","0"
"Very high transfer dependency","2014","16-34 y.","West Germany","254","0.0329805340074088","0.0283733943250231","0.0375876736897945","4"
"Very high transfer dependency","2014","16-34 y.","East Germany","83","0.0591847454463722","0.04607722684861","0.0722922640441345","4"
"Very high transfer dependency","2014","66 and older","West Germany","21","","","","4"
"Very high transfer dependency","2014","66 and older","East Germany","1","","","","4"
"Very high transfer dependency","2014","35-65 y.","East Germany","97","0.0268139285658444","0.0211556448032885","0.0324722123284003","4"
"Very high transfer dependency","2014","35-65 y.","West Germany","325","0.0188024582720892","0.0163932419236269","0.0212116746205514","4"
"Very low transfer dependency","2014","16-34 y.","West Germany","3200","0.480186648974068","0.467297813345838","0.493075484602298","1"
"Very low transfer dependency","2014","16-34 y.","East Germany","549","0.366938292198385","0.34016616033067","0.3937104240661","1"
"Very low transfer dependency","2014","35-65 y.","West Germany","7004","0.43724048342121","0.428441918033643","0.446039048808776","1"
"Very low transfer dependency","2014","35-65 y.","East Germany","1357","0.353316047513313","0.336573008818577","0.370059086208049","1"
"Very low transfer dependency","2014","66 and older","West Germany","339","0.0845218398196492","0.0756282280337856","0.0934154516055127","1"
"Very low transfer dependency","2014","66 and older","East Germany","114","0.0961289885764012","0.0796558652119277","0.112602111940875","1"
"Complete transfer dependency","2015","16-34 y.","West Germany","181","0.0247606203436721","0.0208015156530659","0.0287197250342783","5"
"Complete transfer dependency","2015","16-34 y.","East Germany","65","0.0610657471733045","0.0475177874466289","0.0746137068999801","5"
"Complete transfer dependency","2015","35-65 y.","West Germany","301","0.0252225053229454","0.0224194953012012","0.0280255153446897","5"
"Complete transfer dependency","2015","35-65 y.","East Germany","80","0.0276571792294561","0.021805586603287","0.0335087718556251","5"
"Complete transfer dependency","2015","66 and older","West Germany","11","","","","5"
"Complete transfer dependency","2015","66 and older","East Germany","1","","","","5"
"High transfer dependency","2015","16-34 y.","West Germany","382","0.0508936876366627","0.045294177934082","0.0564931973392434","3"
"High transfer dependency","2015","16-34 y.","East Germany","122","0.0753322835255922","0.0603994961378924","0.090265070913292","3"
"High transfer dependency","2015","35-65 y.","West Germany","380","0.0239368915770557","0.0212044516800548","0.0266693314740565","3"
"High transfer dependency","2015","66 and older","West Germany","30","0.0072652453025601","0.00453431613254672","0.00999617447257349","3"
"High transfer dependency","2015","66 and older","East Germany","6","","","","3"
"High transfer dependency","2015","35-65 y.","East Germany","146","0.0332726706040965","0.0268730199925801","0.0396723212156128","3"
"Low transfer dependency","2015","35-65 y.","West Germany","791","0.0526189609213399","0.0486276894253896","0.0566102324172901","2"
"Low transfer dependency","2015","35-65 y.","East Germany","275","0.0745809333208527","0.0652065315120157","0.0839553351296896","2"
"Low transfer dependency","2015","66 and older","East Germany","25","","","","2"
"Low transfer dependency","2015","16-34 y.","East Germany","192","0.1379826307939","0.118469467143038","0.157495794444763","2"
"Low transfer dependency","2015","16-34 y.","West Germany","557","0.0684129267979699","0.061980995118263","0.0748448584776768","2"
"Low transfer dependency","2015","66 and older","West Germany","87","0.022728543249558","0.0179360435998421","0.0275210428992738","2"
"No transfer dependency","2015","16-34 y.","West Germany","1408","0.360855527345955","0.348619883972886","0.373091170719023","0"
"No transfer dependency","2015","16-34 y.","East Germany","253","0.337088915658615","0.310343007780646","0.363834823536584","0"
"No transfer dependency","2015","35-65 y.","West Germany","3431","0.458340261397888","0.449433187111815","0.467247335683961","0"
"No transfer dependency","2015","35-65 y.","East Germany","1118","0.479694442354116","0.461867699014651","0.497521185693581","0"
"No transfer dependency","2015","66 and older","West Germany","3231","0.88497732094834","0.874717813951358","0.895236827945322","0"
"No transfer dependency","2015","66 and older","East Germany","1071","0.859431488346236","0.840062234305562","0.87880074238691","0"
"Very high transfer dependency","2015","16-34 y.","West Germany","260","0.0289270507423916","0.0246569451208107","0.0331971563639725","4"
"Very high transfer dependency","2015","66 and older","West Germany","23","","","","4"
"Very high transfer dependency","2015","16-34 y.","East Germany","79","0.0425280639586644","0.0311108983426331","0.0539452295746958","4"
"Very high transfer dependency","2015","66 and older","East Germany","1","","","","4"
"Very high transfer dependency","2015","35-65 y.","East Germany","106","0.0375502939284142","0.0307667580170447","0.0443338298397837","4"
"Very high transfer dependency","2015","35-65 y.","West Germany","287","0.017634818251257","0.0152819383110614","0.0199876981914525","4"
"Very low transfer dependency","2015","16-34 y.","West Germany","3130","0.466150187133349","0.453440551812392","0.478859822454306","1"
"Very low transfer dependency","2015","16-34 y.","East Germany","489","0.346002358889923","0.319087934957659","0.372916782822187","1"
"Very low transfer dependency","2015","35-65 y.","East Germany","1292","0.347244480563065","0.330256044971323","0.364232916154806","1"
"Very low transfer dependency","2015","66 and older","West Germany","333","0.0788044852305262","0.0701404530325446","0.0874685174285078","1"
"Very low transfer dependency","2015","66 and older","East Germany","133","0.119937456786573","0.101832502708954","0.138042410864192","1"
"Very low transfer dependency","2015","35-65 y.","West Germany","6831","0.422246562529514","0.413417143608959","0.431075981450068","1"
"Complete transfer dependency","2016","16-34 y.","West Germany","125","0.0228376894855564","0.0187011358123001","0.0269742431588126","5"
"Complete transfer dependency","2016","16-34 y.","East Germany","41","0.0501229620285689","0.0368998308199059","0.063346093237232","5"
"Complete transfer dependency","2016","35-65 y.","West Germany","223","0.0205833083718309","0.0179183126850879","0.0232483040585738","5"
"Complete transfer dependency","2016","35-65 y.","East Germany","73","0.0225177017784128","0.0170718481477251","0.0279635554091004","5"
"Complete transfer dependency","2016","66 and older","West Germany","7","","","","5"
"Complete transfer dependency","2016","66 and older","East Germany","1","","","","5"
"High transfer dependency","2016","35-65 y.","West Germany","338","0.0238883767791503","0.0210222312903804","0.0267545222679201","3"
"High transfer dependency","2016","16-34 y.","West Germany","261","0.0497733388448991","0.0437513323278348","0.0557953453619633","3"
"High transfer dependency","2016","16-34 y.","East Germany","85","0.0543786154633323","0.0406364566221394","0.0681207743045252","3"
"High transfer dependency","2016","35-65 y.","East Germany","109","0.0334741447740832","0.0268716059211337","0.0400766836270327","3"
"High transfer dependency","2016","66 and older","West Germany","34","0.00869188986036984","0.0056495286668812","0.0117342510538585","3"
"High transfer dependency","2016","66 and older","East Germany","9","","","","3"
"Low transfer dependency","2016","35-65 y.","West Germany","748","0.0506025143004938","0.0464885051212425","0.0547165234797451","2"
"Low transfer dependency","2016","35-65 y.","East Germany","260","0.0661661079331359","0.0570417546374043","0.0752904612288675","2"
"Low transfer dependency","2016","16-34 y.","West Germany","566","0.0918440962467738","0.0838469496744255","0.0998412428191221","2"
"Low transfer dependency","2016","16-34 y.","East Germany","173","0.169905634759659","0.147146807857127","0.192664461662192","2"
"Low transfer dependency","2016","66 and older","East Germany","23","","","","2"
"Low transfer dependency","2016","66 and older","West Germany","74","0.0223167459672849","0.0174754251900542","0.0271580667445157","2"
"No transfer dependency","2016","16-34 y.","West Germany","1127","0.346226917024017","0.333052750147046","0.359401083900987","0"
"No transfer dependency","2016","16-34 y.","East Germany","215","0.325376692429362","0.296984028653861","0.353769356204862","0"
"No transfer dependency","2016","35-65 y.","West Germany","3111","0.451990687400893","0.44264924624474","0.461332128557047","0"
"No transfer dependency","2016","35-65 y.","East Germany","1057","0.480543707845497","0.462204083507276","0.498883332183718","0"
"No transfer dependency","2016","66 and older","West Germany","3129","0.885938782156488","0.875519922337978","0.896357641974998","0"
"No transfer dependency","2016","66 and older","East Germany","1030","0.864785033104375","0.845356452398779","0.88421361380997","0"
"Very high transfer dependency","2016","16-34 y.","West Germany","233","0.0288005013198974","0.0241694085955773","0.0334315940442175","4"
