"transab_cat","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1993","1-pers.-HH","33","0.018808117439841","0.011694694016746","0.0259215408629361"
"Low transfer dependency","1993","(Married) couple without C. ","121","0.0254772680471769","0.0200938691023142","0.0308606669920395"
"Low transfer dependency","1993","Single parent ","51","0.0856856863237687","0.0633081250884236","0.108063247559114"
"Low transfer dependency","1993","Couple + C. LE 16 ","261","0.0650116955786715","0.0561597487876164","0.0738636423697265"
"Low transfer dependency","1993","Couple + C. GT 16 ","154","0.0415163524697688","0.0335272630654292","0.0495054418741084"
"Low transfer dependency","1993","Couple + C. LE and GT 16","89","0.068163300323117","0.0533437074801335","0.0829828931661005"
"High transfer dependency","1993","1-pers.-HH","22","","",""
"High transfer dependency","1993","(Married) couple without C. ","50","0.0125454990059862","0.00874284626883115","0.0163481517431413"
"High transfer dependency","1993","Single parent ","27","","",""
"High transfer dependency","1993","Couple + C. LE 16 ","71","0.0213143022503707","0.0161287246243442","0.0264998798763973"
"High transfer dependency","1993","Couple + C. GT 16 ","16","","",""
"High transfer dependency","1993","Couple + C. LE and GT 16","22","","",""
"Very high transfer dependency","1993","1-pers.-HH","25","","",""
"Very high transfer dependency","1993","(Married) couple without C. ","22","","",""
"Very high transfer dependency","1993","Single parent ","21","","",""
"Very high transfer dependency","1993","Couple + C. LE 16 ","26","","",""
"Very high transfer dependency","1993","Couple + C. GT 16 ","3","","",""
"Very high transfer dependency","1993","Couple + C. LE and GT 16","6","","",""
"Complete transfer dependency","1993","1-pers.-HH","22","","",""
"Complete transfer dependency","1993","(Married) couple without C. ","2","","",""
"Complete transfer dependency","1993","Single parent ","16","","",""
"Complete transfer dependency","1993","Couple + C. LE 16 ","12","","",""
"Complete transfer dependency","1993","Couple + C. GT 16 ","3","","",""
"Complete transfer dependency","1993","Couple + C. LE and GT 16","","","",""
"No transfer dependency","1994","1-pers.-HH","1106","0.81140877760122","0.790888370597408","0.831929184605032"
"No transfer dependency","1994","(Married) couple without C. ","2754","0.860430558147818","0.84869392308021","0.872167193215427"
"No transfer dependency","1994","Single parent ","201","0.377414282252009","0.337585163257159","0.417243401246859"
"No transfer dependency","1994","Couple + C. LE 16 ","34","0.0112880345143249","0.0074516519541686","0.0151244170744812"
"No transfer dependency","1994","Couple + C. GT 16 ","867","0.430235456757896","0.409877005498371","0.450593908017421"
"No transfer dependency","1994","Couple + C. LE and GT 16","15","","",""
"Very low transfer dependency","1994","1-pers.-HH","185","0.122272981393631","0.105087948554419","0.139458014232842"
"Very low transfer dependency","1994","(Married) couple without C. ","394","0.0952583728439804","0.0853156717609254","0.105201073927035"
"Very low transfer dependency","1994","Single parent ","268","0.45532505882937","0.41440639613907","0.49624372151967"
"Very low transfer dependency","1994","Couple + C. LE 16 ","2483","0.874476572146219","0.862445222905326","0.886507921387111"
"Very low transfer dependency","1994","Couple + C. GT 16 ","1207","0.498713844104377","0.478154346639146","0.519273341569608"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","975","0.916094237816599","0.899798963849065","0.932389511784132"
"Low transfer dependency","1994","1-pers.-HH","35","0.0171084197346211","0.0103060045177526","0.0239108349514896"
"Low transfer dependency","1994","(Married) couple without C. ","126","0.0262308201096811","0.0208179891532312","0.031643651066131"
"Low transfer dependency","1994","Single parent ","42","0.0682710086178159","0.0475478991137013","0.0889941181219305"
"Low transfer dependency","1994","Couple + C. LE 16 ","275","0.0754835249939433","0.0658903743893389","0.0850766755985476"
"Low transfer dependency","1994","Couple + C. GT 16 ","152","0.0513261424130599","0.0422527079578689","0.0603995768682509"
"Low transfer dependency","1994","Couple + C. LE and GT 16","84","0.0523433473251658","0.0392529764442783","0.0654337182060532"
"High transfer dependency","1994","1-pers.-HH","22","","",""
"High transfer dependency","1994","(Married) couple without C. ","51","0.0117296492525384","0.00808319379216738","0.0153761047129095"
"High transfer dependency","1994","Single parent ","14","","",""
"High transfer dependency","1994","Couple + C. LE 16 ","76","0.0251083078308921","0.0194267850068668","0.0307898306549175"
"High transfer dependency","1994","Couple + C. GT 16 ","28","","",""
"High transfer dependency","1994","Couple + C. LE and GT 16","26","","",""
"Very high transfer dependency","1994","1-pers.-HH","26","","",""
"Very high transfer dependency","1994","(Married) couple without C. ","20","","",""
"Very high transfer dependency","1994","Single parent ","30","0.0458266401623189","0.0286450003626855","0.0630082799619523"
"Very high transfer dependency","1994","Couple + C. LE 16 ","25","","",""
"Very high transfer dependency","1994","Couple + C. GT 16 ","9","","",""
"Very high transfer dependency","1994","Couple + C. LE and GT 16","9","","",""
"Complete transfer dependency","1994","1-pers.-HH","22","","",""
"Complete transfer dependency","1994","(Married) couple without C. ","4","","",""
"Complete transfer dependency","1994","Single parent ","14","","",""
"Complete transfer dependency","1994","Couple + C. LE 16 ","20","","",""
"Complete transfer dependency","1994","Couple + C. GT 16 ","9","","",""
"Complete transfer dependency","1994","Couple + C. LE and GT 16","3","","",""
"No transfer dependency","1995","1-pers.-HH","1170","0.821532552891503","0.80178987492535","0.841275230857655"
"No transfer dependency","1995","(Married) couple without C. ","2850","0.850315376521451","0.838463839149964","0.862166913892938"
"No transfer dependency","1995","Single parent ","189","0.346118871860213","0.308084793546054","0.384152950174373"
"No transfer dependency","1995","Couple + C. LE 16 ","57","0.0192487660501773","0.014355719662642","0.0241418124377126"
"No transfer dependency","1995","Couple + C. GT 16 ","908","0.437106465719041","0.416768302224834","0.457444629213248"
"No transfer dependency","1995","Couple + C. LE and GT 16","7","","",""
"Very low transfer dependency","1995","1-pers.-HH","149","0.0902157518326853","0.0754442531360858","0.104987250529285"
"Very low transfer dependency","1995","(Married) couple without C. ","414","0.101849392716067","0.0918020807951125","0.111896704637022"
"Very low transfer dependency","1995","Single parent ","284","0.474542888507441","0.434620434723691","0.51446534229119"
"Very low transfer dependency","1995","Couple + C. LE 16 ","2576","0.866297286153509","0.854177302263985","0.878417270043033"
"Very low transfer dependency","1995","Couple + C. GT 16 ","1186","0.489701416589639","0.469204768233644","0.510198064945634"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","1049","0.904045160463034","0.887325075964595","0.920765244961474"
"Low transfer dependency","1995","1-pers.-HH","46","0.0307798504670709","0.0218743437113387","0.0396853572228032"
"Low transfer dependency","1995","(Married) couple without C. ","134","0.0279321957361364","0.0224582952561535","0.0334060962161193"
"Low transfer dependency","1995","Single parent ","48","0.0514591965251038","0.033795956754018","0.0691224362961897"
"Low transfer dependency","1995","Couple + C. LE 16 ","232","0.064271664576849","0.0555382692642851","0.0730050598894128"
"Low transfer dependency","1995","Couple + C. GT 16 ","146","0.053450506823013","0.0442279239538631","0.062673089692163"
"Low transfer dependency","1995","Couple + C. LE and GT 16","81","0.0467750985348479","0.0347879742452774","0.0587622228244185"
"High transfer dependency","1995","1-pers.-HH","22","","",""
"High transfer dependency","1995","(Married) couple without C. ","39","0.00810039100619384","0.00512267736616897","0.0110781046462187"
"High transfer dependency","1995","Single parent ","34","0.0543427736883551","0.0362190000848434","0.0724665472918668"
"High transfer dependency","1995","Couple + C. LE 16 ","70","0.0204612427124207","0.0154195627949588","0.0255029226298825"
"High transfer dependency","1995","Couple + C. GT 16 ","29","","",""
"High transfer dependency","1995","Couple + C. LE and GT 16","32","0.0218737469774851","0.0135700974007496","0.0301773965542207"
"Very high transfer dependency","1995","1-pers.-HH","29","","",""
"Very high transfer dependency","1995","(Married) couple without C. ","28","","",""
"Very high transfer dependency","1995","Single parent ","33","0.0537611076281948","0.0357290471139674","0.0717931681424221"
"Very high transfer dependency","1995","Couple + C. LE 16 ","54","0.0127153103919577","0.00872521628656938","0.0167054044973459"
"Very high transfer dependency","1995","Couple + C. GT 16 ","10","","",""
"Very high transfer dependency","1995","Couple + C. LE and GT 16","14","","",""
"Complete transfer dependency","1995","1-pers.-HH","29","","",""
"Complete transfer dependency","1995","(Married) couple without C. ","16","","",""
"Complete transfer dependency","1995","Single parent ","13","","",""
"Complete transfer dependency","1995","Couple + C. LE 16 ","40","0.0170057301150864","0.0124013455575107","0.0216101146726621"
"Complete transfer dependency","1995","Couple + C. GT 16 ","6","","",""
"Complete transfer dependency","1995","Couple + C. LE and GT 16","9","","",""
"No transfer dependency","1996","1-pers.-HH","1206","0.841812278557068","0.823119598791764","0.860504958322373"
"No transfer dependency","1996","(Married) couple without C. ","2719","0.802204258949948","0.789015103347167","0.815393414552728"
"No transfer dependency","1996","Single parent ","204","0.323209471773654","0.287143220193859","0.359275723353449"
"No transfer dependency","1996","Couple + C. LE 16 ","42","0.0142617656520187","0.00993969865989818","0.0185838326441393"
"No transfer dependency","1996","Couple + C. GT 16 ","791","0.378876592435455","0.358660679187959","0.399092505682951"
"No transfer dependency","1996","Couple + C. LE and GT 16","9","","",""
"Very low transfer dependency","1996","1-pers.-HH","135","0.0884893518874012","0.0739413304287733","0.103037373346029"
"Very low transfer dependency","1996","(Married) couple without C. ","461","0.119737955082036","0.108988462882298","0.130487447281774"
"Very low transfer dependency","1996","Single parent ","317","0.499901814374849","0.461344939330051","0.538458689419648"
"Very low transfer dependency","1996","Couple + C. LE 16 ","2524","0.88879119442452","0.877330959906899","0.900251428942141"
"Very low transfer dependency","1996","Couple + C. GT 16 ","1158","0.525867970382659","0.505059338043924","0.546676602721394"
"Very low transfer dependency","1996","Couple + C. LE and GT 16","1048","0.885752593589988","0.867708905179993","0.903796281999984"
"Low transfer dependency","1996","1-pers.-HH","43","0.0216910909754463","0.0142290736197906","0.0291531083311021"
"Low transfer dependency","1996","(Married) couple without C. ","179","0.0417757956888528","0.0351511603668325","0.048400431010873"
"Low transfer dependency","1996","Single parent ","41","0.0539737172268006","0.0365486445610642","0.071398789892537"
"Low transfer dependency","1996","Couple + C. LE 16 ","217","0.0665434217825707","0.0574584481719767","0.0756283953931647"
"Low transfer dependency","1996","Couple + C. GT 16 ","185","0.0691932752433391","0.0586173778180782","0.0797691726686"
"Low transfer dependency","1996","Couple + C. LE and GT 16","80","0.0657139219475586","0.0516594491225287","0.0797683947725884"
"High transfer dependency","1996","1-pers.-HH","26","","",""
"High transfer dependency","1996","(Married) couple without C. ","69","0.0177054887856069","0.0133389144163917","0.022072063154822"
"High transfer dependency","1996","Single parent ","36","0.0453517648369195","0.0293063623672918","0.0613971673065471"
"High transfer dependency","1996","Couple + C. LE 16 ","63","0.0182845613869534","0.0134007472345836","0.0231683755393233"
"High transfer dependency","1996","Couple + C. GT 16 ","53","0.0194273305479248","0.0136755542516214","0.0251791068442282"
"High transfer dependency","1996","Couple + C. LE and GT 16","33","0.0201583338981723","0.0121866293099801","0.0281300384863646"
"Very high transfer dependency","1996","1-pers.-HH","26","","",""
"Very high transfer dependency","1996","(Married) couple without C. ","58","0.0130854552797218","0.00932274971420677","0.0168481608452368"
"Very high transfer dependency","1996","Single parent ","28","","",""
"Very high transfer dependency","1996","Couple + C. LE 16 ","23","","",""
"Very high transfer dependency","1996","Couple + C. GT 16 ","22","","",""
"Very high transfer dependency","1996","Couple + C. LE and GT 16","20","","",""
"Complete transfer dependency","1996","1-pers.-HH","28","","",""
"Complete transfer dependency","1996","(Married) couple without C. ","18","","",""
"Complete transfer dependency","1996","Single parent ","20","","",""
"Complete transfer dependency","1996","Couple + C. LE 16 ","22","","",""
"Complete transfer dependency","1996","Couple + C. GT 16 ","3","","",""
"Complete transfer dependency","1996","Couple + C. LE and GT 16","4","","",""
"No transfer dependency","1997","1-pers.-HH","1187","0.823350041866441","0.803686434544737","0.843013649188145"
"No transfer dependency","1997","(Married) couple without C. ","2678","0.771079321612022","0.7573110108007","0.784847632423344"
"No transfer dependency","1997","Single parent ","154","0.247143918559414","0.213080464743234","0.281207372375593"
"No transfer dependency","1997","Couple + C. LE 16 ","31","0.0126065185542104","0.00846885346850292","0.016744183639918"
"No transfer dependency","1997","Couple + C. GT 16 ","730","0.328255400856552","0.309257764162215","0.34725303755089"
"No transfer dependency","1997","Couple + C. LE and GT 16","3","","",""
"Very low transfer dependency","1997","1-pers.-HH","119","0.0882144609778178","0.0735916653624261","0.102837256593209"
"Very low transfer dependency","1997","(Married) couple without C. ","530","0.141036659481186","0.129630434278892","0.152442884683479"
"Very low transfer dependency","1997","Single parent ","327","0.527634674849014","0.488210428112581","0.567058921585448"
"Very low transfer dependency","1997","Couple + C. LE 16 ","2332","0.847750529158069","0.83442683810298","0.861074220213159"
"Very low transfer dependency","1997","Couple + C. GT 16 ","1373","0.583178873117981","0.563232345663325","0.603125400572638"
"Very low transfer dependency","1997","Couple + C. LE and GT 16","1032","0.882153822923855","0.863880715356864","0.900426930490846"
"Low transfer dependency","1997","1-pers.-HH","43","0.0273133140903257","0.0189092790871575","0.0357173490934938"
"Low transfer dependency","1997","(Married) couple without C. ","222","0.0522774556988516","0.0449831082152426","0.0595718031824606"
"Low transfer dependency","1997","Single parent ","57","0.0844731391687742","0.06251211463641","0.106434163701138"
"Low transfer dependency","1997","Couple + C. LE 16 ","296","0.095202176134867","0.0843175921507796","0.106086760118954"
"Low transfer dependency","1997","Couple + C. GT 16 ","175","0.0573408281532066","0.0479349169282876","0.0667467393781257"
"Low transfer dependency","1997","Couple + C. LE and GT 16","107","0.0754862974178161","0.0605145242266041","0.0904580706090282"
"High transfer dependency","1997","1-pers.-HH","32","0.0197189221677408","0.0125503763779001","0.0268874679575815"
"High transfer dependency","1997","(Married) couple without C. ","86","0.0189290254786229","0.0144631875036828","0.0233948634535629"
"High transfer dependency","1997","Single parent ","36","0.0642156605470506","0.0448574103553177","0.0835739107387836"
"High transfer dependency","1997","Couple + C. LE 16 ","70","0.022408114155666","0.016919103530974","0.027897124780358"
"High transfer dependency","1997","Couple + C. GT 16 ","36","0.0145571459684889","0.00971157022187004","0.0194027217151078"
"High transfer dependency","1997","Couple + C. LE and GT 16","32","0.0244430204324407","0.0156914446706495","0.033194596194232"
"Very high transfer dependency","1997","1-pers.-HH","37","0.0208816065463849","0.0135091244544816","0.0282540886382882"
"Very high transfer dependency","1997","(Married) couple without C. ","42","0.0106494392330024","0.00728566303679979","0.014013215429205"
"Very high transfer dependency","1997","Single parent ","21","","",""
"Very high transfer dependency","1997","Couple + C. LE 16 ","46","0.0152595377392123","0.0107133831082284","0.0198056923701962"
"Very high transfer dependency","1997","Couple + C. GT 16 ","31","0.0162411919435013","0.0111273792993653","0.0213550045876374"
"Very high transfer dependency","1997","Couple + C. LE and GT 16","15","","",""
"Complete transfer dependency","1997","1-pers.-HH","27","","",""
"Complete transfer dependency","1997","(Married) couple without C. ","19","","",""
"Complete transfer dependency","1997","Single parent ","21","","",""
"Complete transfer dependency","1997","Couple + C. LE 16 ","18","","",""
"Complete transfer dependency","1997","Couple + C. GT 16 ","2","","",""
"Complete transfer dependency","1997","Couple + C. LE and GT 16","7","","",""
"No transfer dependency","1998","1-pers.-HH","1403","0.822731585369496","0.804823613473466","0.840639557265526"
"No transfer dependency","1998","(Married) couple without C. ","3134","0.795420471759488","0.783134063440896","0.80770688007808"
"No transfer dependency","1998","Single parent ","167","0.244677649142086","0.212762636585917","0.276592661698255"
"No transfer dependency","1998","Couple + C. LE 16 ","41","0.0207427103980429","0.0156946254283751","0.0257907953677108"
"No transfer dependency","1998","Couple + C. GT 16 ","739","0.308246704595003","0.290320513868052","0.326172895321954"
"No transfer dependency","1998","Couple + C. LE and GT 16","9","","",""
"Very low transfer dependency","1998","1-pers.-HH","171","0.0853828258502724","0.0722787446166451","0.0984869070838996"
"Very low transfer dependency","1998","(Married) couple without C. ","623","0.127277524380124","0.117126510634963","0.137428538125284"
"Very low transfer dependency","1998","Single parent ","356","0.516589002081612","0.479489973045071","0.553688031118153"
"Very low transfer dependency","1998","Couple + C. LE 16 ","2512","0.841362397878785","0.82842222389672","0.854302571860851"
"Very low transfer dependency","1998","Couple + C. GT 16 ","1573","0.608368245190596","0.589419284658826","0.627317205722365"
"Very low transfer dependency","1998","Couple + C. LE and GT 16","1069","0.882514759108771","0.864599840280664","0.900429677936877"
"Low transfer dependency","1998","1-pers.-HH","49","0.024793062759567","0.0175015923206885","0.0320845331984454"
"Low transfer dependency","1998","(Married) couple without C. ","243","0.0489760900373558","0.0424027931337809","0.0555493869409307"
"Low transfer dependency","1998","Single parent ","71","0.0909903665741144","0.0696395911642452","0.112341141983984"
"Low transfer dependency","1998","Couple + C. LE 16 ","346","0.0863184233165594","0.0763713646056069","0.0962654820275119"
"Low transfer dependency","1998","Couple + C. GT 16 ","161","0.0594384824219055","0.0502595825472997","0.0686173822965114"
"Low transfer dependency","1998","Couple + C. LE and GT 16","108","0.0683253767634566","0.0542880195700199","0.0823627339568933"
"High transfer dependency","1998","1-pers.-HH","32","0.0162533832615369","0.0103239231399842","0.0221828433830896"
"High transfer dependency","1998","(Married) couple without C. ","68","0.0143207960967105","0.0107021438171283","0.0179394483762927"
"High transfer dependency","1998","Single parent ","35","0.0417661596745778","0.0269143379929051","0.0566179813562505"
"High transfer dependency","1998","Couple + C. LE 16 ","90","0.0253208739245407","0.0197565080834743","0.0308852397656071"
"High transfer dependency","1998","Couple + C. GT 16 ","47","0.016224045983742","0.0113195897976887","0.0211285021697953"
"High transfer dependency","1998","Couple + C. LE and GT 16","31","0.0162231573276177","0.0091944058485957","0.0232519088066397"
"Very high transfer dependency","1998","1-pers.-HH","40","0.0207479335131528","0.0140639355220754","0.0274319315042302"
"Very high transfer dependency","1998","(Married) couple without C. ","52","0.00999931775937211","0.00696892857336963","0.0130297069453746"
"Very high transfer dependency","1998","Single parent ","41","0.0662187710933314","0.0477582128427074","0.0846793293439554"
"Very high transfer dependency","1998","Couple + C. LE 16 ","49","0.0158072405865889","0.0113893636679679","0.0202251175052099"
"Very high transfer dependency","1998","Couple + C. GT 16 ","20","","",""
"Very high transfer dependency","1998","Couple + C. LE and GT 16","21","","",""
"Complete transfer dependency","1998","1-pers.-HH","52","0.030091209245975","0.0220802060196467","0.0381022124723033"
"Complete transfer dependency","1998","(Married) couple without C. ","21","","",""
"Complete transfer dependency","1998","Single parent ","27","","",""
"Complete transfer dependency","1998","Couple + C. LE 16 ","24","","",""
"Complete transfer dependency","1998","Couple + C. GT 16 ","9","","",""
"Complete transfer dependency","1998","Couple + C. LE and GT 16","3","","",""
"No transfer dependency","1999","1-pers.-HH","1349","0.812766641753927","0.794101699030398","0.831431584477456"
"No transfer dependency","1999","(Married) couple without C. ","3175","0.806196170380408","0.794117545604967","0.818274795155849"
"No transfer dependency","1999","Single parent ","157","0.221620267290615","0.190830245236155","0.252410289345074"
"No transfer dependency","1999","Couple + C. LE 16 ","36","0.0142777144421073","0.0100154709030196","0.0185399579811951"
"No transfer dependency","1999","Couple + C. GT 16 ","631","0.273011437074037","0.255477620443027","0.290545253705047"
"No transfer dependency","1999","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1999","1-pers.-HH","160","0.0961130619149118","0.0820104233836993","0.110215700446124"
"Very low transfer dependency","1999","(Married) couple without C. ","634","0.13406906303276","0.123657357844006","0.144480768221513"
"Very low transfer dependency","1999","Single parent ","349","0.530535067772172","0.493537929770771","0.567532205773572"
"Very low transfer dependency","1999","Couple + C. LE 16 ","2476","0.850284449722034","0.837465654750028","0.863103244694039"
"Very low transfer dependency","1999","Couple + C. GT 16 ","1656","0.672467368111728","0.65399659194348","0.690938144279977"
"Very low transfer dependency","1999","Couple + C. LE and GT 16","966","0.873106020406368","0.853901689221245","0.89231035159149"
"Low transfer dependency","1999","1-pers.-HH","49","0.0291644762822494","0.021113435373447","0.0372155171910517"
"Low transfer dependency","1999","(Married) couple without C. ","195","0.0390418332128081","0.0331230383354848","0.0449606280901315"
"Low transfer dependency","1999","Single parent ","94","0.111864817464248","0.0884982026474116","0.135231432281085"
"Low transfer dependency","1999","Couple + C. LE 16 ","331","0.0905759617628164","0.0802644742683145","0.100887449257318"
"Low transfer dependency","1999","Couple + C. GT 16 ","137","0.0398363122549827","0.0321390824423755","0.04753354206759"
"Low transfer dependency","1999","Couple + C. LE and GT 16","128","0.0903426353464747","0.0738028265734572","0.106882444119492"
"High transfer dependency","1999","1-pers.-HH","46","0.0232352821489267","0.0160271777194519","0.0304433865784015"
"High transfer dependency","1999","(Married) couple without C. ","69","0.0120041274735415","0.00867631525653654","0.0153319396905465"
"High transfer dependency","1999","Single parent ","37","0.0443082727215917","0.0290533213855863","0.0595632240575971"
"High transfer dependency","1999","Couple + C. LE 16 ","69","0.0218046810684751","0.0165575817216877","0.0270517804152625"
"High transfer dependency","1999","Couple + C. GT 16 ","38","0.00816729772451073","0.0046250359216372","0.0117095595273843"
"High transfer dependency","1999","Couple + C. LE and GT 16","46","0.0315855833587155","0.0214949073788684","0.0416762593385627"
"Very high transfer dependency","1999","1-pers.-HH","36","0.0182372005424992","0.0118349231693419","0.0246394779156564"
"Very high transfer dependency","1999","(Married) couple without C. ","24","","",""
"Very high transfer dependency","1999","Single parent ","39","0.052821209649494","0.0362394866167316","0.0694029326822564"
"Very high transfer dependency","1999","Couple + C. LE 16 ","44","0.0159547682125515","0.0114529867566891","0.0204565496684138"
"Very high transfer dependency","1999","Couple + C. GT 16 ","13","","",""
"Very high transfer dependency","1999","Couple + C. LE and GT 16","14","","",""
"Complete transfer dependency","1999","1-pers.-HH","38","0.0204833373574862","0.0137060112107079","0.0272606635042646"
"Complete transfer dependency","1999","(Married) couple without C. ","17","","",""
"Complete transfer dependency","1999","Single parent ","23","","",""
"Complete transfer dependency","1999","Couple + C. LE 16 ","20","","",""
"Complete transfer dependency","1999","Couple + C. GT 16 ","5","","",""
"Complete transfer dependency","1999","Couple + C. LE and GT 16","","","",""
"No transfer dependency","2000","1-pers.-HH","2751","0.839910283568417","0.827461451708389","0.852359115428445"
"No transfer dependency","2000","(Married) couple without C. ","6013","0.819097212347624","0.810406823945152","0.827787600750095"
"No transfer dependency","2000","Single parent ","275","0.227695185742554","0.203809179856782","0.251581191628326"
"No transfer dependency","2000","Couple + C. LE 16 ","74","0.019816967502058","0.0160135008668063","0.0236204341373097"
"No transfer dependency","2000","Couple + C. GT 16 ","1058","0.295278497272362","0.281007545679892","0.309549448864833"
"No transfer dependency","2000","Couple + C. LE and GT 16","15","","",""
"Very low transfer dependency","2000","1-pers.-HH","302","0.0876150418500578","0.0780164211822057","0.0972136625179099"
"Very low transfer dependency","2000","(Married) couple without C. ","1047","0.128523540935468","0.120967957521493","0.136079124349442"
"Very low transfer dependency","2000","Single parent ","598","0.525101519261756","0.496657283651413","0.553545754872099"
"Very low transfer dependency","2000","Couple + C. LE 16 ","4311","0.841161658794623","0.831186384925619","0.851136932663626"
"Very low transfer dependency","2000","Couple + C. GT 16 ","2566","0.640506853685668","0.625494960741829","0.655518746629507"
"Very low transfer dependency","2000","Couple + C. LE and GT 16","1610","0.835397507114925","0.818870864039878","0.851924150189972"
"Low transfer dependency","2000","1-pers.-HH","89","0.023241450209013","0.0181263322117055","0.0283565682063206"
"Low transfer dependency","2000","(Married) couple without C. ","306","0.0322453055908848","0.0282572176594938","0.0362333935222757"
"Low transfer dependency","2000","Single parent ","128","0.100088380643641","0.082993581560542","0.117183179726741"
"Low transfer dependency","2000","Couple + C. LE 16 ","552","0.0976128709270814","0.0895133858175757","0.105712356036587"
"Low transfer dependency","2000","Couple + C. GT 16 ","204","0.0434262128299698","0.0370499901368979","0.0498024355230417"
"Low transfer dependency","2000","Couple + C. LE and GT 16","205","0.0980222810355583","0.0847703196049972","0.111274242466119"
"High transfer dependency","2000","1-pers.-HH","64","0.0169527462105005","0.012570087406085","0.021335405014916"
"High transfer dependency","2000","(Married) couple without C. ","89","0.00887828355916137","0.0067605231003793","0.0109960440179435"
"High transfer dependency","2000","Single parent ","72","0.0570444287511465","0.043833770041726","0.0702550874605669"
"High transfer dependency","2000","Couple + C. LE 16 ","87","0.018996249677583","0.0152708172500464","0.0227216821051196"
"High transfer dependency","2000","Couple + C. GT 16 ","67","0.013043184269342","0.00949366816698713","0.0165927003716968"
"High transfer dependency","2000","Couple + C. LE and GT 16","63","0.0304275159997327","0.0227725503390561","0.0380824816604093"
"Very high transfer dependency","2000","1-pers.-HH","54","0.0140201707594337","0.010028625105131","0.0180117164137364"
"Very high transfer dependency","2000","(Married) couple without C. ","52","0.00735339892116801","0.00542458546658281","0.00928221237575322"
"Very high transfer dependency","2000","Single parent ","63","0.0514680083540715","0.0388826115542389","0.0640534051539041"
"Very high transfer dependency","2000","Couple + C. LE 16 ","75","0.0126674517701078","0.00961545704340397","0.0157194464968117"
"Very high transfer dependency","2000","Couple + C. GT 16 ","24","","",""
"Very high transfer dependency","2000","Couple + C. LE and GT 16","31","0.0205925511379051","0.0142632372496621","0.0269218650261481"
"Complete transfer dependency","2000","1-pers.-HH","73","0.0182603074025781","0.0137147970470501","0.0228058177581061"
"Complete transfer dependency","2000","(Married) couple without C. ","30","0.00390225864569432","0.00249472807315962","0.00530978921822902"
"Complete transfer dependency","2000","Single parent ","48","0.0386024772468305","0.0276293269664191","0.0495756275272419"
"Complete transfer dependency","2000","Couple + C. LE 16 ","59","0.00974480132854728","0.00706398239340287","0.0124256202636917"
"Complete transfer dependency","2000","Couple + C. GT 16 ","6","","",""
"Complete transfer dependency","2000","Couple + C. LE and GT 16","10","","",""
"No transfer dependency","2001","1-pers.-HH","2386","0.82066864127834","0.806911046335265","0.834426236221416"
"No transfer dependency","2001","(Married) couple without C. ","5173","0.774232125418908","0.764339284000493","0.784124966837322"
"No transfer dependency","2001","Single parent ","210","0.172394552644227","0.150062806391489","0.194726298896964"
"No transfer dependency","2001","Couple + C. LE 16 ","70","0.0207046052866004","0.0166215335727304","0.0247876770004705"
"No transfer dependency","2001","Couple + C. GT 16 ","773","0.251027480917878","0.236805937175585","0.26524902466017"
"No transfer dependency","2001","Couple + C. LE and GT 16","3","","",""
"Very low transfer dependency","2001","1-pers.-HH","322","0.0996609658501335","0.0889186958156664","0.110403235884601"
"Very low transfer dependency","2001","(Married) couple without C. ","1234","0.168531247840918","0.159673617213797","0.177388878468039"
"Very low transfer dependency","2001","Single parent ","587","0.582052546258553","0.552892300261028","0.611212792256079"
"Very low transfer dependency","2001","Couple + C. LE 16 ","3879","0.83392407755006","0.823252877360452","0.844595277739668"
"Very low transfer dependency","2001","Couple + C. GT 16 ","2513","0.682794336151027","0.667530328061936","0.698058344240117"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","1437","0.852654839594094","0.83586483637108","0.869444842817108"
"Low transfer dependency","2001","1-pers.-HH","100","0.0287765677747162","0.0227812866486568","0.0347718489007755"
"Low transfer dependency","2001","(Married) couple without C. ","273","0.032953611275791","0.0287295564904167","0.0371776660611654"
"Low transfer dependency","2001","Single parent ","119","0.0920385519194619","0.0749475376103716","0.109129566228552"
"Low transfer dependency","2001","Couple + C. LE 16 ","489","0.09468781786957","0.0862923885395725","0.103083247199567"
"Low transfer dependency","2001","Couple + C. GT 16 ","214","0.0504789609210832","0.043298362069464","0.0576595597727025"
"Low transfer dependency","2001","Couple + C. LE and GT 16","207","0.0986386972474229","0.0845143193290163","0.11276307516583"
"High transfer dependency","2001","1-pers.-HH","53","0.0154265500346584","0.0110068891679022","0.0198462109014145"
"High transfer dependency","2001","(Married) couple without C. ","100","0.0122224257470706","0.0096224896953495","0.0148223617987916"
"High transfer dependency","2001","Single parent ","70","0.0550096808616973","0.0415299107014224","0.0684894510219722"
"High transfer dependency","2001","Couple + C. LE 16 ","119","0.0251019395421426","0.0206162427252125","0.0295876363590726"
"High transfer dependency","2001","Couple + C. GT 16 ","46","0.0110693847559487","0.00763777559543673","0.0145009939164607"
"High transfer dependency","2001","Couple + C. LE and GT 16","35","0.0171797752762132","0.0110245777752827","0.0233349727771437"
"Very high transfer dependency","2001","1-pers.-HH","66","0.018587096127311","0.0137435645643985","0.0234306276902234"
