"transab_cat","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2015","1-pers.-HH","East Germany","33","0.0389449396451923","0.0262204239836944","0.0516694553066902","3"
"High transfer dependency","2015","(Married) couple without C. ","West Germany","76","0.00900523492445632","0.00659902361255576","0.0114114462363569","3"
"High transfer dependency","2015","(Married) couple without C. ","East Germany","38","0.014959910084259","0.00962640151151429","0.0202934186570037","3"
"High transfer dependency","2015","Single parent ","West Germany","202","0.0929502243843068","0.0802532891585619","0.105647159610052","3"
"High transfer dependency","2015","Single parent ","East Germany","64","0.109135369791819","0.0807028255427969","0.137567914040842","3"
"High transfer dependency","2015","Couple + C. LE 16 ","West Germany","248","0.0342847509844491","0.0294950155598571","0.0390744864090412","3"
"High transfer dependency","2015","Couple + C. LE 16 ","East Germany","79","0.0553072786555961","0.0420151249423244","0.0685994323688679","3"
"High transfer dependency","2015","Couple + C. GT 16 ","West Germany","65","0.0178961640011534","0.0127576043054113","0.0230347236968955","3"
"High transfer dependency","2015","Couple + C. GT 16 ","East Germany","12","","","","3"
"High transfer dependency","2015","Couple + C. LE and GT 16","West Germany","71","0.038345110108467","0.0301398974753707","0.0465503227415634","3"
"High transfer dependency","2015","Couple + C. LE and GT 16","East Germany","26","","","","3"
"Low transfer dependency","2015","1-pers.-HH","East Germany","62","0.0549397897667063","0.0399527850501585","0.069926794483254","2"
"Low transfer dependency","2015","(Married) couple without C. ","West Germany","160","0.0301000750666533","0.0257479856197255","0.0344521645135811","2"
"Low transfer dependency","2015","Single parent ","West Germany","253","0.112062554522115","0.0982688929194606","0.12585621612477","2"
"Low transfer dependency","2015","Single parent ","East Germany","77","0.168214448641842","0.134105805954619","0.202323091329066","2"
"Low transfer dependency","2015","Couple + C. LE 16 ","West Germany","505","0.090515476855626","0.0829628929535148","0.0980680607577371","2"
"Low transfer dependency","2015","Couple + C. LE 16 ","East Germany","171","0.165291693044728","0.143691789730431","0.186891596359024","2"
"Low transfer dependency","2015","(Married) couple without C. ","East Germany","67","0.0432629167549912","0.0343241880880119","0.0522016454219705","2"
"Low transfer dependency","2015","Couple + C. GT 16 ","West Germany","107","0.0294513214875728","0.022898266962663","0.0360043760124826","2"
"Low transfer dependency","2015","Couple + C. GT 16 ","East Germany","39","0.0381390895169902","0.0214010188604721","0.0548771601735082","2"
"Low transfer dependency","2015","Couple + C. LE and GT 16","West Germany","198","0.0630207283871996","0.0526375115391578","0.0734039452352415","2"
"Low transfer dependency","2015","Couple + C. LE and GT 16","East Germany","50","0.133304690192138","0.0973333209774978","0.169276059406779","2"
"Low transfer dependency","2015","1-pers.-HH","West Germany","117","0.0404362236638815","0.0331544045633055","0.0477180427644575","2"
"No transfer dependency","2015","1-pers.-HH","West Germany","2166","0.785942322598107","0.770779557370862","0.801105087825353","0"
"No transfer dependency","2015","1-pers.-HH","East Germany","613","0.683619384453385","0.653031198203263","0.714207570703507","0"
"No transfer dependency","2015","(Married) couple without C. ","West Germany","4979","0.855315873012183","0.846355537527305","0.86427620849706","0"
"No transfer dependency","2015","(Married) couple without C. ","East Germany","1591","0.771761268728029","0.753321404679664","0.790201132776394","0"
"No transfer dependency","2015","Single parent ","West Germany","177","0.164997885753028","0.148767041893705","0.18122872961235","0"
"No transfer dependency","2015","Single parent ","East Germany","32","0.12384712663145","0.0938098872591923","0.153884366003708","0"
"No transfer dependency","2015","Couple + C. LE 16 ","West Germany","97","0.0179511335257508","0.0144561191354885","0.0214461479160131","0"
"No transfer dependency","2015","Couple + C. LE 16 ","East Germany","13","","","","0"
"No transfer dependency","2015","Couple + C. GT 16 ","West Germany","519","0.281502513134255","0.264070943629119","0.298934082639391","0"
"No transfer dependency","2015","Couple + C. GT 16 ","East Germany","174","0.429875568923855","0.386612202864649","0.473138934983062","0"
"No transfer dependency","2015","Couple + C. LE and GT 16","West Germany","1","","","","0"
"No transfer dependency","2015","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","2015","Couple + C. GT 16 ","West Germany","19","","","","4"
"Very high transfer dependency","2015","Couple + C. GT 16 ","East Germany","10","","","","4"
"Very high transfer dependency","2015","1-pers.-HH","West Germany","64","0.02246923859672","0.0169905443690233","0.0279479328244167","4"
"Very high transfer dependency","2015","1-pers.-HH","East Germany","32","0.0466338671598907","0.0327656004970014","0.0605021338227801","4"
"Very high transfer dependency","2015","(Married) couple without C. ","East Germany","19","","","","4"
"Very high transfer dependency","2015","Single parent ","West Germany","184","0.0711027652561047","0.0598648642203006","0.0823406662919088","4"
"Very high transfer dependency","2015","Single parent ","East Germany","70","0.108240407571265","0.0799104641285564","0.136570351013975","4"
"Very high transfer dependency","2015","Couple + C. LE 16 ","West Germany","136","0.0210509889532833","0.0172721988619542","0.0248297790446124","4"
"Very high transfer dependency","2015","Couple + C. LE 16 ","East Germany","27","","","","4"
"Very high transfer dependency","2015","Couple + C. LE and GT 16","West Germany","99","0.0341204042277995","0.0263634040223107","0.0418774044332884","4"
"Very high transfer dependency","2015","Couple + C. LE and GT 16","East Germany","19","","","","4"
"Very high transfer dependency","2015","(Married) couple without C. ","West Germany","39","0.0033437723698087","0.00187335167871213","0.00481419306090527","4"
"Very low transfer dependency","2015","Couple + C. LE 16 ","West Germany","4425","0.821784978898964","0.811711308599817","0.83185864919811","1"
"Very low transfer dependency","2015","1-pers.-HH","East Germany","93","0.105066572532532","0.0848982742549502","0.125234870810113","1"
"Very low transfer dependency","2015","(Married) couple without C. ","West Germany","615","0.0981291366890645","0.090551710271713","0.105706563106416","1"
"Very low transfer dependency","2015","(Married) couple without C. ","East Germany","256","0.151850984876965","0.136083354148807","0.167618615605124","1"
"Very low transfer dependency","2015","Single parent ","West Germany","1079","0.501008090311116","0.479144209847145","0.522871970775087","1"
"Very low transfer dependency","2015","Single parent ","East Germany","197","0.435554429643967","0.390341842871079","0.480767016416855","1"
"Very low transfer dependency","2015","Couple + C. LE 16 ","East Germany","816","0.732878472546149","0.707149090686739","0.75860785440556","1"
"Very low transfer dependency","2015","1-pers.-HH","West Germany","244","0.0792342967626106","0.0692492790588603","0.0892193144663609","1"
"Very low transfer dependency","2015","Couple + C. GT 16 ","West Germany","1833","0.658580809815725","0.640201414165461","0.676960205465989","1"
"Very low transfer dependency","2015","Couple + C. GT 16 ","East Germany","262","0.509599034342809","0.465911850013211","0.553286218672406","1"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","West Germany","1698","0.850056645887497","0.834801626372602","0.865311665402393","1"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","East Germany","240","0.767272440582034","0.722552652364064","0.811992228800005","1"
"Complete transfer dependency","2016","1-pers.-HH","West Germany","106","0.0385913004624546","0.031154440350092","0.0460281605748172","5"
"Complete transfer dependency","2016","1-pers.-HH","East Germany","39","0.0554494910147733","0.040189559133667","0.0707094228958796","5"
"Complete transfer dependency","2016","(Married) couple without C. ","West Germany","28","","","","5"
"Complete transfer dependency","2016","(Married) couple without C. ","East Germany","9","","","","5"
"Complete transfer dependency","2016","Single parent ","West Germany","82","0.0466514095874841","0.0368844689574398","0.0564183502175284","5"
"Complete transfer dependency","2016","Single parent ","East Germany","16","","","","5"
"Complete transfer dependency","2016","Couple + C. LE 16 ","West Germany","82","0.0114750349326212","0.0084401484865388","0.0145099213787036","5"
"Complete transfer dependency","2016","Couple + C. LE 16 ","East Germany","26","","","","5"
"Complete transfer dependency","2016","Couple + C. GT 16 ","West Germany","14","","","","5"
"Complete transfer dependency","2016","Couple + C. GT 16 ","East Germany","10","","","","5"
"Complete transfer dependency","2016","Couple + C. LE and GT 16","West Germany","31","0.0187281110451987","0.0126941729097846","0.0247620491806128","5"
"Complete transfer dependency","2016","Couple + C. LE and GT 16","East Germany","9","","","","5"
"High transfer dependency","2016","Single parent ","West Germany","200","0.0934404678273341","0.0799612104940449","0.106919725160623","3"
"High transfer dependency","2016","Single parent ","East Germany","65","0.12192734257746","0.0919284120632443","0.151926273091676","3"
"High transfer dependency","2016","1-pers.-HH","West Germany","72","0.0331384700236184","0.0262274961872159","0.0400494438600209","3"
"High transfer dependency","2016","1-pers.-HH","East Germany","34","0.043217158720732","0.0296582101193939","0.0567761073220701","3"
"High transfer dependency","2016","(Married) couple without C. ","West Germany","71","0.0108579892445557","0.00811412993611983","0.0136018485529917","3"
"High transfer dependency","2016","(Married) couple without C. ","East Germany","22","","","","3"
"High transfer dependency","2016","Couple + C. LE 16 ","West Germany","142","0.0250754323329742","0.0206200873355445","0.0295307773304039","3"
"High transfer dependency","2016","Couple + C. LE 16 ","East Germany","37","0.0268323334601861","0.0168018106780728","0.0368628562422994","3"
"High transfer dependency","2016","Couple + C. GT 16 ","West Germany","54","0.0213049688204015","0.0155482646923461","0.0270616729484569","3"
"High transfer dependency","2016","Couple + C. GT 16 ","East Germany","18","","","","3"
"High transfer dependency","2016","Couple + C. LE and GT 16","West Germany","70","0.0296999098091504","0.0221439474182362","0.0372558722000645","3"
"High transfer dependency","2016","Couple + C. LE and GT 16","East Germany","11","","","","3"
"Low transfer dependency","2016","Couple + C. LE 16 ","East Germany","159","0.161165427016733","0.138342328002183","0.183988526031282","2"
"Low transfer dependency","2016","1-pers.-HH","East Germany","49","0.073649236703616","0.0562326487729984","0.0910658246342335","2"
"Low transfer dependency","2016","(Married) couple without C. ","West Germany","140","0.0259476574255103","0.0217384722021083","0.0301568426489122","2"
"Low transfer dependency","2016","Single parent ","West Germany","231","0.101090127018896","0.0871292486173874","0.115051005420405","2"
"Low transfer dependency","2016","Single parent ","East Germany","77","0.145085979438504","0.112796285115027","0.177375673761981","2"
"Low transfer dependency","2016","Couple + C. LE 16 ","West Germany","504","0.115443799761698","0.10633796764662","0.124549631876777","2"
"Low transfer dependency","2016","Couple + C. GT 16 ","West Germany","86","0.0427242618011085","0.0346618388810204","0.0507866847211966","2"
"Low transfer dependency","2016","Couple + C. GT 16 ","East Germany","21","","","","2"
"Low transfer dependency","2016","Couple + C. LE and GT 16","West Germany","226","0.0935212106811165","0.0805615667337875","0.106480854628446","2"
"Low transfer dependency","2016","Couple + C. LE and GT 16","East Germany","55","0.166768699845357","0.127087179678409","0.206450220012305","2"
"Low transfer dependency","2016","(Married) couple without C. ","East Germany","75","0.0468407249267437","0.0373020739780227","0.0563793758754647","2"
"Low transfer dependency","2016","1-pers.-HH","West Germany","113","0.0379302864419335","0.0305548586667723","0.0453057142170947","2"
"No transfer dependency","2016","1-pers.-HH","West Germany","1995","0.796769419753862","0.781232971639777","0.812305867867947","0"
"No transfer dependency","2016","1-pers.-HH","East Germany","596","0.672692063607589","0.641404075365752","0.703980051849427","0"
"No transfer dependency","2016","(Married) couple without C. ","West Germany","4578","0.847199520498955","0.837673466895499","0.85672557410241","0"
"No transfer dependency","2016","(Married) couple without C. ","East Germany","1513","0.793612402106779","0.775342406833277","0.811882397380282","0"
"No transfer dependency","2016","Couple + C. LE and GT 16","East Germany","","","","","0"
"No transfer dependency","2016","Single parent ","West Germany","164","0.145200999325436","0.128884871327143","0.161517127323728","0"
"No transfer dependency","2016","Single parent ","East Germany","36","0.10830593050154","0.0798138574574025","0.136798003545677","0"
"No transfer dependency","2016","Couple + C. LE 16 ","West Germany","58","0.0137039429678434","0.0103911214626321","0.0170167644730546","0"
"No transfer dependency","2016","Couple + C. LE 16 ","East Germany","6","","","","0"
"No transfer dependency","2016","Couple + C. GT 16 ","West Germany","466","0.238163503895497","0.221181917526127","0.255145090264866","0"
"No transfer dependency","2016","Couple + C. GT 16 ","East Germany","131","0.368022778642462","0.32243988136172","0.413605675923203","0"
"No transfer dependency","2016","Couple + C. LE and GT 16","West Germany","","","","","0"
"Very high transfer dependency","2016","1-pers.-HH","West Germany","71","0.0244146035408693","0.0184559468349718","0.0303732602467669","4"
"Very high transfer dependency","2016","1-pers.-HH","East Germany","31","0.0431914239235975","0.0296363306467501","0.056746517200445","4"
"Very high transfer dependency","2016","Couple + C. GT 16 ","East Germany","3","","","","4"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","West Germany","103","0.0385600028775416","0.029989845285894","0.0471301604691892","4"
"Very high transfer dependency","2016","(Married) couple without C. ","West Germany","44","0.00543221826620572","0.00348612517533856","0.00737831135707288","4"
"Very high transfer dependency","2016","(Married) couple without C. ","East Germany","18","","","","4"
"Very high transfer dependency","2016","Single parent ","West Germany","131","0.0702742796032663","0.0584363453924463","0.0821122138140863","4"
"Very high transfer dependency","2016","Single parent ","East Germany","56","0.0923202711237145","0.0657800311825639","0.118860511064865","4"
"Very high transfer dependency","2016","Couple + C. LE 16 ","West Germany","121","0.0149495294591735","0.0114916120187155","0.0184074468996315","4"
"Very high transfer dependency","2016","Couple + C. LE 16 ","East Germany","23","","","","4"
"Very high transfer dependency","2016","Couple + C. GT 16 ","West Germany","14","","","","4"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","East Germany","9","","","","4"
"Very low transfer dependency","2016","Couple + C. LE 16 ","West Germany","3824","0.819352260545689","0.808389417136139","0.830315103955239","1"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","West Germany","1509","0.819490765586993","0.802371665515298","0.836609865658687","1"
"Very low transfer dependency","2016","1-pers.-HH","East Germany","115","0.111800626029692","0.0907885690978758","0.132812682961508","1"
"Very low transfer dependency","2016","(Married) couple without C. ","West Germany","619","0.10815641584791","0.0999334535045706","0.116379378191249","1"
"Very low transfer dependency","2016","(Married) couple without C. ","East Germany","248","0.138843703242069","0.123233933430119","0.15445347305402","1"
"Very low transfer dependency","2016","Single parent ","West Germany","983","0.543342716637583","0.52027352284299","0.566411910432177","1"
"Very low transfer dependency","2016","Single parent ","East Germany","207","0.482641039257876","0.436827050756645","0.528455027759107","1"
"Very low transfer dependency","2016","Couple + C. LE 16 ","East Germany","746","0.779830189775615","0.754109689120423","0.805550690430808","1"
"Very low transfer dependency","2016","Couple + C. GT 16 ","West Germany","1783","0.687834321379341","0.669361030733089","0.706307612025593","1"
"Very low transfer dependency","2016","Couple + C. GT 16 ","East Germany","247","0.576779216352104","0.530080799447733","0.623477633256476","1"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","East Germany","255","0.771578065596422","0.726888402466631","0.816267728726214","1"
"Very low transfer dependency","2016","1-pers.-HH","West Germany","220","0.0691559197772622","0.059360026765063","0.0789518127894614","1"
"Complete transfer dependency","2017","1-pers.-HH","West Germany","398","0.043959976894598","0.0369665169230639","0.050953436866132","5"
"Complete transfer dependency","2017","1-pers.-HH","East Germany","130","0.070655129117427","0.0554497933032655","0.0858604649315885","5"
"Complete transfer dependency","2017","(Married) couple without C. ","West Germany","65","0.0031370291206624","0.00174213325961373","0.00453192498171107","5"
"Complete transfer dependency","2017","(Married) couple without C. ","East Germany","17","","","","5"
"Complete transfer dependency","2017","Single parent ","West Germany","219","0.0568361719015958","0.0467319908453197","0.0669403529578719","5"
"Complete transfer dependency","2017","Single parent ","East Germany","42","0.0353946636866895","0.019133524097603","0.0516558032757759","5"
"Complete transfer dependency","2017","Couple + C. LE 16 ","West Germany","679","0.0162975984555266","0.0129655394722593","0.0196296574387939","5"
"Complete transfer dependency","2017","Couple + C. LE 16 ","East Germany","125","0.0153046561318271","0.00847458965676552","0.0221347226068887","5"
"Complete transfer dependency","2017","Couple + C. GT 16 ","West Germany","20","","","","5"
"Complete transfer dependency","2017","Couple + C. GT 16 ","East Germany","9","","","","5"
"Complete transfer dependency","2017","Couple + C. LE and GT 16","West Germany","185","0.012332166754769","0.00776995870220029","0.0168943748073378","5"
"Complete transfer dependency","2017","Couple + C. LE and GT 16","East Germany","38","0.033242070259653","0.016510692710057","0.0499734478092489","5"
"High transfer dependency","2017","Single parent ","West Germany","189","0.0862207862342239","0.073971190148083","0.0984703823203647","3"
"High transfer dependency","2017","Single parent ","East Germany","76","0.126614122083445","0.0973489279442287","0.155879316222661","3"
"High transfer dependency","2017","Couple + C. LE and GT 16","East Germany","28","","","","3"
"High transfer dependency","2017","1-pers.-HH","West Germany","110","0.0266886041965779","0.0211904848411219","0.0321867235520338","3"
"High transfer dependency","2017","1-pers.-HH","East Germany","49","0.0384632384130829","0.0270517686037469","0.0498747082224189","3"
"High transfer dependency","2017","(Married) couple without C. ","West Germany","88","0.0120826735128157","0.00935742193425382","0.0148079250913776","3"
"High transfer dependency","2017","(Married) couple without C. ","East Germany","36","0.0135600870593746","0.00860997041450127","0.0185102037042479","3"
"High transfer dependency","2017","Couple + C. LE 16 ","West Germany","235","0.0335737126214513","0.0288334428350858","0.0383139824078168","3"
"High transfer dependency","2017","Couple + C. LE 16 ","East Germany","53","0.0399160107884352","0.0290244434833414","0.050807578093529","3"
"High transfer dependency","2017","Couple + C. GT 16 ","West Germany","50","0.0228853228501304","0.017424881433448","0.0283457642668128","3"
"High transfer dependency","2017","Couple + C. GT 16 ","East Germany","21","","","","3"
"High transfer dependency","2017","Couple + C. LE and GT 16","West Germany","107","0.0298109523964468","0.0227807788375428","0.0368411259553508","3"
"Low transfer dependency","2017","Couple + C. LE 16 ","East Germany","156","0.150289209459665","0.130407136324683","0.170171282594648","2"
"Low transfer dependency","2017","Single parent ","East Germany","67","0.103239659871045","0.0764622397889774","0.130017079953113","2"
"Low transfer dependency","2017","Couple + C. GT 16 ","West Germany","107","0.0350827482774631","0.0283643104714814","0.0418011860834448","2"
"Low transfer dependency","2017","1-pers.-HH","East Germany","73","0.0612556726798761","0.0470264054617678","0.0754849398979843","2"
"Low transfer dependency","2017","Single parent ","West Germany","276","0.129724883464122","0.115061470370653","0.14438829655759","2"
"Low transfer dependency","2017","Couple + C. LE 16 ","West Germany","466","0.0865516969327625","0.0791522580346869","0.0939511358308382","2"
"Low transfer dependency","2017","Couple + C. GT 16 ","East Germany","15","","","","2"
"Low transfer dependency","2017","Couple + C. LE and GT 16","West Germany","201","0.0825727529138238","0.0711950618661326","0.0939504439615149","2"
"Low transfer dependency","2017","Couple + C. LE and GT 16","East Germany","60","0.114057755369875","0.0843893699730891","0.143726140766662","2"
"Low transfer dependency","2017","(Married) couple without C. ","West Germany","140","0.0212718354548339","0.0176726990707309","0.0248709718389369","2"
"Low transfer dependency","2017","(Married) couple without C. ","East Germany","63","0.0358611128034896","0.0279026249693539","0.0438196006376254","2"
"Low transfer dependency","2017","1-pers.-HH","West Germany","152","0.0390347984707021","0.0324277859433867","0.0456418109980175","2"
"No transfer dependency","2017","1-pers.-HH","West Germany","2255","0.788511078566484","0.774580375355994","0.802441781776975","0"
"No transfer dependency","2017","1-pers.-HH","East Germany","693","0.697558100552378","0.670303056557274","0.724813144547481","0"
"No transfer dependency","2017","(Married) couple without C. ","West Germany","5143","0.846103680473389","0.837102682013613","0.855104678933165","0"
"No transfer dependency","2017","(Married) couple without C. ","East Germany","1700","0.809687951733022","0.792886730287568","0.826489173178476","0"
"No transfer dependency","2017","Couple + C. LE and GT 16","East Germany","","","","","0"
"No transfer dependency","2017","Couple + C. LE 16 ","West Germany","69","0.0158557279917188","0.012568411745763","0.0191430442376746","0"
"No transfer dependency","2017","Single parent ","West Germany","173","0.154885902013555","0.139096751678665","0.170675052348446","0"
"No transfer dependency","2017","Single parent ","East Germany","37","0.122828226336617","0.0939414773805759","0.151714975292659","0"
"No transfer dependency","2017","Couple + C. LE 16 ","East Germany","7","","","","0"
"No transfer dependency","2017","Couple + C. GT 16 ","West Germany","510","0.235292602964192","0.219803429461563","0.250781776466821","0"
"No transfer dependency","2017","Couple + C. GT 16 ","East Germany","140","0.361278613883265","0.31908854101094","0.40346868675559","0"
"No transfer dependency","2017","Couple + C. LE and GT 16","West Germany","3","","","","0"
"Very high transfer dependency","2017","(Married) couple without C. ","East Germany","14","","","","4"
"Very high transfer dependency","2017","Single parent ","West Germany","125","0.0620681216877759","0.0515384436577404","0.0725977997178113","4"
"Very high transfer dependency","2017","Single parent ","East Germany","51","0.0663630806330924","0.0444572598476091","0.0882689014185757","4"
"Very high transfer dependency","2017","Couple + C. LE 16 ","West Germany","164","0.0187477376248886","0.0151784316656094","0.0223170435841677","4"
"Very high transfer dependency","2017","Couple + C. GT 16 ","West Germany","25","","","","4"
"Very high transfer dependency","2017","Couple + C. GT 16 ","East Germany","14","","","","4"
"Very high transfer dependency","2017","1-pers.-HH","West Germany","98","0.0239886646762396","0.0187688414379436","0.0292084879145355","4"
"Very high transfer dependency","2017","1-pers.-HH","East Germany","29","","","","4"
"Very high transfer dependency","2017","Couple + C. LE 16 ","East Germany","54","0.0281127107563352","0.0189162332370955","0.037309188275575","4"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","West Germany","102","0.0389923293147627","0.0309902481050009","0.0469944105245244","4"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","East Germany","12","","","","4"
"Very high transfer dependency","2017","(Married) couple without C. ","West Germany","48","0.00296053944135913","0.00160533012792275","0.00431574875479551","4"
"Very low transfer dependency","2017","Couple + C. LE 16 ","West Germany","3934","0.828973526373652","0.819064727590045","0.838882325157259","1"
"Very low transfer dependency","2017","1-pers.-HH","East Germany","117","0.0977855765872021","0.0801606223087199","0.115410530865684","1"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","West Germany","1650","0.836223877112568","0.820925811739764","0.851521942485372","1"
"Very low transfer dependency","2017","(Married) couple without C. ","West Germany","690","0.11444424199694","0.106503342351585","0.122385141642295","1"
"Very low transfer dependency","2017","(Married) couple without C. ","East Germany","267","0.130294908101173","0.115887077153001","0.144702739049346","1"
"Very low transfer dependency","2017","Single parent ","West Germany","1035","0.510264134698727","0.488448210347551","0.532080059049903","1"
"Very low transfer dependency","2017","Single parent ","East Germany","223","0.54556024738911","0.50174081285068","0.58937968192754","1"
"Very low transfer dependency","2017","Couple + C. LE 16 ","East Germany","846","0.758653679188234","0.734846698165838","0.78246066021063","1"
"Very low transfer dependency","2017","Couple + C. GT 16 ","West Germany","2169","0.698424589517997","0.681666126462472","0.715183052573522","1"
"Very low transfer dependency","2017","Couple + C. GT 16 ","East Germany","299","0.576635249773062","0.533240083075113","0.62003041647101","1"
"Very low transfer dependency","2017","1-pers.-HH","West Germany","288","0.0778168771953982","0.0686784635347104","0.0869552908560861","1"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","East Germany","303","0.775871510994866","0.736951564850632","0.814791457139099","1"
"Complete transfer dependency","2018","1-pers.-HH","West Germany","484","0.0446095686210599","0.0379121705263697","0.05130696671575","5"
"Complete transfer dependency","2018","1-pers.-HH","East Germany","117","0.0448673611967815","0.0328767186981874","0.0568580036953755","5"
"Complete transfer dependency","2018","(Married) couple without C. ","West Germany","78","0.00340441548234645","0.00193191486743098","0.00487691609726191","5"
"Complete transfer dependency","2018","(Married) couple without C. ","East Germany","27","","","","5"
"Complete transfer dependency","2018","Single parent ","West Germany","240","0.045443502139691","0.0364560789278494","0.0544309253515325","5"
"Complete transfer dependency","2018","Single parent ","East Germany","62","0.0729330100291178","0.0504317397627517","0.0954342802954839","5"
"Complete transfer dependency","2018","Couple + C. LE 16 ","West Germany","821","0.0211305799791578","0.0173465129733527","0.0249146469849628","5"
"Complete transfer dependency","2018","Couple + C. LE 16 ","East Germany","189","0.0156266564172848","0.00878118278766589","0.0224721300469038","5"
"Complete transfer dependency","2018","Couple + C. GT 16 ","West Germany","50","0.00395456188171969","0.00157666071609573","0.00633246304734365","5"
"Complete transfer dependency","2018","Couple + C. GT 16 ","East Germany","14","","","","5"
"Complete transfer dependency","2018","Couple + C. LE and GT 16","West Germany","306","0.019660849838652","0.0140844011582546","0.0252372985190493","5"
"Complete transfer dependency","2018","Couple + C. LE and GT 16","East Germany","58","0.0216935622236617","0.0080191792767524","0.035367945170571","5"
"High transfer dependency","2018","1-pers.-HH","East Germany","59","0.0540478440686849","0.0409509256940999","0.0671447624432699","3"
"High transfer dependency","2018","(Married) couple without C. ","West Germany","109","0.0134850970039098","0.0105693248123694","0.0164008691954502","3"
"High transfer dependency","2018","(Married) couple without C. ","East Germany","35","0.0173220089895914","0.0116714962380087","0.0229725217411742","3"
"High transfer dependency","2018","Single parent ","West Germany","207","0.0755555622151512","0.0641511710583332","0.0869599533719691","3"
"High transfer dependency","2018","Single parent ","East Germany","61","0.103582154678012","0.0772135514320009","0.129950757924024","3"
"High transfer dependency","2018","Couple + C. LE 16 ","West Germany","269","0.0265487795676506","0.0223189769037789","0.0307785822315222","3"
"High transfer dependency","2018","Couple + C. LE 16 ","East Germany","63","0.0331383120097273","0.0232587449175484","0.0430178791019062","3"
"High transfer dependency","2018","Couple + C. GT 16 ","West Germany","52","0.0115264698375506","0.00748224103764181","0.0155706986374595","3"
"High transfer dependency","2018","1-pers.-HH","West Germany","178","0.0311800974290857","0.0255416190593657","0.0368185757988057","3"
"High transfer dependency","2018","Couple + C. GT 16 ","East Germany","33","0.0501771904126002","0.0307079506679729","0.0696464301572275","3"
"High transfer dependency","2018","Couple + C. LE and GT 16","West Germany","156","0.0467693444533236","0.0382883254768433","0.0552503634298038","3"
"High transfer dependency","2018","Couple + C. LE and GT 16","East Germany","23","","","","3"
"Low transfer dependency","2018","Single parent ","West Germany","258","0.100919078095104","0.0879208394753078","0.113917316714901","2"
"Low transfer dependency","2018","Single parent ","East Germany","77","0.145580598408299","0.115061147951484","0.176100048865114","2"
"Low transfer dependency","2018","Couple + C. LE 16 ","East Germany","142","0.122144315986906","0.104070962559718","0.140217669414093","2"
"Low transfer dependency","2018","Couple + C. GT 16 ","West Germany","115","0.0407073548085903","0.0332201961692524","0.0481945134479282","2"
"Low transfer dependency","2018","Couple + C. GT 16 ","East Germany","13","","","","2"
"Low transfer dependency","2018","Couple + C. LE and GT 16","West Germany","191","0.0782590868552681","0.0674711048385183","0.0890470688720178","2"
"Low transfer dependency","2018","Couple + C. LE 16 ","West Germany","450","0.0817614718562349","0.0745521762292523","0.0889707674832175","2"
"Low transfer dependency","2018","1-pers.-HH","West Germany","201","0.0396772864177174","0.0333446983171602","0.0460098745182746","2"
"Low transfer dependency","2018","1-pers.-HH","East Germany","70","0.0476620358168455","0.0353216939626549","0.0600023776710361","2"
"Low transfer dependency","2018","(Married) couple without C. ","West Germany","143","0.024335123598745","0.02043981525946","0.02823043193803","2"
"Low transfer dependency","2018","(Married) couple without C. ","East Germany","70","0.0348937507961564","0.0269459951492391","0.0428415064430736","2"
"Low transfer dependency","2018","Couple + C. LE and GT 16","East Germany","60","0.130480343172394","0.0988636027459343","0.162097083598853","2"
"No transfer dependency","2018","1-pers.-HH","West Germany","2371","0.790929826787063","0.777737643545779","0.804122010028348","0"
"No transfer dependency","2018","1-pers.-HH","East Germany","726","0.714869072437834","0.68871852617358","0.741019618702088","0"
"No transfer dependency","2018","(Married) couple without C. ","West Germany","4913","0.841595428787221","0.832365246753054","0.850825610821388","0"
"No transfer dependency","2018","(Married) couple without C. ","East Germany","1663","0.826133830646531","0.809719776515521","0.84254788477754","0"
"No transfer dependency","2018","Couple + C. LE and GT 16","East Germany","","","","","0"
"No transfer dependency","2018","Single parent ","West Germany","165","0.149212741099387","0.133837854541613","0.164587627657162","0"
"No transfer dependency","2018","Single parent ","East Germany","45","0.106149021100018","0.0794939426379866","0.13280409956205","0"
"No transfer dependency","2018","Couple + C. LE 16 ","West Germany","65","0.0112025791047623","0.00843338498502369","0.0139717732245009","0"
"No transfer dependency","2018","Couple + C. LE 16 ","East Germany","8","","","","0"
"No transfer dependency","2018","Couple + C. GT 16 ","West Germany","477","0.232618603493984","0.216610757709022","0.248626449278946","0"
"No transfer dependency","2018","Couple + C. GT 16 ","East Germany","120","0.286312498727723","0.24599916398102","0.326625833474426","0"
"No transfer dependency","2018","Couple + C. LE and GT 16","West Germany","6","","","","0"
"Very high transfer dependency","2018","1-pers.-HH","West Germany","125","0.0260363765900244","0.0208702707508235","0.0312024824292253","4"
