"transab_cat","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2002","Couple + C. GT 16 ","Urban Area","128","0.068453026891492","0.0583502403260407","0.0785558134569433"
"Low transfer dependency","2002","Couple + C. GT 16 ","Rural Area","114","0.0861325559036531","0.0719581419627525","0.100306969844554"
"Low transfer dependency","2002","Couple + C. LE and GT 16","Urban Area","65","0.0559653727763703","0.0429711735851219","0.0689595719676188"
"Low transfer dependency","2002","Couple + C. LE and GT 16","Rural Area","97","0.170577794254403","0.143007325731616","0.19814826277719"
"High transfer dependency","2002","1-pers.-HH","Urban Area","46","0.0213849891055341","0.0152643935100919","0.0275055847009763"
"High transfer dependency","2002","1-pers.-HH","Rural Area","18","","",""
"High transfer dependency","2002","(Married) couple without C. ","Urban Area","54","0.0156436230812967","0.0122173595544684","0.0190698866081251"
"High transfer dependency","2002","(Married) couple without C. ","Rural Area","31","0.0132080347315219","0.00862142787471752","0.0177946415883262"
"High transfer dependency","2002","Single parent ","Urban Area","41","0.0811859621451274","0.0610394429302424","0.101332481360012"
"High transfer dependency","2002","Single parent ","Rural Area","32","0.0986671633985283","0.0692582850286671","0.12807604176839"
"High transfer dependency","2002","Couple + C. LE 16 ","Urban Area","58","0.0208458051853821","0.0159211013190663","0.025770509051698"
"High transfer dependency","2002","Couple + C. LE 16 ","Rural Area","53","0.0421188486890289","0.031704645758855","0.0525330516192029"
"High transfer dependency","2002","Couple + C. GT 16 ","Urban Area","34","0.0172579595970671","0.0120477288000515","0.0224681903940826"
"High transfer dependency","2002","Couple + C. GT 16 ","Rural Area","23","","",""
"High transfer dependency","2002","Couple + C. LE and GT 16","Urban Area","31","0.0524864114467888","0.0398794036624076","0.0650934192311699"
"High transfer dependency","2002","Couple + C. LE and GT 16","Rural Area","21","","",""
"Very high transfer dependency","2002","1-pers.-HH","Urban Area","28","","",""
"Very high transfer dependency","2002","1-pers.-HH","Rural Area","15","","",""
"Very high transfer dependency","2002","(Married) couple without C. ","Urban Area","26","","",""
"Very high transfer dependency","2002","(Married) couple without C. ","Rural Area","24","","",""
"Very high transfer dependency","2002","Single parent ","Urban Area","43","0.0563532086933443","0.0393429938487265","0.0733634235379622"
"Very high transfer dependency","2002","Single parent ","Rural Area","26","","",""
"Very high transfer dependency","2002","Couple + C. LE 16 ","Urban Area","21","","",""
"Very high transfer dependency","2002","Couple + C. LE 16 ","Rural Area","18","","",""
"Very high transfer dependency","2002","Couple + C. GT 16 ","Urban Area","15","","",""
"Very high transfer dependency","2002","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","2002","Couple + C. LE and GT 16","Urban Area","6","","",""
"Very high transfer dependency","2002","Couple + C. LE and GT 16","Rural Area","11","","",""
"Complete transfer dependency","2002","1-pers.-HH","Urban Area","52","0.023352309014673","0.016962805542468","0.0297418124868781"
"Complete transfer dependency","2002","1-pers.-HH","Rural Area","28","","",""
"Complete transfer dependency","2002","(Married) couple without C. ","Urban Area","20","","",""
"Complete transfer dependency","2002","(Married) couple without C. ","Rural Area","14","","",""
"Complete transfer dependency","2002","Single parent ","Urban Area","32","0.0526099910882568","0.0361418622968255","0.0690781198796881"
"Complete transfer dependency","2002","Single parent ","Rural Area","9","","",""
"Complete transfer dependency","2002","Couple + C. LE 16 ","Urban Area","33","0.0182911468217355","0.0136720500561829","0.0229102435872881"
"Complete transfer dependency","2002","Couple + C. LE 16 ","Rural Area","10","","",""
"Complete transfer dependency","2002","Couple + C. GT 16 ","Urban Area","6","","",""
"Complete transfer dependency","2002","Couple + C. GT 16 ","Rural Area","3","","",""
"Complete transfer dependency","2002","Couple + C. LE and GT 16","Urban Area","4","","",""
"Complete transfer dependency","2002","Couple + C. LE and GT 16","Rural Area","3","","",""
"No transfer dependency","2003","1-pers.-HH","Urban Area","1690","0.803005163522704","0.78609073125935","0.819919595786058"
"No transfer dependency","2003","1-pers.-HH","Rural Area","633","0.766929187343539","0.738456532453039","0.795401842234039"
"No transfer dependency","2003","(Married) couple without C. ","Urban Area","3772","0.785062317033283","0.773595761500704","0.796528872565863"
"No transfer dependency","2003","(Married) couple without C. ","Rural Area","1640","0.726168503005391","0.708124018013942","0.744212987996839"
"No transfer dependency","2003","Single parent ","Urban Area","125","0.14767488101189","0.121560428090392","0.173789333933389"
"No transfer dependency","2003","Single parent ","Rural Area","78","0.200353312525404","0.159949276396258","0.24075734865455"
"No transfer dependency","2003","Couple + C. LE 16 ","Urban Area","16","","",""
"No transfer dependency","2003","Couple + C. LE 16 ","Rural Area","9","","",""
"No transfer dependency","2003","Couple + C. GT 16 ","Urban Area","524","0.242093517721076","0.225041288005346","0.259145747436807"
"No transfer dependency","2003","Couple + C. GT 16 ","Rural Area","228","0.202593153601442","0.18183354278675","0.223352764416135"
"No transfer dependency","2003","Couple + C. LE and GT 16","Urban Area","3","","",""
"No transfer dependency","2003","Couple + C. LE and GT 16","Rural Area","","","",""
"Very low transfer dependency","2003","1-pers.-HH","Urban Area","250","0.112667205444869","0.0992205937913793","0.126113817098359"
"Very low transfer dependency","2003","1-pers.-HH","Rural Area","98","0.102651810979999","0.0822123146841259","0.123091307275873"
"Very low transfer dependency","2003","(Married) couple without C. ","Urban Area","923","0.162141021665327","0.151852415390893","0.172429627939761"
"Very low transfer dependency","2003","(Married) couple without C. ","Rural Area","511","0.200354151452461","0.184157243897705","0.216551059007217"
"Very low transfer dependency","2003","Single parent ","Urban Area","392","0.559447880514088","0.522904944511712","0.595990816516464"
"Very low transfer dependency","2003","Single parent ","Rural Area","177","0.485143673718436","0.43469431746091","0.535593029975962"
"Very low transfer dependency","2003","Couple + C. LE 16 ","Urban Area","2587","0.857987145510124","0.845407939626517","0.870566351393731"
"Very low transfer dependency","2003","Couple + C. LE 16 ","Rural Area","1055","0.761012287641265","0.738220910406262","0.783803664876269"
"Very low transfer dependency","2003","Couple + C. GT 16 ","Urban Area","1699","0.654846389283937","0.635920438239185","0.673772340328689"
"Very low transfer dependency","2003","Couple + C. GT 16 ","Rural Area","1081","0.700100760379831","0.676434218616593","0.72376730214307"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","Urban Area","1031","0.843187624320807","0.822484247114267","0.863891001527347"
"Very low transfer dependency","2003","Couple + C. LE and GT 16","Rural Area","483","0.773623103831011","0.740682389526346","0.806563818135675"
"Low transfer dependency","2003","1-pers.-HH","Urban Area","60","0.0256502576824318","0.0189270869780796","0.0323734283867839"
"Low transfer dependency","2003","1-pers.-HH","Rural Area","43","0.0544268330943566","0.0391490447855665","0.0697046214031467"
"Low transfer dependency","2003","(Married) couple without C. ","Urban Area","133","0.0245661581595573","0.0202450795944075","0.0288872367247072"
"Low transfer dependency","2003","(Married) couple without C. ","Rural Area","131","0.0463265466706521","0.0378210652973586","0.0548320280439456"
"Low transfer dependency","2003","Single parent ","Urban Area","78","0.109206697140572","0.0862484841163046","0.132164910164839"
"Low transfer dependency","2003","Single parent ","Rural Area","51","0.13004099265833","0.0960888686518478","0.163993116664812"
"Low transfer dependency","2003","Couple + C. LE 16 ","Urban Area","230","0.0815279779147208","0.0716666521113073","0.0913893037181343"
"Low transfer dependency","2003","Couple + C. LE 16 ","Rural Area","178","0.138067610870561","0.119631493933853","0.15650372780727"
"Low transfer dependency","2003","Couple + C. GT 16 ","Urban Area","120","0.066233261758283","0.0563331737639158","0.0761333497526503"
"Low transfer dependency","2003","Couple + C. GT 16 ","Rural Area","98","0.073085058281172","0.0596419070210423","0.0865282095413017"
"Low transfer dependency","2003","Couple + C. LE and GT 16","Urban Area","116","0.101661909418111","0.0844555910504356","0.118868227785786"
"Low transfer dependency","2003","Couple + C. LE and GT 16","Rural Area","105","0.184688154220365","0.154143610433209","0.215232698007522"
"High transfer dependency","2003","1-pers.-HH","Urban Area","37","0.0149710830016069","0.00980665848771543","0.0201355075154983"
"High transfer dependency","2003","1-pers.-HH","Rural Area","23","","",""
"High transfer dependency","2003","(Married) couple without C. ","Urban Area","47","0.0120359817996659","0.00899204271937408","0.0150799208799577"
"High transfer dependency","2003","(Married) couple without C. ","Rural Area","38","0.013326910135568","0.00868672334361056","0.0179670969275254"
"High transfer dependency","2003","Single parent ","Urban Area","46","0.0759487520996378","0.0564488099213299","0.0954486942779457"
"High transfer dependency","2003","Single parent ","Rural Area","31","0.0690577854430137","0.0434633766817103","0.0946521942043171"
"High transfer dependency","2003","Couple + C. LE 16 ","Urban Area","49","0.0131113704540176","0.00901209480254464","0.0172106461054907"
"High transfer dependency","2003","Couple + C. LE 16 ","Rural Area","61","0.054322508966807","0.0422096019049537","0.0664354160286604"
"High transfer dependency","2003","Couple + C. GT 16 ","Urban Area","51","0.0223419916167158","0.0164584855367937","0.028225497696638"
"High transfer dependency","2003","Couple + C. GT 16 ","Rural Area","21","","",""
"High transfer dependency","2003","Couple + C. LE and GT 16","Urban Area","15","","",""
"High transfer dependency","2003","Couple + C. LE and GT 16","Rural Area","12","","",""
"Very high transfer dependency","2003","1-pers.-HH","Urban Area","38","0.0211300649292806","0.0150138358181723","0.027246294040389"
"Very high transfer dependency","2003","1-pers.-HH","Rural Area","21","","",""
"Very high transfer dependency","2003","(Married) couple without C. ","Urban Area","33","0.00744346890469796","0.00504413911433665","0.00984279869505927"
"Very high transfer dependency","2003","(Married) couple without C. ","Rural Area","20","","",""
"Very high transfer dependency","2003","Single parent ","Urban Area","37","0.0525413143258255","0.0361181975694321","0.068964431082219"
"Very high transfer dependency","2003","Single parent ","Rural Area","23","","",""
"Very high transfer dependency","2003","Couple + C. LE 16 ","Urban Area","45","0.0224504010136273","0.0171117631960443","0.0277890388312102"
"Very high transfer dependency","2003","Couple + C. LE 16 ","Rural Area","22","","",""
"Very high transfer dependency","2003","Couple + C. GT 16 ","Urban Area","14","","",""
"Very high transfer dependency","2003","Couple + C. GT 16 ","Rural Area","12","","",""
"Very high transfer dependency","2003","Couple + C. LE and GT 16","Urban Area","10","","",""
"Very high transfer dependency","2003","Couple + C. LE and GT 16","Rural Area","13","","",""
"Complete transfer dependency","2003","1-pers.-HH","Urban Area","49","0.0225762254191078","0.0162588316104406","0.0288936192277751"
"Complete transfer dependency","2003","1-pers.-HH","Rural Area","29","","",""
"Complete transfer dependency","2003","(Married) couple without C. ","Urban Area","22","","",""
"Complete transfer dependency","2003","(Married) couple without C. ","Rural Area","6","","",""
"Complete transfer dependency","2003","Single parent ","Urban Area","31","0.0551804749079866","0.0383734006011407","0.0719875492148325"
"Complete transfer dependency","2003","Single parent ","Rural Area","17","","",""
"Complete transfer dependency","2003","Couple + C. LE 16 ","Urban Area","31","0.0171958121550785","0.0125109819888291","0.0218806423213278"
"Complete transfer dependency","2003","Couple + C. LE 16 ","Rural Area","20","","",""
"Complete transfer dependency","2003","Couple + C. GT 16 ","Urban Area","16","","",""
"Complete transfer dependency","2003","Couple + C. GT 16 ","Rural Area","","","",""
"Complete transfer dependency","2003","Couple + C. LE and GT 16","Urban Area","10","","",""
"Complete transfer dependency","2003","Couple + C. LE and GT 16","Rural Area","7","","",""
"No transfer dependency","2004","1-pers.-HH","Urban Area","1610","0.794127706642291","0.776611772839985","0.811643640444596"
"No transfer dependency","2004","1-pers.-HH","Rural Area","638","0.760649036158364","0.732164824246624","0.789133248070104"
"No transfer dependency","2004","(Married) couple without C. ","Urban Area","3754","0.780438032432624","0.768862993015541","0.792013071849707"
"No transfer dependency","2004","(Married) couple without C. ","Rural Area","1565","0.713048826843178","0.694590687045028","0.731506966641329"
"No transfer dependency","2004","Single parent ","Urban Area","111","0.152626233662233","0.125927921725007","0.179324545599458"
"No transfer dependency","2004","Single parent ","Rural Area","68","0.19573671507701","0.15503273020208","0.236440699951941"
"No transfer dependency","2004","Couple + C. LE 16 ","Urban Area","14","","",""
"No transfer dependency","2004","Couple + C. LE 16 ","Rural Area","9","","",""
"No transfer dependency","2004","Couple + C. GT 16 ","Urban Area","399","0.169987450915045","0.154877658644586","0.185097243185504"
"No transfer dependency","2004","Couple + C. GT 16 ","Rural Area","267","0.218253748022847","0.197000361335766","0.239507134709928"
"No transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","5","","",""
"No transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","5","","",""
"Very low transfer dependency","2004","1-pers.-HH","Urban Area","240","0.115067805269134","0.101244207697269","0.128891402840999"
"Very low transfer dependency","2004","1-pers.-HH","Rural Area","100","0.0952016758160076","0.0756090498109782","0.114794301821037"
"Very low transfer dependency","2004","(Married) couple without C. ","Urban Area","930","0.16038526809579","0.15012409600556","0.17064644018602"
"Very low transfer dependency","2004","(Married) couple without C. ","Rural Area","600","0.224345248266574","0.207322998439546","0.241367498093601"
"Very low transfer dependency","2004","Single parent ","Urban Area","396","0.566668202367735","0.529880183290956","0.603456221444513"
"Very low transfer dependency","2004","Single parent ","Rural Area","177","0.490232977054243","0.438948162611952","0.541517791496534"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Urban Area","2401","0.84958952659922","0.836258000477774","0.862921052720667"
"Very low transfer dependency","2004","Couple + C. LE 16 ","Rural Area","940","0.75594846816639","0.73188577425075","0.78001116208203"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Urban Area","1784","0.726298443063764","0.708363338036071","0.744233548091457"
"Very low transfer dependency","2004","Couple + C. GT 16 ","Rural Area","1023","0.639457480591509","0.614751706523418","0.664163254659601"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","964","0.849581754315513","0.8286551803506","0.870508328280425"
"Very low transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","458","0.665455353286178","0.628698972675555","0.702211733896802"
"Low transfer dependency","2004","1-pers.-HH","Urban Area","73","0.0351921246423414","0.0272097458427225","0.0431745034419604"
"Low transfer dependency","2004","1-pers.-HH","Rural Area","37","0.0438098247521546","0.030146626983638","0.0574730225206712"
"Low transfer dependency","2004","(Married) couple without C. ","Urban Area","136","0.0296017329612362","0.0248624975338369","0.0343409683886355"
"Low transfer dependency","2004","(Married) couple without C. ","Rural Area","86","0.0361483114387416","0.0285314964339413","0.0437651264435419"
"Low transfer dependency","2004","Single parent ","Urban Area","64","0.095999406759597","0.0741293286394616","0.117869484879732"
"Low transfer dependency","2004","Single parent ","Rural Area","60","0.176419545387645","0.137314929550124","0.215524161225166"
"Low transfer dependency","2004","Couple + C. LE 16 ","Urban Area","213","0.0899571286430382","0.0792866236771093","0.100627633608967"
"Low transfer dependency","2004","Couple + C. LE 16 ","Rural Area","200","0.155482030028497","0.135181754578113","0.175782305478881"
"Low transfer dependency","2004","Couple + C. GT 16 ","Urban Area","126","0.0687815587403313","0.0586010489831685","0.078962068497494"
"Low transfer dependency","2004","Couple + C. GT 16 ","Rural Area","110","0.0929957759570226","0.0780523336612647","0.107939218252781"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","99","0.0832214633710549","0.0670520159899543","0.0993909107521555"
"Low transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","129","0.223451192646737","0.19100065078875","0.255901734504723"
"High transfer dependency","2004","1-pers.-HH","Urban Area","33","0.0111007234457868","0.00656192559185062","0.015639521299723"
"High transfer dependency","2004","1-pers.-HH","Rural Area","27","","",""
"High transfer dependency","2004","(Married) couple without C. ","Urban Area","48","0.0158555643140391","0.0123625933024785","0.0193485353255996"
"High transfer dependency","2004","(Married) couple without C. ","Rural Area","30","0.0165668964020848","0.0113583410534267","0.0217754517507429"
"High transfer dependency","2004","Single parent ","Urban Area","51","0.0814931303309403","0.061182032100328","0.101804228561552"
"High transfer dependency","2004","Single parent ","Rural Area","18","","",""
"High transfer dependency","2004","Couple + C. LE 16 ","Urban Area","59","0.0183003850427707","0.013301701100707","0.0232990689848345"
"High transfer dependency","2004","Couple + C. LE 16 ","Rural Area","36","0.0316493659242535","0.0218419135112224","0.0414568183372845"
"High transfer dependency","2004","Couple + C. GT 16 ","Urban Area","34","0.0144757824888308","0.00967112527555071","0.0192804397021109"
"High transfer dependency","2004","Couple + C. GT 16 ","Rural Area","39","0.0345517651589825","0.0251542290991359","0.0439493012188291"
"High transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","27","","",""
"High transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","23","","",""
"Very high transfer dependency","2004","1-pers.-HH","Urban Area","39","0.0182115052741084","0.0124189383395176","0.0240040722086991"
"Very high transfer dependency","2004","1-pers.-HH","Rural Area","29","","",""
"Very high transfer dependency","2004","(Married) couple without C. ","Urban Area","26","","",""
"Very high transfer dependency","2004","(Married) couple without C. ","Rural Area","24","","",""
"Very high transfer dependency","2004","Single parent ","Urban Area","32","0.0414502123598703","0.0266522329203455","0.056248191799395"
"Very high transfer dependency","2004","Single parent ","Rural Area","30","0.0732760427442715","0.0465424173847771","0.100009668103766"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Urban Area","45","0.0238984151650812","0.0182024370292403","0.0295943933009221"
"Very high transfer dependency","2004","Couple + C. LE 16 ","Rural Area","31","0.0341611790534675","0.0239852015850377","0.0443371565218973"
"Very high transfer dependency","2004","Couple + C. GT 16 ","Urban Area","28","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","Rural Area","6","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","23","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","15","","",""
"Complete transfer dependency","2004","1-pers.-HH","Urban Area","52","0.0263001347263389","0.0193677810543913","0.0332324883982864"
"Complete transfer dependency","2004","1-pers.-HH","Rural Area","31","0.0360651094478241","0.0236181883797635","0.0485120305158847"
"Complete transfer dependency","2004","(Married) couple without C. ","Urban Area","19","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","Rural Area","2","","",""
"Complete transfer dependency","2004","Single parent ","Urban Area","43","0.0617628145196251","0.0438917031214847","0.0796339259177654"
"Complete transfer dependency","2004","Single parent ","Rural Area","12","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","Urban Area","30","0.0129401974517817","0.00872538321411605","0.0171550116894474"
"Complete transfer dependency","2004","Couple + C. LE 16 ","Rural Area","8","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","Urban Area","3","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","Rural Area","6","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","Urban Area","3","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","Rural Area","3","","",""
"No transfer dependency","2005","1-pers.-HH","Urban Area","1587","0.772528840176422","0.754444037842097","0.790613642510747"
"No transfer dependency","2005","1-pers.-HH","Rural Area","622","0.725879978908183","0.696256108392715","0.755503849423651"
"No transfer dependency","2005","(Married) couple without C. ","Urban Area","3638","0.779025609732705","0.7672165816394","0.790834637826009"
"No transfer dependency","2005","(Married) couple without C. ","Rural Area","1575","0.715182142683748","0.696512678369877","0.733851606997618"
"No transfer dependency","2005","Single parent ","Urban Area","111","0.128571801226988","0.103668494108169","0.153475108345808"
"No transfer dependency","2005","Single parent ","Rural Area","63","0.134862124971535","0.100336477603132","0.169387772339938"
"No transfer dependency","2005","Couple + C. LE 16 ","Urban Area","24","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","Rural Area","10","","",""
"No transfer dependency","2005","Couple + C. GT 16 ","Urban Area","362","0.156315161965018","0.141313097815263","0.171317226114773"
"No transfer dependency","2005","Couple + C. GT 16 ","Rural Area","255","0.226863059280668","0.204456150945299","0.249269967616036"
"No transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","1","","",""
"Very low transfer dependency","2005","1-pers.-HH","Urban Area","261","0.118207370466377","0.104279049857399","0.132135691075355"
"Very low transfer dependency","2005","1-pers.-HH","Rural Area","115","0.10919224002266","0.088480008261957","0.129904471783363"
"Very low transfer dependency","2005","(Married) couple without C. ","Urban Area","871","0.168747164803232","0.158087289403247","0.179407040203217"
"Very low transfer dependency","2005","(Married) couple without C. ","Rural Area","489","0.199196232885653","0.182674958935973","0.215717506835333"
"Very low transfer dependency","2005","Single parent ","Urban Area","382","0.586486910395027","0.549848033854842","0.623125786935212"
"Very low transfer dependency","2005","Single parent ","Rural Area","184","0.451355465729255","0.401056500572492","0.501654430886017"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Urban Area","2175","0.860774042240748","0.847220205639818","0.874327878841679"
"Very low transfer dependency","2005","Couple + C. LE 16 ","Rural Area","866","0.745196279814367","0.719956615821311","0.770435943807424"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Urban Area","1714","0.743365771773468","0.725322349494039","0.761409194052896"
"Very low transfer dependency","2005","Couple + C. GT 16 ","Rural Area","930","0.637870995239159","0.612156978872363","0.663585011605955"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","918","0.818574986983839","0.79572868955519","0.841421284412489"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","422","0.692059117324599","0.654586063572588","0.729532171076611"
"Low transfer dependency","2005","1-pers.-HH","Urban Area","75","0.0389713689505808","0.0306223732285781","0.0473203646725835"
"Low transfer dependency","2005","1-pers.-HH","Rural Area","42","0.0548488511652083","0.0397280983265273","0.0699696040038893"
"Low transfer dependency","2005","(Married) couple without C. ","Urban Area","149","0.0290674888293455","0.024285973030969","0.0338490046277221"
"Low transfer dependency","2005","(Married) couple without C. ","Rural Area","106","0.0578279049554552","0.0481724272304921","0.0674833826804183"
"Low transfer dependency","2005","Single parent ","Urban Area","76","0.098469842987583","0.0763026803357152","0.120637005639451"
"Low transfer dependency","2005","Single parent ","Rural Area","57","0.18365526911053","0.144517806839861","0.222792731381199"
"Low transfer dependency","2005","Couple + C. LE 16 ","Urban Area","204","0.0759942732383478","0.0656193397277487","0.0863692067489469"
"Low transfer dependency","2005","Couple + C. LE 16 ","Rural Area","179","0.164938278476587","0.143441896798236","0.186434660154939"
"Low transfer dependency","2005","Couple + C. GT 16 ","Urban Area","105","0.0586434093115255","0.0489372585526519","0.0683495600703991"
"Low transfer dependency","2005","Couple + C. GT 16 ","Rural Area","122","0.103606538729902","0.0873017657744853","0.119911311685319"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","111","0.104511884278052","0.0863754977823341","0.12264827077377"
"Low transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","111","0.218678469951267","0.18512544167433","0.252231498228203"
"High transfer dependency","2005","1-pers.-HH","Urban Area","42","0.0183299237742134","0.0125428855571549","0.0241169619912719"
"High transfer dependency","2005","1-pers.-HH","Rural Area","23","","",""
"High transfer dependency","2005","(Married) couple without C. ","Urban Area","42","0.00994301257096392","0.00711906644584353","0.0127669586960843"
"High transfer dependency","2005","(Married) couple without C. ","Rural Area","41","0.0123367429439252","0.00777065128813352","0.0169028345997169"
"High transfer dependency","2005","Single parent ","Urban Area","59","0.0948322586524171","0.0730345453068849","0.116629971997949"
"High transfer dependency","2005","Single parent ","Rural Area","32","0.108082424401103","0.0766994524662064","0.139465396335999"
"High transfer dependency","2005","Couple + C. LE 16 ","Urban Area","46","0.0268177201523939","0.0204926465848007","0.0331427937199871"
"High transfer dependency","2005","Couple + C. LE 16 ","Rural Area","53","0.0411467293221137","0.029641664113942","0.0526517945302853"
"High transfer dependency","2005","Couple + C. GT 16 ","Urban Area","38","0.023743468186108","0.0174539931461298","0.0300329432260861"
"High transfer dependency","2005","Couple + C. GT 16 ","Rural Area","27","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","28","","",""
"High transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","21","","",""
"Very high transfer dependency","2005","1-pers.-HH","Urban Area","51","0.0284367229209224","0.0212659071780007","0.0356075386638441"
"Very high transfer dependency","2005","1-pers.-HH","Rural Area","44","0.0534955860983642","0.038551845841147","0.0684393263555814"
"Very high transfer dependency","2005","(Married) couple without C. ","Urban Area","26","","",""
"Very high transfer dependency","2005","(Married) couple without C. ","Rural Area","22","","",""
"Very high transfer dependency","2005","Single parent ","Urban Area","38","0.0537881532700985","0.0370037516343704","0.0705725549058266"
"Very high transfer dependency","2005","Single parent ","Rural Area","29","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","Urban Area","23","","",""
"Very high transfer dependency","2005","Couple + C. LE 16 ","Rural Area","29","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","Urban Area","21","","",""
"Very high transfer dependency","2005","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","28","","",""
"Very high transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","21","","",""
"Complete transfer dependency","2005","1-pers.-HH","Urban Area","48","0.0235257737114841","0.0169870107402095","0.0300645366827588"
"Complete transfer dependency","2005","1-pers.-HH","Rural Area","25","","",""
"Complete transfer dependency","2005","(Married) couple without C. ","Urban Area","16","","",""
"Complete transfer dependency","2005","(Married) couple without C. ","Rural Area","12","","",""
"Complete transfer dependency","2005","Single parent ","Urban Area","28","","",""
"Complete transfer dependency","2005","Single parent ","Rural Area","11","","",""
"Complete transfer dependency","2005","Couple + C. LE 16 ","Urban Area","34","0.0184307260553603","0.0131646241699848","0.0236968279407358"
"Complete transfer dependency","2005","Couple + C. LE 16 ","Rural Area","8","","",""
"Complete transfer dependency","2005","Couple + C. GT 16 ","Urban Area","11","","",""
"Complete transfer dependency","2005","Couple + C. GT 16 ","Rural Area","5","","",""
"Complete transfer dependency","2005","Couple + C. LE and GT 16","Urban Area","8","","",""
"Complete transfer dependency","2005","Couple + C. LE and GT 16","Rural Area","7","","",""
"No transfer dependency","2006","1-pers.-HH","Urban Area","1770","0.776665214808775","0.759577445044125","0.793752984573426"
"No transfer dependency","2006","1-pers.-HH","Rural Area","757","0.744525574344937","0.7178652726576","0.771185876032274"
"No transfer dependency","2006","(Married) couple without C. ","Urban Area","4097","0.774480349829112","0.763219358955897","0.785741340702328"
"No transfer dependency","2006","(Married) couple without C. ","Rural Area","1805","0.706057147567432","0.688270291133471","0.723844004001392"
"No transfer dependency","2006","Single parent ","Urban Area","91","0.105600126536376","0.0835170434178776","0.127683209654875"
"No transfer dependency","2006","Single parent ","Rural Area","72","0.170325160393667","0.134330801480744","0.206319519306591"
"No transfer dependency","2006","Couple + C. LE 16 ","Urban Area","14","","",""
"No transfer dependency","2006","Couple + C. LE 16 ","Rural Area","3","","",""
"No transfer dependency","2006","Couple + C. GT 16 ","Urban Area","390","0.179147236754475","0.163319730017045","0.194974743491906"
"No transfer dependency","2006","Couple + C. GT 16 ","Rural Area","273","0.205544739250933","0.18499877198591","0.226090706515957"
"No transfer dependency","2006","Couple + C. LE and GT 16","Urban Area","5","","",""
"No transfer dependency","2006","Couple + C. LE and GT 16","Rural Area","2","","",""
"Very low transfer dependency","2006","1-pers.-HH","Urban Area","260","0.106305530120243","0.0936592518156384","0.118951808424848"
"Very low transfer dependency","2006","1-pers.-HH","Rural Area","115","0.095336719717682","0.0773842121850546","0.113289227250309"
"Very low transfer dependency","2006","(Married) couple without C. ","Urban Area","947","0.171112317626111","0.160964615979585","0.181260019272637"
"Very low transfer dependency","2006","(Married) couple without C. ","Rural Area","534","0.221305397744392","0.205097473202076","0.237513322286707"
"Very low transfer dependency","2006","Single parent ","Urban Area","414","0.564094275584688","0.528462804284837","0.599725746884539"
"Very low transfer dependency","2006","Single parent ","Rural Area","209","0.46166736778704","0.413933016833579","0.5094017187405"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Urban Area","2246","0.815708748232938","0.800974526789244","0.830442969676632"
"Very low transfer dependency","2006","Couple + C. LE 16 ","Rural Area","928","0.751384169357803","0.726919806514598","0.775848532201008"
"Very low transfer dependency","2006","Couple + C. GT 16 ","Urban Area","1695","0.712010886152084","0.693321020888528","0.730700751415641"
