"transab_cat","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1992","1-pers.-HH","Urban Area","785","0.819218131960969","0.794987573968584","0.843448689953354"
"No transfer dependency","1992","1-pers.-HH","Rural Area","230","0.721564097991419","0.67398995469735","0.769138241285487"
"No transfer dependency","1992","(Married) couple without C. ","Urban Area","1895","0.864656446552488","0.850477212522743","0.878835680582232"
"No transfer dependency","1992","(Married) couple without C. ","Rural Area","731","0.80513605127869","0.779961704019526","0.830310398537854"
"No transfer dependency","1992","Single parent ","Urban Area","130","0.344343464730487","0.298901451322063","0.389785478138912"
"No transfer dependency","1992","Single parent ","Rural Area","66","0.390595811930253","0.320855212666884","0.460336411193623"
"No transfer dependency","1992","Couple + C. LE 16 ","Urban Area","38","0.0201049211510321","0.013823400888995","0.0263864414130693"
"No transfer dependency","1992","Couple + C. LE 16 ","Rural Area","11","","",""
"No transfer dependency","1992","Couple + C. GT 16 ","Urban Area","720","0.522806517780085","0.497521397562344","0.548091637997827"
"No transfer dependency","1992","Couple + C. GT 16 ","Rural Area","301","0.377850345031199","0.346383151169326","0.409317538893071"
"No transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","17","","",""
"No transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","3","","",""
"Very low transfer dependency","1992","1-pers.-HH","Urban Area","121","0.126551745350723","0.105618389183489","0.147485101517956"
"Very low transfer dependency","1992","1-pers.-HH","Rural Area","99","0.233087154391999","0.188212297402544","0.277962011381454"
"Very low transfer dependency","1992","(Married) couple without C. ","Urban Area","242","0.102682777552448","0.0901012319238788","0.115264323181018"
"Very low transfer dependency","1992","(Married) couple without C. ","Rural Area","167","0.147271912259839","0.12474907599197","0.169794748527707"
"Very low transfer dependency","1992","Single parent ","Urban Area","231","0.509304159948693","0.461494214776351","0.557114105121035"
"Very low transfer dependency","1992","Single parent ","Rural Area","89","0.432780434723796","0.36195674034355","0.503604129104043"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Urban Area","1740","0.918856035823381","0.906635911164383","0.931076160482379"
"Very low transfer dependency","1992","Couple + C. LE 16 ","Rural Area","952","0.85252692526581","0.831834854221491","0.873218996310128"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Urban Area","697","0.452938922851168","0.427739824347576","0.478138021354761"
"Very low transfer dependency","1992","Couple + C. GT 16 ","Rural Area","548","0.574251271118707","0.542160634376276","0.606341907861137"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","624","0.914396603445012","0.893521129406895","0.935272077483129"
"Very low transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","300","0.898680310005166","0.866885254973514","0.930475365036817"
"Low transfer dependency","1992","1-pers.-HH","Urban Area","23","","",""
"Low transfer dependency","1992","1-pers.-HH","Rural Area","3","","",""
"Low transfer dependency","1992","(Married) couple without C. ","Urban Area","56","0.0176659911190445","0.0122057630247901","0.0231262192132988"
"Low transfer dependency","1992","(Married) couple without C. ","Rural Area","28","","",""
"Low transfer dependency","1992","Single parent ","Urban Area","29","","",""
"Low transfer dependency","1992","Single parent ","Rural Area","18","","",""
"Low transfer dependency","1992","Couple + C. LE 16 ","Urban Area","94","0.0369788652508211","0.0285334989914334","0.0454242315102088"
"Low transfer dependency","1992","Couple + C. LE 16 ","Rural Area","137","0.103278321380945","0.0855189756874782","0.121037667074412"
"Low transfer dependency","1992","Couple + C. GT 16 ","Urban Area","64","0.021264293113693","0.0139612230686743","0.0285673631587118"
"Low transfer dependency","1992","Couple + C. GT 16 ","Rural Area","49","0.0387014764210527","0.0261832277013619","0.0512197251407436"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","30","0.0461482207103547","0.0304936388028294","0.06180280261788"
"Low transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","40","0.0886776322986991","0.05872375123806","0.118631513359338"
"High transfer dependency","1992","1-pers.-HH","Urban Area","14","","",""
"High transfer dependency","1992","1-pers.-HH","Rural Area","2","","",""
"High transfer dependency","1992","(Married) couple without C. ","Urban Area","25","","",""
"High transfer dependency","1992","(Married) couple without C. ","Rural Area","17","","",""
"High transfer dependency","1992","Single parent ","Urban Area","16","","",""
"High transfer dependency","1992","Single parent ","Rural Area","8","","",""
"High transfer dependency","1992","Couple + C. LE 16 ","Urban Area","32","0.0174117340021621","0.0115580322896809","0.0232654357146433"
"High transfer dependency","1992","Couple + C. LE 16 ","Rural Area","20","","",""
"High transfer dependency","1992","Couple + C. GT 16 ","Urban Area","6","","",""
"High transfer dependency","1992","Couple + C. GT 16 ","Rural Area","7","","",""
"High transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","12","","",""
"High transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","3","","",""
"Very high transfer dependency","1992","1-pers.-HH","Urban Area","10","","",""
"Very high transfer dependency","1992","1-pers.-HH","Rural Area","5","","",""
"Very high transfer dependency","1992","(Married) couple without C. ","Urban Area","6","","",""
"Very high transfer dependency","1992","(Married) couple without C. ","Rural Area","8","","",""
"Very high transfer dependency","1992","Single parent ","Urban Area","9","","",""
"Very high transfer dependency","1992","Single parent ","Rural Area","4","","",""
"Very high transfer dependency","1992","Couple + C. LE 16 ","Urban Area","7","","",""
"Very high transfer dependency","1992","Couple + C. LE 16 ","Rural Area","6","","",""
"Very high transfer dependency","1992","Couple + C. GT 16 ","Urban Area","9","","",""
"Very high transfer dependency","1992","Couple + C. GT 16 ","Rural Area","7","","",""
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","7","","",""
"Very high transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","","","",""
"Complete transfer dependency","1992","1-pers.-HH","Urban Area","16","","",""
"Complete transfer dependency","1992","1-pers.-HH","Rural Area","2","","",""
"Complete transfer dependency","1992","(Married) couple without C. ","Urban Area","12","","",""
"Complete transfer dependency","1992","(Married) couple without C. ","Rural Area","","","",""
"Complete transfer dependency","1992","Single parent ","Urban Area","5","","",""
"Complete transfer dependency","1992","Single parent ","Rural Area","3","","",""
"Complete transfer dependency","1992","Couple + C. LE 16 ","Urban Area","7","","",""
"Complete transfer dependency","1992","Couple + C. LE 16 ","Rural Area","2","","",""
"Complete transfer dependency","1992","Couple + C. GT 16 ","Urban Area","3","","",""
"Complete transfer dependency","1992","Couple + C. GT 16 ","Rural Area","","","",""
"Complete transfer dependency","1992","Couple + C. LE and GT 16","Urban Area","","","",""
"Complete transfer dependency","1992","Couple + C. LE and GT 16","Rural Area","","","",""
"No transfer dependency","1993","1-pers.-HH","Urban Area","801","0.806372276188472","0.782122955933992","0.830621596442951"
"No transfer dependency","1993","1-pers.-HH","Rural Area","247","0.699388072033306","0.653346746526848","0.745429397539764"
"No transfer dependency","1993","(Married) couple without C. ","Urban Area","1944","0.870670269825751","0.856929483388601","0.884411056262902"
"No transfer dependency","1993","(Married) couple without C. ","Rural Area","763","0.824344469385811","0.800759605754795","0.847929333016827"
"No transfer dependency","1993","Single parent ","Urban Area","150","0.392824549124899","0.345493857644763","0.440155240605036"
"No transfer dependency","1993","Single parent ","Rural Area","62","0.39151936919724","0.322479893916687","0.460558844477793"
"No transfer dependency","1993","Couple + C. LE 16 ","Urban Area","30","0.0120730145653537","0.00713890751182808","0.0170071216188794"
"No transfer dependency","1993","Couple + C. LE 16 ","Rural Area","16","","",""
"No transfer dependency","1993","Couple + C. GT 16 ","Urban Area","647","0.476762749007036","0.451809375550847","0.501716122463224"
"No transfer dependency","1993","Couple + C. GT 16 ","Rural Area","288","0.401903600621918","0.369059471475939","0.434747729767897"
"No transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","10","","",""
"No transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Very low transfer dependency","1993","1-pers.-HH","Urban Area","145","0.137692827848935","0.11654651447126","0.158839141226611"
"Very low transfer dependency","1993","1-pers.-HH","Rural Area","106","0.219920029782742","0.178330160111631","0.261509899453853"
"Very low transfer dependency","1993","(Married) couple without C. ","Urban Area","227","0.0901352199494558","0.0784086436145139","0.101861796284398"
"Very low transfer dependency","1993","(Married) couple without C. ","Rural Area","162","0.119040481661917","0.0989692785941115","0.139111684729723"
"Very low transfer dependency","1993","Single parent ","Urban Area","192","0.449226450445917","0.401019946720152","0.497432954171683"
"Very low transfer dependency","1993","Single parent ","Rural Area","82","0.374765397517667","0.306295650711103","0.443235144324231"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Urban Area","1687","0.917540302551473","0.90511314727801","0.929967457824937"
"Very low transfer dependency","1993","Couple + C. LE 16 ","Rural Area","877","0.831394392556579","0.809248842413172","0.853539942699985"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Urban Area","792","0.486822554684148","0.461850866299157","0.511794243069139"
"Very low transfer dependency","1993","Couple + C. GT 16 ","Rural Area","492","0.531507696032992","0.498079170752137","0.564936221313847"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","657","0.917172215658344","0.897219152800362","0.937125278516326"
"Very low transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","327","0.89353800224911","0.862445475923099","0.92463052857512"
"Low transfer dependency","1993","1-pers.-HH","Urban Area","22","","",""
"Low transfer dependency","1993","1-pers.-HH","Rural Area","11","","",""
"Low transfer dependency","1993","(Married) couple without C. ","Urban Area","74","0.0223603779041539","0.0163060698729331","0.0284146859353748"
"Low transfer dependency","1993","(Married) couple without C. ","Rural Area","47","0.0331865215918923","0.0220845450198975","0.0442884981638871"
"Low transfer dependency","1993","Single parent ","Urban Area","26","","",""
"Low transfer dependency","1993","Single parent ","Rural Area","25","","",""
"Low transfer dependency","1993","Couple + C. LE 16 ","Urban Area","108","0.046313466219335","0.0368184710172079","0.0558084614214621"
"Low transfer dependency","1993","Couple + C. LE 16 ","Rural Area","153","0.104018996414861","0.0859617031412319","0.12207628968849"
"Low transfer dependency","1993","Couple + C. GT 16 ","Urban Area","86","0.0327844710280132","0.023887862073295","0.0416810799827315"
"Low transfer dependency","1993","Couple + C. GT 16 ","Rural Area","68","0.0595202689242188","0.0436706665568418","0.0753698712915958"
"Low transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","44","0.0553032811721508","0.0387563387134013","0.0718502236309003"
"Low transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","45","0.0953879603774059","0.0657751139628457","0.125000806791966"
"High transfer dependency","1993","1-pers.-HH","Urban Area","16","","",""
"High transfer dependency","1993","1-pers.-HH","Rural Area","6","","",""
"High transfer dependency","1993","(Married) couple without C. ","Urban Area","28","","",""
"High transfer dependency","1993","(Married) couple without C. ","Rural Area","22","","",""
"High transfer dependency","1993","Single parent ","Urban Area","20","","",""
"High transfer dependency","1993","Single parent ","Rural Area","7","","",""
"High transfer dependency","1993","Couple + C. LE 16 ","Urban Area","37","0.0167805079683432","0.0109773275470934","0.0225836883895929"
"High transfer dependency","1993","Couple + C. LE 16 ","Rural Area","34","0.0307724746842295","0.0205574127966072","0.0409875365718518"
"High transfer dependency","1993","Couple + C. GT 16 ","Urban Area","8","","",""
"High transfer dependency","1993","Couple + C. GT 16 ","Rural Area","8","","",""
"High transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","16","","",""
"High transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","6","","",""
"Very high transfer dependency","1993","1-pers.-HH","Urban Area","18","","",""
"Very high transfer dependency","1993","1-pers.-HH","Rural Area","7","","",""
"Very high transfer dependency","1993","(Married) couple without C. ","Urban Area","16","","",""
"Very high transfer dependency","1993","(Married) couple without C. ","Rural Area","6","","",""
"Very high transfer dependency","1993","Single parent ","Urban Area","11","","",""
"Very high transfer dependency","1993","Single parent ","Rural Area","10","","",""
"Very high transfer dependency","1993","Couple + C. LE 16 ","Urban Area","14","","",""
"Very high transfer dependency","1993","Couple + C. LE 16 ","Rural Area","12","","",""
"Very high transfer dependency","1993","Couple + C. GT 16 ","Urban Area","3","","",""
"Very high transfer dependency","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Very high transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","6","","",""
"Very high transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Complete transfer dependency","1993","1-pers.-HH","Urban Area","18","","",""
"Complete transfer dependency","1993","1-pers.-HH","Rural Area","4","","",""
"Complete transfer dependency","1993","(Married) couple without C. ","Urban Area","2","","",""
"Complete transfer dependency","1993","(Married) couple without C. ","Rural Area","","","",""
"Complete transfer dependency","1993","Single parent ","Urban Area","10","","",""
"Complete transfer dependency","1993","Single parent ","Rural Area","6","","",""
"Complete transfer dependency","1993","Couple + C. LE 16 ","Urban Area","6","","",""
"Complete transfer dependency","1993","Couple + C. LE 16 ","Rural Area","6","","",""
"Complete transfer dependency","1993","Couple + C. GT 16 ","Urban Area","3","","",""
"Complete transfer dependency","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Complete transfer dependency","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Complete transfer dependency","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"No transfer dependency","1994","1-pers.-HH","Urban Area","823","0.83360519545157","0.810636438540531","0.856573952362609"
"No transfer dependency","1994","1-pers.-HH","Rural Area","283","0.749403062995646","0.706171588347464","0.792634537643828"
"No transfer dependency","1994","(Married) couple without C. ","Urban Area","1946","0.878533244873035","0.865226237163619","0.891840252582451"
"No transfer dependency","1994","(Married) couple without C. ","Rural Area","808","0.814567464761973","0.790878596133806","0.83825633339014"
"No transfer dependency","1994","Single parent ","Urban Area","134","0.376543505038735","0.328332866295921","0.424754143781549"
"No transfer dependency","1994","Single parent ","Rural Area","67","0.379453604690114","0.308760790029631","0.450146419350596"
"No transfer dependency","1994","Couple + C. LE 16 ","Urban Area","27","","",""
"No transfer dependency","1994","Couple + C. LE 16 ","Rural Area","7","","",""
"No transfer dependency","1994","Couple + C. GT 16 ","Urban Area","588","0.450039814892983","0.424459471081553","0.475620158704413"
"No transfer dependency","1994","Couple + C. GT 16 ","Rural Area","279","0.390833829030921","0.357416625588471","0.424251032473371"
"No transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","9","","",""
"No transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","6","","",""
"Very low transfer dependency","1994","1-pers.-HH","Urban Area","109","0.103485280658223","0.0847005311911123","0.122270030125334"
"Very low transfer dependency","1994","1-pers.-HH","Rural Area","76","0.17475644146132","0.136871893765246","0.212640989157395"
"Very low transfer dependency","1994","(Married) couple without C. ","Urban Area","243","0.0832351491302111","0.0719824954919994","0.0944878027684227"
"Very low transfer dependency","1994","(Married) couple without C. ","Rural Area","151","0.12571916799299","0.105511599979904","0.145926736006075"
"Very low transfer dependency","1994","Single parent ","Urban Area","196","0.484535235529572","0.434807990151714","0.534262480907429"
"Very low transfer dependency","1994","Single parent ","Rural Area","72","0.38691609284171","0.315962047921222","0.457870137762199"
"Very low transfer dependency","1994","Couple + C. LE 16 ","Urban Area","1647","0.890258870688847","0.876148602082628","0.904369139295067"
"Very low transfer dependency","1994","Couple + C. LE 16 ","Rural Area","836","0.840466418103241","0.818082414118086","0.862850422088396"
"Very low transfer dependency","1994","Couple + C. GT 16 ","Urban Area","734","0.482334022035916","0.456641067775991","0.508026976295841"
"Very low transfer dependency","1994","Couple + C. GT 16 ","Rural Area","473","0.531302209098251","0.497126038078031","0.565478380118471"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","645","0.927140098858941","0.908129191737356","0.946151005980526"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","330","0.891835990215798","0.861168102345371","0.922503878086225"
"Low transfer dependency","1994","1-pers.-HH","Urban Area","25","","",""
"Low transfer dependency","1994","1-pers.-HH","Rural Area","10","","",""
"Low transfer dependency","1994","(Married) couple without C. ","Urban Area","76","0.0197046538448298","0.014043102259484","0.0253662054301755"
"Low transfer dependency","1994","(Married) couple without C. ","Rural Area","50","0.0427648394737516","0.0304326392870836","0.0550970396604196"
"Low transfer dependency","1994","Single parent ","Urban Area","22","","",""
"Low transfer dependency","1994","Single parent ","Rural Area","20","","",""
"Low transfer dependency","1994","Couple + C. LE 16 ","Urban Area","146","0.0643973681197784","0.0533165407149636","0.0754781955245932"
"Low transfer dependency","1994","Couple + C. LE 16 ","Rural Area","129","0.0993737018282342","0.0810859811455998","0.117661422510869"
"Low transfer dependency","1994","Couple + C. GT 16 ","Urban Area","101","0.0564777946150625","0.0446083551046883","0.0683472341254366"
"Low transfer dependency","1994","Couple + C. GT 16 ","Rural Area","51","0.0410767073716619","0.0274843155210815","0.0546690992222422"
"Low transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","47","0.0494227021326034","0.0335685569428619","0.0652768473223449"
"Low transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","37","0.0587574905018433","0.0355364130956998","0.0819785679079869"
"High transfer dependency","1994","1-pers.-HH","Urban Area","18","","",""
"High transfer dependency","1994","1-pers.-HH","Rural Area","4","","",""
"High transfer dependency","1994","(Married) couple without C. ","Urban Area","36","0.0125720197593236","0.00803335782155361","0.0171106816970937"
"High transfer dependency","1994","(Married) couple without C. ","Rural Area","15","","",""
"High transfer dependency","1994","Single parent ","Urban Area","10","","",""
"High transfer dependency","1994","Single parent ","Rural Area","4","","",""
"High transfer dependency","1994","Couple + C. LE 16 ","Urban Area","38","0.0207802794349461","0.0143406899735742","0.0272198688963179"
"High transfer dependency","1994","Couple + C. LE 16 ","Rural Area","38","0.0344350172484669","0.0232884166544104","0.0455816178425234"
"High transfer dependency","1994","Couple + C. GT 16 ","Urban Area","15","","",""
"High transfer dependency","1994","Couple + C. GT 16 ","Rural Area","13","","",""
"High transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","14","","",""
"High transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","12","","",""
"Very high transfer dependency","1994","1-pers.-HH","Urban Area","19","","",""
"Very high transfer dependency","1994","1-pers.-HH","Rural Area","7","","",""
"Very high transfer dependency","1994","(Married) couple without C. ","Urban Area","10","","",""
"Very high transfer dependency","1994","(Married) couple without C. ","Rural Area","10","","",""
"Very high transfer dependency","1994","Single parent ","Urban Area","16","","",""
"Very high transfer dependency","1994","Single parent ","Rural Area","14","","",""
"Very high transfer dependency","1994","Couple + C. LE 16 ","Urban Area","17","","",""
"Very high transfer dependency","1994","Couple + C. LE 16 ","Rural Area","8","","",""
"Very high transfer dependency","1994","Couple + C. GT 16 ","Urban Area","6","","",""
"Very high transfer dependency","1994","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","","","",""
"Very high transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","9","","",""
"Complete transfer dependency","1994","1-pers.-HH","Urban Area","16","","",""
"Complete transfer dependency","1994","1-pers.-HH","Rural Area","6","","",""
"Complete transfer dependency","1994","(Married) couple without C. ","Urban Area","4","","",""
"Complete transfer dependency","1994","(Married) couple without C. ","Rural Area","","","",""
"Complete transfer dependency","1994","Single parent ","Urban Area","10","","",""
"Complete transfer dependency","1994","Single parent ","Rural Area","4","","",""
"Complete transfer dependency","1994","Couple + C. LE 16 ","Urban Area","10","","",""
"Complete transfer dependency","1994","Couple + C. LE 16 ","Rural Area","10","","",""
"Complete transfer dependency","1994","Couple + C. GT 16 ","Urban Area","9","","",""
"Complete transfer dependency","1994","Couple + C. GT 16 ","Rural Area","","","",""
"Complete transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","3","","",""
"Complete transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","","","",""
"No transfer dependency","1995","1-pers.-HH","Urban Area","865","0.838504993087011","0.816225781094993","0.860784205079029"
"No transfer dependency","1995","1-pers.-HH","Rural Area","305","0.773011468703233","0.731806673142663","0.814216264263804"
"No transfer dependency","1995","(Married) couple without C. ","Urban Area","1991","0.861710027938624","0.847890602344074","0.875529453533175"
"No transfer dependency","1995","(Married) couple without C. ","Rural Area","859","0.822033259252456","0.799264069938339","0.844802448566573"
"No transfer dependency","1995","Single parent ","Urban Area","127","0.341178263124494","0.295398439007737","0.386958087241251"
"No transfer dependency","1995","Single parent ","Rural Area","62","0.357977022844799","0.289629929379312","0.426324116310286"
"No transfer dependency","1995","Couple + C. LE 16 ","Urban Area","38","0.0208109137037583","0.0144782410284392","0.0271435863790775"
"No transfer dependency","1995","Couple + C. LE 16 ","Rural Area","19","","",""
"No transfer dependency","1995","Couple + C. GT 16 ","Urban Area","605","0.454263719848497","0.428538260767049","0.479989178929945"
"No transfer dependency","1995","Couple + C. GT 16 ","Rural Area","303","0.403796634320246","0.370733694352826","0.436859574287667"
"No transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","1","","",""
"No transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","6","","",""
"Very low transfer dependency","1995","1-pers.-HH","Urban Area","92","0.0790868532876504","0.062747723060985","0.0954259835143157"
"Very low transfer dependency","1995","1-pers.-HH","Rural Area","57","0.12203122544792","0.0898333023311673","0.154229148564673"
"Very low transfer dependency","1995","(Married) couple without C. ","Urban Area","264","0.0930351216870149","0.0814063786532259","0.104663864720804"
"Very low transfer dependency","1995","(Married) couple without C. ","Rural Area","150","0.123726871697886","0.104125556469696","0.143328186926076"
"Very low transfer dependency","1995","Single parent ","Urban Area","210","0.493972117385019","0.445695378620837","0.5422488561492"
"Very low transfer dependency","1995","Single parent ","Rural Area","74","0.427910025662282","0.3573716282821","0.498448423042463"
"Very low transfer dependency","1995","Couple + C. LE 16 ","Urban Area","1705","0.886556630506063","0.872488027192779","0.900625233819346"
"Very low transfer dependency","1995","Couple + C. LE 16 ","Rural Area","871","0.825472262819552","0.802803714410801","0.848140811228304"
"Very low transfer dependency","1995","Couple + C. GT 16 ","Urban Area","714","0.483623305924895","0.457803402045895","0.509443209803894"
"Very low transfer dependency","1995","Couple + C. GT 16 ","Rural Area","472","0.501501722159413","0.467809399198292","0.535194045120535"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","703","0.92671033815925","0.908254784894717","0.945165891423784"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","346","0.856920776385121","0.823669990433667","0.890171562336576"
"Low transfer dependency","1995","1-pers.-HH","Urban Area","35","0.0299128339444558","0.0195994399456891","0.0402262279432224"
"Low transfer dependency","1995","1-pers.-HH","Rural Area","11","","",""
"Low transfer dependency","1995","(Married) couple without C. ","Urban Area","77","0.0215380028226959","0.0157264957580892","0.0273495098873026"
"Low transfer dependency","1995","(Married) couple without C. ","Rural Area","57","0.0438029150058763","0.0316197910163996","0.055986038995353"
"Low transfer dependency","1995","Single parent ","Urban Area","25","","",""
"Low transfer dependency","1995","Single parent ","Rural Area","23","","",""
"Low transfer dependency","1995","Couple + C. LE 16 ","Urban Area","111","0.0481682128268781","0.0386694169938002","0.057667008659956"
"Low transfer dependency","1995","Couple + C. LE 16 ","Rural Area","121","0.0967220628725343","0.0790692581949105","0.114374867550158"
"Low transfer dependency","1995","Couple + C. GT 16 ","Urban Area","94","0.0484029771938023","0.0373142865129697","0.0594916678746349"
"Low transfer dependency","1995","Couple + C. GT 16 ","Rural Area","52","0.0632499980271901","0.0468476879031154","0.0796523081512647"
"Low transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","30","0.0301909534749455","0.0180733918753327","0.0423085150745584"
"Low transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","51","0.0812560821777491","0.0553101983437112","0.107201966011787"
"High transfer dependency","1995","1-pers.-HH","Urban Area","16","","",""
"High transfer dependency","1995","1-pers.-HH","Rural Area","6","","",""
"High transfer dependency","1995","(Married) couple without C. ","Urban Area","31","0.0100302860882547","0.00604112395031531","0.0140194482261941"
"High transfer dependency","1995","(Married) couple without C. ","Rural Area","8","","",""
"High transfer dependency","1995","Single parent ","Urban Area","24","","",""
"High transfer dependency","1995","Single parent ","Rural Area","10","","",""
"High transfer dependency","1995","Couple + C. LE 16 ","Urban Area","37","0.0176382246820801","0.0117987827080648","0.0234776666560953"
"High transfer dependency","1995","Couple + C. LE 16 ","Rural Area","33","0.0261499646648815","0.0166193297245788","0.0356805996051842"
"High transfer dependency","1995","Couple + C. GT 16 ","Urban Area","13","","",""
"High transfer dependency","1995","Couple + C. GT 16 ","Rural Area","16","","",""
"High transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","15","","",""
"High transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","17","","",""
"Very high transfer dependency","1995","1-pers.-HH","Urban Area","16","","",""
"Very high transfer dependency","1995","1-pers.-HH","Rural Area","13","","",""
"Very high transfer dependency","1995","(Married) couple without C. ","Urban Area","20","","",""
"Very high transfer dependency","1995","(Married) couple without C. ","Rural Area","8","","",""
"Very high transfer dependency","1995","Single parent ","Urban Area","17","","",""
"Very high transfer dependency","1995","Single parent ","Rural Area","16","","",""
"Very high transfer dependency","1995","Couple + C. LE 16 ","Urban Area","36","0.0125374543550879","0.00760147672571911","0.0174734319844567"
"Very high transfer dependency","1995","Couple + C. LE 16 ","Rural Area","18","","",""
"Very high transfer dependency","1995","Couple + C. GT 16 ","Urban Area","7","","",""
"Very high transfer dependency","1995","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","8","","",""
"Very high transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","6","","",""
"Complete transfer dependency","1995","1-pers.-HH","Urban Area","24","","",""
"Complete transfer dependency","1995","1-pers.-HH","Rural Area","5","","",""
"Complete transfer dependency","1995","(Married) couple without C. ","Urban Area","14","","",""
"Complete transfer dependency","1995","(Married) couple without C. ","Rural Area","2","","",""
"Complete transfer dependency","1995","Single parent ","Urban Area","9","","",""
"Complete transfer dependency","1995","Single parent ","Rural Area","4","","",""
"Complete transfer dependency","1995","Couple + C. LE 16 ","Urban Area","25","","",""
"Complete transfer dependency","1995","Couple + C. LE 16 ","Rural Area","15","","",""
"Complete transfer dependency","1995","Couple + C. GT 16 ","Urban Area","6","","",""
"Complete transfer dependency","1995","Couple + C. GT 16 ","Rural Area","","","",""
"Complete transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","9","","",""
"Complete transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","","","",""
"No transfer dependency","1996","1-pers.-HH","Urban Area","874","0.854141402977073","0.832792068346178","0.875490737607968"
"No transfer dependency","1996","1-pers.-HH","Rural Area","331","0.806508614267533","0.768410069463317","0.844607159071748"
"No transfer dependency","1996","(Married) couple without C. ","Urban Area","1904","0.816325612802757","0.800782035522551","0.831869190082963"
"No transfer dependency","1996","(Married) couple without C. ","Rural Area","815","0.766025646435881","0.741231745439097","0.790819547432664"
"No transfer dependency","1996","Single parent ","Urban Area","147","0.339026886442312","0.294995174245121","0.383058598639504"
"No transfer dependency","1996","Single parent ","Rural Area","57","0.281839387802902","0.219797637584935","0.343881138020869"
"No transfer dependency","1996","Couple + C. LE 16 ","Urban Area","34","0.0163919132626571","0.0106973912461655","0.0220864352791486"
"No transfer dependency","1996","Couple + C. LE 16 ","Rural Area","8","","",""
"No transfer dependency","1996","Couple + C. GT 16 ","Urban Area","543","0.401879616021559","0.376243500499647","0.427515731543471"
"No transfer dependency","1996","Couple + C. GT 16 ","Rural Area","248","0.333049754101717","0.300532594634402","0.365566913569031"
"No transfer dependency","1996","Couple + C. LE and GT 16","Urban Area","6","","",""
"No transfer dependency","1996","Couple + C. LE and GT 16","Rural Area","3","","",""
"Very low transfer dependency","1996","1-pers.-HH","Urban Area","91","0.0806187302546544","0.0641515498184132","0.0970859106908957"
"Very low transfer dependency","1996","1-pers.-HH","Rural Area","44","0.110999613203271","0.0807036494255314","0.141295576981011"
"Very low transfer dependency","1996","(Married) couple without C. ","Urban Area","292","0.11710835621261","0.104200842020852","0.130015870404368"
